"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
193,"Weapon_CoreDelve","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/staff.epk",877,-1063518208,3,-1086717952,3,-1063518208,3,-1109262336,3,56492032,0,-1051328512,3,-1109262336,3,56492032,0,56492032,0,56492032,0,0
194,"Weapon_CoreBreach","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/staff.epk",-4392,-980418560,3,-1015021568,3,-980418560,3,-1037303808,3,56492032,0,-968228864,3,-1003225088,3,56492032,0,56492032,0,56492032,0,0
195,"Weapon_CoreAbyss","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/staff.epk",-18857,-896663552,3,-930873344,3,-896663552,3,-954335232,3,56492032,0,-884604928,3,-919207936,3,56492032,0,56492032,0,56492032,0,0
196,"Weapon_CoreHarvest","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/Harvest.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/staff.epk",-27802,-811859968,3,-847249408,3,-811859968,3,-870580224,3,56492032,0,-799408128,3,-835190784,3,56492032,0,56492032,0,56492032,0,0
197,"Weapon_CoreAtlas","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/staff.epk",-26479,-729022464,3,-763232256,3,-729022464,3,-785252352,3,56492032,0,-716963840,3,-751566848,3,56492032,0,56492032,0,56492032,0,0
198,"Weapon_Lightbringer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/staff.epk",29573,-635437056,3,-676331520,3,-635437056,3,-702808064,3,56492032,0,-621150208,3,-662437888,3,56492032,0,56492032,0,56492032,0,0
199,"Footprint_Lightbringer","","","","","","","",-2813,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
200,"Weapon_Darkshard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/staff.epk",15926,-536608768,3,-576323584,3,-536608768,3,-602013696,3,56492032,0,-522715136,3,-562823168,3,56492032,0,56492032,0,56492032,0,0
201,"Footprint_Darkshard","","","","","","","",18293,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
202,"Footprint_Apollyon","","","","","","","",16437,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
203,"Weapon_Jingwei","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/staff.epk",28599,-444465152,3,-479461376,3,-444465152,3,-502005760,3,56492032,0,-432144384,3,-467533824,3,56492032,0,56492032,0,56492032,0,0
204,"Footprint_Jingwei","","","","","","","",-28798,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
205,"Bow_Mirage_Archer_Suffering","","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/suffer_weapon.epk","","","","","",-13949,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
206,"Weapon_Soulkeeper","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/staff.epk",4895,-339869696,3,-376438784,3,-339869696,3,-400031744,3,56492032,0,-327024640,3,-363986944,3,56492032,0,56492032,0,56492032,0,0
207,"Weapon_Aesir","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/staff.epk",15340,-256770048,3,-290979840,3,-256770048,3,-312999936,3,56492032,0,-244711424,3,-279314432,3,56492032,0,56492032,0,56492032,0,0
208,"Weapon_Expedition","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/staff.epk",21867,-171311104,3,-207486976,3,-171311104,3,-230817792,3,56492032,0,-158597120,3,-195166208,3,56492032,0,56492032,0,56492032,0,0
209,"Weapon_Scavenger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/staff.epk",16753,-78118912,3,-118226944,3,-78118912,3,-144179200,3,56492032,0,-64094208,3,-104595456,3,56492032,0,56492032,0,56492032,0,0
210,"Footprint_Scavenger","","","","","","","",25381,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
211,"Weapon_Overseer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/staff.epk",31088,19660800,4,-20054016,3,19660800,4,-45744128,3,56492032,0,33554432,4,-6553600,3,56492032,0,56492032,0,56492032,0,0
212,"Footprint_Overseer","","","","","","","",-24877,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
213,"Weapon_MidnightPact","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/staff.epk",11081,111673344,4,75497472,4,111673344,4,52166656,4,56492032,0,124387328,4,87818240,4,56492032,0,56492032,0,56492032,0,0
214,"Footprint_MidnightPact","","","","","","","",-21773,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
215,"Weapon_Necrolord","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/staff.epk",-14536,200802304,4,165019648,4,200802304,4,141950976,4,56492032,0,213385216,4,177209344,4,56492032,0,56492032,0,56492032,0,0
216,"Weapon_Direblade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/staff.epk",-28569,250085376,4,283770880,4,250085376,4,295305216,4,56492032,0,306446336,4,261226496,4,56492032,0,56492032,0,56492032,0,0
217,"Weapon_Brightfall","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/staff.epk",27446,379846656,4,343670784,4,379846656,4,320339968,4,56492032,0,392560640,4,355991552,4,56492032,0,56492032,0,56492032,0,0
218,"Weapon_AuspiciousDragon1","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/staff.epk",-17085,472383488,4,433848320,4,472383488,4,485883904,4,56492032,0,498466816,4,446955520,4,56492032,0,56492032,0,56492032,0,0
219,"Weapon_AuspiciousDragon2","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/staff.epk",1685,579076096,4,540540928,4,579076096,4,592576512,4,56492032,0,605159424,4,553648128,4,56492032,0,56492032,0,56492032,0,0
220,"Weapon_AuspiciousDragon3","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/staff.epk",-1079,685768704,4,647233536,4,685768704,4,699269120,4,56492032,0,711852032,4,660340736,4,56492032,0,56492032,0,56492032,0,0
221,"Weapon_AuspiciousBlueDragon","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/sword2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/staff.epk",23026,806617088,4,754581504,4,806617088,4,820248576,4,56492032,0,832962560,4,780664832,4,56492032,0,56492032,0,56492032,0,0
222,"Weapon_Myrmidon","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/staff.epk",28341,907018240,4,871235584,4,907018240,4,848166912,4,56492032,0,919601152,4,883425280,4,56492032,0,56492032,0,56492032,0,0
223,"Footprint_Expedition","","","","","","","",27531,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
224,"Weapon_Siren","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/staff.epk",-4259,998375424,4,960626688,4,998375424,4,936247296,4,56492032,0,1011613696,4,973471744,4,56492032,0,56492032,0,56492032,0,0
225,"Footprint_Siren","","","","","","","",19028,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
226,"Weapon_Deepwater","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/staff.epk",8563,1093533696,4,1054212096,4,1093533696,4,1028784128,4,56492032,0,1107296256,4,1067581440,4,56492032,0,56492032,0,56492032,0,0
227,"Footprint_Deepwater","","","","","","","",-18169,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
228,"Footprint_Atlantis","","","","","","","",-16517,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
