"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","string","bool","bool","i32","i32","i32","i32","bool","i32","[string]","rid","bool","bool","bool","[rid]"
5271,"base_avoid_poison_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",280890654,[],2,"","",1,[]
5272,"map_players_have_point_blank","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1236743633,[],"","","","",[]
5273,"map_players_block_chance_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",2042443025,[],"","","",1,[]
5274,"map_players_armour_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1506866523,[],"","","",1,[]
5275,"map_monsters_accuracy_rating_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1391090281,[],"","","",1,[]
5276,"map_players_spell_damage_%_suppressed","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-153911791,[],"","","",1,[]
5277,"extra_dodge_rolls","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",2146773950,[],"","","",1,[]
5278,"map_players_skill_area_of_effect_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1238244995,[],"","","",1,[]
5279,"cannot_gain_frenzy_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",32577142,[],"","","","",[]
5280,"cannot_gain_power_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1595406962,[],"","","","",[]
5281,"map_players_cannot_gain_power_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",529230252,[],"","","","",[]
5282,"map_players_cannot_gain_frenzy_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-224882895,[],"","","","",[]
5283,"map_players_cannot_gain_endurance_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1627364632,[],"","","","",[]
5284,"map_players_no_regeneration_including_es","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",160466725,[],"","","","",[]
5285,"map_player_life_and_es_recovery_speed_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-121537503,[],"","","",1,[]
5286,"armour_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1360290115,[],"","","",1,[]
5287,"map_packs_are_abomination_monsters","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",2097808382,[],"","","","",[]
5288,"gain_frenzy_charge_on_hitting_rare_or_unique_enemy_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,1896479409,[],"","","",1,[]
5289,"support_scion_onslaught_duration_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1892842067,[],"","","",1,[]
5290,"curse_on_hit_level_10_vulnerability_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1374098097,[],"","","",1,[]
5291,"local_item_stats_are_doubled_in_breach","",1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-34831057,[],"","","","",[]
5292,"cast_on_crit_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,355018698,[],"",1,"",1,[]
5293,"local_unique_jewel_cold_and_lightning_resistance_to_melee_damage",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-503919384,[],"","","","",[]
5294,"local_unique_jewel_fire_and_lightning_resistance_to_projectile_attack_damage",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1325025049,[],"","","","",[]
5295,"local_unique_jewel_fire_and_cold_resistance_to_spell_damage",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-787051443,[],"","","","",[]
5296,"local_unique_jewel_fire_resistance_also_grants_block_chance_scaled_%",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",2102593002,[],"","","",1,[]
5297,"local_unique_jewel_cold_resistance_also_grants_spell_suppression_chance_scaled_%",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",324202348,[],"","","",1,[]
5298,"local_unique_jewel_lightning_resistance_also_grants_block_spells_chance_scaled_%",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1956141105,[],"","","",1,[]
5299,"local_unique_jewel_fire_resistance_also_grants_endurance_charge_on_kill_chance",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-486059227,[],"","","","",[]
5300,"local_unique_jewel_cold_resistance_also_grants_frenzy_charge_on_kill_chance",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1611213944,[],"","","","",[]
5301,"local_unique_jewel_lightning_resistance_also_grants_power_charge_on_kill_chance",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-858322149,[],"","","","",[]
5302,"cast_while_channelling_time_ms",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,204797955,[],"",1,"",1,[]
5303,"support_cast_while_channelling_triggered_skill_damage_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-338692463,[],"","","",1,[]
5304,"number_of_spider_minions_allowed",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,-923116910,[],"","","",1,[]
5305,"number_of_active_spider_minions",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",907753285,[],"","","",1,[]
5306,"local_display_raise_spider_on_kill_%_chance","",1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-635898230,[],"","","","",[]
5307,"local_display_cast_lightning_on_critical_strike","",1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",67856729,[],"","","","",[]
5308,"your_spells_are_disabled",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1694447490,[],"",1,"","",[]
5309,"monster_ruleset_id","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-748284932,[],"","","",1,[]
5310,"map_monsters_additional_elemental_resistance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",403958173,[],"","","",1,[]
5311,"support_minion_totem_resistance_elemental_damage_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-371649329,[],"","","",1,[]
5312,"elemental_damage_+%_final_on_minion_from_resistance_support","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1156792449,[],"","","",1,[]
5313,"goat_footprints_from_item",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-1375031572,[],"","","","",[]
5314,"totem_ignores_cooldown","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1840798592,[],"","","","",[]
5315,"totem_ignores_vaal_skill_cost","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-163064906,[],"","","","",[]
5316,"attack_minimum_added_lightning_damage_per_10_int","","",1,3,"","","","",6026,0,6028,0,"",1411680557,[],"","","",1,[]
5317,"attack_maximum_added_lightning_damage_per_10_int","","",1,3,"","","","",6027,0,6029,0,"",1266147631,[],"","","",1,[]
5318,"fire_damage_+%_per_20_strength","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-387093072,[],"","","",1,[]
5319,"mana_recharge_rate_per_minute_with_all_corrupted_equipped_items","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1915509670,[],"","","",1,[]
5320,"life_leech_permyriad_vs_poisoned_enemies",1,"","",6,"","","","",-16843010,-16843010,-16843010,-16843010,"",1944722781,[],"","","",1,[]
5321,"minion_life_leech_permyriad_vs_poisoned_enemies",1,"","",6,"","","","",-16843010,-16843010,-16843010,-16843010,"",257976496,[],"","","",1,[]
5322,"display_vaal_breach_no_drops_xp","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-102718615,[],"","","","",[]
5323,"golems_larger_aggro_radius","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1388581895,[],"","","","",[]
5324,"maximum_life_%_to_convert_to_maximum_energy_shield","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2099665473,[],"","","",1,[]
5325,"display_abberaths_hooves_skill_level","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1565918394,[],"","","",1,[]
5326,"cannot_be_used_as_minion",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-2126218389,[],"","","","",[]
5327,"breach_map_time_to_portal_ms",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-736947306,[],"","","",1,[]
5328,"breach_map_initial_time_ms",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1512529592,[],"","","",1,[]
5329,"breach_team_warp_buff_damage_taken_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1256838178,[],"","","",1,[]
5330,"local_poison_on_hit_%",1,1,1,1,"","","","",5331,0,5332,0,"",278958941,[],"","","",1,[]
5331,"main_hand_local_poison_on_hit_%","",1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",425557261,[],"","","",1,[]
5332,"off_hand_local_poison_on_hit_%","",1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1934569015,[],"","","",1,[]
5333,"breach_team_warp_buff_movement_velocity_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-806568982,[],"","","",1,[]
5334,"breach_team_warp_buff_lightning_damage_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-189400511,[],"","","",1,[]
5335,"base_blade_vortex_hit_rate_ms","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1401224149,[],"","","",1,[]
5336,"blade_vortex_hit_rate_ms",1,"","",3,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,852318243,[],"","","",1,[1]
5337,"additional_maximum_all_resistances_%_with_no_endurance_charges","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-131548547,[],"","","",1,[]
5338,"spell_damage_+%_while_shocked","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1743878025,[],"","","",1,[]
5339,"monster_beyond_portal_chance_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-865942218,[],"","","",1,[]
5340,"life_leech_uses_chaos_damage",1,"","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1179088748,[],"","","","",[0]
5341,"base_cannot_gain_endurance_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",547158370,[],"","","","",[]
5342,"gain_onslaught_while_at_maximum_endurance_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1969473640,[],"","","","",[]
5343,"number_of_zombies_allowed_+1_per_X_strength","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",636065116,[],"","","",1,[]
5344,"minions_gain_your_strength","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1747265664,[],"","","","",[]
5345,"avarius_cast_on_charge_contact",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1872600461,[],"",1,"","",[]
5346,"zombie_damage_leeched_as_life_to_you_permyriad_if_over_1000_strength",1,"","",6,"","","","",-16843010,-16843010,-16843010,-16843010,"",2010617577,[],"","","",1,[]
5347,"virtual_minion_additional_strength",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",479904487,[],"","","",1,[33]
5348,"virtual_zombie_damage_leeched_as_life_to_you_permyriad",1,"","",6,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-298101559,[],"","","",1,[33]
5349,"base_bleed_duration_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1231944479,[],2,"","",1,[]
5350,"item_found_rarity_+1%_per_X_rampage_stacks","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",689275996,[],"","","",1,[]
5351,"is_channelling",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,145880672,[],"","","","",[]
5352,"warcries_knock_back_enemies",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,519924160,[],"","","","",[]
5353,"map_monsters_no_drops_or_experience","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",721560625,[],"","","","",[]
5354,"off_hand_minimum_added_physical_damage_per_15_shield_armour_and_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1514280997,[],"","","",1,[]
5355,"off_hand_maximum_added_physical_damage_per_15_shield_armour_and_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-937499004,[],"","","",1,[]
5356,"off_hand_minimum_added_physical_damage_per_5_shield_armour","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-536276995,[],"","","",1,[]
5357,"off_hand_maximum_added_physical_damage_per_5_shield_armour","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1722913580,[],"","","",1,[]
5358,"off_hand_minimum_added_physical_damage_per_5_shield_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1178276778,[],"","","",1,[]
5359,"off_hand_maximum_added_physical_damage_per_5_shield_evasion_rating","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",972393688,[],"","","",1,[]
5360,"gain_vaal_soul_on_hit_cooldown_ms",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1614079869,[],"","","",1,[]
5361,"unique_spells_triggered_on_shocked_kill","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",268638590,[],"",1,"","",[]
5362,"maximum_life_per_2%_increased_item_found_rarity","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1489341129,[],"","","",1,[]
5363,"damage_+%_per_1%_increased_item_found_quantity","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",2019914691,[],"","","",1,[]
5364,"item_found_quantity_+%_per_chest_opened_recently","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-346239056,[],"","","",1,[]
5365,"number_of_chests_opened_recently",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-813990072,[],"","","",1,[]
5366,"track_number_of_chests_opened_recently","","","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1058032433,[],"","","","",[36]
5367,"movement_speed_+%_per_chest_opened_recently","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1872177497,[],"","","",1,[]
5368,"immune_to_burning_shocks_and_chilled_ground","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",124902407,[],"","","","",[]
5369,"maximum_life_per_10_dexterity","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",877896670,[],"","","",1,[]
5370,"life_regeneration_per_minute_while_moving","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1497333019,[],"","","",1,[]
5371,"chest_number_of_additional_pirate_uniques_to_drop",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-765218800,[],"","","",1,[]
5372,"shrapnel_shot_number_of_additional_cones",1,"","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,658050623,[],"","","",1,[]
5373,"local_unique_jewel_shrapnel_shot_number_of_additional_cones_with_50_dex_in_radius",1,1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-504527614,[],"","","",1,[]
5374,"cleave_fortify_on_hit",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-877836101,"[""cleave"",""vaal_cleave""]","","","","",[]
5375,"local_unique_jewel_cleave_fortify_on_hit_with_50_str_in_radius",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",186462992,[],"","","","",[]
5376,"cleave_+1_base_radius_per_nearby_enemy_up_to_10",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-144102969,[],"","","","",[]
5377,"local_unique_jewel_cleave_+1_base_radius_per_nearby_enemy_up_to_10_with_40_str_in_radius",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",642913571,[],"","","","",[]
5378,"freezing_pulse_number_of_additional_projectiles",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1019949873,"[""freezing_pulse""]","","","",1,[]
5379,"local_unique_jewel_freezing_pulse_number_of_additional_projectiles_with_50_int_in_radius",1,1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",935528686,[],"","","",1,[]
5380,"freezing_pulse_damage_+%_if_enemy_shattered_recently",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1659558658,"[""freezing_pulse""]","","","",1,[]
5381,"local_unique_jewel_freezing_pulse_damage_+%_if_enemy_shattered_recently_with_50_int_in_radius",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-220624215,[],"","","",1,[]
5382,"local_unique_jewel_ice_shot_explosion_skill_area_of_effect_+%_with_50_dex_in_radius",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1562694432,[],"","","",1,[]
5383,"ice_shot_damage_+%_to_chilled_enemies",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1587270004,"[""ice_shot""]","","","",1,[]
5384,"local_unique_jewel_ice_shot_damage_+%_to_chilled_enemies_with_50_dex_in_radius",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",374278316,[],"","","",1,[]
5385,"local_unique_jewel_molten_strike_number_of_additional_projectiles_with_50_str_in_radius",1,1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",641720736,[],"","","",1,[]
5386,"local_unique_jewel_molten_strike_skill_area_of_effect_+%_with_50_str_in_radius",1,1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1643793478,[],"","","",1,[]
5387,"frost_blades_melee_cold_damage_+%_per_frenzy_charge",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",679804285,"[""frost_blades""]","","","",1,[]
5388,"local_unique_jewel_frost_blades_melee_cold_damage_+%_per_frenzy_charge_with_50_dex_in_radius",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-407841715,[],"","","",1,[]
5389,"dual_strike_melee_splash_with_off_hand_weapon",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",879280738,"[""dual_strike""]","","","","",[]
5390,"local_unique_jewel_dual_strike_melee_splash_with_off_hand_weapon_with_50_dex_in_radius",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",533369357,[],"","","","",[]
5391,"frostbolt_projectile_acceleration",1,"","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-1074897712,[],"","","",1,[]
5392,"local_unique_jewel_frostbolt_projectile_acceleration_with_50_int_in_radius",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-750727910,[],"","","",1,[]
5393,"ethereal_knives_projectiles_nova",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1643885465,"[""shadow_projectiles""]","","","","",[]
5394,"local_unique_jewel_ethereal_knives_projectiles_nova_with_50_dex_in_radius",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-530704077,[],"","","","",[]
