"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32"
1445,"AscendancyOccultist14","Art/2DArt/SkillIcons/passives/Occultist/EnergyShieldCold.dds","[134,49]",6,10,0,0,43242,"Energy Shield, Cold Damage",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1446,"AscendancyOccultist15","Art/2DArt/SkillIcons/passives/Occultist/WitheringPresence.dds","[13269,150]",15,60,0,0,25309,"Withering Presence",[],"",1,"","",6954,"",6,"",[126],0,"","",0,"[17,31]","","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1447,"AscendancyOccultist16","Art/2DArt/SkillIcons/passives/Occultist/FrigidWake.dds","[13268,17516,17517]",15,1,1,0,47630,"Frigid Wake",[],"",1,"","",6954,"",6,"",[106],0,"","",0,"[23,30]","","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1448,"AscendancyElementalist1","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,1873]",10,5,0,0,18002,"Elemental Damage, Status Ailment Chance",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1449,"AscendancyElementalist2","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,1873]",10,5,0,0,27514,"Elemental Damage, Status Ailment Chance",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1450,"AscendancyElementalist3","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageAttackCasteSpeed.dds","[486,1904]",10,4,0,0,37114,"Elemental Damage, Attack and Cast Speed",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1451,"AscendancyElementalist4","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageAttackCasteSpeed.dds","[486,1904]",10,4,0,0,19595,"Elemental Damage, Attack and Cast Speed",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1452,"AscendancyElementalist5","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageElementalResistances.dds","[486,141]",10,6,0,0,6052,"Elemental Damage and Resistances",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1453,"AscendancyElementalist6","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageElementalResistances.dds","[486,141]",10,6,0,0,54279,"Elemental Damage and Resistances",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1454,"AscendancyElementalist7","Art/2DArt/SkillIcons/passives/Elementalist/MaliciousInspiration.dds","[7415,7416,7876,6304]",10,15,20,30,64588,"Beacon of Ruin",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1455,"AscendancyElementalist8","Art/2DArt/SkillIcons/passives/Elementalist/ElementalEnlightenment.dds",[4993],1,0,0,0,51391,"Shaper of Desolation",[],"",1,"","",6954,"",7,"",[40],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1456,"AscendancyElementalist9","Art/2DArt/SkillIcons/passives/Elementalist/LiegeOfThePrimordial.dds","[13264,2890,5126]",4000,1,100,0,56461,"Liege of the Primordial",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1457,"AscendancyElementalist10","Art/2DArt/SkillIcons/passives/Elementalist/PrimevalForce.dds","[13258,13261]",-25,60,0,0,61259,"Mastermind of Discord",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1458,"AscendancyElementalist11","Art/2DArt/SkillIcons/passives/Elementalist/PendulumOfDestruction.dds","[13302,13303]",1,60,0,0,57197,"Heart of Destruction",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1459,"AscendancyElementalist12","Art/2DArt/SkillIcons/passives/Elementalist/IridescentFlesh.dds","[13288,13276,7701]",20,1,1,0,4917,"Bastion of Elements",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],45203,"",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1460,"AscendancyElementalist13","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageElementalResistances.dds","[486,141]",10,6,0,0,47873,"Elemental Damage and Resistances",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1461,"AscendancyElementalist14","Art/2DArt/SkillIcons/passives/Elementalist/ElemancerIcon.dds","[2890,10235,7648]",1,1,25,0,258,"Elemancer",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1462,"AscendancyElementalist15","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,10180]",10,4,0,0,12738,"Elemental Damage, Fire Damage over Time Multiplier",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1463,"AscendancyElementalist16","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,12430]",10,10,0,0,58998,"Elemental Damage, Lightning Ailment Effect",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1464,"AscendancyElementalist17","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,12429]",10,10,0,0,12475,"Elemental Damage, Cold Ailment Effect",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1465,"AscendancyElementalist18","Art/2DArt/SkillIcons/passives/Elementalist/IgniteSpecialisation.dds","[4992,195,13350]",1,1,25,0,53123,"Shaper of Flames",[],"",1,"","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1466,"AscendancyElementalist19","Art/2DArt/SkillIcons/passives/Elementalist/ShockSpecialisation.dds","[196,4991,13266,7416]",1,1,25,15,27038,"Shaper of Storms",[],"",1,"","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1467,"AscendancyElementalist20","Art/2DArt/SkillIcons/passives/Elementalist/ChillSpecialisation.dds","[4990,13265,7415,13425]",1,50,15,40,40810,"Shaper of Winter",[],"",1,"","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1468,"AscendancyNecromancer1","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedMinionLife.dds","[488,159]",10,10,0,0,55646,"Minion Damage and Life",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1469,"AscendancyNecromancer2","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedMinionLife.dds","[488,159]",10,10,0,0,18309,"Minion Damage and Life",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1470,"AscendancyNecromancer3","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedMinionLife.dds","[488,159]",10,10,0,0,60547,"Minion Damage and Life",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1471,"AscendancyNecromancer4","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedSkillDuration.dds","[488,215]",10,10,0,0,39818,"Minion Damage, Skill Duration",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1472,"AscendancyNecromancer5","Art/2DArt/SkillIcons/passives/Necromancer/ManaNode.dds","[488,128]",10,8,0,0,18574,"Minion Damage, Mana",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1473,"AscendancyNecromancer6","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedSkillDuration.dds","[488,3837]",10,5,0,0,5415,"Minion Damage, Aura Effect",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1474,"AscendancyNecromancer7","Art/2DArt/SkillIcons/passives/Necromancer/GenericMinionNotable.dds","[488,2091,2092,617]",30,10,10,10,54159,"Mindless Aggression",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1475,"AscendancyNecromancer8","Art/2DArt/SkillIcons/passives/Necromancer/OffensiveMinionNotable.dds",[16664],1,0,0,0,65153,"Unnatural Strength",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1476,"AscendancyNecromancer9","Art/2DArt/SkillIcons/passives/Necromancer/DefensiveMinionNotable.dds","[10051,10230,10232,10233]",20,1,2,20,14603,"Bone Barrier",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],40948,"",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1477,"AscendancyNecromancer10","Art/2DArt/SkillIcons/passives/Necromancer/GiftsOfTheDamned.dds","[215,3690,7514]",40,1,-50,0,48719,"Mistress of Sacrifice",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1478,"AscendancyNecromancer11","Art/2DArt/SkillIcons/passives/Necromancer/EssenceGlutton.dds","[9943,9944,9941,9942]",4,8,300,12,3554,"Essence Glutton",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1479,"AscendancyNecromancer12","Art/2DArt/SkillIcons/passives/Necromancer/CommandingTheDarkness.dds","[3711,4739,4414]",3,30,30,0,36017,"Commander of Darkness",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1480,"AscendancyNecromancer13","Art/2DArt/SkillIcons/passives/Necromancer/CorpseConsumptionNode.dds","[488,216]",10,4,0,0,26298,"Minion Damage, Cast Speed",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1481,"AscendancyNecromancer14","Art/2DArt/SkillIcons/passives/Necromancer/PlagueBringer.dds","[9936,9937,9940]",-10,10,30,0,11490,"Plaguebringer",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1482,"AscendancyNecromancer15","Art/2DArt/SkillIcons/passives/Necromancer/CorpseConsumptionNode.dds","[488,216]",10,4,0,0,23509,"Minion Damage, Cast Speed",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1483,"AscendancyNecromancer16","Art/2DArt/SkillIcons/passives/Necromancer/CorpseConsumptionNotable2.dds","[9946,4756]",1,2,0,0,23572,"Corpse Pact",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1484,"AscendancySlayer1","Art/2DArt/SkillIcons/passives/Slayer/2HdmgCritStrikeMultiplier.dds","[554,2605]",15,10,0,0,61393,"Attack Damage, Critical Strike Chance",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1485,"AscendancySlayer2","Art/2DArt/SkillIcons/passives/Slayer/2HdmgSpeed.dds","[70,2605]",5,10,0,0,15286,"Attack Damage, Attack Speed",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1486,"AscendancySlayer3","Art/2DArt/SkillIcons/passives/Slayer/2HdmgSpeed.dds","[70,2605]",5,10,0,0,42293,"Attack Damage, Attack Speed",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1487,"AscendancySlayer4","Art/2DArt/SkillIcons/passives/Slayer/2HdmgLeech.dds","[2693,2605]",40,10,0,0,34215,"Attack Damage, Life Leech",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1488,"AscendancySlayer5","Art/2DArt/SkillIcons/passives/Slayer/2HdmgLeech.dds","[2693,2605]",40,10,0,0,45696,"Attack Damage, Life Leech",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1489,"AscendancySlayer6","Art/2DArt/SkillIcons/passives/Slayer/2HdmgAOE.dds","[434,2605]",10,10,0,0,20954,"Attack Damage, Area of Effect",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1490,"AscendancySlayer7","Art/2DArt/SkillIcons/passives/Slayer/BaneOfLegends.dds","[9742,9743,4687]",10,10,1,0,3184,"Headsman",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1491,"AscendancySlayer8","Art/2DArt/SkillIcons/passives/Slayer/CriticalAttacks.dds","[9749,9750]",800,10,0,0,17315,"Overwhelm",[],"",1,"","",6954,"",9,"",[],0,"","",0,[32],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1492,"AscendancySlayer9","Art/2DArt/SkillIcons/passives/Slayer/Headman.dds","[9741,4689,7702]",20,10,1,0,62817,"Bane of Legends",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1493,"AscendancySlayer10","Art/2DArt/SkillIcons/passives/Slayer/EndlessHunger.dds","[3405,10617,3408,3406]",20,1,1,20,34484,"Endless Hunger",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1494,"AscendancySlayer11","Art/2DArt/SkillIcons/passives/Slayer/BrutalFervor.dds","[3407,9744,9274]",1,-10,100,0,10143,"Brutal Fervour",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1495,"AscendancySlayer12","Art/2DArt/SkillIcons/passives/Slayer/Impact.dds","[9746,1230,84,9810]",5,4,50,15,38180,"Impact",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1496,"AscendancySlayer13","Art/2DArt/SkillIcons/passives/Slayer/2HdmgFrenzyEnduranceCharge.dds","[421,418,2605]",15,15,10,0,50845,"Attack Damage, Frenzy and Endurance Charge Duration",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1497,"AscendancySlayer14","Art/2DArt/SkillIcons/passives/Slayer/Charges.dds","[9748,180]",1,1,0,0,16306,"Masterful Form",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1498,"AscendancyGladiator1","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[26,70]",10,4,0,0,33179,"Attack Speed, Physical Damage",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1499,"AscendancyGladiator2","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[26,70]",10,4,0,0,48760,"Attack Speed, Physical Damage",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1500,"AscendancyGladiator3","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1081,70]",2,4,0,0,37623,"Attack Speed, Block Chance",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1501,"AscendancyGladiator4","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[70,3581]",4,15,0,0,3651,"Attack Speed and One Handed Damage",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1502,"AscendancyGladiator5","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1081,70]",2,4,0,0,24538,"Attack Speed, Block Chance",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1503,"AscendancyGladiator6","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1081,70]",2,4,0,0,1675,"Attack Speed, Block Chance",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1504,"AscendancyGladiator7","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolence.dds","[3411,7491]",10,20,0,0,27864,"Gratuitous Violence",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1505,"AscendancyGladiator8","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodInEyes.dds","[7489,3566,6090,3628]",25,100,10,50,15616,"Blood in the Eyes",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1506,"AscendancyGladiator9","Art/2DArt/SkillIcons/passives/Gladiator/GLADOutmatchOutlast.dds","[3572,3699,4729,4730]",25,25,10,-10,52575,"Outmatch and Outlast",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1507,"AscendancyGladiator10","Art/2DArt/SkillIcons/passives/Gladiator/GLADPainForged.dds","[1081,7490,7479]",10,1,1,0,8419,"Painforged",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1508,"AscendancyGladiator11","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliation.dds","[15273,15269]",1,1,0,0,63490,"Violent Retaliation",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1509,"AscendancyGladiator12","Art/2DArt/SkillIcons/passives/Gladiator/GLADVersitileCombatant.dds","[491,15349]",10,10,0,0,2598,"Reigning Veteran",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1510,"AscendancyGladiator13","Art/2DArt/SkillIcons/passives/Gladiator/GLADSpeedAoE.dds","[70,177]",4,4,0,0,14726,"Attack Speed, Movement Speed",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1511,"AscendancyGladiator14","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodAndSand.dds","[9782,9784,9785,9786]",10,25,100,2,758,"Arena Challenger",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1512,"AscendancyChampion1","Art/2DArt/SkillIcons/passives/Champion/AnETaunt.dds","[1074,2785]",15,20,0,0,6982,"Armour and Evasion, Taunt Duration",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1513,"AscendancyChampion2","Art/2DArt/SkillIcons/passives/Champion/AnETaunt.dds","[1074,2785]",15,20,0,0,61478,"Armour and Evasion, Taunt Duration",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1514,"AscendancyChampion3","Art/2DArt/SkillIcons/passives/Champion/AnEFortify.dds","[1074,9656]",15,10,0,0,60508,"Armour and Evasion, Attack Damage while Fortified",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1515,"AscendancyChampion4","Art/2DArt/SkillIcons/passives/Champion/AnEFortify.dds","[1074,9656]",15,10,0,0,35185,"Armour and Evasion, Attack Damage while Fortified",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1516,"AscendancyChampion5","Art/2DArt/SkillIcons/passives/Champion/AnEAura.dds","[1074,3837]",15,5,0,0,25111,"Armour and Evasion, Aura Effect",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1517,"AscendancyChampion6","Art/2DArt/SkillIcons/passives/Champion/AnEAttDamage.dds","[1074,2605]",15,10,0,0,43725,"Armour and Evasion, Attack Damage",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1518,"AscendancyChampion7","Art/2DArt/SkillIcons/passives/Champion/Fortitude.dds",[14856],20,0,0,0,31700,"Fortitude",[],"",1,"","",6954,"",11,"",[],0,"","",0,[24],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1519,"AscendancyChampion8","Art/2DArt/SkillIcons/passives/Champion/Unstopable.dds","[3416,7487,7488]",20,1,500,0,33940,"Unstoppable Hero",[],"",1,"","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1520,"AscendancyChampion9_","Art/2DArt/SkillIcons/passives/Champion/Conqueror.dds","[3410,4697,4764]",100,-10,-20,0,35750,"Conqueror",[],"",1,"","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1521,"AscendancyChampion10","Art/2DArt/SkillIcons/passives/Champion/WorthyFoe.dds","[3417,7608]",20,1,0,0,56967,"Worthy Foe",[],"",1,"","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1522,"AscendancyChampion11","Art/2DArt/SkillIcons/passives/Champion/Inpirational.dds","[8691,3837,8711,9658]",1,30,40,6,11412,"Inspirational",[],"",1,"","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1523,"AscendancyChampion12","Art/2DArt/SkillIcons/passives/Champion/FirstStrikeLastFall.dds","[4752,7604,7605,9657]",1,20,1,25,27604,"First to Strike, Last to Fall",[],"",1,"","",6954,"",11,"","[24,121]",0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1524,"AscendancyChampion13","Art/2DArt/SkillIcons/passives/Champion/ImpalePassive.dds","[1074,8418]",15,10,0,0,41433,"Armour and Evasion, Impale Chance",[],"","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1525,"AscendancyChampion14","Art/2DArt/SkillIcons/passives/Champion/ImpalePassiveNotable.dds","[8419,8692]",1,1000,0,0,13374,"Master of Metal",[],"",1,"","",6954,"",11,"",[],0,"","",0,[27],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1526,"AscendancyInquisitor1","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAttackCasteSpeed.dds","[486,1904]",10,4,0,0,43193,"Elemental Damage, Attack and Cast Speed",[],"","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1527,"AscendancyInquisitor2","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAvoidElementalStatusEffects.dds","[486,451]",10,30,0,0,57222,"Elemental Damage, Life Regeneration",[],"","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1528,"AscendancyInquisitor3","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAvoidElementalStatusEffects.dds","[486,451]",10,30,0,0,10635,"Elemental Damage, Life Regeneration",[],"","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1529,"AscendancyInquisitor4","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageElementalPenetration.dds","[486,141]",10,6,0,0,60769,"Elemental Damage and Resistances",[],"","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1530,"AscendancyInquisitor5","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageCasteSpeed.dds","[486,95]",10,10,0,0,662,"Elemental Damage, Critical Strike Multiplier",[],"","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1531,"AscendancyInquisitor6","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageCasteSpeed.dds","[486,95]",10,10,0,0,37486,"Elemental Damage, Critical Strike Multiplier",[],"","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1532,"AscendancyInquisitor7","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalMastery.dds","[3034,13254]",50,1,1,0,53884,"Righteous Providence",[],"",1,"","",6954,"",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1533,"AscendancyInquisitor8","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalForce.dds","[3563,3822]",1,10,0,0,48214,"Inevitable Judgement",[],"",1,"","",6954,"",12,"",[38],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1534,"AscendancyInquisitor9","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDomination.dds",[],0,0,0,0,40059,"Augury of Penitence",[],"",1,"","",6954,"",12,"",[],0,"","",0,[29],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1535,"AscendancyInquisitor10","Art/2DArt/SkillIcons/passives/Inquistitor/InstrumentsOfVirtue.dds","[13404,13408]",10,100,0,0,3154,"Instruments of Virtue",[],"",1,"","",6954,"",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
