"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
567,58,15,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
568,58,16,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[119,124]","","[268,266,265,267,263,264,269,270,271]",[],10,""
569,58,17,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
570,58,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,""
571,58,19,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,""
572,58,20,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,""
573,58,21,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,""
574,58,22,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,""
575,58,23,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,""
576,58,24,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[269],10,""
577,58,25,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[270],10,""
578,58,26,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[271],10,""
579,58,27,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[272],10,""
580,58,28,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[273],10,""
581,58,29,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[274],10,""
582,59,0,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Merciless Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[142],"",[],[273],10,""
583,59,1,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth""]",[],[142],"","[268,266,265,267,263,264]",[],10,""
584,59,2,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
585,59,3,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[142],"",[],[],10,""
586,59,4,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,""
587,59,5,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[142],"","[268,266,265,267,263,264]",[],10,""
588,59,6,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
589,59,7,"[937,0]",[899],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,""
590,59,8,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[142],"","[268,266,265,267,263,264,269,270,271]",[],10,""
591,59,9,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
592,59,10,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[142],"","[268,266,265,267,263,264]",[],10,""
593,59,11,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
594,59,12,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[142],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
595,59,13,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
596,59,14,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[142],"","[268,266,265,267,263,264,269,270,271]",[],10,""
597,59,15,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
598,59,16,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,""
599,59,17,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,""
600,59,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,""
601,59,19,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,""
602,59,20,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,""
603,59,21,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,""
604,59,22,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[269],10,""
605,59,23,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[270],10,""
606,59,24,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[271],10,""
607,59,25,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[273],10,""
608,59,26,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[274],10,""
609,59,27,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[273],10,""
610,60,0,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Merciless Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[156],"",[],[274],10,""
611,60,1,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth""]",[],[156],"","[268,266,265,267,263,264]",[],10,""
612,60,2,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
613,60,3,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[156],"",[],[],10,""
614,60,4,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,""
615,60,5,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[156],"","[268,266,265,267,263,264]",[],10,""
616,60,6,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
617,60,7,"[937,0]",[899],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,""
618,60,8,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[156],"","[268,266,265,267,263,264,269,270,271]",[],10,""
619,60,9,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
620,60,10,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[156],"","[268,266,265,267,263,264]",[],10,""
621,60,11,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
622,60,12,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[156],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
623,60,13,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
624,60,14,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[156],"","[268,266,265,267,263,264,269,270,271]",[],10,""
625,60,15,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
626,60,16,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,""
627,60,17,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,""
628,60,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,""
629,60,19,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,""
630,60,20,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,""
631,60,21,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,""
632,60,22,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[269],10,""
633,60,23,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[270],10,""
634,60,24,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[271],10,""
635,60,25,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[273],10,""
636,60,26,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[274],10,""
637,60,27,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[273],10,""
638,61,0,[900],[],"Quest Complete - You have completed the Eternal Labyrinth.",1,"",[],0,[],[],[],"",[],[],10,""
639,61,1,[937],[],"Solve the Trial of Ascendancy in this Area. Complete Trials to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[755],"",[],[286],10,""
640,61,2,[937],[],"Solve the Trial of Ascendancy in this Area. Complete Trials to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[751],"",[],[284],10,""
641,61,3,[937],[],"Solve the Trial of Ascendancy in this Area. Complete Trials to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[752],"",[],[283],10,""
642,61,4,[937],[],"Solve the Trial of Ascendancy in this Area. Complete Trials to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[754],"",[],[285],10,""
643,61,5,[937],[],"Solve the Trial of Ascendancy in this Area. Complete Trials to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[753],"",[],[281],10,""
644,61,6,[937],[],"Solve the Trial of Ascendancy in this Area. Complete Trials to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[750],"",[],[282],10,""
645,61,7,[993],[],"You have solved all the Trials of Ascendancy. Access the Eternal Labyrinth from the Sarn Encampment.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274,286,284,283,285,281,282]",[],10,""
646,61,8,[993],"[967,0,0,0,969,0]","You have completed the Merciless Labyrinth. But could there be yet more secrets to unlock?","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
647,61,9,[993],[],"Solve Trials of Ascendancy to obtain the Offerings to the Goddess required to access the Eternal Labyrinth.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
648,61,10,[992],[],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,""
649,61,11,[992],[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
650,61,12,[899],[],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,""
651,61,13,[899],[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,""
652,61,14,[897],[],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[],"","[268,266,265,267,263,264]",[],10,""
653,61,15,[937],[],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth""]",[],[],"","[268,266,265,267,263,264]",[],10,""
654,61,16,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[],"",[],[],10,""
655,63,0,[1054],[],"Quest Complete - You have reached the rebel encampment at Overseer's Tower. Lani has rewarded you.",1,"",[],0,[],[],[],"",[],[],10,""
656,63,1,[1053],[],"Quest Complete - You have reached the rebel encampment at Overseer's Tower. Talk to Lani for your reward.","","",[62],0,"[""Talk to Lani for your reward""]",[],[],"",[],[],10,""
657,63,2,"[1051,0]",[],"Quest Complete - You have reached the rebel encampment at Overseer's Tower. Talk to Lani for a reward.","","Talk to Lani for a reward",[62],0,"[""Talk to Lani for a reward""]",[],[],"",[],[],10,""
658,63,3,[1051],[],"You have killed Overseer Krow and can now access the safety of Overseer's Tower.","","Enter Overseer's Tower",[62],0,"[""Enter Overseer's Tower""]",[],[],"",[],[],10,""
659,63,4,[1050],[],"You have almost reached safety, but Overseer Krow blocks the way. Kill him to access Overseer's Tower.","","Kill Overseer Krow",[63],0,"[""Kill Overseer Krow to access town""]",[63],[],"",[],[],10,""
660,63,5,[483],[],"You have discovered Overseer's Tower, a place of relative safety in the Slave Pens. Find a way to reach it.","","Reach Overseer's Tower",[63],0,"[""Reach Overseer's Tower""]",[63],[],"",[],[],10,""
661,63,6,[317],[],"You have successfully reached Oriath, but are trapped in the Slave Pens. Find a way to escape.","","Escape the Slave Pens",[63],10000,"[""Escape the Slave Pens""]",[63],[],"",[],[],10,""
662,62,0,[316],[317],"You have climbed the Ascent of Mt. Veruso and activated the Resonator device. Now enter the portal back to Oriath.","","Enter the portal to Oriath",[61],0,"[""Enter the portal to Oriath""]",[61],[],"",[],[],10,""
