"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","bool_25","string_26","bool_34","i32_35","i32_39","string_43"
281,"BladeBlastMtx","Blade Blast","Explosion de lames","Klingenexplosion","ブレードブラスト","칼날 폭격","Explosão de Lâminas","Взрыв клинков","Explosión de filos","Blade Blast","劍刃爆破","",10,"","","",-16843010,-16843010,""
282,"AnimateWeaponMtx","Animated Weapon","Animation d'Arme","Waffe beseelen","アニメイトウェポン","기동된 무기","Animar Arma","Живое оружие","Arma animada","Animated Weapon","幻化武器","",10,"","","",-16843010,-16843010,""
283,"KineticBoltMtx","Kinetic Bolt","Éclair cinétique","Kinetisches Geschoss","キネティックボルト","역학 투사체","Tiro Cinético","Кинетический заряд","Descarga cinética","Kinetic Bolt","力量穿引","",10,"","","",-16843010,-16843010,""
284,"PowerSiphonMtx","Power Siphon","Siphon de pouvoir","Energieentladung","パワーサイフォン","권능 착취","Sifão de Poder","Перелив энергии","Robo de poder","Power Siphon","力量抽取","",10,"","","",-16843010,-16843010,""
285,"StormbindMtx","Stormbind","Rune de l'orage","Sturmrune","ストームバインド","폭풍 연대","Vínculo Tempestuoso","Грозовые руны","Rito de tormenta","Stormbind","風暴術符","",10,"","","",-16843010,-16843010,""
286,"DominatingBlowMtx","Dominating Blow","Coup de soumission","Beherrschender Schlag","ドミネーティングブロウ","지배의 맹타","Golpe Dominador","Удар власти","Embate dominante","Dominating Blow","霸氣之擊","",10,"","","",-16843010,-16843010,""
287,"EnduringCryMtx","Enduring Cry","Cri d'endurance","Widerstandsschrei","エンデュアリングクライ","인내의 함성","Clamor Fortalecedor","Клич стойкости","Grito de aguante","Enduring Cry","堅決戰吼","",10,"","","",-16843010,-16843010,""
288,"RallyingCryMtx","Rallying Cry","Cri de ralliement","Schlachtruf","ラリイングクライ","집결의 함성","Clamor Agrupador","Клич сплочения","Grito inspirador","Rallying Cry","激勵戰吼","",10,"","","",-16843010,-16843010,""
289,"AbyssalCryMtx","Abyssal Cry","Cri abyssal","Höllischer Schrei","インファーナルクライ","심연의 함성","Clamor Abissal","Клич преисподней","Grito abisal","Abyssal Cry","深淵戰吼","",10,"","","",-16843010,-16843010,""
290,"IntimidatingCryMtx","Intimidating Cry","Cri d'intimidation","Einschüchternder Schrei","インティミデーティングクライ","위협의 함성","Clamor Intimidador","Устрашающий клич","Grito intimidatorio","Intimidating Cry","威嚇戰吼","",10,"","","",-16843010,-16843010,""
291,"GeneralsCryMtx","General's Cry","Cri du Général","Schrei des Generals","ジェネラルズクライ","장군의 함성","Clamor do General","Клич полководца","Grito del general","General's Cry","將軍戰吼","",10,"","","",-16843010,-16843010,""
292,"AncestralCryMtx","Ancestral Cry","Cri ancestral","Schrei der Ahnen","アンセストラルクライ","선대의 함성","Clamor Ancestral","Клич предков","Grito ancestral","Ancestral Cry","先祖戰吼","",10,"","","",-16843010,-16843010,""
293,"SeismicCryMtx","Seismic Cry","Cri sismique","Seismischer Schrei","サイズミッククライ","지진 함성","Clamor Sísmico","Сейсмический клич","Grito sísmico","Seismic Cry","裂地戰吼","",10,"","","",-16843010,-16843010,""
294,"TectonicSlamMtx","Tectonic Slam","Fracas tectonique","Tektonischer Hieb","テクトニックスラム","지층 강타","Impacto Tectônico","Тектонический удар","Embate tectónico","Tectonic Slam","破體之擊","",10,"","","",-16843010,-16843010,""
295,"FistOfWarMtx","Fist of War","Poing de guerre","Faust des Krieges","フィストオブウォー","전쟁의 주먹","Punho da Guerra","Кулак войны","Puño de guerra","Fist of War","拳霸","",10,"","","",-16843010,-16843010,""
296,"IceCrashMtx","Ice Crash","Fracas de glace","Eishieb","アイスクラッシュ","얼음 충격","Pancada Glacial","Ледяное сокрушение","Choque de hielo","Ice Crash","寒冰衝擊","",10,"","","",-16843010,-16843010,""
297,"LancingSteelMtx","Lancing Steel","Acier transperçant","Stechender Stahl","ランシングスティール","강철 관통","Aço Perfurante","Пронзающая сталь","Acero empalador","Lancing Steel","鋼之突刺","",10,"","","",-16843010,-16843010,""
298,"ShatteringSteelMtx","Shattering Steel","Acier fendant","Zerschmetternder Stahl","シャタリングスティール","강철 파편","Aço Estraçalhador","Дробящая сталь","Acero devastador","Shattering Steel","鋼之碎擊","",10,"","","",-16843010,-16843010,""
299,"DetonateDeadMtx","Detonate Dead","Explosion cadavérique","Leichenexplosion","デトネートデッド","시체 폭발","Detonar Morto","Подрыв трупа","Detonar muertos","Detonate Dead","屍體爆破","",10,"","","",-16843010,-16843010,""
300,"VaalDetonateDeadMtx","Vaal Detonate Dead","Explosion cadavérique vaal","Vaal-Leichenexplosion","ヴァールデトネートデッド","바알 시체 폭발","Detonar Morto Vaal","Подрыв трупа ваал","Detonar muertos vaal","Vaal Detonate Dead","瓦爾．屍體爆破","",10,"","","",-16843010,-16843010,""
301,"VoidSphereMtx","Void Sphere","Sphère du Néant","Sphäre der Leere","ヴォイドスフィア","공허 구체","Esfera do Vácuo","Сфера пустоты","Esfera de vacío","Void Sphere","虛無玉","",10,"","","",-16843010,-16843010,""
302,"SmiteMtx","Smite","Châtiment","Zerschmettern","スマイト","징벌","Castigo","Кара","Aniquilación","Smite","雷鳴重擊","",10,"","","",-16843010,-16843010,""
303,"EarthshatterMtx","Earthshatter","Pieux telluriques","Erdspalter","アースシャッター","지면 분쇄","Destroçador","Разлом земли","Foco sísmico","Earthshatter","碎地重擊","",10,"","","",-16843010,-16843010,""
304,"ConsecratedPathMtx","Consecrated Path","Chemin consacré","Geweihter Pfad","コンセクレイテッドパス","축성의 진격","Caminho Sagrado","Освящённый путь","Camino consagrado","Consecrated Path","奉獻地面","",10,"","","",-16843010,-16843010,""
305,"CracklingLanceMtx","Crackling Lance","Épieu crépitant","Blitzlanze","クラックリングランス","치직대는 창","Lâmina Crepitante","Искрящееся копьё","Lanza electrizante","Crackling Lance","碎雷電閃","",10,"","","",-16843010,-16843010,""
306,"BodyswapMtx","Bodyswap","Substitution corporelle","Reinkarnation","ボディスワップ","신체 전환","Troca de Corpos","Обмен телами","Intercambio de cuerpos","Bodyswap","屍術傳送","",10,"","","",-16843010,-16843010,""
307,"FlameWallMtx","Flame Wall","Mur de flammes","Feuerwall","フレイムウォール","화염 벽","Parede Flamejante","Стена пламени","Muro de fuego","Flame Wall","烈焰之牆","",10,"","","",-16843010,-16843010,""
308,"EnsnaringArrowMtx","Ensnaring Arrow","Flèche d'empêtrement","Fesselnder Pfeil","エンスネアリングアロー","올가미 화살","Flecha Aprisionadora","Стрела ловчего","Flecha atrapante","Ensnaring Arrow","誘捕箭矢","",10,"","","",-16843010,-16843010,""
309,"SigilOfPowerMtx","Sigil of Power","Sceau de pouvoir","Rune der Macht","シギルオブパワー","힘의 부적","Emblema do Poder","Печать силы","Runa de poder","Sigil of Power","咒符之力","",10,"","","",-16843010,-16843010,""
310,"SteelskinMtx","Steelskin","Peau d'acier","Stahlhaut","スティールスキン","강철피부","Pele de Aço","Стальная кожа","Piel de acero","Steelskin","鋼筋鐵骨","",10,"","","",-16843010,-16843010,""
311,"PunctureMtx","Puncture","Saignée","Durchstoßen","パンクチャー","관통상","Punctura","Надрез","Punción","Puncture","放血","",10,"","","",-16843010,-16843010,""
312,"WaveOfConvictionMtx","Wave of Conviction","Vague de condamnation","Welle der Verurteilung","ウェーブオブコンヴィクション","신념의 파도","Onda de Convicção","Волна осуждение","Ola de condena","Wave of Conviction","信念浪湧","",10,"","","",-16843010,-16843010,""
313,"BoneOfferingMtx","Bone Offering","Offrande d'os","Knochenopfer","ボーンオファリング","뼈 공물","Oferenda de Ossos","Подношение костей","Ofrenda de hueso","Bone Offering","骸骨奉獻","",10,"","","",-16843010,-16843010,""
314,"SpiritOfferingMtx","Spirit Offering","Offrande spirituelle","Seelenopfer","スピリットオファリング","영혼 공물","Oferenda de Espírito","Подношение духа","Ofrenda del espíritu","Spirit Offering","靈魂奉獻","",10,"","","",-16843010,-16843010,""
315,"FleshOfferingMtx","Flesh Offering","Offrande de chair","Fleischopfer","フレッシュオファリング","살점 공물","Oferenda de Carne","Подношение плоти","Ofrenda de carne","Flesh Offering","血肉奉獻","",10,"","","",-16843010,-16843010,""
316,"FrenzyMtx","Frenzy","Frénésie","Raserei","フレンジー","격분","Frenesi","Бешенство","Frenesí","Frenzy","狂怒","",10,"","","",-16843010,-16843010,""
317,"WitheringStepMtx","Withering Step","Foulée flétrissante","Verkümmernder Schritt","ウィザリングステップ","고사시키는 걸음","Passo Definhante","Губительный шаг","Paso marchitante","Withering Step","凋零之步","",10,"","","",-16843010,-16843010,""
318,"IceShotMtx","Ice Shot","Tir de glace","Eisgeschoss","アイスショット","얼음 화살","Tiro Gélido","Ледяной выстрел","Disparo de hielo","Ice Shot","冰霜射擊","",10,"","","",-16843010,-16843010,""
319,"DefianceBannerMtx","Defiance Banner","Étendard de défi","Trotzbanner","ディファイアンスバナー","저항의 깃발","Estandarte Desafiador","Знамя непокорности","Estandarte de desafío","Defiance Banner","反抗之旗","",10,"","","",-16843010,-16843010,""
320,"PenanceBrandMtx","Penance Brand","Symbole de pénitence","Zeichen der Buße","ペナンスブランド","속죄의 낙인","Runa da Penitência","Клеймо покаяния","Marca de penitencia","Penance Brand","贖罪烙印","",10,"","","",-16843010,-16843010,""
321,"ArcanistBrandMtx","Arcanist Brand","Symbole de l'Arcaniste","Zeichen des Arkanisten","アルカニストブランド","신비학자 낙인","Runa do Arcanista","Клеймо чаротворца","Marca del arcanista","Arcanist Brand","奧術烙印","",10,"","","",-16843010,-16843010,""
322,"WintertideBrandMtx","Wintertide Brand","Symbole du froid hivernal","Zeichen des Winters","ウィンタータイドブランド","겨울의 낙인","Runa da Maré Invernal","Клеймо зимы","Marca de Ola invernal","Wintertide Brand","冬潮烙印","",10,"","","",-16843010,-16843010,""
323,"ArmageddonBrandMtx","Armageddon Brand","Symbole de l'apocalypse","Zeichen des Untergangs","アルマゲドンブランド","종말의 낙인","Runa do Armagedom","Клеймо Армагеддона","Marca de armagedón","Armageddon Brand","末日烙印","",10,"","","",-16843010,-16843010,""
324,"SmokeMineMtx","Smoke Mine","Mine fumigène","Rauchmine","スモークマイン","연막 지뢰","Mina de Fumaça","Дымовая мина","Mina de humo","Smoke Mine","煙霧地雷","",10,"","","",-16843010,-16843010,""
325,"ArcaneCloakMtx","Arcane Cloak","Cape arcanique","Arkaner Umhang","アーケインクローク","비전의 망토","Manto Arcano","Чародейский покров","Manto arcano","Arcane Cloak","秘能披風","",10,"","","",-16843010,-16843010,""
326,"PlagueBearerMtx","Plague Bearer","Porte-peste","Pestbringer","プレイグベアラー","독성 운반자","Infestador","Носитель чумы","Portador de plaga","Plague Bearer","病疫之難","",10,"","","",-16843010,-16843010,""
327,"ChainHookMtx","Chain Hook","Grappin","Kettenhaken","チェーンフック","사슬 갈고리","Corrente com Gancho","Цепной крюк","Gancho de cadena","Chain Hook","奪魂勾索","",10,"","","",-16843010,-16843010,""
328,"BloodOfferingMtx","Blood Offering","Offrande de sang","Blutopfer","ブラッドオファリング","피의 공물","Oferenda de Sangue","Подношение крови","Ofrenda de sangre","Blood Offering","鮮血奉獻","",10,"","","",-16843010,-16843010,""
329,"EarthbreakerMtx","Earthbreaker","Brise-terre","Erdbrecher","地砕き","대지 분쇄자","Devastador","Камнелом","Rompesuelos","Earthbreaker","地破","",10,"","","",-16843010,-16843010,""
330,"BurningArrowMtx","Burning Arrow","Flèche incendiaire","Brennender Pfeil","バーニングアロー","불타는 화살","Flecha Ardente","Горящая стрела","Flecha ardiente","Burning Arrow","燃燒箭矢","",10,"","","",-16843010,-16843010,""
331,"VaalBurningArrowMtx","Vaal Burning Arrow","Flèche incendiaire vaal","Vaal-Brennender Pfeil","ヴァールバーニングアロー","바알 불타는 화살","Flecha Ardente Vaal","Горящая стрела ваал","Flecha ardiente vaal","Vaal Burning Arrow","瓦爾．燃燒箭矢","",10,"","","",-16843010,-16843010,""
332,"ExsanguinateMtx","Exsanguinate","Exsanguination","Ausbluten","イグザングイネイト","방혈","Ensanguentar","Обескровливание","Desangrar","Exsanguinate","抽血","",10,"","","",-16843010,-16843010,""
333,"HydrosphereMtx","Hydrosphere","Hydrosphère","Hydrosphäre","ハイドロスフィア","물의 구체","Hidrosfera","Гидросфера","Hidroesfera","Hydrosphere","水弒界","",10,"","","",-16843010,-16843010,""
334,"LightningStrikeMtx","Lightning Strike","Frappe foudroyante","Blitzschlag","ライトニングストライク","번개 타격","Golpe Relampejante","Удар молнии","Golpe de rayo","Lightning Strike","閃電打擊","",10,"","","",-16843010,-16843010,""
335,"VaalLightningStrikeMtx","Vaal Lightning Strike","Frappe foudroyante vaal","Vaal-Blitzschlag","ヴァールライトニングストライク","바알 번개 타격","Golpe Relampejante Vaal","Удар молнии ваал","Golpe de rayo vaal","Vaal Lightning Strike","瓦爾．閃電打擊","",10,"","","",-16843010,-16843010,""
336,"InfernalBlowMtx","Infernal Blow","Coup infernal","Höllenschlag","インファーナルブロウ","지옥불 맹타","Golpe Infernal","Удар преисподней","Golpe infernal","Infernal Blow","煉獄之擊","",10,"","","",-16843010,-16843010,""
337,"SweepMtx","Sweep","Balayage","Rundumschlag","スウィープ","휩쓸기","Arrastão","Круговой взмах","Barrido","Sweep","橫掃","",10,"","","",-16843010,-16843010,""
338,"VaalSweepMtx","Vaal Sweep","Balayage vaal","Vaal-Rundumschlag","ヴァールスウィープ","바알 휩쓸기","Arrastão Vaal","Круговой взмах ваал","Barrido vaal","Vaal Sweep","瓦爾．橫掃","",10,"","","",-16843010,-16843010,""
339,"DualStrikeMtx","Dual Strike","Frappes simultanées","Zweifachschlag","デュアルストライク","쌍수 타격","Golpe Duplo","Парный удар","Golpe dual","Dual Strike","雙持打擊","",10,"","","",-16843010,-16843010,""
340,"EyeOfWinterMtx","Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","Eye of Winter","凜冬之眼","",10,"","","",-16843010,-16843010,""
341,"SpectralHelixMtx","Spectral Helix","Spirale spectrale","Spektralhelix","スペクトラルヘリックス","영체 나선","Hélice Espectral","Призрачная спираль","Hélice espectral","Spectral Helix","靈體旋武","",10,"","","",-16843010,-16843010,""
