"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool","rid"
1228,"Metadata/Items/Armours/Boots/BootsAtlas1",23,2,2,"Two-Toned Boots","Metadata/Items/Armours/Boots/AbstractBoots",70,"",[3434],1,"","[33,177,185,43]",1,1,7666,-289899981,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1229,"Metadata/Items/Armours/Boots/BootsAtlas2",23,2,2,"Two-Toned Boots","Metadata/Items/Armours/Boots/AbstractBoots",70,"",[3435],1,"","[33,177,186,41]",1,0,7667,822837794,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1230,"Metadata/Items/Armours/Boots/BootsAtlas3",23,2,2,"Two-Toned Boots","Metadata/Items/Armours/Boots/AbstractBoots",70,"",[3433],1,"","[33,177,187,42]",1,0,7668,1489327155,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1231,"Metadata/Items/Armours/Boots/BootsAtlas4",23,2,2,"Fugitive Boots","Metadata/Items/Armours/Boots/AbstractBoots",70,"",[3385],1,"","[33,177,705,43]",1,1,7669,-745779774,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1232,"Metadata/Items/Armours/Boots/BootsExpedition1",23,2,2,"Runic Greaves","Metadata/Items/Armours/Boots/AbstractBoots",24,"",[],1,"","[33,728]",1,1,7670,1787498513,[],"","","",[],[],"","","","","","","",[10453],[],"","",""
1233,"Metadata/Items/Armours/Boots/BootsExpedition2",23,2,2,"Runic Sollerets","Metadata/Items/Armours/Boots/AbstractBoots",48,"",[],1,"","[33,728]",1,1,7670,1319247450,[],"","","",[],[],"","","","","","","",[10453],[],"","",""
1234,"Metadata/Items/Armours/Boots/BootsExpedition3",23,2,2,"Runic Sabatons","Metadata/Items/Armours/Boots/AbstractBoots",69,"",[],1,"","[33,728]",1,1,7670,-86229339,[],"","","",[],[],"","","","","","","",[10453],[],"","",""
1235,"Metadata/Items/Armours/Gloves/GlovesStr1",22,2,2,"Iron Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",1,"",[],1,"",[38],1,1,7671,1925811947,[],"","","",[],[],"","","","","","","",[],[],"","",""
1236,"Metadata/Items/Armours/Gloves/GlovesStr2",22,2,2,"Plated Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",11,"",[],1,"",[38],1,1,7672,1933469323,[],"","","",[],[],"","","","","","","",[],[],"","",""
1237,"Metadata/Items/Armours/Gloves/GlovesStr3",22,2,2,"Bronze Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",23,"",[],1,"",[38],1,1,7673,-56017649,[],"","","",[],[],"","","","","","","",[],[],"","",""
1238,"Metadata/Items/Armours/Gloves/GlovesStr4",22,2,2,"Steel Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",35,"",[],1,"",[38],1,1,7674,-802135038,[],"","","",[],[],"","","","","","","",[],[],"","",""
1239,"Metadata/Items/Armours/Gloves/GlovesStr5",22,2,2,"Antique Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",39,"",[],1,"",[38],1,1,7672,-1860384729,[],"","","",[],[],"","","","","","","",[],[],"","",""
1240,"Metadata/Items/Armours/Gloves/GlovesStr6",22,2,2,"Ancient Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",47,"",[],1,"",[38],1,1,7673,519218918,[],"","","",[],[],"","","","","","","",[],[],"","",""
1241,"Metadata/Items/Armours/Gloves/GlovesStr7",22,2,2,"Goliath Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",53,"",[],1,"",[38],1,1,7674,-580595284,[],"","","",[],[],"","","","","","","",[],[],"","",""
1242,"Metadata/Items/Armours/Gloves/GlovesStr8",22,2,2,"Vaal Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",63,"",[],1,"","[38,1049]",1,1,7673,-87440311,[],"","","",[],[],"","","","","","","",[],[],"","",""
1243,"Metadata/Items/Armours/Gloves/GlovesStr9",22,2,2,"Titan Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",69,"",[],1,"","[38,1049]",1,1,7674,513500834,[],"","","",[],[],"","","","","","","",[],[],"","",""
1244,"Metadata/Items/Armours/Gloves/GlovesStr10",22,2,2,"Precursor Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[38,1049,33]",1,1,7673,-1649135996,[],"","","",[],[],"","","","","","","",[],[],"","",""
1245,"Metadata/Items/Armours/Gloves/GlovesStr11",22,2,2,"Leviathan Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[38,1049,33]",1,1,7674,434018413,[],"","","",[],[],"","","","","","","",[],[],"","",""
1246,"Metadata/Items/Armours/Gloves/GlovesStrRitual1",22,2,2,"Preserving Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",10,"",[25054],1,"","[38,33]",1,1,13945,718045875,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1247,"Metadata/Items/Armours/Gloves/GlovesStrRitual2",22,2,2,"Guarding Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",40,"",[25055],1,"","[38,33]",1,1,13946,-921387572,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1248,"Metadata/Items/Armours/Gloves/GlovesStrRitual3",22,2,2,"Thwarting Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[25056],1,"","[38,33]",1,1,13947,1131110070,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1249,"Metadata/Items/Armours/Gloves/GlovesDex1",22,2,2,"Rawhide Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",3,"",[],1,"",[39],1,1,7675,859652399,[],"","","",[],[],"","","","","","","",[],[],"","",""
1250,"Metadata/Items/Armours/Gloves/GlovesDex2",22,2,2,"Goathide Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",9,"",[],1,"",[39],1,1,7676,-585915013,[],"","","",[],[],"","","","","","","",[],[],"","",""
1251,"Metadata/Items/Armours/Gloves/GlovesDex3",22,2,2,"Deerskin Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",21,"",[],1,"",[39],1,1,7677,-229401724,[],"","","",[],[],"","","","","","","",[],[],"","",""
1252,"Metadata/Items/Armours/Gloves/GlovesDex4",22,2,2,"Nubuck Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",33,"",[],1,"",[39],1,1,7678,-467698321,[],"","","",[],[],"","","","","","","",[],[],"","",""
1253,"Metadata/Items/Armours/Gloves/GlovesDex5",22,2,2,"Eelskin Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",38,"",[],1,"",[39],1,1,7676,1894007137,[],"","","",[],[],"","","","","","","",[],[],"","",""
1254,"Metadata/Items/Armours/Gloves/GlovesDex6",22,2,2,"Sharkskin Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[39],1,1,7677,-1219068187,[],"","","",[],[],"","","","","","","",[],[],"","",""
1255,"Metadata/Items/Armours/Gloves/GlovesDex7",22,2,2,"Shagreen Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",54,"",[],1,"",[39],1,1,7678,197434794,[],"","","",[],[],"","","","","","","",[],[],"","",""
1256,"Metadata/Items/Armours/Gloves/GlovesDex8",22,2,2,"Stealth Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",62,"",[],1,"","[39,1049]",1,1,7677,-241319837,[],"","","",[],[],"","","","","","","",[],[],"","",""
1257,"Metadata/Items/Armours/Gloves/GlovesDex9",22,2,2,"Slink Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[],1,"","[39,1049]",1,1,7678,1583609365,[],"","","",[],[],"","","","","","","",[],[],"","",""
1258,"Metadata/Items/Armours/Gloves/GlovesDex10",22,2,2,"Harpyskin Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[39,1049,33]",1,1,7677,707496868,[],"","","",[],[],"","","","","","","",[],[],"","",""
1259,"Metadata/Items/Armours/Gloves/GlovesDex11",22,2,2,"Velour Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[39,1049,33]",1,1,7678,-1405395074,[],"","","",[],[],"","","","","","","",[],[],"","",""
1260,"Metadata/Items/Armours/Gloves/GlovesDexRitual1",22,2,2,"Tinker Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",10,"",[25069],1,"","[39,33]",1,1,13948,-1058392232,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1261,"Metadata/Items/Armours/Gloves/GlovesDexRitual2",22,2,2,"Apprentice Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",40,"",[25070],1,"","[39,33]",1,1,13949,1092775348,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1262,"Metadata/Items/Armours/Gloves/GlovesDexRitual3",22,2,2,"Trapsetter Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[25071],1,"","[39,33]",1,1,13950,-805082681,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1263,"Metadata/Items/Armours/Gloves/GlovesInt1",22,2,2,"Wool Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",3,"",[],1,"",[40],1,1,7679,-331666360,[],"","","",[],[],"","","","","","","",[],[],"","",""
1264,"Metadata/Items/Armours/Gloves/GlovesInt2",22,2,2,"Velvet Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",12,"",[],1,"",[40],1,1,7680,-516809414,[],"","","",[],[],"","","","","","","",[],[],"","",""
1265,"Metadata/Items/Armours/Gloves/GlovesInt3",22,2,2,"Silk Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",25,"",[],1,"",[40],1,1,7681,1493752993,[],"","","",[],[],"","","","","","","",[],[],"","",""
1266,"Metadata/Items/Armours/Gloves/GlovesInt4",22,2,2,"Embroidered Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",36,"",[],1,"",[40],1,1,7682,-1487308285,[],"","","",[],[],"","","","","","","",[],[],"","",""
1267,"Metadata/Items/Armours/Gloves/GlovesInt5",22,2,2,"Satin Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",41,"",[],1,"",[40],1,1,7680,-442068671,[],"","","",[],[],"","","","","","","",[],[],"","",""
1268,"Metadata/Items/Armours/Gloves/GlovesInt6",22,2,2,"Samite Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",47,"",[],1,"",[40],1,1,7681,1507576343,[],"","","",[],[],"","","","","","","",[],[],"","",""
1269,"Metadata/Items/Armours/Gloves/GlovesInt7",22,2,2,"Conjurer Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",55,"",[],1,"",[40],1,1,7682,-1411267875,[],"","","",[],[],"","","","","","","",[],[],"","",""
1270,"Metadata/Items/Armours/Gloves/GlovesInt8",22,2,2,"Arcanist Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",60,"",[],1,"","[40,1049]",1,1,7681,18466884,[],"","","",[],[],"","","","","","","",[],[],"","",""
1271,"Metadata/Items/Armours/Gloves/GlovesInt9",22,2,2,"Sorcerer Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",69,"",[],1,"","[40,1049]",1,1,7682,1438847989,[],"","","",[],[],"","","","","","","",[],[],"","",""
1272,"Metadata/Items/Armours/Gloves/GlovesInt10",22,2,2,"Sage Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[40,1049,33]",1,1,7681,406785006,[],"","","",[],[],"","","","","","","",[],[],"","",""
1273,"Metadata/Items/Armours/Gloves/GlovesInt11",22,2,2,"Warlock Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[40,1049,33]",1,1,7682,-430066390,[],"","","",[],[],"","","","","","","",[],[],"","",""
1274,"Metadata/Items/Armours/Gloves/GlovesIntRitual1",22,2,2,"Leyline Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",10,"",[25072],1,"","[40,33]",1,1,13951,-109460481,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1275,"Metadata/Items/Armours/Gloves/GlovesIntRitual2",22,2,2,"Aetherwind Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",40,"",[25073],1,"","[40,33]",1,1,13952,1380752875,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1276,"Metadata/Items/Armours/Gloves/GlovesIntRitual3",22,2,2,"Nexus Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[25074],1,"","[40,33]",1,1,13953,-1688556429,[],"","","",[],[],"","","","","","","",[10450],[],"","",""
1277,"Metadata/Items/Armours/Gloves/GlovesStrDex1",22,2,2,"Fishscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",4,"",[],1,"",[41],1,1,7683,1637163709,[],"","","",[],[],"","","","","","","",[],[],"","",""
1278,"Metadata/Items/Armours/Gloves/GlovesStrDex2",22,2,2,"Ironscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",15,"",[],1,"",[41],1,1,7684,1317268456,[],"","","",[],[],"","","","","","","",[],[],"","",""
1279,"Metadata/Items/Armours/Gloves/GlovesStrDex3",22,2,2,"Bronzescale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",27,"",[],1,"",[41],1,1,7685,-697498145,[],"","","",[],[],"","","","","","","",[],[],"","",""
1280,"Metadata/Items/Armours/Gloves/GlovesStrDex4",22,2,2,"Steelscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",36,"",[],1,"",[41],1,1,7683,618006578,[],"","","",[],[],"","","","","","","",[],[],"","",""
1281,"Metadata/Items/Armours/Gloves/GlovesStrDex5",22,2,2,"Serpentscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",43,"",[],1,"",[41],1,1,7684,712747649,[],"","","",[],[],"","","","","","","",[],[],"","",""
1282,"Metadata/Items/Armours/Gloves/GlovesStrDex6",22,2,2,"Wyrmscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",49,"",[],1,"",[41],1,1,7685,758669758,[],"","","",[],[],"","","","","","","",[],[],"","",""
1283,"Metadata/Items/Armours/Gloves/GlovesStrDex7",22,2,2,"Hydrascale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"","[41,1049]",1,1,7684,1397209960,[],"","","",[],[],"","","","","","","",[],[],"","",""
1284,"Metadata/Items/Armours/Gloves/GlovesStrDex8",22,2,2,"Dragonscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",67,"",[],1,"","[41,1049]",1,1,7685,1060956295,[],"","","",[],[],"","","","","","","",[],[],"","",""
1285,"Metadata/Items/Armours/Gloves/GlovesStrDex9",22,2,2,"Chimerascale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[41,1049,33]",1,1,7684,-2036673695,[],"","","",[],[],"","","","","","","",[],[],"","",""
1286,"Metadata/Items/Armours/Gloves/GlovesStrDex10",22,2,2,"Wyvernscale Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[41,1049,33]",1,1,7685,-415011622,[],"","","",[],[],"","","","","","","",[],[],"","",""
1287,"Metadata/Items/Armours/Gloves/GlovesStrInt1",22,2,2,"Chain Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",7,"",[],1,"",[42],1,1,7686,1341403338,[],"","","",[],[],"","","","","","","",[],[],"","",""
1288,"Metadata/Items/Armours/Gloves/GlovesStrInt2",22,2,2,"Ringmail Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",19,"",[],1,"",[42],1,1,7687,539612344,[],"","","",[],[],"","","","","","","",[],[],"","",""
1289,"Metadata/Items/Armours/Gloves/GlovesStrInt3",22,2,2,"Mesh Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",32,"",[],1,"",[42],1,1,7688,-1741111232,[],"","","",[],[],"","","","","","","",[],[],"","",""
1290,"Metadata/Items/Armours/Gloves/GlovesStrInt4",22,2,2,"Riveted Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",37,"",[],1,"",[42],1,1,7686,-2040070988,[],"","","",[],[],"","","","","","","",[],[],"","",""
1291,"Metadata/Items/Armours/Gloves/GlovesStrInt5",22,2,2,"Zealot Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",43,"",[],1,"",[42],1,1,7687,1468315979,[],"","","",[],[],"","","","","","","",[],[],"","",""
1292,"Metadata/Items/Armours/Gloves/GlovesStrInt6",22,2,2,"Soldier Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[42],1,1,7688,-314090746,[],"","","",[],[],"","","","","","","",[],[],"","",""
1293,"Metadata/Items/Armours/Gloves/GlovesStrInt7",22,2,2,"Legion Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",57,"",[],1,"","[42,1049]",1,1,7687,2040185575,[],"","","",[],[],"","","","","","","",[],[],"","",""
1294,"Metadata/Items/Armours/Gloves/GlovesStrInt8",22,2,2,"Crusader Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",66,"",[],1,"","[42,1049]",1,1,7688,1615109011,[],"","","",[],[],"","","","","","","",[],[],"","",""
1295,"Metadata/Items/Armours/Gloves/GlovesStrInt9",22,2,2,"Martyr Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[42,1049,33]",1,1,7687,-1417682786,[],"","","",[],[],"","","","","","","",[],[],"","",""
1296,"Metadata/Items/Armours/Gloves/GlovesStrInt10",22,2,2,"Paladin Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[42,1049,33]",1,1,7688,1865871674,[],"","","",[],[],"","","","","","","",[],[],"","",""
1297,"Metadata/Items/Armours/Gloves/GlovesDexInt1",22,2,2,"Wrapped Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",5,"",[],1,"",[43],1,1,7689,-589134984,[],"","","",[],[],"","","","","","","",[],[],"","",""
1298,"Metadata/Items/Armours/Gloves/GlovesDexInt2",22,2,2,"Strapped Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",16,"",[],1,"",[43],1,1,7690,1851863061,[],"","","",[],[],"","","","","","","",[],[],"","",""
1299,"Metadata/Items/Armours/Gloves/GlovesDexInt3",22,2,2,"Clasped Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",31,"",[],1,"",[43],1,1,7691,-594102048,[],"","","",[],[],"","","","","","","",[],[],"","",""
1300,"Metadata/Items/Armours/Gloves/GlovesDexInt4",22,2,2,"Trapper Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",36,"",[],1,"",[43],1,1,7689,1511644500,[],"","","",[],[],"","","","","","","",[],[],"","",""
1301,"Metadata/Items/Armours/Gloves/GlovesDexInt5",22,2,2,"Ambush Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[43],1,1,7690,1367886799,[],"","","",[],[],"","","","","","","",[],[],"","",""
1302,"Metadata/Items/Armours/Gloves/GlovesDexInt6",22,2,2,"Carnal Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",50,"",[],1,"",[43],1,1,7691,495053685,[],"","","",[],[],"","","","","","","",[],[],"","",""
1303,"Metadata/Items/Armours/Gloves/GlovesDexInt7",22,2,2,"Assassin's Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",58,"",[],1,"","[43,1049]",1,1,7690,-1427506625,[],"","","",[],[],"","","","","","","",[],[],"","",""
1304,"Metadata/Items/Armours/Gloves/GlovesDexInt8",22,2,2,"Murder Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",67,"",[],1,"","[43,1049]",1,1,7691,-1548300055,[],"","","",[],[],"","","","","","","",[],[],"","",""
1305,"Metadata/Items/Armours/Gloves/GlovesDexInt9",22,2,2,"Infiltrator Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[43,1049,33]",1,1,7690,-1493335673,[],"","","",[],[],"","","","","","","",[],[],"","",""
1306,"Metadata/Items/Armours/Gloves/GlovesDexInt10",22,2,2,"Phantom Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[43,1049,33]",1,1,7691,881239797,[],"","","",[],[],"","","","","","","",[],[],"","",""
1307,"Metadata/Items/Armours/Gloves/GlovesDemigods1",22,2,2,"Golden Bracers","Metadata/Items/Armours/Gloves/AbstractGloves",12,"",[379],2,"","[33,709]",1,1,9866,-315546568,[],"","","",[],[],"","","","","","","",[],[],"","",""
1308,"Metadata/Items/Armours/Gloves/GlovesAtlasStr",22,2,2,"Spiked Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[7056],1,"","[33,177,188,38]",1,1,7692,84973944,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1309,"Metadata/Items/Armours/Gloves/GlovesAtlasDex",22,2,2,"Gripped Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[13106],1,"","[33,177,189,39]",1,1,7693,-244183465,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1310,"Metadata/Items/Armours/Gloves/GlovesAtlasInt",22,2,2,"Fingerless Silk Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[2339],1,"","[33,177,190,40]",1,1,7694,-1225775606,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1311,"Metadata/Items/Armours/Gloves/GlovesAtlasStrInt",22,2,2,"Apothecary's Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[7583],1,"","[33,177,704,42]",1,1,7695,-1669197289,[],"","","",[],[],"","","","","","","",[10451],[],"","",""
1312,"Metadata/Items/Armours/Gloves/GlovesExpedition1",22,2,2,"Runic Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",24,"",[],1,"","[33,728]",1,1,7696,-792186870,[],"","","",[],[],"","","","","","","",[10453],[],"","",""
1313,"Metadata/Items/Armours/Gloves/GlovesExpedition2",22,2,2,"Runic Gages","Metadata/Items/Armours/Gloves/AbstractGloves",48,"",[],1,"","[33,728]",1,1,7696,972957677,[],"","","",[],[],"","","","","","","",[10453],[],"","",""
1314,"Metadata/Items/Armours/Gloves/GlovesExpedition3",22,2,2,"Runic Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",69,"",[],1,"","[33,728]",1,1,7696,1293730225,[],"","","",[],[],"","","","","","","",[10453],[],"","",""
1315,"Metadata/Items/Flasks/FlaskLife1",0,1,2,"Small Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",1,"",[],1,28,[],2,1,7719,1077648187,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1316,"Metadata/Items/Flasks/FlaskLife2",0,1,2,"Medium Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",3,"",[],1,28,[],2,1,7720,1890937324,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1317,"Metadata/Items/Flasks/FlaskLife3",0,1,2,"Large Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",6,"",[],1,28,[],2,1,7721,-1601089485,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1318,"Metadata/Items/Flasks/FlaskLife4",0,1,2,"Greater Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",12,"",[],1,28,[],2,1,7722,-358975328,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1319,"Metadata/Items/Flasks/FlaskLife5",0,1,2,"Grand Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",18,"",[],1,28,[],2,1,7723,-1226145098,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1320,"Metadata/Items/Flasks/FlaskLife6",0,1,2,"Giant Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",24,"",[],1,28,[],2,1,7724,-821838200,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1321,"Metadata/Items/Flasks/FlaskLife7",0,1,2,"Colossal Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",30,"",[],1,28,[],2,1,7725,-1628215114,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1322,"Metadata/Items/Flasks/FlaskLife8",0,1,2,"Sacred Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",36,"",[],1,28,[],2,1,7726,263499138,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
1323,"Metadata/Items/Flasks/FlaskLife9",0,1,2,"Hallowed Life Flask","Metadata/Items/Flasks/AbstractLifeFlask",42,"",[],1,28,[],2,1,7727,-1378131603,[9886],"","","",[],[],"","","","","","","",[],[],"","",""
