"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","NecropolisPack"
866,"chaos-zombies11",0,[166],4,9,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],680
867,"chaos-zombies12",0,[166],4,9,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],681
868,"chaos-bandits-emanant1",0,[166],3,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],682
869,"chaos-emanant2",0,[166],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],683
870,"chaos-emanant3",0,[166],3,8,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],684
871,"chaos-emanant4",0,[166],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],685
872,"chaos-emanant5",0,[166],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],686
873,"chaos-emanant6",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],687
874,"chaos-emanant7",0,[166],2,6,0,0,[],"",[100],[],"[64,69]",0,100,[],0,"",0,"",[],1,"","",1,[],688
875,"chaos-axis",0,[166],3,9,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],689
876,"chaos-axis2",0,[166],3,10,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],690
877,"chaos-axis3",0,[166],3,9,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],691
878,"chaos-axis4",0,[166],3,9,100,1,[1348],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],692
879,"chaos-experimenter2",0,[166],3,9,100,1,[1347],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],693
880,"chaos-demons1",0,[166],3,10,100,1,[1424],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],694
881,"chaos-demons2",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],695
882,"chaos-demons3",0,[166],3,10,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],696
883,"chaos-demons4",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],697
884,"chaos-demons5",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],698
885,"chaos-frog",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,"","",1,[],699
886,"chaos-frog2",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,"","",1,[],700
887,"chaos-frog-parasite3",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,"","",1,[],701
888,"chaos-froginsect",0,[166],4,12,0,0,[],"",[100],[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,"","",1,[],702
889,"chaos-guardians1",0,[166],5,10,100,1,[1532],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],703
890,"chaos-guardians2",0,[166],5,11,100,1,[1534],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],704
891,"chaos-guardians3",0,[166],5,15,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],705
892,"chaos-guardians4",0,[166],5,12,100,1,[1554],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],706
893,"chaos-guardians5",0,[166],5,12,100,1,[1552],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],707
894,"chaos-insects",0,[166],5,11,100,1,[1558],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],708
895,"chaos-insects2",0,[166],5,14,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],709
896,"chaos-flamebearers",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],710
897,"chaos-flamebearers2",0,[166],3,8,100,1,[1305],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],711
898,"chaos-firemonsters",0,[166],2,7,0,0,[],"",[100],[],"[63,64,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],712
899,"chaos-firemonsters2",0,[166],2,8,0,0,[],"",[100],[],"[63,69]",0,100,[],0,"",0,"",[],1,"","",1,[],713
900,"chaos-pyromaniacfire",0,[166],3,10,100,1,[1623],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],714
901,"chaos-pyromaniacfire2",0,[166],3,10,100,1,[1623],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],715
902,"chaos-pyromaniacpoison",0,[166],3,10,100,1,[1625],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],716
903,"chaos-necros8",0,[166],3,8,100,1,[1613],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],717
904,"chaos-necros9",0,[166],3,6,100,1,[1617],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],718
905,"chaos-necros10",0,[166],3,7,100,1,[428],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],719
906,"chaos-animals8",0,[166],3,7,0,0,[],"",[100],[],"[62,63,64,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],720
907,"chaos-snakesscorpion2",0,[166],3,10,0,0,[],"",[0],[],"[62,63,64,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],721
908,"chaos-bloodelementals",0,[166],3,8,100,1,[1910],"",[100],[],"[63,68]",0,100,[],100,"",0,"",[],1,"","",1,[],722
909,"chaos-bloodelementals2",0,[166],2,5,100,1,[1906],"",[100],[],"[63,68]",0,100,[],100,"",0,"",[],1,"","",1,[],723
910,"chaos-bloodelementals3",0,[166],3,8,100,1,[3957],"",[100],[],"[63,68]",0,100,[],100,"",0,"",[],1,"","",1,[],724
911,"chaos-citystalkers1",0,[166],3,10,100,1,[1946],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],725
912,"chaos-citystalkers2",0,[166],3,10,100,1,[2086],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],726
913,"chaos-citystalkers3",0,[166],3,10,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],727
914,"chaos-citystalkers-emanant4",0,[166],3,10,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],728
915,"chaos-citystalkers8",0,[166],3,10,100,1,[6026],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],729
916,"chaos-humanoids2",0,[166],3,10,0,0,[],"",[0],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],730
917,"chaos-undying",0,[166],3,10,100,1,[2103],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],731
918,"chaos-dockworkers",0,[166],3,9,100,1,[2113],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],732
919,"chaos-humanoids3",0,[166],3,9,100,1,[2113],"",[0],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],733
920,"chaos-humanoids4",0,[166],3,9,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],734
921,"chaos-humanoids5",0,[166],3,9,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],735
922,"chaos-humanoids6",0,[166],3,9,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],736
923,"chaos-skeletonsdock",0,[166],3,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],737
924,"chaos-bosspack-skeletonmagic",0,[166],5,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],41
925,"chaos-spikers",0,[166],3,8,0,0,[],"",[100],[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,"","",1,[],738
926,"chaos-kiweth",0,[166],3,6,0,0,[],"",[100],[],"[62,65,66,67,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],739
927,"chaos-kiweth2",0,[166],4,6,0,0,[],"",[100],[],"[62,65,66,67,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],740
928,"chaos-animals9",0,[166],2,3,0,0,[],"",[100],[],"[62,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],741
929,"chaos-skeletonlarge",0,[166],3,7,100,1,[760],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],742
930,"chaos-citystalkers5",0,[166],3,8,100,1,[1972],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],743
931,"chaos-citystalkers6",0,[166],3,8,100,1,[2014],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],744
932,"chaos-citystalkers7",0,[166],3,8,100,1,[2090],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],745
933,"chaos-undyingiguana",0,[166],3,8,0,0,[],"",[0],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],746
934,"chaos-iguana",0,[166],3,7,0,0,[],"",[100],[],"[65,66,67,68]",0,100,[],0,"",0,"",[],1,"","",1,[],747
935,"chaos-gemfrog",0,[166],3,7,0,0,[],"",[100],[],"[65,66,67,68]",0,100,[],0,"",0,"",[],1,"","",1,[],748
936,"chaos-gemfrogundying",0,[166],3,8,0,0,[],"",[0],[],"[65,66,67,68]",0,100,[],0,"",0,"",[],1,"","",1,[],749
937,"chaos-animals10",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],750
938,"chaos-squidinsects",0,[166],4,12,0,0,[],"",[0],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],751
939,"chaos-animals11",2,[166],3,4,0,0,[],"",[100],[],"[65,66,69,67]",0,100,[],0,"",0,"",[],1,"","",1,[],752
940,"chaos-blackguardzombie",0,[166],4,9,100,1,[3955],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],753
941,"chaos-vultures",0,[166],5,8,0,0,[],"",[100],[],"[66,62,67]",0,100,[],0,"",0,"",[],1,"","",1,[],754
942,"chaos-soldierskeletons-waterspiral",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],755
943,"chaos-sandleaper",0,[166],8,12,0,0,[],"",[100],[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,"","",1,[],756
944,"chaos-sandleaper2",0,[166],8,12,0,0,[],"",[100],[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,"","",1,[],757
945,"chaos-sandleaper3",0,[166],6,10,0,0,[],"",[100],[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,"","",1,[],759
946,"chaos-sandleaperbulls4",0,[166],4,8,0,0,[],"",[100],[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,"","",1,[],760
947,"chaos-massskeleton-skeletons",0,[166],4,7,100,1,[3992],"",[100],[],"[63,64,68,69,67]",0,100,[],100,"",0,"",[],1,"","",1,[],761
948,"chaos-miners1",0,[166],3,8,100,1,[4057],"",[100],[],"[63,64]",0,100,[],100,"",0,"",[],1,"","",1,[],762
949,"chaos-miners2",0,[166],3,6,100,1,[4066],"",[100],[],"[63,64]",0,100,[],100,"",0,"",[],1,"","",1,[],763
950,"chaos-miners3",0,[166],3,6,100,1,[4066],"",[100],[],"[63,64]",0,100,[],100,"",0,"",[],1,"","",1,[],764
951,"chaos-bats",0,[166],4,8,0,0,[],"",[100],[],"[63,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],765
952,"chaos-kaomgroup1",0,[166],3,8,100,1,[4130],"",[100],[],"[67,63,64,68]",0,100,[],100,"",0,"",[],1,"","",1,[],766
953,"chaos-kaomgroup2",0,[166],3,7,100,1,[4103],"",[100],[],"[67,63,64,68]",0,100,[],100,"",0,"",[],1,"","",1,[],767
954,"chaos-kaomgroup3",0,[166],3,8,100,1,[4318],"",[100],[],"[67,63,64,68]",0,100,[],100,"",0,"",[],1,"","",1,[],768
955,"chaos-kaomgroup4",0,[166],2,6,100,1,[4107],"",[100],[],"[67,63,64,68]",0,100,[],100,"",0,"",[],1,"","",1,[],769
956,"chaos-heitiki-emanant",0,[166],6,12,100,1,[4118],"",[100],[],"[63,64,68]",0,100,[],100,"",0,"",[],1,"","",1,[],770
957,"chaos-hounds",0,[166],3,7,100,1,[4130],"",[100],[],"[63,64,68]",0,100,[],100,"",0,"",[],1,"","",1,[],771
958,"chaos-arena1",0,[166],3,9,0,0,[],"",[100],[],"[63,64,69]",0,100,[],0,"",0,"",[],1,"","",1,[],772
959,"chaos-arena2",0,[166],3,9,0,0,[],"",[100],[],"[63,69]",0,100,[],0,"",0,"",[],1,"","",1,[],773
960,"chaos-arena3",0,[166],3,5,0,0,[],"",[100],[],"[63,64,69,68]",0,100,[],0,"",0,"",[],1,"","",1,[],774
961,"chaos-arena4",0,[166],3,9,0,0,[],"",[100],[],"[63,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],775
962,"chaos-arena5",0,[166],3,9,0,0,[],"",[100],[],"[63,64,69]",0,100,[],0,"",0,"",[],1,"","",1,[],776
963,"chaos-belly1-emanant-abomination",0,[166],3,9,100,1,[4224],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],777
964,"chaos-belly2-abomination",0,[166],3,5,100,1,[4535],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],778
965,"chaos-belly3-abomination",0,[166],3,8,100,1,[4535],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],779
966,"chaos-belly4-abomination",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],780
967,"chaos-belly5-abomination",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],781
968,"chaos-belly6-abomination",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],782
969,"chaos-belly7-abomination",0,[166],3,8,100,1,"[1038,1039,1040,1041,1043,1044]","",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],783
970,"chaos-parasitecrabs1",1,[166],4,10,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],784
971,"chaos-parasitecrabs2",3,[166],3,6,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],785
972,"chaos-parasitecrabs3",2,[166],4,7,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],786
973,"chaos-statues1",0,[166],4,7,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],787
974,"chaos-busts1",0,[166],4,9,0,0,[],"",[100],[],"[63,68]",0,100,[],0,"",0,"",[],1,"","",1,[],788
975,"chaos-cultists1",0,[166],4,7,100,1,[5348],"",[100],[],"[64,63,66,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],789
976,"chaos-cultists2",0,[166],4,8,100,1,[5034],"",[100],[],"[64,63,66,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],790
977,"chaos-cultists3",0,[166],3,8,100,1,[5172],"",[100],[],"[64,63,66,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],791
978,"chaos-cultists4",2,[166],3,7,100,1,[5176],"",[100],[],"[64,63,66,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],792
979,"chaos-cultists5",0,[166],4,10,0,0,[],"",[100],[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],793
980,"chaos-cultists6",2,[166],2,8,100,1,[5833],"",[100],[],"[64,63,66,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],794
981,"chaos-fireelementals1",0,[166],4,7,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],795
982,"chaos-ghostcivilians1",0,[166],4,9,0,0,[],"",[100],[],"[62,64,63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],796
983,"chaos-scorpions1",0,[166],4,9,100,1,[5547],"",[100],[],"[62,64,63,65,67,66]",0,100,[],100,"",0,"",[],1,"","",1,[],797
984,"chaos-parasiticsquid1",0,[166],4,9,100,1,[4964],"",[100],[],"[62,64,66]",0,100,[],100,"",0,"",[],1,"","",1,[],798
985,"chaos-parasiticsquid2",0,[166],2,4,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],799
986,"chaos-templar1",2,[166],2,7,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],800
987,"chaos-templar2",0,[166],4,6,100,1,[5170],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],801
988,"chaos-templar3",0,[166],4,6,100,1,[5459],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],802
989,"chaos-templar4",0,[166],4,9,100,1,[1397],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],803
990,"chaos-templar5",0,[166],3,7,100,1,[5039],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],804
991,"chaos-templar6",0,[166],3,7,100,1,[5066],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],805
992,"chaos-templar7",0,[166],4,8,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],806
993,"chaos-templar8",0,[166],4,9,100,1,[5422],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],807
994,"chaos-furyhound",0,[0],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],235
995,"chaos-wolf",0,[0],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],427
996,"chaos-puselementalminer",0,[166],4,7,100,1,[4072],"",[100],[],"[62,66]",0,100,[],100,"",0,"",[],1,"","",1,[],808
997,"chaos-puselementalspiral",0,[166],4,7,100,1,[3956],"",[100],[],"[62,66]",0,100,[],100,"",0,"",[],1,"","",1,[],809
998,"chaos-warhero",0,[166],4,8,100,1,[5809],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],810
999,"chaos-warhero2",0,[166],3,8,100,1,[5809],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],811
1000,"chaos-blackguardzombieleader",1,[166],4,9,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],812
1001,"chaos-gemfrogchrome",0,[166],5,8,0,0,[],"",[100],[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,"","",1,[],813
1002,"chaos-iguanachrome",0,[166],4,8,0,0,[],"",[100],[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,"","",1,[],814
1003,"chaos-spikerchrome",0,[166],5,8,0,0,[],"",[100],[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,"","",1,[],815
1004,"chaos-citystalkercold",0,[166],5,8,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],816
1005,"chaos-gargoylechrome",0,[166],3,7,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],817
1006,"chaos-lunarisaxis1",0,[166],5,8,100,1,[1289],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],818
1007,"chaos-lunarisaxis2",0,[166],4,7,100,1,[1294],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],819
1008,"chaos-lunarisaxis3",0,[166],4,6,100,1,[1319],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],820
1009,"chaos-lunarisaxis4",0,[166],4,7,100,1,[1319],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],821
1010,"chaos-solarisaxis1",0,[166],5,8,100,1,[1286],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],822
1011,"chaos-solarisaxis2",0,[166],4,7,100,1,[1291],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],823
1012,"chaos-solarisaxis3",0,[166],4,6,100,1,[1316],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],824
1013,"chaos-solarisaxis4",0,[166],4,7,100,1,[1316],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],825
1014,"chaos-lunarisdemon1",0,[166],4,7,100,1,[1455],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],826
1015,"chaos-lunarisdemon2",0,[166],5,8,100,1,[1432],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],827
1016,"chaos-lunarisdemon3",0,[166],5,7,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],828
1017,"chaos-lunariscannibal1",0,[166],3,6,100,1,[2781],"",[100],[],"[62,64,65,66,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],829
1018,"chaos-lunariscannibal2",0,[166],5,7,100,1,[2775],"",[100],[],"[62,64,65,66,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],830
1019,"chaos-rats1",0,[166],5,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],831
1020,"chaos-scarecrows1",0,[166],5,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],832
1021,"chaos-farmerskeletons1",0,[166],5,8,100,1,[881],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],833
1022,"chaos-solarisfireelemental1",0,[166],5,7,100,1,[5444],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],834
1023,"chaos-solarisfireelemental2",0,[166],4,7,100,1,[5446],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],835
1024,"chaos-guardianssolaris1",0,[166],6,9,100,1,[1537],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],836
1025,"chaos-roman-skeletons1",0,[166],6,8,100,1,[708],"",[100],[],"[63,64,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],837
1026,"chaos-snakespitter1",0,[166],5,8,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],838
1027,"chaos-solarislions1",0,[166],4,6,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],839
1028,"chaos-arcticwolf1",0,[166],5,9,100,1,[304],"",[100],[],"[64,65,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],840
1029,"chaos-mummyscagespider",0,[166],4,9,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],841
1030,"chaos-rhex1",0,[166],3,7,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],842
1031,"chaos-rhex2",0,[166],4,8,100,1,[5910],"",[100],[],"[62,64,65,66,67]",0,100,[],100,"",0,"",[],1,"","",1,[],843
1032,"chaos-scorpionsdesert1",0,[166],4,10,100,1,[5956],"",[100],[],"[62,64,65,66,67]",0,100,[],100,"",0,"",[],1,"","",1,[],844
1033,"chaos-scorpionsdesert2",0,[166],6,10,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],845
1034,"chaos-gemmonsterfire",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],846
1035,"chaos-bullfresh",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],847
1036,"chaos-bleachedcrabs1",0,[166],3,7,100,1,[5821],"",[100],[],"[62,64,66]",0,100,[],100,"",0,"",[],1,"","",1,[],848
1037,"chaos-mossmonsterice",0,[166],4,9,100,1,[4283],"",[100],[],"[62,64,65,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],849
1038,"chaos-lynx",0,[166],5,10,0,0,[],"",[100],[],"[64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],850
1039,"chaos-mossrockelementals",0,[166],6,12,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],851
1040,"chaos-wraith",0,[166],5,10,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],852
1041,"chaos-paupers",0,[166],5,10,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],853
1042,"chaos-regurgitator1",0,[166],5,8,0,0,[],"",[100],[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],854
1043,"chaos-blackguardinquisitorkitava1",0,[166],5,10,100,1,[5050],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],855
1044,"chaos-blackguardoriathkitava",0,[166],5,10,100,1,[5470],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],856
1045,"chaos-slavecatcherkitava",0,[166],5,10,100,1,[5068],"",[100],[],"[63,68,69]",0,100,[],100,"",0,"",[],1,"","",1,[],857
1046,"chaos-undeadmother",0,[166],6,9,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],858
1047,"chaos-wickermancultists",0,[166],5,9,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],859
1048,"chaos-marakethrider",0,[166],4,7,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],860
1049,"chaos-glasselementals",0,[166],5,8,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],861
1050,"chaos-reliquarian",0,[166],4,7,0,0,[],"",[100],[],"[63,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],862
1051,"chaos-boatpack",0,[166],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],160
1052,"chaos-boatpack2",1,[166],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],175
