"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","i32_176","i32_180","i32_184","CriticalStrikeChance","i32_192","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid_244","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","[rid]_600","[rid]_616","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","i32_676","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777"
1064,"Metadata/Monsters/Totems/TotemProphecyBossVaalSpark",792,0,4,6,6,"[""Metadata/Monsters/Totems/generic_totem/monster_totem_intelligence.act""]","[""Metadata/Monsters/Totems/generic_totem/blue.ao""]","Metadata/Monsters/Totems/MonsterTotemKillSelfOnCooldown","[7559,12465]",1,"","",100,2,6,6,6,0,"[34,74,163,791,141,768,120,30,31,32,794,811]",100,[],105,105,700,500,0,"[3317,5818]","Metadata/Monsters/Prophecy/KillSelf.ais",[],"",6,"Charging Totem","Totem crépitant","Aufladendes Totem","チャージング・トーテム","돌격 토템","Totem Carregado","Тотем разрядов","Tótem cargado","โทเทมชาร์จสายฟ้า","充能圖騰",100,600,1500,[],[],"","","","",0,[],[3922],[],"",1,6,100,0,0,100,-6687,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1065,"Metadata/Monsters/Totems/TotemUniqueMapMonsterFireDamageAura",793,0,3,6,6,"[""Metadata/Monsters/Totems/Ziggurat/monster_totem_ziggurat.act""]","[""Metadata/Monsters/Totems/Ziggurat/ZigguratTotem.ao""]","Metadata/Monsters/Totems/MonsterTotem",[6388],1,"","",100,2,1,6,6,0,"[74,163,791,796,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Fuming Totem","Totem fulminant","Rauchendes Totem","ヒューミングトーテム","발연 토템","Totem Fumegante","Дымящийся тотем","Tótem humeante","โทเทมพลุ่งพล่าน","狂怒圖騰",100,1200,1500,[],[],"","","","",0,[],[],[],"",1,2,100,1,25,100,-13291,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,1200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1066,"Metadata/Monsters/Totems/TotemUniqueMapMonsterColdDamageAura",793,0,3,6,6,"[""Metadata/Monsters/Totems/Ziggurat/monster_totem_ziggurat.act""]","[""Metadata/Monsters/Totems/Ziggurat/ZigguratTotem.ao""]","Metadata/Monsters/Totems/MonsterTotem",[6383],1,"","",100,2,1,6,6,0,"[74,163,791,796,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Billowing Totem","Totem ondoyant","Wogendes Totem","ビローイングトーテム","파도치는 토템","Totem Crescente","Вздымающийся тотем","Tótem nebuloso","โทเทมไอเย็น","波濤圖騰",100,1200,1500,[],[],"","","","",0,[],[],[],"",1,2,100,1,25,100,-11614,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,1200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1067,"Metadata/Monsters/Totems/TotemUniqueMapMonsterLightningDamageAura",793,0,3,6,6,"[""Metadata/Monsters/Totems/Ziggurat/monster_totem_ziggurat.act""]","[""Metadata/Monsters/Totems/Ziggurat/ZigguratTotem.ao""]","Metadata/Monsters/Totems/MonsterTotem",[6394],1,"","",100,2,1,6,6,0,"[74,163,791,796,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Humming Totem","Totem bourdonnant","Summendes Totem","ハミングトーテム","윙윙대는 토템","Totem Murmurante","Сверкающий тотем","Tótem zumbante","โทเทมประจุ","悶聲圖騰",100,1200,1500,[],[],"","","","",0,[],[],[],"",1,2,100,1,25,100,19216,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,1200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1068,"Metadata/Monsters/Totems/TotemUniqueMapMonsterDamageAndEvasionAuras",793,0,3,6,6,"[""Metadata/Monsters/Totems/Ziggurat/monster_totem_ziggurat.act""]","[""Metadata/Monsters/Totems/Ziggurat/ZigguratTotem.ao""]","Metadata/Monsters/Totems/MonsterTotem","[6484,3928]",1,"","",100,2,1,6,6,0,"[74,163,791,796,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Whispering Totem","Totem murmurant","Flüsterndes Totems","ウィスパリングトーテム","속삭이는 토템","Totem Sussurrante","Шепчущий тотем","Tótem susurrante","โทเทมกระซิบ","吟唱圖騰",100,1200,1500,[],[],"","","","",0,[],[],[],"",1,2,100,1,25,100,-8902,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,1200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1069,"Metadata/Monsters/Totems/TotemMapBossCold",808,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_kadaka.act""]","[""Metadata/Monsters/Totems/tiki_totem/kadaka_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossCold","[6444,7306,4008,23029]",1,"","",180,3,6,6,6,0,"[34,767,74,1083,163,791,797,141,120,825,30,32,811]",200,[],105,105,700,500,0,"[5664,5665,3260,94]","Metadata/Monsters/Totems/TotemMapBossCold.ais",[],"",6,"Puruna, the Challenger","Puruna, l'Opposant","Puruna der Herausforderer","挑戦者、プルナ","도전자 푸루나","Puruna, o Desafiador","Пуруна, претендент","Puruna, la Retadora","พูรูนา ผู้ท้าทาย","挑戰者普魯那",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-6776,"","","M","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1070,"Metadata/Monsters/Totems/TotemMapBossColdStandalone",808,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_kadaka.act""]","[""Metadata/Monsters/Totems/tiki_totem/kadaka_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossColdStandalone","[6444,7306,4008,23029]",1,"","",180,3,6,6,6,0,"[34,767,74,163,791,797,141,120,30,32,826,811]",200,[],105,105,700,500,0,"[5664,5665,3260,94]","Metadata/Monsters/Totems/TotemMapBossCold.ais",[],"",6,"Puruna, the Challenger","Puruna, l'Opposant","Puruna der Herausforderer","挑戦者、プルナ","도전자 푸루나","Puruna, o Desafiador","Пуруна, претендент","Puruna, la Retadora","พูรูนา ผู้ท้าทาย","挑戰者普魯那",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-24956,"","","M","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1071,"Metadata/Monsters/Totems/TotemMapBossColdElder",808,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_kadaka.act""]","[""Metadata/Monsters/Totems/tiki_totem/kadaka_totem.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[6444,7306,4008,23029]",1,"","",180,3,3,6,6,0,"[74,827,163,791,797,141,120,830,30,811]",200,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Puruna, the Challenger","Puruna, l'Opposant","Puruna der Herausforderer","挑戦者、プルナ","도전자 푸루나","Puruna, o Desafiador","Пуруна, претендент","Puruna, la Retadora","พูรูนา ผู้ท้าทาย","挑戰者普魯那",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,27336,"","","M","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1072,"Metadata/Monsters/Totems/TotemMapBossLightning",809,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_plateau_lightning.act""]","[""Metadata/Monsters/Totems/tiki_totem/kuduku_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossLightning","[6444,7306,4008,23029]",1,"","",180,3,6,6,6,0,"[34,74,1083,163,791,141,768,796,120,30,32,811]",200,[],105,105,700,500,0,"[4767,4720,6098,5844,2722]","Metadata/Monsters/Totems/TotemMapBossLightning.ais",[],"",6,"Poporo, the Highest Spire","Poporo, le Pinacle","Poporo die höchste Spitze","最高の尖塔、ポポロ","최상층 첨탑 포포로","Poporo, o Pináculo","Попоро, высокий шпиль","Poporo, la Aguja más alta","โพโพโร ยอดแหลมผู้สูงยิ่ง","高塔波波洛",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,15211,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1073,"Metadata/Monsters/Totems/TotemMapBossColdPlateau",810,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_kadaka.act""]","[""Metadata/Monsters/Totems/tiki_totem/kadaka_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossColdPlateau","[7278,7306,13251,4008,23029]",1,"","",180,3,6,6,6,0,"[34,767,74,163,791,797,141,120,825,30,32,811]",200,[],105,105,700,500,0,"[5665,5664,3260,4525,94]","Metadata/Monsters/Totems/TotemMapBossColdPlateau.ais","[6262,7293]","",6,"Puruna, the Challenger","Puruna, l'Opposant","Puruna der Herausforderer","挑戦者、プルナ","도전자 푸루나","Puruna, o Desafiador","Пуруна, претендент","Puruna, la Retadora","พูรูนา ผู้ท้าทาย","挑戰者普魯那",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12373,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1074,"Metadata/Monsters/Totems/TotemMapBossColdPlateauStandalone",810,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_kadaka.act""]","[""Metadata/Monsters/Totems/tiki_totem/kadaka_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossColdPlateauStandalone","[7278,7306,13251,4008,23029]",1,"","",180,3,6,6,6,0,"[34,767,74,163,791,797,141,120,30,32,826,811]",200,[],105,105,700,500,0,"[5665,5664,3260,4525,94]","Metadata/Monsters/Totems/TotemMapBossColdPlateau.ais","[6262,7293]","",6,"Puruna, the Challenger","Puruna, l'Opposant","Puruna der Herausforderer","挑戦者、プルナ","도전자 푸루나","Puruna, o Desafiador","Пуруна, претендент","Puruna, la Retadora","พูรูนา ผู้ท้าทาย","挑戰者普魯那",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12391,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1075,"Metadata/Monsters/Totems/TotemMapBossColdPlateauElder",810,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_kadaka.act""]","[""Metadata/Monsters/Totems/tiki_totem/kadaka_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossColdPlateauElderClone","[7278,7306,13251,4008,23029]",1,"","",180,3,3,6,6,0,"[74,827,163,791,797,141,120,830,30,811]",200,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais","[6262,7293]","",6,"Puruna, the Challenger","Puruna, l'Opposant","Puruna der Herausforderer","挑戦者、プルナ","도전자 푸루나","Puruna, o Desafiador","Пуруна, претендент","Puruna, la Retadora","พูรูนา ผู้ท้าทาย","挑戰者普魯那",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,9832,"","","M","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1076,"Metadata/Monsters/Totems/TotemMapBossLightningPlateau",811,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_plateau_lightning.act""]","[""Metadata/Monsters/Totems/tiki_totem/kuduku_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossLightningPlateau","[7278,7306,13251,4008,23029]",1,"","",180,3,6,6,6,0,"[34,74,163,791,797,141,768,120,825,30,32,811]",200,[],105,105,700,500,0,"[882,4720,6016,6098,5844,2722]","Metadata/Monsters/Totems/TotemMapBossLightningPlateau.ais","[6262,7293]","",6,"Poporo, the Highest Spire","Poporo, le Pinacle","Poporo die höchste Spitze","最高の尖塔、ポポロ","최상층 첨탑 포포로","Poporo, o Pináculo","Попоро, высокий шпиль","Poporo, la Aguja más alta","โพโพโร ยอดแหลมผู้สูงยิ่ง","高塔波波洛",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-28518,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1077,"Metadata/Monsters/Totems/TotemMapBossLightningPlateauStandalone",811,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_plateau_lightning.act""]","[""Metadata/Monsters/Totems/tiki_totem/kuduku_totem.ao""]","Metadata/Monsters/Totems/TotemMapBossLightningPlateauStandalone","[7278,7306,13251,4008,23029]",1,"","",180,3,6,6,6,0,"[34,74,163,791,797,141,768,120,30,32,826,811]",200,[],105,105,700,500,0,"[882,4720,6016,6098,5844,2722]","Metadata/Monsters/Totems/TotemMapBossLightningPlateau.ais","[6262,7293]","",6,"Poporo, the Highest Spire","Poporo, le Pinacle","Poporo die höchste Spitze","最高の尖塔、ポポロ","최상층 첨탑 포포로","Poporo, o Pináculo","Попоро, высокий шпиль","Poporo, la Aguja más alta","โพโพโร ยอดแหลมผู้สูงยิ่ง","高塔波波洛",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-7697,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1078,"Metadata/Monsters/Totems/TotemMapBossLightningPlateauElder",811,0,4,6,6,"[""Metadata/Monsters/Totems/tiki_totem/tiki_totem_plateau_lightning.act""]","[""Metadata/Monsters/Totems/tiki_totem/kuduku_totem.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[7278,7306,13251,4008,23029]",1,"","",180,3,3,6,6,0,"[74,827,163,791,797,141,120,830,30,811]",200,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais","[6262,7293]","",6,"Poporo, the Highest Spire","Poporo, le Pinacle","Poporo die höchste Spitze","最高の尖塔、ポポロ","최상층 첨탑 포포로","Poporo, o Pináculo","Попоро, высокий шпиль","Poporo, la Aguja más alta","โพโพโร ยอดแหลมผู้สูงยิ่ง","高塔波波洛",200,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-23013,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1079,"Metadata/Monsters/Totems/TotemUniqueMapBossSlowPlayer",786,0,4,6,6,"[""Metadata/Monsters/Totems/generic_totem/monster_totem_strength.act""]","[""Metadata/Monsters/Totems/generic_totem/red.ao""]","Metadata/Monsters/Totems/MonsterTotem",[4890],1,"","",100,2,1,6,6,0,"[74,163,791,141,120,830,30,31,811]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",6,"Grinning Totem","Totem grimaçant","Grinsendes Totem","グリニングトーテム","웃는 토템","Totem Sorridente","Скалящийся тотем","Tótem sonriente","โทเทมยิ้มแสยะ","邪面圖騰",100,400,1500,[],[],"","","","",0,[],[],[],"",1,2,93,1,10,100,1934,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1080,"Metadata/Monsters/Totems/BreachBossIceTotem",813,0,3,6,6,"[""Metadata/Monsters/Totems/CrystalTotem/crystal_totem.act""]","[""Metadata/Monsters/Totems/CrystalTotem/IceCrystalTotem.ao""]","Metadata/Monsters/Totems/MonsterTotemUniqueBreach",[6702],1,"","",170,3,6,6,6,0,"[34,767,74,163,791,797,120,1143,30,32,811]",200,[],150,150,700,500,0,[1609],"Metadata/Monsters/Totems/BreachIceTotem.ais",[],"",6,"Crystal Ice Spires","Aiguilles de cristaux de glace","Kristall-Eisspitzen","氷晶の尖塔","수정 얼음 첨탑","Espirais de Cristais de Gelo","Острый кристалл льда","Agujas de cristal de hielo","ยอดผลึกน้ำแข็ง","冰晶之尖",200,1376,1500,[],[],"","","","",0,[],"[7273,36907]",[],"",1,6,100,0,0,100,-28318,"","","FP","FP","","","FP","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,1376,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1081,"Metadata/Monsters/Totems/BreachIceTotem",812,0,3,6,6,"[""Metadata/Monsters/Totems/CrystalTotem/crystal_totem_submerge.act""]","[""Metadata/Monsters/Totems/CrystalTotem/IceCrystalTotem.ao""]","Metadata/Monsters/Totems/MonsterTotemBreachIce",[6702],1,"","",100,2,1,6,6,0,"[34,767,74,163,791,796,120,1143,30,32,811]",200,[],105,105,700,500,0,[1621],"Metadata/Monsters/NoAi.ais",[],"",6,"Crystal Ice Spires","Aiguilles de cristaux de glace","Kristall-Eisspitzen","氷晶の尖塔","수정 얼음 첨탑","Espirais de Cristais de Gelo","Острый кристалл льда","Agujas de cristal de hielo","ยอดผลึกน้ำแข็ง","冰晶之尖",200,1000,1500,[],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,-13129,"","","FP","FP","","","FP","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,1000,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1082,"Metadata/Monsters/Totems/DelveProtoVaalCrystalDefence",2337,0,3,6,10,"[""Metadata/Monsters/LeagueDelve/DelveAzuriteTurretBoss.act""]","[""Metadata/Monsters/LeagueDelve/DelveAzuriteTurret.ao""]","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossCrystalMonster",[6702],1,"","",100,2,6,2,7,0,"[34,767,74,993,812,792,119,163,791,768,1143,30,29,32,820]",200,[],40,135,700,500,0,"[1675,1676,1672,9110,7700]","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossCrystal.ais",[],"",4,"Azurite Turret","Tourelle d'Azurite","Kristalline Verteidigung","アズライトの砲塔","남동석 포탑","Torreta Azurita","Азуритовая турель","Torreta de azurita","ป้อมอะซูไรต์","碧藍砲塔",175,500,1830,[9919],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,-22965,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,500,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1083,"Metadata/Monsters/Totems/GuardianReefArenaColdTotem",814,0,3,6,6,"[""Metadata/Monsters/Totems/CrystalTotem/crystal_totem_submerge.act""]","[""Metadata/Monsters/Totems/CrystalTotem/IceCrystalTotemReef.ao""]","Metadata/Monsters/Totems/MonsterTotemGuardianArenaReef",[6702],1,"","",100,2,3,6,6,0,"[34,767,74,163,791,796,120,30,32,811]",100,[],105,105,700,500,0,[3699],"Metadata/Monsters/NoAi.ais",[],"",6,"RENAME ME","RENAME ME","RENAME ME","RENAME ME","RENAME ME","RENAME ME","RENAME ME","RENAME ME","RENAME ME","重新命名",100,100,1500,[],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,-47,"","","M","N","","","N","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1084,"Metadata/Monsters/Totems/CitystalkerBarrageTotem",788,0,4,6,110,"[""Metadata/Monsters/Totems/crossbow_totem/MonsterTotemBarrage.act""]","[""Metadata/Monsters/Totems/crossbow_totem/crossbow.ao""]","Metadata/Monsters/Totems/crossbow_totem/MonsterTotemBarrage",[6702],1,"","",100,2,6,6,6,0,"[74,786,163,141,120,30,31,765,32,794,811]",100,[],105,105,700,500,0,[3125],"Metadata/Monsters/Totems/crossbow_totem/MonsterTotemBarrage.ais",[],"",6,"Totem","Totem","Totem","トーテム","토템","Totem","Тотем","Tótem ","โทเทม","圖騰",100,200,1500,[9924],[9916],"",13,"","",0,[],"[7273,36907]",[],"",1,6,100,0,0,100,11309,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1085,"Metadata/Monsters/Totems/CitystalkerIceShotTotem",788,0,4,6,110,"[""Metadata/Monsters/Totems/crossbow_totem/MonsterTotemBarrage.act""]","[""Metadata/Monsters/Totems/crossbow_totem/crossbow.ao""]","Metadata/Monsters/Totems/crossbow_totem/MonsterTotemBarrage",[6702],1,"","",100,2,6,6,6,0,"[767,74,786,163,141,120,30,31,32,794,811]",100,[],105,105,700,500,0,[2214],"Metadata/Monsters/Totems/crossbow_totem/MonsterTotemBarrage.ais",[],"",6,"Totem","Totem","Totem","トーテム","토템","Totem","Тотем","Tótem","โทเทม","圖騰",100,200,1500,[9924],[9916],"",13,"","",0,[],"[7273,36907]",[],"",1,6,100,0,0,100,-3554,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1086,"Metadata/Monsters/Totems/OakCrossbowTotemBarrage_",789,0,4,6,110,"[""Metadata/Monsters/Totems/crossbow_totem/OakCrossbowTotem.act""]","[""Metadata/Monsters/Totems/crossbow_totem/crossbow.ao""]","Metadata/Monsters/Totems/crossbow_totem/OakCrossbowTotem",[],1,"","",100,2,6,6,6,0,"[74,786,163,141,120,30,31,765,32,794,811]",150,[],105,105,700,500,0,[3126],"Metadata/Monsters/Totems/crossbow_totem/OakCrossbowTotem.ais",[],"",6,"Oak's Crossbow","Arbalète d'Orme","Armbrust Oaks","オークのクロスボウ","오크의 석궁","Besta de Oak","Арбалет Дуба","Ballesta de Oak","หน้าไม้ของโอ๊ค","歐克的十字弓",150,450,1500,[9924],[9916],"",13,"","",0,[],[7273],[],"",1,6,100,0,0,100,7157,"","","F","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
1087,"Metadata/Monsters/Totems/OakCrossbowTotemBurningArrow",789,0,4,6,110,"[""Metadata/Monsters/Totems/crossbow_totem/OakCrossbowTotem.act""]","[""Metadata/Monsters/Totems/crossbow_totem/crossbow.ao""]","Metadata/Monsters/Totems/crossbow_totem/OakCrossbowTotem",[],1,"","",130,2,6,6,6,0,"[74,766,786,163,141,796,120,30,31,32,811]",150,[],105,105,700,500,0,[3324],"Metadata/Monsters/Totems/crossbow_totem/OakCrossbowTotem.ais",[],"",6,"Oak's Burning Ballista","Balliste incendiaire d'Orme","Brennende Balliste Oaks","オークのバーニングバリスタ","오크의 불타는 쇠뇌","Besta Ardente de Oak","Горящая баллиста Дуба","Balista ardiente de Oak","ป้อมเครื่องยิงติดไฟของโอ๊ค","歐克的燃燒投石器",150,450,1500,[9924],[9916],"",13,"","",0,[],[7273],[],"",1,6,100,0,0,100,1458,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
