"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
4558,"MavenTier1IntroMultiBossArena4",[],"Survive.","[""Audio/Dialogue/NPC/Maven/Maven_25_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4559,"MavenTier1IntroMultiBossArena5",[],"Survive!","[""Audio/Dialogue/NPC/Maven/Maven_25_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4560,"MavenTier1IntroMultiBossArena6",[],"Struggle!","[""Audio/Dialogue/NPC/Maven/Maven_25_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4561,"MavenTier1IntroMultiBossArena7",[],"Struggle.","[""Audio/Dialogue/NPC/Maven/Maven_25_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4562,"MavenTier1IntroMultiBossArena8",[],"Struggle!","[""Audio/Dialogue/NPC/Maven/Maven_25_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4563,"MavenTier1IntroMultiBossArena9",[],"Overcome!","[""Audio/Dialogue/NPC/Maven/Maven_25_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4564,"MavenTier1IntroMultiBossArena10",[],"Overcome.","[""Audio/Dialogue/NPC/Maven/Maven_25_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4565,"MavenTier1OutroMultiBossArenaRandom",[],"Joyful blood!","[""Audio/Dialogue/NPC/Maven/Maven_26_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4566,"MavenTier1OutroMultiBossArena2",[],"Joyful blood.","[""Audio/Dialogue/NPC/Maven/Maven_26_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4567,"MavenTier1OutroMultiBossArena3",[],"Joyful blood!","[""Audio/Dialogue/NPC/Maven/Maven_26_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4568,"MavenTier1OutroMultiBossArena4",[],"Win!","[""Audio/Dialogue/NPC/Maven/Maven_26_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4569,"MavenTier1OutroMultiBossArena5",[],"Win.","[""Audio/Dialogue/NPC/Maven/Maven_26_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4570,"MavenTier1OutroMultiBossArena6",[],"Win!","[""Audio/Dialogue/NPC/Maven/Maven_26_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4571,"MavenTier1OutroMultiBossArena7",[],"Predator?","[""Audio/Dialogue/NPC/Maven/Maven_26_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4572,"MavenTier1OutroMultiBossArena8",[],"Predator.","[""Audio/Dialogue/NPC/Maven/Maven_26_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4573,"MavenTier1OutroMultiBossArena9",[],"Predator!","[""Audio/Dialogue/NPC/Maven/Maven_26_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4574,"MavenTier1OutroMultiBossArena10",[],"Champion!","[""Audio/Dialogue/NPC/Maven/Maven_26_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4575,"MavenTier1OutroMultiBossArena11",[],"Champion!","[""Audio/Dialogue/NPC/Maven/Maven_26_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4576,"MavenTier1OutroMultiBossArena12",[],"Champion.","[""Audio/Dialogue/NPC/Maven/Maven_26_04_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4577,"MavenTier1OutroMultiBossArena13",[],"Hunter.","[""Audio/Dialogue/NPC/Maven/Maven_26_05_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4578,"MavenTier1OutroMultiBossArena14",[],"Hunter.","[""Audio/Dialogue/NPC/Maven/Maven_26_05_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4579,"MavenTier1OutroMultiBossArena15",[],"Hunter!","[""Audio/Dialogue/NPC/Maven/Maven_26_05_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4580,"MavenTier1ReleaseBossIntoArenaRandom",[],"Kill!","[""Audio/Dialogue/NPC/Maven/Maven_27_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4581,"MavenTier1ReleaseBossIntoArena2",[],"Kill.","[""Audio/Dialogue/NPC/Maven/Maven_27_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4582,"MavenTier1ReleaseBossIntoArena3",[],"Kill!","[""Audio/Dialogue/NPC/Maven/Maven_27_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4583,"MavenTier1ReleaseBossIntoArena4",[],"Massacre.","[""Audio/Dialogue/NPC/Maven/Maven_27_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4584,"MavenTier1ReleaseBossIntoArena5",[],"Massacre!","[""Audio/Dialogue/NPC/Maven/Maven_27_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4585,"MavenTier1ReleaseBossIntoArena6",[],"Massacre!","[""Audio/Dialogue/NPC/Maven/Maven_27_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4586,"MavenTier1ReleaseBossIntoArena7",[],"Slaughter.","[""Audio/Dialogue/NPC/Maven/Maven_27_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4587,"MavenTier1ReleaseBossIntoArena8",[],"Slaughter!","[""Audio/Dialogue/NPC/Maven/Maven_27_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4588,"MavenTier1ReleaseBossIntoArena9",[],"Slaughter!","[""Audio/Dialogue/NPC/Maven/Maven_27_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4589,"MavenTier1ReleaseBossIntoArena10",[],"Slay.","[""Audio/Dialogue/NPC/Maven/Maven_27_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4590,"MavenTier1ReleaseBossIntoArena11",[],"Slay!","[""Audio/Dialogue/NPC/Maven/Maven_27_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4591,"MavenTier1ReleaseBossIntoArena12",[],"Slay.","[""Audio/Dialogue/NPC/Maven/Maven_27_04_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4592,"MavenTier1ReleaseBossIntoArena13",[],"Strangle.","[""Audio/Dialogue/NPC/Maven/Maven_27_05_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4593,"MavenTier1ReleaseBossIntoArena14",[],"Strangle.","[""Audio/Dialogue/NPC/Maven/Maven_27_05_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4594,"MavenTier1ReleaseBossIntoArena15",[],"Strangle.","[""Audio/Dialogue/NPC/Maven/Maven_27_05_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4595,"MavenTier1ReleaseBossIntoArena16",[],"Obliterate.","[""Audio/Dialogue/NPC/Maven/Maven_27_06_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4596,"MavenTier1ReleaseBossIntoArena17",[],"Obliterate.","[""Audio/Dialogue/NPC/Maven/Maven_27_06_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4597,"MavenTier1ReleaseBossIntoArena18",[],"Obliterate.","[""Audio/Dialogue/NPC/Maven/Maven_27_06_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4598,"MavenTier1HealSkillRandom",[],"Flesh.","[""Audio/Dialogue/NPC/Maven/Maven_28_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4599,"MavenTier1HealSkill2",[],"Flesh...","[""Audio/Dialogue/NPC/Maven/Maven_28_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4600,"MavenTier1HealSkill3",[],"Flesh...","[""Audio/Dialogue/NPC/Maven/Maven_28_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4601,"MavenTier1HealSkill4",[],"Vigor...","[""Audio/Dialogue/NPC/Maven/Maven_28_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4602,"MavenTier1HealSkill5",[],"Vigor.","[""Audio/Dialogue/NPC/Maven/Maven_28_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4603,"MavenTier1HealSkill6",[],"Vigor...","[""Audio/Dialogue/NPC/Maven/Maven_28_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4604,"MavenTier1GuardSkillRandom",[],"Toughen.","[""Audio/Dialogue/NPC/Maven/Maven_29_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4605,"MavenTier1GuardSkill2",[],"Toughen.","[""Audio/Dialogue/NPC/Maven/Maven_29_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4606,"MavenTier1GuardSkill3",[],"Toughen!","[""Audio/Dialogue/NPC/Maven/Maven_29_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4607,"MavenTier1GuardSkill4",[],"Absorb.","[""Audio/Dialogue/NPC/Maven/Maven_29_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4608,"MavenTier1GuardSkill5",[],"Absorb.","[""Audio/Dialogue/NPC/Maven/Maven_29_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4609,"MavenTier1GuardSkill6",[],"Absorb!","[""Audio/Dialogue/NPC/Maven/Maven_29_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4610,"MavenTier1SpaceVinesRandom",[],"Grasp...!","[""Audio/Dialogue/NPC/Maven/Maven_30_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4611,"MavenTier1SpaceVines2",[],"Grasp...!","[""Audio/Dialogue/NPC/Maven/Maven_30_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4612,"MavenTier1SpaceVines3",[],"Grasp...!","[""Audio/Dialogue/NPC/Maven/Maven_30_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4613,"MavenTier1SpaceVines4",[],"Lash!","[""Audio/Dialogue/NPC/Maven/Maven_30_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4614,"MavenTier1SpaceVines5",[],"Lash!","[""Audio/Dialogue/NPC/Maven/Maven_30_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4615,"MavenTier1SpaceInfuseWeaponsRandom",[],"Drain.","[""Audio/Dialogue/NPC/Maven/Maven_31_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4616,"MavenTier1SpaceInfuseWeapons2",[],"Drain!","[""Audio/Dialogue/NPC/Maven/Maven_31_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4617,"MavenTier1SpaceInfuseWeapons3",[],"Drain!","[""Audio/Dialogue/NPC/Maven/Maven_31_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4618,"MavenTier1SpaceInfuseWeapons4",[],"Entropy...","[""Audio/Dialogue/NPC/Maven/Maven_31_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4619,"MavenTier1SpaceInfuseWeapons5",[],"Entropy...","[""Audio/Dialogue/NPC/Maven/Maven_31_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4620,"MavenTier1DamageReductionOrbsRandom",[],"Guard!","[""Audio/Dialogue/NPC/Maven/Maven_32_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4621,"MavenTier1DamageReductionOrbs2",[],"Guard?","[""Audio/Dialogue/NPC/Maven/Maven_32_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4622,"MavenTier1DamageReductionOrbs3",[],"Guard!","[""Audio/Dialogue/NPC/Maven/Maven_32_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4623,"MavenTier1DamageReductionOrbs4",[],"Protect!","[""Audio/Dialogue/NPC/Maven/Maven_32_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4624,"MavenTier1DamageReductionOrbs5",[],"Protect!","[""Audio/Dialogue/NPC/Maven/Maven_32_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4625,"MavenTier1DamageReductionOrbs6",[],"Protect.","[""Audio/Dialogue/NPC/Maven/Maven_32_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4626,"MavenTier1SpaceFlameWallRandom",[],"Fire.","[""Audio/Dialogue/NPC/Maven/Maven_33_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4627,"MavenTier1SpaceFlameWall2",[],"Fire!","[""Audio/Dialogue/NPC/Maven/Maven_33_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4628,"MavenTier1SpaceFlameWall3",[],"Fire!","[""Audio/Dialogue/NPC/Maven/Maven_33_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4629,"MavenTier1SpaceFlameWall4",[],"Burn!","[""Audio/Dialogue/NPC/Maven/Maven_33_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4630,"MavenTier1SpaceFlameWall5",[],"Burn...!","[""Audio/Dialogue/NPC/Maven/Maven_33_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4631,"MavenTier1ChasingOrbRandom",[],"Chase.","[""Audio/Dialogue/NPC/Maven/Maven_34_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4632,"MavenTier1ChasingOrb2",[],"Chase!","[""Audio/Dialogue/NPC/Maven/Maven_34_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4633,"MavenTier1ChasingOrb3",[],"Chase.","[""Audio/Dialogue/NPC/Maven/Maven_34_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4634,"MavenTier1ChasingOrb4",[],"Run!","[""Audio/Dialogue/NPC/Maven/Maven_34_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4635,"MavenTier1ChasingOrb5",[],"Run.","[""Audio/Dialogue/NPC/Maven/Maven_34_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4636,"MavenTier1ChasingOrb6",[],"Run...!","[""Audio/Dialogue/NPC/Maven/Maven_34_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4637,"MavenTier1SpeedZonesRandom",[],"Quicken!","[""Audio/Dialogue/NPC/Maven/Maven_35_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4638,"MavenTier1SpeedZones2",[],"Quicken!","[""Audio/Dialogue/NPC/Maven/Maven_35_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4639,"MavenTier1SpeedZones3",[],"Speed.","[""Audio/Dialogue/NPC/Maven/Maven_35_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4640,"MavenTier1SpeedZones4",[],"Speed...!","[""Audio/Dialogue/NPC/Maven/Maven_35_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4641,"MavenTier1SpeedZones5",[],"Speed!","[""Audio/Dialogue/NPC/Maven/Maven_35_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4642,"MavenTier1SpeedZones6",[],"Speed.","[""Audio/Dialogue/NPC/Maven/Maven_35_02_D.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4643,"MavenTier1BossCloneRandom",[],"Double!","[""Audio/Dialogue/NPC/Maven/Maven_36_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4644,"MavenTier1BossClone2",[],"Double!","[""Audio/Dialogue/NPC/Maven/Maven_36_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4645,"MavenTier1BossClone3",[],"Double?","[""Audio/Dialogue/NPC/Maven/Maven_36_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4646,"MavenTier1BossClone4",[],"Double.","[""Audio/Dialogue/NPC/Maven/Maven_36_01_D.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4647,"MavenTier1BossClone5",[],"Twin.","[""Audio/Dialogue/NPC/Maven/Maven_36_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4648,"MavenTier1BossClone6",[],"Twin!","[""Audio/Dialogue/NPC/Maven/Maven_36_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4649,"MavenTier1BossClone7",[],"Twin...!","[""Audio/Dialogue/NPC/Maven/Maven_36_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4650,"MavenTier1SpaceChargesRandom",[],"Power!","[""Audio/Dialogue/NPC/Maven/Maven_37_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4651,"MavenTier1SpaceCharges2",[],"Power.","[""Audio/Dialogue/NPC/Maven/Maven_37_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4652,"MavenTier1SpaceCharges3",[],"Power.","[""Audio/Dialogue/NPC/Maven/Maven_37_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4653,"MavenTier1SpaceCharges4",[],"Power...","[""Audio/Dialogue/NPC/Maven/Maven_37_01_D.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4654,"MavenTier1SpaceCharges5",[],"Strength.","[""Audio/Dialogue/NPC/Maven/Maven_37_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4655,"MavenTier1SpaceCharges6",[],"Strength...!","[""Audio/Dialogue/NPC/Maven/Maven_37_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4656,"MavenTier1SpaceCharges7",[],"Strength!","[""Audio/Dialogue/NPC/Maven/Maven_37_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4657,"MavenTier1VoidZonesRandom",[],"Drain...","[""Audio/Dialogue/NPC/Maven/Maven_38_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4658,"MavenTier1VoidZones2",[],"Drain...!","[""Audio/Dialogue/NPC/Maven/Maven_38_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4659,"MavenTier1VoidZones3",[],"Drain!","[""Audio/Dialogue/NPC/Maven/Maven_38_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4660,"MavenTier1VoidZonesUnused1",[],"Dust!","[""Audio/Dialogue/NPC/Maven/Maven_38_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4661,"MavenTier1VoidZonesUnused2",[],"Dust!","[""Audio/Dialogue/NPC/Maven/Maven_38_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4662,"MavenTier1VoidZonesUnused3",[],"Void...!","[""Audio/Dialogue/NPC/Maven/Maven_38_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4663,"MavenTier1VoidZonesUnused4",[],"Void!","[""Audio/Dialogue/NPC/Maven/Maven_38_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4664,"MavenTier1VoidZones4",[],"Void.","[""Audio/Dialogue/NPC/Maven/Maven_38_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4665,"MavenTier1VoidZonesUnused5",[],"Hollow!","[""Audio/Dialogue/NPC/Maven/Maven_38_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4666,"MavenTier1VoidZones5",[],"Hollow.","[""Audio/Dialogue/NPC/Maven/Maven_38_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4667,"MavenTier1VoidZonesUnused7",[],"Hollow!","[""Audio/Dialogue/NPC/Maven/Maven_38_04_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4668,"MavenTier1AoERandom",[],"Crush!","[""Audio/Dialogue/NPC/Maven/Maven_39_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4669,"MavenTier1AoE2",[],"Crush!","[""Audio/Dialogue/NPC/Maven/Maven_39_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4670,"MavenTier1AoE3",[],"Crush!","[""Audio/Dialogue/NPC/Maven/Maven_39_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4671,"MavenTier1AoE4",[],"Crunch!","[""Audio/Dialogue/NPC/Maven/Maven_39_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4672,"MavenTier1AoE5",[],"Crunch!","[""Audio/Dialogue/NPC/Maven/Maven_39_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4673,"MavenTier1AoE6",[],"Crunch!","[""Audio/Dialogue/NPC/Maven/Maven_39_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4674,"MavenTier1AoE7",[],"Pain!","[""Audio/Dialogue/NPC/Maven/Maven_39_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4675,"MavenTier1AoE8",[],"Pain.","[""Audio/Dialogue/NPC/Maven/Maven_39_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4676,"MavenTier1AoE9",[],"Pain.","[""Audio/Dialogue/NPC/Maven/Maven_39_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4677,"MavenTier1AoE10",[],"Pain...","[""Audio/Dialogue/NPC/Maven/Maven_39_03_D.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4678,"MavenTier1ProjectilesRandom",[],"Dodge!","[""Audio/Dialogue/NPC/Maven/Maven_40_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4679,"MavenTier1Projectiles2",[],"Dodge!","[""Audio/Dialogue/NPC/Maven/Maven_40_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4680,"MavenTier1Projectiles3",[],"Dodge.","[""Audio/Dialogue/NPC/Maven/Maven_40_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4681,"MavenTier1Projectiles4",[],"Dodge.","[""Audio/Dialogue/NPC/Maven/Maven_40_01_D.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4682,"MavenTier1Projectiles5",[],"Dance!","[""Audio/Dialogue/NPC/Maven/Maven_40_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4683,"MavenTier1Projectiles6",[],"Dance.","[""Audio/Dialogue/NPC/Maven/Maven_40_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4684,"MavenTier1Projectiles7",[],"Dance!","[""Audio/Dialogue/NPC/Maven/Maven_40_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4685,"MavenTier1Projectiles8",[],"Run!","[""Audio/Dialogue/NPC/Maven/Maven_40_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4686,"MavenTier1Projectiles9",[],"Run!","[""Audio/Dialogue/NPC/Maven/Maven_40_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4687,"MavenTier1Projectiles10",[],"Run!","[""Audio/Dialogue/NPC/Maven/Maven_40_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4688,"KiracOnTheEnvoy",[],"This might sound naive, but any entity we run into out there that doesn't immediately try to eat us or drive us insane is a win in my book. We need to learn all we can. Scrutinize every word The Envoy says. The fate of the world may one day hinge upon it.","[""Audio/Dialogue/NPC/Kirac/313Kirac_01.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4689,"KiracOnTheEnvoyPostMaven",[],"You've driven away The Maven for the moment, but The Envoy is still around? That's not a good sign. I assumed it served her, but if that isn't true, then we may soon have a bigger problem on our hands...","[""Audio/Dialogue/NPC/Kirac/313Kirac_02.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4690,"KiracOnTheMaven",[],"Never trust floating women. I learned that the hard way in my second campaign, and the less said about that, the better. If The Maven is trying to communicate with you, learn what you can, but don't let your guard down even for a moment.","[""Audio/Dialogue/NPC/Kirac/313Kirac_03.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4691,"KiracOnTheMavenPostBaranKilled",[],"I've told you the job never ends, haven't I? We'll track down the Conquerors, we'll face Sirus, and then we'll figure out the mystery of this Maven entity as well. After that, we'll have a drink, and then we'll get right back to it when the next enemy of mankind appears. That's what I've signed up for, and that's what we'll do.","[""Audio/Dialogue/NPC/Kirac/313Kirac_04.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4692,"KiracOnTheMavenPostMavenKilled",[],"After all that, The Maven turns out to be a <i>{young} eldritch entity? I've seen many terrible things in my time, but this... I should be relieved. Instead, I'm filled with apprehension. If <i>{that} was a child, then what kind of powers do her elders possess? What happens when those cosmic fiends finally turn their countless eyes in <i>{our} direction? We are on a very dark path, Exile.","[""Audio/Dialogue/NPC/Kirac/313Kirac_05.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4693,"KiracOnBaranResurrection",[],"You <i>{saw} Baran? How is that possible, if you slew him? Unless -\r\n\r\nIt's The Maven. It has to be. She's been recreating other powerful creatures of the Atlas for her own amusement. Of course she would do the same to my brother, given his notable strength. None of the creatures out there can challenge him, either, which means The Maven is resurrecting him to watch his fights with <i>{you}, and the Atlas is already the perfect battleground for such a show.\r\n\r\nKeep her entertained, Exile. It will give us more time to learn about her. If we can play this right, then perhaps Baran can be saved after all.","[""Audio/Dialogue/NPC/Kirac/313Kirac_06.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4694,"KiracOnBaranResurrectionTwo",[],"I was right. The Maven is capable of resurrecting Baran, and has been doing so to suit her whims. If she is the reason he cannot find peace, then we must either slay her, or convince her to let him go. In either case, we have a very long campaign ahead of us. Stay the course, Exile.","[""Audio/Dialogue/NPC/Kirac/313Kirac_07.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4695,"KiracOnBaranResurrectionThree",[],"You've taught The Maven a lesson, but she has not been defeated, if we can ever truly defeat an entity like her. I'm not even certain we can communicate with her on a meaningful level, but I have to maintain hope. Keep playing her games, Exile. Maybe one day she will recognise you as a peer, and then perhaps we can ask her to give Baran back to us.","[""Audio/Dialogue/NPC/Kirac/313Kirac_08.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
4696,"KiracToEyeOfTheStorm",[],"Caeserius tells me that Sirus is on the verge of completing a map device. We should have counted on this happening once we prevented the Conquerors from interfering with each other.\r\n\r\nThe device's growing energy has given away the location of a secret citadel hidden within a tremendous storm. Caeserius can get us inside, and, from tracking your encounters with Sirus, I happen to know he isn't currently there. If we can get to his map device and destroy it before he can use it, we might just finish this before it begins.\r\n\r\nThe world is at stake once again. Danger be damned! We're both going with you. If this is the last time we speak, it has been an honour.","[""Audio/Dialogue/NPC/Kirac/313Kirac_09.ogg""]",338,0,"","",338,0,1,0,1,"[81,83]","",0,[],100
