"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName (English)","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
177,52,14,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes Nées du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborene Stiefel' freigespielt!","おめでとうございます！\n第二段階のカオスボーンブーツを獲得しました！","축하합니다!\n혼돈의 시초 장화가 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier das Botas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень сапог Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​รองเท้า Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的腳部外觀：混沌石！","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 2)","Bottes Nées du Chaos (Palier 2)","Chaosgeborene Stiefel (Level 2)","カオスボーンブーツ（ティア2）","혼돈의 시초 장화 (2등급)","Botas Nascidas do Caos (Tier 2)","Сапоги Рождённого Хаосом (2 уровень)","Botas de Nacido del caos (nivel 2)","รองเท้า Chaosborn (ระดับ 2)","腳部外觀：混沌魔王（T2）",""
178,52,16,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque Né du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborener Helm' freigespielt!","おめでとうございます！\n第二段階のカオスボーンヘルメットを獲得しました！","축하합니다!\n혼돈의 시초 투구가 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier do Elmo Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень шлема Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的頭部外觀：混沌石！","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 2)","Casque Né du Chaos (Palier 2)","Chaosgeborener Helm (Level 2)","カオスボーンヘルメット（ティア2）","혼돈의 시초 투구 (2등급)","Elmo Nascido do Caos (Tier 2)","Шлем Рождённого Хаосом (2 уровень)","Casco de Nacido del caos (nivel 2)","หมวก Chaosborn (ระดับ 2)","頭部外觀：混沌魔王（T2）",""
179,52,18,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure Née du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborene Körperrüstung' freigespielt!","おめでとうございます！\n第二段階のカオスボーンアーマーを獲得しました！","축하합니다!\n혼돈의 시초 갑옷이 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier do Peitoral Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень нательного доспеха Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​เสื้อ​เกราะ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的身體外觀：混沌石！","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 2)","Armure Née du Chaos (Palier 2)","Chaosgeborene Körperrüstung (Level 2)","カオスボーンアーマー（ティア2）","혼돈의 시초 갑옷 (2등급)","Peitoral Nascido do Caos (Tier 2)","Нательный доспех Рождённого Хаосом (2 уровень)","Armadura de Nacido del caos (nivel 2)","เสื้อเกราะ Chaosborn (ระดับ 2)","身體外觀：混沌魔王（T2）",""
180,52,20,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants Nés du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborene Handschuhe' freigespielt!","おめでとうございます！\n第三段階のカオスボーングローブを獲得しました！","축하합니다!\n혼돈의 시초 장갑이 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier das Luvas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень перчаток Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的手部外觀：混沌石！","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 3)","Gants Nés du Chaos (Palier 3)","Chaosgeborene Handschuhe (Level 3)","カオスボーングローブ（ティア3）","혼돈의 시초 장갑 (3등급)","Luvas Nascidas do Caos (Tier 3)","Перчатки Рождённого Хаосом (3 уровень)","Guantes de Nacido del caos (nivel 3)","ถุงมือ Chaosborn (ระดับ 3)","手部外觀：混沌魔王（T3）",""
181,52,22,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes Nées du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborene Stiefel' freigespielt!","おめでとうございます！\n第三段階のカオスボーンブーツを獲得しました！","축하합니다!\n혼돈의 시초 장화가 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier das Botas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень сапог Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​รองเท้า Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的腳部外觀：混沌石！","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 3)","Bottes Nées du Chaos (Palier 3)","Chaosgeborene Stiefel (Level 3)","カオスボーンブーツ（ティア3）","혼돈의 시초 장화 (3등급)","Botas Nascidas do Caos (Tier 3)","Сапоги Рождённого Хаосом (3 уровень)","Botas de Nacido del caos (nivel 3)","รองเท้า Chaosborn (ระดับ 3)","腳部外觀：混沌魔王（T3）",""
182,52,24,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque Né du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborener Helm' freigespielt!","おめでとうございます！\n第三段階のカオスボーンヘルメットを獲得しました！","축하합니다!\n혼돈의 시초 투구가 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier do Elmo Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень шлема Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的頭部外觀：混沌石！","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 3)","Casque Né du Chaos (Palier 3)","Chaosgeborener Helm (Level 3)","カオスボーンヘルメット（ティア3）","혼돈의 시초 투구 (3등급)","Elmo Nascido do Caos (Tier 3)","Шлем Рождённого Хаосом (3 уровень)","Casco de Nacido del caos (nivel 3)","หมวก Chaosborn (ระดับ 3)","頭部外觀：混沌魔王（T3）",""
183,52,26,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure Née du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborene Körperrüstung' freigespielt!","おめでとうございます！\n第三段階のカオスボーンアーマーを獲得しました！","축하합니다!\n혼돈의 시초 갑옷이 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier do Peitoral Nascido do Caos!","Поздравляем!\nВы получили ещё один уровень нательного доспеха Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​เสื้อ​เกราะ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的身體外觀：混沌石！","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 3)","Armure Née du Chaos (Palier 3)","Chaosgeborene Körperrüstung (Level 3)","カオスボーンアーマー（ティア3）","혼돈의 시초 갑옷 (3등급)","Peitoral Nascido do Caos (Tier 3)","Нательный доспех Рождённого Хаосом (3 уровень)","Armadura de Nacido del caos (nivel 3)","เสื้อเกราะ Chaosborn (ระดับ 3)","身體外觀：混沌魔王（T3）",""
184,52,29,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants Nés du Chaos !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Chaosgeborene Handschuhe' freigespielt!","おめでとうございます！\n最終段階のカオスボーングローブを獲得しました！","축하합니다!\n혼돈의 시초 장갑이 최종 등급에 도달했습니다!","Parabéns\nVocê ganhou outro tier das Luvas Nascidas do Caos!","Поздравляем!\nВы получили последний уровень перчаток Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido el nivel final de los Guantes de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn ระดับ​สุดท้าย​แล้ว!","恭喜！你獲得另一階級的手部外觀：混沌石！","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 4)","Gants Nés du Chaos (Palier 4)","Chaosgeborene Handschuhe (Level 4)","カオスボーングローブ（ティア4）","혼돈의 시초 장갑 (4등급)","Luvas Nascidas do Caos (Tier 4)","Перчатки Рождённого Хаосом (4 уровень)","Guantes de Nacido del caos (nivel 4)","ถุงมือ Chaosborn (ระดับ 4)","手部外觀：混沌魔王（T4）",""
185,52,32,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes Nées du Chaos !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Chaosgeborene Stiefel' freigespielt!","おめでとうございます！\n最終段階のカオスボーンブーツを獲得しました！","축하합니다!\n혼돈의 시초 장화가 최종 등급에 도달했습니다!","Parabéns\nVocê ganhou outro tier das Botas Nascidas do Caos!","Поздравляем!\nВы получили последний уровень сапог Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido el nivel final de las Botas de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​รองเท้า Chaosborn ระดับ​สุดท้าย​แล้ว!","恭喜！你獲得另一階級的腳部外觀：混沌石！","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 4)","Bottes Nées du Chaos (Palier 4)","Chaosgeborene Stiefel (Level 4)","カオスボーンブーツ（ティア4）","혼돈의 시초 장화 (4등급)","Botas Nascidas do Caos (Tier 4)","Сапоги Рождённого Хаосом (4 уровень)","Botas de Nacido del caos (nivel 4)","รองเท้า Chaosborn (ระดับ 4)","腳部外觀：混沌魔王（T4）",""
186,52,35,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque Né du Chaos !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Chaosgeborener Helm' freigespielt!","おめでとうございます！\n最終段階のカオスボーンヘルメットを獲得しました！","축하합니다!\n혼돈의 시초 투구가 최종 등급에 도달했습니다!","Parabéns\nVocê ganhou outro tier do Elmo Nascido do Caos!","Поздравляем!\nВы получили последний уровень шлема Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido el nivel final del Casco de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn ระดับ​สุดท้าย​แล้ว!","恭喜！你獲得另一階級的頭部外觀：混沌石！","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 4)","Casque Né du Chaos (Palier 4)","Chaosgeborener Helm (Level 4)","カオスボーンヘルメット（ティア4）","혼돈의 시초 투구 (4등급)","Elmo Nascido do Caos (Tier 4)","Шлем Рождённого Хаосом (4 уровень)","Casco de Nacido del caos (nivel 4)","หมวก Chaosborn (ระดับ 4)","頭部外觀：混沌魔王（T4）",""
