"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
915,5001,1,4531,[],[],9409,"",[173],[4],0,"",[],0,"","","",[9085],"Magma Wave","Vague de magma","Magmawelle","マグマウェーブ","마그마 물결","Onda de Magma","Волна магмы","Ola de magma","คลื่นหินหลอม","熔岩波",0,[],0,0,[],[],[],[],[],""
916,5001,2,4531,[],[],9410,"","[1777,173]","[1,9]",0,"",[],0,"","","",[9085],"Magma Nova","Nova de magma","Magmanova","マグマノヴァ","마그마 폭발","Nova de Magma","Кольцо магмы","Nova de magma","หินหลอมกระจาย","熔岩新星",0,[],0,0,[],[],[],[],[],""
917,5001,3,4531,[],[],9411,28,[173],[1],0,4610,[],0,"","","",[9085],"Magma Mortar","Mortier de magma","Magmageschosse","マグマモーター","마그마 박격포","Morteiro de Magma","Магмовая мортира","Mortero de magma","หินหลอมลอย","熔岩炮擊",0,[],0,0,[],[],[],[],[],""
918,5003,1,5923,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Magma Wave","Vague de magma","Magmawelle","マグマウェーブ","마그마 물결","Onda de Magma","Волна магмы","Ola de magma","คลื่นหินหลอม","熔岩波",0,[],0,0,[],[],[],[],[],""
919,5003,2,5923,[],[],9410,"","[1777,173]","[1,9]",0,"",[],0,"","","",[],"Magma Nova","Nova de magma","Magmanova","マグマノヴァ","마그마 폭발","Nova de Magma","Кольцо магмы","Nova de magma","หินหลอมกระจาย","熔岩新星",0,[],0,0,[],[],[],[],[],""
920,5003,4,5923,[],[],9411,"","[1777,173,172,175]","[1,9,10,-50]",0,"",[],0,"","","",[],"Lurching Magma","Globe de magma","Wallendes Magma","ラーチングマグマ","요동치는 마그마","Magma Trêmulo","Бросок магмы","Tambaleo de magma","หินหลอมเซถลา","搖晃熔岩",0,[],0,0,[],[],[],[],[],""
921,5018,0,349,[],[],9471,"",[],[],0,"",[],10,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
922,5018,1,2607,[],[],9409,"",[173],[4],0,"",[],10,"","","",[],"Spectral Arsenal","Arsenal spectral","Spektrales Arsenal","スペクトラルアーセナル","영체 병기창","Arsenal Espectral","Призрачный арсенал","Arsenal espectral","คลังแสงแห่งเงา","靈體火炮",0,[],0,0,[],[],[],[],[],""
923,5018,2,218,[],[],9464,"",[347],[6],0,"",[5059],10,"","","on_event_triggerground_for_NewShieldCharge = \""TriggerSkill(MetamorphosisCastBurningGround);\""",[],"Charge Forward","Charge vers l'avant","Frontalangriff","チャージフォワード","전방 돌격","Investida Direta","Рывок вперед","Carga delantera","พุ่งไปด้านหน้า","前衝",0,[],0,0,[],[],[],[],[],""
924,5018,3,2607,[],[],9411,"","[173,1777]","[4,1]",0,2608,[],10,"","","",[],"Spiralling Arsenal","Arsenal en spirale","Wirbelndes Arsenal","スパイラリングアーセナル","나선 병기창","Arsenal Giratório","Спиральный арсенал","Arsenal en espiral","คลังแสงหมุนวน","螺旋火炮",0,[],0,0,[],[],[],[],[],""
925,5020,0,349,[],[],9471,"",[],[],0,"",[],10,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
926,5020,1,2607,[],[],9409,"",[173],[4],0,"",[],10,"","","",[],"Spectral Arsenal","Arsenal spectral","Spektrales Arsenal","スペクトラルアーセナル","영체 병기창","Arsenal Espectral","Призрачный арсенал","Arsenal espectral","คลังแสงแห่งเงา","靈體火炮",0,[],0,0,[],[],[],[],[],""
927,5020,3,2607,[],[],9411,"","[173,1777]","[4,1]",0,2608,[],10,"","","",[],"Spiralling Arsenal","Arsenal en spirale","Wirbelndes Arsenal","スパイラリングアーセナル","나선 병기창","Arsenal Giratório","Спиральный арсенал","Arsenal en espiral","คลังแสงหมุนวน","螺旋火炮",0,[],0,0,[],[],[],[],[],""
928,5020,4,2520,[],[],2520,22,"[5751,357]","[200,6000]",0,"",[],10,"","","",[],"Divine Protection","Protection divine","Göttlicher Schutz","ディヴァインプロテクション","신성한 보호","Proteção Divina","Божественная защита","Protección divina","สิ่งศักดิ์สิทธิ์ปกป้อง","神聖庇護",0,[],0,0,[],[],[],[],[],""
929,1373,1,49,[],[],9409,"",[195],[1],0,"",[],0,"","","",[],"Corrupted Fireball","Boule de feu corrompu","Verderbter Feuerball","コラプディドファイヤーボール","타락한 화염구","Bola de Fogo Corrompida","Осквернённый огненный шар","Bola de fuego corrupta","บอลไฟมลทิน","腐化火球",0,[],30,0,[],[],[],[],[],""
930,1373,3,49,[],[],9411,"",[1211],[-40],0,50,[],0,"","on_start_Fireball = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],"Corrupted Fireball Nova","Nova de boules de feu corrompu","Verderbte Feuerballnova","コラプディドファイヤーボールノヴァ","타락한 화염구 폭발","Bola Explosiva de Fogo Corrompida","Кольцо осквернённых огненных шаров","Nova de bolas de fuego corruptas","บอลไฟมลทินกระจาย","腐化火球新星",0,[],30,0,[],[],[],[],[3603],""
931,4926,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
932,4926,2,7708,[],[],9410,"",[173],[2],0,"",[6147],0,"","","",[],"Explosive Shot","Tir explosif","Explosiver Schuss","エクスプローシブショット","폭발성 사격","Tiro Explosivo","Взрывной выстрел","Disparo explosivo","กระสุนระเบิด","爆炸射擊",0,[],0,0,[],[],[],[],[],""
933,4926,4,4624,[],[],9433,20,"[173,2501,357,6152]","[0,5,4000,1]",0,"",[],0,"","","",[],"Crowd Catcher","Coup de filet","Netzwurf","クラウドキャッチャー","군중 포획자","Animador de Platéia","Ловчий","Capturador de multitud","จับชาวบ้าน","群眾補捉",51,[],0,0,[],[],[],[],[],""
934,4928,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
935,4928,4,4624,[],[],9433,20,"[173,2501,357,6152]","[0,5,4000,1]",0,"",[],0,"","","",[],"Crowd Catcher","Coup de filet","Netzwurf","クラウドキャッチャー","군중 포획자","Animador de Platéia","Ловчий","Capturador de multitud","จับชาวบ้าน","群眾補捉",51,[],0,0,[],[],[],[],[],""
936,5007,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
937,5007,2,5928,[],[],9491,28,"[173,2501]","[4,25]",0,"",[],0,"","","",[],"Magma Cascade","Déferlement de magma","Magmakaskade","マグマカスケード","마그마 폭포","Cascata de Magma","Магмовый каскад","Cascada de magma","หินหลอมขั้นบันได","熔岩爆發",81,[],0,0,[],[],[],[],[],""
938,5007,1,5928,[],[],9409,"",[173],[4],0,"",[],0,"","","",[],"Magma Wave","Vague de magma","Magmawelle","マグマウェーブ","마그마 물결","Onda de Magma","Волна магмы","Ola de magma","คลื่นหินหลอม","熔岩波",0,[],0,0,[],[],[],[],[],""
939,5007,4,5928,[],[],9411,"","[1777,173,172,175]","[1,9,10,-50]",0,"",[],0,"","","",[],"Lurching Magma","Globe de magma","Wallendes Magma","ラーチングマグマ","요동치는 마그마","Magma Trêmulo","Бросок магмы","Tambaleo de magma","หินหลอมเซถลา","搖晃熔岩",0,[],0,0,[],[],[],[],[],""
940,5022,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
941,5022,1,2611,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Spectral Arsenal","Arsenal spectral","Spektrales Arsenal","スペクトラルアーセナル","영체 병기창","Arsenal Espectral","Призрачный арсенал","Arsenal espectral","คลังแสงแห่งเงา","靈體火炮",0,[],0,0,[],[],[],[],[],""
942,5022,4,2611,[],[],9411,"","[173,1777,347]","[6,1,10]",0,2608,[],0,"","","",[],"Spiralling Arsenal","Arsenal en spirale","Wirbelndes Arsenal","スパイラリングアーセナル","나선 병기창","Arsenal Giratório","Спиральный арсенал","Arsenal en espiral","คลังแสงหมุนวน","螺旋火炮",0,[],0,0,[],[],[],[],[],""
943,5022,2,219,[],[],9464,"",[347],[6],0,"",[5059],0,"","","on_event_triggerground_for_NewShieldCharge = \""TriggerSkill(MetamorphosisCastBurningGround);\""",[],"Shield Bash","Coup de bouclier","Schildschlag","シールドバッシュ","방패 가격","Bater com Escudo","Удар щитом","Choque con escudo","โล่ฟาด","盾擊",0,[],0,0,[],[],[],[],[],""
944,5024,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
945,5024,1,219,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Shield Bash","Coup de bouclier","Schildschlag","シールドバッシュ","방패 가격","Bater com Escudo","Удар щитом","Choque con escudo","โล่ฟาด","盾擊",0,[],0,0,[],[],[],[],[],""
946,5026,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
947,5026,1,2611,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Spectral Arsenal","Arsenal spectral","Spektrales Arsenal","スペクトラルアーセナル","영체 병기창","Arsenal Espectral","Призрачный арсенал","Arsenal espectral","คลังแสงแห่งเงา","靈體火炮",0,[],0,0,[],[],[],[],[],""
948,5026,4,2611,[],[],9411,"","[173,1777,347]","[6,1,10]",0,2608,[],0,"","","",[],"Spiralling Arsenal","Arsenal en spirale","Wirbelndes Arsenal","スパイラリングアーセナル","나선 병기창","Arsenal Giratório","Спиральный арсенал","Arsenal en espiral","คลังแสงหมุนวน","螺旋火炮",0,[],0,0,[],[],[],[],[],""
949,5026,3,2520,[],[],2520,"","[5751,357]","[120,6000]",0,"",[],0,"","","",[],"Divine Protection","Protection divine","Göttlicher Schutz","ディヴァインプロテクション","신성한 보호","Proteção Divina","Божественная защита","Protección divina","สิ่งศักดิ์สิทธิ์ปกป้อง","神聖庇護",0,[],0,0,[],[],[],[],[],""
950,5292,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
951,5292,2,2731,[],[],9479,"","[357,3881,1211]","[2000,-33,100]",0,"",[],0,"","","",[],"Storm Strike","Frappe de la tempête","Stürmischer Schlag","ストームストライク","폭풍 타격","Golpe da Tormenta","Грозовой удар","Golpe de tormenta","ฟาดวายุ","風暴之擊",83,[],0,0,[],[],[],[],[],""
952,5292,3,2731,[],[],9449,"","[357,3881]","[2000,-33]",0,"",[],0,"","","",[],"Storm Fall","Précipitation orageuse","Tosender Sturm","ストームフォール","폭풍 폭포","Tormenta","Гроза","Caída de tormenta","วายุร่วง","暴風雨",84,[],0,0,[],[],[],[],[],""
953,5292,4,2731,[],[],9433,"",[357],[2000],0,"",[],0,"","","",[],"Storm Cage","Cage orageuse","Sturmkäfig","ストームケージ","폭풍 창살","Gaiola da Tormenta","Грозовая клетка","Jaula de tormenta","กรงวายุ","風暴牢籠",51,[],100,0,[],[],[],[],[],""
954,5421,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],-20,0,[],[],[],[],[],""
955,5421,1,6049,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Animated Swords","Épées animées","Beseelte Schwerter","アニメイティドソード","기동된 검","Espadas Animadas","Живые мечи","Espadas animadas","ปลุกเสกดาบ","幻化刀劍",0,[],0,0,[],[],[],[],[],""
956,5421,2,6043,[],[],9410,"","[1920,482]","[-60,50]",0,"",[],0,"","","",[],"Volcanic Slam","Fracas volcanique","Vulkanischer Hieb","ヴォルカニックスラム","화산의 강타","Pancada Vulcânica","Вулканический удар","Impacto volcánico","ทุบภูเขาไฟ","火山之擊",0,[],0,0,[],[],[],[],[],""
957,5421,3,6051,[],[],9411,"",[173],[6],0,"",[],0,"","","",[],"Mass Animated Swords","Profusion d'épées animées","Unzählige Beseelte Schwerter","マスアニメイティドソード","대규모 기동된 검","Espadas Animadas Massivas","Много живых мечей","Masa de Espadas animadas","ปลุกเสกดาบจำนวนมาก","大量幻化刀劍",0,[],0,0,[],[],[],[],[],""
958,5421,4,5608,[],[],9421,"","[2501,318,6152]","[25,150,5]",0,"",[],0,"","","",[],"Volcanic Barrage","Salve volcanique","Vulkanisches Sperrfeuer","ヴォルカニックバラージ","화산의 연발 사격","Barragem Vulcânica","Вулканический залп","Aluvión volcánico","กระสุนภูเขาไฟเป็นชุด","火山彈幕",0,[],-50,0,[],[],[],[],[],""
959,5593,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
960,5593,1,349,[],[],9472,"","[214,70]","[2,100]",0,2360,[],0,"","","",[],"Cultist Reave","Ravage du sectataire","Kultisten-Zerreißen","カルティストリーヴ","광신자 약탈","Devastação Cultista","Потрошение культиста","Desgarro del Cultista","Cultist รีฟ","信仰衝擊波",0,[],-30,0,[],[],[],[],[],""
961,5595,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
962,5595,2,349,[],[],9473,1,[1920],[-40],0,8683,[],0,"","on_start_LancingSteel = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],"Cultist Lancing Steel","Acier transperçant de sectataire","Kultisten-Stechender-Stahl","カルティストランシングスティール","광신자 강철 관통","Aço Perfurante do Cultista","Пронзающая сталь культиста","Acero empalador del Cultista","Cultist Lancing Steel","信仰鋼之突刺",0,[],0,0,[],[],[],[],[3603],""
963,5597,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
964,5597,2,349,[],[],9473,1,[1920],[-40],0,8683,[],0,"","on_start_LancingSteel = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],"Cultist Lancing Steel","Acier transperçant de sectataire","Kultisten-Stechender-Stahl","カルティストランシングスティール","광신자 강철 관통","Aço Perfurante do Cultista","Пронзающая сталь культиста","Acero empalador del Cultista","Cultist Lancing Steel","信仰鋼之突刺",0,[],0,0,[],[],[],[],[3603],""
