"rownum","Metadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32"
203,"Metadata/Chests/Laboratory/RatCrate_04",1,[6914],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
204,"Metadata/Chests/Laboratory/RatCrate_05",1,[6914],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
205,"Metadata/Chests/Laboratory/WormJarSmall_01",1,[6912],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"","","","",[],0,0,0,0
206,"Metadata/Chests/Laboratory/WormJarSmall_02",1,[6912],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"","","","",[],0,0,0,0
207,"Metadata/Chests/Laboratory/WormJarSmall_03",1,[6912],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"","","","",[],0,0,0,0
208,"Metadata/Chests/Laboratory/WormJarSmall_04",1,[6912],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"","","","",[],0,0,0,0
209,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/MapDeviceSpawner1Actual",1,"[7065,7062,7064]",1000,250,0,0,500,1500,0,0,"",1,"","","","","","","","",5,0,50,10,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
210,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/MapDeviceSpawner2Actual",1,"[7066,7062,7064]",1000,250,0,0,500,1500,0,0,"",1,"","","","","","","","",5,0,50,10,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
211,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/MapDeviceSpawner3Actual",1,"[7067,7062,7064]",1000,250,0,0,500,1500,0,0,"",1,"","","","","","","","",5,0,50,10,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
212,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/MapDeviceSpawner4Actual",1,"[7068,7062,7064]",1000,250,0,0,500,1500,0,0,"",1,"","","","","","","","",5,0,50,10,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
213,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/SpawnerGolem",1,[7012],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 ); triggerer.DoAction( Emerge);",1,1,"",[],0,0,0,0
214,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/SpawnerGolem2",1,[7013],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 ); triggerer.DoAction( Emerge);",1,1,"",[],0,0,0,0
215,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/SpawnerHumanoid",1,[7024],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 ); triggerer.DoAction( Emerge);",1,1,"",[],0,0,0,0
216,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/SpawnerHumanoid2",1,[7025],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 ); triggerer.DoAction( Emerge);",1,1,"",[],0,0,0,0
217,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/VoidsandSpawner",1,"[7062,7064]",1000,500,2,10,1000,2000,0,0,"",1,"","",1,"","","","","",4,0,50,0,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
218,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/VoidsandSpawnerChamps",1,[7066],1000,500,2,10,3000,6000,0,0,"",1,"","",1,"","","","","",1,0,0,25,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
219,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/VoidsandSpawnerChamps2",1,[7065],1000,500,2,10,3000,6000,0,0,"",1,"","",1,"","","","","",1,0,0,25,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
220,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/VoidsandSpawnerChamps3",1,[7067],1000,500,2,10,3000,6000,0,0,"",1,"","",1,"","","","","",1,0,0,25,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
221,"Metadata/Monsters/LeagueSynthesis/BossArenaObjects/VoidsandSpawnerChamps4",1,[7068],1000,500,2,10,3000,6000,0,0,"",1,"","",1,"","","","","",1,0,0,25,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );","",1,"",[],0,0,0,0
222,"Metadata/Monsters/LeagueSynthesis/IslandMonsterObjects/IslandAmbushSpawner",1,"[7062,7069,7072,7063,7064]",1000,500,0,0,3000,4500,0,0,"",1,"","","",1,"","","","",2,0,25,0,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );",1,"","","[1,2,1,1,1]",0,0,0,0
223,"Metadata/Monsters/LeagueSynthesis/IslandMonsterObjects/IslandAmbushSpawner2",1,"[7062,7069,7072,7063,7064,6999,7083,7080]",1000,500,0,0,4000,6000,0,0,"",1,"","","",1,"","","","",1,0,25,0,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );",1,"","",[],0,0,0,0
224,"Metadata/Monsters/LeagueSynthesis/IslandMonsterObjects/IslandAmbushSpawner3",1,"[7065,7066,7067,7068,7086,7002,6972,7031]",1000,500,0,0,6000,10000,0,0,"",1,"","","",1,"","","","",1,0,0,15,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 );",1,"","",[],0,0,0,0
225,"Metadata/Monsters/LeagueSynthesis/IslandMonsterObjects/IslandAmbushSpawner4",1,[7015],1,500,0,0,500,1500,0,0,"",1,"","","",1,"","","","",1,0,0,0,3,"","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 6, -90, 0, 6000 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0
226,"Metadata/Monsters/KitavaDemon/KitavaDemonMinionSpawnerExtra",1,[5157],1,500,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,100,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
227,"Metadata/Monsters/KitavaDemon/KitavaDemonMinionSpawnerExtraRare",1,[5158],1,500,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,100,100,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
228,"Metadata/Monsters/KitavaBoss/ExtraArenaSpawners/KitavaSkeletonMinionSpawnerExtra",1,"[2130,2131,2132]",1,2500,0,5,0,0,0,0,"",1,"","","","","","","","",4,0,50,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
229,"Metadata/Monsters/KitavaBoss/ExtraArenaSpawners/KitavaSkeletonMinionSpawnerLedge",1,"[2127,2128,2129]",1,500,0,5,0,0,0,0,"",1,"","","","","","","","",4,0,50,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
230,"Metadata/Monsters/KitavaBoss/ExtraArenaSpawners/KitavaSkeletonCasterSpawnerExtra",1,[2134],1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,100,100,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
231,"Metadata/Monsters/Anomaly/AnomalyShaperInfluenceSpawner",1,"[2003,2004,2005]",6,0,1,10,125,400,20,0,"",1,1,"","","","","","","",0,0,100,5,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( Emerge );","","","Delete();",[],0,0,0,0
232,"Metadata/Monsters/CityStalkers/CityStalkerPortalInfluenceMaker",1,"[2006,2007,2008]",25,0,0,1,250,750,0,0,"",1,1,"","","","","","","",10,0,33,10,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/minion_death/death.ao );","","","",[],0,0,0,0
233,"Metadata/Monsters/Arakaali/ArakaaliMapSpiderSpawner",1,[5328],1,0,0,0,0,0,0,0,"",1,1,"","","","","","","",3,0,100,100,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
234,"Metadata/Monsters/Arakaali/ArakaaliMapSpiderBabySpawner",1,[5329],4,2500,0,0,0,0,0,0,"",1,1,"","","","","","","",64,0,50,0,"","","",1,"triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( WalkEmerge );","","","",[],0,0,0,0
235,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker1",1,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
236,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker1",68,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
237,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker1Ranged",1,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
238,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker1Ranged",68,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
239,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker1Boss",1,[5247],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
240,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker1Boss",68,[5247],1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
241,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker2",1,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
242,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker2",68,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
243,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker2Ranged",1,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
244,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker2Ranged",68,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
245,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker2Boss",1,[5248],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
246,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker2Boss",68,[5248],1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
247,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker3",1,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
248,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker3",68,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
249,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker3Ranged",1,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
250,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker3Ranged",68,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
251,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker4",1,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
252,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker4",68,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
253,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker4Ranged",1,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
254,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker4Ranged",68,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
255,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker5",1,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
256,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker5",68,"[5588,5591]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
257,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker5Ranged",1,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","",1,"",[],0,0,0,0
258,"Metadata/Monsters/AvariusCasticus/AvariusTemplarMarker5Ranged",68,"[5589,5590,5592]",1,500,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,25,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/p2_golden_templar/summon_in/summon_in.ao );","","","",[],0,0,0,0
259,"Metadata/Monsters/ParasiteNest/ParasiteNestGardensMapDeathSpawner",1,[1454],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,100,100,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
260,"Metadata/Monsters/Frog/FrogGod/SilverOrbGardensMapSpawner",1,[5654],1000,4000,0,15,0,0,0,0,1,1,"","","","","","","","",8,0,0,0,"","","",1,"triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0
261,"Metadata/Monsters/GemMonster/Frog/ChromeFrogGardensMapSpawner",1,[1474],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,100,100,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
262,"Metadata/Monsters/Skeletons/Skeleton/GraveyardMapSkeletonSpawnerMelee1",1,[7240],2,2500,0,10,0,0,0,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
263,"Metadata/Monsters/Skeletons/Skeleton/GraveyardMapSkeletonSpawnerRanged1",1,[7241],2,2500,0,10,0,0,50,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
264,"Metadata/Monsters/Skeletons/Skeleton/GraveyardMapSkeletonSpawnerCaster1",1,[7242],1,2500,0,10,0,0,33,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
265,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena1BasicSpawner1",1,"[7245,7262,7246,7247,7248,7249]",40,1000,0,0,750,2000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_oriath.ao );","","","","[40,40,50,10,10,10]",0,0,0,0
266,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena1ThemeSpawner1",1,[7255],25,1000,0,0,1000,3000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_oriath.ao );","","","",[],0,0,0,0
267,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena2BasicSpawner1",1,"[7245,7262,7246,7247,7248,7249]",40,1000,0,0,750,2000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_eternal.ao );","","","","[40,40,50,10,10,10]",0,0,0,0
268,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena2ThemeSpawner1",1,"[7259,7260,7261]",25,1000,0,0,1000,3000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_eternal.ao );","","","","[40,15,10]",0,0,0,0
269,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena3BasicSpawner1",1,"[7245,7262,7246,7247,7248,7249]",40,1000,0,0,750,2000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_vaal.ao );","","","","[40,40,50,10,10,10]",0,0,0,0
270,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena3ThemeSpawner1",1,"[7264,7265,7266]",25,1000,0,0,1000,3000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_vaal.ao );","","","","[50,50,50]",0,0,0,0
271,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena4BasicSpawner1",1,"[7250,7263,7251,7252,7253,7254]",40,1000,0,0,750,2000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_abyss.ao );","","","","[40,40,50,10,10,10]",0,0,0,0
272,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialArena4ThemeSpawner1",1,"[7270,7267]",25,1000,0,0,1000,3000,0,0,1,1,"","","","","","","","",3,0,20,0,"","","",1,"PlayEffect( Metadata/Effects/Environment/waypoint/poofs/spawn_abyss.ao );","","","","[60,10]",0,0,0,0
273,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialGhostSpawner1",1,"[7271,7272,7273]",20,1000,0,0,1500,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,20,20]",0,0,0,0
274,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialGhostSpawner2",1,"[7271,7272,7273]",20,1000,0,0,1500,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,20,20]",0,0,0,0
275,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialGhostSpawner3",1,"[7271,7272,7273]",20,1000,0,0,1500,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,20,20]",0,0,0,0
276,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialGhostSpawner4",1,"[7271,7272,7273]",20,1000,0,0,1500,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,20,20]",0,0,0,0
277,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialPhantasmSpawner1",1,"[7274,7275]",12,1500,0,0,2000,6000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,5]",0,0,0,0
278,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialPhantasmSpawner2",1,"[7274,7275]",12,1500,0,0,2000,6000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,5]",0,0,0,0
279,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialPhantasmSpawner3",1,"[7274,7275]",12,1500,0,0,2000,6000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[20,5]",0,0,0,0
280,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialZombieSpawner1",1,"[7276,7277]",30,1000,0,0,1000,2500,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[15,10]",0,0,0,0
281,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialRagingSpiritSpawner1",1,[7278],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,0,"","","",1,"","","","",[],0,0,0,0
282,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialBoneRhoaSpawner1",1,[7279],15,2000,0,0,1500,4500,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","",[],0,0,0,0
283,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialOriathSpawner1",1,"[7280,7281,7282,7283,7284,7285]",20,1000,0,0,1000,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[5,5,5,5,10,10]",0,0,0,0
284,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialOriathSpawner2",1,"[7280,7281,7282,7283,7284,7285]",20,1000,0,0,1000,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[5,5,5,5,10,10]",0,0,0,0
285,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialOriathSpawner3",1,"[7280,7281,7282,7283,7284,7285]",20,1000,0,0,1000,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[5,5,5,5,10,10]",0,0,0,0
286,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialOriathSpawner4",1,"[7280,7281,7282,7283,7284,7285]",20,1000,0,0,1000,4000,0,0,1,1,"","","","","","","","",2,0,25,7,"","","",1,"","","","","[5,5,5,5,10,10]",0,0,0,0
287,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialCannonDaemonSpawner1",1,[7287],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,7,"","","",1,"","","","",[],0,0,0,0
288,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialCannonDaemonSpawner2",1,[7287],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,0,"","","",1,"","","","",[],0,0,0,0
289,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialCannonDaemonSpawner3",1,[7287],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,0,"","","",1,"","","","",[],0,0,0,0
290,"Metadata/Monsters/Skeletons/CowardsTrial/CowardsTrialCannonDaemonSpawner4",1,[7287],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",1,0,0,0,"","","",1,"","","","",[],0,0,0,0
291,"Metadata/Monsters/ShieldCrabs/ShieldCrabBossCrabSpawner",1,[504],1,500,0,0,750,2500,0,0,"",1,"","","","","","","","",0,0,0,0,"","","",1,"triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0
