"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","i32","i32","i32","bool","i32","[rid]","row","rid","bool","[rid]","[rid]","i32","i32","bool","rid","rid","bool","rid"
2152,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBloodGuardianGloves",40,2,2,"Blood Guardian Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,514817,0,0,0,"",-1744880655,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2153,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBloodGuardianBodyArmour",40,2,2,"Blood Guardian Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,515073,0,0,0,"",-1285464774,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2154,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionBloodGuardianPortraitFrame",40,2,2,"Blood Guardian Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,514049,0,0,0,"",1173821079,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2155,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianBaneEffect",40,2,2,"Stygian Bane Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,515329,0,0,0,"",-51778796,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2156,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueDragonPortalEffect",40,2,2,"Blue Dragon Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,515585,0,0,0,"",-1786707500,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2157,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFrostBladesEffect",40,2,2,"Stygian Frost Blades Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,515841,0,0,0,"",-1321283394,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2158,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionPlatedCharacterEffect",40,2,2,"Zenith Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,516097,0,0,0,"",2044680914,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2159,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPlatedAuraEffect",40,2,2,"Zenith Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,516353,0,0,0,"",-151237753,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2160,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionExaltedHolyRelic",40,2,2,"Exalted Holy Relic","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,516609,0,0,0,"",-1618150674,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2161,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDragonAuraEffect",40,2,2,"Dragon Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,516865,0,0,0,"",-1730521400,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2162,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBlueDragonAuraEffect",40,2,2,"Blue Dragon Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,517121,0,0,0,"",-689626435,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2163,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDualDragonAuraEffect",40,2,2,"Dual Dragon Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,517377,0,0,0,"",1192197765,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2164,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningWings",40,2,2,"Lightning Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,517633,0,0,0,"",2141212844,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2165,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTitanSword",40,2,2,"Titan Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,517889,0,0,0,"",-2046336452,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2166,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildHood",40,2,2,"Wild Cougar Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,518145,0,0,0,"",-1288362242,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2167,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildHelmet",40,2,2,"Wild Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,518401,0,0,0,"",64106520,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2168,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildBoots",40,2,2,"Wild Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,518657,0,0,0,"",1647558320,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2169,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGloves",40,2,2,"Wild Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,518913,0,0,0,"",1480947763,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2170,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildBodyArmour",40,2,2,"Wild Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,519169,0,0,0,"",1150766824,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2171,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildCloak",40,2,2,"Wild Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,519425,0,0,0,"",-1922659695,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2172,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildWings",40,2,2,"Wild Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,519681,0,0,0,"",-653664627,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2173,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildAxe",40,2,2,"Wild Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,519937,0,0,0,"",-1392484535,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2174,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildShield",40,2,2,"Wild Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,520193,0,0,0,"",1955009110,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2175,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildFootprintsEffect",40,2,2,"Wild Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,520449,0,0,0,"",-1760192905,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2176,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionWildCharacterEffect",40,2,2,"Wild Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,523777,0,0,0,"",-540937405,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2177,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildPortalEffect",40,2,2,"Wild Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,520705,0,0,0,"",-40839976,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2178,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildWeaponEffect",40,2,2,"Wild Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,520961,0,0,0,"",237613999,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2179,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWildAuraEffect",40,2,2,"Wild Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,521217,0,0,0,"",-2103358596,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2180,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWildDashEffect",40,2,2,"Wild Dash Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,521473,0,0,0,"",-1506024747,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2181,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldHood",40,2,2,"Wild Gold Cougar Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,521729,0,0,0,"",-1141642505,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2182,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldHelmet",40,2,2,"Wild Gold Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,521985,0,0,0,"",-1265113316,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2183,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldBoots",40,2,2,"Wild Gold Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,522241,0,0,0,"",2132545898,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2184,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldGloves",40,2,2,"Wild Gold Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,522497,0,0,0,"",-1794898687,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2185,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldBodyArmour",40,2,2,"Wild Gold Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,522753,0,0,0,"",453362075,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2186,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldCloak",40,2,2,"Wild Gold Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,523009,0,0,0,"",-1866368421,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2187,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldWings",40,2,2,"Wild Gold Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,523265,0,0,0,"",-1395510547,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2188,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldFootprintsEffect",40,2,2,"Wild Gold Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,523521,0,0,0,"",1024569468,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2189,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWildGoldPortalEffect",40,2,2,"Wild Gold Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,524033,0,0,0,"",-1716072231,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2190,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerHat",40,2,2,"Wrangler Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,524289,0,0,0,"",1099030113,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2191,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerHelmet",40,2,2,"Wrangler Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,524545,0,0,0,"",-91240600,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2192,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerBoots",40,2,2,"Wrangler Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,524801,0,0,0,"",63662888,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2193,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerGloves",40,2,2,"Wrangler Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,525057,0,0,0,"",1101759211,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2194,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerBodyArmour",40,2,2,"Wrangler Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,525313,0,0,0,"",1300399107,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2195,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerCloak",40,2,2,"Wrangler Crossbow","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,525569,0,0,0,"",-1998731796,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2196,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerWings",40,2,2,"Wrangler Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,525825,0,0,0,"",1485947354,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2197,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerBlade",40,2,2,"Wrangler Blade","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,526081,0,0,0,"",-1849922110,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2198,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerFootprintsEffect",40,2,2,"Wrangler Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,526337,0,0,0,"",637587152,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2199,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionWranglerCharacterEffect",40,2,2,"Wrangler Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,529665,0,0,0,"",-2088177013,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2200,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerPortalEffect",40,2,2,"Wrangler Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,526593,0,0,0,"",1406361760,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2201,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWranglerWeaponEffect",40,2,2,"Wrangler Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,526849,0,0,0,"",1163628837,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2202,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWranglerAuraEffect",40,2,2,"Wrangler Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,527105,0,0,0,"",590993588,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2203,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWranglerDashEffect",40,2,2,"Wrangler Frostblink Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,527361,0,0,0,"",1832208137,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2204,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerHat",40,2,2,"Silver Wrangler Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,527617,0,0,0,"",-818220062,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2205,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerHelmet",40,2,2,"Silver Wrangler Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,527873,0,0,0,"",-860754491,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2206,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerBoots",40,2,2,"Silver Wrangler Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,528129,0,0,0,"",-1255801650,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2207,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerGloves",40,2,2,"Silver Wrangler Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,528385,0,0,0,"",-310960226,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2208,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerBodyArmour",40,2,2,"Silver Wrangler Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,528641,0,0,0,"",-2101973779,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2209,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerCloak",40,2,2,"Silver Wrangler Crossbow","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,528897,0,0,0,"",-140217117,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2210,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerWings",40,2,2,"Silver Wrangler Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,529153,0,0,0,"",-348373514,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2211,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerFootprintsEffect",40,2,2,"Silver Wrangler Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,529409,0,0,0,"",522565098,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2212,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverWranglerPortalEffect",40,2,2,"Silver Wrangler Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,529921,0,0,0,"",962453996,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2213,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunprismHeraldEffect",40,2,2,"Sunprism Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,530177,0,0,0,"",-194320445,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2214,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistHelmet",40,2,2,"Illusionist Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,530433,0,0,0,"",-1992079197,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2215,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistBoots",40,2,2,"Illusionist Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,530689,0,0,0,"",296453093,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2216,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistGloves",40,2,2,"Illusionist Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,530945,0,0,0,"",-1395632761,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2217,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistBodyArmour",40,2,2,"Illusionist Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,531201,0,0,0,"",1034187012,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2218,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistBackAttachment",40,2,2,"Illusionist Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,531457,0,0,0,"",-1806053791,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2219,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistSword",40,2,2,"Illusionist Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,531713,0,0,0,"",-1535339784,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2220,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistWeaponEffect",40,2,2,"Illusionist Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,531969,0,0,0,"",-1127392502,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2221,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionIllusionistAuraEffect",40,2,2,"Illusionist Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,532225,0,0,0,"",140537496,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2222,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionIllusionistCycloneEffect",40,2,2,"Illusionist Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,532481,0,0,0,"",1409622176,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2223,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIllusionistPortalEffect",40,2,2,"Illusionist Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,532737,0,0,0,"",-910746756,[],252,"","",[],[],-16843010,-16843010,"","","","",""
2224,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteLacqueredSword",40,2,2,"Zenith Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,532993,0,0,0,"",-255037359,[],252,"","",[],[],-16843010,-16843010,"","","","",""
