"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid"
1407,"AscendancyDeadeye14","Art/2DArt/SkillIcons/passives/DeadEye/GatherWinds.dds",[7708],15,0,0,0,24848,"Gathering Winds",[],"",1,"","",6954,"",4,"",[],0,"","",0,[37],"","",0,"","",0,"",""
1408,"AscendancyDeadeye15","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,13305]",10,15,0,0,1729,"Projectile Damage, Mirage Archer Duration",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1409,"AscendancyDeadeye16","Art/2DArt/SkillIcons/passives/Mirage.dds","[13304,13306,13307]",1,2,35,0,2872,"Occupying Force",[],"",1,"","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1410,"AscendancyDeadeye17","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,84]",10,10,0,0,56134,"Projectile Damage, Accuracy",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1411,"AscendancyDeadeye18","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,175]",10,10,0,0,64028,"Projectile Damage, Projectile Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1412,"AscendancyDeadeye19","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAttackSpeed.dds","[498,70]",10,5,0,0,22852,"Projectile Damage, Attack Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1413,"AscendancyDeadeye20_","Art/2DArt/SkillIcons/passives/ProtectiveWinds.dds","[13385,13386]",-3,1,0,0,23169,"Wind Ward",[],"",1,"","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"",""
1414,"AscendancyPathfinder1","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectFlaskDuration.dds","[1745,739]",5,8,0,0,36242,"Flask Effect and Duration",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1415,"AscendancyPathfinder2","Art/2DArt/SkillIcons/passives/PathFinder/NaturesAdrenaline.dds","[3501,3279]",20,15,0,0,51101,"Nature's Adrenaline",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1416,"AscendancyPathfinder3","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectFlaskDuration.dds","[1745,739]",5,8,0,0,14156,"Flask Effect and Duration",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1417,"AscendancyPathfinder4","Art/2DArt/SkillIcons/passives/PathFinder/MasterSurgeon.dds","[3632,3642,14196,13454]",100,1,1,6,63293,"Master Surgeon",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1418,"AscendancyPathfinder5","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectElementalResistance.dds","[1745,460]",5,10,0,0,32640,"Flask Effect and Charges Gained",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1419,"AscendancyPathfinder6","Art/2DArt/SkillIcons/passives/PathFinder/AlchemistGift.dds","[3494,3730,4727]",-6,3,20,0,65296,"Nature's Boon",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1420,"AscendancyPathfinder7","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectElementalResistance.dds","[1745,460]",5,10,0,0,40631,"Flask Effect and Charges Gained",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1421,"AscendancyPathfinder8","Art/2DArt/SkillIcons/passives/PathFinder/MasterAlchemist.dds","[4704,3499]",20,1,0,0,61805,"Master Alchemist",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1422,"AscendancyPathfinder9","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectAttackDamage.dds","[1745,2607]",5,10,0,0,59800,"Flask Effect, Attack Damage",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1423,"AscendancyPathfinder10","Art/2DArt/SkillIcons/passives/PathFinder/MasterFletcher.dds","[596,1899,4753]",10,15,100,0,6038,"Veteran Bowyer",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1424,"AscendancyPathfinder11","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectDamageOverTime.dds","[1745,63]",5,15,0,0,32662,"Flask Effect, Chaos Damage",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1425,"AscendancyPathfinder12","Art/2DArt/SkillIcons/passives/PathFinder/MasterHerbalist.dds","[8325,8290,485]",15,30,40,0,40813,"Nature's Reprisal",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1426,"AscendancyPathfinder13","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectDamageOverTime.dds","[1745,3367]",5,10,0,0,20480,"Flask Effect, Poison Duration",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1427,"AscendancyPathfinder14","Art/2DArt/SkillIcons/passives/PathFinder/Master Toxicist.dds","[8289,8381]",20,1,0,0,1697,"Master Toxicist",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"",""
1428,"AscendancyOccultist1","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldManaReservation.dds","[134,1387]",6,5,0,0,31984,"Energy Shield, Curse Effect",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1429,"AscendancyOccultist2","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldManaReservation.dds","[134,1387]",6,5,0,0,17018,"Energy Shield, Curse Effect",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1430,"AscendancyOccultist3","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldAttackAndCastSpeed.dds","[134,63,49]",6,10,10,0,32417,"Energy Shield, Cold and Chaos Damage",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1431,"AscendancyOccultist4","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldCriticalStrikeChance.dds","[134,427]",6,15,0,0,6728,"Energy Shield, Power Charge Duration",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1432,"AscendancyOccultist5","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldMaximumMana.dds","[134,138]",6,15,0,0,48124,"Energy Shield, Energy Shield Recharge Rate",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1433,"AscendancyOccultist6","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldMaximumMana.dds","[134,138]",6,15,0,0,50935,"Energy Shield, Energy Shield Recharge Rate",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1434,"AscendancyOccultist7","Art/2DArt/SkillIcons/passives/Occultist/LotusExtract.dds","[4477,4661]",40,1,0,0,37127,"Profane Bloom",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1435,"AscendancyOccultist8","Art/2DArt/SkillIcons/passives/Occultist/FatefulEchoes.dds","[720,1387,7634]",1,15,1,0,31344,"Malediction",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1436,"AscendancyOccultist9","Art/2DArt/SkillIcons/passives/Occultist/EldrichBarrier.dds",[],0,0,0,0,5502,"Wicked Ward",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1437,"AscendancyOccultist10","Art/2DArt/SkillIcons/passives/Occultist/SoulCatalyst.dds","[4083,4084,1053]",120,1,2400,0,37492,"Vile Bastion",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1438,"AscendancyOccultist11","Art/2DArt/SkillIcons/passives/Occultist/VoidBeacon.dds",[],0,0,0,0,27096,"Void Beacon",[],"",1,"","",6954,"",6,"",[],0,"","",0,[20],"","",0,"","",0,"",""
1439,"AscendancyOccultist12","Art/2DArt/SkillIcons/passives/Occultist/VowOfDamnation.dds","[181,424,6136,6503]",1,6,6,200,62504,"Forbidden Power",[],"",1,"","",6954,"",6,"",[],0,"","",0,[19],"","",0,"","",0,"",""
1440,"AscendancyOccultist13","Art/2DArt/SkillIcons/passives/Occultist/EnergyShieldChaos.dds","[134,63]",6,10,0,0,31316,"Energy Shield, Chaos Damage",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1441,"AscendancyOccultist14","Art/2DArt/SkillIcons/passives/Occultist/EnergyShieldCold.dds","[134,49]",6,10,0,0,43242,"Energy Shield, Cold Damage",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"",""
1442,"AscendancyOccultist15","Art/2DArt/SkillIcons/passives/Occultist/WitheringPresence.dds","[13289,150]",15,60,0,0,25309,"Withering Presence",[],"",1,"","",6954,"",6,"",[4345],0,"","",0,"[17,31]","","",0,"","",0,"",""
1443,"AscendancyOccultist16","Art/2DArt/SkillIcons/passives/Occultist/FrigidWake.dds","[13288,190,191]",15,100,100,0,47630,"Frigid Wake",[],"",1,"","",6954,"",6,"",[3684],0,"","",0,"[23,30]","","",0,"","",0,"",""
1444,"AscendancyElementalist1","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,1874]",10,5,0,0,18002,"Elemental Damage, Status Ailment Chance",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1445,"AscendancyElementalist2","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,1874]",10,5,0,0,27514,"Elemental Damage, Status Ailment Chance",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1446,"AscendancyElementalist3","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageAttackCasteSpeed.dds","[486,1905]",10,4,0,0,37114,"Elemental Damage, Attack and Cast Speed",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1447,"AscendancyElementalist4","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageAttackCasteSpeed.dds","[486,1905]",10,4,0,0,19595,"Elemental Damage, Attack and Cast Speed",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1448,"AscendancyElementalist5","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageElementalResistances.dds","[486,141]",10,6,0,0,6052,"Elemental Damage and Resistances",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1449,"AscendancyElementalist6","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageElementalResistances.dds","[486,141]",10,6,0,0,54279,"Elemental Damage and Resistances",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1450,"AscendancyElementalist7","Art/2DArt/SkillIcons/passives/Elementalist/MaliciousInspiration.dds","[7419,7420,7880,6308]",10,15,20,30,64588,"Beacon of Ruin",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1451,"AscendancyElementalist8","Art/2DArt/SkillIcons/passives/Elementalist/ElementalEnlightenment.dds",[4996],1,0,0,0,51391,"Shaper of Desolation",[],"",1,"","",6954,"",7,"",[2450],0,"","",0,[],"","",0,"","",0,"",""
1452,"AscendancyElementalist9","Art/2DArt/SkillIcons/passives/Elementalist/LiegeOfThePrimordial.dds","[13284,2892,5129]",4000,1,100,0,56461,"Liege of the Primordial",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1453,"AscendancyElementalist10","Art/2DArt/SkillIcons/passives/Elementalist/PrimevalForce.dds","[13278,13281]",-25,60,0,0,61259,"Mastermind of Discord",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1454,"AscendancyElementalist11","Art/2DArt/SkillIcons/passives/Elementalist/PendulumOfDestruction.dds","[13323,13324]",1,60,0,0,57197,"Heart of Destruction",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1455,"AscendancyElementalist12","Art/2DArt/SkillIcons/passives/Elementalist/IridescentFlesh.dds","[13308,13296,7705]",20,1,1,0,4917,"Bastion of Elements",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],44334,"",0,"","",0,"",""
1456,"AscendancyElementalist13","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageElementalResistances.dds","[486,141]",10,6,0,0,47873,"Elemental Damage and Resistances",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1457,"AscendancyElementalist14","Art/2DArt/SkillIcons/passives/Elementalist/ElemancerIcon.dds","[2892,10245,7652]",1,1,25,0,258,"Elemancer",[],"",1,"","",6954,"",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1458,"AscendancyElementalist15","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,10190]",10,4,0,0,12738,"Elemental Damage, Fire Damage over Time Multiplier",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1459,"AscendancyElementalist16","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,12444]",10,10,0,0,58998,"Elemental Damage, Lightning Ailment Effect",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1460,"AscendancyElementalist17","Art/2DArt/SkillIcons/passives/Elementalist/ElementalDamageFreezeShockIgnite.dds","[486,12443]",10,10,0,0,12475,"Elemental Damage, Cold Ailment Effect",[],"","","","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1461,"AscendancyElementalist18","Art/2DArt/SkillIcons/passives/Elementalist/IgniteSpecialisation.dds","[4995,195,13370]",1,1,25,0,53123,"Shaper of Flames",[],"",1,"","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1462,"AscendancyElementalist19","Art/2DArt/SkillIcons/passives/Elementalist/ShockSpecialisation.dds","[196,4994,13286,7420]",1,1,25,15,27038,"Shaper of Storms",[],"",1,"","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1463,"AscendancyElementalist20","Art/2DArt/SkillIcons/passives/Elementalist/ChillSpecialisation.dds","[4993,13285,7419,13445]",1,50,15,40,40810,"Shaper of Winter",[],"",1,"","","","",7,"",[],0,"","",0,[],"","",0,"","",0,"",""
1464,"AscendancyNecromancer1","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedMinionLife.dds","[488,159]",10,10,0,0,55646,"Minion Damage and Life",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1465,"AscendancyNecromancer2","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedMinionLife.dds","[488,159]",10,10,0,0,18309,"Minion Damage and Life",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1466,"AscendancyNecromancer3","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedMinionLife.dds","[488,159]",10,10,0,0,60547,"Minion Damage and Life",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1467,"AscendancyNecromancer4","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedSkillDuration.dds","[488,215]",10,10,0,0,39818,"Minion Damage, Skill Duration",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1468,"AscendancyNecromancer5","Art/2DArt/SkillIcons/passives/Necromancer/ManaNode.dds","[488,128]",10,8,0,0,18574,"Minion Damage, Mana",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1469,"AscendancyNecromancer6","Art/2DArt/SkillIcons/passives/Necromancer/IncreasedMinionDamageIncreasedSkillDuration.dds","[488,3840]",10,5,0,0,5415,"Minion Damage, Aura Effect",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1470,"AscendancyNecromancer7","Art/2DArt/SkillIcons/passives/Necromancer/GenericMinionNotable.dds","[488,2092,2093,617]",30,10,10,10,54159,"Mindless Aggression",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1471,"AscendancyNecromancer8","Art/2DArt/SkillIcons/passives/Necromancer/OffensiveMinionNotable.dds",[10254],2,0,0,0,65153,"Unnatural Strength",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1472,"AscendancyNecromancer9","Art/2DArt/SkillIcons/passives/Necromancer/DefensiveMinionNotable.dds","[10061,10240,10242,10243]",20,1,2,20,14603,"Bone Barrier",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],40117,"",0,"","",0,"",""
1473,"AscendancyNecromancer10","Art/2DArt/SkillIcons/passives/Necromancer/GiftsOfTheDamned.dds","[215,3693,7518]",40,1,-50,0,48719,"Mistress of Sacrifice",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1474,"AscendancyNecromancer11","Art/2DArt/SkillIcons/passives/Necromancer/EssenceGlutton.dds","[9953,9954,9951,9952]",4,8,300,12,3554,"Essence Glutton",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1475,"AscendancyNecromancer12","Art/2DArt/SkillIcons/passives/Necromancer/CommandingTheDarkness.dds","[3714,4742,4417]",3,30,30,0,36017,"Commander of Darkness",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1476,"AscendancyNecromancer13","Art/2DArt/SkillIcons/passives/Necromancer/CorpseConsumptionNode.dds","[488,216]",10,4,0,0,26298,"Minion Damage, Cast Speed",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1477,"AscendancyNecromancer14","Art/2DArt/SkillIcons/passives/Necromancer/PlagueBringer.dds","[9946,9947,9950]",-10,10,30,0,11490,"Plaguebringer",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1478,"AscendancyNecromancer15","Art/2DArt/SkillIcons/passives/Necromancer/CorpseConsumptionNode.dds","[488,216]",10,4,0,0,23509,"Minion Damage, Cast Speed",[],"","","","","","",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1479,"AscendancyNecromancer16","Art/2DArt/SkillIcons/passives/Necromancer/CorpseConsumptionNotable2.dds","[9955,9956,4759]",50,1,2,0,23572,"Corpse Pact",[],"",1,"","",6954,"",8,"",[],0,"","",0,[],"","",0,"","",0,"",""
1480,"AscendancySlayer1","Art/2DArt/SkillIcons/passives/Slayer/2HdmgCritStrikeMultiplier.dds","[554,2607]",15,10,0,0,61393,"Attack Damage, Critical Strike Chance",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1481,"AscendancySlayer2","Art/2DArt/SkillIcons/passives/Slayer/2HdmgSpeed.dds","[70,2607]",5,10,0,0,15286,"Attack Damage, Attack Speed",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1482,"AscendancySlayer3","Art/2DArt/SkillIcons/passives/Slayer/2HdmgSpeed.dds","[70,2607]",5,10,0,0,42293,"Attack Damage, Attack Speed",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1483,"AscendancySlayer4","Art/2DArt/SkillIcons/passives/Slayer/2HdmgLeech.dds","[2695,2607]",40,10,0,0,34215,"Attack Damage, Life Leech",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1484,"AscendancySlayer5","Art/2DArt/SkillIcons/passives/Slayer/2HdmgLeech.dds","[2695,2607]",40,10,0,0,45696,"Attack Damage, Life Leech",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1485,"AscendancySlayer6","Art/2DArt/SkillIcons/passives/Slayer/2HdmgAOE.dds","[434,2607]",10,10,0,0,20954,"Attack Damage, Area of Effect",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1486,"AscendancySlayer7","Art/2DArt/SkillIcons/passives/Slayer/BaneOfLegends.dds","[9749,9750,4690]",10,10,1,0,3184,"Headsman",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1487,"AscendancySlayer8","Art/2DArt/SkillIcons/passives/Slayer/CriticalAttacks.dds","[9756,9757]",800,10,0,0,17315,"Overwhelm",[],"",1,"","",6954,"",9,"",[],0,"","",0,[32],"","",0,"","",0,"",""
1488,"AscendancySlayer9","Art/2DArt/SkillIcons/passives/Slayer/Headman.dds","[9748,4692,7706]",20,10,1,0,62817,"Bane of Legends",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1489,"AscendancySlayer10","Art/2DArt/SkillIcons/passives/Slayer/EndlessHunger.dds","[3408,10627,3411,3409]",20,1,1,20,34484,"Endless Hunger",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1490,"AscendancySlayer11","Art/2DArt/SkillIcons/passives/Slayer/BrutalFervor.dds","[3410,9751,9280]",1,-10,100,0,10143,"Brutal Fervour",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1491,"AscendancySlayer12","Art/2DArt/SkillIcons/passives/Slayer/Impact.dds","[9753,1231,84,9820]",5,4,50,15,38180,"Impact",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1492,"AscendancySlayer13","Art/2DArt/SkillIcons/passives/Slayer/2HdmgFrenzyEnduranceCharge.dds","[421,418,2607]",15,15,10,0,50845,"Attack Damage, Frenzy and Endurance Charge Duration",[],"","","","","","",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1493,"AscendancySlayer14","Art/2DArt/SkillIcons/passives/Slayer/Charges.dds","[9755,180]",1,1,0,0,16306,"Masterful Form",[],"",1,"","",6954,"",9,"",[],0,"","",0,[],"","",0,"","",0,"",""
1494,"AscendancyGladiator1","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[26,70]",10,4,0,0,33179,"Attack Speed, Physical Damage",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1495,"AscendancyGladiator2","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[26,70]",10,4,0,0,48760,"Attack Speed, Physical Damage",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1496,"AscendancyGladiator3","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1082,70]",2,4,0,0,37623,"Attack Speed, Block Chance",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1497,"AscendancyGladiator4","Art/2DArt/SkillIcons/passives/Gladiator/GLADOneHand.dds","[70,3584]",4,15,0,0,3651,"Attack Speed and One Handed Damage",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1498,"AscendancyGladiator5","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1082,70]",2,4,0,0,24538,"Attack Speed, Block Chance",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1499,"AscendancyGladiator6","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1082,70]",2,4,0,0,1675,"Attack Speed, Block Chance",[],"","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1500,"AscendancyGladiator7","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolence.dds","[3414,7495]",10,20,0,0,27864,"Gratuitous Violence",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1501,"AscendancyGladiator8","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodInEyes.dds","[7493,3569,6094,3631]",25,100,10,50,15616,"Blood in the Eyes",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1502,"AscendancyGladiator9","Art/2DArt/SkillIcons/passives/Gladiator/GLADOutmatchOutlast.dds","[3575,3702,4732,4733]",25,25,10,-10,52575,"Outmatch and Outlast",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1503,"AscendancyGladiator10","Art/2DArt/SkillIcons/passives/Gladiator/GLADPainForged.dds","[1082,7494,7483]",10,1,1,0,8419,"Painforged",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
1504,"AscendancyGladiator11","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliation.dds","[15292,15288]",1,1,0,0,63490,"Violent Retaliation",[],"",1,"","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"",""
