"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
483,"Metadata/Projectiles/IncursionNovasoulLightningMortar","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/lightning_mortar/lightning_mortar.ao""]","[""projectile""]",[],300,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
484,"Metadata/Projectiles/IncursionNovasoulMagmaOrb","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/bouncing_delayed_projectiles/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
485,"Metadata/Projectiles/IncursionNovasoulLightningMinionMortar","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/lightning_volatile/mortar/lightning_mortar.ao""]","[""projectile""]",[],300,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
486,"Metadata/Projectiles/IncursionNovasoulLightningMinionMortarMass","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/mass_summon_ghost/mortar/mortar.ao""]","[""projectile""]",[],300,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
487,"Metadata/Projectiles/IncursionNovasoulTriggeredProjectiles","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/delayed_projectiles/projectile.ao""]","[""projectile""]","[""explode""]",450,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
488,"Metadata/Projectiles/IncursionNovasoulTriggeredProjectiles2","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/bouncing_delayed_projectiles/projectile.ao""]","[""projectile""]","[""explode""]",450,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
489,"Metadata/Projectiles/IncursionNovasoulTriggeredProjectiles3","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/bouncing_delayed_projectiles/projectile2.ao""]","[""projectile""]","[""explode""]",450,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
490,"Metadata/Projectiles/PowerSiphonProjectile","[""Metadata/Effects/Spells/wand_power_siphon/projectile.ao""]","[""projectile""]","[""impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
491,"Metadata/Projectiles/IncursionWallTurretProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/IncursionWallLightning/projectile.ao""]","[""projectile""]","[""explode""]",600,1,4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
492,"Metadata/Projectiles/IncursionChaosPhantasm","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/chaos_pentagram/shards/soul_projectile.ao""]","[""proj_loop""]","[""proj_impact""]",600,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
493,"Metadata/Projectiles/IncursionLightningSparkEpic","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/lightning_cross/spark.ao""]","[""idle""]","[""hit""]",650,1,1,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
494,"Metadata/Projectiles/IncursionAlvaProjectileDecelerating","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/alva_valai/projectiles/projectile_decelerate.ao""]","[""proj_loop""]","[""proj_end""]",250,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
495,"Metadata/Projectiles/IncursionAlvaProjectileFast","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/alva_valai/projectiles/projectile_pierce.ao""]","[""proj_loop""]","[""proj_end""]",1600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
496,"Metadata/Projectiles/IncursionWraithProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/vaal_wraith/ghost_projectile/ghastly_bullet.ao""]","[""projecitle_loop""]","[""projecitle_end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
497,"Metadata/Projectiles/HarbingerFireMortarShort","[""Metadata/Effects/Microtransactions/Spells/magma_orb_02/harbinger/projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
498,"Metadata/Projectiles/BarrageProjectileCelestial","[""Metadata/Effects/Microtransactions/Spells/barrage/celestial_02/arrow_flying.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Microtransactions/Spells/barrage/celestial_02/arrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/barrage/celestial_02/arrow_bounce.ao",50,80,0,20,"",3736,0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
499,"Metadata/Projectiles/FrenzyArrow","[""Metadata/Effects/Spells/frenzy_02/arrow_flying.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/frenzy_02/arrow_stuck.ao""]","Metadata/Effects/Spells/frenzy_02/arrow_bounce.ao",100,80,0,20,3574,"",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
500,"Metadata/Projectiles/FrenzyWand","[""Metadata/Effects/Spells/frenzy_02/frenzy_projectile.ao""]","[""projectile_wand""]","[""projectile_wand_hit""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,3574,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
501,"Metadata/Projectiles/DelveSpiderProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/spiders/projectiles/delve_spider_proj.ao""]","[""proj_loop""]","[""proj_hit""]",1250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
502,"Metadata/Projectiles/DelveTaowuFireball","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/taowu/fireball_proj/delve_fireball.ao""]","[""projectile""]","[""explode""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
503,"Metadata/Projectiles/DelveTaowuLargeFireball","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/taowu/super_fireball_proj/megablaster_fireball.ao""]","[""idle""]","[""impact""]",350,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
504,"Metadata/Projectiles/DelveFlareMortarDark","[""Metadata/Effects/Spells/monsters_effects/League_Delve/player_flares/flare_T1_Light.ao""]","[""projectile""]","[""loop""]",750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
505,"Metadata/Projectiles/DelveFlareMortar","[""Metadata/Effects/Spells/monsters_effects/League_Delve/player_flares/flare_T1_Light.ao""]","[""projectile2""]","[""loop2""]",750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
506,"Metadata/Projectiles/DelveDynamiteMortar","[""Metadata/Effects/Spells/monsters_effects/League_Delve/player_dynamite/flask/rig.ao""]","[""projectile""]","[""impact""]",750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
507,"Metadata/Projectiles/MonkeyBomb","[""Metadata/Monsters/Monkeys/BloodMonkey2/BloodMonkey.ao""]","[""chief_projectile_01""]","[""death_01""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
508,"Metadata/Projectiles/VirulentArrow","[""Metadata/Effects/Spells/virulent_arrow/virulent_arrow.ao""]","[""projectile""]","[""impact""]",4890,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
509,"Metadata/Projectiles/VirulentBloomArrow","[""Metadata/Effects/Spells/virulent_arrow/pod_spike.ao""]","[""pod_spike""]","[""pod_spike_impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
510,"Metadata/Projectiles/VirulentArrowLesser","[""Metadata/Effects/Spells/virulent_arrow/virulent_arrow_lesser.ao""]","[""projectile""]","[""impact""]",4890,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
511,"Metadata/Projectiles/VirulentArrowBlackLotus","[""Metadata/Effects/Microtransactions/Spells/virulent_arrow/nightlotus/lotus_main_proj.ao""]","[""projectile""]","[""impact""]",4890,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,2263,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
512,"Metadata/Projectiles/VirulentBloomArrowBlackLotus","[""Metadata/Effects/Microtransactions/Spells/virulent_arrow/nightlotus/lotus_spike_proj.ao""]","[""pod_spike""]","[""pod_spike_impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
513,"Metadata/Projectiles/VirulentArrowLesserBlackLotus","[""Metadata/Effects/Microtransactions/Spells/virulent_arrow/nightlotus/lotus_proj_weak.ao""]","[""projectile""]","[""impact""]",4890,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,2263,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
514,"Metadata/Projectiles/AbyssTotemMortarDelve","[""Metadata/Effects/Spells/monsters_effects/totems/CrystalTotem/abyss/mortar_projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
515,"Metadata/Projectiles/DelveAzuriteTurretProjectileBullet","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/crystal_turrets/projectiles/azurite_bullet.ao""]","[""projectile""]","[""impact_hit""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
516,"Metadata/Projectiles/DelveAzuriteTurretProjectileBulletAbsorb","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/crystal_turrets/projectiles/azurite_bullet.ao""]","[""projectile""]","[""impact_absorb""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
517,"Metadata/Projectiles/DelveAzuriteTurretShard1","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/crystal_turrets/projectiles/azurite_projectile_01.ao""]","[""projectile""]","[""impact""]",1600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
518,"Metadata/Projectiles/DelveAzuriteTurretShard2","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/crystal_turrets/projectiles/azurite_projectile_02.ao""]","[""projectile""]","[""impact""]",1600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
519,"Metadata/Projectiles/DelveAzuriteTurretShardExplode","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/crystal_turrets/projectiles/azurite_projectile_01.ao""]","[""projectile""]","[""impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
520,"Metadata/Projectiles/DelveAbyssCrystalMineMortar","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/abyssal_depths/bosses/Lich3/ClusterMines/mortarshard.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
521,"Metadata/Projectiles/AzuriteProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/projectile_slash/projectile/azurite_spear_01.ao""]","[""projectile""]","[""impact""]",1200,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
522,"Metadata/Projectiles/AzuriteProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/projectile_slash/projectile/azurite_spear_02.ao""]","[""projectile""]","[""impact""]",1200,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
523,"Metadata/Projectiles/AzuriteProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/projectile_slash/projectile/azurite_spear_03.ao""]","[""projectile""]","[""impact""]",1200,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
524,"Metadata/Projectiles/BlueFlameSwipeProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/qiongqi/flame_swipes/swipe_01.ao""]","[""projectile_loop""]","[""impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",2328,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
525,"Metadata/Projectiles/BlueFlameSwipeProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/qiongqi/flame_swipes/swipe_02.ao""]","[""projectile_loop""]","[""impact""]",1800,"",3,"","","Metadata/Projectiles/Projectile",2329,0,0,0,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
526,"Metadata/Projectiles/BlueFlameSwipeProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/qiongqi/flame_swipes/swipe_03.ao""]","[""projectile_loop""]","[""impact""]",1800,"",4,"","","Metadata/Projectiles/Projectile",2330,0,0,0,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
527,"Metadata/Projectiles/DelveMonkeyMortar","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/monkey/azurite_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
528,"Metadata/Projectiles/DelveDeflectionProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/deflecting_barrier/deflecting_projectile.ao""]","[""projectile""]","[""impact""]",1600,"",2,"","","Metadata/Projectiles/Projectile",2406,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
529,"Metadata/Projectiles/DelveBloodMeteor","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/vaal_ruins/bosses/architect/delayed_blood_meteor/projectile.ao""]","[""projectile_flying""]","[""projectile_impact""]",2000,1,4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
530,"Metadata/Projectiles/SpiritBombProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/vaal_ruins/bosses/architect/blood_spirit_bomb/rig.ao""]","[""projectile_flying""]","[""projectile_impact""]",200,1,4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
531,"Metadata/Projectiles/MachinariumBossSprayIce","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/MapBosses/machinarium/barrage_mortars/ColdMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
532,"Metadata/Projectiles/MachinariumBossSprayLightning","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/MapBosses/machinarium/barrage_mortars/LightningMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
533,"Metadata/Projectiles/MachinariumBossSprayFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/MapBosses/machinarium/barrage_mortars/FireMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
534,"Metadata/Projectiles/DelveProtoVaalProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/proto_city/soldiers/abyssal_bullet.ao""]","[""projectile""]","[""impact""]",1200,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
535,"Metadata/Projectiles/SanctumProtoVaalProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/monsters/fodder/Lithomancer/abyssal_bullet.ao""]","[""projectile""]","[""impact""]",1200,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
