"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","rid_38","i32_54","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_58","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_90","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_94","i32_98","i32_102","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_106","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_110","i32_114","i32_118","i32_122","i32_126","f32_130","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_134","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_138","i32_142","rid_146","i32_162","i32_166","i32_170","i32_174","i32_178","i32_182","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_186","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_190","i32_194","i32_198","i32_202","i32_206","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_210","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_214","rid_218","[rid]_234","string_250","i32_258","i32_262","bool_266","rid_267","rid_283","bool_299","bool_300","[rid]_301","bool_317","[string]_318","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361"
776,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-780009472,-686161920,-657719296,-1086324736,-1107296256,-687210496,-683671552,-647757824,-800980992,-1190002688,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2113929216,436207616,-872415232,1073741824,0,167772160,1073741824,1677721600,1107296256,301989888,465,471,472,447,446,471,471,473,464,441,0,0,-1845493760,704643072,-603979776,1342177280,268435456,436207616,1342177280,1946157056,1375731712,570425344,465,471,472,447,446,471,471,473,464,441,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,704643072,-603979776,1342177280,268435456,436207616,1342177280,1946157056,1375731712,570425344,465,471,472,447,446,471,471,473,464,441,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
777,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-770965504,-677117952,-648675328,-1077280768,-1098252288,-678166528,-674627584,-638713856,-791937024,-1180958720,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,201326592,-1543503872,1442840576,-905969664,-1979711488,-1811939328,-905969664,-301989888,-872415232,-1677721600,466,471,473,447,446,471,471,473,464,441,0,0,469762048,-1275068416,1711276032,-637534208,-1711276032,-1543503872,-637534208,-33554432,-603979776,-1409286144,466,471,473,447,446,471,471,473,464,441,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,469762048,-1275068416,1711276032,-637534208,-1711276032,-1543503872,-637534208,-33554432,-603979776,-1409286144,466,471,473,447,446,471,471,473,464,441,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
778,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-761921536,-668073984,-639631360,-1068236800,-1089208320,-669122560,-665583616,-629669888,-782893056,-1171914752,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1778384896,771751936,-536870912,1409286144,335544320,503316480,1409286144,2013265920,1442840576,637534208,466,472,473,448,447,472,472,474,465,442,0,0,-1509949440,1040187392,-268435456,1677721600,603979776,771751936,1677721600,-2013265920,1711276032,905969664,466,472,473,448,447,472,472,474,465,442,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,1040187392,-268435456,1677721600,603979776,771751936,1677721600,-2013265920,1711276032,905969664,466,472,473,448,447,472,472,474,465,442,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
779,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-752877568,-659030016,-630587392,-1059192832,-1080164352,-660078592,-656539648,-620625920,-773849088,-1162870784,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,536870912,-1207959552,1778384896,-570425344,-1644167168,-1476395008,-570425344,33554432,-536870912,-1342177280,467,472,474,448,447,472,472,475,465,442,0,0,805306368,-939524096,2046820352,-301989888,-1375731712,-1207959552,-301989888,301989888,-268435456,-1073741824,467,472,474,448,447,472,472,475,465,442,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,805306368,-939524096,2046820352,-301989888,-1375731712,-1207959552,-301989888,301989888,-268435456,-1073741824,467,472,474,448,447,472,472,475,465,442,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
780,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-743833600,-649986048,-621543424,-1050148864,-1071120384,-651034624,-647495680,-611581952,-764805120,-1153826816,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1442840576,1107296256,-201326592,1744830464,671088640,838860800,1744830464,-1946157056,1778384896,973078528,467,473,474,449,448,473,473,475,466,443,0,0,-1174405120,1375731712,67108864,2013265920,939524096,1107296256,2013265920,-1677721600,2046820352,1241513984,467,473,475,449,448,473,473,475,466,443,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1174405120,1375731712,67108864,2013265920,939524096,1107296256,2013265920,-1677721600,2046820352,1241513984,467,473,475,449,448,473,473,475,466,443,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
781,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-734396416,-640548864,-612106240,-1040711680,-1061683200,-641597440,-638058496,-602144768,-755367936,-1144389632,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,973078528,-771751936,-2080374784,-134217728,-1207959552,-1040187392,-134217728,469762048,-100663296,-905969664,468,473,475,449,448,473,473,476,466,443,0,0,1241513984,-503316480,-1811939328,134217728,-939524096,-771751936,134217728,738197504,167772160,-637534208,468,473,475,450,448,473,474,476,467,443,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,-503316480,-1811939328,134217728,-939524096,-771751936,134217728,738197504,167772160,-637534208,468,473,475,450,448,473,474,476,467,443,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
782,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-724959232,-631111680,-602669056,-1031274496,-1052246016,-632160256,-628621312,-592707584,-745930752,-1134952448,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-905969664,1644167168,335544320,-2013265920,1207959552,1375731712,-2013265920,-1409286144,-1979711488,1509949440,468,474,476,450,449,474,474,476,467,444,0,0,-637534208,1912602624,603979776,-1744830464,1476395008,1644167168,-1744830464,-1140850688,-1711276032,1778384896,468,474,476,450,449,474,474,476,467,444,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-637534208,1912602624,603979776,-1744830464,1476395008,1644167168,-1744830464,-1140850688,-1711276032,1778384896,468,474,476,450,449,474,474,476,467,444,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
783,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-715522048,-621674496,-593231872,-1021837312,-1042808832,-622723072,-619184128,-583270400,-736493568,-1125515264,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,-234881024,-1543503872,402653184,-671088640,-503316480,402653184,1006632960,436207616,-369098752,469,474,476,451,449,474,475,477,468,444,0,0,1778384896,33554432,-1275068416,671088640,-402653184,-234881024,671088640,1275068416,704643072,-100663296,469,475,476,451,449,474,475,477,468,444,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,33554432,-1275068416,671088640,-402653184,-234881024,671088640,1275068416,704643072,-100663296,469,475,476,451,449,474,475,477,468,444,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
784,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-706084864,-612237312,-583794688,-1012400128,-1033371648,-613285888,-609746944,-573833216,-727056384,-1116078080,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-369098752,-2113929216,872415232,-1476395008,1744830464,1912602624,-1476395008,-872415232,-1442840576,2046820352,469,475,477,451,450,475,475,477,468,445,0,0,-100663296,-1845493760,1140850688,-1207959552,2013265920,-2113929216,-1207959552,-603979776,-1174405120,-1979711488,469,475,477,451,450,475,475,477,468,445,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,-1845493760,1140850688,-1207959552,2013265920,-2113929216,-1207959552,-603979776,-1174405120,-1979711488,469,475,477,451,450,475,475,477,468,445,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
785,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-696778752,-602931200,-574488576,-1003094016,-1024065536,-603979776,-600440832,-564527104,-717750272,-1106771968,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2013265920,268435456,-1040187392,905969664,-167772160,0,905969664,1509949440,939524096,134217728,470,476,477,452,450,476,476,478,469,446,0,0,-2013265920,536870912,-771751936,1174405120,100663296,268435456,1174405120,1778384896,1207959552,402653184,470,476,477,452,451,476,476,478,469,446,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,536870912,-771751936,1174405120,100663296,268435456,1174405120,1778384896,1207959552,402653184,470,476,477,452,451,476,476,478,469,446,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
786,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts2",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-687472640,-593625088,-565182464,-993787904,-1014759424,-594673664,-591134720,-555220992,-708444160,-1097465856,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,-1644167168,1342177280,-1006632960,-2080374784,-1912602624,-1006632960,-402653184,-973078528,-1778384896,471,476,478,452,451,476,476,478,469,446,0,0,369098752,-1375731712,1610612736,-738197504,-1811939328,-1644167168,-738197504,-134217728,-704643072,-1509949440,471,476,478,452,451,476,476,478,469,446,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,-1375731712,1610612736,-738197504,-1811939328,-1644167168,-738197504,-134217728,-704643072,-1509949440,471,476,478,452,451,476,476,478,469,446,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
787,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts3",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-678166528,-584318976,-555876352,-984481792,-1005453312,-585367552,-581828608,-545914880,-699138048,-1088159744,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1811939328,738197504,-570425344,1375731712,301989888,469762048,1375731712,1979711488,1409286144,603979776,471,477,478,453,452,477,477,479,470,447,0,0,-1543503872,1006632960,-301989888,1644167168,570425344,738197504,1644167168,-2046820352,1677721600,872415232,471,477,478,453,452,477,477,479,470,447,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,1006632960,-301989888,1644167168,570425344,738197504,1644167168,-2046820352,1677721600,872415232,471,477,478,453,452,477,477,479,470,447,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
788,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts4",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-668860416,-575012864,-546570240,-975175680,-996147200,-576061440,-572522496,-536608768,-689831936,-1078853632,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,570425344,-1174405120,1811939328,-536870912,-1610612736,-1442840576,-536870912,67108864,-503316480,-1308622848,472,477,479,453,452,477,477,480,470,447,0,0,838860800,-905969664,2080374784,-268435456,-1342177280,-1174405120,-268435456,335544320,-234881024,-1040187392,472,477,479,453,452,477,477,480,470,447,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,-905969664,2080374784,-268435456,-1342177280,-1174405120,-268435456,335544320,-234881024,-1040187392,472,477,479,453,452,477,477,480,470,447,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
789,"Metadata/Chests/BetrayalChests/BetrayalChestScarabShaperRares1",1,4,"Safehouse Stash","Réserve de l'Abri","Schatztruhe des Unterschlupfs","アジトのスタッシュ","안전가옥 보관함","Baú do Quartel","Тайник укрытия Синдиката","Alijo de la Base","คลังเก็บของเซฟเฮ้าส์","藏匿處倉庫","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,-658898944,-565051392,-536608768,-965214208,-986185728,-566099968,-562561024,-526647296,-679870464,-1068892160,1,1,1,1,1,1,1,1,1,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1174405120,1375731712,67108864,2013265920,939524096,1107296256,2013265920,-1677721600,2046820352,1241513984,472,478,480,454,453,478,478,480,471,448,0,0,-905969664,1644167168,335544320,-2013265920,1207959552,1375731712,-2013265920,-1409286144,-1979711488,1509949440,472,478,480,454,453,478,478,480,471,448,167772160,0,0,0,0,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,29,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,1644167168,335544320,-2013265920,1207959552,1375731712,-2013265920,-1409286144,-1979711488,1509949440,472,478,480,454,453,478,478,480,471,448,-33554432,-16843010,-16843010,-16843010,352255742,-1392574722,1593769726,-755040514,-1828782338,-1661010178,-755040514,-151060738,-721486082,-1526792450,407,412,414,388,387,412,412,414,405,382,0,"",[],"",0,0,1,"","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,1500,"",1
