"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]_80","bool_96","[i32]_97","[i32]_113","bool_129","[rid]_130","bool_146","[rid]_147","[rid]_163","[rid]_179","[rid]_195","rid_211","bool_227","rid_228","rid_244","bool_260","i32_261","i32_265","i32_269","i32_273","i32_277"
723,840,"",4777,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
724,841,"",4778,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
725,842,"",4779,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
726,843,63,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
727,845,"",4780,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
728,846,"",4781,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
729,847,"",4782,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
730,848,"",4783,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
731,849,"",4784,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
732,850,64,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
733,852,"",4785,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
734,853,"",4786,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
735,854,"",4787,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
736,855,"",4788,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
737,856,"",4789,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
738,857,65,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
739,860,"",4790,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
740,861,"",4791,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
741,862,"",4792,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
742,863,"",4793,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
743,864,"",4794,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
744,865,66,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
745,868,"",4795,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
746,869,"",4796,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
747,870,"",4797,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
748,871,"",4798,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
749,872,"",4799,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
750,873,67,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
751,876,"",4800,[],"[14,57]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
752,880,"",4801,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
753,881,"",4802,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
754,882,"",4803,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
755,883,"",4804,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
756,884,"",4805,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
757,885,"",4806,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
758,886,"",4807,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
759,887,"",4808,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
760,888,"",4809,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
761,889,"",4810,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
762,890,"",4811,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
763,891,"",4812,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
764,892,"",4813,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
765,893,"",4814,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
766,894,"",4815,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
767,897,"",4816,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
768,898,"",4817,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
769,899,"",4818,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
770,900,"","",[339],[],[],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
771,901,"",4819,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
772,902,"",4820,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
773,903,"",4821,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
774,904,"",4822,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
775,905,"",4823,[],"[14,57]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
776,906,"",4824,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
777,907,"",4825,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
778,908,"",4826,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
779,909,"",4827,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
780,910,"",4828,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
781,911,"",4829,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
782,912,"",4830,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
783,915,68,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
784,916,69,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
785,917,70,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
786,1076,"","",[311],[4],[],"",[6],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
787,1077,"","",[311],[4],[],"",[7],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
788,1078,"","",[311],[4],[],"",[8],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
789,1079,"","",[311],[4],[],"",[9],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
790,1080,"","",[311],[4],[],"",[10],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
791,1081,"","",[311],[4],[],"",[11],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
792,1082,"","",[311],[4],[],"",[12],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
793,1083,"","",[311],[4],[],"",[13],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
794,1084,"","",[311],[4],[],"",[14],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
795,1085,"","",[311],[4],[],"",[15],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
796,1086,"","",[311],[4],[],"",[16],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
797,1087,"","",[311],[4],[],"",[17],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
798,1088,"","",[311],[4],[],"",[18],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
799,1089,"","",[311],[4],[],"",[19],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
800,1090,"","",[311],[4],[],"",[20],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
801,1091,"","",[311],[4],[],"",[21],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
802,1092,"","",[311],[4],[],"",[22],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
803,1093,"","",[311],[4],[],"",[23],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
804,1094,"","",[311],[4],[],"",[24],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
805,1095,"","",[311],[4],[],"",[25],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
806,1096,"","",[311],[4],[],"",[26],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
807,1097,"","",[311],[4],[],"",[27],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
808,1098,"","",[311],[4],[],"",[28],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
809,1099,"","",[311],[4],[],"",[29],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
810,1100,"","",[311],[4],[],"",[30],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
811,1101,"","",[311],[4],[],"",[31],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
812,1102,"","",[311],[4],[],"",[32],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
813,1103,"","",[311],[4],[],"",[33],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
814,1104,"","",[311],[4],[],"",[34],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
815,1105,"","",[311],[4],[],"",[35],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
816,1106,"","",[311],[4],[],"",[36],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
817,1107,"","",[311],[4],[],"",[37],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
818,1108,"","",[311],[4],[],"",[38],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
819,1109,"","",[311],[4],[],"",[39],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
820,1110,"","",[311],[4],[],"",[40],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
821,1111,"","",[311],[4],[],"",[41],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
822,1112,"","",[311],[4],[],"",[42],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
823,1113,"","",[311],[4],[],"",[43],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
824,1114,"","",[311],[4],[],"",[44],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
825,1115,"","",[311],[4],[],"",[45],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
826,1116,"","",[311],[4],[],"",[46],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
827,1117,"","",[311],[4],[],"",[47],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
828,1118,"","",[311],[4],[],"",[48],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
829,1119,"","",[311],[4],[],"",[49],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
830,1120,"","",[311],[4],[],"",[50],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
831,1121,"","",[311],[4],[],"",[51],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
832,1122,"","",[311],[4],[],"",[52],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
833,1123,"","",[311],[4],[],"",[53],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
834,1124,"","",[311],[4],[],"",[54],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
835,1125,"","",[311],[4],[],"",[55],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
836,1126,"","",[311],[4],[],"",[56],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
837,1127,"","",[311],[4],[],"",[57],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
838,1128,"","",[311],[4],[],"",[58],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
839,1129,"","",[311],[4],[],"",[59],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
840,1130,"","",[311],[4],[],"",[60],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
841,1131,"","",[311],[4],[],"",[61],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
842,1132,"","",[311],[4],[],"",[62],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
843,1133,"","",[311],[4],[],"",[63],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
844,1134,"","",[311],[4],[],"",[64],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
845,1135,"","",[311],[4],[],"",[65],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
846,1136,"","",[311],[4],[],"",[66],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
847,1137,"","",[311],[4],[],"",[67],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
848,1138,"","",[311],[4],[],"",[68],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
849,1139,"","",[311],[4],[],"",[69],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
850,1140,"","",[311],[4],[],"",[70],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
851,1141,"","",[311],[4],[],"",[71],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
852,1142,"","",[311],[4],[],"",[72],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
853,1143,"","",[311],[4],[],"",[73],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
854,1144,"","",[311],[4],[],"",[74],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
855,1145,"","",[311],[4],[],"",[75],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
856,1146,"","",[311],[4],[],"",[94],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
857,1147,"","",[311],[4],[],"",[95],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
858,1148,"","",[311],[4],[],"",[96],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
859,1149,"","",[311],[4],[],"",[97],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
860,1150,"","",[311],[4],[],"",[98],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
861,1151,"","",[311],[4],[],"",[99],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
862,1152,"","",[311],[4],[],"",[100],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
863,1153,"","",[311],[4],[],"",[101],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
864,1154,"","",[311],[4],[],"",[102],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
865,1155,"","",[311],[4],[],"",[103],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
866,1156,"","",[311],[4],[],"",[104],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
867,1157,"","",[311],[4],[],"",[105],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
868,1158,"","",[311],[4],[],"",[106],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
869,1159,"","",[311],[4],[],"",[107],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
870,1160,"","",[311],[4],[],"",[108],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
871,1161,"","",[311],[4],[],"",[109],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
872,1162,"","",[311],[4],[],"",[110],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
873,1163,"","",[311],[4],[],"",[111],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
874,1164,"","",[311],[4],[],"",[112],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
875,1165,"","",[311],[4],[],"",[113],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
876,1166,"","",[311],[4],[],"",[114],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
877,1167,"","",[311],[4],[],"",[115],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
878,1168,"","",[311],[4],[],"",[116],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
879,1169,"","",[311],[4],[],"",[117],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
