"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","KeystoneId","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool_341","bool_342"
1236,"energy_shield_and_armour7","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,14439,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1237,"energy_shield_and_armour8","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,55888,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1238,"energy_shield_and_armour9","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,506,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1239,"energy_shield_and_armour10","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,17349,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1240,"energy_shield_and_armour11","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[19160,7755]",60,60,0,0,5728,"Ancient Aegis","Égide antique","Uralte Obhut","古代のイージス","고대의 비호","Égide Ancestral","Древняя эгида","Égida antigua","Ancient Aegis","遠古神盾",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1241,"energy_shield_and_armour12","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[14312],40,0,0,0,23940,"Adamant Recovery","Récupération adamantine","Anhaltende Wiederherstellung","不屈の回復","견고한 회복","Recuperação Adamantina","Непреклонное восстановление","Recuperación firme","Adamant Recovery","堅韌恢復",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1242,"energy_shield_and_armour13","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[14259,128]",120,20,0,0,50062,"Reinforced Barrier","Barrière renforcée","Verstärkte Barriere","強化された障壁","보강된 방벽","Barreira Reforçada","Усиленный барьер","Barrera reforzada","Reinforced Barrier","加強屏障",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1243,"energy_shield_and_armour14","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128,171]",25,25,3,0,1546,"Spiral into Depression","Sombrer dans la dépression","Abwärtsspirale","鬱への悪循環","우울로의 추락","Caindo em Depressão","Впасть в депрессию","Espiral de depresión","Spiral into Depression","絕望漩渦",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1244,"energy_shield_and_armour15","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,41262,"[DNT-UNUSED] Energy Shield and Armour Notable","WIP","[DNT-UNUSED] Energy Shield and Armour Notable","エナジーシールドおよびアーマー特殊","WIP","WIP","[DNT-UNUSED] Energy Shield and Armour Notable","[DNT-UNUSED] Energy Shield and Armour Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1245,"energy_shield_and_armour16_","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,64357,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1246,"energy_shield_and_armour17","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,38827,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1247,"energy_shield_and_armour18","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,31890,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1248,"energy_shield_and_armour19","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,25745,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1249,"energy_shield_and_armour20","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[111,128]",12,12,0,0,21081,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1250,"energy_shield_and_armour21","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[],0,0,0,0,40377,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1251,"energy_shield_and_armour22","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[],0,0,0,0,7554,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1252,"energy_shield_and_armour23","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[],0,0,0,0,23039,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1253,"energy_shield_and_armour24","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[],0,0,0,0,64770,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1254,"energy_shield_and_armour25","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[],0,0,0,0,12477,"Armour and Energy Shield","Armure et Bouclier d'énergie","Rüstung und Energieschild","アーマーおよびエナジーシールド","방어도 및 에너지 보호막","Armadura e Escudo de Energia","Броня и энергетический щит","Armadura y escudo de energía","ค่าเกราะและโล่พลังงาน","護甲和能量護盾",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1255,"maximum_resistances1","Art/2DArt/SkillIcons/passives/fireresist.dds",[947],1,0,0,0,62518,"Maximum Fire Resistance","Résistance au feu maximale","Maximaler Feuerwiderstand","火耐性の最大値","화염 저항 최대치","Máximo de Resistência de Fogo","Максимум сопротивления огню","Resistencia al fuego máxima","ค่าต้านทานไฟสูงสุด","最大火焰抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1256,"maximum_resistances2","Art/2DArt/SkillIcons/passives/fireresist.dds",[947],1,0,0,0,62313,"Maximum Fire Resistance","Résistance au feu maximale","Maximaler Feuerwiderstand","火耐性の最大値","화염 저항 최대치","Máximo de Resistência de Fogo","Максимум сопротивления огню","Resistencia al fuego máxima","ค่าต้านทานไฟสูงสุด","最大火焰抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1257,"maximum_resistances3_","Art/2DArt/SkillIcons/passives/fireresist.dds",[947],1,0,0,0,55931,"Maximum Fire Resistance","Résistance au feu maximale","Maximaler Feuerwiderstand","火耐性の最大値","화염 저항 최대치","Máximo de Resistência de Fogo","Максимум сопротивления огню","Resistencia al fuego máxima","ค่าต้านทานไฟสูงสุด","最大火焰抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1258,"maximum_resistances4","Art/2DArt/SkillIcons/passives/fireresist.dds",[947],3,0,0,0,49906,"[DNT-UNUSED] Maximum Fire Resistance Notable","WIP","[DNT-UNUSED] Maximum Fire Resistance Notable","火耐性の最大値特殊","WIP","WIP","[DNT-UNUSED] Maximum Fire Resistance Notable","[DNT-UNUSED] Maximum Fire Resistance Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1259,"maximum_resistances5","Art/2DArt/SkillIcons/passives/coldresist.dds",[948],1,0,0,0,41414,"Maximum Cold Resistance","Résistance au froid maximale","Maximaler Kältewiderstand","冷気耐性の最大値","냉기 저항 최대치","Máximo de Resistência de Gelo","Максимум сопротивления холоду","Resistencia al hielo máxima","ค่าต้านทานน้ำแข็งสูงสุด","最大冰冷抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
1260,"maximum_resistances6","Art/2DArt/SkillIcons/passives/coldresist.dds",[948],1,0,0,0,33939,"Maximum Cold Resistance","Résistance au froid maximale","Maximaler Kältewiderstand","冷気耐性の最大値","냉기 저항 최대치","Máximo de Resistência de Gelo","Максимум сопротивления холоду","Resistencia al hielo máxima","ค่าต้านทานน้ำแข็งสูงสุด","最大冰冷抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
