"rownum","Id","Name","GrantedEffect","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]_84","AdditionalGrantedEffects","bool_116","bool_117","[i32]_118","i32_134"
356,"PinSupport","",499,"Supports any skill that [HitDamage|Hits] enemies, allowing its [Physical] damage to [Pinned|Pin] enemies but making it unable to [Stun].","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, permettant à ses Dégâts [Physical|Physiques] de [Pinned|Verrouiller] les ennemis. En contrepartie, elle ne peut plus [Stun|Étourdir].","Unterstützt Fertigkeiten, die [HitDamage|Treffer] bei Gegnern verursachen, wodurch ihr [Physical|physischer] Schaden Gegner [Pinned|festsetzen], aber nicht mehr [Stun|betäuben] kann.","敵に[HitDamage|ヒット]を与えるあらゆる種類のスキルをサポートし、その[Physical|物理]ダメージで敵を[Pinned|足止め]できるようにするが、[Stun|スタン]を与えられなくする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 스킬의 [Physical|물리] 피해가 적을 [Pinned|고정]하지만, [Stun|기절]시킬 수는 없습니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, permitindo que seu dano [Physical|Físico] [Pinned|Aprisione] os inimigos, mas o impedindo de [Stun|Atordoar].","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. [Physical|Физический] урон усиленного умения может [Pinned|пригвождать] врагов, но умение не может [Stun|оглушать].","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que su daño [Physical|físico] [Pinned|retenga] a los enemigos, pero le impide [Stun|aturdir].","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้ความเสียหาย [Physical|กายภาพ] ของสกิลนี้สร้างสถานะ [Pinned|ตรึง] ต่อศัตรู\r\nแต่ไม่สามารถสร้างสถานะ [Stun|สตัน] ได้","輔助任何[HitDamage|擊中]敵人的技能，使其[Physical|物理]傷害可以[Pinned|釘身]，但無法再[Stun|擊暈]敵人。","","[16,30]","",3,[],[],"","",[],-1
357,"AmbushSupport","",500,"Supports any skill that [HitDamage|Hits] enemies, making it more likely to [Critical|Critically Hit] enemies on full life.","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, la rendant plus susceptible d'infliger des [Critical|Touches critiques] aux ennemis dont la vie est pleine.","Unterstützt Fertigkeiten, die [HitDamage|Treffer] bei Gegnern verursachen und erhöht die Wahrscheinlichkeit, dass Gegner bei vollem Leben [Critical|kritische Treffer] erleiden. ","敵を[HitDamage|ヒット]するスキルをサポートし、フルライフ状態の敵に対する[Critical|クリティカルヒット]が起きる確率を上げる。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 보조 대상 스킬이 최대 생명력 상태인 적에게 [Critical|치명타로 명중]할 확률이 커집니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, tornando mais provável causar um[Critical|Acerto Crítico] em inimigos com vida cheia.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. Усиленные умения с большей вероятностью наносят [Critical|критические попадания] врагам с полным здоровьем.","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que tenga una mayor probabilidad de infligir [Critical|impactos críticos] a los enemigos que tienen la vida llena.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้สกิลนี้มีโอกาส[Critical|ปะทะคริติคอล]ต่อศัตรูที่มี พลังชีวิตเต็ม","輔助任何[HitDamage|擊中]敵人的技能，使其更容易對滿血敵人造成[Critical|暴擊]。","","[16,38]","",3,[],[],"","",[],-1
358,"ProfaneRitual","",316,"","","","","","","","","","","","[11,24,60,4,14,3,15]","",3,[],[],"","",[],-1
359,"SoulOffering","",317,"","","","","","","","","","","","[11,24,8,48,15]","",3,[],[],"","",[],-1
360,"DarkEffigy","",318,"","","","","","","","","","","","[11,24,4,19,14,5,3,15]","",3,[],[319],"","",[],-1
361,"ManaFlaskSupport","",5714,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it kills to grant more Mana Flask charges.","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis. Les ennemis tués par l'aptitude modifiée octroient davantage de Charges de Flacon de Mana.","Unterstützt Fertigkeiten, die [HitDamage|Treffer] bei Gegnern verursachen und bewirkt, dass Gegner, die sie töten, Manafläschchen mehr Füllungen gewähren.","敵を[HitDamage|ヒット]するスキルをサポートし、そのスキルでキルした敵が付与するマナフラスコチャージをより多くする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 스킬로 적을 처치했을 때 획득하는 마나 플라스크 충전이 증가합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, fazendo com que inimigos mortos concedam mais cargas de frasco de Mana.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. Убитые усиленным умением враги даруют больше зарядов флакона маны.","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que los enemigos que mate otorguen más cargas de frascos de maná.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้ศัตรูที่ถูกสังหารด้วยสกิลนี้ให้ชาร์จ ขวดยามานา เพิ่มขึ้น อีก","輔助[HitDamage|擊中]敵人的技能，使其擊殺的敵人賦予更多的魔力藥劑充能。","",[16],"",3,[],[],"","",[],-1
362,"LifeFlaskSupport","",5715,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it kills to grant more Life Flask charges.","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis. Les ennemis tués par l'aptitude modifiée octroient davantage de Charges de Flacon de Vie.","Unterstützt Fertigkeiten, die [HitDamage|Treffer] bei Gegnern verursachen und bewirkt, dass Gegner, die sie töten, Lebensfläschchen mehr Füllungen gewähren.","敵を[HitDamage|ヒット]するスキルをサポートし、そのスキルでキルした敵が付与するライフフラスコチャージをより多くする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 스킬로 적을 처치했을 때 획득하는 생명력 플라스크 충전이 증가합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, fazendo com que inimigos mortos concedam mais cargas de frasco de Vida.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. Убитые усиленным умением враги даруют больше зарядов флакона жизни.","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que los enemigos que mate otorguen más cargas de frascos de vida.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้ศัตรูที่ถูกสังหารด้วยสกิลนี้ให้ชาร์จ ขวดยาพลังชีวิต เพิ่มขึ้น อีก","輔助[HitDamage|擊中]敵人的技能，使其擊殺的敵人賦予更多的生命藥劑充能。","",[16],"",3,[],[],"","",[],-1
363,"MinionInstabilitySupport","",320,"Supports skills which create [Minion|Minions], causing them to violently explode when reduced to [LowLife|Low Life].","Modifie les aptitudes qui génèrent des [Minion|Créatures], faisant exploser violemment ces dernières lorsqu'elles atteignent le seuil de [LowLife|Vie Basse].","Unterstützt Fertigkeiten, die [Minion|Kreaturen] erzeugen, und lässt sie gewaltsam explodieren, sobald sie [LowLife|niedriges Leben] erreichen.","[Minion|ミニオン]を生成するスキルをサポートし、そのミニオンが[LowLife|低ライフ]状態になった時に激しく爆発するようにする。","[Minion|소환수]를 생성하는 스킬에 적용됩니다. 소환수가 [LowLife|낮은 생명력] 상태가 되면 격렬하게 폭발합니다.","Suporta habilidades que criam [Minion|Lacaios], fazendo com que eles explodam violentamente quando reduzidos a [LowLife|Vida Baixa].","Усиливает умения, создающие [Minion|приспешников]. Приспешники усиленных умений взрываются при [LowLife|малом количестве здоровья].","Asiste habilidades que crean [Minion|esbirros] para que exploten de forma violenta cuando alcanzan el umbral de [LowLife|vida baja].","ใช้เสริมสกิลที่สร้าง[Minion|มิเนียน] เพื่อให้พวกมันระเบิดตัวเองอย่างรุนแรงเมื่อมี [LowLife|พลังชีวิตเหลือน้อย]","輔助創造出[Minion|召喚物]的技能，使其[LowLife|貧血]時發生劇烈爆炸。","","[16,8,0]","",3,[],[],"","",[],-1
364,"EnduranceChargeOnArmourBreakSupport","",5721,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to gain an [Charges|Endurance Charge] when it [ArmourBreak|Fully Breaks] an enemy's [Armour].","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, lui conférant une chance de gagner une [Charges|Charge d'endurance] lorsqu'elle [ArmourBreak|Brise complètement] l'[Armour|Armure] d'un ennemi.","Unterstützt Fertigkeiten, die [HitDamage|Treffer] bei Gegnern verursachen, und gewährt die Chance, eine [Charges|Widerstands-Ladung] zu erhalten, wenn sie die [Armour|Rüstung] eines Gegners [ArmourBreak|vollständig zerbricht].","敵に[HitDamage|ヒット]を与えるあらゆる種類のスキルをサポートし、そのスキルで敵の[Armour|アーマー]を[ArmourBreak|完全に破壊]した時に一定確率で[Charges|エンデュランスチャージ]を1個獲得するようにする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 스킬이 적의 [Armour|방어구]를 [ArmourBreak|완전히 파괴]하면 일정 확률로 [Charges|인내 충전]을 획득합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, dando a chance de ganhar uma [Charges|Carga de Tolerância] quando [ArmourBreak|Quebrar Totalmente] a [Armour|Armadura] de um inimigo.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. Усиленные умения имеют шанс даровать [Charges|заряд выносливости] при [ArmourBreak|полном разрушении] вражеской [Armour|брони].","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para otorgarle una probabilidad de ganar una [Charges|carga de aguante] cuando [ArmourBreak|rompe completamente] la [Armour|armadura] de un enemigo.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้สกิลนี้มีโอกาสได้รับ [Charges|Endurance Charge] 1 ลูก\r\nเมื่อสกิลนี้ทำให้ศัตรู [Armour|เกราะ][ArmourBreak|หักโดยสมบูรณ์]","輔助任何[HitDamage|擊中]敵人的技能，使其有機會在[ArmourBreak|完全破壞]敵人的[Armour|護甲]時獲得一個[Charges|耐力球]。","",[16],"",3,[],[],"","",[],-1
365,"CurseEffectSupport","",5723,"Supports [Curse] Skills, magnifying their power.","Modifie les aptitudes de [Curse|Malédiction], amplifiant leur puissance.","Unterstützt [Curse|Fluch]fertigkeiten und vergrößert ihre Macht.","[Curse|呪い]スキルをサポートし、その力を増幅する。","[Curse|저주] 스킬에 적용되어 위력을 증대합니다.","Suporta habilidades de [Curse|Maldição], amplificando seu poder.","Усиливает умения [Curse|проклятий], увеличивая их мощь.","Asiste habilidades de [Curse|maldición] para aumentar su poder.","ใช้เสริมสกิล[Curse|คำสาป] เพื่อเพิ่มพลังของสกิลนี้ยิ่งขึ้น","輔助[Curse|詛咒]技能，增強其力量。","","[16,17]","",3,[],[],"","",[],-1
