"rownum","Id","Name","Icon","Description","PackLeader1","PackLeader2","Mod"
368,"LunarisEliteSoldierMeleeleader","Lunaris Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisEliteSoldierMelee","Lunaris <white>{Humanoid} Soldiers\r\nCasts <craftingcold>{Frost} Dash","<white>{Pack Leader:}\r\n<white>{Lunaris Champion}","<white>{Pack Leader:}\r\n<white>{Lunaris Champion}\r\nCasts <craftingcold>{Frost} Dash\r\nPlaces Banner, casting <craftingcold>{Hatred}\r\nUses <craftingcold>{Ice} Crash",""
369,"LunarisEliteSoldierMelee","Lunaris Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisEliteSoldierMelee","Lunaris <white>{Humanoid} Soldiers\r\nCasts <craftingcold>{Frost} Dash","","",""
370,"LunarisSoldierCaster","Lunarsworn Wintermages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisSoldierCaster","Lunaris <white>{Humanoid} Soldiers\r\nCasts <craftingcold>{Glacial} Cascade, <craftingcold>{Ice} Thorns","<white>{Pack Leader:}\r\n<white>{Lunarsworn Archmage}","<white>{Pack Leader:}\r\n<white>{Lunarsworn Archmage}\r\nCasts Forking <craftingcold>{Frost}, <craftingcold>{Arctic} Armour, <craftingcold>{Frostbite}",""
371,"LunarisSoldierMelee","[DNT] LunarisSoldierMelee","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisSoldierMelee","[DNT] These do something...","","",""
372,"ModularDemonLunaris","Lunar and Moontouched Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLunaris","Lunaris <white>{Demons}\r\nCasts <craftingcold>{Ice} Crash, triggering <craftingcold>{Frost} Bomb","","",""
373,"PoisonFrog","[DNT] PoisonFrog","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPoisonFrog","[DNT] These do something...","","",""
374,"PoisonInsect","Scum Crawlers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPoisonInsect","Small <white>{Beasts}","","",""
375,"PusElementalPoison","Mephitic Maidens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPusElementalPoison","<craftingchaos>{Caustic} <white>{Constructs}\r\nLaunches <craftingchaos>{Toxic} mortar\r\nHas Degeneration Aura","","",""
376,"RibbonBlue","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonBlue","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leaders:}\r\n<white>{Frost Sentinel}\r\n<white>{Rime Sentinel}","<white>{Pack Leader:}\r\n<white>{Frost Sentinel}\r\nCasts <craftingcold>{Ice} Spear\r\n<white>{Rime Sentinel}\r\nCasts <craftingcold>{Ice} Cascades",""
377,"RibbonLargeCold","[DNT] RibbonLargeCold","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonLargeCold","[DNT] These do something...","","",""
378,"RibbonLargeColdVersion2","[DNT] RibbonLargeColdVersion2","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonLargeColdVersion2","[DNT] These do something...","","",""
379,"RibbonLargeFire","[DNT] RibbonLargeFire","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonLargeFire","[DNT] These do something...","","",""
380,"RibbonRed","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonRed","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leader:}\r\n<white>{Flame Sentinel}\r\n<white>{Infernal Sentinel}","<white>{Pack Leader:}\r\n<white>{Flame Sentinel}\r\nCasts <craftingfire>{Fire} Ball\r\n<white>{Infernal Sentinel}\r\nCasts <craftingfire>{Fire} Cascades",""
381,"SewerGoliath","Sewer Goliaths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSewerGoliath","<craftingchaos>{Caustic} <white>{Constructs}\r\nUses <craftingchaos>{Toxic} Ground Cascade","","",""
382,"SkeletonMeleeRoman","Brittle Gladiators","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeRoman","<white>{Undead} Skeleton Soldiers","<white>{Pack Leader:}\r\n<white>{Risen Gladiator}","<white>{Pack Leader:}\r\n<white>{Risen Gladiator}\r\nUses Spear Thrust, inflicting <craftingphysical>{Bleed}",""
383,"SnakeSpitterPoison","Acid Slitherers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeSpitterPoison","Ranged <craftingchaos>{Caustic} Snake <white>{Beasts}","","",""
384,"SolarisEliteSoldierMelee","Solaris Soldiers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisEliteSoldierMelee","Solaris <white>{Humanoid} Soldiers\r\nUses Double Strike","<white>{Pack Leader:}\r\n<white>{Solaris Champion}","<white>{Pack Leader:}\r\n<white>{Solaris Champion}\r\nUses Cleave, Double Strike\r\nSummons <craftingfire>{Fire} Tornados",""
385,"SolarisFireElemental","[DNT] SolarisFireElemental","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisFireElemental","[DNT] These do something...","","",""
386,"SolarisLion","Auric Lions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisLion","Lion <white>{Constructs}","<white>{Pack Leader:}\r\n<white>{Molten Lion}","<white>{Pack Leader:}\r\n<white>{Molten Lion}\r\nCasts <craftingfire>{Molten} Breath, creating <craftingfire>{Burning} Ground",""
387,"SolarisSoldierCaster","Solarsworn Infernomages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSolarisSoldierCaster","Solaris <white>{Humanoid} Soldiers\r\nCasts <craftingfire>{Flaming} Ball, <craftingfire>{Fire} Barrier","<white>{Pack Leader:}\r\n<white>{Solarsworn Archmage}","<white>{Pack Leader:}\r\n<white>{Solarsworn Archmage}\r\nCasts <craftingfire>{Fireball}, <craftingfire>{Flaming} Meteor",""
388,"SpikerChrome","Chrome-Infused Goliaths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpikerChrome","Spiked <white>{Beasts}\r\nReleases Spine nova on death","","",""
389,"WaterElementalPure2","Holy Water","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElementalPure2","<craftingcold>{Water} <white>{Constructs}\r\nCasts <craftingcold>{Ice} Nova","","",""
390,"Bird2","Adolescent Rhexes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBird","Rhex <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Maternal Rhex}","<white>{Pack Leader:}\r\n<white>{Maternal Rhex}",""
391,"Bird","Wild Rhexes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBird","Rhex <white>{Beasts}","","",""
392,"BirdArmoured","Escaped Rhexes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBirdArmoured","Armoured Rhex <white>{Beasts}","","",""
393,"BlackScorpion","Black Scorpions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackScorpion","Scorpion <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Predatory Scorpion}","<white>{Pack Leader:}\r\n<white>{Predatory Scorpion}\r\nBurrows underground\r\nInflicts <craftingchaos>{Poison} on hit",""
394,"BleachedSkeleton","Sun Bleached Fallen ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBleachedSkeleton","Bleached <white>{Undead} Skeleton Soldiers","<white>{Pack Leader:}\r\n<white>{Bleached Horror}","<white>{Pack Leader:}\r\n<white>{Bleached Horror}\r\nInflicts <craftingphysical>{Bleeding}\r\nSpawns Bleached Fallen on Death",""
395,"BleachedSkeletonRanged","Sun Bleached Vanguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBleachedSkeletonRanged","Ranged bleached <white>{Undead} Skeleton Soldiers","<white>{Pack Leader:}\r\n<white>{Bleached Horror}","<white>{Pack Leader:}\r\n<white>{Bleached Horror}\r\nInflicts <craftingphysical>{Bleeding}\r\nSpawns Bleached Fallen on Death",""
396,"ChaosElemental","[DNT] ChaosElemental","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconChaosElemental","[DNT] These do something...","","",""
397,"ClockworkGolem","Refinery Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconClockworkGolem","[DNT] These do something...","","",""
398,"CrabBleached","Bleached Crawlers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrabBleached","Crab <white>{Beasts}","","",""
399,"CrustaceanBleached","Bleached Crustaceans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrustaceanBleached","Crab <white>{Beasts}","","",""
400,"DoedreWraith","Doedre's Suffering","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDoedreWraith","<white>{Undead} Wraiths","<white>{Pack Leader:} \r\n<white>{Doedre's Torment} ","<white>{Pack Leader:}\r\n<white>{Doedre's Torment}\r\nCasts <craftingchaos>{Chaos} Screech",""
401,"FlameBearerBlight","Maligaro's Cruelty and Passion","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFlameBearerBlight","Maligaro <white>{Demons}\r\nCasts <craftingchaos>{Blight}","","",""
402,"GemFrogVivid","[DNT] GemFrogVivid","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGemFrogVivid","[DNT] These do something...","","",""
403,"GoatmanChampion","[DNT] GoatmanChampion","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatmanChampion","[DNT] These do something...","","",""
404,"HalfSkeletonMeleePart2","Gut Flayers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHalfSkeletonMeleePart2","Flesh <white>{Demons}\r\nUses Puncture","<white>{Pack Leader:\r\nStygian Revenant} ","<white>{Pack Leader:\r\nStygian Revenant} \r\nSummons minions\r\nRevives the dead",""
405,"HalfSkeletonRangedPart2","Gut Spikers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHalfSkeletonRangedPart2","Ranged Flesh <white>{Demons}","<white>{Pack Leader:\r\nStygian Revenant} ","<white>{Pack Leader:\r\nStygian Revenant} \r\nSummons minions\r\nRevives the dead",""
406,"IceElemental","Brittle Shards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIceElemental","<craftingcold>{Ice} <white>{Constructs}\r\nCasts <craftingcold>{Ice} Spear\r\nShatters on death, causing an explosion","","",""
407,"IguanaVivid","[DNT] IguanaVivid","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIguanaVivid","[DNT] These do something...","","",""
408,"Lynx","Mountain Lynx","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLynx","Lynx <white>{Beasts}","","",""
409,"MarakethRider","Rhexback Warriors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMarakethRider","Ranged and Melee <white>{Humanoids} on Rhexback","","",""
410,"MossMonsterCold","Frozen Titans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonsterCold","Rocky <white>{Constructs}","","",""
411,"NessaCrabBleached","[DNT] NessaCrabBleached","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNessaCrabBleached","[DNT] These do something...","","",""
412,"SandLeaper2","[DNT] SandLeaper2","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSandLeaper2","[DNT] These do something...","","",""
413,"ShavronneCityStalker2","Shavronne's Envy","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconShavronneCityStalker","Undying <white>{Demons}\r\nUses <craftinglightning>{Static} Strike","<white>{Pack Leader:\r\nShavronne's Greed} ","<white>{Pack Leader:\r\nShavronne's Greed} \r\nCasts <craftinglightning>{Lightning} Whip",""
414,"ShavronneCityStalker","Shavronne's Legacy ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconShavronneCityStalker","Undying <white>{Demons}\r\nUses <craftinglightning>{Static} Strike","","",""
415,"ShavronneClockworkGolem","Shavronne's Vision ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconShavronneClockworkGolem","Ranged robotic <white>{Constructs} \r\nCasts <craftinglightning>{Lightning} Tendrils","","",""
416,"SkeletonMeleeBloody","[DNT] SkeletonMeleeBloody","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeBloody","[DNT] These do something...","","",""
417,"SkeletonMeleeBloodyChampion","Bloodsoaked Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeBloodyChampion","Bloody <white>{Undead} Skeleton Soldiers","<white>{Pack Leader:\r\nEscaped Revenant} ","<white>{Pack Leader:\r\nEscaped Revenant} \r\nSummons minions\r\nRevives the dead",""
418,"SkeletonMeleeCrystal","Crystallised Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeCrystal","Crystallised <white>{Undead} Skeleton Soldiers","<white>{Pack Leader:\r\nChaos Elemental} ","<white>{Pack Leader:\r\nChaos Elemental} \r\nCasts <craftingchaos>{Chaos} Sandstorm\r\nUses Sunder",""
419,"SkeletonRangedBloody","[DNT] SkeletonRangedBloody","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonRangedBloody","[DNT] These do something...","","",""
420,"SkeletonRangedBloodyChampion","Bloodsoaked Vanguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonRangedBloodyChampion","Bloody <white>{Undead} Skeleton Soldiers","<white>{Pack Leader:\r\nEscaped Revenant} ","<white>{Pack Leader:\r\nEscaped Revenant} \r\nSummons minions\r\nRevives the dead",""
421,"SkeletonRangedCrystal","Crystallised Sentries","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonRangedCrystal","Ranged crystallised <white>{Undead} Skeleton Soldiers\r\nUses Tornado Shot","<white>{Pack Leader:\r\nChaos Elemental} ","<white>{Pack Leader:\r\nChaos Elemental} \r\nCasts <craftingchaos>{Chaos} Sandstorm\r\nUses Sunder",""
422,"SmallCrabBleached","Sulphurspawn","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSmallCrabBleached","Crab <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Waste Lurcher}","<white>{Pack Leader:}\r\n<white>{Waste Lurcher}",""
423,"TasterPart2","Noisome Ophidians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconTasterPart2","Ranged <white>{Demons}\r\nFires Tar mortar, creating Tarred Ground","<white>{Pack Leader:}\r\n<white>{Eye Hatchery}","<white>{Pack Leader:}\r\n<white>{Eye Hatchery}\r\nSpawns Eyes",""
424,"WaterElementalSulphur","Sulphuric Striders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElementalSulphur","Sulphuric <white>{Constructs}","","",""
425,"WaterSpiralBlood","Blood Vortexes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterSpiralBlood","Bloody <white>{Constructs}\r\nCasts Blood Vortex","","",""
426,"WhiteScorpion","Sulphuric Scorpions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWhiteScorpion","Scorpion <white>{Beasts}\r\nInflicts <craftingchaos>{Poison} on hit","","",""
427,"Wolf","Arctic Wolves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWolf","Wolf <white>{Beasts}","","",""
428,"WolfCold","Snow Wolves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWolfCold","Wolf <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Freezing Wolf}","<white>{Pack Leader:}\r\n<white>{Freezing Wolf}\r\nUses Leap Slam",""
429,"YellowScorpion","Sand Scorpions ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconYellowScorpion","Scorpion <white>{Beasts}","","",""
430,"ZombieMummy","Dessicated Maraketh","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconZombieMummy","<white>{Undead} Mummies","<white>{Pack Leader:}\r\n<white>{Sandworn Slaves}","<white>{Pack Leader:}\r\n<white>{Sandworn Slaves}\r\nUses Cyclone, triggering Sand Tornadoes",""
431,"BlackguardKitavaJudge","Depraved and Enthralled Enforcers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardKitava","Corrupted <white>{Humanoid} Soldiers\r\nUses Sunder","<white>{Pack Leader:}\r\n<white>{Heretical Adjudicator}","<white>{Pack Leader:}\r\n<white>{Heretical Adjudicator}\r\nCasts <craftinglightning>{Storm} Call",""
432,"BlackguardKitava","[DNT] BlackguardKitava","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardKitava","[DNT] These do something...","","",""
433,"IceElementalGlass","Window Shards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIceElementalGlass","Elemental <white>{Constructs}\r\nUses Cyclone","","",""
434,"IndoctrinatedConvert2","Deformed Slaves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIndoctrinatedConvert2","Kitava <white>{Humanoids} ","","",""
435,"KitavaSkeleton","Desecrated Thralls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaSkeleton","<white>{Undead} Kitava Skeletons","<white>{Pack Leader:}\r\n<white>{Kitava's Herald}","<white>{Pack Leader:}\r\n<white>{Kitava's Herald}\r\nUses Leap Slam, Cleave\r\nFires mortars",""
436,"Mauler","Handmaidens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMauler","Kitava <white>{Demons}\r\nUses Ground Slam","<white>{Pack Leader:}\r\n<white>{Kiln Mother}","<white>{Pack Leader:}\r\n<white>{Kiln Mother}\r\nCasts <craftingfire>{Magma} Orb",""
437,"MotherOfFlamesZombie","[DNT] MotherOfFlamesZombie","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMotherOfFlamesZombie","[DNT] These do something...","","",""
438,"PurgeHoundKitava","Purge Hounds","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPurgeHoundKitava","Kitava <white>{Beasts}\r\nUses Whirling Blades","<white>{Pack Leader:}\r\n<white>{Heretical Adjudicator}","<white>{Pack Leader:}\r\n<white>{Heretical Adjudicator}\r\nCasts <craftinglightning>{Storm} Call",""
439,"Regurgitator","Warped Regurgitators","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRegurgitator","Kitava <white>{Demons} \r\nFires Blood mortars","","",""
440,"SlaveDriverKitava","Crazed Drivers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSlaveDriverKitava","Kitava <white>{Humanoids} \r\nCasts <craftingfire>{Flame} Whip","","",""
441,"SpearCandleCultistKitava","Feast Attendants","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpearCandleCultistKitava","Kitava <white>{Humanoids} ","<white>{Pack Leader:}\r\n<white>{Heretical Guardian}","<white>{Pack Leader:}\r\n<white>{Heretical Guardian}\r\nCasts Proximity Shield\r\nUses Spectral Throw",""
442,"Templar2HKitava","[DNT] Templar2HKitava","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconTemplar2HKitava","[DNT] These do something...","","",""
443,"TorturerKitava","Defiled and Corrupted Extractors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconTorturerKitava","Kitava <white>{Humanoids}\r\nCreates stationary Sawblade","","",""
444,"WickerMan","Wicker Men","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWickerMan","Kitava <white>{Demons}\r\nCasts Righteous <craftingfire>{Fire}\r\nUses <craftingfire>{Molten} Strike","","",""
445,"PitbullCockerel","[DNT] Pitbull and Cockerel","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPitbull","[DNT] These do something...","","",""
446,"HalfSkeletonPack","[DNT] Half Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHalfSkeletonMelee","[DNT] These do something...","","",""
447,"ArmouredBullExtra","Fighting Bulls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconArmouredBullExtra","Bull <white>{Beasts} \r\nCharges aggressively towards enemies","<white>{Pack Leader:}\r\n<white>{Icy Manifestation}","<white>{Pack Leader:}\r\n<white>{Brittle Shard}\r\nCasts <craftingcold>{Ice} Spear\r\nShatters on death, causing an explosion",""
448,"BeastParasiteExtra","[DNT] BeastParasiteExtra","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeastParasiteExtra","[DNT] These do something...","","",""
449,"BlackguardStalkerExtra","[DNT] BlackguardStalkerExtra","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardStalkerExtra","[DNT] These do something...","","",""
