"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
2766,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaosStandalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,62229,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2767,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos2",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy2",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,42801,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2768,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos2Standalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,23371,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2769,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos3",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy3",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,46346,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2770,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos3Standalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,30971,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2771,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos4",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy4",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,796,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,19972,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2772,"Metadata/Monsters/Cannibal/CannibalFemaleProphecyChaos4Standalone",1115,38,3,4,6,"[""Metadata/Monsters/Prophecy/FemaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,2,2,0,"[34,769,804,787,774,71,48,807,764,31,29,765,32,118,820]",100,[3],105,105,700,500,0,"[382,2025]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6191,6189]","",1,"Bameth Cultist",100,100,1995,"[7229,7230,7233,7234]",[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,20935,"","","",27,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2773,"Metadata/Monsters/Cannibal/CannibalLunaris",1110,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Lunaris.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,118,820]",120,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Lunaris Zealot",120,120,1995,[7229],[],"",7,"","",0,[],[],[],1,3,4,8,0,0,8,45164,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,120,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2774,"Metadata/Monsters/Cannibal/CannibalLunarisSchism",1110,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Lunaris.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,118,820]",120,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Lunaris Zealot",120,120,1995,[7229],[],"",7,"","",0,[],[],[],1,3,4,8,0,0,8,25202,"","","",25,"","",[],[],[],"",350,127,[],[],10,"","",[],"",1,"",0,0,0,120,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2775,"Metadata/Monsters/Cannibal/CannibalLunaris2",1111,40,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Cold_Lunaris.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisCold",[],1,"","",105,3,6,2,2,0,"[175,34,767,804,787,774,71,48,807,796,764,31,29,765,118,820]",150,[],105,105,700,500,0,"[382,7809]","Metadata/Monsters/Cannibal/LunarisZealotFemale.ais",[],"",1,"Moontouched Zealot",120,150,1995,[7229],[],"",7,"","",0,[],[],[],1,1,4,8,0,0,8,23411,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2776,"Metadata/Monsters/Cannibal/CannibalLunaris2Schism",1111,40,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Cold_Lunaris.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisCold",[],1,"","",105,3,6,2,2,0,"[175,34,767,804,787,774,71,48,807,796,764,31,29,765,118,820]",150,[],105,105,700,500,0,"[382,7809]","Metadata/Monsters/Cannibal/LunarisZealotFemale.ais",[],"",1,"Moontouched Zealot",120,150,1995,[7229],[],"",7,"","",0,[],[],[],1,1,4,8,0,0,8,29142,"","","",25,"","",[],[],[],"",350,127,[],[],10,"","",[],"",1,"",0,0,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2777,"Metadata/Monsters/Cannibal/CannibalHarbingerCold",1110,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Lunaris.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,118,820]",120,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Harbinger Fanatic",120,120,1995,[7229],[],"",7,"","",0,[],[],[],1,3,4,8,0,0,8,55773,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,120,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2778,"Metadata/Monsters/Cannibal/CannibalHarbingerCold2",1111,40,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Cold_Lunaris.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisCold",[],1,"","",105,3,6,2,2,0,"[175,34,767,804,787,774,71,48,807,796,764,31,29,765,118,820]",150,[],105,105,700,500,0,"[382,7809]","Metadata/Monsters/Cannibal/LunarisZealotFemale.ais",[],"",1,"Harbinger Worshipper",120,150,1995,[7229],[],"",7,"","",0,[],[],[],1,1,4,8,0,0,8,48618,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2779,"Metadata/Monsters/Cannibal/CannibalHarbingerLightning",1110,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Lunaris.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,118,820]",120,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Harbinger Fanatic",120,120,1995,[7229],[],"",7,"","",0,[],[],[],1,1,6,100,0,0,100,28163,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,120,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2780,"Metadata/Monsters/Cannibal/CannibalHarbingerLightning2",1112,40,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRunHarbinger.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Lightning.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisLightning",[],1,"","",105,3,6,2,2,0,"[175,34,804,787,774,71,48,807,768,796,764,31,29,765,118,820]",150,[],105,105,700,500,0,"[382,1293]","Metadata/Monsters/Cannibal/LunarisZealotFemaleLightning.ais",[],"",1,"Harbinger Worshipper",120,150,1995,[7229],[],"",7,"","",0,[],[],[],1,1,6,100,0,0,100,64324,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2781,"Metadata/Monsters/Cannibal/CannibalLunarisChampion",1113,44,3,4,12,"[""Metadata/Monsters/Cannibal/FemaleCannicalRunStaff.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Champion.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisCold",[],1,"","",115,3,6,3,2,0,"[821,34,767,804,788,776,71,48,807,796,31,29,32,118]",180,[],105,105,700,500,0,"[1295,4615,3747]","Metadata/Monsters/Cannibal/LunarisZealotChampion.ais",[],"",1,"Lunar Devotee",121,180,1995,[7217],[],"",14,"","",0,[],[],[],1,1,3,8,0,0,8,59572,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,180,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2782,"Metadata/Monsters/Cannibal/CannibalLunarisChampionSchism",1113,44,3,4,12,"[""Metadata/Monsters/Cannibal/FemaleCannicalRunStaff.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Champion.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisCold",[],1,"","",115,3,6,3,2,0,"[821,34,767,804,788,776,71,48,807,796,31,29,32,118]",180,[],105,105,700,500,0,"[1295,4615,3747]","Metadata/Monsters/Cannibal/LunarisZealotChampion.ais",[],"",1,"Lunar Devotee",121,180,1995,[7217],[],"",14,"","",0,[],[],[],1,1,3,8,0,0,8,54870,"","","",25,"","",[],[],[],"",350,127,[],[],10,"","",[],"",1,"",0,0,0,180,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2783,"Metadata/Monsters/Cannibal/CannibalHarbingerChampion",1113,44,3,4,12,"[""Metadata/Monsters/Cannibal/FemaleCannicalRunStaff.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Champion.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisCold",[],1,"","",115,3,6,3,2,0,"[821,34,767,804,788,776,71,48,807,796,31,29,32,118]",180,[],105,105,700,500,0,"[1295,4615,3747]","Metadata/Monsters/Cannibal/LunarisZealotChampion.ais",[],"",1,"Harbinger Puppet",121,180,1995,[7217],[],"",14,"","",0,[],[],[],1,1,3,8,0,0,8,24747,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,180,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2784,"Metadata/Monsters/Cannibal/CannibalLunarisNewTeam",1110,38,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Lunaris.ao""]","Metadata/Monsters/Cannibal/CannibalNewTeam",[],1,"","",100,3,6,2,2,0,"[804,787,774,71,48,807,796,764,31,29,765,118,820]",120,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Lunaris Zealot",120,120,1995,[7229],[],"",7,"","",0,[],[],[],1,1,4,8,0,0,8,2130,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,120,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2785,"Metadata/Monsters/Cannibal/CannibalLunaris2NewTeam",1111,40,3,4,6,"[""Metadata/Monsters/Cannibal/FemaleCannicalRun.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Cold_Lunaris.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisColdNewTeam",[],1,"","",105,3,6,2,2,0,"[34,767,804,787,774,71,48,807,796,764,31,29,765,118,820]",150,[],105,105,700,500,0,"[382,7809]","Metadata/Monsters/Cannibal/LunarisZealotFemale.ais",[],"",1,"Moontouched Zealot",120,150,1995,[7229],[],"",7,"","",0,[],[],[],1,1,4,8,0,0,8,5633,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2786,"Metadata/Monsters/Cannibal/CannibalLunarisChampionNewTeam",1113,44,3,4,12,"[""Metadata/Monsters/Cannibal/FemaleCannicalRunStaff.act""]","[""Metadata/Monsters/Cannibal/Female_Cannibal_Champion.ao""]","Metadata/Monsters/Cannibal/CannibalLunarisColdNewTeam",[],1,"","",115,3,6,3,2,0,"[821,34,767,804,788,776,71,48,807,796,764,31,29,765,118]",180,[],105,105,700,500,0,"[382,1295,4615]","Metadata/Monsters/Cannibal/LunarisZealotChampion.ais",[],"",1,"Lunar Devotee",121,180,1995,[7217],[],"",14,"","",0,[],[],[],1,1,3,8,0,0,8,25004,"","","",25,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,180,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2787,"Metadata/Monsters/Cannibal/CannibalMale",1107,38,3,4,12,"[""Metadata/Monsters/Cannibal/MaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,3,2,0,"[821,804,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,736,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6192,6189,6189]","",1,"Cannibal",100,100,1995,[14170],[],"",12,"","",0,[],[],[560],1,3,4,8,0,0,8,37848,"","","",28,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2788,"Metadata/Monsters/Cannibal/CannibalMaleLedge",1107,38,3,4,12,"[""Metadata/Monsters/Cannibal/MaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal.ao""]","Metadata/Monsters/Cannibal/Cannibal",[],1,"","",100,3,6,3,2,0,"[821,804,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,736,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6192,6189,6189]","",1,"Cannibal",100,100,1995,[14170],[],"",12,"","",0,[],[],[560],1,9,4,93,0,0,100,31936,"","","",28,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2789,"Metadata/Monsters/Cannibal/CannibalMaleTorment",1107,38,3,4,12,"[""Metadata/Monsters/Cannibal/MaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal.ao""]","Metadata/Monsters/Cannibal/Cannibal",[6629],1,"","",100,3,6,3,2,0,"[821,804,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,736,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6192,6189,6189]","",1,"Cannibal's Devoted",100,100,1995,[14170],[],"",12,"","",0,[],[36712],[],"",1,6,100,0,0,100,33461,"","","",28,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2790,"Metadata/Monsters/Cannibal/CannibalMaleThrowFire",1107,38,3,4,12,"[""Metadata/Monsters/Cannibal/MaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal.ao""]","Metadata/Monsters/Cannibal/CannibalFireThrower",[],1,"","",100,3,6,3,2,0,"[821,175,804,766,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,2129,2130,389,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6192,6189,6192]","stance3",1,"Cannibal",100,100,1995,[14170],[9401],"",12,36,"",0,[],[],[560],1,1,4,8,0,0,8,25408,"","","",28,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2791,"Metadata/Monsters/Cannibal/CannibalMaleThrowFireTorment",1107,38,3,4,12,"[""Metadata/Monsters/Cannibal/MaleCannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal.ao""]","Metadata/Monsters/Cannibal/CannibalFireThrower",[6629],1,"","",100,3,6,3,2,0,"[821,804,766,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,2129,2130,389,11073]","Metadata/Monsters/Cannibal/Cannibal.ais","[6192,6189,6192]","stance3",1,"Cannibal's Devoted",100,100,1995,[14170],[9401],"",12,36,"",0,[],[36712],[],"",1,6,100,0,0,100,59613,"","","",28,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2792,"Metadata/Monsters/Cannibal/CannibalMaleBossHailrake",1123,38,3,4,12,"[""Metadata/Monsters/Cannibal/Hailrake_Cannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal_HailRake.ao""]","Metadata/Monsters/Cannibal/CannibalBossHailrake",[3997],1,"","",100,3,6,3,2,100,"[821,34,767,804,780,774,71,48,807,796,764,31,29,765,118]",180,[],105,105,0,600,1000,"[390,3166,2201,948]","Metadata/Monsters/Cannibal/CannibalBossHailrake.ais",[],"",1,"Hailrake",126,180,1995,[14171],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,16636,"","","",29,34,"",[],[],[],"",350,0,[],[],5,"","",[],"",1,1,0,0,0,180,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2793,"Metadata/Monsters/Cannibal/CannibalMaleBossHailrakeStandalone",1123,38,3,4,12,"[""Metadata/Monsters/Cannibal/Hailrake_Cannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal_HailRake.ao""]","Metadata/Monsters/Cannibal/CannibalBossHailrakeStandalone","[3997,6338]",1,"","",100,3,6,3,2,100,"[821,34,767,804,780,774,71,48,807,764,31,29,765,118]",180,[],105,105,0,600,1000,"[390,3166,2201,9887,9888,9889,9890]","Metadata/Monsters/Cannibal/CannibalBossHailrake.ais",[],"",1,"Hailrake",126,180,1995,[14171],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,53741,"","","",29,34,"",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,180,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2794,"Metadata/Monsters/Cannibal/CannibalMaleBossHailrakeEndlessLedge",1126,38,3,4,12,"[""Metadata/Monsters/Cannibal/Hailrake_Cannibal.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal_HailRake.ao""]","Metadata/Monsters/Cannibal/CannibalMaleBossEndlessLedge","[3997,6338]",1,"","",100,3,6,3,2,100,"[821,34,767,804,780,774,71,48,807,796,764,31,29,765,118]",180,[],105,105,0,600,1000,"[390,3166]","Metadata/Monsters/Cannibal/CannibalBossHailrake.ais",[],"",1,"Hailrake",180,180,1995,[14171],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,63958,"","","",29,34,"",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,180,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2795,"Metadata/Monsters/Cannibal/CannibalMaleProphecy",1114,38,3,4,12,"[""Metadata/Monsters/Prophecy/MaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy1",[10006],1,"","",100,3,6,3,2,0,"[821,804,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6192,6189]","",1,"Bameth Cultist",100,100,1995,"[7274,7275,7276]",[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,56323,"","","",30,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2796,"Metadata/Monsters/Cannibal/CannibalMaleProphecyStandalone",1114,38,3,4,12,"[""Metadata/Monsters/Prophecy/MaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecyStandalone",[10006],1,"","",100,3,6,3,2,0,"[821,804,780,774,71,48,807,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6192,6189]","",1,"Bameth Cultist",100,100,1995,"[7274,7275,7276]",[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,16209,"","","",30,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
2797,"Metadata/Monsters/Cannibal/CannibalMaleProphecy2",1114,38,3,4,12,"[""Metadata/Monsters/Prophecy/MaleCannibalProphecy.act""]","[""Metadata/Monsters/Cannibal/Male_Cannibal_ProphecyMask.ao""]","Metadata/Monsters/Cannibal/CannibalProphecy2",[10006],1,"","",100,3,6,3,2,0,"[821,804,780,774,71,48,807,796,764,31,29,765,32,118]",100,[3],105,105,700,500,0,"[382,736]","Metadata/Monsters/Prophecy/ProphecyCannibalCultist.ais","[6192,6189]","",1,"Bameth Cultist",100,100,1995,"[7274,7275,7276]",[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,3506,"","","",30,"","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",0,0,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
