"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","i32","[i32]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","i32","i32","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","i32","AchievementItemsKey","ModsKeys","i32","i32","VaalArea_WorldAreasKeys","VaalArea_SpawnChance","Strongbox_SpawnChance","Strongbox_MaxCount","Strongbox_RarityWeight","bool","i32","MaxLevel","AreaType_TagsKeys","i32","i32","IsHideout","i32","i32","i32","i32","Inflection","i32","i32","i32","TagsKeys","IsVaalArea","i32","i32","i32","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","i32","i32","i32","TSIFile","rid","i32","i32","i32","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","i32","i32","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","i32","i32","i32","i32","i32","EnvironmentsKey","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","i32","i32","i32","i32","MetamorphChance","DeliriumChance","HarvestChance","HeistChance","RitualChance","[rid]","UltimatumChance","ExpeditionChance"
171,"1_SideArea2_2","Mystical Clearing",2,"","",[],1,27660,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[790,791,792,793]","",480,2565,2565,[2995],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,306,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
172,"1_SideArea2_3","Covered-up Hollow",2,"","",[],1,51036,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[794,795,796,797]","",480,2565,2565,[3002],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,307,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
173,"1_SideArea2_4","Hidden Patch",2,"","",[],1,60953,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[798,799,800,801]","",480,2565,2565,[3004],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,308,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
174,"1_SideArea2_5","Entombed Alcove",2,"","",[],1,23435,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[802,803,804,805]","",480,2565,2565,[2987],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,309,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
175,"1_SideArea2_6","Secret Laboratory",2,"","",[],1,41192,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[806,807,808,809]","",480,2565,2565,[2976],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,310,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
176,"1_SideArea2_7","Secluded Copse",2,"","",[],1,21433,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[810,811,812,813]","",480,2565,2565,[3011],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,311,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
177,"1_SideArea2_8","Forbidden Chamber",2,"","",[],1,20163,7,5,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[814,815,816,817]","",480,2565,2565,[3009],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,4000,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,312,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
178,"1_SideArea3_1","Quarantined Quarters",3,"","",[],1,34878,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[856,857,858]","",480,2565,2565,[2998],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,324,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
179,"1_SideArea3_2","Disused Furnace",3,"","",[],1,40123,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[828,829,830,831]","",480,2565,2565,[2993],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,317,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
180,"1_SideArea3_3","Blind Alley",3,"","",[],1,25514,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[859,860,861,862]","",480,2565,2565,[3000],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,325,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
181,"1_SideArea3_4","Entombed Chamber",3,"","",[],1,39347,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[818,819,820,821]","",480,2565,2565,[2981],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,313,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
182,"1_SideArea3_5","Sacred Chambers",3,"","",[],1,48675,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[844,845,846,847]","",480,2565,2565,[3013],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,321,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
183,"1_SideArea3_6","Stagnant Canal",3,"","",[],1,33528,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[822,823]","",480,2565,2565,[2989],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[169],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,314,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
184,"1_SideArea3_7","Walled-off Ducts",3,"","",[],1,18224,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[840,841,842,843]","",480,2565,2565,[2991],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,"[61,169]",1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,320,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
185,"1_SideArea3_8","Neglected Cellar",3,"","",[],1,51624,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[863,864,865]","",480,2565,2565,[3025],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,326,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
186,"1_SideArea3_9_","Arcane Chambers",3,"","",[],1,29053,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[848,849,850,851]","",480,2565,2565,[3015],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,"[61,169]",1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,322,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
187,"1_SideArea3_10","Inner Grounds",3,"","",[],1,9566,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[824,825,826,827]","",480,2565,2565,[2985],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,315,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
188,"1_SideArea3_11","Sealed Corridors",3,"","",[],1,5120,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[836,837,838,839]","",480,2565,2565,[3017],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,319,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
189,"1_SideArea3_12","Restricted Gallery",3,"","",[],1,4955,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[832,833,834,835]","",480,2565,2565,[3019],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,318,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
190,"1_SideArea4_1","Forgotten Conduit",4,"","",[],1,10726,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[866,867,868,869]","",480,2565,2565,[3027],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,"[61,169]",1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,327,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
191,"1_SideArea4_2","Ancient Catacomb",4,"","",[],1,29002,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[870,871,872,873]","",480,2565,2565,[3028],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,328,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
192,"1_SideArea4_3","Haunted Mineshaft",4,"","",[],1,20827,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[878,879,880,881]","",480,2565,2565,[3033],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,330,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
193,"1_SideArea4_4","Abandoned Dam",4,"","",[],1,20171,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[882,883,884,885,886,887]","",480,2565,2565,[3030],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,331,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
194,"1_SideArea4_7","Desolate Track",4,"","",[],1,49992,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[888,889,890,891,892]","",480,2565,2565,[3030],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,332,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
195,"1_SideArea5_2","Reclaimed Barracks",5,"","",[],1,18927,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[893,894,895,896]","",480,2565,2565,[5072],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,333,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
196,"1_SideArea5_3_1","Sealed Basement",5,"","",[],1,9569,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[897,898,899,900]","",480,2565,2565,[5073],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,334,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
197,"1_SideArea5_3_2","Secluded Canal",5,"","",[],1,38667,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[901,902,903,904]","",480,2565,2565,[5068],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[169],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,335,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
198,"1_SideArea5_4","Forbidden Archives",5,"","",[],1,50757,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[905,906,907,908]","",480,2565,2565,[4617],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,336,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
199,"1_SideArea5_4b","Cremated Archives",5,"","",[],1,17845,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[909,910,911,912]","",480,2565,2565,[4617],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,337,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
200,"1_SideArea5_5","Twisted Inquisitorium",5,"","",[],1,27807,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[913,914,915,916,917]","",480,2565,2565,[5071],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,338,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
201,"1_SideArea5_6","Deathly Chambers",5,"","",[],1,24851,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[919,920,921,922]","",480,2565,2565,[5074],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,339,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
202,"1_SideArea5_7","Restricted Collection",5,"","",[],1,6663,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[923,924,925,926]","",480,2565,2565,[5287],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,340,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
203,"1_SideArea5_8","Side Chapel",5,"","",[],1,33052,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,[918],"",480,2565,2565,[5069],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[61],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,341,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
204,"1_SideArea6_4","Radiant Pools",6,"","",[],1,36848,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,[927],"",480,2565,2565,[3006],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[169],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,342,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
205,"1_SideArea6_6","Clouded Ledge",6,"","",[],1,60363,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[928,929,930,931]","",480,2565,2565,[2995],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,343,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
206,"1_SideArea7_4","Sealed Repository",7,"","",[],1,57505,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[932,933,934,935]","",480,2565,2565,[2985],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,344,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
207,"1_SideArea7_10","Flooded Complex",7,"","",[],1,41671,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[936,937,938,939]","",480,2565,2565,[3000],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,345,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
208,"1_SideArea7_12","Forbidden Shrine",7,"","",[],1,9173,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[940,941,942,943]","",480,2565,2565,[2987],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,346,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
209,"1_SideArea8_3","Evacuated Quarter",8,"","",[],1,8325,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[944,945,946,947]","",480,2565,2565,[2993],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,347,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
210,"1_SideArea8_5","Concealed Caldarium",8,"","",[],1,11258,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[948,949,950,951]","",480,2565,2565,[2991],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[169],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,348,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
211,"1_SideArea8_7","Moonlit Chambers",8,"","",[],1,11262,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[852,853,854,855]","",480,2565,2565,[3015],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,"[61,169]",1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,323,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
212,"1_SideArea9_3","Shifting Sands",9,"","",[],1,13799,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[952,953,954,955]","",480,2565,2565,[3017],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,349,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
213,"1_SideArea9_5","Forgotten Gulch",9,"","",[],1,2117,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[956,957,958,959,960,961,962,963]","",480,2565,2565,[2993],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,350,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
214,"1_SideArea9_6","Desolate Isle",9,"","",[],1,38218,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[969,970,971,972]","",480,2565,2565,[2989],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,352,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
215,"1_SideArea9_9","Dusty Bluff",9,"","",[],1,51895,9,6,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",2565,[],6,"[964,965,966,967,968]","",480,2565,2565,[3030],[],"[70,0]","[0,1000]","",[],"",20,"",[],0,10,[],0,16,1,"[50,50,50,1]","",0,100,[],0,15,"",10,0,10,10,"",7000,3500,0,[],1,0,0,0,"","","","",0,0,0,"","",11,10,0,[],"","",0,0,"","","",0,0,0,0,8,5,351,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
