"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[rid]"
1541,1186,1,1,"grant_micro","","","Your Whirling Blades becomes an Icy effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"",2,[],[],[]
1542,1187,1,1,"grant_micro","","","Adds a pair of Fire Horns to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
1543,1188,1,1,"grant_micro","","","Adds a pair of Ice Horns to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
1544,1189,1,1,"grant_micro","","","Adds a pair of Fire and Ice Horns to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
1545,1190,1,1,"grant_micro","","","Attaches the Celestial Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[]
1546,1191,1,1,"grant_micro","","","Changes the appearance of any equipped Staff to the Celestial Staff.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[]
1547,1192,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyssal Imp Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1548,1193,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Abyssal Imp Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
1549,1194,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Abyssal Imp Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
1550,1195,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Abyssal Imp Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
1551,1196,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyss Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
1552,1197,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Celestial Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
1553,1198,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyss Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[]
1554,1199,1,1,"modify_portal_variation","","","This character's portals use the Abyss Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1555,1200,1,1,"modify_portal_variation","","","This character's portals use the Abyssal Imp Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1556,1201,1,1,"grant_micro","","","Adds the Abyssal Imp Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1557,1202,1,1,"grant_micro","","","Adds the Abyssal Lich Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1558,1203,1,1,"grant_micro","","","Adds the Pestilence Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[]
1559,1204,1,1,"modify_character_portrait","","","Adds the Ascendant Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1560,1205,1,1,"modify_character_portrait","","","Adds the Deadeye Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1561,1206,1,1,"modify_character_portrait","","","Adds the Elementalist Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1562,1207,1,1,"modify_character_portrait","","","Adds the Necromancer Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1563,1208,1,1,"modify_character_portrait","","","Adds the Occultist Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1564,1209,1,1,"modify_character_portrait","","","Adds the Pathfinder Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1565,1210,1,1,"modify_character_portrait","","","Adds the Raider Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1566,1211,1,1,"modify_character_portrait","","","Adds the Fire Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1567,1212,1,1,"modify_character_portrait","","","Adds the Lightning Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1568,1213,1,1,"modify_character_portrait","","","Adds the Ice Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1569,1214,1,1,"grant_micro","","","Adds the Tencent S3 BDMaster Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1570,1215,1,1,"grant_micro","","","Adds the Tencent S3 Fashion Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1571,1216,1,1,"grant_micro","","","Adds the Tencent S3 HideOut Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1572,1217,1,1,"grant_micro","","","Adds the Tencent Top Player Frame to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1573,1218,1,1,"grant_micro","","","Adds the Tencent Two Years Frame to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1574,1222,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1575,1223,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1576,1224,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1577,1225,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1578,1226,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1579,1227,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1580,1228,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1581,1229,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1582,1230,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1583,1231,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1584,1232,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1585,1233,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1586,1234,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1587,1235,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1588,1236,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1589,1237,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1590,1238,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1591,1239,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1592,1240,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1593,1241,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1594,1242,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1595,1243,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1596,1244,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1597,1245,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1598,1246,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1599,1247,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1600,1248,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1601,1249,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1602,1250,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1603,1251,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1604,1252,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1605,1253,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1606,1254,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1607,1255,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1608,1256,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1609,1257,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1610,1258,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1611,1259,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1612,1260,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1613,1261,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1614,1262,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1615,1263,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1616,1264,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1617,1265,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1618,1266,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1619,1267,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1620,1268,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1621,1269,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1622,1270,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1623,1271,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1624,1272,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1625,1273,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1626,1274,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1627,1275,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1628,1276,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1629,1277,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1630,1278,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1631,1279,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1632,1280,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1633,1281,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1634,1282,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1635,1283,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1636,1284,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1637,1285,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1638,1286,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1639,1287,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1640,1288,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1641,1289,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1642,1290,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1643,1291,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1644,1292,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_1 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1645,1293,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_2 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1646,1294,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_3 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1647,1295,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_4 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1648,1296,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_5 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1649,1297,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_6 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1650,1298,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_7 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1651,1299,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_1 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1652,1300,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_2 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1653,1301,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_3 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1654,1302,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_4 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1655,1303,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_5 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
