"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","VendorRecipe_AchievementItemsKeys","RarePurchase_BaseItemTypesKeys","RarePurchase_Costs","UniquePurchase_BaseItemTypesKeys","UniquePurchase_Costs","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItemsKeys","ItemThemesKey","IdentifyMagic_AchievementItemsKeys","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
818,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcticCharacterEffect",40,2,2,"Arctic Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,694,2015999849,[],[],[],[],[],"","","",[],10,[],"","",5,"","",""
819,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionGhostflameCharacterEffect",40,2,2,"Ghostflame Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,695,1393277352,[],[],[],[],[],"","","",[],5,[],"","",17,"","",""
820,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcaneCharacterEffect",40,2,2,"Arcane Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,696,-21182515,[],[],[],[],[],"","","",[],11,[],"","",5,"","",""
821,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerHelmet",40,2,2,"Stormcaller Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,697,1082647439,[],[],[],[],[],"","","",[],20,[],"","",11,"","",""
822,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerBoots",40,2,2,"Stormcaller Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,698,1815087161,[],[],[],[],[],"","","",[],20,[],"","",4,"","",""
823,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerGloves",40,2,2,"Stormcaller Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,699,1689273435,[],[],[],[],[],"","","",[],20,[],"","",9,"","",""
824,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerBody",40,2,2,"Stormcaller Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,700,-644359329,[],[],[],[],[],"","","",[],20,[],"","",3,"","",""
825,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBatteryBackpack",40,2,2,"Battery Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,701,41084864,[],[],[],[],[],"","","",[],20,[],"","",2,"","",""
826,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideBodyArmour",40,2,2,"Deicide Body","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,702,785801579,[],[],[],[],[],"","","",[],9,[],"","",3,"","",""
827,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideGloves",40,2,2,"Deicide Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,703,1861574535,[],[],[],[],[],"","","",[],9,[],"","",9,"","",""
828,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideBoots",40,2,2,"Deicide Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,704,512503558,[],[],[],[],[],"","","",[],9,[],"","",4,"","",""
829,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideWings",40,2,2,"Deicide Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,705,-23788124,[],[],[],[],[],"","","",[],9,[],"","",2,"","",""
830,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideHelmet",40,2,2,"Deicide Flame Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,706,-1193157321,[],[],[],[],[],"","","",[],9,[],"","",11,"","",""
831,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachlordPortal",40,2,2,"Breachlord Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,707,585633743,[],[],[],[],[],"","","",[],2,[],"","",16,"","",""
832,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachFootprints",40,1,1,"Breach Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,708,259051459,[],[],[],[],[],"","","",[],2,[],"","",8,"","",""
833,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManaWurmWings",40,2,2,"Mana Wurm Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,709,-2125153109,[],[],[],[],[],"","","",[],11,[],"","",2,"","",""
834,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPerchtenMask",40,2,2,"Yeti Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,711,141797563,[],[],[],[],[],"","","",[],10,[],"","",11,"","",""
835,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialHood",40,2,2,"Celestial Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,712,-1113689503,[],[],[],[],[],"","","",[],23,[],"","",11,"","",""
836,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalWings",40,2,2,"Infernal Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,713,-834994910,[],[],[],[],[],"","","",[],0,[],"","",2,"","",""
837,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonhandClaw",40,2,2,"Demonhand Claw","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,714,-1816105468,[],[],[],[],[],"","","",[],8,[],"","",22,"","",""
838,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineShield",40,2,2,"Divine Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,715,-1220835996,[],[],[],[],[],"","","",[],19,[],"","",22,"","",""
839,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKaomPortal",40,2,2,"Kaom Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,716,1785157026,[],[],[],[],[],"","","",[],39,[],"","",16,"","",""
840,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDaressoPortal",40,2,2,"Daresso Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,717,1580236568,[],[],[],[],[],"","","",[],39,[],"","",16,"","",""
841,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixWings",40,2,2,"Phoenix Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,718,2034275450,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
842,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialWeapon",40,1,1,"Celestial Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,719,-1958330466,[],[],[],[],[],"","","",[],23,[],"","",21,"","",""
843,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantWings",40,2,2,"Verdant Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,720,-1578297352,[],[],[],[],[],"","","",[],14,[],"","",2,"","",""
844,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEldritchWings",40,2,2,"Eldritch Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,721,1052899280,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
845,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPortal",40,2,2,"Legacy Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,722,980857581,[],[],[],[],[],"","","",[],30,[],"","",16,"","",""
846,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningBody",40,2,2,"Arcane Lightning Body","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,723,216182224,[],[],[],[],[],"","","",[],20,[],"","",3,"","",""
847,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningGloves",40,2,2,"Arcane Lightning Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,724,1423729593,[],[],[],[],[],"","","",[],20,[],"","",9,"","",""
848,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningBoots",40,2,2,"Arcane Lightning Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,725,836715354,[],[],[],[],[],"","","",[],20,[],"","",4,"","",""
849,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningHelmet",40,2,2,"Arcane Lightning Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,726,-1836375250,[],[],[],[],[],"","","",[],20,[],"","",11,"","",""
850,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPurplePortal",40,2,2,"Classic Purple Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,727,1300310113,[],[],[],[],[],"","","",[],25,[],"","",16,"","",""
851,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicMarkOfThePhoenix",40,1,1,"Arcane Mark of the Phoenix","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,728,1820839180,[],[],[],[],[],"","","",[],11,[],"","",10,"","",""
852,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicDivineSign",40,1,1,"Purple Divine Sign","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,729,-1553198087,[],[],[],[],[],"","","",[],25,[],"","",10,"","",""
853,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticHelmet",40,2,2,"Purple Necrotic Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,730,-1334140244,[],[],[],[],[],"","","",[],25,[],"","",11,"","",""
854,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticBoots",40,2,2,"Purple Necrotic Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,731,-1724345777,[],[],[],[],[],"","","",[],25,[],"","",4,"","",""
855,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticGloves",40,2,2,"Purple Necrotic Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,732,1796149335,[],[],[],[],[],"","","",[],25,[],"","",9,"","",""
856,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticBody",40,2,2,"Purple Necrotic Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,733,-402364038,[],[],[],[],[],"","","",[],25,[],"","",3,"","",""
857,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningWeapon",40,1,1,"Purple Lightning Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,734,685609675,[],[],[],[],[],"","","",[],25,[],"","",21,"","",""
858,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPurpleSkull",40,1,1,"Purple Skull Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,735,106793732,[],[],[],[],[],"","","",[],25,[],"","",11,"","",""
859,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionClassicCharacterEffect",40,2,2,"Legacy Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,736,-348200095,[],[],[],[],[],"","","",[],3,[],"","",5,"","",""
860,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneSeraphWings",40,2,2,"Arcane Seraph Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,737,-634356698,[],[],[],[],[],"","","",[],11,[],"","",2,"","",""
861,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneVictoriousWings",40,1,1,"Arcane Victorious Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,738,-316939935,[],[],[],[],[],"","","",[],11,[],"","",10,"","",""
862,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineSkull",40,1,1,"Divine Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,739,-1066645510,[],[],[],[],[],"","","",[],19,[],"","",11,"","",""
863,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHoodedCloak",40,2,2,"Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,740,-1315750102,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
864,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlackHoodedCloak",40,2,2,"Black Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,741,-1950815344,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
865,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCyanHoodedCloak",40,2,2,"Cyan Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,742,-1421247950,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
866,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGoldHoodedCloak",40,2,2,"Gold Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,743,612328295,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
867,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGreenHoodedCloak",40,2,2,"Green Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,744,528091251,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
868,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNavyHoodedCloak",40,2,2,"Navy Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,745,1685534999,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
869,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPinkHoodedCloak",40,2,2,"Purple Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,746,1848035823,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
870,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRedHoodedCloak",40,2,2,"Red Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,747,-83990770,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
871,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteHoodedCloak",40,2,2,"White Hooded Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,748,-1661549463,[],[],[],[],[],"","","",[],39,[],"","",2,"","",""
872,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionClassicFrame",40,2,2,"Classic Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,749,2138756543,[],[],[],[],[],"","","",[],3,[],"","",18,"","",""
873,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionPremiumClassicFrame",40,2,2,"Legacy Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,750,1793146724,[],[],[],[],[],"","","",[],3,[],"","",18,"","",""
874,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicWeaponEffect",40,1,1,"Classic Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,751,-303112328,[],[],[],[],[],"","","",[],3,[],"","",21,"","",""
875,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneVisage",40,1,1,"Arcane Visage","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,752,-1961299967,[],[],[],[],[],"","","",[],11,[],"","",10,"","",""
876,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineIceCrown",40,1,1,"Divine Ice Crown","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,753,1093719049,[],[],[],[],[],"","","",[],19,[],"","",10,"","",""
877,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFieryEyes",40,1,1,"Fiery Eyes","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,754,863403579,[],[],[],[],[],"","","",[],0,[],"","",10,"","",""
878,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedSkull",40,1,1,"Bleached Skull Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,755,634430611,[],[],[],[],[],"","","",[],39,[],"","",11,"","",""
879,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneHalo",40,1,1,"Arcane Halo","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,756,-490445599,[],[],[],[],[],"","","",[],11,[],"","",10,"","",""
880,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGoreRavenWings",40,2,2,"Gore Raven Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,757,1714441333,[],[],[],[],[],"","","",[],4,[],"","",2,"","",""
881,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwistedBoneHorns",40,1,1,"Twisted Bone Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,758,-765585024,[],[],[],[],[],"","","",[],28,[],"","",10,"","",""
882,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicHelmet",40,2,2,"Legacy Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,759,-897722980,[],[],[],[],[],"","","",[],3,[],"","",11,"","",""
883,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicBoots",40,2,2,"Legacy Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,760,141080782,[],[],[],[],[],"","","",[],3,[],"","",4,"","",""
884,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicGloves",40,2,2,"Legacy Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,761,531197370,[],[],[],[],[],"","","",[],3,[],"","",9,"","",""
885,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicBody",40,2,2,"Legacy Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,762,-739515563,[],[],[],[],[],"","","",[],3,[],"","",3,"","",""
886,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicCape",40,2,2,"Classic Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,763,-682361359,[],[],[],[],[],"","","",[],3,[],"","",2,"","",""
887,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStandardHat",40,2,2,"Standard Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,764,-1954164094,[],[],[],[],[],"","","",[],39,[],"","",11,"","",""
888,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegacyHat",40,2,2,"Legacy Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,765,1992094233,[],[],[],[],[],"","","",[],3,[],"","",11,"","",""
889,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingHorns",40,1,1,"Bleached Demon King Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,766,-971079210,[],[],[],[],[],"","","",[],8,[],"","",11,"","",""
890,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegacyFootprints",40,1,1,"Legacy Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,767,-1660458804,[],[],[],[],[],"","","",[],30,[],"","",8,"","",""
891,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingHelmet",40,2,2,"Bleached Demon King Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,768,1339476611,[],[],[],[],[],"","","",[],8,[],"","",11,"","",""
892,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingBoots",40,2,2,"Bleached Demon King Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,769,1748296670,[],[],[],[],[],"","","",[],8,[],"","",4,"","",""
893,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingGloves",40,2,2,"Bleached Demon King Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,770,-315024213,[],[],[],[],[],"","","",[],8,[],"","",9,"","",""
894,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBleachedDemonKingBody",40,2,2,"Bleached Demon King Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,771,1416250076,[],[],[],[],[],"","","",[],8,[],"","",3,"","",""
895,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPurpleArc",40,1,1,"Purple Arc","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,772,-1488276294,[],[],[],[],[],"","","",[],25,[],"","",17,"","",""
896,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLegacyWeaponEffect",40,1,1,"Legacy Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,773,-1308615571,[],[],[],[],[],"","","",[],30,[],"","",21,"","",""
