"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","i32","i32","i32","i32","bool","bool"
243,"thrown_weapon_triggered","","","ThrownWeaponProjectile","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[1,41,3,57,32]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"ThrownWeapon","",21,1,"[4016,4244]","[24,175]",[],1,1,[],8,"","","",13,0,204992,0,"",""
244,"vaal_thrown_weapon","Vaal Spectral Throw","Throws a spectral copy of your melee weapon. It spirals out in a spinning attack that strikes enemies in its path.","VaalThrownWeapon","Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[1,41,3,57,38]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4016,4244]","[24,175]",[],1,1,[],8,"","","",13,0,205808,0,"",""
245,"dominus_grab","","","DominusGrab","",[4],[2],[],"","",1,"DominusGrab","",21,1,[],[],[],1,1,[],8,"","","",0,0,206078,0,"",""
246,"dominus_death_teleport","","","DominusDeathTeleport","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,206178,0,"",""
247,"shrine_smoke_cloud","","","ShrineSmokeCloud","",[4],[2],[],"","",1,"ShrineSmokeCloud","",21,1,[],[],[],1,1,[],8,"","","",0,0,206262,0,"",""
248,"shrine_player_smoke_trail","","","ShrinePlayerSmokeTrail","",[12],[2],[],"","",1,"ShrinePlayerSmokeTrail","",21,1,[],[],[],1,1,[],8,"","","",0,0,206372,0,"",""
249,"animate_weapon","Animate Weapon","Animates a Melee Weapon Item or Lingering Blade to fight by your side. You cannot animate unidentified Weapons. Will not animate weapons with 6 sockets unless specifically targeted. Cannot be used by Traps or Mines.","AnimateWeapon","Art/2DArt/SkillIcons/animateweapon.dds","[5,13,1]","[32,9,6,18,2,15,77,22,70,28]",[],"","",1,"","",21,1,"[3449,3191,3851]","[3465,8834,4496]","[1,20,21,24,45,57,47]",1,1,[],8,3,"","",0,0,207156,0,"",""
250,"animate_weapon_trigger","Animate Weapon","Animates a Melee Weapon Item or Lingering Blade to fight by your side. You cannot animate unidentified Weapons. Will not animate weapons with 6 sockets unless specifically targeted. Cannot be used by Traps or Mines.","AnimateWeapon","Art/2DArt/SkillIcons/animateweapon.dds","[5,13]","[32,9,6,18,2,15,37,50,77,28]",[],"","",1,"","",21,1,"[3449,3191,3851]","[3465,8834,4496]","[1,20,21,24,45,57,47]",1,1,[],8,"","","",0,0,207376,0,"",""
251,"silence","","","Silence","",[],"[2,8,9,14,15,16,22,32,69,72,97]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,207456,0,"",""
252,"trigger_spawners","","","TriggerSpawners","",[4],[32],[],"","",1,"TriggerSpawners1","",21,1,[],[],[],1,1,[],8,"","","",0,0,207570,0,"",""
253,"fire_resist_aura","Purity of Fire","Casts an aura that grants fire resistance to you and your allies.","CastAuraFireResistance","Art/2DArt/SkillIcons/aurafireresist.dds",[4],"[2,8,5,12,23,15,39,29,64,72,81,85,86,90]",[],"","",1,"FireResistAura","",21,1,"[4342,8308,11023]","[14052,14073,1941]",[],1,1,[],8,"","","",0,0,208090,0,"",""
254,"cold_resist_aura","Purity of Ice","Casts an aura that grants cold resistance to you and your allies.","CastAuraColdResistance","Art/2DArt/SkillIcons/auracoldresist.dds",[4],"[2,8,5,12,23,15,39,30,64,72,81,85,86,90]",[],"","",1,"ColdResistAura","",21,1,"[4338,8309,11024]","[14052,14073,1941]",[],1,1,[],8,"","","",0,0,208608,0,"",""
255,"lightning_resist_aura","Purity of Lightning","Casts an aura that grants lightning resistance to you and your allies.","CastAuraLightningResistance","Art/2DArt/SkillIcons/auralightningresist.dds",[4],"[2,8,5,12,23,15,39,31,64,72,81,85,86,90]",[],"","",1,"LightningResistAura","",21,1,"[4343,8310,11025]","[14052,14073,1941]",[],1,1,[],8,"","","",0,0,209188,0,"",""
256,"storm_call","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.","StormCall","Art/2DArt/SkillIcons/stormcall.dds","[1,22,20]","[2,7,8,9,14,15,16,32,22,31,56,70,72]",[],"","http://webcdn.pathofexile.com/public/chris/stormcall.jpg","","StormCall","",21,1,"[4041,4253,4204]","[24,215,434]",[],1,1,[],8,3,"","",12,0,209930,0,"",""
257,"storm_call_no_los","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.","StormCall","Art/2DArt/SkillIcons/stormcall.dds","[1,8]","[2,7,8,9,14,15,16,32,22,31,56,72]",[],"","",1,"StormCall","",21,1,"[4041,4253,4204]","[24,215,434]",[],1,1,[],8,"","","",12,0,210312,0,"",""
258,"storm_call_self","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.","StormCall","Art/2DArt/SkillIcons/stormcall.dds",[4],"[2,7,8,9,14,15,16,32,22,31,56,72]",[],"","http://webcdn.pathofexile.com/public/chris/stormcall.jpg",1,"StormCall","",21,1,"[4041,4253,4204]","[24,215,434]",[],1,1,[],8,"","","",12,0,210686,0,"",""
259,"storm_call_attached","Storm Call","","AttachedStormCall","Art/2DArt/SkillIcons/stormcall.dds","[2,3]","[2,7,8,9,14,15,16,32,22,31,72]",[],"","",1,"","",21,1,"[4041,4253,4204]","[24,215,434]",[],1,1,[],8,"","","",12,0,211106,0,"",""
260,"vaal_storm_call","Vaal Storm Call","Sets a marker at a location. Lightning strikes random enemies around the marker repeatedly over the skill's duration, dealing damage in an area around the strike. Modifiers to the skill's duration will also affect the delay between these strikes. When the duration ends, a large bolt of lightning strikes the marker, dealing damage around it.","VaalStormCall","Art/2DArt/SkillIcons/stormcall.dds","[1,22]","[2,7,8,9,14,15,16,38,31,72]",[],"","",1,"VaalStormCall","",21,1,"[4041,4253,4204]","[24,215,434]",[],1,1,[],8,3,"","",12,0,212228,0,"",""
261,"atziri_unique_staff_storm_call","Storm of Judgement","Creates a number of markers around the targeted location, which will explode after a duration, dealing lightning damage. Cannot be supported by Spell Cascade.","AtziriStormCall","Art/2DArt/SkillIcons/StormOfJudgement.dds",[1],"[2,7,9,8,72,32,37,50,31]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,213004,0,"",""
262,"charged_blast","Flameblast","Channels to build up a large explosion. The longer you channel, the larger the area of effect and damage of the explosion. The explosion occurs after using another skill or after a short period without casting.","ChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[2,7,8,15,29,72]",[],"","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg",1,"Flameblast","",21,1,"[4262,4050,4210]","[554,24,434]",[],1,1,[],8,"","","",12,0,214036,0,"",""
263,"flameblast","Flameblast","Channels to build up a large explosion, which is released when you stop using the skill. The longer you channel, the larger the area of effect and damage of the explosion, up to 10 stages.","FlameblastChannelled","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[2,7,8,15,29,48,72]",[],"","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg","","Flameblast","",21,1,"[4262,4050,4210]","[554,24,434]",[],1,1,[],8,"","","",12,0,214808,0,"",""
264,"reserving_nova_physicalblast","Blood Sacrament","Channel this skill to reserve more and more of your life, building up power in a marker on the ground under you. Release to deal physical damage in an area based on how much life you reserved. Cannot be cast by Totems.","FlameblastChannelled","Art/2DArt/SkillIcons/BloodChannel.dds",[4],"[2,7,8,48,72,12,28,84]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,215648,0,1,""
265,"repeating_vaal_charged_blast","Vaal Flameblast","Targets an area and builds up stages in that area based on cast speed. It explodes every 3 stages, until it reaches a maximum of 15. As it gains more stages, the area gets smaller but the damage gets higher.","RepeatingVaalChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[2,7,8,15,38,29,72]",[],"","",1,"","",21,1,"[4262,4050,4210]","[554,24,434]",[],1,1,[],8,"","","",12,0,216538,0,"",""
266,"vaal_charged_blast","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.","VaalChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[2,7,8,15,38,29,72]",[],"","",1,"","",21,1,"[4262,4050,4210]","[554,24,434]",[],1,1,[],8,"","","",12,0,217222,0,"",""
267,"vaal_charged_blast_triggerable","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.","VaalChargedBlast","Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[2,7,8,15,32,29,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,217514,0,"",""
268,"atziri_unique_staff_flameblast","Flames of Judgement","Creates markers at your location and a targeted location, which grow over time based on cast speed, then explode, dealing fire damage. Cannot be supported by Spell Cascade.","VaalChargedBlast","Art/2DArt/SkillIcons/FlamesOfJudgement.dds",[1],"[2,7,9,8,72,32,37,50,29]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,218288,0,"",""
269,"seawitch_lightning_beam","","","SeawitchLightningBeam","",[2],"[2,35]",[],"","",1,"SeawitchLightningBeam","",21,1,[],[],[],1,1,[],8,"","","",5,0,218588,0,"",""
270,"root_spider_ambush","","","RootSpiderAmbush","",[2],[1],[],"","",1,"RootSpiderAmbush","",21,1,[],[],[],1,1,[],8,"","","",13,0,218752,0,"",""
271,"blinding_gaze","","","BlindingGaze","",[2],[2],[],"","",1,"BlindingGaze","",21,1,[],[],[],1,1,[],8,"","","",12,0,219026,0,"",""
272,"barrage","Barrage","After a short preparation time, you attack repeatedly with a ranged weapon. These attacks have a small randomised spread. Only works with Bows and Wands.","Barrage","Art/2DArt/SkillIcons/barrage.dds","[1,2]","[1,41,58,3,57,15,14,16]","[13,8]","","http://webcdn.pathofexile.com/public/chris/barrage.jpg","","Barrage","",21,1,"[4229,4031,4269]","[70,24,173]",[],1,1,[],8,3,"","",13,0,219912,0,"",""
273,"vortex","Unnamed2",".","Vortex","Art/2DArt/SkillIcons/iconsplitarrow.dds",[1],"[2,8,9,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,3,"","",0,0,220192,0,"",""
274,"infernal_swarm","Wildfire","Fire damages and ignites those around a targeted enemy. This effect chains and repeats on other enemy targets.","InfernalSwarm","Art/2DArt/SkillIcons/InfernalSwarm.dds","[1,2]","[2,7,14,15,16,19,22,32,35,25,8,29,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,220638,0,"",""
275,"summon_raging_spirit","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.","SummonElemental","Art/2DArt/SkillIcons/SummonElemental.dds","[1,2]","[2,6,9,18,14,15,16,22,32,29,70,77]",[],"","http://webcdn.pathofexile.com/public/chris/enragedspirit.jpg","","SummonRagingSpirit",1,21,1,[3613],[8834],"[1,20,21,24]",1,1,[11957],8,3,"","",0,0,221656,0,"",""
276,"summon_raging_spirit_triggered","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.","SummonElemental","Art/2DArt/SkillIcons/SummonElemental.dds",[1],"[2,6,9,18,14,15,16,22,32,29,50,77,37]",[],"","",1,"SummonRagingSpirit",1,21,1,[3613],[8834],"[1,20,21,24]",1,1,[11957],8,"","","",0,0,221840,0,"",""
277,"monster_summon_raging_spirit","","","SummonElemental","Art/2DArt/SkillIcons/SummonElemental.dds",[1],"[2,6,9,18,14,15,16,22,32,29,77]",[],"","",1,"",1,21,1,[],[],"[1,20,21,24]",1,1,[],8,"","","",0,0,221964,0,"",""
278,"flame_whip","Flame Surge","Strikes enemies in front of you with a surge of flame. Burning enemies are dealt more damage.","FlameWhip","Art/2DArt/SkillIcons/flamewhip.dds","[1,2]","[2,7,14,15,16,22,32,8,29,70,72]",[],"","",1,"FlameWhip","",21,1,"[4263,4034,4288]","[554,24,3715]",[],1,1,[],8,3,"","",12,0,222446,0,"",""
279,"sea_witch_screech","","","SeawitchScreech","",[4],"[2,32]",[],"","",1,"SeaWitchScreech","",21,1,[],[],[],1,1,[],8,"","","",12,0,222756,0,"",""
280,"bat_screech_nova","","","SeawitchScreech","",[4],[2],[],"","",1,"BossBatScreechNova","",21,1,[],[],[],1,1,[],8,"","","",12,0,223032,0,"",""
281,"desecrate","Desecrate","Desecrates the ground, summoning corpses and dealing chaos damage to all enemies in the area. The corpses will be chosen from the monsters in the current area and any Spectres that have existed in this instance.","Desecrate","Art/2DArt/SkillIcons/Desecrate.dds","[1,22,20]","[2,8,9,14,15,16,32,35,22,42,56,72]",[],"","http://webcdn.pathofexile.com/public/chris/desecrate.jpg","","Desecrate",1,21,1,"[4380,4077,10312]","[3351,24,215]",[],1,1,[6823],8,3,"","",5,0,224054,0,"",""
282,"flesh_offering","Flesh Offering","Consumes a corpse, which temporarily empowers your minions with swiftness. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingOffensive","Art/2DArt/SkillIcons/FleshOffering.dds","[6,20]","[2,5,9,32,6,14,16,15]",[],"","http://webcdn.pathofexile.com/public/chris/fleshoffering.jpg","","FleshOffering","",21,1,"[4350,4518,10636]","[215,8476,215]",[],1,1,[],8,"","","",0,0,224940,0,"",""
283,"vaal_flesh_offering","Vaal Flesh Offering","","VaalOfferingOffensive","Art/2DArt/SkillIcons/FleshOffering.dds","[1,20]","[2,5,9,32,6,14,16,15,38]",[],"","http://webcdn.pathofexile.com/public/chris/fleshoffering.jpg",1,"VaalFleshOffering","",21,1,"[4350,4518,10636]","[215,8476,215]",[],1,1,[],8,"","","",9,0,225248,0,"",""
284,"bone_offering","Bone Offering","Consumes a corpse, granting all of your minions the power to block both attacks and spells. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingDefensive","Art/2DArt/SkillIcons/BoneOffering.dds","[6,20]","[2,5,9,32,6,14,16,15]",[],"","http://webcdn.pathofexile.com/public/chris/boneoffering.jpg","","BoneOffering","",21,1,"[4349,4511,10636]","[215,1089,215]",[],1,1,[],8,"","","",0,0,226222,0,"",""
285,"glacial_cascade","Glacial Cascade","Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area.","Upheaval","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[2,7,8,14,15,16,22,32,30,28,70,72]",[],"","http://webcdn.pathofexile.com/public/chris/GlacialCascade.jpg","","GlacialCascade","",21,1,"[4051,4296,4211,6463]","[24,1105,434,2114]",[],1,1,[],8,"","","",12,0,226928,0,"",""
286,"storm_cascade_player","Storm Cascade","Lightning crackles in a series of small bursts, each damaging enemies caught in the area.","Upheaval","Art/2DArt/SkillIcons/StormCascade.dds","[1,2]","[2,7,8,14,15,16,22,32,31,28,50,72,90,37]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,227518,0,"",""
287,"izaro_cascade","","","Upheaval","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[2,7,8,14,15,16,22,32,30,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,227788,0,"",""
288,"freeze","","","Freeze","",[2],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,228020,0,"",""
289,"fire_enrage","","","FireEnrage","",[4],[2],[],"","",1,"FireEnrage","",21,1,[],[],[],1,1,[],8,"","","",0,0,228078,0,"",""
290,"mass_charge","","","MassCharge","",[4],"[2,8,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,228144,0,"",""
291,"atziri_demon_self_sacrifice","","","AtziriDemonSelfSacrifice","",[3],[2],[],"","",1,"AtziriDemonSelfSacrifice","",21,1,[],[],[],1,1,[],8,"","","",0,0,228262,0,"",""
292,"atziri_summon_demons","","","AtziriSummonDemons","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,228354,0,"",""
293,"atziri_storm_call","","","AtziriStormCall","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,228400,0,"",""
294,"atziri_storm_call_empowered","","","AtziriStormCallEmpowered","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,228710,0,"",""
295,"atziri_flameblast","","","AtziriFlameblast","",[2],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,228984,0,"",""
296,"atziri_flameblast_empowered","","","AtziriFlameblastEmpowered","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,229296,0,"",""
297,"atziri_spear_throw","","","AtziriSpearThrow","",[2],"[1,3,57,41]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,229584,0,"",""
298,"atziri_spear_throw_empowered","","","AtziriSpearThrowEmpowered","",[2],"[1,3,57,41]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,229926,0,"",""
299,"atziri_mirror_image","","","AtziriMirrorImage","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,230222,0,"",""
300,"summon_monsters","","","SummonMonsters","",[10],"[2,6,77]",[],"","",1,"","",21,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,230368,0,"",""
301,"summon_warband_pack","","","SummonWarbandPack","",[10],"[2,6,77]",[],"","",1,"","",21,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,230528,0,"",""
302,"revive_all_with_onslaght","","","ReviveAllWithOnslaught","",[4],"[2,6,77]",[],"","",1,"","",21,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,230708,0,"",""
303,"summon_exile","","","SummonExile","",[10],"[2,6,77]",[],"","",1,"","",21,1,[],[],"[1,20,21,2,7,8,3,19,9,26,33,36,35,48,41,24]",1,1,[],8,"","","",0,0,230842,0,"",""
304,"birdman_consume","","","BirdmanConsume","",[3],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,230916,0,"",""
305,"sandspitter_spray","","","SandSpitterSpray","","[1,2]","[1,3,57,41]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,231014,0,"",""
306,"vaal_cloud","","","VaalCloud","",[4],[2],[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",5,0,231276,0,"",""
307,"monster_summon_animated_weapon","","","MonsterSummonAnimatedWeapon","","[1,2]","[2,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,231494,0,"",""
308,"summon_sandspitters","","","SummonSandSpitters","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,231584,0,"",""
309,"skeleton_explosion_slam","","","SkeletonExplosionSlam","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,231692,0,"",""
310,"molten_strike","Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth from the enemies you hit, divided amongst all enemies hit by the strike. These will explode, causing AoE attack damage to enemies where they land.","MoltenStrike","Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[1,3,8,20,21,24,29,41,82,91]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4012,4266,4197,11868,11870]","[24,173,434,172,9873]",[],1,1,[11866],8,"","","",13,0,233084,0,"",""
