"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","i32","i32","i32","i32","rid","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","[rid]","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
914,183,0,"Rescue",[],[1130],[1130],"triggerer.FinishNPCChat();",1130,5,0,0,0,"",72,[1411],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42418,0,41
915,183,1,"Rescue",[1130],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1411],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42438,0,41
916,182,0,"Introduction",[],[],[1131],"",1131,3,0,0,0,"",1131,[1412],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42458,0,41
917,182,1,"Overseer's Tower",[],[],[1132],"",2565,3,0,0,0,"",1132,[1413],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42514,0,41
918,182,2,"Innocence",[1132],[],[1133],"",2565,3,0,0,0,"",1133,[1414],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42538,0,41
919,182,3,"The Sign of Purity",[],[],[1134],"",2565,3,0,0,0,"",1134,[1415],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42558,0,41
920,182,4,"The Ossuary",[1082],[],[1135],"",2565,3,0,0,0,"",1135,[1416],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42608,0,41
921,182,5,"Lani",[1095],[],[1136],"",2565,3,0,0,0,"",1136,[1417],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42632,0,41
922,182,6,"Vilenta",[1106],[],[1137],"",2565,3,0,0,0,"",1137,[1418],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42656,0,41
923,182,7,"Utula",[],[1078],[1076],"",1076,5,0,0,0,"",72,[1419],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42680,0,41
924,182,8,"Utula",[1078],[1081],[1079],"",1079,5,0,0,0,"",72,[1420],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42708,0,41
925,182,9,"Utula Reward",[1079],[1081],[1080],"",1080,6,0,0,0,45,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42748,0,41
926,182,10,"Kitava",[1086],[],[1138],"",1138,3,0,0,0,"",1138,[1421],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,42772,0,41
927,182,11,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,42772,0,41
928,182,12,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,42772,0,41
929,181,0,"Introduction",[],[],[1120],"",1120,3,0,0,0,"",1120,"[1422,1423,1424]","",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42824,0,41
930,181,1,"Justicar Casticus",[1120],[1058],"[1056,1070]","",1056,5,0,0,0,"",1056,[1425],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42856,0,41
931,181,2,"Justicar Casticus",[1058],[],[1121],"",2565,3,0,0,0,"",1121,[1426],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42880,0,41
932,181,3,"Slave Pens",[],[],[1122],"",2565,3,0,0,0,"",1122,[1427],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42924,0,41
933,181,4,"Lani",[1095],[],[1123],"",2565,3,0,0,0,"",1123,[1428],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42948,0,41
934,181,5,"Vilenta",[1106],[],[1124],"",2565,3,0,0,0,"",1124,[1429],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42972,0,41
935,181,6,"Overseer's Tower",[],[],[1125],"",2565,3,0,0,0,"",1125,[1430],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,42992,0,41
936,181,7,"Kitava",[],[],[1126],"",2565,3,0,0,0,"",1126,[1431],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43012,0,41
937,181,8,"Innocence",[],[],[1127],"",2565,3,0,0,0,"",1127,[1432],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43032,0,41
938,181,9,"Templar Court",[1070],[],[1128],"",2565,3,0,0,0,"",1128,[1433],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43086,0,41
939,181,10,"High Templar Avarius",[1070],[],[1129],"",2565,3,0,0,0,"",1129,[1434],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43110,0,41
940,181,11,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,43110,0,41
941,181,12,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,43110,0,41
942,184,0,"Kitava",[],[],[],"triggerer.DoNPCChat(1);",1082,5,0,0,0,"",72,[1437],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43126,0,41
943,184,1,"Kitava",[72],[],[],"triggerer.DoNPCChat(2);",2565,5,0,0,0,"",72,[1439],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43196,0,41
944,184,2,"Kitava",[72],[],[1082],"",2565,5,0,0,0,"",72,[1438],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43220,0,41
945,184,3,"The Sign of Purity",[],[],[1371],"",2565,3,0,0,0,"",1371,[1440],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43240,0,41
946,184,4,"The Fall of Oriath",[],[],[1372],"",2565,3,0,0,0,"",1372,[1441],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43300,0,41
947,184,5,"Innocence",[],[],[1762],"",2565,3,0,0,0,"",1762,[1442],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43320,0,41
948,302,0,"The Sign of Purity",[],[1768],[1768],"triggerer.FinishNPCChat();",1768,3,0,0,0,"",72,[1443],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43344,0,41
949,302,1,"The Sign of Purity",[1768],[],[],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1443],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43364,0,41
950,185,0,"Kitava",[],[1370],[1370],"triggerer.FinishNPCChat();",1370,5,0,0,0,"",72,[1445],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43388,0,41
951,185,1,"Kitava",[1370],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1445],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43408,0,41
952,186,0,"Introduction",[],[],[1373],"",1373,3,0,0,0,"",1373,[1449],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43428,0,41
953,186,1,"Sail to Wraeclast",[],[],[],"triggerer.AreaTransitionTo(2_6_town, 0, 0.5); triggerer.FinishNPCChat();",2565,5,0,0,0,"",72,[1450],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43714,0,41
954,187,0,"Introduction",[],[],[1224],"",1224,3,0,0,0,"",1224,[1477],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43734,0,41
955,187,1,"Nessa",[1224],"[1165,1157,1158]",[1156],"",1156,5,0,0,0,"",72,[1478],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43770,0,41
956,187,2,"Nessa",[1157],"[1165,1158]",[1225],"",1225,5,0,0,0,"",72,[1479],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43802,0,41
957,187,3,"Nessa",[1165],[],[1166],"",1166,5,0,0,0,"",1166,[1488],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43826,0,41
958,187,4,"The Black Flag",[1160],[],[1230],"",2565,3,0,0,0,"",1230,[1484],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,43882,0,41
959,187,5,"Lilly",[1206],[],[1226],"",2565,3,0,0,0,"",1226,[1480],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43920,0,41
960,187,6,"Life with Lilly",[1226],[],[1900],"",2565,3,0,0,0,"",1900,[1494],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,43978,0,41
961,187,7,"The Karui Fortress",[1143],[1179],[1183],"",1183,5,0,0,0,"",72,[1485],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44046,0,41
962,187,8,"The Karui Fortress",[1179],[1176],[1178],"",1178,5,0,0,0,"",72,[1486],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44074,0,41
963,187,9,"Tukohama",[1176],[1172],[1175],"",1175,5,0,0,0,"",72,[1487],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44122,0,41
964,187,10,"The Eye of Conquest",[1180],[1179],[1231],"",1231,3,0,0,0,"",1231,[1491],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44192,0,41
965,187,11,"Tukohama Reward",[1175],"[1173,1172]",[1174],"",1174,6,0,0,0,48,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44242,0,41
966,187,12,"Shavronne of Umbra",[1176],[1169],[1227],"",2565,3,0,0,0,"",1227,[1481],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44310,0,41
967,187,13,"Shavronne of Umbra",[1169],[],[1228],"",1228,3,0,0,0,"",1228,[1482],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44334,0,41
968,187,14,"Shavronne Reward",[1228],[1171],[1170],"",1170,6,0,0,0,47,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44382,0,41
969,187,15,"The Ship Graveyard",[1158],"[1165,1159]",[1229],"",2565,3,0,0,0,"",1229,[1483],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44454,0,41
970,187,16,"The Puppet Mistress",[1169],[1193],[1196],"",1196,5,0,0,0,"",72,[1489],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44524,0,41
971,187,17,"The Puppet Mistress",[1194],[1190],[1193],"",1193,5,0,0,0,"",72,[1490],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44552,0,41
972,187,18,"Puppet Mistress Reward",[1193],"[1191,1190]",[1192],"",1192,6,0,0,0,51,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44616,0,41
973,187,19,"The Brine King",[],[1165],[1618],"",2565,3,0,0,0,"",1618,[1492],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44672,0,41
974,187,20,"The Twilight Strand",[],[1188],[1619],"",2565,3,0,0,0,"",1619,[1493],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44738,0,41
975,187,21,"Karui Revenants",[1179],[1176],[1616],"",2565,3,0,0,0,"",1616,"[1495,1496]","",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44816,0,41
976,187,22,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,44816,0,41
977,187,23,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,44816,0,41
978,188,0,"Introduction",[],[],[1215],"",1215,3,0,0,0,"",1215,[1461],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44836,0,41
979,188,1,"Nessa",[],"[1165,1157]",[1216],"",2565,3,0,0,0,"",1216,[1462],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44864,0,41
980,188,2,"Nessa",[1157],[1165],[890],"",2565,3,0,0,0,"",890,[1474],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44892,0,41
981,188,3,"Lilly",[1206],[],[1217],"",2565,3,0,0,0,"",1217,[1463],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44916,0,41
982,188,4,"The Old Gods",[],[],[891],"",2565,3,0,0,0,"",891,[1475],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,44964,0,41
983,188,5,"Tukohama",[1183],[1176],[1218],"",2565,3,0,0,0,"",1218,[1464],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,44992,0,41
984,188,6,"The Brine King",[],[1165],[1219],"",2565,3,0,0,0,"",1219,[1465],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45016,0,41
985,188,7,"The Brine King",[1165],[],[1220],"",1220,3,0,0,0,"",1220,[1466],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45040,0,41
986,188,8,"The Black Crest",[1320],[],[892],"",2565,3,0,0,0,"",892,[1476],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45098,0,41
987,188,9,"Shavronne of Umbra","[1167,1176]",[1169],[1222],"",2565,3,0,0,0,"",1222,[1468],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45130,0,41
988,188,10,"Aberrath",[1169],[1200],[1203],"",1203,5,0,0,0,"",72,[1470],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45178,0,41
989,188,11,"Aberrath",[1201],[1197],[1200],"",1200,5,0,0,0,"",72,[1471],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45206,0,41
990,188,12,"Aberrath Reward",[1200],"[1198,1197]",[1199],"",1199,6,0,0,0,52,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45256,0,41
991,188,13,"The Ship Graveyard",[1158],[1165],[1223],"",2565,3,0,0,0,"",1223,[1469],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45284,0,41
992,188,14,"Weylam Roth",[],[],[1221],"",2565,3,0,0,0,"",1221,[1467],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45330,0,41
993,188,15,"Bestel's Epic",[],[1252],[1250],"",1250,5,0,0,0,"",72,[1472],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45384,0,41
994,188,16,"Bestel's Epic",[1251],[],[1252],"",1252,5,0,0,0,"",72,[1473],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45408,0,41
995,188,17,"Bestel's Epic Reward",[1252],[1254],[1253],"",1253,6,0,0,0,50,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45464,0,41
996,188,18,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,45464,0,41
997,188,19,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,45464,0,41
998,189,0,"Introduction",[],[],[1206],"",1206,3,0,0,0,"",1206,[1451],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45484,0,41
999,189,1,"Weylam Roth",[],[],[1210],"",2565,3,0,0,0,"",1210,[1455],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45504,0,41
1000,189,2,"Tarkleigh",[],[],[1207],"",2565,3,0,0,0,"",1207,[1452],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45524,0,41
1001,189,3,"Bestel",[],[],[1208],"",2565,3,0,0,0,"",1208,[1453],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45544,0,41
1002,189,4,"Trade",[1188],[],[1209],"",2565,3,0,0,0,"",1209,[1454],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45582,0,41
1003,189,5,"The Twilight Strand",[1206],[1188],[1189],"",1189,5,0,0,0,"",72,[1459],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45610,0,41
1004,189,6,"The Twilight Strand",[1188],[1184],[1187],"",1187,5,0,0,0,"",72,[1460],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45638,0,41
1005,189,7,"Twilight Strand Reward",[1187],"[1185,1184]",[1186],"",1186,6,0,0,0,49,72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45702,0,41
1006,189,8,"The Black Flag",[1160],[],[1212],"",2565,3,0,0,0,"",1212,[1456],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45726,0,41
1007,189,9,"The Brine King",[1154],[1165],[1213],"",2565,3,0,0,0,"",1213,[1457],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45754,0,41
1008,189,10,"The Brine King",[1165],[],[1214],"",1214,3,0,0,0,"",1214,[1458],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45778,0,41
1009,189,11,"Virtue Gems",[1186],[],[385],"",385,3,0,0,0,"",385,[1774],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45828,0,41
1010,189,12,"Virtue Gems",[1677],[1186],[385],"",385,3,0,0,0,"",385,[1774],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45856,0,41
1011,189,13,"Purchase Items",[385],[990],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,45864,0,41
1012,189,14,"Sell Items",[385],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,45868,0,41
1013,193,0,"Shavronne of Umbra",[],[1169],[1167],"",1167,5,0,0,0,"",72,[1508],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,45892,0,41
1014,193,1,"The Essence of Umbra",[1167],[1169],[1232],"",2565,3,0,0,0,"",1232,[1510],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,45964,0,41
1015,193,2,"Shavronne's Soul",[1232],[1169],[1233],"",2565,3,0,0,0,"",1233,[1511],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46028,0,41
1016,193,3,"The Rise of the Gods",[],[],[1234],"",2565,3,0,0,0,"",1234,[1512],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46092,0,41
1017,193,4,"The Beast",[1234],[],[1235],"",2565,3,0,0,0,"",1235,[1513],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46116,0,41
1018,193,5,"The Father of War",[1183],[1176],[1236],"",2565,3,0,0,0,"",1236,[1514],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46182,0,41
1019,193,6,"Tukohama",[1236],[],[1237],"",2565,3,0,0,0,"",1237,[1515],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46206,0,41
1020,193,7,"Tukohama",[1176],[1238],[1238],"",1238,5,0,0,0,"",72,[1516],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,46234,0,41
1021,193,8,"The Cloven One",[1203],[1201],[1240],"",2565,3,0,0,0,"",1240,[1517],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46294,0,41
1022,193,9,"Abberath",[1240],[],[1241],"",2565,3,0,0,0,"",1241,[1518],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46338,0,41
1023,193,10,"Abberath",[1201],[1242],[1242],"",1242,5,0,0,0,"",72,[1519],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,46366,0,41
1024,193,11,"The Puppet Mistress",[1196],[1194],[1243],"",2565,3,0,0,0,"",1243,[1520],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46394,0,41
1025,193,12,"Ryslatha",[1243],[],[1244],"",2565,3,0,0,0,"",1244,[1521],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46438,0,41
1026,193,13,"The Puppet Mistress",[1194],[1245],[1245],"",1245,5,0,0,0,"",72,[1522],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,46466,0,41
1027,193,14,"The Brine King",[1159],[1165],[1246],"",2565,3,0,0,0,"",1246,[1523],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46494,0,41
1028,193,15,"Tsoagoth",[1246],[],[1247],"",2565,3,0,0,0,"",1247,[1524],"",1,"",[],[],1155,[],1155,"",[],"","","","","","","",0,46538,0,41
1029,193,16,"The Brine King",[1165],[1248],[1248],"",1248,5,0,0,0,"",1248,[1525],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,46566,0,41
1030,193,17,"Open Pantheon",[1176],[],[],"",2565,34,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","","","","",0,46600,0,41
1031,193,18,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7712,"","","","","","",0,46866,0,41
1032,193,19,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7713,"","","","","","",0,46882,0,41
1033,193,20,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7714,"","","","","","",0,46898,0,41
1034,193,21,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7715,"","","","","","",0,46914,0,41
1035,193,22,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7716,"","","","","","",0,46930,0,41
1036,193,23,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7717,"","","","","","",0,46946,0,41
1037,193,24,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7718,"","","","","","",0,46962,0,41
1038,193,25,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7719,"","","","","","",0,46978,0,41
1039,193,26,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7720,"","","","","","",0,46994,0,41
1040,193,27,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7721,"","","","","","",0,47010,0,41
1041,193,28,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7722,"","","","","","",0,47026,0,41
1042,193,29,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7723,"","","","","","",0,47042,0,41
1043,193,30,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7724,"","","","","","",0,47058,0,41
1044,193,31,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7725,"","","","","","",0,47074,0,41
1045,193,32,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7726,"","","","","","",0,47090,0,41
1046,193,33,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7727,"","","","","","",0,47106,0,41
1047,193,34,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7728,"","","","","","",0,47122,0,41
1048,193,35,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7729,"","","","","","",0,47138,0,41
1049,193,36,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1409,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7730,"","","","","","",0,47154,0,41
1050,193,37,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,0,0,0,"",72,[1753],"","","",[],[],1155,[],1155,"",[],7731,"","","","","","",0,47170,0,41
