"rownum","Id","Description","SetId","Objective","i32","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string"
470,"HarbingerLevelGem","Level up a Gem to 20",18,"Level up a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",31082,"",1,"",0,"","","","","","",""
471,"HarbingerUpgradePantheonPowers","Upgrade Pantheon Powers",18,"Fully upgrade any 5 of the following Pantheon Powers",4640,"","","",5,"","","","","","",""
472,"HarbingerCompleteTwinnedMaps","Complete Twinned Maps",18,"Complete Maps in the following 15 tiers while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",23453,"","","",0,1,"","","","","",""
473,"HarbingerComplete8ModMaps","Complete Maps with Eight Mods",18,"Complete Maps in the following 15 tiers while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextant mods do not count towards the mod count of this challenge.",1004,"","","",0,1,"","","","","",""
474,"HarbingerCompleteUniqueMaps","Complete Unique Maps",18,"Complete any 12 of the following 16 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",2830,1,"","",12,"","","","","","",""
475,"HarbingerCompleteXMapBossGrind","Defeat Map Bosses",18,"Defeat 1337 Map Bosses",21893,"",1,"",0,1,"","","","","",""
476,"HarbingerCompleteAlluringAbyss","Complete the Alluring Abyss",18,"Complete the Alluring Abyss.",60447,"",1,"",0,"","","","","","",""
477,"HarbingerKillTheShaper","Kill The Shaper",18,"Find The Shaper and kill him.",2728,"",1,"",0,"","","","","","",""
478,"HarbingerCompleteSkillEncounters","Complete following Encounters",18,"Complete the following encounters.",42170,"","","",0,"","","","","","",""
479,"HarbingerEndgameGrinds","Complete Endgame Grinds",18,"Complete any 3 of these encounters the specified number of times.",33458,"","","",3,"",1,"","","","",""
480,"AbyssChallenge1","Open Abyssal Trove",19,"Open an Abyssal Trove.",39228,"",1,"",0,1,"","","","","",""
481,"AbyssUseCurrency","Use these Currency Items",19,"Use each of the following Currency items.",53764,"","","",0,1,"","","","","",""
482,"AbyssVendorRecipes","Items from Vendor Recipes",19,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",50963,"","","",0,1,"","","","","",""
483,"AbyssCompleteEncounters1","Complete these Encounters I",19,"Complete each of the following Encounters.",36249,"","","",0,"","","","","","",""
484,"AbyssChallenge2","Socket Abyss Jewel",19,"Socket an Abyss Jewel into each of the following locations.",23410,"","","",0,1,"","","","","",""
485,"AbyssItemFromVaalArea","Vaal Side Area Items",19,"Get the following items from completing a Vaal Side Area.",10130,"","","",0,1,"","","","","",""
486,"AbyssPart1ActBosses","Defeat these Act Bosses I",19,"Defeat each of the following Unique Bosses.",30242,"","","",0,"","","","","","",""
487,"AbyssChallenge3","Complete Abyssal Depths",19,"Complete the Abyssal Depths.",38723,"",1,"",0,1,"","","","","",""
488,"AbyssKillUniqueMonsters","Kill these Unique Monsters",19,"Kill each of the following Unique Monsters.",54156,"","","",0,"","","","","","",""
489,"AbyssDefeatGods","Defeat these Gods",19,"Defeat each of the following Gods.",37633,"","","",0,"","","","","","",""
490,"AbyssCompleteQuests","Complete these Quests",19,"Complete each of the following quests.",29806,"","","",0,"","","","","","",""
491,"AbyssChallenge4","Identify Abyss Jewels",19,"Identify magic and rare Abyss Jewels of the following types.",50845,"","","",0,"","","","","","",""
492,"AbyssCompleteEncounters2","Complete these Encounters II",19,"Complete each of the following Encounters.",52923,"","","",0,"","","","","","",""
493,"AbyssPart2ActBosses","Defeat these Act Bosses II",19,"Defeat each of the following Unique Bosses.",46893,"","","",0,"","","","","","",""
494,"AbyssCompleteSkillEncounters1","Complete these Encounters III",19,"Complete each of the following Encounters.",4358,"","","",0,"","","","","","",""
495,"AbyssChallenge5","Complete Abysses",19,"Complete 100 Abysses in Maps.",18502,"",1,"",0,1,"","","","","",""
496,"AbyssIdentifyUniques","Identify 100 Unique Items",19,"Identify any 100 Unique Items. You can trade them away afterwards.",17540,"",1,"",0,1,"","","","","",""
497,"AbyssElderShaperEnemy","Defeat Influenced Enemies",19,"Defeat each of the following unique enemies the following number of times. These need to be defeated in maps influenced by either the Elder or the Shaper.",63814,"","","",0,1,1,"","","","",""
498,"AbyssCompleteZanaMissions","Complete Zana Missions",19,"Complete each of the following Missions from Zana.",50110,"","","",0,"","","","","","",""
499,"AbyssChallenge6","Defeat Abyssal Lich",19,"Defeat any Abyssal Lich.",48622,"",1,"",0,1,"","","","","",""
500,"AbyssCompleteUnidedRareMaps","Complete Unided Rare Maps",19,"Complete Rare Maps in 10 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",42130,"","","",10,1,"","","","","",""
501,"AbyssShapeFollowingTiers","Shape these Maps",19,"Use a Shaper's Orb to upgrade Maps of the following Tiers.",54915,"","","",0,1,"","","","","",""
502,"AbyssCompleteEncounters3","Complete these Encounters IV",19,"Complete each of the following Encounters.",9699,"","","",0,"",1,"","","","",""
503,"AbyssUpgradeHideout","Fully Upgrade your Hideout",19,"Create or Upgrade to a Large-sized Hideout.",57835,"",1,"",0,1,"","","","","",""
504,"AbyssKillGuardianVariations","Defeat Elder Guardians",19,"Defeat the Elder Guardians while in the following arenas.",59772,1,"","",0,"","","","","","",""
505,"AbyssEndgameChallenge1","Defeat following Abyssal Monsters",19,"Defeat each of the following Abyssal Monsters.",41719,"","","",0,"","","","","","",""
506,"AbyssAscension","Achieve Ascension",19,"Use the Ascendancy Device in all 4 Labyrinths.",17968,"",1,"",0,1,"","","","","",""
507,"AbyssKillElderFollowingTiers","Defeat The Elder",19,"Defeat The Elder in the following tier of maps.",33041,"","","",0,1,"","","","","",""
508,"AbyssCompleteEncounters4","Complete these Encounters V",19,"Complete each of the following Encounters.",49378,"","","",0,"","","","","","",""
509,"AbyssLevel90","Reach Level 90",19,"Attain character level 90. This challenge still counts even if your character dies afterwards.",45468,"",1,"",0,1,"","","","","",""
510,"AbyssLevelGem","Level up a Gem to 20",19,"Level up a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",55654,"",1,"",0,1,"","","","","",""
511,"AbyssEndgameChallenge2","Identify Unique",19,"Identify any one of the following uniques when they have 2 Abyssal Sockets.",37197,"","","",1,1,"","","","","",""
512,"AbyssCompleteTwinnedMaps","Complete Twinned Maps",19,"Complete the following Maps while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",20071,1,"","",0,1,"","","","","",""
513,"AbyssComplete8ModMaps","Complete Maps with Eight Mods",19,"Complete Maps in the following 15 tiers while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextant and Zana mods do not count towards the mod count of this challenge.",59312,"","","",0,1,"","","","","",""
514,"AbyssSextantChallenge","Complete these Sextant Mods",19,"Complete Maps that have been affected by these Sextant mods.",24668,"","","",0,"","","","","","",""
515,"AbyssMapGrind","Complete Influenced Maps",19,"Complete the following number of Maps while under the influence of the Elder or the Shaper.",17101,"","","",0,"",1,"","","","",""
516,"AbyssCompleteUniqueMaps","Complete Unique Maps",19,"Complete any 14 of the following 17 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",48537,1,"","",14,"","","","","","",""
517,"AbyssCompleteDeadlyEncounters","Complete Deadly Encounters",19,"Complete each of the following deadly encounters.",3300,"","","",0,"","","","","","",""
518,"AbyssCompleteSkillEncounters2","Complete these Encounters VI",19,"Complete each of the following Encounters.",17825,"","","",0,"","","","","","",""
519,"AbyssEndgameGrinds","Complete Endgame Grinds",19,"Complete any 4 of these encounters the specified number of times.",3504,"","","",4,"",1,"","","","",""
520,"BestiaryChallenge1","Capture a Beast",20,"Capture any Beast.",39791,"",1,"",0,1,"","","","",1,""
521,"BestiaryUseCurrency","Use these Currency Items",20,"Use each of the following Currency items.",43862,"","","",0,1,"","","","","",""
522,"BestiaryChallenge2","Craft these Items",20,"Using the Blood Altar in the Menagerie, create the following items.",7783,"","","",0,"","","","","","",""
523,"BestiaryVendorRecipes","Items from Vendor Recipes",20,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",3002,"","","",0,1,"","","","","",""
524,"BestiaryPart1ActBosses","Defeat these Act Bosses I",20,"Defeat each of the following Unique Bosses.",29627,"","","",0,"","","","","","",""
525,"BestiaryChallenge3","Capture Beasts",20,"Capture 50 Beasts.",59071,"",1,"",0,1,"","","","",1,""
526,"BestiaryKillUniqueMonsters","Kill these Unique Monsters",20,"Kill each of the following Unique Monsters.",43503,"","","",0,"","","","","","",""
527,"BestiaryDefeatGods","Defeat these Gods",20,"Defeat each of the following Gods.",20703,"","","",0,"","","","","","",""
528,"BestiaryChallenge4","Capture the Following Beasts",20,"Capture a Beast from each of the following categories.",46574,"","","",0,1,"","","","",1,""
529,"BestiaryPart2ActBosses","Defeat these Act Bosses II",20,"Defeat each of the following Unique Bosses.",28684,"","","",0,"","","","","","",""
530,"BestiaryAbyssalDepths","Complete Abyssal Depths",20,"Complete the Abyssal Depths.",53608,"",1,"",0,1,"","","","","",""
531,"BestiaryCompleteZanaMaps","Complete Zana Maps",20,"Complete Zana's Maps of any 5 of the following tiers. This refers to Maps that have the \""Zana's\"" prefix on them.",61357,"","","",5,1,"","","","","",""
532,"BestiaryChallenge5","Complete these Recipes",20,"Using the Bestiary Altar, complete any 7 of the following crafting recipes.",13973,"","","",7,"","","","","","",""
533,"BestiaryCompleteEncounters1","Complete these Encounters I",20,"Complete each of the following Encounters.",38317,"","","",0,"","","","","","",""
534,"BestiaryDefeatAtziri","Defeat Atziri",20,"Defeat Atziri, Queen of the Vaal.",44772,"",1,"",0,1,"","","","","",""
535,"BestiaryCompleteEncounters2","Complete these Encounters II",20,"Complete each of the following Encounters.",42405,"","","",0,"","","","","","",""
536,"BestiaryIdentifyUniques","Identify 100 Unique Items",20,"Identify any 100 Unique Items. You can trade them away afterwards.",3605,"",1,"",0,1,"","","","","",""
537,"BestiaryEndgameChallenge1","Capture these Beasts",20,"Capture 100 Rare Beasts which are Level 75 or higher.",16518,"",1,"",0,"","","","","",1,""
538,"BestiaryDefeatElderGuardians","Defeat Elder Guardians",20,"Defeat each of the following Elder Guardians.",8922,"","","",0,1,"","","","","",""
539,"BestiaryCompleteUnidedRareMaps","Complete Unided Rare Maps",20,"Complete Rare Maps in 10 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",1817,"","","",10,1,"","","","","",""
540,"BestiaryUpgradePantheonPowers","Upgrade Pantheon Powers",20,"Fully upgrade any 5 of the following Pantheon Powers",6430,"","","",5,1,"","","","","",""
541,"BestiaryDefeatPaleCouncil","Defeat Pale Council",20,"Defeat the Pale Council.",32538,"",1,"",0,1,"","","","","",""
542,"BestiaryCompleteEncounters3","Complete these Encounters III",20,"Complete any 4 of the following Encounters.",8771,"","","",4,"",1,"","","","",""
543,"BestiaryUpgradeHideout","Fully Upgrade your Hideout",20,"Create or Upgrade to a Large-sized Hideout.",6375,"",1,"",0,1,"","","","","",""
544,"BestiaryEndgameChallenge2","Defeat Bestiary Bosses",20,"Defeat each of the following Unique Bosses.",29793,"","","",0,"","","","","","",""
545,"BestiaryCompleteEncounters4","Complete these Encounters IV",20,"Complete any 3 of the following Encounters.",54324,"","","",3,"","","","","","",""
546,"BestiaryAscension","Achieve Ascension",20,"Use the Ascendancy Device in all 4 Labyrinths.",5827,"",1,"",0,1,"","","","","",""
547,"BestiaryWarbands","Defeat Warband Leaders",20,"Defeat a Warband Leader from each of the following Warbands.",50813,"","","",0,1,"","","","","",""
548,"BestiaryUnlockSextantSlots","Unlock Sextant Slots",20,"Unlock the following number of additional Sextant slots on your Atlas.",21754,"","","",0,1,"","","","","",""
549,"BestiaryLevel90","Reach Level 90",20,"Attain character level 90. This challenge still counts even if your character dies afterwards.",29072,"",1,"",0,1,"","","","","",""
550,"BestiaryLevelGem","Level up a Gem to 20",20,"Level up a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",39314,"",1,"",0,1,"","","","","",""
551,"BestiaryCompleteTwinnedMaps","Complete Twinned Maps",20,"Complete the following Maps while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",42120,1,"","",0,1,"","","","","",""
552,"BestiaryComplete8ModMaps","Complete Maps with Eight Mods",20,"Complete following number of Red Tier Rare Maps while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextant and Zana mods do not count towards the mod count of this challenge.",64348,"",1,"",0,1,"","","","","",""
553,"BestiaryEndgameChallenge3","Complete the Bestiary",20,"Fully complete the Bestiary.",58945,"",1,"",0,"","","","","","",""
554,"BestiaryMapGrind","Complete Augmented Maps",20,"Complete 1500 Maps affected by Elder or Shaper Influence, Zana Mods or a Sextant. Each condition counts as one completion, so if you complete a Map with multiple conditions, you get multiple completions.",50560,"",1,"",0,1,"","","","","",""
555,"BestiaryCompleteUniqueMaps","Complete Unique Maps",20,"Complete any 14 of the following 17 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",52821,1,"","",14,"","","","","","",""
556,"BestiaryCompleteDeadlyEncounters","Complete Deadly Encounters",20,"Complete each of the following deadly encounters.",62645,"","","",0,1,"","","","","",""
557,"BestiaryDefeatUberElder","Complete Zana's Questline",20,"Complete the entire questline given by Zana.",20271,"",1,"",0,1,"","","","","",""
558,"BestiaryCompleteEncounters5","Complete these Encounters V",20,"Complete each of the following Encounters.",19054,"","","",0,"","","","","","",""
