"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
91,"vaal_arc","Vaal Arc","A shocking arc of lightning reaches from the caster to a targeted enemy and chains to other enemies. Each time the arc chains from an enemy, it will do so simultaneously to two further enemies, but never to enemies that have already been hit by any of these chains. Also grants a buff making your Arc damage lucky for a short duration.",37,"Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,18,37,30,8]",[],"","",1,"","",22,1,"[4261,4007,4248,7942,7965,17971,17972]","[658,24,172,7943,8116,17883,13942]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
92,"raise_zombie","Raise Zombie","Raises a zombie minion from a corpse, which will follow you and attack enemies with a melee strike.",38,"Art/2DArt/SkillIcons/iconraisezombie.dds","[6,20]","[1,5,17,13,14,15,21,31,69,76]",[],"Wraeclast is a cursed place, where the dead walk freely. Novice occultists have learned to harness this quality of the land, summoning an undead minion to do their bidding. The incantation is a minor one, so the only required reagent is some fresh kill lying about. Once summoned, the mindless creature will wander about defending its master. Higher levels of skill will summon an entity that moves quicker, hits harder, and absorbs more damage.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/raise_zombie_new.jpg","","RaiseZombie","",22,1,[],[],"[0,19,20,23]",1,1,[],8,"","","",[],"","",1,""
93,"raise_zombie_alt_x","Raise Zombie of Slamming","Raises a zombie minion from a corpse, which will follow you and attack enemies with a melee strike and an area of effect slam which cannot be evaded.",38,"Art/2DArt/SkillIcons/iconraisezombie.dds","[6,20]","[1,5,17,13,14,15,21,31,69,76]",[],"Wraeclast is a cursed place, where the dead walk freely. Novice occultists have learned to harness this quality of the land, summoning an undead minion to do their bidding. The incantation is a minor one, so the only required reagent is some fresh kill lying about. Once summoned, the mindless creature will wander about defending its master. Higher levels of skill will summon an entity that moves quicker, hits harder, and absorbs more damage.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/raise_zombie_new.jpg","","RaiseZombie","",22,1,[],[],"[0,19,20,23]",1,1,[],8,"","","",[],"","",1,92
94,"raise_zombie_alt_y","Raise Zombie of Falling","Raises necromantic energies into the sky above a targeted location, where they coalesce into a zombie minion. The minion then attacks by falling to the ground, causing an impact that deals damage in an area and kills the zombie.",38,"Art/2DArt/SkillIcons/iconraisezombie.dds","[1,22]","[1,5,17,13,14,15,21,31,69,76]",[],"Wraeclast is a cursed place, where the dead walk freely. Novice occultists have learned to harness this quality of the land, summoning an undead minion to do their bidding. The incantation is a minor one, so the only required reagent is some fresh kill lying about. Once summoned, the mindless creature will wander about defending its master. Higher levels of skill will summon an entity that moves quicker, hits harder, and absorbs more damage.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/raise_zombie_new.jpg","","RaiseZombie","",22,1,[],[],"[0,19]",1,1,[],8,2,"","",[],"","",1,92
95,"righteous_fire","Righteous Fire","Engulfs you in magical fire that rapidly burns you and nearby enemies. Your spell damage is substantially increased while under this effect. The effect ends when you have 1 life remaining.",39,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,31,63,71,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg","","RighteousFire","",22,1,"[4021,4182,4499]","[24,433,25]",[],1,1,[18063],8,"","","","[16,10,11,17]","","",1,""
96,"righteous_fire_alt_x","Righteous Fire of Arcane Devotion","Engulfs you in magical fire that rapidly burns you and nearby enemies. The effect ends when you have 1 life remaining.",39,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,31,63,71,84,85,89,48]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg","","RighteousFire","",22,1,"[4021,4182,4499]","[24,433,25]",[],1,1,[18063],8,"","","","[16,10,11,17,12,13]","","",1,95
97,"righteous_fire_alt_y","[DNT] RighteousFireAltY","Engulfs you in magical fire that rapidly burns you and nearby enemies. Your spell damage is substantially increased while under this effect. The effect ends when you have 1 life remaining.",39,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,31,63,71,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg","","RighteousFire","",22,1,"[4021,4182,4499]","[24,433,25]",[],1,1,[18063],8,"","","","[16,10,11,17]","","",1,95
98,"vaal_righteous_fire","Vaal Righteous Fire","Sacrifices a portion of your Life and Energy Shield to engulf you in magical fire that rapidly burns nearby enemies for a duration. Your spell damage is increased while under this effect.",40,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,37,8,71,63,84,85,89]",[],"","",1,"","",22,1,"[4021,4182,4499]","[24,433,25]",[],1,1,[18063],8,"","","","[16,10,11,17]","","",1,""
99,"vaal_righteous_fire_old","Vaal Righteous Fire","A fiery blast removes your energy shield and all but 1 life, exploding outwards to deal fire damage to nearby enemies based on the life and energy shield lost.",41,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,7,6,37,28,71]",[],"","",1,"","",22,1,"[4021,4182]","[24,433]",[],1,1,[18063],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
100,"fire_weapon","Fire Weapon","Infuse the player's current weapon with additional fire damage for a short time.",42,"Art/2DArt/SkillIcons/iconfireball.dds",[4],"[1,4,8,14,31,28]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
101,"damage_infusion","Damage Infusion","Moves damage from nearby enemies to the target enemy. They are healed for the amount of damage moved.",43,"Art/2DArt/SkillIcons/icononfire.dds",[2],"[1,7,13,14,15,21,31,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
102,"discharge","Discharge","Discharge all the character's charges to deal elemental damage to all nearby monsters.",44,"Art/2DArt/SkillIcons/discharge.dds",[4],"[1,6,7,21,31,28,29,30,69,71,83,89]",[],"Blasting enemies with waves of frost and lightning isn't just a talent reserved for pure weavers of magic. With the Discharge skill, any combatant can channel accumulated charges into a swirling tower of seething energy. The composition of the blast varies depending on the type of charges consumed, dealing cold with Frenzy, fire from Endurance, and lightning from Power. Regardless of the charge type, surrounding foes are blown to bits.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/discharge.jpg","","Discharge","",22,1,"[3599,3600,12450,12451,12452,13020,18000]","[24,433,10605,11766,12446,5708,10666]",[],1,1,[3601],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
103,"discharge_alt_x","Discharge of Misery","Discharge all the character's charges to deal elemental damage to all nearby monsters.",44,"Art/2DArt/SkillIcons/discharge.dds",[4],"[1,6,7,21,31,28,29,30,69,71,83]",[],"Blasting enemies with waves of frost and lightning isn't just a talent reserved for pure weavers of magic. With the Discharge skill, any combatant can channel accumulated charges into a swirling tower of seething energy. The composition of the blast varies depending on the type of charges consumed, dealing cold with Frenzy, fire from Endurance, and lightning from Power. Regardless of the charge type, surrounding foes are blown to bits.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/discharge.jpg","","Discharge","",22,1,"[3599,3600,12450,12451,12452,13020,18000]","[24,433,10605,11766,12446,5708,10666]",[],1,1,[3601],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,102
104,"discharge_alt_y","[DNT] DischargeAltY","Discharge all the character's charges to deal elemental damage to all nearby monsters.",44,"Art/2DArt/SkillIcons/discharge.dds",[4],"[1,6,7,21,31,28,29,30,69,71,83,89]",[],"Blasting enemies with waves of frost and lightning isn't just a talent reserved for pure weavers of magic. With the Discharge skill, any combatant can channel accumulated charges into a swirling tower of seething energy. The composition of the blast varies depending on the type of charges consumed, dealing cold with Frenzy, fire from Endurance, and lightning from Power. Regardless of the charge type, surrounding foes are blown to bits.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/discharge.jpg","","Discharge","",22,1,"[3599,3600,12450,12451,12452,13020,18000]","[24,433,10605,11766,12446,5708,10666]",[],1,1,[3601],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,102
105,"town_portal","Portal","Creates a portal to the current area's town.",45,"Art/2DArt/SkillIcons/townportal.dds",[4],"[1,13,14,15,31,22]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
106,"vaal_breach","Vaal Breach","Creates a breach, making you vulnerable to its powerful inhabitants.",46,"Art/2DArt/SkillIcons/BreachPortal.dds",[4],"[1,13,14,15,22,37]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
107,"melee","Default Attack","Strike your foes down with a powerful blow.",47,"Art/2DArt/SkillIcons/iconbasicattack.dds","[1,2]","[0,40,57,2,20,23,19,56]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
108,"melee_triggered","","",47,"","[1,2]","[0,40,57,2,20,23,19,56,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
109,"sandspitter_projectile","","",48,"","[1,2]","[0,2,56,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
110,"seawitch_wave","","",49,"","[1,2]","[1,6,21,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
111,"monster_projectile_weapon","","",50,"","[1,2]","[0,40,57,2,56,6,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
112,"monster_projectile_weapon_cast_triggerable","","",50,"","[1,2]","[0,40,57,2,56,6,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
113,"cobra_lash","Cobra Lash","Fires a poisonous projectile based on your weapon that will chain between enemies. Requires a Dagger or Claw.",51,"Art/2DArt/SkillIcons/CobraLash.dds","[1,2]","[0,40,2,56,6,31,41]","[7,6,56]","","",1,"","",22,1,"[10331,10332,10333,17944,17945]","[24,175,172,17866,1102]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
114,"cobra_lash_alt_x","[DNT] CobraLashAltX","Fires a poisonous projectile based on your weapon that will chain between enemies. Requires a Dagger or Claw.",51,"Art/2DArt/SkillIcons/CobraLash.dds","[1,2]","[0,40,2,56,6,31,41]","[7,6,56]","","",1,"","",22,1,"[10331,10332,10333,17944,17945]","[24,175,172,17866,1102]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,113
115,"cobra_lash_alt_y","[DNT] CobraLashAltY","Fires a poisonous projectile based on your weapon that will chain between enemies. Requires a Dagger or Claw.",51,"Art/2DArt/SkillIcons/CobraLash.dds","[1,2]","[0,40,2,56,6,31,41]","[7,6,56]","","",1,"","",22,1,"[10331,10332,10333,17944,17945]","[24,175,172,17866,1102]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,113
116,"bloodchieftain_summonmonkeys","","",52,"",[4],"[1,6,7,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
117,"blood_chieftain_summon_ghost_monkeys","","",53,"",[4],"[1,7,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
118,"skeleton_projectile_fire","","",54,"",[2],"[1,6,21,2,56,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
119,"skeleton_projectile_cold","","",55,"","[2,1]","[1,6,21,2,56,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
120,"skeleton_projectile_lightning","","",56,"","[2,1]","[1,6,21,2,56,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
121,"spark","Spark","Launches unpredictable sparks that move randomly until they hit an enemy or expire.",57,"Art/2DArt/SkillIcons/spark.dds","[1,2]","[1,2,56,6,8,13,14,15,21,31,30,69]",[],"Lightning is a fickle servant. However, skilled casters have learned to harness this frenetic element to devastating effect. With a single incantation, two pulsing strands of electric energy appear, and begin to move erratically around the battlefield. Whenever one contacts an enemy, it discharges, dealing tremendous damage and frequently causing paralysis.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/spark.jpg","","Spark","",22,1,"[3992,4243,4219,5442,6267,6269,6310,18086,18105]","[24,173,175,172,1776,173,215,18031,18104]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
122,"spark_alt_x","Spark of the Nova","Launches unpredictable sparks in all directions that move randomly until they hit an enemy or expire.",57,"Art/2DArt/SkillIcons/spark.dds","[1,2]","[1,2,56,6,8,13,14,15,21,31,30,69]",[],"Lightning is a fickle servant. However, skilled casters have learned to harness this frenetic element to devastating effect. With a single incantation, two pulsing strands of electric energy appear, and begin to move erratically around the battlefield. Whenever one contacts an enemy, it discharges, dealing tremendous damage and frequently causing paralysis.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/spark.jpg","","Spark","",22,1,"[3992,4243,4219,5442,6267,6269,6310,18086,18105]","[24,173,175,172,1776,173,215,18031,18104]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,121
