"rownum","NPCKey","i32","DialogueOption (English)","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2 (English)","DialogueOption2 (French)","DialogueOption2 (German)","DialogueOption2 (Japanese)","DialogueOption2 (Korean)","DialogueOption2 (Portuguese)","DialogueOption2 (Russian)","DialogueOption2 (Spanish)","DialogueOption2 (Thai)","DialogueOption2 (Traditional Chinese)","rid","rid","i32","[i32]","i32","rid"
929,195,0,"Abberath","Abberath","Abberath","アバラス","아버라스","Abberath","Абберат","Abberath","แอ็บเบอร์แรธ","艾貝拉斯",[1200],[],[1241],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1241,5,"",1241,[1519],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
930,195,1,"Open Pantheon","Consulter le Panthéon","Pantheon öffnen","パンテオンを開く","판테온 열기","Abrir Panteão","Открыть Пантеон","Abrir Panteón","เปิดกลุ่มทวยเทพ","開啟眾神殿","[1200,0]",[989],[],"","",34,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","","","",50,[],50,""
931,195,2,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9361,"","","","","","","","","","","","","","",50,[],50,""
932,197,0,"Ryslatha","Ryslatha","Ryslatha","リスラーサ","리슬라사","Ryslatha","Рюслата","Ryslatha","ริสลาธ่า","瑞斯拉薩",[1193],[],[1244],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1244,5,"",1244,[1522],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
933,197,1,"Open Pantheon","Consulter le Panthéon","Pantheon öffnen","パンテオンを開く","판테온 열기","Abrir Panteão","Открыть Пантеон","Abrir Panteón","เปิดกลุ่มทวยเทพ","開啟眾神殿","[1193,0]",[989],[],"","",34,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","","","",50,[],50,""
934,197,2,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9368,"","","","","","","","","","","","","","",50,[],50,""
935,198,0,"The Brine King","Le Roi des Embruns","Der Gischtkönig","海水の王","염수왕","Rei da Salmoura","Морской царь","El rey del mar","ราชันน้ำเค็ม","海洋之王",[1164],[],[1247],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1247,5,"",1247,[1525],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
936,198,1,"View Pantheon","Consulter le Panthéon","Pantheon anzeigen","パンテオンを見る","판테온 보기","Ver Panteão","Смотреть Пантеон","Ver Panteón","ดู กลุ่มทวยเทพ","查看眾神殿","[1164,0]",[989],[],"","",34,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","","","",50,[],50,""
937,190,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Introducción","แนะนำตัว","初次見面",[],[],[1319],"",1319,3,"",1319,[1528],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
938,190,1,"Sail to the Brine King's Reef","Naviguer vers le Récif","Zum Riff des Gischtkönigs segeln","海水の王の岩礁へ向けて船を出す","염수왕의 암초로 항해","Velejar ao Recife do\nRei da Salmoura","Плыть на риф Морского царя","Navega hacia el Arrecife del Rey del mar","ออกเรือสู่ โขดหินราชันน้ำเค็ม","啟航至海洋王堡礁",[1319],[],[]," triggerer.AreaTransitionTo(2_6_15, 1, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1529],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
939,191,0,"The Brine King's Reef","Le Récif du Roi des Embruns","Das Riff des Gischtkönigs","海水の王の岩礁","염수왕의 암초","Recife do Rei da Salmoura","Риф Морского царя","El arrecife del Rey del mar","โขดหินราชันน้ำเค็ม","海洋王堡礁",[],[],[1320],"",1320,3,"",1320,[1530],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
940,191,1,"The Brine King","Le Roi des Embruns","Der Gischtkönig","海水の王","염수왕","Rei da Salmoura","Морской царь","El rey del mar","ราชันน้ำเค็ม","海洋之王",[],[],[1321],"","",3,"",1321,[1531],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
941,192,0,"The Brine King","Le Roi des Embruns","Der Gischtkönig","海水の王","염수왕","Rei da Salmoura","Морской царь","El rey del mar","ราชันน้ำเค็ม","海洋之王",[1164],[],[1322],"",1322,3,"",1322,[1532],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
942,192,1,"Sail to the Bridge Encampment","Naviguer vers le Camp du pont","Zum Brückenlager segeln","橋の野営地へ向けて船を出す","다리 야영지로 항해","Velejar ao Ato 7","Плыть к лагерю на мосту","Navega hacia el Campamento del puente","ออกเรือสู่ ค่ายสะพาน","啟航至橋墩營地",[1164],[],[],"triggerer.AreaTransitionTo(2_7_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1533],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
943,222,0,"The Broken Bridge","Le Pont brisé","Die zerstörte Brücke","壊れた橋","부서진 다리","A Ponte Quebrada","Разрушенный мост","El puente destrozado","สะพานหัก","河畔斷橋",[],[],[1323],"",1323,3,"",1323,[1534],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
944,222,1,"Merveil","Merveil","Merveil","マーヴェイル","머베일","Merveil","Мервейл","Merveil","เมอร์เวล","海妖．莫薇兒",[],[],[1324],"","",3,"",1324,[1535],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
945,222,2,"Lilly","Lilly","Lilly","リリィ","릴리","Lilly","Лилия","Lilly","ลิลลี่","莉莉",[],[],[1325],"","",3,"",1325,[1536],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
946,222,3,"Yeena","Yeena","Yeena","イーナ","이이나","Yeena","Йина","Yeena","ยีนา","伊娜",[1332],[],[1326],"","",3,"",1326,[1537],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
947,222,4,"Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜",[1354],[],[1327],"","",3,"",1327,[1538],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
948,222,5,"Eramir","Éramir","Eramir","エラミール","에라미어","Eramir","Эрамир","Eramir","เอระเมียร์","艾米爾",[1343],[],[1328],"","",3,"",1328,[1539],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
949,222,6,"The Silver Locket","Le Médaillon argenté","Das silberne Medaillon","銀のロケット","은갑 목걸이","Medalhão Prateado","Серебряный медальон","El relicario de plata","จี้เงิน","銀盒",[1323],"[1311,0]",[1312],"",1312,5,"",71,[1540],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
950,222,7,"The Silver Locket","Le Médaillon argenté","Das silberne Medaillon","銀のロケット","은갑 목걸이","Medalhão Prateado","Серебряный медальон","El relicario de plata","จี้เงิน","銀盒",[1311],[1310],[1310],"",1310,5,"",71,[1541],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
951,222,8,"Silver Locket Reward","Le Médaillon (récompense)","Silbernes Medaillon – Belohnung","銀のロケット報酬","은갑 목걸이 보상","Recompensa do\nMedalhão Prateado","Медальон (награда)","Recompensa del Relicario de plata","รางวัลภารกิจ จี้เงิน","銀盒獎勵",[1310],[1308],[1309],"",1309,6,49,71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
952,222,9,"Kishara's Star","L'Étoile de Kishara","Kisharas Stern","キシャラの星","키샤라의 별","Estrela de Kishara","Звезда Кишары","La estrella de Kishara","ดวงดาวของคิชาร่า","奇夏拉之星",[1273],"[1317,0]",[1318],"",1318,5,"",71,[1542],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
953,222,10,"Kishara's Star","L'Étoile de Kishara","Kisharas Stern","キシャラの星","키샤라의 별","Estrela de Kishara","Звезда Кишары","La estrella de Kishara","ดวงดาวของคิชาร่า","奇夏拉之星",[1317],[1316],[1316],"",1316,5,"",71,[1543],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
954,222,11,"Kishara's Star Reward","L'Étoile de Kishara (récompense)","Kisharas Stern – Belohnung","キシャラの星報酬","키샤라의 별 보상","Recompensa da\nEstrela de Kishara","Звезда Кишары (награда)","Recompensa de la Estrella de Kishara","รางวัลภารกิจ ดวงดาวของคิชาร่า","奇夏拉之星獎勵",[1316],"[1314,0]",[1315],"",1315,6,50,71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
955,222,12,"Kishara","Kishara","Kishara","キシャラ","키샤라","Kishara","Кишара","Kishara","คิชาร่า","奇夏拉",[1318],[],[1104],"","",3,"",1104,[1544],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
956,222,13,"Pondium","Pondium","Pondium","ポンディアム","폰디움","Pondium","Пондий","Pondium","พอนเดียม","殘破墩座",[],[],[895],"","",3,"",895,[1545],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
957,222,14,"The Brinerot Clan","Le clan Selrance","Der Gischtfäulnis-Klan","ブラインロット族","부패한 염수단","O Clã da Salmoura Podre","Клан Морской гнили","El clan Salmuera","ชนเผ่าไบรน์ร็อท","布琳洛特族",[],[],[896],"","",3,"",896,[1546],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
958,222,15,"Gamble for Items","Parier pour des objets","Um Gegenstände wetten","アイテムをギャンブルする","아이템 도박","Pexinxe por Itens","Выкупить","Apostar por objetos","เดิมพันไอเทม","賭博",[],[],[],"","",24,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",1,"",48,[],50,""
959,222,16,"Sell Items","Vendre des objets","Gegenstände verkaufen","アイテムを売る","아이템 판매","Venda Itens","Продать","Vender objetos","ขายไอเทม","販賣物品",[],[],[],"","",25,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",0,"",48,[],50,""
960,223,0,"Greetings","Saluer","Willkommen","挨拶","인사","Saudações","Приветствие","Saludos","ทักทาย","歡迎到來",[],[],[1332],"",1332,3,"",1332,[1547],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
961,223,1,"The Forest Encampment","Le Campement de la forêt","Das Waldlager","森の野営地","숲 야영지","Acampamento da Floresta","Лесной лагерь","El campamento forestal","ค่ายพงไพร","森林營地",[],[],[1337],"","",3,"",1337,[1548],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
962,223,2,"Silk","Fil-de-soie","Silk","シルク","실크","Silk","Шёлк","Silk","ซิลค์","斯克",[],[1290],[1338],"","",3,"",1338,[1549],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
963,223,3,"Silk","Fil-de-soie","Silk","シルク","실크","Silk","Шёлк","Silk","ซิลค์","斯克",[1290],[1294],[1297],"",1297,3,"",1297,[1550],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
964,223,4,"Silk","Fil-de-soie","Silk","シルク","실크","Silk","Шёлк","Silk","ซิลค์","斯克",[1294],[],[1340],"","",3,"",1340,[1551],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
965,223,5,"Wraeclast","Wraeclast","Wraeclast","レイクラスト","레이클라스트","Wraeclast","Рэкласт","Wraeclast","เวร์แคลส์ท","瓦爾克拉斯",[],[],[1336],"","",3,"",1336,[1552],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
966,223,6,"Arakaali","Arakaali","Arakaali","アラカーリ","아라칼리","Arakaali","Аракаали","Arakaali","อาราคาลี","艾爾卡莉",[1290],[1294],[1335],"","",3,"",1335,[1553],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
967,223,7,"Greust","Greust","Greust","グルースト","그루스트","Greust","Груст","Greust","กรูสท์","古斯特",[71],"[122,0]",[1333],"","",3,"",1333,[1554],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
968,223,8,"Greust","Greust","Greust","グルースト","그루스트","Greust","Груст","Greust","กรูสท์","古斯特",[1273],[],[1333],"","",3,"",1333,[1554],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
969,223,9,"Weylam","Weylam","Weylam","ウェイラム","웨일럼","Weylam","Вейлам","Weylam","เวย์แลม","威廉",[1323],[],[1334],"","",3,"",1334,[1555],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
970,223,10,"Fireflies","Les Lucioles","Glühwürmchen","ホタル","반딧불이","Vaga-Lumes","Светлячки","Luciérnagas","หิ่งห้อย","螢火蟲",[1296],[1298],[1307],"",1307,5,"",71,[1556],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
971,223,11,"Arakaali's Temple","Le temple d'Arakaali","Arakaalis Tempel","アラカーリの寺院","부패의 사원","Templo de Arakaali","Храм Аракаали","El templo de Arakaali","วิหารอาราคาลี","艾爾卡莉神殿","[1300,0,0,0,1301,0,0]",[1298],[1299],"",1299,5,"",71,[1558],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
972,223,12,"Purchase Items","Acheter des objets","Gegenstände kaufen","アイテムを買う","아이템 구입","Comprar Itens","Купить","Comprar objetos","ซื้อไอเทม","購買物品",[],[],[],"","",24,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",1,"",50,[],50,""
973,223,13,"Sell Items","Vendre des objets","Gegenstände verkaufen","アイテムを売る","아이템 판매","Vender Itens","Продать","Vender objetos","ขายไอเทม","販賣物品",[],[],[],"","",25,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",0,"",50,[],50,""
974,224,0,"Fireflies","Les Lucioles","Glühwürmchen","ホタル","반딧불이","Vaga-Lumes","Светлячки","Luciérnagas","หิ่งห้อย","螢火蟲","[1300,0,0,0,1301,0,0]",[],"[1307,0]","triggerer.SetQuestFlag(\""a7q7-YeenaTransform\""); triggerer.FinishNPCChat(); DirtyTransition(); ForEachOfType( Metadata/QuestObjects/Act7/ArakaaliTempleEntranceBlock, { DirtyTransition(); } ); temple_entrance.DirtyTransition();",1298,5,"",1298,[1559],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
