"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","IsGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","ShapeShiftForm","VideoClip","CharacterAudioEvent","AiScript","MinionType","rid","bool","string","StatDescriptionType","StatDescription","WeaponRequirements"
149,"flameblast","Flameblast","[Channelling|Channel] to build destructive energy around you or a targeted Solar Orb. Releasing the energy causes a devastating explosion that is larger and more intense the longer you [Channelling|Channelled] for.",119,"Art/2DArt/SkillIcons/SorceressFlameblast.dds","[1,2]","[1,6,7,14,27,47,71,83,139,55,186,89]","","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg","","FlameblastPlayer","",25,1,"[4096,3890,4044,17349,17872]","[543,24,423,2698,5963]",[],1,1,[17409],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"[Channelling|Channel] to build up a devastating blast.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
150,"reserving_nova_physicalblast","Blood Sacrament","Channel this skill to reserve more and more of your life, building up power in a marker on the ground under you. Release to deal physical damage in an area based on how much life you reserved. Cannot be cast by Totems.",119,"Art/2DArt/SkillIcons/BloodChannel.dds",[4],"[1,6,7,47,71,11,26,83,89]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]",1,"",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
151,"repeating_vaal_charged_blast","Vaal Flameblast","Targets an area and builds up stages in that area based on cast speed. It explodes every 3 stages, until it reaches a maximum of 15. As it gains more stages, the area gets smaller but the damage gets higher.",120,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,37,27,71]","","",1,"","",25,1,"[4096,3890,4044,17349]","[543,24,423,2698]",[],1,1,[17409],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
152,"vaal_charged_blast","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.",121,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,37,27,71]","","",1,"","",25,1,"[4096,3890,4044,17349]","[543,24,423,2698]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
153,"vaal_charged_blast_triggerable","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.",121,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,30,27,71]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
154,"atziri_unique_staff_flameblast","Flames of Judgement","Creates markers at your location and a targeted location, which grow over time based on cast speed, then explode, dealing fire damage. Cannot be supported by Spell Cascade.",121,"Art/2DArt/SkillIcons/FlamesOfJudgement.dds",[1],"[1,6,8,7,71,30,36,49,27]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
155,"barrage","Barrage","After a short preparation time, you attack repeatedly with a ranged weapon. These attacks have a small randomised spread. Only works with Bows and Wands. This skill cannot be Triggered.",122,"Art/2DArt/SkillIcons/barrage.dds","[1,2]","[0,40,57,2,56,14,13,15]","","http://webcdn.pathofexile.com/public/chris/barrage.jpg","","BarragePlayer","",25,1,"[4063,3871,4103,17333]","[70,24,167,7796]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",240,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",24
156,"empower_barrage","Barrage","Ready a volley of arrows or spears, [Empowered|Empowering] your next [Bow|Bow] or [Projectile] [Spear|Spear] [Attack|Attack] to repeat multiple times. Consumes your [Charges|Frenzy Charges] on use to add additional repeats.",644,"Art/2DArt/SkillIcons/RangerBarrageSkill.dds",[4],"[1,8,118,89,130,139,4,146,171,196]","","http://webcdn.pathofexile.com/public/chris/barrage.jpg","","BarragePlayer","",25,1,"[4063,3871,4103,17333]","[70,24,167,7796]",[],1,1,[],8,"","","",[],"","",1,"","",240,"","","",1,"[Empowered|Empower] your next [Bow] or thrown [Spear] [Attack] to repeat. ",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/empower_barrage/",26
157,"summon_raging_spirit","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.",123,"Art/2DArt/SkillIcons/SummonElemental.dds","[1,2]","[1,5,8,17,13,14,15,21,30,27,69,76,139]","","http://webcdn.pathofexile.com/public/chris/enragedspirit.jpg",1,"SummonRagingSpiritPlayer",1,25,1,[3474],[8347],"[0,19,20]",1,1,[11251],8,3,"","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
158,"summon_raging_spirit_triggered","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.",123,"Art/2DArt/SkillIcons/SummonElemental.dds","[1,24]","[1,5,8,17,13,14,15,21,30,27,49,76,36]","","",1,"SummonRagingSpirit",1,25,"",[3474],[8347],"[0,19,20]",1,"",[11251],8,3,"","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
159,"monster_summon_raging_spirit","","",123,"Art/2DArt/SkillIcons/SummonElemental.dds",[1],"[1,5,8,17,13,14,15,21,30,27,76]","","",1,"",1,25,1,[],[],"[0,19,20]",1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
160,"flame_whip","Flame Surge","Strikes enemies in front of you with a surge of flame. Burning enemies are dealt more damage. If you hit an ignited enemy, will create burning ground under them. Your damage modifiers don't apply to this burning ground.",124,"Art/2DArt/SkillIcons/flamewhip.dds","[1,2]","[1,6,13,14,15,21,30,7,27,69,71,8]","","",1,"FlameWhip","",25,1,"[4097,3874,4122]","[543,24,3572]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
161,"desecrate","Desecrate","Desecrates the ground, summoning corpses and dealing chaos damage to all enemies in the area. The corpses will be chosen from the monsters in the current area and any Spectres that have existed in this instance.",125,"Art/2DArt/SkillIcons/Desecrate.dds","[1,24,20,28]","[1,7,8,13,14,15,30,34,21,41,55,71]","","http://webcdn.pathofexile.com/public/chris/desecrate.jpg",1,"DesecratePlayer",1,25,1,"[4212,3917,9651]","[3239,24,209]",[],1,1,[6442],8,3,"","","[16,10,11,17]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
162,"bone_offering","Bone Offering","Impale a Skeleton on a bone spike to shield your [Minion|Minions] while the spike remains. The shield absorbs all damage from the next [HitDamage|Hit] each [Minion] takes, then explodes.\r\n\r\nThe bone spike is itself a [Minion], and shields itself. If it dies, shields on your other [Minion|Minions] disappear.",602,"Art/2DArt/SkillIcons/WitchBoneOffering.dds","[1,3,20]","[153,5,4,8,30,13,15,14,7,26,69,139,76,143]","","http://webcdn.pathofexile.com/public/chris/boneoffering.jpg","","BoneOfferingPlayer","",25,1,"[4181,4343,9966,15180]","[209,1086,209,4265]","[1,26,6,7]",1,1,[],8,5,1,"",[],"","",1,"","",174,"",67,"",1,"Sacrifice a Skeleton to shield your [Minion|Minions].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/bone_offering/",""
163,"glacial_cascade","Glacial Cascade","Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area.",126,"Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[1,6,7,13,14,15,21,30,28,26,69,71]","","http://webcdn.pathofexile.com/public/chris/GlacialCascade.jpg","","GlacialCascadePlayer","",25,1,"[3891,4045,6084]","[24,423,2090]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
164,"storm_cascade_player","Storm Cascade","Lightning crackles in a series of small bursts, each damaging enemies caught in the area.",126,"Art/2DArt/SkillIcons/StormCascade.dds","[1,2]","[1,6,7,13,14,15,21,30,29,26,49,71,89,36]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
165,"atziri_flameblast","","",127,"",[2],[1],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
166,"atziri_flameblast_empowered","","",128,"",[4],[1],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
167,"summon_monsters","","",129,"",[10],"[1,5,76]","","",1,"","",25,1,[],[],"[0,19,20,1,6,7,2,18,8,24,32,35,34,47,40]",1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
168,"molten_strike","Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth from the enemies you hit, divided amongst all enemies hit by the strike. These will deal area attack damage to enemies where they land.",131,"Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[0,2,7,19,20,27,40,81,90]","","",1,"","",25,1,"[3852,4100,4031,11164,11166]","[24,167,423,166,9292]",[],1,1,[11162],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",1
169,"vaal_molten_strike","Vaal Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth causing area attack damage to enemies where they land.",131,"Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[0,2,7,19,20,27,40,81,18,37]","","",1,"","",25,1,"[3852,4100,4031,11164,11166,17715]","[24,167,423,166,9292,7580]",[],1,1,[11162],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
170,"brutus_spiked_ground","","",132,"",[11],"[1,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
171,"tornado_shot","Tornado Shot","Fire a skyward shot that whips up a Tornado where it lands, dealing [Physical] damage over time and [Hinder|Hindering] enemies standing in it. Arrows, thrown [Spear|Spears] and [Crossbow] bolts fired at the Tornado are sucked into it, causing the Tornado to spit out a nova of copied [Projectile|Projectiles]. Copied [Projectile|Projectiles] cannot be copied again, even by further Tornados.",133,"Art/2DArt/SkillIcons/RangerTornadoShotSkill.dds","[1,2,20]","[0,40,57,7,10,61,14,13,15,30,88,69,26,34,8,143,139,175,162,160,184]","","",1,"TornadoShotPlayer","",25,1,"[4098,3887,17167]","[543,24,17166]",[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",270,"","","",1,"Create a Tornado that fires out copies of [Projectile|Projectiles].",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/tornado_shot/statset_0/",23
172,"brutus_ground_slam","","",134,"","[1,2]",[0],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
173,"monster_projectile_spell","","",135,"Art/2DArt/SkillIcons/passives/MaceNotable2.dds","[1,2]","[1,2,56,30,6]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
174,"heal","","",136,"","[4,3]","[1,8]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
175,"herald_of_ash","Herald of Ash","While active, enemies you sufficiently [Overkill] with non-[Herald] [Attack|Attacks] will cause an explosion that [Ignite|Ignites] nearby enemies based on the [Overkill] damage dealt.",137,"Art/2DArt/SkillIcons/HeraldOfAshSkill.dds",[4],"[4,11,23,7,34,27,51,8,119,138]","","",1,"HeraldOfAsh","",25,"","[3913,4165,8666,14342,14372]","[24,13311,4378,14070,14242]",[],1,"",[],8,"","","","[16,10,11,17]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/herald_of_ash/",37
176,"herald_of_ice","Herald of Ice","While active, [Shatter|Shattering] an enemy with a non-[Herald] [Attack] [HitDamage|Hit] will cause an icy explosion that deals [Attack|Attack] damage to surrounding enemies.",138,"Art/2DArt/SkillIcons/HeraldOfIceSkill.dds",[4],"[4,11,7,28,0,51,119,138,217]","","",1,"HeraldOfIce","",25,"","[3914,4166,8665,14343,14373]","[24,13311,4378,14070,14242]",[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/herald_of_ice/",37
177,"herald_of_thunder","Herald of Thunder","While active, killing [Shock|Shocked] enemies with a non-[Herald] [Attack] [HitDamage|Hit] will cause subsequent [Attack|Attack] [HitDamage|Hits] to release lightning bolts which deals [Attack|Attack] damage to all surrounding enemies.",139,"Art/2DArt/SkillIcons/HeraldOfThunderSkill.dds",[4],"[4,11,7,29,51,0,119,138,217]","","",1,"HeraldOfThunder","",25,"","[3915,4167,5371,14345,14375]","[24,13311,4378,14070,14242]",[],1,"",[11243],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/herald_of_thunder/statset_0/",37
178,"herald_of_light","Herald of Purity","Grants a buff which lets you deal more physical damage. When you kill an enemy while you have this buff, this skill will summon a Sentinel of Purity, or refresh the duration and life of an existing one instead if you have the maximum number of them. The Sentinels of Purity have a single-target melee attack and an area melee attack.",140,"Art/2DArt/SkillIcons/HeraldOfLight.dds",[4],"[1,4,11,51,5,8,26,76,119,138]","","",1,"HeraldOfLight","",25,1,"[7943,7864,14344,14374]","[13311,4378,14070,14242]","[6,0,19,20,7]",1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",37
179,"consecrate","Consecrate","Create an area of [ConsecratedGround|Consecrated Ground] around you.",141,"Art/2DArt/BuffIcons/consecrated.dds",[4],"[1,8,30,7,71,83,55,139,167]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"Create [ConsecratedGround|Consecrated Ground] around you.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/consecrate/",""
180,"triggered_consecrate","Consecrate","Creates an area of Consecrated Ground, providing life regeneration and reducing the effect of curses for you and allies who stand in it.",141,"Art/2DArt/BuffIcons/consecrated.dds",[4],"[1,8,30,7,71,89,36,49,167]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
181,"poachers_mark","Poacher's Mark","Curses a single enemy, lowering their physical damage reduction, and adding physical damage to all hits against them. Attacking the cursed enemy will grant life and mana, and killing them will grant a frenzy charge. You can only have one Mark at a time.",142,"Art/2DArt/SkillIcons/PoachersMark.dds","[1,2]","[1,13,14,15,21,30,68,69,84,85,97]","","",1,"",1,25,1,"[4150,4186]","[1383,209]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
182,"summon_specific_monsters_on_self","","",143,"",[4],"[1,21,30,13,14,15]","","",1,"",1,25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
183,"summon_specific_monsters_on_target","","",143,"","[1,2]","[1,21,30]","","",1,"",1,25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
184,"summon_specific_monsters_on_target_no_los","","",143,"","[1,2,8]","[1,21,30]","","",1,"",1,25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
185,"lightning_tendrils_channelled","Lightning Tendrils","While you channel this skill, it releases pulses of electrical energy, dealing lightning damage in a semicircular area in front of you.",145,"Art/2DArt/SkillIcons/LightningTouch.dds","[18,25,17]","[1,6,7,14,29,47,71]","","",1,"","",25,1,"[3850,4028,4348,17435]","[24,423,543,17382]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
186,"bat_screech","","",146,"","[1,2]","[1,21,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
187,"voll_charge","","",147,"","[1,2]",[0],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
188,"voll_slam","","",148,"","[1,2]","[0,7]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
189,"water_vortex","","",149,"","[1,2]","[2,56,1,6,7,13,14,15,21,30,71]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
190,"monster_dodge","","",150,"",[11],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
191,"monster_dodge_target","","",150,"",[2],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
192,"monster_mortar","","Generic monster mortar skill. Like Monster Projectile but has an impact effect.",151,"","[2,1]","[2,56,1,6,7,13,14,15,21,30,71]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
193,"monster_mortar_attack","","Generic monster mortar skill. Like Monster Projectile but has an impact effect.",152,"","[2,1]","[2,56,0,6,7,13,14,15,21,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
