"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType"
2743,"UniqueIncreasedAccuracy8",37540,125,1,83,"","","",1,"",3,[37],75,125,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1863168016,[],0,[],3
2744,"UniqueIncreasedAccuracy9",48262,125,1,83,"","","",1,"",3,[37],150,200,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1957401332,[],0,[],3
2745,"UniqueIncreasedAccuracy10",34480,125,1,83,"","","",1,"",3,[37],200,400,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3908573268,[],0,[],3
2746,"UniqueLocalIncreasedAccuracy1",44066,421,1,558,"","","",1,"",3,[37],30,50,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3386714388,[],0,[],3
2747,"UniqueLocalIncreasedAccuracy2",37023,421,1,558,"","","",1,"",3,[37],30,50,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4275163752,[],0,[],3
2748,"UniqueLocalIncreasedAccuracy3",41966,421,1,558,"","","",1,"",3,[37],50,70,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2973750324,[],0,[],3
2749,"UniqueLocalIncreasedAccuracy4",24957,421,1,558,"","","",1,"",3,[37],50,100,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2800643930,[],0,[],3
2750,"UniqueLocalIncreasedAccuracy5",30441,421,1,558,"","","",1,"",3,[37],300,400,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",439368666,[],0,[],3
2751,"UniqueLocalIncreasedAccuracy6",32518,421,1,558,"","","",1,"",3,[37],30,50,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3948771218,[],0,[],3
2752,"UniqueCriticalStrikeChance1",47257,242,1,541,"","","",1,"",3,[87],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2927031911,[],0,[],3
2753,"UniqueCriticalStrikeChance2",32046,242,1,541,"","","",1,"",3,[87],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",780810212,[],0,[],3
2754,"UniqueCriticalStrikeChance3",25185,242,1,541,"","","",1,"",3,[87],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2956894215,[],0,[],3
2755,"UniqueCriticalStrikeChance4",17809,242,1,541,"","","",1,"",3,[87],0,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3088423881,[],0,[],3
2756,"UniqueCriticalStrikeChance5",60343,242,1,541,"","","",1,"",3,[87],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2621559273,[],0,[],3
2757,"UniqueCriticalStrikeChance6",42272,242,1,541,"","","",1,"",3,[87],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2731863163,[],0,[],3
2758,"UniqueCriticalStrikeChance7",55795,242,1,541,"","","",1,"",3,[87],25,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2657565460,[],0,[],3
2759,"UniqueCriticalStrikeChance8",45521,242,1,541,"","","",1,"",3,[87],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",358152305,[],0,[],3
2760,"UniqueCriticalStrikeChance9",41741,242,1,541,"","","",1,"",3,[87],100,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",649089192,[],0,[],3
2761,"UniqueCriticalStrikeChance10",35045,242,1,541,"","","",1,"",3,[87],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4073838647,[],0,[],3
2762,"UniqueCriticalStrikeChance11",41251,242,1,541,"","","",1,"",3,[87],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1337210583,[],0,[],3
2763,"UniqueLocalCriticalStrikeChance1",47680,10706,1,539,"","","",1,"",3,[87],1500,1500,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3920631120,[],0,[],3
2764,"UniqueLocalCriticalStrikeChance2",32895,10706,1,539,"","","",1,"",3,[87],300,500,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3443188286,[],0,[],3
2765,"UniqueLocalCriticalStrikeChance3",56655,10706,1,539,"","","",1,"",3,[87],500,500,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4136878831,[],0,[],3
2766,"UniqueLocalCriticalStrikeChance4",36782,10706,1,539,"","","",1,"",3,[87],500,1000,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2492289929,[],0,[],3
2767,"UniqueLocalCriticalStrikeChance5",38521,10706,1,539,"","","",1,"",3,[87],500,500,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3464517332,[],0,[],3
2768,"UniqueSpellCriticalStrikeChance1",12205,252,1,543,"","","",1,"",3,[91],20,40,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",843154702,[],0,[],3
2769,"UniqueSpellCriticalStrikeChance2",27535,252,1,543,"","","",1,"",3,[91],30,50,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1961716629,[],0,[],3
2770,"UniqueSpellCriticalStrikeChance3",50760,252,1,543,"","","",1,"",3,[91],30,50,0,0,0,0,0,0,[],[],[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1983996150,[],0,[],3
2771,"UniqueNearbyAlliesCriticalStrikeChance1",35155,10759,1,18252,"","","",1,"",3,[87],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2941592360,[],0,[],3
2772,"UniqueNearbyAlliesCriticalStrikeChance2",52672,10759,1,18252,"","","",1,"",3,[87],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2276269408,[],0,[],3
2773,"UniqueCriticalMultiplier1",4669,250,1,95,"","","",1,"",3,[90],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2694492742,[],0,[],3
2774,"UniqueCriticalMultiplier2",35175,250,1,95,"","","",1,"",3,[90],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3858909814,[],0,[],3
2775,"UniqueCriticalMultiplier3",50429,250,1,95,"","","",1,"",3,[90],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1576690496,[],0,[],3
2776,"UniqueLocalCriticalMultiplier1",54989,329,1,386,"","","",1,"",3,[90],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1203385094,[],0,[],3
2777,"UniqueSpellCriticalStrikeMultiplier1",26450,9329,1,320,"","","",1,"",3,[90],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",992847976,[],0,[],3
2778,"UniqueNearbyAlliesCriticalMultiplier1",28463,10760,1,18253,"","","",1,"",3,[90],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1586314092,[],0,[],3
2779,"UniqueItemFoundRarityIncrease1",39995,158,1,147,"","","",1,"",3,[61],40,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1146947872,[],0,[],3
2780,"UniqueItemFoundRarityIncrease2",36561,158,1,147,"","","",1,"",3,[61],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4062251580,[],0,[],3
2781,"UniqueItemFoundRarityIncrease3",46985,158,1,147,"","","",1,"",3,[61],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3755729050,[],0,[],3
2782,"UniqueItemFoundRarityIncrease4",62081,158,1,147,"","","",1,"",3,[61],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",998486807,[],0,[],3
2783,"UniqueItemFoundRarityIncrease5",27148,158,1,147,"","","",1,"",3,[61],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2554714088,[],0,[],3
2784,"UniqueItemFoundRarityIncrease6",16003,158,1,147,"","","",1,"",3,[61],6,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1684470415,[],0,[],3
2785,"UniqueItemFoundRarityIncrease7",14203,158,1,147,"","","",1,"",3,[61],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3287168128,[],0,[],3
2786,"UniqueItemFoundRarityIncrease8",19636,158,1,147,"","","",1,"",3,[61],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3706744578,[],0,[],3
2787,"UniqueItemFoundRarityIncrease9",29432,158,1,147,"","","",1,"",3,[61],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2246550623,[],0,[],3
2788,"UniqueItemFoundRarityIncrease10",6833,158,1,147,"","","",1,"",3,[61],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3088053283,[],0,[],3
2789,"UniqueItemFoundRarityIncrease11",44445,158,1,147,"","","",1,"",3,[61],0,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",429539234,[],0,[],3
2790,"UniqueItemFoundRarityIncrease12",47934,158,1,147,"","","",1,"",3,[61],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",940420597,[],0,[],3
2791,"UniqueItemFoundRarityIncrease13",29425,158,1,147,"","","",1,"",3,[61],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",450622897,[],0,[],3
2792,"UniqueItemFoundRarityIncrease14",33744,158,1,147,"","","",1,"",3,[61],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1200410182,[],0,[],3
2793,"UniqueItemFoundRarityIncrease15",30371,158,50,147,"","","",1,"",3,[61],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2127480234,[],0,[],3
2794,"UniqueItemFoundRarityIncrease16",14052,158,1,147,"","","",1,"",3,[61],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",620556407,[],0,[],3
2795,"UniqueItemFoundRarityIncrease17",58047,158,1,147,"","","",1,"",3,[61],-40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",173225984,[],0,[],3
2796,"UniqueItemFoundRarityIncrease18",42292,158,1,147,"","","",1,"",3,[61],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",170768805,[],0,[],3
2797,"UniqueLightRadius1",47007,1184,1,1173,"","","",1,"",3,[514],-25,-25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2783815716,[],0,[],3
2798,"UniqueLightRadius2",16267,1184,1,1173,"","","",1,"",3,[514],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2689251212,[],0,[],3
2799,"UniqueLightRadius3",64252,1184,1,1173,"","","",1,"",3,[514],-25,-25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1918099078,[],0,[],3
2800,"UniqueLightRadius4",62294,1184,1,1173,"","","",1,"",3,[514],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",341948060,[],0,[],3
2801,"UniqueLightRadius5",35219,1184,1,1173,"","","",1,"",3,[514],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",413574217,[],0,[],3
2802,"UniqueLightRadius6",23112,1184,1,1173,"","","",1,"",3,[514],-25,-25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3497753431,[],0,[],3
2803,"UniqueLightRadius7",4494,1184,1,1173,"","","",1,"",3,[514],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2964392038,[],0,[],3
2804,"UniqueLightRadius8",9827,1184,1,1173,"","","",1,"",3,[514],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3097581029,[],0,[],3
2805,"UniqueLightRadius9",64776,1184,1,1173,"","","",1,"",3,[514],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4225726455,[],0,[],3
2806,"UniqueLightRadius10",24408,1184,1,1173,"","","",1,"",3,[514],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3013393559,[],0,[],3
2807,"UniqueLightRadius11",50764,1184,1,1173,"","","",1,"",3,[514],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3272575304,[],0,[],3
2808,"UniqueLightRadius12",7455,1184,1,1173,"","","",1,"",3,[514],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1626106821,[],0,[],3
2809,"UniqueLightRadius13",26441,1184,1,1173,"","","",1,"",3,[514],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3703182451,[],0,[],3
2810,"UniqueLightRadius14",32169,1184,1,1173,"","","",1,"",3,[514],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2683850878,[],0,[],3
2811,"UniqueLightRadius15",7594,1184,1,1173,"","","",1,"",3,[514],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3815575917,[],0,[],3
2812,"UniqueLocalBlockChance1",39577,36,1,19602,"","","",1,"",3,[17],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",860627387,[],0,[],3
2813,"UniqueLocalBlockChance2",32428,36,1,19602,"","","",1,"",3,[17],80,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2478530783,[],0,[],3
2814,"UniqueLocalBlockChance3",60858,36,1,19602,"","","",1,"",3,[17],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3744887196,[],0,[],3
2815,"UniqueLocalBlockChance4",32241,36,1,19602,"","","",1,"",3,[17],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3299655393,[],0,[],3
2816,"UniqueLocalBlockChance5",1788,36,1,19602,"","","",1,"",3,[17],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",215182565,[],0,[],3
2817,"UniqueLocalBlockChance6",4833,36,1,19602,"","","",1,"",3,[17],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",23318284,[],0,[],3
2818,"UniqueLocalBlockChance7",54730,36,1,19602,"","","",1,"",3,[17],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",319764237,[],0,[],3
