"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
480,"Metadata/Chests/DelveChests/DelveChestArmourOfCrafting",1,4,"Flexible Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,619184128,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-402653184,292,0,0,-134217728,292,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,292,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
481,"Metadata/Chests/DelveChests/DelveChestArmour6LinkedUniqueBody",1,4,"Exceptional Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,631635968,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1509949440,293,0,0,-1241513984,293,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,293,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
482,"Metadata/Chests/DelveChests/DelveChestArmourFractured",1,4,"Shattered Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,642777088,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1342177280,294,0,0,1610612736,294,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,294,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
483,"Metadata/Chests/DelveChests/DelveChestArmourSynthesised",1,4,"Amalgamated Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,654442496,1,-16908288,-16843010,-16843010,-16843010,16842494,0,33554432,295,0,0,301989888,295,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,301989888,295,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
484,"Metadata/Chests/DelveChests/DelveChestArmour30QualityUnique",1,4,"Superior Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,664010752,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1811939328,295,0,0,-1543503872,295,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,295,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
485,"Metadata/Chests/DelveChests/DelveChestWeapon1",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,674496512,1,-16908288,-16843010,-16843010,-16843010,33619710,0,872415232,296,0,0,1409286144,296,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,296,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
486,"Metadata/Chests/DelveChests/DelveChestWeapon2",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,48,683278336,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1174405120,296,0,0,-637534208,296,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-637534208,296,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
487,"Metadata/Chests/DelveChests/DelveChestWeaponCorrupted",1,4,"Twisted Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,695599104,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1979711488,297,0,0,-1778384896,297,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,297,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
488,"Metadata/Chests/DelveChests/DelveChestWeaponPhysicalDamage",1,4,"Heavy Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,708313088,1,-16908288,-16843010,-16843010,-16843010,16842494,0,939524096,298,0,0,1207959552,298,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,298,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
489,"Metadata/Chests/DelveChests/DelveChestWeaponCaster",1,4,"Runed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,718929920,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-637534208,298,0,0,-369098752,298,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,298,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
490,"Metadata/Chests/DelveChests/DelveChestWeaponUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,727318528,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1509949440,299,0,0,2046820352,299,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,299,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
491,"Metadata/Chests/DelveChests/DelveChestWeapon3",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,736100352,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-536870912,299,0,0,0,300,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,300,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
492,"Metadata/Chests/DelveChests/DelveChestWeaponMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,746586112,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-2147483648,300,0,0,-1610612736,300,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1610612736,300,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
493,"Metadata/Chests/DelveChests/DelveChestWeaponDivination",1,4,"Light Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,758775808,1,-16908288,-16843010,-16843010,-16843010,16842494,0,973078528,301,0,0,1241513984,301,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,301,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
494,"Metadata/Chests/DelveChests/DelveChestWeaponExtraQuality",1,4,"Superior Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,770572288,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-301989888,301,0,0,-33554432,301,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-33554432,301,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
495,"Metadata/Chests/DelveChests/DelveChestWeaponElder",1,4,"Eldritch Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,781451264,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1811939328,302,0,0,-1543503872,302,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,302,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
496,"Metadata/Chests/DelveChests/DelveChestWeaponShaper",1,4,"Astral Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,792199168,1,-16908288,-16843010,-16843010,-16843010,16842494,0,939524096,303,0,0,1207959552,303,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,303,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
497,"Metadata/Chests/DelveChests/DelveChestWeaponConqueror",1,4,"Triumphant Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,803864576,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-369098752,303,0,0,-100663296,303,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,303,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
498,"Metadata/Chests/DelveChests/DelveChestWeaponCannotRollCaster",1,4,"Honed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,815792128,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1610612736,304,0,0,-1342177280,304,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1342177280,304,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
499,"Metadata/Chests/DelveChests/DelveChestWeaponCannotRollAttacker",1,4,"Hexed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,827981824,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,305,0,0,1778384896,305,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,305,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
500,"Metadata/Chests/DelveChests/DelveChestWeapon6LinkedTwoHanded",1,4,"Exceptional Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,840695808,1,-16908288,-16843010,-16843010,-16843010,16842494,0,469762048,306,0,0,738197504,306,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,306,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
501,"Metadata/Chests/DelveChests/DelveChestWeapon30QualityUnique",1,4,"Masterwork Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,853147648,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-637534208,306,0,0,-369098752,306,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,306,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
502,"Metadata/Chests/DelveChests/DelveChestWeaponFractured",1,4,"Shattered Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,864681984,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1979711488,307,0,0,-1711276032,307,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,307,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
503,"Metadata/Chests/DelveChests/DelveChestWeaponSynthesised",1,4,"Amalgamated Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,876740608,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1107296256,308,0,0,1375731712,308,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,308,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
504,"Metadata/Chests/DelveChests/DelveChestTrinkets1",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,887488512,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-436207616,308,0,0,100663296,309,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,309,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
505,"Metadata/Chests/DelveChests/DelveChestTrinkets2",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,48,896532480,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1879048192,309,0,0,-1879048192,309,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1879048192,309,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
506,"Metadata/Chests/DelveChests/DelveChestTrinketsAmulet",1,4,"Abandoned Amulets","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,908722176,1,-16908288,-16843010,-16843010,-16843010,16842494,0,704643072,310,0,0,973078528,310,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,310,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
507,"Metadata/Chests/DelveChests/DelveChestTrinketsRing",1,4,"Abandoned Rings","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,919339008,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-872415232,310,0,0,-603979776,310,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,310,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
508,"Metadata/Chests/DelveChests/DelveChestTrinketsJewel",1,4,"Abandoned Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,930217984,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1912602624,311,0,0,-2113929216,311,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,311,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
509,"Metadata/Chests/DelveChests/DelveChestTrinketsCorrupted",1,4,"Twisted Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,941752320,1,-16908288,-16843010,-16843010,-16843010,33619710,0,570425344,312,0,0,1107296256,312,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,312,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
510,"Metadata/Chests/DelveChests/DelveChestTrinketsUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,951451648,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1241513984,312,0,0,-704643072,312,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-704643072,312,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
511,"Metadata/Chests/DelveChests/DelveChestTrinketsOfCrafting",1,4,"Flexible Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,964296704,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2046820352,313,0,0,-1979711488,313,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1979711488,313,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
512,"Metadata/Chests/DelveChests/DelveChestTrinkets3",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,60,972292096,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-201326592,313,0,0,335544320,314,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,314,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
513,"Metadata/Chests/DelveChests/DelveChestTrinketsMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,983040000,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1744830464,314,0,0,-1207959552,314,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,314,-33554432,-16843010,-16843010,-16843010,1090453246,216,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
514,"Metadata/Chests/DelveChests/DelveChestTrinketsDivination",1,4,"Light Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,995491840,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1442840576,315,0,0,1711276032,315,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,315,-33554432,-16843010,-16843010,-16843010,1727987454,315,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
515,"Metadata/Chests/DelveChests/DelveChestTrinketsElder",1,4,"Eldritch Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1015021568,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2147483648,316,0,0,-1879048192,316,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1879048192,316,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
516,"Metadata/Chests/DelveChests/DelveChestTrinketsShaper",1,4,"Astral Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1026031616,1,-16908288,-16843010,-16843010,-16843010,16842494,0,671088640,317,0,0,939524096,317,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,317,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
517,"Metadata/Chests/DelveChests/DelveChestTrinketsConqueror",1,4,"Triumphant Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1037959168,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-570425344,317,0,0,-301989888,317,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-301989888,317,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
518,"Metadata/Chests/DelveChests/DelveChestTrinketsAtlas",1,4,"Unusual Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1048969216,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2046820352,318,0,0,-1778384896,318,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,318,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
519,"Metadata/Chests/DelveChests/DelveChestTrinketsEyesOfTheGreatwolf",1,4,"Ritualistic Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1062207488,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1342177280,319,0,0,1610612736,319,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,319,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
520,"Metadata/Chests/DelveChests/DelveChestTrinketsQuality",1,4,"Superior Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1073610752,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-33554432,319,0,0,234881024,320,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,234881024,320,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
521,"Metadata/Chests/DelveChests/DelveChestTrinketsFractured",1,4,"Shattered Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1085407232,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1308622848,320,0,0,-1040187392,320,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,320,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
522,"Metadata/Chests/DelveChests/DelveChestTrinketsSynthesised",1,4,"Amalgamated Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1097728000,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1845493760,321,0,0,2113929216,321,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,321,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
523,"Metadata/Chests/DelveChests/DelveChestTrinketsJewelCorrupted",1,4,"Twisted Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,1109524480,1,-16908288,-16843010,-16843010,-16843010,16842494,0,570425344,322,0,0,838860800,322,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,322,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
524,"Metadata/Chests/DelveChests/DelveChestTrinketsJewelCluster",1,4,"Compacted Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,8,1121320960,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-704643072,322,0,0,-436207616,322,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-436207616,322,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
525,"Metadata/Chests/DelveChests/DelveChestGem1",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,14,1130758144,1,-16908288,-16843010,-16843010,-16843010,50396926,0,1711276032,323,0,0,-1778384896,323,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,323,-33554432,-16843010,-16843010,-16843010,385810174,240,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1400,"",1
