"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32_178","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","AtlasGroup","SoundEffect","NameHardmode","NameHardmode (French)","NameHardmode (German)","NameHardmode (Japanese)","NameHardmode (Korean)","NameHardmode (Portuguese)","NameHardmode (Russian)","NameHardmode (Spanish)","NameHardmode (Thai)","NameHardmode (Traditional Chinese)","HasHardmodeAlternate","Stat1ValueHardmode","Stat2ValueHardmode","Stat3ValueHardmode","Stat4ValueHardmode","Stat5ValueHardmode","StatsHardmode","SkillPointsGrantedHardmode","BuffsHardmode","IsAtlasWormhole","DescendancyKey","GrantedEffectsPerLevelHardmode","BrequelSubTree","IsBrequelStartingNode","bool_351","IsBrequelWomb"
1574,"AscendancyInquisitor15","Art/2DArt/SkillIcons/passives/Inquistitor/InstrumentsOfVirtue.dds","[13569,13677]",10,1,0,0,19417,"Instruments of Virtue","Instruments de la Vertu","Instrumente der Tugend","美徳の道具","미덕의 도구","Instrumentos da Virtude","Орудия добродетели","Instrumentos de virtud","Instruments of Virtue","美德儀",[],"",1,"","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[13677],0,[],"","","","","","",""
1575,"AscendancyHeirophant1","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,10113]",20,20,0,0,44797,"Mana Regeneration, Arcane Surge Effect","Régénération de Mana ; Effet d'Éruption arcanique","Manaregeneration, Wirkung von Arkane Woge","マナ自動回復およびアーケインサージ効果","마나 재생, 비전 쇄도 효과","Regeneração de Mana, Efeito da Fúria Arcana","Регенерация маны, эффект Колдовского выброса","Regeneración de maná, efecto de Sobrecarga arcana","การฟื้นฟูมานา, ผลของกระแสอาคม","魔力回復速度、秘能波動效果",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1576,"AscendancyHeirophant2","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,1348]",20,20,0,0,26714,"Mana Regeneration, Totem Placement Speed","Régénération de Mana ; Vitesse de placement des Totems","Manaregeneration, Totem-Platzierungsgeschwindigkeit","マナ自動回復およびトーテム設置速度","마나 재생, 토템 설치 속도","Regeneração de Mana, Velocidade de Posicionamento de Totem","Регенерация маны, скорость установки тотемов","Regeneración de maná, velocidad de colocación de tótems","การฟื้นฟูมานา, ความเร็วในการวางโทเทม","魔力回復速度、圖騰放置速度",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1577,"AscendancyHeirophant3","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,1348]",20,20,0,0,14870,"Mana Regeneration, Totem Placement Speed","Régénération de Mana ; Vitesse de placement des Totems","Manaregeneration, Totem-Platzierungsgeschwindigkeit","マナ自動回復およびトーテム設置速度","마나 재생, 토템 설치 속도","Regeneração de Mana, Velocidade de Posicionamento de Totem","Регенерация маны, скорость установки тотемов","Regeneración de maná, velocidad de colocación de tótems","การฟื้นฟูมานา, ความเร็วในการวางโทเทม","魔力回復速度、圖騰放置速度",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1578,"AscendancyHeirophant4_","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,129]",20,8,0,0,29994,"Mana Regeneration, Mana","Mana ; Régénération de Mana","Manaregeneration, Mana","マナ自動回復およびマナ","마나 재생, 마나","Regeneração de Mana, Mana","Регенерация маны, мана","Regeneración de maná, maná","การฟื้นฟูมานา, มานา","魔力回復速度、魔力",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1579,"AscendancyHeirophant5","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,129]",20,8,0,0,11046,"Mana Regeneration, Mana","Mana ; Régénération de Mana","Manaregeneration, Mana","マナ自動回復およびマナ","마나 재생, 마나","Regeneração de Mana, Mana","Регенерация маны, мана","Regeneración de maná, maná","การฟื้นฟูมานา, มานา","魔力回復速度、魔力",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1580,"AscendancyHeirophant6","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,129]",20,8,0,0,22637,"Mana Regeneration, Mana","Mana ; Régénération de Mana","Manaregeneration, Mana","マナ自動回復およびマナ","마나 재생, 마나","Regeneração de Mana, Mana","Регенерация маны, мана","Regeneración de maná, maná","การฟื้นฟูมานา, มานา","魔力回復速度、魔力",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1581,"AscendancyHeirophant7","Art/2DArt/SkillIcons/passives/Hierophant/MindOverBody.dds","[129,1968,10463]",30,10,1,0,922,"Divine Guidance","Direction divine","Göttliche Weisung","神の導き","신성한 인도","Orientação Divina","Божественное провидение","Consejo divino","Divine Guidance","神聖指引",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,10,1,0,0,0,"[1968,10463]",0,[],"","","","","","",""
1582,"AscendancyHeirophant8","Art/2DArt/SkillIcons/passives/Hierophant/MindOverBeing.dds","[700,10271,130]",20,1,60,0,29026,"Sanctuary of Thought","Sanctuaire de la Pensée","Zuflucht der Gedanken","思考の聖域","사고의 성역","Santuário do Pensamento","Храм мысли","Santuario del pensamiento","Sanctuary of Thought","意識聖殿",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,20,-25,0,0,0,"[700,10270]",0,[],"","","","","","",""
1583,"AscendancyHeirophant9","Art/2DArt/SkillIcons/passives/Hierophant/SpiritualEmpowerment.dds","[955,432,1348]",1,100,100,0,1105,"Pursuit of Faith","Quête de foi","Streben nach Glauben","信仰の追求","믿음의 추구","Busca da Fé","Поиск веры","Persecución de la fe","Pursuit of Faith","信念之訴",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,1,0,0,0,0,[955],0,[],"","","","","","",""
1584,"AscendancyHeirophant10","Art/2DArt/SkillIcons/passives/Hierophant/AncestralZeal.dds","[7618,7619,8893]",60,30,5,0,34434,"Ritual of Awakening","Rituel de l'Éveil","Ritual des Erwachens","悟りの儀式","각성의 의식","Ritual do Despertar","Ритуал пробуждения","Ritual del despertar","Ritual of Awakening","昇華儀式",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,3,10,0,0,0,"[8893,15230]",0,[],"","","","","","",""
1585,"AscendancyHeirophant11","Art/2DArt/SkillIcons/passives/Hierophant/DiscipleOfRuin.dds","[12946,8584,8588]",1,4,4,0,25651,"Conviction of Power","Conviction du Pouvoir","Überführung der Energie","力の確信","힘의 신념","Convicção de Poder","Властолюбие","Convicción de poder","Conviction of Power","力量定罪",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,3,3,0,0,0,"[8584,8588]",0,[],"","","","","","",""
1586,"AscendancyHeirophant12","Art/2DArt/SkillIcons/passives/Hierophant/ItemAugment.dds","[7739,7781,14733]",30,50,-50,0,60462,"Illuminated Devotion","Dévotion éclairée","Erleuchtete Hingabe","悟りの信仰","빛나는 헌신","Devoção Iluminada","Просветленная набожность","Devoción iluminada","Illuminated Devotion","無上奉獻",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,8,-50,0,0,0,"[18583,14733]",0,[],"","","","","","",""
1587,"AscendancyHeirophant13","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,10113]",20,20,0,0,33167,"Mana Regeneration, Arcane Surge Effect","Régénération de Mana ; Effet d'Éruption arcanique","Manaregeneration, Wirkung von Arkane Woge","マナ自動回復およびアーケインサージ効果","마나 재생, 비전 쇄도 효과","Regeneração de Mana, Efeito da Fúria Arcana","Регенерация маны, эффект Колдовского выброса","Regeneración de maná, efecto de Sobrecarga arcana","การฟื้นฟูมานา, ผลของกระแสอาคม","魔力回復速度、秘能波動效果",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1588,"AscendancyHeirophant14","Art/2DArt/SkillIcons/passives/Hierophant/ArcaneSurge.dds","[7737,18583]",1,20,0,0,40510,"Arcane Blessing","Bénédiction arcanique","Arkane Segnung","アーケインブレッシング","비전의 축복","Benção Arcana","Колдовское благословение","Bendición arcana","Arcane Blessing","秘能庇護",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,200,0,0,0,0,[17881],0,[],"","","","","","",""
1589,"AscendancyHeirophant15","Art/2DArt/SkillIcons/passives/Hierophant/ManaRegen.dds","[131,8713]",20,14,0,0,38387,"Mana Regeneration, Brand Damage","Régénération de Mana ; Dégâts des Symboles","Manaregeneration, Zeichenschaden","マナ自動回復およびブランドダメージ","마나 재생, 낙인 피해","Regeneração de Mana, Dano da Runa","Регенерация маны, урон клейма","Regeneración de maná, daño de marcas","การฟื้นฟูมานา, ความเสียหายตราเวทว","魔力回復速度、烙印傷害",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1590,"AscendancyHeirophant16","Art/2DArt/SkillIcons/passives/Hierophant/SignOfPurpose.dds","[8739,12369]",100,100,0,0,51492,"Sign of Purpose","Sceau inébranlable","Zeichen der Bestimmung","目的の印","의지력의 징표","Sinal de Propósito","Знамение предназначения","Signo de propósito","Sign of Purpose","標記之印",[],"",1,"","","","","","","","","","","",6954,"",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1591,"AscendancyGuardian1","Art/2DArt/SkillIcons/passives/Guardian/ArmourEnergyShieldStaves.dds","[117,135,22]",14,5,30,0,32992,"Armour and Energy Shield, Block Recovery","Armure et Bouclier d'énergie ; Récupération de Blocage","Rüstung und Energieschild, Blockerholung","アーマー・エナジーシールドおよびブロック回復","방어구 및 에너지 보호막, 막기 회복","Armadura e Escudo de Energia, Recuperação do Bloqueio","Броня и энергетический щит, восстановление после блока","Armadura y escudo de energía, recuperación de bloqueo","ค่าเกราะและโล่พลังงาน, การฟื้นตัวจากการบล็อค","護甲和能量護盾、格擋恢復",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1592,"AscendancyGuardian2","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[4198,4197]",6000,1,0,0,55146,"Time of Need","Moment de détresse","In der Not","苦難の時","긴요한 시기","Hora da Necessidade","Час нужды","Momento de necesidad","Time of Need","緊急時刻",[],"",1,"","","","","","","","","","","",6954,"",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1593,"AscendancyGuardian3","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[3700,18732]",10,25,0,0,42264,"Radiant Faith","Foi radieuse","Strahlender Glaube","輝く信仰","찬란한 믿음","Fé Radiante","Лучезарная вера","Fe radiante","Radiant Faith","信念之輝",[],"",1,"","","","","","","","","","","",6954,"",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1594,"AscendancyGuardian4","Art/2DArt/SkillIcons/passives/Guardian/ShieldMastery.dds","[7655,7656]",25,25,0,0,39728,"Bastion of Hope","Bastion d'Espoir","Bastion der Hoffnung","希望の要塞","희망의 보루","Baluarte da Esperança","Оплот надежды","Bastión de esperanza","Bastion of Hope","希望壁壘",[],"",1,"","","","","","","","","","","",6954,"",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1,15,15,0,0,0,"[7655,7656]",0,[],"","","","","","",""
1595,"AscendancyGuardian5","Art/2DArt/SkillIcons/passives/Guardian/ArmourEnergyShieldDefenseFromShields.dds","[117,135,453]",14,5,30,0,32364,"Armour and Energy Shield, Life Regeneration","Armure et Bouclier d'énergie ; Régénération de Vie","Rüstung und Energieschild, Lebensregeneration","アーマー・エナジーシールドおよびライフ自動回復","방어도 및 에너지 보호막, 생명력 재생","Armadura e Escudo de Energia, Regeneração de Vida","Броня и энергетический щит, регенерация здоровья","Armadura y escudo de energía, regeneración de vida","ค่าเกราะและโล่พลังงาน, การฟื้นฟูพลังชีวิต","護甲和能量護盾、生命回復",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1596,"AscendancyGuardian6","Art/2DArt/SkillIcons/passives/Guardian/ArmourEnergyShieldManaPool.dds","[117,135,3895]",14,5,5,0,37419,"Armour and Energy Shield, Aura Effect","Armure et Bouclier d'énergie ; Effet des Auras","Rüstung und Energieschild, Aurawirkung","アーマー・エナジーシールドおよびオーラ効果","방어도 및 에너지 보호막, 오라 효과","Armadura e Escudo de Energia, Efeito de Aura","Броня и энергетический щит, эффекты аур","Armadura y escudo de energía, efecto de auras","ค่าเกราะและโล่พลังงาน, ผลของออร่า","護甲和能量護盾、光環效果",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
1597,"AscendancyGuardian7","Art/2DArt/SkillIcons/passives/Guardian/ArmourEnergyWarCry.dds","[117,135,3446]",14,5,20,0,7577,"Armour and Energy Shield, Warcry Duration","Armure et Bouclier d'énergie ; Durée des Cris de guerre","Rüstung und Energieschild, Kriegsschrei-Dauer","アーマー・エナジーシールドおよびウォークライ持続時間","방어도 및 에너지 보호막, 함성 지속시간","Armadura e Escudo de Energia, Duração do Clamor","Броня и энергетический щит, длительность боевых кличей","Armadura y escudo de energía, duración de gritos de guerra","ค่าเกราะและโล่พลังงาน, ระยะเวลาคำราม","護甲和能量護盾、戰吼持續時間",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
