"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","StatsKeys","CancelOnDeath","i32_43","ShowCount","Maximum_StatsKey","Current_StatsKey","bool_80","i32_81","BuffVisualsKey","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Id2","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","bool_256","rid_257","[i32]_273","string_289","string_289 (French)","string_289 (German)","string_289 (Japanese)","string_289 (Korean)","string_289 (Portuguese)","string_289 (Russian)","string_289 (Spanish)","string_289 (Thai)","string_289 (Traditional Chinese)","[rid]_297","bool_313"
190,"cheat_alternate_skill_art","You are using alternate skill art","Vous utilisez une skin d'Aptitude.","Ihr setzt alternative Fertigkeitskünste ein.","オルタネートスキルアートを使用中","대체용 스킬 아트를 사용 중입니다.","Você está usando uma arte de habilidade alternativa","Вы используете альтернативный внешний вид умения","Estás usando arte alternativo de habilidades ","คุณกำลังใช้ท่าสกิลทางเลือก","你現在使用的是替換的技能模組","",1,"Cheat","Triche ","Cheat","チート","속임수","Trapaça","Cheat","Truco","Cheat","作弊","[348,1308]","",2,"","","","",36,197,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[348,1308]",[],"","","","","","",[],"","","","","","","","","","",[],""
191,"lightning_thorns","You emit Lightning Projectiles when hit.","Vous projettez de la foudre lorsqu'un ennemi vous touche.","Ihr sendet bei erlittenem Treffer Blitzprojektile aus.","ヒットを受けた際、雷の投射物を放つ","피격 시 번개 투사체를 발사합니다.","Você emite Projéteis de Raio quando acertado.","Вы выпускаете снаряды молнии при получении удара","Emites proyectiles de rayos al ser golpeado.","คุณจะปล่อยโพรเจกไทล์ สายฟ้า ออกมาเมื่อถูกปะทะ","你被擊中時發射閃電投射物","","","Lightning Thorns","Épines de foudre ","Blitzdornen","ライトニングソーン","번개 가시","Espinhos Relampejantes","Шипы молний","Espinas de rayo","หนามสายฟ้า","閃電護盾","[1293,1288,5012]",1,3,"","","",1,36,198,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","",5,"","",0,[],"","",[],"",[],[],"[1293,1288,5012]",[],"","","","","","",[],"","","","","","","","","","",[],""
192,"piety_fire_form","","","","","","","","","","",1,"","","","","","","","","","","","[2,3,325,326,179,719,70,1105,2989]",1,2,"","","",1,36,0,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[2,3,325,326,179,719,70,1105,2989]",[],"","","","","","",[],"","","","","","","","","","",[],""
193,"piety_ice_form","","","","","","","","","","",1,"","","","","","","","","","","","[2,179,719,70]",1,2,"","","",1,36,0,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[2,179,719,70]",[],"","","","","","",[],"","","","","","","","","","",[],""
194,"piety_transformed_debuff","","","","","","","","","","",1,"","","","","","","","","","","","[1208,179]",1,2,"","","",1,36,200,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[1208,179]",[],"","","","","","",[],"","","","","","","","","","",[],""
195,"cheat_blood_override","","","","","","","","","","","",1,"Blood Cheat","Triche de sang","Blut-Cheat","ブラッドチート","피의 속임수","Trapaça de Sangue","Blood Cheat","Truco de sangre","Blood Cheat","血量金手指",[1210],1,2,"","","",1,36,201,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[1210],[],"","","","","","",[],"","","","","","","","","","",[],""
196,"leaving_area_protection","","","","","","","","","","",1,"","","","","","","","","","","","[141,862]","",2,"","","","",36,0,1,"",18,"","","","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[141,862]",[],"","","","","","",[],"","","","","","","","","","",[],""
197,"awesomerorybuff","aoe, life, can't die","zone, vie, immortel","Wirkungsbereich, Leben, kann nicht sterben.","AOE,、ライフ、死ぬことがない","효과 범위, 생명력, 사망 불가","área, vida, não pode morrer","АОЕ, Здоровье, нельзя умереть","AdE, vida, no puedes morir","aoe, พลังชีวิต, ไม่ตาย","不死光環","",1,"","","","","","","","","","","[436,125,400]","",2,"","","","",36,202,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[436,125,400]",[],"","","","","","",[],"","","","","","","","","","",[],""
198,"strdexint","Str Dex Int","For Dex Int","Stärke, Geschick, Intelligenz","筋力、器用さ、知力","힘 민첩 지능","For Des Int","Сила Ловк Инт","Fue. Des. Int.","Str Dex Int","三相之力","",1,"","","","","","","","","","","[576,582,579]","",2,"","","","",36,203,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[576,582,579]",[],"","","","","","",[],"","","","","","","","","","",[],""
199,"vinktar_lightning_bond_in_beam","You're taking Lightning Damage from Lightning Bond","Vous subissez des Dégâts de foudre à cause du Lien foudroyant.","Ihr erleidet Blitzschaden durch Blitzband.","ライトニングボンドから雷継続ダメージを受けている","번개의 유대로 인한 번개 피해를 받고 있습니다.","Você está sofrendo Dano de Raio do Elo Relampejante","Вы получаете урон от молнии Электрическими узами","Recibes daño de rayo por Atadura de rayo","คุณได้รับความเสียหาย สายฟ้า จาก สายสัมพันธ์สายฟ้า","你正受到閃電連結的閃電傷害","","","Lightning Bond","Lien foudroyant ","Blitzbindung","ライトニングボンド","번개의 유대","Elo Relampejante","Электрические узы","Atadura de rayo","สายสัมพันธ์สายฟ้า","閃電連結",[2024],1,3,"","","",1,36,519,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[2024],[],"","","","","","",[],"","","","","","","","","","",[],""
200,"searing_bond_in_beam","You're taking Burning Damage from a Searing Bond skill","Vous subissez des Dégâts de brûlure à cause d'un Lien ardent.","Ihr erleidet Brandschaden durch die Fertigkeit 'Sengendes Band'.","シーリングボンドスキルから燃焼ダメージを受けている","불타는 굴레 스킬로 인한 화상 피해를 받고 있습니다.","Você está sofrendo Dano Incendiário de uma habilidade de Vínculo Cauterizador","Вы получаете урон от горения Обжигающими узами","Recibes daño de incendio por una habilidad de Atadura abrasadora","คุณได้รับความเสียหายจากสถานะ ติดไฟ จากสกิล สายสัมพันธ์เร่าร้อน","你正受到灼熱連結的燃燒傷害","","","Searing Beam","Rayon ardent ","Sengender Strahl","シーリングボンド","이글거리는 광선","Raio Lancinante","Обжигающие узы","Rayo abrasador","ลำแสงเร่าร้อน","灼熱連結",[2020],1,3,"","","",1,36,204,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[2020],[],"","","","","","",[],"","","","","","","","","","",[],""
201,"minionstest","Max Spectres, Zombies, Skeletons, Skeletons per cast","Spectres, Zombies, Squelettes maxi par incantation","Max. Schemen, Zombies, Skelette, Skelette pro Zauber","スペクター最大数、ゾンビ、スケルトン、キャストごとのスケルトン","최대 망령, 좀비, 해골, 시전 당 해골 개체수","Máximo de Espectros , Zumbis, Esqueletos, Esqueletos por conjuração","Max Spectres, Zombies, Skeletons, Skeletons per cast","Espectros, Zombis, Esqueletos, Esqueletos máximos por cada lanzamiento","จำนวนสเปคเตอร์, ซอมบี้, โครงกระดูกสูงสุด ต่อการร่าย","測試","",1,"Minion Test","Test (créatures) ","Kreaturen-Test","ミニオンテスト","소환수 테스트","Teste de Lacaio","Minion Test","Prueba de esbirros","Minion Test","召喚測試","[166,167,549,550]",1,2,"","","",1,36,205,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[166,167,549,550]",[],"","","","","","",[],"","","","","","","","","","",[],""
202,"projectiletest","Chain, Additional Projectiles, Projectile Speed","Ricochet, Projectiles supplémentaires, Vitesse des projectiles","Kette, zusätzliche Projektile, Projektilgeschwindigkeit","連鎖、追加の投射物、投射物スピード","연쇄반응, 추가 투사체, 투사체 속도","Ricochetear, Projéteis Adicionais, Velocidade de Projétil","Chain, Additional Projectiles, Projectile Speed","Encadenamiento, proyectiles adicionales, velocidad de proyectiles","ชิ่ง, โพรเจกไทล์เพิ่มเติม, ความเร็วโพรเจกไทล์","測試","",1,"Projectile Test","Test (projectiles) ","Projektil-Test","投射物テスト","투사체 테스트","Teste de Projétil","Projectile Test","Prueba de proyectiles","Projectile Test","投射物測試","[174,175,177]",1,2,"","","",1,36,206,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[174,175,177]",[],"","","","","","",[],"","","","","","","","","","",[],""
203,"durationtest","Skill Effect Duration, Buff Duration","Durée des effets des Aptitudes, Durée des effets bénéfiques","Fertigkeitseffektdauer, Stärkungsdauer","スキル効果持続時間、バフ持続時間","스킬 효과 지속시간, 버프 지속시간","Duração do Efeito da Habilidade, Duração do Bônus","Skill Effect Duration, Buff Duration","Duración del efecto de las habilidades, duración de efectos beneficiosos","ระยะเวลาส่งผลของสกิล, ระยะเวลาบัฟ","測試","",1,"Duration Test","Test (durée) ","Dauer-Test","持続時間テスト","지속시간 테스트","Teste de Duração","Duration Test","Prueba de duración","Duration Test","持久測試","[217,170]",1,2,"","","",1,36,207,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[217,170]",[],"","","","","","",[],"","","","","","","","","","",[],""
204,"totemtest","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","測試","",1,"Totem Test","Test (totems) ","Totem-Test","トーテムテスト","토템 테스트","Teste de Totem","Totem Test","Prueba de tótems","Totem Test","圖騰測試","[955,168,432,169,1825,1877,1878,1880,1881,1348]",1,2,"","","",1,36,208,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[955,168,432,169,1825,1877,1878,1880,1881,1348]",[],"","","","","","",[],"","","","","","","","","","",[],""
