"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","PoE2","string_26","Guild","row_35","string_43"
312,"WaveOfConvictionMtx","Wave of Conviction","Vague de condamnation","Welle der Verurteilung","ウェーブオブコンヴィクション","신념의 파도","Onda de Convicção","Волна осуждение","Ola de condena","Wave of Conviction","信念浪湧","",10,"","","","",""
313,"BoneOfferingMtx","Bone Offering","Offrande d'os","Knochenopfer","ボーンオファリング","뼈 공물","Oferenda de Ossos","Подношение костей","Ofrenda de hueso","Bone Offering","骸骨奉獻","",10,"","","","",""
314,"SpiritOfferingMtx","Spirit Offering","Offrande spirituelle","Seelenopfer","スピリットオファリング","영혼 공물","Oferenda de Espírito","Подношение духа","Ofrenda del espíritu","Spirit Offering","靈魂奉獻","",10,"","","","",""
315,"FleshOfferingMtx","Flesh Offering","Offrande de chair","Fleischopfer","フレッシュオファリング","살점 공물","Oferenda de Carne","Подношение плоти","Ofrenda de carne","Flesh Offering","血肉奉獻","",10,"","","","",""
316,"FrenzyMtx","Frenzy","Frénésie","Raserei","フレンジー","격분","Frenesi","Бешенство","Frenesí","Frenzy","狂怒","",10,"","","","",""
317,"WitheringStepMtx","Withering Step","Foulée flétrissante","Verkümmernder Schritt","ウィザリングステップ","고사시키는 걸음","Passo Definhante","Губительный шаг","Paso marchitante","Withering Step","凋零之步","",10,"","","","",""
318,"IceShotMtx","Ice Shot","Tir de glace","Eisgeschoss","アイスショット","얼음 화살","Tiro Gélido","Ледяной выстрел","Disparo de hielo","Ice Shot","冰霜射擊","",10,"","","","",""
319,"DefianceBannerMtx","Defiance Banner","Étendard de défi","Trotzbanner","ディファイアンスバナー","저항의 깃발","Estandarte Desafiador","Знамя непокорности","Estandarte de desafío","Defiance Banner","反抗之旗","",10,"","","","",""
320,"PenanceBrandMtx","Penance Brand","Symbole de pénitence","Zeichen der Buße","ペナンスブランド","속죄의 낙인","Runa da Penitência","Клеймо покаяния","Marca de penitencia","Penance Brand","贖罪烙印","",10,"","","","",""
321,"ArcanistBrandMtx","Arcanist Brand","Symbole de l'Arcaniste","Zeichen des Arkanisten","アルカニストブランド","신비학자 낙인","Runa do Arcanista","Клеймо чаротворца","Marca del arcanista","Arcanist Brand","奧術烙印","",10,"","","","",""
322,"WintertideBrandMtx","Wintertide Brand","Symbole du froid hivernal","Zeichen des Winters","ウィンタータイドブランド","겨울의 낙인","Runa da Maré Invernal","Клеймо зимы","Marca de Ola invernal","Wintertide Brand","冬潮烙印","",10,"","","","",""
323,"ArmageddonBrandMtx","Armageddon Brand","Symbole de l'apocalypse","Zeichen des Untergangs","アルマゲドンブランド","종말의 낙인","Runa do Armagedom","Клеймо Армагеддона","Marca de armagedón","Armageddon Brand","末日烙印","",10,"","","","",""
324,"SmokeMineMtx","Smoke Mine","Mine fumigène","Rauchmine","スモークマイン","연막 지뢰","Mina de Fumaça","Дымовая мина","Mina de humo","Smoke Mine","煙霧地雷","",10,"","","","",""
325,"ArcaneCloakMtx","Arcane Cloak","Cape arcanique","Arkaner Umhang","アーケインクローク","비전의 망토","Manto Arcano","Чародейский покров","Manto arcano","Arcane Cloak","背飾：奧秘之力披風","",10,"","","","",""
326,"PlagueBearerMtx","Plague Bearer","Porte-peste","Pestbringer","プレイグベアラー","독성 운반자","Infestador","Носитель чумы","Portador de plaga","Plague Bearer","病疫之難","",10,"","","","",""
327,"ChainHookMtx","Chain Hook","Grappin","Kettenhaken","チェーンフック","사슬 갈고리","Corrente com Gancho","Цепной крюк","Gancho de cadena","Chain Hook","奪魂勾索","",10,"","","","",""
328,"BloodOfferingMtx","Blood Offering","Offrande de sang","Blutopfer","ブラッドオファリング","피의 공물","Oferenda de Sangue","Подношение крови","Ofrenda de sangre","Blood Offering","鮮血奉獻","",10,"","","","",""
329,"EarthbreakerMtx","Earthbreaker","Brise-terre","Erdbrecher","アースブレーカー","대지 분쇄자","Devastador","Камнелом","Rompesuelos","Earthbreaker","地破","",10,"","","","",""
330,"BurningArrowMtx","Burning Arrow","Flèche incendiaire","Brennender Pfeil","バーニングアロー","불타는 화살","Flecha Ardente","Горящая стрела","Flecha ardiente","Burning Arrow","燃燒箭矢","",10,"","","","",""
331,"VaalBurningArrowMtx","Vaal Burning Arrow","Flèche incendiaire vaal","Vaal-Brennender Pfeil","ヴァールバーニングアロー","바알 불타는 화살","Flecha Ardente Vaal","Горящая стрела ваал","Flecha ardiente vaal","Vaal Burning Arrow","瓦爾．燃燒箭矢","",10,"","","","",""
332,"ExsanguinateMtx","Exsanguinate","Exsanguination","Ausbluten","イグザングイネイト","방혈","Ensanguentar","Обескровливание","Desangrar","Exsanguinate","抽血","",10,"","","","",""
333,"HydrosphereMtx","Hydrosphere","Hydrosphère","Hydrosphäre","ハイドロスフィア","물의 구체","Hidrosfera","Гидросфера","Hidroesfera","Hydrosphere","水弒界","",10,"","","","",""
334,"LightningStrikeMtx","Lightning Strike","Frappe foudroyante","Blitzschlag","ライトニングストライク","번개 타격","Golpe Relampejante","Удар молнии","Golpe de rayo","Lightning Strike","閃電打擊","",10,"","","","",""
335,"VaalLightningStrikeMtx","Vaal Lightning Strike","Frappe foudroyante vaal","Vaal-Blitzschlag","ヴァールライトニングストライク","바알 번개 타격","Golpe Relampejante Vaal","Удар молнии ваал","Golpe de rayo vaal","Vaal Lightning Strike","瓦爾．閃電打擊","",10,"","","","",""
336,"InfernalBlowMtx","Infernal Blow","Coup infernal","Höllenschlag","インファーナルブロウ","지옥불 맹타","Golpe Infernal","Удар преисподней","Golpe infernal","Infernal Blow","煉獄之擊","",10,"","","","",""
337,"SweepMtx","Holy Sweep","Balayage sacré","Heiliger Rundumschlag","ホーリースウィープ","휩쓸기","Varrida Sagrada","Священный взмах","Barrido sagrado","Holy Sweep","神聖橫掃","",10,"","","","",""
338,"VaalSweepMtx","Vaal Holy Sweep","Balayage sacré vaal","Heiliger Vaal-Rundumschlag","ヴァールホーリースウィープ","바알 휩쓸기","Varrida Sagrada Vaal","Священный взмах ваал","Barrido sagrado vaal","Vaal Holy Sweep","瓦爾．神聖橫掃","",10,"","","","",""
339,"DualStrikeMtx","Dual Strike","Frappes simultanées","Zweifachschlag","デュアルストライク","쌍수 타격","Golpe Duplo","Парный удар","Golpe dual","Dual Strike","雙持打擊","",10,"","","","",""
340,"EyeOfWinterMtx","Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","Eye of Winter","凜冬之眼","",10,"","","","",""
341,"SpectralHelixMtx","Spectral Helix","Spirale spectrale","Spektralhelix","スペクトラルヘリックス","영체 나선","Hélice Espectral","Призрачная спираль","Hélice espectral","Spectral Helix","靈體旋武","",10,"","","","",""
342,"EnergyBladeMtx","Energy Blade","Lame d'énergie","Energieklinge","エナジーブレード","에너지 칼날","Lâmina de Energia","Клинок энергии","Filo de energía","Energy Blade","能量之刃","",10,"","","","",""
343,"TornadoMtx","Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","Tornado","龍捲風","",10,"","","","",""
344,"ForbiddenRiteMtx","ForbiddenRite","Rite interdit","Verbotener Ritus","フォビドゥンライト","금단의 의식","Ritual Proibido","Запретный ритуал","Ritual prohibido","ForbiddenRite","禁忌儀式","",10,"","","","",""
345,"ShockwaveSupportMtx","Shockwave","Onde de choc","Schockwelle","ショックウェーブ","충격파","Onda de Choque","Ударная волна","Onda sísmica","Shockwave","震波","",10,"","","","",""
346,"CastWhenDamageTakenMtx","Cast when Damage Taken","Déclenchement par seuil de Dégâts subis","Zaubern bei erlittenem Schaden","被ダメージ時キャスト","피격 시 시전","Conjurar ao Sofrer Dano","Сотворение чар при получении урона","Lanzar al recibir daño","Cast when Damage Taken","受傷時施放","",10,"","","","",""
347,"PoisonousConcoctionMtx","Poisonous Concoction","Concoction empoisonnée","Giftiger Trank","ポイゾナスコンコクション","독성 혼합물","Composto Venenoso","Ядовитая смесь","Sustancia venenosa","Poisonous Concoction","毒藥","",10,"","","","",""
348,"CorruptingFeverMtx","Corrupting Fever","Fièvre corruptrice","Verderbendes Fieber","コラプティングフィーバー","타락한 열병","Febre Corrompedora","Разлагающая лихорадка","Fiebre corruptora","Corrupting Fever","腐化潮","",10,"","","","",""
349,"SeismicTrapMtx","Seismic Trap","Piège sismique","Seismische Falle","サイズミックトラップ","지진 덫","Armadilha Sísmica","Сейсмическая ловушка","Trampa sísmica","Seismic Trap","地裂陷阱","",10,"","","","",""
350,"FireTrapMtx","Fire Trap","Piège incendiaire","Brandfalle","ファイヤートラップ","화염 덫","Armadilha Flamejante","Огненная ловушка","Trampa de fuego","Fire Trap","火焰陷阱","",10,"","","","",""
351,"BoneshatterMtx","Boneshatter","Brise-os","Knochenbrecher","ボーンシャッター","뼈 박살","Destroçador","Дробление костей","Destrozahuesos","Boneshatter","碎骨","",10,"","","","",""
352,"EnvyMtx","Envy","Convoitise","Neid","エンビー","선망","Inveja","Зависть","Envidia","Envy","忌妒","",10,"","","","",""
353,"DeathAuraMtx","Death Aura","Aura de mort","Todesaura","デスオーラ","죽음의 오라","Aura da Morte","Аура смерти","Aura de muerte","Death Aura","死亡光環","",10,"","","","",""
354,"GluttonyOfElementsMtx","Gluttony Of Elements","Gloutonnerie des éléments","Elementvöllerei","元素の飽食","원소의 폭식","Gula dos Elementos","Жажда стихий","Gula de elementos","Gluttony Of Elements","元素之癒","",10,"","","","",""
355,"BlindingAuraMtx","Blinding Aura","Aura aveuglante","Blendaura","盲目オーラ","실명의 오라","Aura Cegante","Слепящая аура","Aura cegadora","Blinding Aura","致盲光環","",10,"","","","",""
356,"GalvanicFieldMtx","Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","Galvanic Field","電光領域","",10,"","","","",""
357,"AlchemistsMarkMtx","Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","Alchemist's Mark","煉金術士印記","",10,"","","","",""
358,"LightningConduitMtx","Lightning Conduit","Vecteur de foudre","Blitzleitung","ライトニングコンジット","번개 도관","Condutor de Eletricidade","Проводник молнии","Conducto de rayo","Lightning Conduit","導雷","",10,"","","","",""
359,"LightningTendrilsMtx","Lightning Tendrils","Filaments de foudre","Blitzranken","ライトニングテンドリル","덩굴 번개","Tentáculos Relampejantes","Побеги молнии","Centellas","Lightning Tendrils","電能釋放","",10,"","","","",""
360,"CobraLashMtx","Cobra Lash","Croc de cobra","Kobraschlag","コブララッシュ","코브라 채찍","Chicote de Cobra","Бросок кобры","Latigazo de cobra","Cobra Lash","毒蛇鞭笞","",10,"","","","",""
361,"VenomGyreMtx","Venom Gyre","Spirale venimeuse","Giftwirbel","ヴェノムジャイル","독액 선회","Espiral Venenosa","Круг яда","Espiral de veneno","Venom Gyre","猛毒迴旋","",10,"","","","",""
362,"VolleyMtx","Volley","Volée","Projektilsalve","ボレー","사격 공세","Rajada","Залп","Salva","Volley","齊射","",10,"","","","",""
363,"GreaterVolleyMtx","Greater Volley","Volée majeure","Größere Projektilsalve","グレーターボレー","상위 사격 공세","Grande Rajada","Большой залп","Salva superior","Greater Volley","高階齊射","",10,"","","","",""
364,"ReapMtx","Reap","Fauchage","Sense","リープ","낫질","Ceifar","Кровавая жатва","Siega","Reap","收割","",10,"","","","",""
365,"RageVortexMtx","Rage Vortex","Vortex de rage","Rauschender Vortex","レイジヴォーテックス","격노 소용돌이","Vórtice Furioso","Свирепый вихрь","Vórtice de furia","Rage Vortex","盛怒漩渦","",10,"","","","",""
366,"CreepingFrostMtx","Creeping Frost","Givre dévorant","Schleichender Frost","クリーピングフロスト","엄습하는 서리","Geada Rastejante","Ползучий мороз","Escarcha acechante","Creeping Frost","寒霜滲透","",10,"","","","",""
367,"ImpendingDoomMtx","Impending Doom","Fatalité imminente","Drohendes Unheil","インペンディングドゥーム","임박한 멸망","Destruição Iminente","Обречённость","Perdición inminente","Impending Doom","末日厄運","",10,"","","","",""
368,"PoachersMarkMtx","Poacher's Mark","Marque du braconnier","Mal des Wilderers","ポーチャーの呪印","밀렵꾼의 징표","Marca do Larápio","Метка браконьера","Señal del cazador furtivo","Poacher's Mark","盜獵者印記","",10,"","","","",""
369,"AssassinsMarkMtx","Assassin's Mark","Marque de l'assassin","Mal des Assassinen","アサシンの呪印","암살자의 징표","Marca do Assassino","Метка убийцы","Señal del asesino","Assassin's Mark","刺客印記","",10,"","","","",""
370,"SnipersMarkMtx","Sniper's Mark","Marque du tireur d'élite","Mal des Scharfschützen","スナイパーの呪印","저격수의 징표","Marca do Atirador","Метка снайпера","Señal del tirador","Sniper's Mark","狙擊者印記","",10,"","","","",""
371,"WarlordsMarkMtx","Warlord's Mark","Marque du seigneur de guerre","Mal des Kriegsfürsten","ウォーロードの呪印","전쟁군주의 징표","Marca do Comandante","Метка вождя","Señal del jefe de guerra","Warlord's Mark","督軍印記","",10,"","","","",""
372,"MantraofDestructionMtx","Mantra of Destruction","Mantra de destruction","Mantra der Zerstörung","マントラオブデストラクション","파괴의 주문","Mantra da Destruição","Мантра разрушения","Mantra de destrucción","Mantra of Destruction","毀滅神咒","",10,"","","","",""
373,"VaultingImpactMtx","Vaulting Impact","Bond abasourdissant","Sprungeinschlag","ヴォルティングインパクト","뜀틀 충격","Impacto Ornamental","Удар в прыжке","Embate impetuoso","Vaulting Impact","跳躍衝擊","",10,"","","","",""
374,"TempestBellMtx","Tempest Bell","Cloche tempétueuse","Sturmglocke","テンペストベル","폭풍의 종","Sino Tempestuoso","Колокол бури","Campana de tempestad","Tempest Bell","風暴之鐘","",10,"","","","",""
