"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","XBoxText","XBoxText (French)","XBoxText (German)","XBoxText (Japanese)","XBoxText (Korean)","XBoxText (Portuguese)","XBoxText (Russian)","XBoxText (Spanish)","XBoxText (Thai)","XBoxText (Traditional Chinese)","XBoxText2","XBoxText2 (French)","XBoxText2 (German)","XBoxText2 (Japanese)","XBoxText2 (Korean)","XBoxText2 (Portuguese)","XBoxText2 (Russian)","XBoxText2 (Spanish)","XBoxText2 (Thai)","XBoxText2 (Traditional Chinese)","HASH32","PlaystationText","PlaystationText (French)","PlaystationText (German)","PlaystationText (Japanese)","PlaystationText (Korean)","PlaystationText (Portuguese)","PlaystationText (Russian)","PlaystationText (Spanish)","PlaystationText (Thai)","PlaystationText (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)"
1313,"ItemErrorFirstItemHasMtx","One of the selected items already has a skin transfer applied.","L'un des objets sélectionnés a reçu une apparence.","Auf einen der ausgewählten Gegenstände wurde bereits ein Skin-Transfer angewendet.","選択されたアイテムの一つは既にスキン移動が適用されています。","선택된 아이템들 중에 이미 스킨이 적용된 아이템이 있습니다.","Um dos itens selecionados já possui uma transferência de visual aplicada.","К одному из выбранных предметов уже применён перенос внешнего вида.","Uno de los objetos seleccionados ya tiene aplicada una transferencia de aspecto.","ไอเทม​ใด​ไอเทม​หนึ่ง​ที่​เลือก​อยู่​มี​​การ​โอน​ถ่าย​สกิน​ไว้​แล้ว","其中一項指定的物品已經使用了商城效果。","","","","","","","","","","","","","","","","","","","","",738706224,"","","","","","","","","","","","","","","","","","","",""
1314,"WitchMissionCorpseText","Unusual Corpse","Cadavre insolite","Ungewöhnlicher Leichnam","異常な死体","특이한 시신","Cadáver Estranho","Необычный труп","Cadáver inusual","ศพลักษณะผิดปกติ","不尋常的屍體","","","","","","","","","","","","","","","","","","","","",705210420,"","","","","","","","","","","","","","","","","","","",""
1315,"ObjectDisplayTextStrCraftingBench","Armourer's Workbench","Plan de travail de l'armurier","Werkbank des Rüstungsschmieds","鎧鍛冶屋のワークベンチ","방어구 장인의 작업대","Bancada do Armeiro","Верстак бронника","Mesa de trabajo del armero","โต๊ะทำงานช่างตีเกราะ","護甲鍛造台","","","","","","","","","","","","","","","","","","","","",-280977742,"","","","","","","","","","","","","","","","","","","",""
1316,"ObjectDisplayTextStrIntCraftingBench","Blessing Font","Fonts de bénédiction","Segnungsbecken","祝福の泉","축복의 샘","Fonte de Bênçãos","Благословенная купель","Fuente de bendición","อ่างน้ำมนต์","聖泉器皿","","","","","","","","","","","","","","","","","","","","",-1299858166,"","","","","","","","","","","","","","","","","","","",""
1317,"ObjectDisplayTextDexCraftingBench","Bowmaker's Tools","Outils du facteur d'arcs","Werkzeuge des Bogenmachers","弓職人の道具","활 제작자의 도구","Ferramentas do Fabricante de Arcos","Инструменты лучного мастера","Herramientas del fabricante de arcos","เครื่องมือช่างทำธนู","製弓器械","","","","","","","","","","","","","","","","","","","","",1603842799,"","","","","","","","","","","","","","","","","","","",""
1318,"ObjectDisplayTextIntCraftingBench","Headstones","Pierres tombales","Grabsteine","墓石","묘석","Lápides","Надгробия","Lápidas","ศิลาฤกษ์","遠古石碑","","","","","","","","","","","","","","","","","","","","",-989612237,"","","","","","","","","","","","","","","","","","","",""
1319,"ObjectDisplayTextStrDexCraftingBench","Sharpening Wheel","Meule à affuter","Schleifstein","回転砥石","숫돌바퀴","Esmeril","Точильный круг","Rueda de afilar","แท่นลับอาวุธ","打磨砂輪","","","","","","","","","","","","","","","","","","","","",1239305180,"","","","","","","","","","","","","","","","","","","",""
1320,"ObjectDisplayTextDexIntCraftingBench","Artisan's Bench","Établi d'artisan","Werkbank des Kunsthandwerkers","職人のベンチ","장인의 작업대","Bancada do Artesão","Верстак геоманта","Mesa del artesano","โต๊ะทำงานนายช่าง","工藝方桌","","","","","","","","","","","","","","","","","","","","",-747102972,"","","","","","","","","","","","","","","","","","","",""
1321,"ObjectDisplayTextStrDexIntMappingDevice","Map Device","Dispositif cartographique","Kartenapparat","マップデバイス","지도 장치","Dispositivo de Mapas","Машина картоходца","Artefacto de mapas","เครื่องเปิดแผนที่","黃金製圖儀","","","","","","","","","","","","","","","","","","","","",-1514725502,"","","","","","","","","","","","","","","","","","","",""
1322,"ObjectDisplayTextPvPCraftingBench","Gladiator's Workbench","Établi du gladiateur","Werkbank des Gladiators","剣闘士のワークベンチ","검투사의 작업대","Bancada do Gladiador","Верстак Гладиатора","Mesa de trabajo del gladiador","โต้ะทำงานช่างนักรบ","鬥士工藝台","","","","","","","","","","","","","","","","","","","","",1475568399,"","","","","","","","","","","","","","","","","","","",""
1323,"ItemPopupCost","Cost:","Coût :","Kosten:","コスト:","비용:","Custo:","Цена:","Precio:","ราคา:","售價：","","","","","","","","","","","","","","","","","","","","",1617971786,"","","","","","","","","","","","","","","","","","","",""
1324,"ArenaScoreboard","Scoreboard","Tableau des scores","Punktestand","スコアボード","점수판","Placar","Табло","Marcador","กระดานคะแนน","計分板","","","","","","","","","","","","","","","","","","","","",-1975114650,"","","","","","","","","","","","","","","","","","","",""
1325,"TutorialFirstSkillGemOpenMenu","Click on the button to open the menu","Cliquez sur ce bouton pour ouvrir le menu","Klicke auf die Schaltfläche, um das Menü zu öffnen","ボタンをクリックしてメニューを開く","버튼을 클릭하여 메뉴를 여십시오","Clique no botão para abrir o Menu","Нажмите на кнопку, чтобы открыть меню","Haz clic en el botón para abrir el menú","คลิกที่ปุ่มเพื่อเปิดเมนูขึ้นมา","點擊按鈕來開啟選單","","","","","","","","","","","","","","","","","","","","",-158898954,"","","","","","","","","","","","","","","","","","","",""
1326,"TutorialFirstSkillGemClickOnInventoryButton","Click here to open the Inventory","Cliquez ici pour ouvrir votre inventaire","Klicke hier, um das Inventar zu öffnen","ここをクリックしてインベントリを開く","클릭하여 소지품창을 여십시오","Clique aqui para abrir o Inventário","Нажмите здесь, чтобы открыть инвентарь.","Haz clic aquí para abrir el inventario","คลิกที่นี่เพื่อเปิดช่องเก็บของ","點此開啟裝備欄","","","","","","","","","","","","","","","","","","","","",-1030745589,"","","","","","","","","","","","","","","","","","","",""
1327,"TutorialFirstSkillGemHowToSocket","Skill gems grant powerful skills when they are socketed in your weapons and armour.\n\nTo socket the Skill Gem, first click it to pick it up, then click on the socket on your weapon that has the same colour.","Les Gemmes d'aptitude vous confèrent des pouvoirs redoutables dès lors qu'elles sont enchâssées dans vos armes et armures.\n\nPour enchâsser cette Gemme d'aptitude, cliquez dessus, puis cliquez sur une châsse de la même couleur présente sur votre arme.","Fertigkeitengemmen verleihen mächtige Fertigkeiten, wenn sie in Waffen oder Rüstungen eingefasst sind.\n\nNimm die Fertigkeitengemme, indem du auf sie klickst. Setze sie anschließend in eine Fassung derselben Farbe ein. Deine Waffe eignet sich bestens dafür.","スキルジェムを武器または防具にソケットすると強力なスキルを使えるようになります。\n\nスキルジェムをソケットするには、まずジェムをクリックして手に取り、武器の同じ色のソケットをクリックしてソケットにはめます。","무기와 방어구의 홈에 스킬 젬을 장착하면 강력한 스킬을 사용할 수 있습니다.\n\n스킬 젬을 장착하려면, 먼저 젬을 클릭하여 집은 뒤 색상이 일치하는 무기 홈을 클릭하십시오.","Gemas de Habilidade fornecem poderosas habilidades ao serem encaixadas em suas armas e armadura.\n\nPara encaixar a Gema de Habilidade, clique nela para apanhá-la e depois clique no encaixe em sua arma que tem a mesma cor.","Камни умений, вставленные в гнёзда на вашем оружии и броне, дают вам могущественные способности.\n\nЧтобы вставить камень умения в гнездо, сперва щёлкните по камню и подберите его, потом щёлкните по гнезду того же цвета в предмете.","Las gemas de habilidad otorgan poderosas habilidades cuando están engarzadas en tus armas y armaduras.\n\nPara engarzar una gema de habilidad, primero haz clic en ella para recogerla, y luego haz clic en el engarce de tu arma que tenga el mismo color.","หินสกิล จะให้สกิลที่ทรงพลังเมื่อคุณใส่มันเข้ากับอาวุธและอุปกรณ์ของคุณ\n\nคุณใส่หินสกิลได้ด้วยการคลิกเพื่อหยิบมันขึ้นมา แล้วคลิกลงในช่องที่มีสีเดียวกันในอาวุธของคุณ","想要使用技能，請先左鍵點擊拿起寶石，並放在武器上相應顏色的插槽中。","Skill gems grant powerful skills when they are socketed in your weapons and armour.\n\nTo socket the Skill Gem, press <<xbox_button_a>>     \nto pick it up, then press <<xbox_button_a>> on the socket on your weapon that has the same colour.","Les Gemmes d'aptitude vous confèrent des pouvoirs redoutables dès lors qu'elles sont enchâssées dans vos armes et armures.\n\nPour enchâsser cette Gemme, appuyez sur <<xbox_button_a>>    \npour la prendre, puis faites <<xbox_button_a>> pour l'insérer dans une châsse de sa couleur présente sur votre arme.","Fertigkeitengemmen verleihen mächtige Fertigkeiten, wenn sie in Waffen oder Rüstung eingefasst sind.\n\nUm die Fertigkeitengemme einzusetzen, drücke <<xbox_button_a>> \nzum Aufnehmen und dann <<xbox_button_a>> auf eine Fassung deiner Waffe in derselben Farbe.","スキルジェムを武器または防具にソケットすると強力なスキルを使えるようになります。\n\nスキルジェムをソケットするには、まずジェムを<<xbox_button_a>> を押して手に取り、武器の同じ色のソケット上で<<xbox_button_a>> を押してソケットにはめます。","무기와 방어구의 홈에 스킬 젬을 장착하면 강력한 스킬을 사용할 수 있습니다.\n\n스킬 젬을 장착하려면, 먼저 <<xbox_button_a>>을(를) 눌러 \n잡은 후, 색상이 일치하는 무기 홈으로 이동해 <<xbox_button_a>>을(를) 누르십시오.","Gemas de Habilidade fornecem poderosas habilidades ao serem encaixadas em suas armas e armadura.\n\nPara encaixar a Gema de Habilidade, pressione <<xbox_button_a>>     \npara apanhá-la e depois pressione <<xbox_button_a>> no encaixe da sua arma que tem a mesma cor.","Камни умений, вставленные в гнезда на вашем оружии и броне, дают вам могущественные способности.\n\nЧтобы вставить камень умения в гнездо, нажмите <<xbox_button_a>> \nи подберите его, потом нажмите <<xbox_button_a>> на гнездо того же цвета на вашем оружии.","Las gemas de habilidad otorgan poderosas habilidades cuando están engarzadas en tus armas y armaduras.\n\nPara engarzar una gema de habilidad, presiona <<xbox_button_a>> \npara recogerla, y después presiona <<xbox_button_a>> sobre el engarce de tu arma que tenga el mismo color.","หินสกิล จะให้สกิลที่ทรงพลังเมื่อคุณใส่มันเข้ากับอาวุธและอุปกรณ์ของคุณ\n\nคุณใส่หินสกิลได้ด้วยการ<<xbox_button_a>>\nเพื่อหยิบมันขึ้นมา แล้ว<<xbox_button_a>> ในช่องที่มีสีเดียวกันในอาวุธของคุณ","將技能寶石插入武器和護甲即可獲得強力的技能。\n\n若要選擇技能寶石，按下<<xbox_button_a>>     \n以拿起，接著對武器上相應顏色的插槽按下<<xbox_button_a>>。","","","","","","","","","","",-1817833142,"","","","","","","","","","","","","","","","","","","",""
