"rownum","Mtx","VisualEffect","VisualIdentity","Stats","ItemClasses","BaseItemTypes","bool_96","[i32]_97","[i32]_113","bool_129","Name","bool_146","[rid]_147","Character","GrantedEffect","OnKillEffect","rid_211","bool_227","EffectSlotType","VisualEffectType","bool_260","GameObjectTask","i32_277"
1307,1668,"",5562,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1308,1669,"",5563,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1309,1670,"",5564,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1310,1671,93,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1311,1672,"","",[320],[4],[],"",[80],[11],"",[],"",[],[],[],[],"","","","","","",0
1312,1674,"",5565,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1313,1675,"",5566,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1314,1676,"",5567,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1315,1677,"",5568,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1316,1678,"",5569,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1317,1679,"",5536,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1318,1680,97,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1319,1681,"","",[320],[4],[],"",[76],[11],"",[],"",[],[],[],[],"","","","","","",0
1320,1683,"",5570,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1321,1684,"",5571,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1322,1685,"",5572,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1323,1686,"",5573,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1324,1687,"",5574,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1325,1688,"",5575,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1326,1690,99,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1327,1691,"","",[320],[4],[],"",[78],[11],"",[],"",[],[],[],[],"","","","","","",0
1328,1693,"",5576,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1329,1694,"",5577,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1330,1695,"",5578,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1331,1696,"",5579,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1332,1697,"",5580,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1333,1700,92,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1334,1698,"",5581,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1335,1826,"",5672,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1336,1701,"","",[320],[4],[],"",[81],[11],"",[],"",[],[],[],[],"","","","","","",0
1337,1702,"","",[348],[],"[1890,1892]","",[5],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1338,1703,"","",[1227],[],"[1913,1960,2119]","",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1339,1705,"","",[348],[],[1795],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1340,1706,"",5582,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1341,1707,"",5583,[],"[14,16,17,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1342,1588,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-11],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1343,1587,"",5505,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1344,1589,"",5506,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1345,1590,"",5507,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1346,1708,"",5584,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1347,1709,"",5585,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1348,1710,"",5586,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1349,1711,"",5587,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1350,1712,"",5588,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1351,1713,"",5589,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1352,1714,"",5590,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1353,1715,"",5591,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1354,1716,"",5592,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1355,1717,"",5593,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1356,1718,"",5594,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1357,1719,"",5595,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1358,1720,"",5596,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1359,1721,"",5597,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1360,1722,"",5598,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1361,1723,"",5599,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1362,1724,"",5600,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1363,1725,"",5601,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1364,1726,"",5602,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1365,1727,"",5603,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1366,1728,"",5604,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1367,1729,"",5605,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1368,1730,"",5606,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1369,1731,"",5607,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1370,1732,"","",[320],[4],[],"",[79],[11],"",[],"",[],[],[],[],"","","","","","",0
1371,1733,"",5608,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1372,1734,"",5609,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1373,1735,"",5610,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1374,1736,101,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1375,1737,"",5611,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1376,1738,"","",[8940],[],[1947],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1377,1739,"",5612,[],"[9,11,12,15,12,10,32]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1378,1740,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-13],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1379,1741,"","",[320],[4],[],"",[82],[11],"",[],"",[],[],[],[],"","","","","","",0
1380,1742,"",5613,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1381,1744,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-14,33]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1382,1745,103,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1383,1748,"",5614,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1384,1749,"",5615,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1385,1750,"",5616,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1386,1751,"",5617,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1387,1753,104,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1388,1755,"",5618,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1389,1756,"",5619,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1390,1757,"",5620,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1391,1758,"",5621,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1392,1760,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-15],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1393,1761,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-16],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1394,1762,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-17],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1395,1763,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-18],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1396,1764,"",5622,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1397,1765,"",5623,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1398,1766,"",5624,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1399,1767,"",5625,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1400,1768,"",5626,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1401,1769,"",5627,[],[20],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1402,1770,"",5628,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1403,1771,"",5629,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1404,1772,"",5630,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1405,1773,"",5631,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1406,1774,"",5632,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1407,1775,"",5633,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1408,1776,"",5634,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1409,1777,"",5635,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1410,1778,"",5636,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1411,1779,"",5637,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1412,1780,"",5638,[],"[7,8,6,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1413,1782,105,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1414,1783,"",5639,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1415,1784,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-20,17]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1416,1785,"","",[348],[],[1667],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1417,1786,106,"",[1374],[23],[],"",[48],[10],"",[],"",[],[],[],[],"","","","","","",0
1418,1787,"",5640,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1419,1788,"",5641,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1420,1789,"",5642,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1421,1790,"",5643,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1422,1791,"",5644,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1423,1792,"",5645,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1424,1793,"",5646,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1425,1794,"",5647,[],"[7,8,6,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1426,1796,107,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1427,1797,"",5648,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1428,1798,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-19,16]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1429,1799,"","",[348],[],"[1610,1816]","",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1430,1800,108,"",[1374],[23],[],"",[49],[10],"",[],"",[],[],[],[],"","","","","","",0
1431,1801,"",5649,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1432,1802,"",5650,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1433,1803,"",5651,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1434,1804,"",5652,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1435,1805,"",5653,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1436,1806,"",5654,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1437,1807,"",5655,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1438,1808,"",5656,[],"[7,8,6,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1439,1810,109,"",[1374],[23],[],"",[50],[10],"",[],"",[],[],[],[],"","","","","","",0
1440,1811,"",5657,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1441,1812,"",5658,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1442,1813,"",5659,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1443,1814,"",5660,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1444,1815,"",5661,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1445,1816,"",5662,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1446,1817,"",5663,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1447,1818,"",5664,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1448,1819,"",5665,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1449,1820,"",5666,[],"[15,16,17]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1450,1821,"",5667,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1451,1822,"",5668,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1452,1823,"",5669,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1453,1824,"",5670,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1454,1825,"",5671,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1455,1827,"",5673,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1456,1830,"",5675,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1457,1831,"","","[348,1308]",[],[1979],"","[1,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1458,1832,"","","[348,1308]",[],[1979],"","[2,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1459,3501,"","",[348],[],[2014],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1460,1833,"",5676,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1461,1834,"",5677,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1462,1835,"",5678,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1463,1836,"",5679,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1464,1837,"",5680,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1465,1838,"",5681,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1466,1839,"",5682,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1467,1828,"",5674,[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1468,1841,"","",[320],[4],[],"",[83],[11],"",[],"",[],[],[],[],"","","","","","",0
1469,1842,"","","[348,1762,9444]",[],[1982],"","[1,1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1470,1843,"","",[348],[],[1968],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1471,1845,"","",[348],[],"[1849,1850,1851,1853,1852]","",[13],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1472,1846,"","","[348,3654,9314,2725]",[],[1874],"","[7,7,34,4]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1473,1847,"","",[320],[4],[],"",[84],[11],"",[],"",[],[],[],[],"","","","","","",0
1474,1849,"",5684,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1475,1850,"",5685,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1476,1851,"",5686,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1477,1852,"",5687,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1478,1853,"",5688,[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1479,1856,110,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1480,1858,"",5690,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1481,1859,"",5691,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1482,1860,"",5692,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1483,1861,"",5693,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1484,1862,"",5694,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1485,1864,"",5695,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1486,1865,111,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1487,1866,"",5696,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1488,1867,"",5697,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1489,1868,"",5698,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1490,1869,"",5699,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1491,1871,"","","[348,9314]",[],[1980],"","[1,33]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1492,1848,"",5683,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1493,1873,"","","[348,2725]",[],[1875],"","[1,4]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1494,1874,"",5700,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1495,1875,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-21],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1496,1876,"","",[348],[],[1965],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1497,1877,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-22,62]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1498,1878,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-23,61]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1499,1879,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-49,63]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1500,1880,"",5701,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1501,1881,"",5702,[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1502,1854,"",5689,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1503,1882,"",5703,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1504,1883,"",5704,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1505,1884,"",5705,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1506,1885,"",5706,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1507,1886,"",5707,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1508,1887,"",5708,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1509,1888,"",5709,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1510,1889,"",5710,[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1511,1890,"",5711,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1512,1891,112,"",[1374],[23],[],"",[51],[10],"",[],"",[],[],[],[],"","","","","","",0
1513,1892,"",5712,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1514,1894,116,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1515,1895,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-27],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1516,1896,"","",[348],[],[1992],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1517,1897,"",5713,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1518,1898,"",5714,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1519,1899,"",5715,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1520,1900,"",5716,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1521,1901,"",5717,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1522,1902,"",5718,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1523,1903,"",5719,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1524,1904,113,"",[1374],[23],[],"",[52],[10],"",[],"",[],[],[],[],"","","","","","",0
1525,1906,"",5720,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1526,1907,"",5721,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1527,1908,"",5722,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1528,1909,"",5723,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1529,1910,"",5724,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1530,1911,"",5725,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1531,1912,"",5726,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1532,1913,"",5727,[],"[7,8,6,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1533,1914,114,"",[1374],[23],[],"",[53],[10],"",[],"",[],[],[],[],"","","","","","",0
1534,1915,"",5728,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1535,1917,117,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1536,1918,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-26],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1537,1919,"","","[348,6309]",[],[2003],"","[1,5]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
