"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","i32_76","i32_80"
122,"Niles2","[""Audio/Dialogue/NPC/Niles/Niles_Farewell_A.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_B.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_C.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_D.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_E.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_F.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_G.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_H.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_I.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_J.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_K.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_L.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_M.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_N.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Farewell_O.ogg""]",[],100,"","",1770,1770
123,"Faustus1","[""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_A.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_B.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_C.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_D.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_E.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_F.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_G.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_H.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_I.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_J.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_K.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_L.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Greeting_M.ogg""]",[],100,"","",1770,1770
124,"Faustus2","[""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_A.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_B.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_C.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_D.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_E.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_F.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_G.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_H.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_I.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_J.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_K.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_L.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_M.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_Farewell_N.ogg""]",[],100,"","",1770,1770
125,"WhakanoReveal","[""Audio/Dialogue/NPC/Whakano/Whakano_19_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_19_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_19_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_19_D.ogg""]",[],100,"","",1770,1770
126,"WhakanoContract","[""Audio/Dialogue/NPC/Whakano/Whakano_20_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_20_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_20_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_20_D.ogg""]",[],100,"","",1770,1770
127,"FaustusSell","[""Audio/Dialogue/NPC/Faustus/Faustus_13_A.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_B.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_C.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_D.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_E.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_F.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_G.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_H.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_I.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_J.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_K.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_L.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_M.ogg"",""Audio/Dialogue/NPC/Faustus/Faustus_13_N.ogg""]",[],100,"","",1770,1770
128,"Envoy1","[""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_01.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_02.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_03.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_04.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_05.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_06.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_07.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_08.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_09.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_10.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_11.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_12.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_13.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_14.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_15.ogg""]",[],100,"","",1770,1770
129,"Envoy2","[""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_14.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_13.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_12.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_11.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_10.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_09.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_08.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_07.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_06.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_05.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_04.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_03.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_02.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_01.ogg""]",[],100,"","",1770,1770
130,"Oshabi1","[""Audio/Dialogue/NPC/Oshabi/OSH_27_A_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_A_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_A_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_B_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_B_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_B_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_C_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_C_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_C_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_D_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_27_D_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_D_03.ogg""]",[],100,"","",1770,1770
131,"Oshabi2","[""Audio/Dialogue/NPC/Oshabi/OSH_28_A_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_A_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_A_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_B_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_B_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_B_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_C_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_C_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_C_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_D_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_D_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_D_03.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_E_01.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_E_02.ogg"",""Audio/Dialogue/NPC/Oshabi/OSH_28_E_03.ogg""]",[],100,"","",1770,1770
132,"EnvoyMaven1","[""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_11.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Greeting_12.ogg""]",[],100,"","",1770,1770
133,"EnvoyMaven2","[""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_12.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_10.ogg"",""Audio/Dialogue/NPC/Envoy/Envoy_Farewell_11.ogg""]",[],100,"","",1770,1770
134,"Trialmaster1","[""Audio/Dialogue/NPC/Trialmaster/Tri_106A_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106A_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106A_03.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106B_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106B_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106B_03.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106C_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106C_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106C_03.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106D_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106D_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_106D_03.ogg""]",[],100,"","",1770,1770
135,"Trialmaster2","[""Audio/Dialogue/NPC/Trialmaster/Tri_82_01.ogg""]",[],100,"","",1770,1099
136,"Trialmaster3","[""Audio/Dialogue/NPC/Trialmaster/Tri_107A_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107A_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107A_03.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107B_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107B_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107B_03.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107C_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107C_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107C_03.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107D_01.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107D_02.ogg"",""Audio/Dialogue/NPC/Trialmaster/Tri_107D_03.ogg""]",[],100,"","",1099,1770
137,"Dannig1","[""Audio/Dialogue/NPC/Dannig/Dannig_23_01_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_01_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_01_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_02_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_02_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_02_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_03_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_03_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_03_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_04_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_04_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_04_03.ogg""]",[],100,"","",1770,1770
138,"Dannig2","[""Audio/Dialogue/NPC/Dannig/Dannig_24_01_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_01_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_01_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_02_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_02_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_02_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_03_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_03_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_03_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_04_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_04_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_24_04_03.ogg""]",[],100,"","",1770,1770
139,"DannigNoHail","[""Audio/Dialogue/NPC/Dannig/Dannig_23_01_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_01_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_01_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_02_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_02_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_02_03.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_04_01.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_04_02.ogg"",""Audio/Dialogue/NPC/Dannig/Dannig_23_04_03.ogg""]",[],100,"","",1770,1770
140,"Rog1","[""Audio/Dialogue/NPC/Rog/Rog_05_01_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_01_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_01_03.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_02_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_02_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_02_03.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_03_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_03_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_03_03.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_04_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_04_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_05_04_03.ogg""]",[],100,"","",1770,1770
141,"Rog2","[""Audio/Dialogue/NPC/Rog/Rog_06_02_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_02_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_02_03.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_03_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_03_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_04_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_04_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_06_04_03.ogg""]",[],100,"","",1770,1770
142,"Rog3","[""Audio/Dialogue/NPC/Rog/Rog_07_01_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_01_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_01_03.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_02_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_02_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_02_03.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_03_01.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_03_02.ogg"",""Audio/Dialogue/NPC/Rog/Rog_07_03_03.ogg""]",[],100,"","",1770,1770
143,"Tujen1","[""Audio/Dialogue/NPC/Tujen/Tujen_06_01_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_01_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_01_03.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_02_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_02_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_02_03.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_03_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_03_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_04_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_04_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_06_04_03.ogg""]",[],100,"","",1770,1770
144,"Tujen2","[""Audio/Dialogue/NPC/Tujen/Tujen_07_01_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_01_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_01_03.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_02_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_02_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_02_03.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_03_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_03_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_03_03.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_04_01.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_04_02.ogg"",""Audio/Dialogue/NPC/Tujen/Tujen_07_04_03.ogg""]",[],100,"","",1770,1770
145,"Gwennen1","[""Audio/Dialogue/NPC/Gwennen/Gwennen_13_01_01.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_01_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_01_03.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_02_01.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_02_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_02_03.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_03_01.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_03_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_03_03.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_04_01.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_04_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_13_04_03.ogg""]",[],100,"","",1770,1770
146,"Gwennen2","[""Audio/Dialogue/NPC/Gwennen/Gwennen_14_01_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_02_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_02_03.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_03_01.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_03_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_04_01.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_04_02.ogg"",""Audio/Dialogue/NPC/Gwennen/Gwennen_14_04_03.ogg""]",[],100,"",2489,1770,1770
147,"Gwennen3","[""Audio/Dialogue/NPC/GwennenWild/Gwennen2_01.ogg""]",[],100,2489,"",1770,1154
148,"Gwennen4","[""Audio/Dialogue/NPC/GwennenWild/Gwennen_12.ogg""]",[],100,2489,"",1154,1770
149,"TheLastToDie1","[""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_01_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_01_B.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_02_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_02_B.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_02_C.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_03_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_03_B.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_03_C.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Hello_04_A.ogg""]",[],100,"","",1770,1770
150,"TheLastToDie2","[""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_01_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_01_B.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_01_C.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_02_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_03_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_03_B.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_04_A.ogg"",""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_Goodbye_04_B.ogg""]",[],100,"","",1770,1770
151,"TheLastToDie3","[""Audio/Dialogue/NPC/TheLastToDie/TheLastToDie_13.ogg""]",[],100,"","",1770,1770
152,"Lilly1GodslayerGreetings","[""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_02_01.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_02_02.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_02_03.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_03_01.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_03_02.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_03_03.ogg""]",[],100,"","",1770,1770
153,"Lilly2GoodTidingsGreetings","[""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_01_01.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_01_02.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Greeting_01_03.ogg""]",[],100,"","",1770,1770
154,"Lilly3Farewells","[""Audio/Dialogue/NPC/Lilly/Lilly_317_Farewell_01.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Farewell_02.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Farewell_03.ogg"",""Audio/Dialogue/NPC/Lilly/Lilly_317_Farewell_04.ogg""]",[],100,"","",1770,1770
155,"NewCadiroHellos","[""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_01_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_01_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_01_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_01_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_01_05.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_05.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_06.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_02_07.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_03_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_03_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_03_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_03_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_04_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_04_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_04_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_04_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_05_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_05_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_05_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_05_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_06_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_06_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_06_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_06_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_07_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_07_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_07_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_07_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_08_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_08_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_08_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_137_08_04.ogg""]",[],100,"","",1770,1770
156,"NewCadiroGoodbyes","[""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_01_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_01_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_01_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_01_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_02_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_02_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_02_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_02_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_03_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_03_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_03_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_03_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_04_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_04_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_04_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_04_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_05_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_05_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_05_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_05_04.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_06_01.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_06_02.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_06_03.ogg"",""Audio/Dialogue/NPC/CadiroNew/Cadiro_320_138_06_04.ogg""]",[],100,"","",1770,1770
