"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[rid]_222","MonsterMetadata","MonsterKillAchievements","ArchnemesisType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate1","ArchnemesisMinionMod","HASH32","BuffTemplate2","GameMode","GrantedEffectRuthless","bool_653"
5367,"MapCorruptedSideAreaPlayerNoRegen",60840,12556,69,1040,5240,5374,"",5,"Suffocating","<if:MS>{Étouffant}<elif:FS>{Étouffante}<elif:MP>{Étouffants}<elif:FP>{Étouffantes}","<if:MS>{Erstickender}<elif:FS>{Erstickende}<elif:NS>{Erstickendes}<elif:MP>{Erstickende}<elif:FP>{Erstickende}<elif:NP>{Erstickende}","酸欠の","질식의","Sufocante","<if:MS>{Удушающий}<elif:FS>{Удушающая}<elif:NS>{Удушающее}<elif:MP>{Удушающие}<elif:FP>{Удушающие}<elif:NP>{Удушающие}","<if:MS>{sofocante}<elif:FS>{sofocante}<elif:MP>{sofocantes}<elif:FP>{sofocantes}","Suffocating","令人窒息的",1,[6269],25,25,3,3,1,1,0,0,"[1093,116,0]","[0,400,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,315,322]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3509511606,[],0,[],""
5368,"MapCorruptedSideAreaBeyond",45532,12557,69,2390,16706,"","",5,"of the Scourge","des Souillés","der Scourge","災厄の","- 스컬지","do Flagelo","нашествия","<if:MS>{de la calamidad}<elif:FS>{de la calamidad}<elif:MP>{de la calamidad}<elif:FP>{de la calamidad}","of the Scourge","災魘之",2,[6270],1,1,100,100,0,0,0,0,"[1093,116,0]","[0,800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3108276199,[],0,[],""
5369,"MapCorruptedSideAreaMonsterElementalReflection",42992,12558,69,1040,5240,23102,"",5,"Mirrored","<if:MS>{Reflété}<elif:FS>{Reflétée}<elif:MP>{Reflétés}<elif:FP>{Reflétées}","<if:MS>{Gespiegelter}<elif:FS>{Gespiegelte}<elif:NS>{Gespiegeltes}<elif:MP>{Gespiegelte}<elif:FP>{Gespiegelte}<elif:NP>{Gespiegelte}","鏡の","반사된","<if:MS>{Espelhado}<elif:FS>{Espelhada}<elif:NS>{Espelhado}<elif:MP>{Espelhados}<elif:FP>{Espelhadas}<elif:NP>{Espelhados}","<if:MS>{Отражающий}<elif:FS>{Отражающая}<elif:NS>{Отражающее}<elif:MP>{Отражающие}<elif:FP>{Отражающие}<elif:NP>{Отражающие}","<if:MS>{espejado}<elif:FS>{espejada}<elif:MP>{espejados}<elif:FP>{espejadas}","Mirrored","鏡像的",1,[6271],20,20,3,3,1200,1200,0,0,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[657,631,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",8834640,[],0,[],""
5370,"MapCorruptedSideAreaMonsterPhysicalReflection",1867,12559,69,1040,5240,23101,"",5,"Punishing","<if:MS>{Punisseur}<elif:FS>{Punisseuse}<elif:MP>{Punisseurs}<elif:FP>{Punisseuses}","<if:MS>{Bestrafender}<elif:FS>{Bestrafende}<elif:NS>{Bestrafendes}<elif:MP>{Bestrafende}<elif:FP>{Bestrafende}<elif:NP>{Bestrafende}","処罰する","응징하는","<if:MS>{Punitivo}<elif:FS>{Punitiva}<elif:NS>{Punitivo}<elif:MP>{Punitivos}<elif:FP>{Punitivas}<elif:NP>{Punitivos}","<if:MS>{Карающий}<elif:FS>{Карающая}<elif:NS>{Карающее}<elif:MP>{Карающие}<elif:FP>{Карающие}<elif:NP>{Карающие}","<if:MS>{castigador}<elif:FS>{castigadora}<elif:MP>{castigadores}<elif:FP>{castigadoras}","Punishing","懲罰的",1,[6272],20,20,3,3,600,600,0,0,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,631,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3875774987,[],0,[],""
5371,"MapCorruptedSideAreaMonsterAttackAndSpellBlock",2785,12560,69,1040,5240,18441,18442,5,"Shielding","<if:MS>{Protégeant}<elif:FS>{Protégeante}<elif:MP>{Protégeants}<elif:FP>{Protégeantes}","<if:MS>{Abschirmender}<elif:FS>{Abschirmende}<elif:NS>{Abschirmendes}<elif:MP>{Abschirmende}<elif:FP>{Abschirmende}<elif:NP>{Abschirmende}","庇護する","방어하는","<if:MS>{Protegido}<elif:FS>{Protegida}<elif:NS>{Protegido}<elif:MP>{Protegidos}<elif:FP>{Protegidas}<elif:NP>{Protegidos}","<if:MS>{Прикрывающий}<elif:FS>{Прикрывающая}<elif:NS>{Прикрывающее}<elif:MP>{Прикрывающие}<elif:FP>{Прикрывающие}<elif:NP>{Прикрывающие}","<if:MS>{de resguardo}<elif:FS>{de resguardo}<elif:MP>{de resguardo}<elif:FP>{de resguardo}","Shielding","護盾的",1,[6273],22,22,3,3,50,50,50,50,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[634],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1791713420,[],0,[],""
5372,"MapCorruptedSideAreaMonsterUnaffectedByCurses",24499,12561,69,1040,5240,18443,1232,5,"Hexwarded","<if:MS>{Garde-calamité}<elif:FS>{Garde-calamité}<elif:MP>{Gardes-calamité}<elif:FP>{Gardes-calamité}","<if:MS>{Verfluchter}<elif:FS>{Verfluchte}<elif:NS>{Verfluchtes}<elif:MP>{Verfluchte}<elif:FP>{Verfluchte}<elif:NP>{Verfluchte}","防呪された","사술 수호의","Contrafeitiço","<if:MS>{Порчеустойчивый}<elif:FS>{Порчеустойчивая}<elif:NS>{Порчеустойчивое}<elif:MP>{Порчеустойчивые}<elif:FP>{Порчеустойчивые}<elif:NP>{Порчеустойчивые}","<if:MS>{protegido contra maleficios}<elif:FS>{protegida contra maleficios}<elif:MP>{protegidos contra maleficios}<elif:FP>{protegidas contra maleficios}","Hexwarded","十六進制的",1,[6274],18,18,2,2,1,1,1,1,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[639],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",915619259,[],0,[],""
5373,"MapCorruptedSideAreaMonstersAvoidAilments",46019,12562,69,1040,5240,7143,"",5,"Insulating","<if:MS>{Isolant}<elif:FS>{Isolante}<elif:MP>{Isolants}<elif:FP>{Isolantes}","<if:MS>{Isolierender}<elif:FS>{Isolierende}<elif:NS>{Isolierendes}<elif:MP>{Isolierende}<elif:FP>{Isolierende}<elif:NP>{Isolierende}","隔離する","절연하는","Isolante","<if:MS>{Изолирующий}<elif:FS>{Изолирующая}<elif:NS>{Изолирующее}<elif:MP>{Изолирующие}<elif:FP>{Изолирующие}<elif:NP>{Изолирующие}","<if:MS>{de insulación}<elif:FS>{de insulación}<elif:MP>{de insulación}<elif:FP>{de insulación}","Insulating","絕緣的",1,[6275],16,16,2,2,70,80,0,0,"[1093,116,0]","[0,800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[635],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1950988825,[],0,[],""
5374,"MapCorruptedSideAreaDesecratedGround",15049,869,69,1040,5240,2348,1041,5,"Desecrated","<if:MS>{Profané}<elif:FS>{Profanée}<elif:MP>{Profanés}<elif:FP>{Profanées}","<if:MS>{Entweihender}<elif:FS>{Entweihende}<elif:NS>{Entweihendes}<elif:MP>{Entweihende}<elif:FP>{Entweihende}<elif:NP>{Entweihende}","冒涜された","훼손된","<if:MS>{Profanado}<elif:FS>{Profanada}<elif:NS>{Profanado}<elif:MP>{Profanados}<elif:FP>{Profanadas}<elif:NP>{Profanados}","<if:MS>{Осквернённый}<elif:FS>{Осквернённая}<elif:NS>{Осквернённое}<elif:MP>{Осквернённые}<elif:FP>{Осквернённые}<elif:NP>{Осквернённые}","<if:MS>{profanado}<elif:FS>{profanada}<elif:MP>{profanados}<elif:FP>{profanadas}","Desecrated","褻瀆的",1,[334],15,15,1,3,12000,12000,24,24,"[1093,116,0]","[0,500,0]",[],[],[],"",[],[],16,16,1043,[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[706,631,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2216083167,[],0,[],""
5375,"MapCorruptedSideAreaAdditionalVaalPacks",16989,6500,69,9509,"","","",5,"of Packs","des Meutes","der Gruppen","集団の","- 패","<if:MS>{dos Grupos}<elif:NS>{Empacotado}<elif:MP>{Empacotados}<elif:FP>{Empacotadas}<elif:NP>{Empacotados}","тесноты","<if:MS>{de grupos}<elif:FS>{de grupos}<elif:MP>{de grupos}<elif:FP>{de grupos}","of Packs","群之",2,[3528],6,12,0,0,0,0,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",435575723,[],0,[],""
5376,"MapCorruptedSideAreaPackSize",53576,921,69,1025,"","","",5,"of Hordes","des Hordes","der Horden","大群の","- 군단","das Hordas","толп","<if:MS>{de hordas}<elif:FS>{de hordas}<elif:MP>{de hordas}<elif:FP>{de hordas}","of Hordes","部落之",2,[3809],30,60,0,0,0,0,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2347506175,[],0,[],""
5377,"MapCorruptedSideAreaExperienceGain",15193,922,69,1369,"","","",5,"of Experience","de l'Expérience","der Erfahrung","経験の","- 경험","da Experiência","опыта","<if:MS>{de experiencia}<elif:FS>{de experiencia}<elif:MP>{de experiencia}<elif:FP>{de experiencia}","of Experience","經驗之",2,[588],50,150,0,0,0,0,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1120016338,[],0,[],""
5378,"MapCorruptedSideAreaRareAndUniqueMonstersArePossessed",2612,923,69,15680,13721,"","",5,"of Possession","de la Possession","der Besitzergreifung","憑依の","- 빙의","da Possessão","одержимости","<if:MS>{de posesión}<elif:FS>{de posesión}<elif:MP>{de posesión}<elif:FP>{de posesión}","of Possession","附身之",2,[2457],1,1,5,5,0,0,0,0,"[1093,116,0]","[0,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1001935728,[],0,[],""
5379,"MapCorruptedSideAreaCorruptingTempest",27173,924,69,8121,16133,"","",5,"of Tempest","de Tempête","des Unwetters","雷雨の","- 폭풍","da Tempestade","бури","<if:MS>{de tempestad}<elif:FS>{de tempestad}<elif:MP>{de tempestad}<elif:FP>{de tempestad}","of Tempest","暴風雨之",2,[5402],1,1,1,1,0,0,0,0,"[1093,116,0]","[0,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3182047740,[],0,[],""
5380,"MapCorruptedSideAreaVesselVaalGemDrop",47108,918,69,18875,"","","",5,"of the Gemcutter","du Tailleur de gemmes","des Gemmenschneiders","宝石細工師の","- 세공사","do Lapidário","камнереза","<if:MS>{del tallador de gemas}<elif:FS>{del tallador de gemas}<elif:MP>{del tallador de gemas}<elif:FP>{del tallador de gemas}","of the Gemcutter","珠寶匠之",2,[3739],1,2,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",67242599,[],0,[],""
5381,"MapCorruptedSideAreaVesselLevel21GemDrop",63944,919,78,19114,"","","",5,"of the Facetor","du Ciseleur","des Facettenschleifers","宝石加工師の","- 보석 세공","<if:MS>{do Facetor}<elif:FS>{da Facetor}<elif:NS>{de Facetor}","награнения","<if:MS>{del facetador}<elif:FS>{del facetador}<elif:MP>{del facetador}<elif:FP>{del facetador}","of the Facetor","刻面者之",2,[3740],1,1,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,30,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3984834485,[],0,[],""
5382,"MapCorruptedSideAreaVesselQuality23GemDrop",58548,920,78,19115,"","","",5,"of Chiselling","de Cisèlement","des Steinmetzes","宝石彫刻の","- 끌질","do Talhamento","резца","<if:MS>{de cincelado}<elif:FS>{de cincelado}<elif:MP>{de cincelado}<elif:FP>{de cincelado}","of Chiselling","釘錘之",2,[3741],1,1,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,30,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3371804446,[],0,[],""
5383,"MapCorruptedSideAreaVesselLevelledGemDrop",62960,907,74,11050,"","","",5,"of Thaumaturgy","de la Thaumaturgie","der Thaumaturgie","魔術の","- 마석학","<if:MS>{da Taumaturgia}<elif:FS>{da Taumaturgia}<elif:NS>{de Taumaturgia}<elif:MP>{das Taumaturgias}<elif:FP>{das Taumaturgias}<elif:NP>{de Taumaturgias}","волшебства","<if:MS>{de taumaturgia}<elif:FS>{de taumaturgia}<elif:MP>{de taumaturgia}<elif:FP>{de taumaturgia}","of Thaumaturgy","奇術之",2,[3728],1,1,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,100,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2741458583,[],0,[],""
5384,"MapCorruptedSideAreaVesselDoubleImplicitDrop_",14100,908,74,11044,"","","",5,"of the Locus","du Locus","des Quells","中心部の","- 궤적","<if:MS>{da Localização}<elif:FS>{da Localização}<elif:NS>{da Localização}<elif:MP>{das Localizações}<elif:FP>{das Localizações}<elif:NP>{das Localizações}","очага","<if:MS>{del epicentro}<elif:FS>{del epicentro}<elif:MP>{del epicentro}<elif:FP>{del epicentro}","of the Locus","軌跡之",2,[3730],1,1,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,20,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4186492572,[],0,[],""
5385,"MapCorruptedSideAreaVesselSingleImplicitDrop",40842,909,69,11706,"","","",5,"of Dark Blessings","des Sombres bénédictions","der dunklen Segnungen","昏き祝福の","- 어둠의 축복","<if:MS>{da Bênção Sombria}<elif:FS>{da Bênção Sombria}<elif:NS>{de Bênção Sombria}<elif:MP>{das Bênçãos Sombrias}<elif:FP>{das Bênçãos Sombrias}<elif:NP>{de Bênçãos Sombrias}","темных благословений","<if:MS>{de bendiciones oscuras}<elif:FS>{de bendiciones oscuras}<elif:MP>{de bendiciones oscuras}<elif:FP>{de bendiciones oscuras}","of Dark Blessings","黑暗祝福之",2,[3730],1,2,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,100,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1015653123,[],0,[],""
5386,"MapCorruptedSideAreaVesselDivinationCardDrop",19354,912,69,11047,"","","",5,"of Divination","de la Divination","der Weissagung","占いの","- 점술","<if:MS>{da Adivinhação}<elif:FS>{da Adivinhação}<elif:NS>{de Adivinhação}<elif:MP>{das Adivinhações}<elif:FP>{das Adivinhações}<elif:NP>{de Adivinhações}","гадания","<if:MS>{de adivinación}<elif:FS>{de adivinación}<elif:MP>{de adivinación}<elif:FP>{de adivinación}","of Divination","預見的",2,[3733],1,3,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,100,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",686318450,[],0,[],""
5387,"MapCorruptedSideAreaVesselTempleItemDrop_",9796,913,69,11048,"","","",5,"of Atzoatl","d'Atzoatl","von Atzoatl","アッツォアトルの","- 앗조아틀","de Atzoatl","Ацоатля","<if:MS>{de Atzoatl}<elif:FS>{de Atzoatl}<elif:MP>{de Atzoatl}<elif:FP>{de Atzoatl}","of Atzoatl","阿茲瓦特之",2,[3734],1,2,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,100,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3567907565,[],0,[],""
5388,"MapCorruptedSideAreaVesselVaalOrbDrop_",45286,914,69,11049,"","","",5,"of Experimentation","de l'Expérimentation","des Experimentierens","実験の","- 실험","<if:MS>{do Experimentador}<elif:FS>{da Experimentadora}<elif:NS>{de Experimentação}<elif:MP>{dos Experimentadores}<elif:FP>{das Experimentadoras}<elif:NP>{de Experimentadores}","экспериментов","<if:MS>{de experimentación}<elif:FS>{de experimentación}<elif:MP>{de experimentación}<elif:FP>{de experimentación}","of Experimentation","實驗之",2,[3735],1,3,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2034485669,[],0,[],""
5389,"MapCorruptedSideAreaVaalImplicitMapDrop",64387,915,69,18872,"","","",5,"of Vile Areas","des Zones viles","der schädlichen Gebiete","不浄な場所の","- 끔찍한 지역","das Áreas Vís","гниющих зон","<if:MS>{de áreas viles}<elif:FS>{de áreas viles}<elif:MP>{de áreas viles}<elif:FP>{de áreas viles}","of Vile Areas","邪惡地區之",2,[3736],1,2,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",999204135,[],0,[],""
5390,"MapCorruptedSideAreaVaalTempleDrop",62265,916,80,18873,"","","",5,"of the Pyramid","de la Pyramide","der Pyramide","ピラミッドの","- 피라미드","da Pirâmide","пирамиды","<if:MS>{de la pirámide}<elif:FS>{de la pirámide}<elif:MP>{de la pirámide}<elif:FP>{de la pirámide}","of the Pyramid","金字塔之",2,[3737],1,1,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,20,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",477817073,[],0,[],""
5391,"MapCorruptedSideAreaTrialmasterFragmentDrop",894,917,80,18874,"","","",5,"of Ordeals","des Calvaires","der Prüfung","試練の","- 고초","das Provações","испытаний","<if:MS>{de calvarios}<elif:FS>{de calvarios}<elif:MP>{de calvarios}<elif:FP>{de calvarios}","of Ordeals","磨難之",2,[3738],1,1,0,0,0,0,0,0,"[1093,622,116,0]","[0,0,2,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2478655049,[],0,[],""
5392,"MapCorruptedSideAreaRecursiveUnique1",11276,925,1,18977,18978,"","",5,"","","","","","","","","","",3,[6276],80,80,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2936896851,[],0,[],""
5393,"MapCorruptedSideAreaSpawnIncursionArchitectsUnique1",41642,926,1,18946,"","","",5,"","","","","","","","","","",3,[6277],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3748749968,[],0,[],""
5394,"MapCorruptedSideAreaAtziriBossUnique1",5132,927,1,18947,"","","",5,"","","","","","","","","","",3,[6278],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4159973993,[],0,[],""
5395,"MapCorruptedSideAreaVesselTrialmasterMapDropUnique1",21878,928,1,18979,"","","",5,"","","","","","","","","","",3,[6279],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2062392362,[],0,[],""
5396,"MapCorruptedSideAreaVesselFracturedIncrusionItemDropUnique1",32756,929,1,18980,"","","",5,"","","","","","","","","","",3,[6280],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2250479804,[],0,[],""
5397,"MapCorruptedSideAreaDamageUnique1",5375,755,1,1040,5240,992,"",5,"","","","","","","","","","",3,[307],60,60,0,0,60,100,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[631,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3794881447,[],0,[],""
5398,"MapCorruptedSideAreaLifeUnique1",11610,751,1,1040,5240,991,"",5,"","","","","","","","","","",3,[306],60,60,0,0,120,200,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,315,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",807658439,[],0,[],""
5399,"MapCorruptedSideAreaPossessedMonstersUnique1",26712,923,1,15680,13721,"","",5,"","","","","","","","","","",3,[2457],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3202410122,[],0,[],""
5400,"MapCorruptedSideAreaDangerousBossUnique1",46530,722,1,1040,5240,984,985,5,"","","","","","","","","","",3,[294],100,100,50,50,50,50,35,35,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,34,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3102232239,[],0,[],""
5401,"MapHumanoidsStrDexIntMission",62408,693,1,1040,1245,2059,1025,5,"","","","","","","","","","",3,[288],0,0,0,0,1,1,20,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",468117550,[],0,[],""
5402,"MapSkeletonsStrDexIntMission",15479,666,1,1040,1245,1019,1025,5,"","","","","","","","","","",3,[288],0,0,0,0,1,1,20,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",179975885,[],0,[],""
5403,"MapSeaWitchesStrDexIntMission_",56113,674,1,1040,1245,1022,1025,5,"","","","","","","","","","",3,[288],0,0,0,0,1,1,20,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3729393019,[],0,[],""
5404,"MapDemonsStrDexIntMission",62095,689,1,1040,1245,2058,1025,5,"","","","","","","","","","",3,[288],0,0,0,0,1,1,20,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1454023717,[],0,[],""
5405,"MapAnimalsStrDexIntMission",23515,685,1,1040,1245,2057,1025,5,"","","","","","","","","","",3,[288],0,0,0,0,1,1,20,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3048337002,[],0,[],""
5406,"MapUndeadStrDexIntMission",54704,678,1,1040,1245,1023,1025,5,"","","","","","","","","","",3,[288],0,0,0,0,1,1,20,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2763944206,[],0,[],""
