"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
558,"izaro_gargoyles_damage_buff","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
559,"izaro_gargoyles_damage_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/damage.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
560,"izaro_gargoyles_speed_buff","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
561,"izaro_gargoyles_speed_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/speed.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
562,"izaro_gargoyles_damage_taken_buff","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
563,"izaro_gargoyles_damage_taken_visual","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/defence.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
564,"izaro_pedestals_physical_damage_reduction_buff","Art/2DArt/BuffIcons/flaskcharge.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
565,"izaro_pedestals_physical_damage_buff","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
566,"izaro_pedestals_additional_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
567,"super_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[5],"","","",0,0,"","",[]
568,"izaro_curse_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[21],"","","",0,0,"","",[]
569,"izaro_curse_elemental_weakness","Art/2DArt/SkillIcons/elementalweakness.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[28],"","","",0,0,"","",[]
570,"izaro_curse_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[25],"","","",0,0,"","",[]
571,"stone_golem_regeneration","Art/2DArt/SkillIcons/RockGolemSummon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
572,"chieftain_totem_aura","Art/2DArt/SkillIcons/passives/Chieftain/ArohunguiMoonsPresenceSmallIcon.dds","[""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk"",""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura.epk"",""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_affected_aura_large.epk""]","[""Metadata/Effects/Spells/ascendancy_classes/chieftain/karui_vulnerability_aura/totem_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
573,"shrink","Art/2DArt/BuffIcons/ShrinkDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
574,"guardian_stun_aura","Art/2DArt/BuffIcons/Ascendancy/ShieldMastery.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
575,"arrow_trap_slow","","[""Metadata/Effects/StatusAilments/poisoned_dart_slow.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
576,"dancing_dervish_summoned","Art/2DArt/BuffIcons/RhysSword.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
577,"izaro_pylon_death_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[22],"","","",0,0,"","",[]
578,"izaro_pylon_death_elemental_weakness","Art/2DArt/SkillIcons/elementalweakness.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[29],"","","",0,0,"","",[]
579,"izaro_pylon_death_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[26],"","","",0,0,"","",[]
580,"enrage_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/minotaur/enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
581,"enrage_buff_hellion","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Chimera/MiniBosses/enraged.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
582,"unique_flask_zealots_oath","Art/2DArt/BuffIcons/SorrowOfTheDivineFlaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
583,"awaken_gargoyle","Art/2DArt/BuffIcons/liferegentoenergyshield.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/gargoyle/beamhit.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
584,"elemental_overload","Art/2DArt/BuffIcons/BuffElementalOverload.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","",0,0,"","",[]
585,"harmony_of_purpose","Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
586,"harmony_of_purpose_enemies","Art/2DArt/BuffIcons/Ascendancy/HarmonyOfPurpose.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
587,"scion_inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
588,"vile_bastion","Art/2DArt/BuffIcons/Ascendancy/SoulCatalyst.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
589,"pursuit_of_faith","Art/2DArt/BuffIcons/Ascendancy/SpiritualEmpowerment.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
590,"prayer_of_glory","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
591,"elemental_conflux","Art/2DArt/BuffIcons/ElementalConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
592,"chilling_conflux","Art/2DArt/BuffIcons/ColdConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
593,"shocking_conflux","Art/2DArt/BuffIcons/LightningConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
594,"igniting_conflux","Art/2DArt/BuffIcons/FireConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
595,"gold_spectre_buff","","[""Metadata/Effects/StatusAilments/monsters/GoldenSpectres.epk""]",[],[4],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
596,"lightning_golem_wrath","Art/2DArt/SkillIcons/LightningGolemAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/lightning_elemental/aura/aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
597,"time_of_need","","[""Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
598,"time_of_need_expedition_relic","","[""Metadata/Effects/Spells/ascendancy_classes/guardian/TimeofNeed_relic.epk""]",[],[58],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
599,"bane_of_the_loyal","Art/2DArt/BuffIcons/BaneOfTheLoyalBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
600,"heart_of_the_gargoyle","Art/2DArt/BuffIcons/HeartOfTheGargoyleBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
601,"cube_of_absorption","Art/2DArt/BuffIcons/PowerDampenerBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
602,"orb_of_elemental_essence","Art/2DArt/BuffIcons/OrbOfElementalEssenceBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
603,"rod_of_detonation","Art/2DArt/BuffIcons/RodOfDestructionBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
604,"sand_of_eternity","Art/2DArt/BuffIcons/SandsOfEternityBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
605,"cogs_of_disruption","Art/2DArt/BuffIcons/CogsOfDisruption.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
606,"portal_shredder","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
607,"perandus_chest_protection","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/gold/maligaro_restraint_gold.epk""]",[],[4],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
608,"perandus_chest_fire_empowered","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
609,"perandus_chest_cold_empowered","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
610,"perandus_chest_lightning_empowered","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
611,"perandus_chest_physical_empowered","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
612,"unique_fish_glow","","[""Metadata/Effects/Microtransactions/Aura/Uniques/BlindingAura/BlindingAura.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
613,"charged_attack","Art/2DArt/SkillIcons/ChargedAttack.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
614,"slash_totem","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
615,"slam_totem","Art/2DArt/BuffIcons/PortalShredderBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
616,"monster_aura_increased_damage_taken","Art/2DArt/BuffIcons/IncreasedDamageTaken.dds","[""Metadata/Particles/totems/increaseddamage/increaseddamage_status.epk""]","[""Metadata/Particles/totems/increaseddamage/increaseddamage.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
617,"monster_aura_damage_on_movement_skill_use","Art/2DArt/BuffIcons/DamageTakenOnMovementSkullUse.dds","[""Metadata/Particles/totems/damagetakenonmovement/damagetakenonmovement_status.epk""]","[""Metadata/Particles/totems/damagetakenonmovement/damagetakenonmovement.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
618,"taunted","Art/2DArt/BuffIcons/Taunt.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
619,"taunted_large","","[""Metadata/Effects/Spells/warcries/taunt/Taunted_Large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
620,"monster_taunted","Art/2DArt/BuffIcons/Taunt.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Viking/taunted_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
621,"goddess_slow","Art/2DArt/BuffIcons/TotemSlow.dds","[""Metadata/Effects/Spells/monsters_effects/Goddess_of_Justice/teleport/affected_buff/affected_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
622,"time_mine_slow_visual","Art/2DArt/BuffIcons/TotemSlow.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
623,"gloom_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
624,"gloom_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomlightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
625,"goddess_beam","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/GhostFire.epk""]","[""Metadata/Effects/StatusAilments/GhostFire.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
626,"temporal_chains_slow_bubble","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/slow/slowbubble.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[20],"","","",0,0,"","",[]
627,"prophecy_raise_zombie","","[""Metadata/Effects/StatusAilments/monsters/prophecy_unique.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
628,"overflowing_chalice","Art/2DArt/BuffIcons/OverflowingChalice.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
629,"pale_court_invulnerability","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/purple/maligaro_restraint_purple.epk""]",[],[23],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
630,"vortex","Art/2DArt/SkillIcons/FrostVortex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
631,"kiaras_determination","Art/2DArt/BuffIcons/KiarasDetermination.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
632,"repeated_pulse_cold","Art/2DArt/BuffIcons/ReducedCold.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
633,"repeated_pulse_lightning","Art/2DArt/BuffIcons/ReducedLightning.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
634,"repeated_pulse_fire","Art/2DArt/BuffIcons/ReducedFire.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
635,"repeated_pulse_chaos","Art/2DArt/BuffIcons/ChaosDebuff.dds","[""Metadata/Particles/monster_effects/pulses/chaos_debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
636,"curse_immunity","Art/2DArt/BuffIcons/cantcurse.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
