"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
2403,"MicrotransactionGrandSanctumHood","Art/2DItems/Effects/Hats/GrandSanctumHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7123,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2404,"MicrotransactionGrandSanctumHelmet","Art/2DItems/Effects/Hats/GrandSanctumHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,14277,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2405,"MicrotransactionGrandSanctumBoots","Art/2DItems/Effects/shoes/GrandSanctumBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30525,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2406,"MicrotransactionGrandSanctumGloves","Art/2DItems/Effects/gloves/GrandSanctumGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1510,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2407,"MicrotransactionGrandSanctumBodyArmour","Art/2DItems/Effects/BodyArmour/GrandSanctumBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30019,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2408,"MicrotransactionGrandSanctumPortraitFrame_","Art/2DItems/Effects/Frames/GrandSanctum.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,25822,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2409,"MicrotransactionMetamorphFootprintsEffect","Art/2DItems/Effects/Footprints/MetamorphFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,63159,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2410,"MicrotransactionMetamorphWeaponEffect","Art/2DItems/Effects/Weapon/Weapon_Metamorph.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,54242,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2411,"MicrotransactionMetamorphPortalEffect","Art/2DItems/Effects/Portals/Metamorphportal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,29723,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2412,"MicrotransactionMetamorphBrimmedHat","Art/2DItems/Effects/Hats/MetamorphBrimmedHat.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,62071,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2413,"MicrotransactionTencentMetamorphBrimmedHat","Art/2DItems/Effects/Hats/TencentMetamorphBrimmedHat.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13799,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2414,"MicrotransactionPurpleSmokingHood","Art/2DItems/Effects/Hats/PurpleSmokingHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,61178,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2415,"MicrotransactionPurpleEyes___","Art/2DItems/Effects/Hats/PurpleEyes.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40147,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2416,"MicrotransactionBlackHood","Art/2DItems/Effects/Hats/BlackHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13529,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2417,"MicrotransactionBlackHelmet","Art/2DItems/Effects/Hats/BlackHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,28542,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2418,"MicrotransactionBlackBoots","Art/2DItems/Effects/shoes/BlackBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,21870,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2419,"MicrotransactionBlackGloves","Art/2DItems/Effects/gloves/BlackGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,41843,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2420,"MicrotransactionBlackBodyArmour","Art/2DItems/Effects/BodyArmour/BlackBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13840,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2421,"MicrotransactionBlackWings","Art/2DItems/Effects/Wings/BlackWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38039,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2422,"MicrotransactionBlackCloak","Art/2DItems/Effects/Wings/BlackCloak.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30311,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2423,"MicrotransactionBlackFlameDashEffect","Art/2DItems/Effects/BlackFlameDash.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2328,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2424,"MicrotransactionBlackAuraEffect","Art/2DItems/Effects/Auras/BlackAuraEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,60875,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2425,"MicrotransactionBlackPortalEffect","Art/2DItems/Effects/Portals/BlackPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38443,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2426,"MicrotransactionBlackFootprintsEffect","Art/2DItems/Effects/Footprints/BlackFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2020,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2427,"MicrotransactionBlackCharacterEffect","Art/2DItems/Effects/Character/BlackCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,45456,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2428,"MicrotransactionBlackWeaponEffect","Art/2DItems/Effects/Weapon/weapon_PolarisBlack.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,33057,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2429,"MicrotransactionBlackSword","Art/2DItems/Effects/Weapon/BlackSwordSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,25900,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2430,"MicrotransactionWhiteHood","Art/2DItems/Effects/Hats/WhiteHelmetAlternative.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7297,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2431,"MicrotransactionWhiteHelmet_","Art/2DItems/Effects/Hats/WhiteHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,53114,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2432,"MicrotransactionWhiteBoots","Art/2DItems/Effects/shoes/WhiteBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,21786,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2433,"MicrotransactionWhiteGloves","Art/2DItems/Effects/gloves/WhiteGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,54933,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2434,"MicrotransactionWhiteBodyArmour","Art/2DItems/Effects/BodyArmour/WhiteBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,55730,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2435,"MicrotransactionWhiteWings","Art/2DItems/Effects/Wings/WhiteWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,20841,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2436,"MicrotransactionWhiteCloak","Art/2DItems/Effects/Wings/WhiteCloak.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,21690,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2437,"MicrotransactionWhiteAuraEffect","Art/2DItems/Effects/Auras/WhiteAuraEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,58805,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2438,"MicrotransactionWhiteHeraldEffect","Art/2DItems/Effects/WhiteHeraldEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34226,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2439,"MicrotransactionWhitePortalEffect","Art/2DItems/Effects/Portals/WhitePortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,62496,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2440,"MicrotransactionWhiteFootprintsEffect","Art/2DItems/Effects/Footprints/WhiteFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,36186,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2441,"MicrotransactionWhiteCharacterEffect__","Art/2DItems/Effects/Character/WhiteCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,9707,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2442,"MicrotransactionWhiteWeaponEffect","Art/2DItems/Effects/Weapon/weapon_PolarisWhite.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38258,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2443,"MicrotransactionWhiteStaff_","Art/2DItems/Effects/Weapon/WhiteWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,37900,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2444,"MicrotransactionBlackandWhiteHood","Art/2DItems/Effects/Hats/BlackandWhiteHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16730,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2445,"MicrotransactionBlackandWhiteHelmet","Art/2DItems/Effects/Hats/BlackAndWhiteHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,19702,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2446,"MicrotransactionBlackandWhiteBoots","Art/2DItems/Effects/shoes/BlackAndWhiteBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12519,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2447,"MicrotransactionBlackandWhiteGloves","Art/2DItems/Effects/gloves/BlackAndWhiteGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,17046,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2448,"MicrotransactionBlackandWhiteBodyArmour_","Art/2DItems/Effects/BodyArmour/BlackAndWhiteBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,17384,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2449,"MicrotransactionBlackandWhiteWings_","Art/2DItems/Effects/Wings/BlackAndWhiteWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,42445,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2450,"MicrotransactionBlackandWhiteCloak","Art/2DItems/Effects/Wings/BlackAndWhiteCloak.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,58477,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2451,"MicrotransactionBlackandWhiteFootprintsEffect","Art/2DItems/Effects/Footprints/BlackandWhiteFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,32754,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2452,"MicrotransactionBlackandWhitePortalEffect","Art/2DItems/Effects/Portals/BlackandWhitePortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,46958,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2453,"MicrotransactionPolarisBloodandSandEffect","Art/2DItems/Effects/PolarisBloodandSandEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,55506,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2454,"MicrotransactionColdsnapHelmet","Art/2DItems/Effects/Hats/ColdsnapHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,46997,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2455,"MicrotransactionColdsnapBoots","Art/2DItems/Effects/shoes/ColdsnapBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,55496,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2456,"MicrotransactionColdsnapGloves","Art/2DItems/Effects/gloves/ColdsnapGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,20291,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2457,"MicrotransactionColdsnapBodyArmour__","Art/2DItems/Effects/BodyArmour/ColdsnapBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,48546,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2458,"MicrotransactionColdsnapBow","Art/2DItems/Effects/Weapon/Coldsnapbow.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,44145,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2459,"MicrotransactionColdsnapQuiver","Art/2DItems/Effects/Weapon/ColdsnapQuiver.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,51934,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2460,"MicrotransactionDarkprismHelmet_","Art/2DItems/Effects/Hats/DarkprismHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,4844,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2461,"MicrotransactionDarkprismBoots","Art/2DItems/Effects/shoes/DarkprismBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,35787,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2462,"MicrotransactionDarkprismGloves","Art/2DItems/Effects/gloves/DarkprismGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13632,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2463,"MicrotransactionDarkprismBodyArmour","Art/2DItems/Effects/BodyArmour/DarkprismBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,37232,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2464,"MicrotransactionDarkprismWings","Art/2DItems/Effects/Wings/DarkprismWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2751,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2465,"MicrotransactionDarkprismCharacterEffect","Art/2DItems/Effects/Character/DarkprismCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12448,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2466,"MicrotransactionDarkprismWeaponEffect","Art/2DItems/Effects/Weapon/weapon_darkprism.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38183,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2467,"MicrotransactionStygianWeapon","Art/2DItems/Effects/Weapon/StygianWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27360,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
