"rownum","Id","ItemClassesKey","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool_225","rid_226","rid_242","bool_258","Unmodifiable","Achievement1","Achievement2","IgnoreQuantBonus","bool_293","rid_294"
1261,"Metadata/Items/Armours/Gloves/GlovesStr5",22,2,2,"Antique Gauntlets","Gantelets immémoriaux","Antike Panzerhandschuhe","骨董品のガントレット","앤티크 건틀릿","Manoplas Arcaicas","Старинные перчатки","Guanteletes anticuados","Antique Gauntlets","古鋼護手","Metadata/Items/Armours/Gloves/AbstractGloves",39,"",[],1,"",[38],1,7927,-1860384729,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1262,"Metadata/Items/Armours/Gloves/GlovesStr6",22,2,2,"Ancient Gauntlets","Gantelets antiques","Uralte Panzerhandschuhe","古代のガントレット","고대의 건틀릿","Manoplas Antigas","Древние перчатки","Guanteletes antiguos","Ancient Gauntlets","遠古護手","Metadata/Items/Armours/Gloves/AbstractGloves",47,"",[],1,"",[38],1,7928,519218918,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1263,"Metadata/Items/Armours/Gloves/GlovesStr7",22,2,2,"Goliath Gauntlets","Gantelets de goliath","Goliath-Panzerhandschuhe","ゴライアスガントレット","거인 건틀릿","Manoplas de Golias","Перчатки гиганта","Guanteletes de goliat","Goliath Gauntlets","巨靈護手","Metadata/Items/Armours/Gloves/AbstractGloves",53,"",[],1,"",[38],1,7929,-580595284,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1264,"Metadata/Items/Armours/Gloves/GlovesStr8",22,2,2,"Vaal Gauntlets","Gantelets vaal","Vaal-Panzerhandschuhe","ヴァールガントレット","바알 건틀릿","Manoplas Vaal","Перчатки ваал","Guanteletes vaal","Vaal Gauntlets","瓦爾護手","Metadata/Items/Armours/Gloves/AbstractGloves",63,"",[],1,"","[38,1050]",1,7928,-87440311,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1265,"Metadata/Items/Armours/Gloves/GlovesStr9",22,2,2,"Titan Gauntlets","Gantelets de titan","Titan-Panzerhandschuhe","タイタンガントレット","거신 건틀릿","Manoplas do Titã","Перчатки титана","Guanteletes de titán","Titan Gauntlets","巨人護手","Metadata/Items/Armours/Gloves/AbstractGloves",69,"",[],1,"","[38,1050]",1,7929,513500834,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1266,"Metadata/Items/Armours/Gloves/GlovesStr10",22,2,2,"Precursor Gauntlets","Gantelets de l'innovateur","Vorläufer-Panzerhandschuhe","先駆者のガントレット","선도자 건틀릿","Manoplas do Precursor","Перчатки предтечи","Guanteletes de precursor","Precursor Gauntlets","先行者護手","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[38,1050,33]",1,7928,-1649135996,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1267,"Metadata/Items/Armours/Gloves/GlovesStr11",22,2,2,"Leviathan Gauntlets","Gantelets de Léviathan","Leviathan-Panzerhandschuhe","リヴァイアサンガントレット","레비아탄 건틀릿","Manoplas do Leviatã","Перчатки исполина","Guanteletes de leviatán","Leviathan Gauntlets","海獸護手","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[38,1050,33]",1,7929,434018413,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1268,"Metadata/Items/Armours/Gloves/GlovesStrRitual1",22,2,2,"Preserving Gauntlets","Gantelets préservateurs","Bewahrende Panzerhandschuhe","保全のガントレット","보전의 건틀릿","Manoplas Preservadoras","Оберегающие перчатки","Guanteletes preservadores","Preserving Gauntlets","庇護手套","Metadata/Items/Armours/Gloves/AbstractGloves",10,"",[25326],1,"","[38,33]",1,14220,718045875,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1269,"Metadata/Items/Armours/Gloves/GlovesStrRitual2",22,2,2,"Guarding Gauntlets","Gantelets protecteurs","Bewachende Panzerhandschuhe","守護のガントレット","수호의 건틀릿","Manoplas Protetoras","Ограждающие перчатки","Guanteletes protectores","Guarding Gauntlets","保衛手套","Metadata/Items/Armours/Gloves/AbstractGloves",40,"",[25327],1,"","[38,33]",1,14221,-921387572,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1270,"Metadata/Items/Armours/Gloves/GlovesStrRitual3",22,2,2,"Thwarting Gauntlets","Gantelets de déjouement","Vereitelnde Panzerhandschuhe","妨害のガントレット","좌절의 건틀릿","Manoplas Frustrantes","Предотвращающие перчатки","Guanteletes desbaratadores","Thwarting Gauntlets","阻擾手套","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[25328],1,"","[38,33]",1,14222,1131110070,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1271,"Metadata/Items/Armours/Gloves/GlovesDex1",22,2,2,"Rawhide Gloves","Gants en cuir brut","Rohlederhandschuhe","生皮のグローブ","생가죽 장갑","Luvas de Couro Cru","Сыромятные перчатки","Guantes de cuero crudo","Rawhide Gloves","生皮手套","Metadata/Items/Armours/Gloves/AbstractGloves",3,"",[],1,"",[39],1,7930,859652399,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1272,"Metadata/Items/Armours/Gloves/GlovesDex2",22,2,2,"Goathide Gloves","Gants en peau de chèvre","Ziegenlederhandschuhe","山羊皮のグローブ","염소가죽 장갑","Luvas de Couro de Cabra","Сафьяновые перчатки","Guantes de cuero de cabra","Goathide Gloves","羊皮手套","Metadata/Items/Armours/Gloves/AbstractGloves",9,"",[],1,"",[39],1,7931,-585915013,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1273,"Metadata/Items/Armours/Gloves/GlovesDex3",22,2,2,"Deerskin Gloves","Gants en daim","Hirschlederhandschuhe","鹿皮のグローブ","사슴가죽 장갑","Luvas de Couro de Cervo","Юфтевые перчатки","Guantes de piel de ciervo","Deerskin Gloves","鹿皮手套","Metadata/Items/Armours/Gloves/AbstractGloves",21,"",[],1,"",[39],1,7932,-229401724,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1274,"Metadata/Items/Armours/Gloves/GlovesDex4",22,2,2,"Nubuck Gloves","Gants en nubuck","Nubuklederhandschuhe","ヌバックのグローブ","소가죽 장갑","Luvas de Nobuk","Нубуковые перчатки","Guantes de nubuck","Nubuck Gloves","砂影手套","Metadata/Items/Armours/Gloves/AbstractGloves",33,"",[],1,"",[39],1,7933,-467698321,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1275,"Metadata/Items/Armours/Gloves/GlovesDex5",22,2,2,"Eelskin Gloves","Gants en peau d'anguille","Aalhauthandschuhe","鰻皮のグローブ","장어가죽 장갑","Luvas de Pele de Enguia","Щучьи перчатки","Guantes de piel de anguila","Eelskin Gloves","鰻皮手套","Metadata/Items/Armours/Gloves/AbstractGloves",38,"",[],1,"",[39],1,7931,1894007137,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1276,"Metadata/Items/Armours/Gloves/GlovesDex6",22,2,2,"Sharkskin Gloves","Gants en peau de requin","Hailederhandschuhe","鮫皮のグローブ","상어가죽 장갑","Luvas de Pele de Tubarão","Акульи перчатки","Guantes de piel de tiburón","Sharkskin Gloves","鯊皮手套","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[39],1,7932,-1219068187,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1277,"Metadata/Items/Armours/Gloves/GlovesDex7",22,2,2,"Shagreen Gloves","Gants en chagrin","Narbenlederhandschuhe","粒起皮のグローブ","거친 생가죽 장갑","Luvas de Chagrém","Шагреневые перчатки","Guantes de zapa","Shagreen Gloves","粗革手套","Metadata/Items/Armours/Gloves/AbstractGloves",54,"",[],1,"",[39],1,7933,197434794,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1278,"Metadata/Items/Armours/Gloves/GlovesDex8",22,2,2,"Stealth Gloves","Gants de furtivité","Tarnhandschuhe","ステルスグローブ","은신 장갑","Luvas Furtivas","Шевровые перчатки","Guantes de sigilo","Stealth Gloves","匿蹤手套","Metadata/Items/Armours/Gloves/AbstractGloves",62,"",[],1,"","[39,1050]",1,7932,-241319837,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1279,"Metadata/Items/Armours/Gloves/GlovesDex9",22,2,2,"Slink Gloves","Gants de discrétion","Geschmeidige Handschuhe","スリンクグローブ","송아지 가죽 장갑","Luvas da Fuga","Замшевые перчатки","Guantes de huída","Slink Gloves","迷蹤手套","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[],1,"","[39,1050]",1,7933,1583609365,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1280,"Metadata/Items/Armours/Gloves/GlovesDex10",22,2,2,"Harpyskin Gloves","Gants en peau de harpie","Harpyienleder-Handschuhe","ハーピースキングローブ","하피가죽 장갑","Luvas de Pele de Harpia","Гарпиевые перчатки","Guantes de piel de arpía","Harpyskin Gloves","妖羽皮手套","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[39,1050,33]",1,7932,707496868,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1281,"Metadata/Items/Armours/Gloves/GlovesDex11",22,2,2,"Velour Gloves","Gants en velvantine","Velourhandschuhe","ベロアのグローブ","벨루어 장갑","Luvas de Veludo","Велюровые перчатки","Guantes de velvetón","Velour Gloves","絲絨手套","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[39,1050,33]",1,7933,-1405395074,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1282,"Metadata/Items/Armours/Gloves/GlovesDexRitual1",22,2,2,"Tinker Gloves","Gants d'horloger","Tüftlerhandschuhe","鋳掛屋のグローブ","땜장이 장갑","Luvas do Faz-tudo","Перчатки умельца","Guantes de inventor","Tinker Gloves","修補匠手套","Metadata/Items/Armours/Gloves/AbstractGloves",10,"",[25341],1,"","[39,33]",1,14223,-1058392232,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1283,"Metadata/Items/Armours/Gloves/GlovesDexRitual2",22,2,2,"Apprentice Gloves","Gants d'apprenti","Lehrlingshandschuhe","弟子のグローブ","수습생 장갑","Luvas do Aprendiz","Перчатки подмастерья","Guantes de aprendiz","Apprentice Gloves","學徒手套","Metadata/Items/Armours/Gloves/AbstractGloves",40,"",[25342],1,"","[39,33]",1,14224,1092775348,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1284,"Metadata/Items/Armours/Gloves/GlovesDexRitual3",22,2,2,"Trapsetter Gloves","Gants de piégeur","Fallenstellerhandschuhe","罠師のグローブ","덫꾼 장갑","Luvas do Armadilheiro","Перчатки ловчего","Guantes de trampero","Trapsetter Gloves","設陷者手套","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[25343],1,"","[39,33]",1,14225,-805082681,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1285,"Metadata/Items/Armours/Gloves/GlovesInt1",22,2,2,"Wool Gloves","Gants en laine","Wollhandschuhe","羊毛のグローブ","양모 장갑","Luvas de Lã","Шерстяные перчатки","Guantes de lana","Wool Gloves","羊毛手套","Metadata/Items/Armours/Gloves/AbstractGloves",3,"",[],1,"",[40],1,7934,-331666360,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1286,"Metadata/Items/Armours/Gloves/GlovesInt2",22,2,2,"Velvet Gloves","Gants en velours","Samthandschuhe","ビロードのグローブ","벨벳 장갑","Luvas de Veludo","Бархатные перчатки","Guantes de terciopelo","Velvet Gloves","絲絨手套","Metadata/Items/Armours/Gloves/AbstractGloves",12,"",[],1,"",[40],1,7935,-516809414,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1287,"Metadata/Items/Armours/Gloves/GlovesInt3",22,2,2,"Silk Gloves","Gants en soie","Seidenhandschuhe","絹のグローブ","실크 장갑","Luvas de Seda","Шёлковые перчатки","Guantes de seda","Silk Gloves","絲綢手套","Metadata/Items/Armours/Gloves/AbstractGloves",25,"",[],1,"",[40],1,7936,1493752993,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1288,"Metadata/Items/Armours/Gloves/GlovesInt4",22,2,2,"Embroidered Gloves","Gants brodés","Bestickte Handschuhe","刺繍のグローブ","수놓은 장갑","Luvas Bordadas","Расшитые перчатки","Guantes bordados","Embroidered Gloves","刺繡手套","Metadata/Items/Armours/Gloves/AbstractGloves",36,"",[],1,"",[40],1,7937,-1487308285,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1289,"Metadata/Items/Armours/Gloves/GlovesInt5",22,2,2,"Satin Gloves","Gants en satin","Satinhandschuhe","繻子のグローブ","새틴 장갑","Luvas de Cetim","Сатиновые перчатки","Guantes de satén","Satin Gloves","緞布手套","Metadata/Items/Armours/Gloves/AbstractGloves",41,"",[],1,"",[40],1,7935,-442068671,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1290,"Metadata/Items/Armours/Gloves/GlovesInt6",22,2,2,"Samite Gloves","Gants en samit","Samit-Handschuhe","絹織物のグローブ","금실 장갑","Luvas de Samito","Атласные перчатки","Guantes de seda pesada","Samite Gloves","繡布手套","Metadata/Items/Armours/Gloves/AbstractGloves",47,"",[],1,"",[40],1,7936,1507576343,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1291,"Metadata/Items/Armours/Gloves/GlovesInt7",22,2,2,"Conjurer Gloves","Gants d'envoûteur","Zauberer-Handschuhe","魔法使いのグローブ","요술사 장갑","Luvas do Conjurador","Перчатки чародея","Guantes de conjurador","Conjurer Gloves","咒者手套","Metadata/Items/Armours/Gloves/AbstractGloves",55,"",[],1,"",[40],1,7937,-1411267875,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1292,"Metadata/Items/Armours/Gloves/GlovesInt8",22,2,2,"Arcanist Gloves","Gants d'arcaniste","Arkanisten-Handschuhe","秘術師のグローブ","신비학자의 장갑","Luvas do Arcanista","Перчатки тайнописца","Guantes de arcanista","Arcanist Gloves","秘術手套","Metadata/Items/Armours/Gloves/AbstractGloves",60,"",[],1,"","[40,1050]",1,7936,18466884,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1293,"Metadata/Items/Armours/Gloves/GlovesInt9",22,2,2,"Sorcerer Gloves","Gants de sorcier","Hexer-Handschuhe","魔術師のグローブ","악령술사 장갑","Luvas do Feiticeiro","Перчатки волшебника","Guantes de hechicero","Sorcerer Gloves","術士手套","Metadata/Items/Armours/Gloves/AbstractGloves",69,"",[],1,"","[40,1050]",1,7937,1438847989,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1294,"Metadata/Items/Armours/Gloves/GlovesInt10",22,2,2,"Sage Gloves","Gants de sage","Weisenhandschuhe","賢者のグローブ","현자 장갑","Luvas do Sábio","Перчатки мудреца","Guantes de sabio","Sage Gloves","哲人手套","Metadata/Items/Armours/Gloves/AbstractGloves",78,"",[],1,"","[40,1050,33]",1,7936,406785006,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1295,"Metadata/Items/Armours/Gloves/GlovesInt11",22,2,2,"Warlock Gloves","Gants de démoniste","Hexenmeister-Handschuhe","ウォーロックグローブ","마법사 장갑","Luvas do Bruxo","Перчатки колдуна","Guantes de brujo","Warlock Gloves","術士手套","Metadata/Items/Armours/Gloves/AbstractGloves",84,"",[],1,"","[40,1050,33]",1,7937,-430066390,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1296,"Metadata/Items/Armours/Gloves/GlovesIntRitual1",22,2,2,"Leyline Gloves","Gants géomantiques","Ley-Linien-Handschuhe","聖道のグローブ","지맥 장갑","Luvas da Linha","Перчатки лучей","Guantes de línea ley","Leyline Gloves","荒野手套","Metadata/Items/Armours/Gloves/AbstractGloves",10,"",[25344],1,"","[40,33]",1,14226,-109460481,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1297,"Metadata/Items/Armours/Gloves/GlovesIntRitual2",22,2,2,"Aetherwind Gloves","Gants du vent éthérique","Ätherwind-Handschuhe","霊気風のグローブ","에테르 바람 장갑","Luvas dos Ventos de Éter","Перчатки эфирного ветра","Guantes de viento de éter","Aetherwind Gloves","乙太之風手套","Metadata/Items/Armours/Gloves/AbstractGloves",40,"",[25345],1,"","[40,33]",1,14227,1380752875,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1298,"Metadata/Items/Armours/Gloves/GlovesIntRitual3",22,2,2,"Nexus Gloves","Gants du nexus","Nexus-Handschuhe","連鎖のグローブ","연결부 장갑","Luvas do Néxus","Перчатки нексуса","Guantes de nexo","Nexus Gloves","核心手套","Metadata/Items/Armours/Gloves/AbstractGloves",70,"",[25346],1,"","[40,33]",1,14228,-1688556429,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[10450],[],"","",""
1299,"Metadata/Items/Armours/Gloves/GlovesStrDex1",22,2,2,"Fishscale Gauntlets","Gantelets en écailles de poisson","Fischschuppen-Panzerhandschuhe","魚鱗のガントレット","생선 비늘 건틀릿","Manoplas de Escama de Peixe","Чешуйчатые перчатки","Guanteletes de escamas de pez","Fishscale Gauntlets","魚鱗手套","Metadata/Items/Armours/Gloves/AbstractGloves",4,"",[],1,"",[41],1,7938,1637163709,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
1300,"Metadata/Items/Armours/Gloves/GlovesStrDex2",22,2,2,"Ironscale Gauntlets","Gantelets en écailles de fer","Eisenschuppen-Panzerhandschuhe","鉄鱗のガントレット","철제 비늘 건틀릿","Manoplas de Escamas de Ferro","Чешуйчатые железные перчатки","Guanteletes de escamas de hierro","Ironscale Gauntlets","鐵影手套","Metadata/Items/Armours/Gloves/AbstractGloves",15,"",[],1,"",[41],1,7939,1317268456,[],"","MP","MP","","","FP","MP","MP","","","","",[],[],"","","","","","",[],[],"","",""
