"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GrantedEffect","GrantedEffectHardmode","GrantedEffect2","GrantedEffect2Hardmode","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","SupportName (French)","SupportName (German)","SupportName (Japanese)","SupportName (Korean)","SupportName (Portuguese)","SupportName (Russian)","SupportName (Spanish)","SupportName (Thai)","SupportName (Traditional Chinese)","GemTags","Consumed_ModsKey","ItemColor"
379,"AnimateWeapon","","","","","","","","","","",2910,"","","","","","","","","","","","","","","","","","","","","","","","[10,25,15,8,4,33]","",4
380,"AnimateWeaponAltX","Animate Weapon of Self Reflection","Animation d'arme de l'Introspection","Waffe der Selbstreflexion beseelen","自己投影のアニメイトウェポン","자기 반사의 무기 기동","Animar Arma da Auto-reflexão","Живое оружие отражения","Animar arma de autoreflejo","ปลุกเสกอาวุธแห่งการสะท้อนตน (Animate Weapon of Self Reflection)","幻化武器．反射",2911,"","","","","","","","","","","","","","","","","","","","","","","","[10,25,15,8,4]","",1
381,"AnimateWeaponAltY","Animate Weapon of Ranged Arms","Animation d'arme à distance","Waffe der Fernwaffen beseelen","遠距離武器のアニメイトウェポン","원거리 병기의 무기 기동","Animar Arma dos Braços Distantes","Живое оружие дальнего боя","Animar arma a distancia","ปลุกเสกอาวุธแห่งสรรพาวุธระยะไกล (Animate Weapon of Ranged Arms)","幻化武器．遠程",2912,"","","","","","","","","","","","","","","","","","","","","","","","[10,25,15,8,4,33]","",2
382,"SupportEnhance","","","","","","","","","","",2970,"","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.","Modifie toutes les gemmes d'aptitudes. Lorsque cette gemme atteint le niveau 2 ou le dépasse, elle augmente la qualité des gemmes qu'elle modifie. Ne peut modifier une aptitude qui ne provient pas d'une gemme.","Unterstützt alle Fertigkeitengemmen. Sobald diese Gemme Stufe 2 oder höher erreicht, erhöht sie die Qualität der unterstützten Gemmen. Kann keine Fertigkeiten unterstützen, die nicht von Gemmen stammen.","スキルジェムをサポートする。このジェムがレベル2以上になると、サポートされたジェムの品質を上げる。ジェム由来ではないスキルはサポートされない。","모든 스킬 젬에 적용됩니다. 이 젬이 2레벨 이상이면 보조 대상 스킬 젬의 퀄리티를 올려줍니다. 젬과 관련되지 않은 스킬에는 적용되지 않습니다.","Suporta qualquer gema de habilidade. Assim que atingir nível 2 ou acima, erguerá a qualidade das gemas suportadas. Não pode suportar habilidades que não venham de gemas.","Усиливает любой камень умения. Начиная со 2 уровня будет увеличивать качество усиленных камней. Не может усиливать умения, полученные не от камней.","Asiste cualquier gema de habilidad. Una vez que esta gema alcance el nivel 2 o más, aumentará la calidad de las gemas asistidas. No puede asistir habilidades que no provengan de gemas.","ใช้เสริมหินสกิลทุกชนิด เมื่อหินนี้มีเลเวล 2 ขึ้นไป มันจะเพิ่มค่าคุณภาพของหินที่เสริม ไม่สามารถเสริมสกิลที่ไม่ได้มาจากหินได้","輔助任何技能寶石。當此寶石到達 2 等以上，會讓輔助的寶石有額外的品質。不能輔助來自非寶石的技能。","","","","","","","","","","","[29,48,10,16]",14305,4
383,"PurityOfFire","","","","","","","","","","",2973,"","","","","","","","","","","","","","","","","","","","","","","","[12,9,25,4,14,0]","",4
384,"VaalImpurityOfFire","","","","","","","","","","",8685,"",2973,"","","","","","","","","","","","","","","","","","","","","","[12,9,25,4,14,15,24,0]","",4
385,"PurityOfIce","","","","","","","","","","",2978,"","","","","","","","","","","","","","","","","","","","","","","","[12,10,25,4,14,1]","",4
386,"VaalImpurityOfIce","","","","","","","","","","",8686,"",2978,"","","","","","","","","","","","","","","","","","","","","","[12,10,25,4,14,15,24,1]","",4
387,"PurityOfLightning","","","","","","","","","","",2983,"","","","","","","","","","","","","","","","","","","","","","","","[12,11,25,4,14,2]","",4
388,"VaalImpurityOfLightning","","","","","","","","","","",8687,"",2983,"","","","","","","","","","","","","","","","","","","","","","[12,11,25,4,14,15,24,2]","",4
389,"StormCall","","","","","","","","","","",2992,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,2]","",4
390,"StormCallAltX","Storm Call of Trarthus","Appel de la foudre de Trarthus","Gewitterbeschwörung von Trarthus","トラーサスのストームコール","트라투스의 폭풍 부름","Invocar Tormenta de Trarthus","Призыв бури Тератны","Llamado de tormenta de Trarthus","เรียกสายฟ้าแห่งทาร์ทัส (Storm Call of Trarthus)","特拉特斯風暴呼喚",2993,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,33]","",3
391,"StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY","[DNT] StormCallAltY",2994,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,2]","",2
392,"VaalStormCall","","","","","","","","","","",3005,"",2992,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,24,2]","",4
393,"VaalStormCallAltX","Vaal Storm Call","Appel de la foudre vaal","Vaal-Gewitterbeschwörung","ヴァールストームコーン","바알 폭풍 부름","Invocar Tormenta Vaal","Призыв бури ваал","Llamado de tormenta vaal","วาล์ เรียกสายฟ้า (Vaal Storm Call)","瓦爾．風暴呼喚",3005,"",2993,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,24,2,33]","",1
394,"VaalStormCallAltY","Vaal Storm Call","Appel de la foudre vaal","Vaal-Gewitterbeschwörung","ヴァールストームコーン","바알 폭풍 부름","Invocar Tormenta Vaal","Призыв бури ваал","Llamado de tormenta vaal","วาล์ เรียกสายฟ้า (Vaal Storm Call)","瓦爾．風暴呼喚",3005,"",2994,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,15,24,2]","",2
395,"Flameblast","","","","","","","","","","",3067,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,0,30]","",4
396,"FlameblastAltX","Flameblast of Celerity","Conflagration de la Célérité","Flammenexplosion der Schnelligkeit","迅速のフレイムブラスト","민첩함의 화염파","Explosão Flamejante da Celeridade","Пламенный взрыв проворства","Explosión de llamas de celeridad","ระเบิดเพลิงแห่งความว่องไว (Flameblast of Celerity)","烈焰爆破．迅速",3068,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,0,30]","",1
397,"FlameblastAltY","Flameblast of Contraction","Conflagration de la Focalisation","Flammenexplosion der Konzentration","収縮のフレイムブラスト","수축의 화염파","Explosão Flamejante da Contração","Пламенный взрыв сжатия","Explosión de llamas de contracción","ระเบิดเพลิงแห่งการหดตัว (Flameblast of Contraction)","烈焰爆破．緊縮",3069,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,0,30]","",2
398,"VaalFlameblast","","","","","","","","","","",3071,"",3067,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,24,0,30]","",4
399,"VaalFlameblastAltX","Vaal Flameblast","Conflagration vaal","Vaal-Flammenexplosion","ヴァールフレイムブラスト","바알 화염파","Explosão Flamejante Vaal","Пламенный взрыв ваал","Explosión de llamas vaal","วาล์ ระเบิดเพลิง (Vaal Flameblast)","瓦爾．烈焰爆破",3071,"",3068,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,24,0,30]","",1
400,"VaalFlameblastAltY","Vaal Flameblast","Conflagration vaal","Vaal-Flammenexplosion","ヴァールフレイブラスト","바알 화염파","Explosão Flamejante Vaal","Пламенный взрыв ваал","Explosión de llamas vaal","วาล์ ระเบิดเพลิง (Vaal Flameblast)","瓦爾．烈焰爆破",3071,"",3069,"","","","","","","","","","","","","","","","","","","","","","[11,25,4,14,24,0,30]","",2
401,"Barrage","","","","","","","","","","",3123,"","","","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,6]","",4
402,"BarrageAltX","Barrage of Volley Fire","Tir de barrage intensif","Sperrfeuer der Salven","一斉発射のバラージ","일제 포격의 연발 사격","Barragem da Saraivada de Tiros","Очередь залпов","Aluvión de salvas","ระดมยิงแห่งยิงระลอก (Barrage of Volley Fire)","彈幕．齊射",3124,"","","","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,6]","",1
403,"BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY","[DNT] BarrageAltY",3125,"","","","","","","","","","","","","","","","","","","","","","","","[10,25,13,5,6]","",2
404,"BallLightning","","","","","","","","","","",2422,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,5,14,2]","",4
405,"BallLightningAltX","Ball Lightning of Orbiting","Boule de foudre de la Gravitation","Kugelblitz des Umkreisens","軌道周回のボールライトニング","공전의 구형 번개","Esfera Trovejante da Órbita","Шаровая молния орбиты","Bola de rayos en órbita","บอลสายฟ้าแห่งการโคจร (Ball Lightning of Orbiting)","天雷之珠．軌跡",2423,"","","","","","","","","","","","","","","","","","","","","","","","[11,25,4,5,14,2]","",1
