"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet1","StatSet2"
4376,"VollSlam","",[],"",4,[],[],"",0,[],"",2,1000,526,"","",[],"","","",[],"",0,0,0,"",4385,[]
4377,"VollSlamMercenary","",[],"",4,[],[],"",0,[],"",2,1000,526,"","",[],"","","",[],"",0,0,0,"",4386,[]
4378,"GeofriSlam","",[],"",4,[],[],"",0,[],"",2,1000,526,"","",[],"","","",[],"",0,3,0,"",4387,[]
4379,"AzmeriGeofriSlam","",[],"",4,[],[],"",0,[],"",2,1000,526,"","",[],"","","",[],"",0,3,0,"",4388,[]
4380,"TreasureGolemSlam","",[],"",4,[],[],"",0,[],"",2,1000,526,"","",[],"","","",[],"",0,4,0,"",4389,[]
4381,"IzaroSlam","",[],"",4,[],[],"",0,[],"",2,1000,526,"","",[],"","","",[],"",0,2,0,"",4390,[]
4382,"WaterVortex","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,0,0,"",4391,[]
4383,"WaterVortexSewer","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,2,0,"",4392,[]
4384,"WaterVortexBlood","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,3,0,"",4393,[]
4385,"WbWaterVortex","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,0,0,"",4394,[]
4386,"WaterVortexBossSideArea","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,0,0,"",4395,[]
4387,"WaterVortexNovaBossSideArea","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,0,0,"",4396,[]
4388,"ProphecyWaterVortex","",[],"",4,[],[],"",0,[],"",2,1400,527,"","",[],"","","",[],"",0,0,0,"",4397,[]
4389,"EssenceWaterVortex","",[],"",4,[],[],"",0,[],"",2,100,527,"","",[],"","","",[],"",0,0,0,"",4398,[]
4390,"IncursionMapDeviceWaterVortex","",[],"",4,[],[],"",0,[],"",2,1250,527,"","",[],"","","",[],"",0,4,0,"",4399,[]
4391,"DaressoDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,1,0,"",4400,[]
4392,"DaressoDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,1,0,"",4401,[]
4393,"DaressoDodgeBack","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,1,0,"",4402,[]
4394,"LunarisDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4403,[]
4395,"LunarisDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4404,[]
4396,"LunarisDodgeBack","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4405,[]
4397,"SandLeaperDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4406,[]
4398,"SandLeaperDodgeLeftNoCost","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4407,[]
4399,"SandLeaperDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4408,[]
4400,"SandLeaperDodgeRightNoCost","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4409,[]
4401,"SandLeaperDodgeBack","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4410,[]
4402,"HarvestSandLeaperDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",4411,[]
4403,"HarvestSandLeaperDodgeLeftFar","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",4412,[]
4404,"HarvestSandLeaperDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",4413,[]
4405,"HarvestSandLeaperDodgeRightFar","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",4414,[]
4406,"ElderGuardianDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1330,532,"","",[],"","","",[],"",0,0,0,"",4415,[]
4407,"ElderGuardianDodgeRight","",[],"",4,[],[],"",0,[],"",2,1330,532,"","",[],"","","",[],"",0,0,0,"",4416,[]
4408,"ElderGuardianDodgeBack","",[],"",4,[],[],"",0,[],"",2,1330,532,"","",[],"","","",[],"",0,0,0,"",4417,[]
4409,"ElderGuardianChaosDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4418,[]
4410,"ElderGuardianChaosDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",0,0,0,"",4419,[]
4411,"ElderGuardianChaosDodgeBack","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",4420,[]
4412,"IgnoranceDodgeFwd","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],86,"","",[],"",0,0,0,"",4421,[]
4413,"IgnoranceDodgeBwd","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],87,"","",[],"",0,0,0,"",4422,[]
4414,"IgnoranceDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],84,"","",[],"",0,0,0,"",4423,[]
4415,"IgnoranceDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],85,"","",[],"",0,0,0,"",4424,[]
4416,"VollReviveUndead","",[],"",4,[],[],"",0,[],"",2,2700,534,"","",[],"","","",[],"",0,0,0,"",4425,[]
4417,"VollReviveUndeadWithMinions","",[],"",4,[],[],"",0,[],"",2,2700,534,"","",[],"","","",[],"",0,0,0,"",4426,[]
4418,"SummonTaniwhaTail","",[],"",4,[],[],"",0,[],"",2,1000,535,"","",[],"","","",[],"",0,0,0,"",4427,[]
4419,"SummonTaniwhaBossTail","",[],"",4,[],[],"",0,[],"",2,1000,535,"","",[],"","","",[],"",0,0,0,"",4428,[]
4420,"SummonTaniwhaMapBossTail","",[],"",4,[],[],"",0,[],"",2,1000,535,"","",[],"","","",[],"",0,0,0,"",4429,[]
4421,"MoltenMortarProjectile","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4430,[]
4422,"MoltenMortarProjectileMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4431,[]
4423,"MoltenMortarProjectileMapBossLavaGround","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",171,0,0,"",4432,[]
4424,"MoltenMortarProjectileChimera","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4433,[]
4425,"MoltenMortarBlightHellion","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4434,[]
4426,"MoltenMortarProjectilePuiTotemMinion","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4435,[]
4427,"MoltenMortarProjectilePuiTotemMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4436,[]
4428,"MoltenMortarProjectileFireElemental","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4437,[]
4429,"BlightMoltenMortarProjectileFireElemental","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4438,[]
4430,"BlightMoltenMortarSummonVolatile","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",96,0,0,"",4439,[]
4431,"MoltenMortarProjectileProphecy","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",0,0,0,"",4440,[]
4432,"MoltenMortarProjectileFireElementalTalismanT2","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",6,0,0,"",4441,[]
4433,"ArakaaliMortarProjectile","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],"","","",[],"",10,0,0,"",4442,[]
4434,"ArakaaliMortarProjectileMap","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],"","","",[],"",10,0,0,"",4443,[]
4435,"WeaverWebProjectile","",[],"",4,[],[],"",0,[],"",2,1500,657,"","",[],"","","",[],"",0,0,0,"",4444,[]
4436,"WeaverWebProjectileMap","",[],"",4,[],[],"",0,[],"",2,1500,657,"","",[],"","","",[],"",0,0,0,"",4445,[]
4437,"BestiaryRhoaMortarProjectile","",[],"",4,[],[],"",0,[],"",2,770,536,"","",[],"","","",[],"",9,0,0,"",4446,[]
4438,"BestiaryGemFrogMortarProjectile","",[],"",4,[],[],"",0,[],"",2,770,536,"","",[],"","","",[],"",1,0,0,"",4447,[]
4439,"BestiarySnake1MortarProjectile","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",33,33,0,"",4448,[]
4440,"BestiarySnake1MortarProjectileEpic","",[],"",4,[],[],"",0,[],"",2,2830,536,"","",[],24,"","",[],"",33,33,0,"",4449,[]
4441,"BetrayalHakuMortar","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],"","","",[],"",33,33,0,"",4450,[]
4442,"VaalincursionMortar","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],"","","",[],"",34,34,0,"",4451,[]
4443,"VaalIncursionMortarDelve","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],"","","",[],"",34,34,0,"",4452,[]
4444,"BestiarySpiderBossSpitMortar","",[],"",4,[],[],"",0,[],"",2,2000,536,"","",[],"","","",[],"",30,0,0,"",4453,[]
4445,"BestiarySpiderBossSpitMortarLong","",[],"",4,[],[],"",0,[],"",2,2000,536,"","",[],"","","",[],"",30,0,0,"",4454,[]
4446,"IncursionGrenadeMortar","",[],"",4,[],[],"",0,[],"",2,1330,536,"","",[],"","","",[],"",37,0,0,"",4455,[]
4447,"IncursionGrenadeMortarSecondary","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",38,0,0,"",4456,[]
4448,"DelveAbyssGrenadeMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",48,0,0,"",4457,[]
4449,"DelveMonkeyAzuriteMortar","",[],"",4,[],[],"",0,[],"",2,1100,536,"","",[],"","","",[],"",49,0,0,"",4458,[]
4450,"BetrayalCatarinaSoulMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],20,"","",[],"",68,0,0,"",4459,[]
4451,"BetrayalCatarinaSoulMortar2","",[],"",4,[],[],"",0,[],"",2,1330,536,"","",[],24,"","",[],"",68,0,0,"",4460,[]
4452,"MMSDelveSpawnMortar","",[],"",4,[],[],"",0,[],"",2,1330,536,"","",[],24,"","",[],"",218,0,0,"",4461,[]
4453,"MMSAbyssSpawnMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],24,"","",[],"",225,0,0,"",4462,[]
4454,"SynthesisGuardianMortar1","",[],"",4,[],[],"",0,[],"",2,1816,536,"","",[],24,"",1,[],"",70,0,0,"",4463,[]
4455,"SynthesisGuardianMortar2","",[],"",4,[],[],"",0,[],"",2,3500,536,"","",[],25,"",1,[],"",70,0,0,"",4464,[]
4456,"SynthesisGuardianMortar3","",[],"",4,[],[],"",0,[],"",2,2664,536,"","",[],26,"",1,[],"",70,0,0,"",4465,[]
4457,"SynthesisFinalBossMortar1","",[],"",4,[],[],"",0,[],"",2,2170,536,"","",[],51,"","",[],"",71,0,0,"",4466,[]
4458,"SynthesisDroneDiveBomb","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],25,"","",[],"",72,0,0,"",4467,[]
4459,"SynthesisPhysicalTripleMortar","",[],"",4,[],[],"",0,[],"",2,3670,536,"","",[],24,"","",[],"",73,0,0,"",4468,[]
4460,"SynthesisRibbonMortar","",[],"",4,[],[],"",0,[],"",2,3300,536,"","",[],24,"","",[],"",74,0,0,"",4469,[]
4461,"SynthesisRibbonMassMortar","",[],"",4,[],[],"",0,[],"",2,3300,536,"","",[],"","","",[],"",75,0,0,"",4470,[]
4462,"SynthesisWyvernMortar","",[],"",4,[],[],"",0,[],"",2,2500,536,"","",[],24,"","",[],"",77,0,0,"",4471,[]
4463,"BlightStatueOnDeathMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",90,0,0,"",4472,[]
4464,"BlightZombieBossDaemonMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",93,0,0,"",4473,[]
4465,"AtlasExilesOrionCarpet","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",99,0,0,"",4474,[]
4466,"AxisGeneralMortar","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],24,"","",[],"",100,100,0,"",4475,[]
4467,"HeraldOfAgonyMinionMortar","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",45,0,0,"",4476,[]
4468,"HeraldOfAgonyMinionMortarBloodGuard","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",53,0,0,"",4477,[]
4469,"HeraldOfAgonyMinionMortarFaithGuard","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",54,0,0,"",4478,[]
4470,"HeraldOfAgonyMinionMortarDemonic","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",78,0,0,"",4479,[]
4471,"HeraldOfAgonyMinionMortarEmpyrean","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",89,0,0,"",4480,[]
4472,"HeraldOfAgonyMinionMortarPolarisWhite","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",97,0,0,"",4481,[]
4473,"HeraldOfAgonyMinionMortarDragonHunter","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",121,0,0,"",4482,[]
4474,"HeraldOfAgonyMinionMortarStygian","",[],"",4,[],[],"",0,[],"",2,2000,537,"",1,[],"","","",[],"",122,0,0,"",4483,[]
4475,"LegionKaruiAxeMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",82,0,0,"",4484,[]
4476,"LegionVaalWeaponThrow","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],24,"","",[],"",84,0,0,"",4485,[]
4477,"BlightPyromaniacFireElementalMortar","",[],"",4,[],[],"",0,[],"",2,930,537,"","",[],24,"","",[],"",94,0,0,"",4486,[]
4478,"BlightSnakeBossPoisonBombMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],45,"","",[],"",95,0,0,"",4487,[]
4479,"AtlasExileWarlordGladiatorMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],95,"","",[],"",112,0,0,"",4488,[]
4480,"AfflictionDemonPhysWeaponToss","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],45,"","",[],"",113,0,0,"",4489,[]
4481,"AfflictionDemonPhysWeaponTossUnique","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],45,"","",[],"",113,0,0,"",4490,[]
4482,"BlightFireModOnDeathMortar","",[],"",4,[],[],"",0,[],"",2,50,536,"","",[],"","","",[],"",91,0,0,"",4491,[]
4483,"BlightColdModOnDeathMortar","",[],"",4,[],[],"",0,[],"",2,50,536,"","",[],"","","",[],"",92,0,0,"",4492,[]
4484,"AtlasCrusaderSisterMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],28,"","",[],"",101,0,0,"",4493,[]
4485,"AtlasCrusaderSisterMortarSpectre","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],28,"","",[],"",101,0,0,"",4494,[]
4486,"MerveilMortar","",[],"",4,[],[],"",0,[],"",2,1333,536,"","",[],"","","",[],"",102,0,0,"",4495,[]
4487,"MerveilMortarMap","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",102,0,0,"",4496,[]
4488,"AtlasEyrieArcherMortar","",[],"",4,[],[],"",0,[],"",2,2330,536,"","",[],20,"","",[],"",109,0,0,"",4497,[]
4489,"AtlasEyrieKiwethMortar","",[],"",4,[],[],"",0,[],"",2,1670,536,"","",[],20,"","",[],"",110,0,0,"",4498,[]
4490,"AtlasEyrieKiwethMortarSpectre","",[],"",4,[],[],"",0,[],"",2,1670,536,"","",[],20,"","",[],"",110,0,0,"",4499,[]
4491,"AfflictionBossPhysMortarSpray","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",115,0,0,"",4500,[]
4492,"AfflictionMinionVomitMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",117,0,0,"",4501,[]
4493,"AfflictionLightningBallBombard","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",118,0,0,"",4502,[]
4494,"AfflictionLightningBallBombardTriggered","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",118,0,0,"",4503,[]
4495,"AfflictionLightningBallBombardUnique","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",118,0,0,"",4504,[]
4496,"AfflictionLightningBallBombardTriggeredUnique","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",118,0,0,"",4505,[]
4497,"AfflictionCorpseMortar","",[],"",4,[],[],"",0,[],"",2,2500,536,"","",[],45,"","",[],"",119,0,0,"",4506,[]
4498,"AfflictionSpikerDeathSpike","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",120,0,0,"",4507,[]
4499,"HarvestRegurgitatorOnDeathMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",124,0,0,"",4508,[]
4500,"HarvestGrubProjectile","",[],"",4,[],[],"",0,[],"",2,2000,537,"","",[],"","","",[],"",125,0,0,"",4509,[]
4501,"HarvestSpiderWebProjectile","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",126,0,0,"",4510,[]
4502,"HarvestBlackStriderMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",127,0,0,"",4511,[]
4503,"HarvestBlackStriderMassMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",128,0,0,"",4512,[]
4504,"HarvestChieftainVolatileMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",133,0,0,"",4513,[]
4505,"HarvestMonkeyBomb","",[],"",4,[],[],"",0,[],"",2,1100,536,"","",[],40,"","",[],"",130,0,0,"",4514,[]
4506,"MMAHarvestSandspitterMortar","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],20,"","",[],"",134,0,0,"",4515,[]
4507,"MMSHarvestShieldcrabWaterMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",135,0,0,"",4516,[]
4508,"MMSHarvestInsectSpawnerSporeBarrageMortar","",[],"",4,[],[],"",0,[],"",2,3000,536,"","",[],22,"","",[],"",136,0,0,"",4517,[]
4509,"MMAHarvestChieftainMoltenStrike","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",137,0,0,"",4518,[]
4510,"MMSHeistThugTNTThrow","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],40,"","",[],"",146,0,0,"",4519,[]
4511,"MMSHeistThugTNTThrowSpectre","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],40,"","",[],"",146,0,0,"",4520,[]
4512,"MMSHeistThugTNTThrowTrapper","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],40,"","",[],"",146,0,0,"",4521,[]
4513,"MMSHeistThugTNTThrowTrapperSpectre","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],40,"","",[],"",146,0,0,"",4522,[]
4514,"MMSHeistThugVolatileThrow","",[],"",4,[],[],"",0,[],"",2,1870,536,"","",[],27,"","",[],"",148,0,0,"",4523,[]
4515,"MMSSanctumSingleTrapThrow","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],40,"","",[],"",205,0,0,"",4524,[]
4516,"MMSSanctumMultiTrapThrow","",[],"",4,[],[],"",0,[],"",2,1870,536,"","",[],27,"","",[],"",206,0,0,"",4525,[]
4517,"ThaumaturgyMoltenMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",139,0,13,"",4526,[]
4518,"MMSHeistEngineerBridgeMortar","",[],"",4,[],[],"",0,[],"",2,2000,536,"","",[],20,"","",[],"",145,0,0,"",4527,[]
4519,"MMSHeistThugOilVase","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],24,"","",[],"",147,0,0,"",4528,[]
4520,"MMSHeistTrapperEliteTNTThrow","",[],"",4,[],[],"",0,[],"",2,1200,536,"","",[],40,"","",[],"",149,0,0,"",4529,[]
4521,"MMSHeistIslaMortar","",[],"",4,[],[],"",0,[],"",2,2000,536,"","",[],20,"","",[],"",152,0,0,"",4530,[]
4522,"MMAHeistThugTrapperLightningGridMine","",[],"",4,[],[],"",0,[],"",2,1000,537,"","",[],"","","",[],"",151,0,0,"",4531,[]
4523,"MMAHeistThugTrapperEnsnaringTotemMortar","",[],"",4,[],[],"",0,[],"",2,1995,537,"","",[],26,"","",[],"",153,0,0,"",4532,[]
4524,"MMSHeistRobotClockworkGolemMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],29,"","",[],"",156,0,0,"",4533,[]
4525,"MMSHeistRobotClockworkGolemMortarSpectre","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],29,"","",[],"",156,0,0,"",4534,[]
4526,"MMAHeistFriedrichGroundProjectiles","",[],"",4,[],[],"",0,[],"",2,2000,537,"","",[],20,"","",[],"",164,0,0,"",4535,[]
4527,"MMAHeistFriedrichGroundProjectiles2","",[],"",4,[],[],"",0,[],"",2,2000,537,"","",[],20,"","",[],"",165,0,0,"",4536,[]
4528,"MMAHeistFriedrichGroundProjectiles3","",[],"",4,[],[],"",0,[],"",2,2000,537,"","",[],20,"","",[],"",166,0,0,"",4537,[]
4529,"MMSIceSaplingOrbMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",168,0,0,"",4538,[]
4530,"MMSIceSaplingOrbMortarAzmeri","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",216,0,0,"",4539,[]
4531,"MMSSwampBehemothProjectile","",[],"",4,[],[],"",0,[],"",2,1183,536,"","",[],21,"","",[],"",169,0,0,"",4540,[]
4532,"MMSSwampBehemothProjectileAzmeri","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],21,"","",[],"",215,0,0,"",4541,[]
4533,"MMSIceSaplingOrbMortarBlood","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",170,0,0,"",4542,[]
4534,"MMSRitualMiniMeteor","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",172,0,0,"",4543,[]
4535,"MMSIceSaplingOrbMortarReturn","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",168,0,0,"",4544,[]
4536,"MMSIceSaplingOrbMortarBloodReturn","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",170,0,0,"",4545,[]
4537,"MMSStandaloneBreachPhysBossBones","",[],"",4,[],[],"",0,[],"",2,1066,536,"","",[],20,"","",[],"",174,0,0,"",4546,[]
4538,"MMSTrialMasterBossFireMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",177,0,0,"",4547,[]
4539,"MMSTrialMasterBossColdMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",178,0,0,"",4548,[]
4540,"MMSTrialMasterBossLightningMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",179,0,0,"",4549,[]
4541,"MMSTrialMasterBossSpikeMortar","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",180,0,0,"",4550,[]
4542,"MMSExpeditionTujenGrenade","",[],"",4,[],[],"",0,[],"",2,2000,536,"","",[],40,"","",[],"",188,0,0,"",4551,[]
4543,"MMSHellscapeFleshPustule","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",189,0,0,"",4552,[]
4544,"MMSHellscapeDemonBossBloodVomitSmall","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",190,0,0,"",4553,[]
4545,"MMSAzmeriDemonBloodVomitSmall","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",190,0,0,"",4554,[]
4546,"MMSHellscapeDemonBossBloodVomitMedium","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",191,0,0,"",4555,[]
4547,"MMSAzmeriDemonBloodVomitMedium","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",191,0,0,"",4556,[]
4548,"MMSHellscapeDemonBossBloodVomitLarge","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",192,0,0,"",4557,[]
4549,"MMSAzmeriDemonBloodVomitLarge","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],93,"","",[],"",192,0,0,"",4558,[]
4550,"MMSHellscapeDemonBossCremation","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",196,0,0,"",4559,[]
4551,"MMSHellscapeDemonEliteTripleMortar","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",193,0,0,"",4560,[]
4552,"MMSAzmeriShepherdTripleMortar","",[],"",4,[],[],"",0,[],"",2,1500,536,"","",[],20,"","",[],"",193,0,0,"",4561,[]
4553,"MMSHellscapeDemonEliteVomitMortar","",[],"",4,[],[],"",0,[],"",2,2700,536,"","",[],22,"","",[],"",194,0,0,"",4562,[]
4554,"MMSAzmeriShepherdVomitMortar","",[],"",4,[],[],"",0,[],"",2,2700,536,"","",[],22,"","",[],"",194,0,0,"",4563,[]
4555,"MMSCrucibleHerderVomitMortar","",[],"",4,[],[],"",0,[],"",2,2700,536,"","",[],22,"","",[],"",212,0,0,"",4564,[]
4556,"MMSAtlasInvadersCleansingFodder1","",[],"",4,[],[],"",0,[],"",2,1066,536,"","",[],20,"","",[],"",197,0,0,"",4566,[]
4557,"MMSSanctumHarpy","",[],"",4,[],[],"",0,[],"",2,1066,536,"","",[],20,"","",[],"",203,0,0,"",4565,[]
4558,"MMSCleansingBossBugBarrage","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"",173,"",[],"",198,0,0,"",4567,[]
4559,"MMSDoomBossVomitComet","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",199,0,0,"",4568,[]
4560,"MMSArchnemesisBombardier","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",200,0,0,"",4569,[]
4561,"MMSSanctumCandleProjectile","",[],"",4,[],[],"",0,[],"",2,1000,536,"","",[],"","","",[],"",204,0,0,"",4570,[]
