"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","QuestFlag1","QuestFlag2","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","bool_112","f32_113"
1245,"LeagueHarvestFinalBossOrange","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Anger.env",[],[],[],[],"",53,"",0
1246,"LeagueHarvestFinalBossBlue","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Bulb.env",[],[],[],[],"",53,"",0
1247,"LeagueHarvestFinalBossGreen","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Scale.env",[],[],[],[],"",53,"",0
1248,"LeagueHarvestFinalBossRed","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Thorn.env",[],[],[],[],"",53,"",0
1249,"LeagueHarvestFinalBossEmerge","Metadata/EnvironmentSettings/LeagueHarvest_EmergeTransition.env",[],[],[],[],"",53,"",0
1250,"SilenceOverride","Metadata/EnvironmentSettings/SilentOverride.env",[],[],[],[],"",54,"",0
1251,"HeistSuccess","Metadata/EnvironmentSettings/HeistResolveSuccess.env",[],[],[],[],"",54,"",0
1252,"HeistFailure","Metadata/EnvironmentSettings/HeistResolveFailure.env",[],[],[],[],"",54,"",0
1253,"MavenHub","Metadata/EnvironmentSettings/EndGameAtlasMaven.env",[],[],[],[],"","","",0
1254,"MavenBossDefault","Metadata/EnvironmentSettings/EndGameAtlasMavenBoss.env",[],[],[],[],"","","",0
1255,"MavenBossFight","Metadata/EnvironmentSettings/EndGameAtlasMavenBossFight.env",[],[],[],[],"","","",0
1256,"MavenBossRush","Metadata/EnvironmentSettings/EndGameAtlasMavenBossRush.env",[],[],[],[],"","","",0
1257,"LeagueRitualFire","Metadata/EnvironmentSettings/LeagueRitualFire.env",[],[],[],[],"",55,"",0
1258,"LeagueRitualCold","Metadata/EnvironmentSettings/LeagueRitualCold.env",[],[],[],[],"",55,"",0
1259,"LeagueRitualChaos","Metadata/EnvironmentSettings/LeagueRitualChaos.env",[],[],[],[],"",55,"",0
1260,"LeagueRitualChaos2","Metadata/EnvironmentSettings/LeagueRitualChaos2.env",[],[],[],[],"",55,"",0
1261,"LeagueRitualCold2","Metadata/EnvironmentSettings/LeagueRitualCold2.env",[],[],[],[],"",55,"",0
1262,"LeagueRitualFire2","Metadata/EnvironmentSettings/LeagueRitualFire2.env",[],[],[],[],"",55,"",0
1263,"LeagueRitualGeneric","Metadata/EnvironmentSettings/LeagueRitualGeneric.env",[],[],[],[],"",55,"",0
1264,"LeagueRitualGolden","Metadata/EnvironmentSettings/LeagueRitualGolden.env",[],[],[],[],"",55,"",0
1265,"LeagueRitualGreenChaos","Metadata/EnvironmentSettings/LeagueRitualGreenChaos.env",[],[],[],[],"",55,"",0
1266,"LeagueRitualLightning","Metadata/EnvironmentSettings/LeagueRitualLightning.env",[],[],[],[],"",55,"",0
1267,"LeagueRitualLightning2","Metadata/EnvironmentSettings/LeagueRitualLightning2.env",[],[],[],[],"",55,"",0
1268,"LeagueRitualNecromantic","Metadata/EnvironmentSettings/LeagueRitualNecromantic.env",[],[],[],[],"",55,"",0
1269,"LeagueRitualPhysicalBlood","Metadata/EnvironmentSettings/LeagueRitualPhysicalBlood.env",[],[],[],[],"",55,"",0
1270,"LeagueRitualPhysicalBlood2","Metadata/EnvironmentSettings/LeagueRitualPhysicalBlood2.env",[],[],[],[],"",55,"",0
1271,"LeagueRitualVaal","Metadata/EnvironmentSettings/LeagueRitualVaal.env",[],[],[],[],"",55,"",0
1272,"LeagueUltimatum_Arena","Metadata/EnvironmentSettings/LeagueUltimatum_Arena.env",[],[],[],[],"","","",0
1273,"LeagueUltimatum_Boss_Arena","Metadata/EnvironmentSettings/LeagueUltimatum_Boss_Arena.env",[],[],[],[],"","","",0
1274,"LeagueUltimatum_TimeNeutral","Metadata/EnvironmentSettings/LeagueUltimatum_TimeNeutral.env",[],[],[],[],"",57,"",0
1275,"LeagueUltimatum_Challenge","Metadata/EnvironmentSettings/LeagueUltimatum_Challenge.env",[],[],[],[],"",57,"",0
1276,"LeagueUltimatum_Completed","Metadata/EnvironmentSettings/LeagueUltimatum_Completed.env",[],[],[],[],"",57,"",0
1277,"ExpeditionBattlegroundGraves","Metadata/EnvironmentSettings/Expedition_BattlegroundGraves.env",[],[],[],[],"","","",0
1278,"ExpeditionKaruiWargraves","Metadata/EnvironmentSettings/Expedition_KaruiWargraves.env",[],[],[],[],"","","",0
1279,"ExpeditionBluffs","Metadata/EnvironmentSettings/Expedition_Bluffs.env",[],[],[],[],"","","",0
1280,"ExpeditionRottingTemple","Metadata/EnvironmentSettings/Expedition_RottingTemple.env",[],[],[],[],"","","",0
1281,"ExpeditionShipwreckReef","Metadata/EnvironmentSettings/Expedition_ShipwreckReef.env",[],[],[],[],"","","",0
1282,"ExpeditionCemetery","Metadata/EnvironmentSettings/Expedition_Cemetery.env",[],[],[],[],"","","",0
1283,"ExpeditionSarnSlums","Metadata/EnvironmentSettings/Expedition_SarnSlums.env",[],[],[],[],"","","",0
1284,"ExpeditionDriedRiverbed","Metadata/EnvironmentSettings/Expedition_DriedRiverbed.env",[],[],[],[],"","","",0
1285,"ExpeditionMountainside","Metadata/EnvironmentSettings/Expedition_Mountainside.env",[],[],[],[],"","","",0
1286,"ExpeditionForestRuins","Metadata/EnvironmentSettings/Expedition_ForestRuins.env",[],[],[],[],"","","",0
1287,"ExpeditionVaalTemple","Metadata/EnvironmentSettings/Expedition_VaalTemple.env",[],[],[],[],"","","",0
1288,"ExpeditionUtzaalOutskirts","Metadata/EnvironmentSettings/Expedition_UtzaalOutskirts.env",[],[],[],[],"","","",0
1289,"ExpeditionDesertRuins","Metadata/EnvironmentSettings/Expedition_DesertRuins.env",[],[],[],[],"","","",0
1290,"ExpeditionScrublands","Metadata/EnvironmentSettings/Expedition_Scrublands.env",[],[],[],[],"","","",0
1291,"ExpeditionVolcano","Metadata/EnvironmentSettings/Expedition_Volcano.env",[],[],[],[],"","","",0
1292,"ExpeditionArenaMedvedOverride","Metadata/EnvironmentSettings/Expedition_ArenaMedvedOverride.env",[],[],[],[],"","","",0
1293,"ExpeditionArenaVorana","Metadata/EnvironmentSettings/Expedition_ArenaVorana.env",[],[],[],[],"","","",0
1294,"ExpeditionArenaOlroth","Metadata/EnvironmentSettings/Expedition_ArenaOlroth.env",[],[],[],[],"","","",0
1295,"ExpeditionArenaOlrothEntrance","Metadata/EnvironmentSettings/Expedition_ArenaOlroth_PreRevive.env","[""Metadata/EnvironmentSettings/Expedition_ArenaOlroth_Entrance.env""]",[],[],[],0,"","",0
1296,"ExpeditionArenaUhtred","Metadata/EnvironmentSettings/Expedition_ArenaUhtred.env",[],[],[],[],"","","",0
1297,"ExpeditionSubareaSewers","Metadata/EnvironmentSettings/Expedition_Sewers.env",[],[],[],[],"","","",0
1298,"ExpeditionUndergroundSand","Metadata/EnvironmentSettings/Expedition_UndergroundSand.env",[],[],[],[],"","","",0
1299,"ExpeditionSubareaCrypt","Metadata/EnvironmentSettings/Expedition_SubareaCrypt.env",[],[],[],[],"","","",0
1300,"ExpeditionSubareaAcidCaverns","Metadata/EnvironmentSettings/Expedition_SubareaAcidCaverns.env",[],[],[],[],"","","",0
1301,"ExpeditionSubareaCaves","Metadata/EnvironmentSettings/Expedition_SubareaCaves.env",[],[],[],[],"","","",0
1302,"ExpeditionSubareaFungiDungeon","Metadata/EnvironmentSettings/Expedition_FungiDungeon.env",[],[],[],[],"","","",0
1303,"ExpeditionSubareaCryptArchers","Metadata/EnvironmentSettings/Expedition_SubAreaCryptArchers.env",[],[],[],[],"","","",0
1304,"ExpeditionSealedVault","Metadata/EnvironmentSettings/Expedition_SealedVault.env",[],[],[],[],"","","",0
1305,"ExpeditionSubareaSpiderNest","Metadata/EnvironmentSettings/Expedition_SpiderNest.env",[],[],[],[],"","","",0
1306,"ExpeditionEncounter","Metadata/EnvironmentSettings/ExpeditionEncounter.env",[],[],[],[],"",58,"",0
1307,"ExpeditionSaga","Metadata/EnvironmentSettings/ExpeditionSaga.env",[],[],[],[],"",58,"",0
1308,"HellscapeDemon","Metadata/EnvironmentSettings/LeagueHellscape_03.env",[],[],[],[],"",59,"",0
1309,"HellscapeDemonCloudy","Metadata/EnvironmentSettings/LeagueHellscape_03_Cloud.env",[],[],[],[],"",59,"",0
1310,"HellscapeFlesh","Metadata/EnvironmentSettings/LeagueHellscape_01.env",[],[],[],[],"",59,"",0
1311,"HellscapeFleshCloudy","Metadata/EnvironmentSettings/LeagueHellscape_01_Cloud.env",[],[],[],[],"",59,"",0
1312,"HellscapePale","Metadata/EnvironmentSettings/LeagueHellscape_02.env",[],[],[],[],"",59,"",0
1313,"HellscapePaleCloudy","Metadata/EnvironmentSettings/LeagueHellscape_02_Cloud.env",[],[],[],[],"",59,"",0
1314,"HellscapeAshesFalling","Metadata/EnvironmentSettings/LeagueHellscape_01Effect1.env",[],[],[],[],"",59,"",0
1315,"HellscapeAshes","Metadata/EnvironmentSettings/LeagueHellscape_01Effect2.env",[],[],[],[],"",59,"",0
1316,"HellscapeEmbers","Metadata/EnvironmentSettings/LeagueHellscape_02Effect1.env",[],[],[],[],"",59,"",0
1317,"HellscapeEmbersFalling","Metadata/EnvironmentSettings/LeagueHellscape_02Effect2.env",[],[],[],[],"",59,"",0
1318,"HellscapeEmbers2","Metadata/EnvironmentSettings/LeagueHellscape_03Effect1.env",[],[],[],[],"",59,"",0
1319,"HellscapeEmbersFalling2","Metadata/EnvironmentSettings/LeagueHellscape_03Effect2.env",[],[],[],[],"",59,"",0
1320,"CleansingBossLantern","Metadata/EnvironmentSettings/EndGamePrimordialBoss3_lantern.env",[],[],[],[],"","","",0
1321,"LeagueLake","Metadata/EnvironmentSettings/LeagueLake.env",[],[],[],[],"","","",0
1322,"SanctumCellar","Metadata/EnvironmentSettings/LeagueSanctumCellar.env",[],[],[],[],"","","",0
1323,"SanctumVaults","Metadata/EnvironmentSettings/LeagueSanctumVaults.env",[],[],[],[],"","","",0
1324,"SanctumNave","Metadata/EnvironmentSettings/LeagueSanctumNave.env",[],[],[],[],"","","",0
1325,"SanctumCrypt","Metadata/EnvironmentSettings/LeagueSanctumCrypt.env",[],[],[],[],"","","",0
1326,"SanctumFoyer_Start","Metadata/EnvironmentSettings/LeagueSanctumFoyer_Start.env",[],[],[],[],"","","",0
1327,"SanctumLyciaArena","Metadata/EnvironmentSettings/LeagueSanctumLyciaArena.env",[],[],[],[],"","","",0
1328,"HellscapeHideout","Metadata/EnvironmentSettings/HellscapeHideout.env",[],[],[],[],"","","",0
1329,"HellscapeHideout2","Metadata/EnvironmentSettings/HellscapeHideoutCloudy.env",[],[],[],[],"","","",0
1330,"LeagueCrucibleArea","Metadata/EnvironmentSettings/LeagueCrucibleArea.env",[],[],[],[],"","","",0
1331,"CrucibleLeagueWorld","Metadata/EnvironmentSettings/CrucibleLeagueWorld.env",[],[],[],[],"","","",0
1332,"ancestraltest","Metadata/EnvironmentSettings/ancestraltest.env",[],[],[],[],"","","",0
1333,"HallsOfTheDeadLeague","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_arena.env",[],[],[],[],"","","",0
1334,"HallsOfTheDeadLeague_backroom","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_backroom.env",[],[],[],[],"","","",0
1335,"HallsOfTheDeadLeague_darkbackroom","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_darkbackroom.env",[],[],[],[],"","","",0
1336,"HallsOfTheDeadLeague_planning","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_planning.env",[],[],[],[],"",67,"",0
1337,"AzmeriWoods","Metadata/EnvironmentSettings/LeagueAzmeriWoods.env",[],[],[],[],"",68,"",0
1338,"AzmeriArena","Metadata/EnvironmentSettings/LeagueAzmeriArena.env",[],[],[],[],"",68,"",0
1339,"AzmeriTunnel","Metadata/EnvironmentSettings/LeagueAzmeriTunnel.env",[],[],[],[],"",68,"",0
1340,"KaruiHideoutFireEnv","Metadata/EnvironmentSettings/hideout_weather_fire.env",[],[],[],[],"","","",0
1341,"KaruiHideoutSnowEnv","Metadata/EnvironmentSettings/hideout_weather_snow.env",[],[],[],[],"","","",0
1342,"KaruiHideoutStormEnv","Metadata/EnvironmentSettings/hideout_weather_storm.env",[],[],[],[],"","","",0
1343,"NecropolisOutdoor","Metadata/EnvironmentSettings/LeagueNecropolis_Outdoor.env",[],[],[],[],"","","",0
1344,"Settlers_Kingsmarch","Metadata/EnvironmentSettings/LeagueSettlers_Kingsmarch.env",[],[],[],[],"","","",0
1345,"Settlers_FallenStarArena","Metadata/EnvironmentSettings/LeagueSettlers_FallenStarArena.env",[],[],[],[],"","","",0
1346,"Settlers_PirateCoveArena","Metadata/EnvironmentSettings/LeagueSettlers_PirateCoveArena.env",[],[],[],[],"","","",0
1347,"Settlers_AlleywayArena","Metadata/EnvironmentSettings/LeagueSettlers_AlleywayArena.env",[],[],[],[],"","","",0
1348,"BismuthOreStormEnv","Metadata/EnvironmentSettings/weather_storm.env",[],[],[],[],"","","",0
1349,"TrailerSettlersBeach","Metadata/EnvironmentSettings/LeagueSettlers_TrailerBeach.env",[],[],[],[],"","","",0
1350,"KalguurPirateBoss_FightMusic","Metadata/EnvironmentSettings/KalguurPirateBossFight.env",[],[],[],[],"","","",0
1351,"BismuthOreFireEnv","Metadata/EnvironmentSettings/weather_fire.env",[],[],[],[],"","","",0
1352,"BismuthOreSnowEnv","Metadata/EnvironmentSettings/weather_snow.env",[],[],[],[],"","","",0
1353,"SettlersOreEncounterMusic","Metadata/EnvironmentSettings/LeagueSettlers_Encounter.env",[],[],[],[],"","","",0
1354,"AngerBossEnv","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss1_Arena.env",[],[],[],[],"","","",0
1355,"IgnoranceBossEnv","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss2_Arena.env",[],[],[],[],"","","",0
1356,"BenevolenceBossEnv","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss3_Arena.env",[],[],[],[],"","","",0
1357,"AngerBossEnvPostFight","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss1_Postfight.env",[],[],[],[],"","","",0
1358,"IgnoranceBossEnvPostFight","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss2_Postfight.env",[],[],[],[],"","","",0
1359,"BenevolenceBossEnvPostFight","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss3_Postfight.env",[],[],[],[],"","","",0
1360,"BreachMonastery","Metadata/EnvironmentSettings/LeagueBreach_Monastery.env",[],[],[],[],"","","",0
1361,"BreachTowerEnv","Metadata/EnvironmentSettings/LeagueChayula_Tower.env",[],[],[],[],"","","",0
1362,"BreachTowerEnvEnraged","Metadata/EnvironmentSettings/LeagueChayula_Tower_Enraged.env",[],[],[],[],"",75,"",0
1363,"LeagueBrequelHiveEncounter","Metadata/EnvironmentSettings/LeagueBrequelHiveEncounter.env",[],[],[],[],"",75,"",0
1364,"LeagueBrequelHiveEncounter_Music","Metadata/EnvironmentSettings/LeagueBrequelHiveEncounter_Music.env",[],[],[],[],"",75,"",0
1365,"LeagueBrequelEncounter_Music","Metadata/EnvironmentSettings/LeagueBrequelEncounter_Music.env",[],[],[],[],"",75,"",0
1366,"FaridunLeagueBossArena","Metadata/EnvironmentSettings/LeagueFaridun_BossArena.env",[],[],[],[],"","","",0
1367,"FaridunLeagueMirage","Metadata/EnvironmentSettings/EndGameDam_mirage.env",[],[],[],[],"",76,"",0
1368,"FaridunLeagueMirageIndoors","Metadata/EnvironmentSettings/EndGameDam_mirage_indoor.env",[],[],[],[],"",76,"",0
1369,"LeagueBreachRitualistEnvironment","Metadata/EnvironmentSettings/LeagueBrequelRitualEncounter.env",[],[],[],[],"","","",0
