"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","bool_117"
175,"SpellSupressChance","Spell Damage Suppression Chance","Chances de Réprimer les Dégâts des sorts","Chance auf Unterdrücken von Zaubern","スペルダメージ抑制確率","주문 피해 억제 확률","Chance de Suprimir Dano Mágico","Шанс подавить урон от чар","Probabilidad de atenuar daño de hechizos","โอกาส ยับยั้ง ความเสียหาย เวท","法術傷害壓抑機率",[14920],1,[],[],1,1,[],0,1
176,"SpelSuppressAmount","Suppressed Spell Damage Prevention","Prévention des Dégâts des sorts Réprimés","Verhinderung von unterdrücktem Zauberschaden","スペルダメージ抑制軽減率","억제된 주문 피해 방지","Prevenção do Dano Mágico Suprimido","Предотвращение подавленного урона от чар","Neutralización del daño de hechizos atenuado","ความเสียหาย เวท ที่ถูกยับยั้ง","壓抑法術傷害預防",[14924],1,[],[],1,1,[],0,1
177,"FireImmunity","Immune to Fire Damage","Immunité aux Dégâts de feu","Immun gegen Feuerschaden","火ダメージ完全耐性","화염 피해에 면역","Imune a Dano de Fogo","Иммунитет к урону от огня","Inmune al daño de fuego","ไม่ได้รับความเสียหายจาก ไฟ","免疫火焰傷害",[4515],4,[],[],1,1,[],0,1
178,"FireResist","Fire Resistance","Résistance au feu","Feuerwiderstand","火耐性","화염 저항","Resistência a Fogo","Сопротивление огню","Resistencia al fuego","ค่าต้านทาน ไฟ","火焰抗性","[308,2091]",5,[],[],1,"",[],4,1
179,"ColdImmunity","Immune to Cold Damage","Immunité aux Dégâts de froid","Immun gegen Kälteschaden","冷気ダメージ完全耐性","냉기 피해 면역","Imune a Dano de Gelo","Иммунитет к урону от холода","Inmune al daño de hielo","ไม่ได้รับความเสียหายจาก น้ำแข็ง","免疫冰冷傷害",[4516],4,[],[],1,1,[],0,1
180,"ColdResist","Cold Resistance","Résistance au froid","Kältewiderstand","冷気耐性","냉기 저항","Resistência a Gelo","Сопротивление холоду","Resistencia al hielo","ค่าต้านทาน น้ำแข็ง","冰冷抗性","[307,2092]",5,[],[],1,"",[],4,1
181,"LightningImmunity","Immune to Lightning Damage","Immunité aux Dégâts de foudre","Immun gegen Blitzschaden","雷ダメージ完全耐性","번개 피해 면역","Imune a Dano de Raio","Иммунитет к урону от молнии","Inmune al daño de rayo","ไม่ได้รับความเสียหายจาก สายฟ้า","免疫閃電傷害",[4517],4,[],[],1,1,[],0,1
182,"LightningResist","Lightning Resistance","Résistance à la foudre","Blitzwiderstand","雷耐性","번개 저항","Resistência a Raio","Сопротивление молнии","Resistencia al rayo","ค่าต้านทาน สายฟ้า","閃電抗性","[309,2093]",5,[],[],1,"",[],4,1
183,"ChaosImmunity","Immune to Chaos Damage","Immunité aux Dégâts de chaos","Immun gegen Chaosschaden","混沌ダメージ完全耐性","카오스 피해에 면역","Imune a Dano de Caos","Иммунитет к урону хаосом","Inmune al daño de caos","ไม่ได้รับความเสียหายจาก เคออส","免疫混沌傷害",[4518],4,[],[],1,1,[],0,1
184,"ChaosResist","Chaos Resistance","Résistance au chaos","Chaoswiderstand","混沌耐性","카오스 저항","Resistência a Caos","Сопротивление хаосу","Resistencia al caos","ค่าต้านทาน เคออส","混沌抗性","[310,2094]",5,[],[],1,"",[],4,1
185,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time","Résistance aux Dégâts de chaos sur la durée","Chaoswiderstand gegen Schaden über Zeit","継続ダメージに対する混沌耐性","지속 피해 대응 카오스 저항","Resistência a Caos contra Dano Degenerativo","Сопротивление хаосу от постепенного урона","Resistencia al caos contra daño degenerativo","ค่าต้านทาน เคออส ต่อความเสียหายต่อเนื่อง","對持續傷害的混沌抗性","[5943,6205]",5,[6202],[698],1,"",[],0,1
186,"BlockChance","Chance to Block Attack Damage","Chance de Bloquer les Dégâts des attaques","Chance auf Blocken von Angriffsschaden","アタックブロック率","공격 피해 막기 확률","Chance de Bloquear o Dano dos Ataques","Шанс блока урона от атак","Probabilidad de bloquear daño de ataques","โอกาสบล็อคความเสียหาย โจมตี","攻擊傷害格擋率","[942,14965]",5,[7365],[],1,1,[],0,1
187,"ProjBlockChance","Chance to Block Projectile Attack Damage","Chance de Bloquer les Dégâts des projectiles des attaques","Chance auf Blocken von Projektilangriffsschaden","アタック投射物ブロック率","투사체 공격 피해 막기 확률","Chance de Bloquear Dano de Ataques de Projetéis","Шанс блока урона от атак снарядами","Probabilidad de bloquear daño de ataques de proyectiles","โอกาสบล็อคความเสียหาย โจมตี โพรเจกไทล์","投射物攻擊格擋率",[1075],1,"[1072,7365]",[],1,1,[],0,1
188,"SpellBlockChance","Chance to Block Spell Damage","Chance de Bloquer les Dégâts des sorts","Chance auf Blocken von Zauberschaden","スペルブロック率","주문 피해 막기 확률","Chance de Bloquear Dano Mágico","Шанс блока урона от чар","Probabilidad de bloquear daño de hechizos","โอกาสบล็อคความเสียหาย เวท","法術傷害格擋率",[243],1,[7366],[],1,1,[],0,1
189,"SpellProjBlockChance","Chance to Block Projectile Spell Damage","Chance de Bloquer les Dégâts des projectiles des sorts","Chance auf Blocken von Projektilzauberschaden","スペル投射物ブロック率","투사체 주문 피해 막기 확률","Chance de Bloquear Dano Mágico de Projetéis","Шанс блока урона от чар снарядами","Probabilidad de bloquear daño de hechizos de proyectiles","โอกาสบล็อคความเสียหาย เวท โพรเจกไทล์","投射物法術格擋率",[1074],1,[19171],[],1,1,[],0,1
190,"BlockRec","Block Recovery modifier","Modificateur de Récupération après Blocage","Modifikator für Blockerholung","ブロック復帰モッド","막기 회복 속성 부여","Modificador de Recuperação do Bloqueio","Модификатор восстановления блока","Modificador de recuperación de bloqueo","ม็อดการฟื้นตัวจากการบล็อค","格擋恢復修正",[17918],7,[],[],1,1,[],0,1
191,"StunRec","Stun Recovery modifier","Modificateur de Récupération après Étourdissement","Modifikator für Betäubungserholung","スタン復帰モッド","기절 회복 속성 부여","Modificador da Recuperação do Atordoamento","Модификатор восстановления оглушения","Modificador de recuperación de aturdimiento","ม็อดการฟื้นตัวจากสถานะ สตัน","暈眩恢復修正",[282],7,[],[],1,1,[],0,1
192,"StunAvoid","Stun Avoidance","Chances de ne pas subir d'Étourdissement","Betäuben vermeiden","スタン無効化確率","기절 긴급회피","Anulação de Atordoamento","Избегание оглушения","Evasión de aturdimiento","การหลีกเลี่ยงสถานะ สตัน ","避免暈眩",[196],1,[],[1193],1,1,[],0,1
193,"StunImmune","Cannot be Stunned","Immunité à l'Étourdissement","Kann nicht betäubt werden","スタン状態にならないか","기절 불가","Não pode ser Atordoado","Иммунитет к оглушению","No puedes ser aturdido","ไม่ติดสถานะ สตัน","免疫暈眩",[1193],4,[],[],1,1,[],0,1
194,"StunImmuneSpells","Cannot be Stunned by Spells","Immunité à l'Étourdissement provenant des sorts","Kann von Zaubern nicht betäubt werden","スペルによりスタン状態にならないか","주문으로 기절 불가","Não pode ser Atordoado por Magias","Иммунитет к оглушению чарами","No puedes ser aturdido por hechizos","ไม่ติดสถานะ สตัน จากเวท","免疫法術暈眩",[7473],4,[],[1193],1,1,[],0,1
195,"StunImmuneAttacks","Cannot be Stunned by Attacks","Immunité à l'Étourdissement provenant des attaques","Kann von Angriffen nicht betäubt werden","アタックによりスタン状態にならないか","공격으로 기절 불가","Não pode ser Atordoado por Ataques","Иммунитет к оглушению атаками","No puedes ser aturdido por ataques","ไม่ติดสถานะ สตัน จากการโจมตี","免疫攻擊暈眩",[7474],4,[],[1193],1,1,[],0,1
196,"EnemyCritReduce","Enemy Crit Extra Damage reduction","Diminution des Dégâts critiques supplémentaires ennemis","Zusätzliche Schadensminderung bei gegnerischem krit. Treffer","敵からのクリティカル余剰ダメージ軽減","적 치명타 추가 피해 감소","Redução do Dano Extra de Críticos Inimigos","Снижение дополнительного урона от критического удара врага","Reducción de daño crítico extra de los enemigos","การลดความเสียหายพิเศษจากคริติคอลของศัตรู","敵人暴擊額外傷害減免",[5029],1,[],[],1,1,[],0,""
197,"BleedingAvoid","Bleeding Avoidance","Chances de ne pas subir de Saignement","Vermeiden von Bluten","出血無効化確率","출혈 긴급회피","Anulação de Sangramento","Избегание кровотечение","Evasión del sangrado","หลีกเลี่ยงสถานะ เลือดไหล","避免流血",[4495],1,[],[8245],1,1,[],0,""
