"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid_24","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32_64","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","bool_142","rid_143","Gender","bool_167","i32_168"
214,"Metadata/NPC/Info/VaalLetters/VaalLetter_07","Vaal Letter","Lettre vaal","Brief der Vaal","ヴァールの手紙","바알 서신","Carta Vaal","Письмо ваал","Carta vaal","จดหมายวาล์","瓦爾信函","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",-1,[],[],-32515,"","","",1,"","","",0
215,"Metadata/NPC/Info/VaalLetters/VaalLetter_08","Vaal Letter","Lettre vaal","Brief der Vaal","ヴァールの手紙","바알 서신","Carta Vaal","Письмо ваал","Carta vaal","จดหมายวาล์","瓦爾信函","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",-1,[],[],21848,"","","",1,"","","",0
216,"Metadata/NPC/Info/VaalLetters/VaalLetter_09","Vaal Letter","Lettre vaal","Brief der Vaal","ヴァールの手紙","바알 서신","Carta Vaal","Письмо ваал","Carta vaal","จดหมายวาล์","瓦爾信函","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",-1,[],[],-32759,"","","",1,"","","",0
217,"Metadata/NPC/Info/VaalLetters/VaalLetter_10","Vaal Letter","Lettre vaal","Brief der Vaal","ヴァールの手紙","바알 서신","Carta Vaal","Письмо ваал","Carta vaal","จดหมายวาล์","瓦爾信函","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",-1,[],[],-8559,"","","",1,"","","",0
218,"Metadata/NPC/Info/VaalLetters/VaalLetter_11","Vaal Letter","Lettre vaal","Brief der Vaal","ヴァールの手紙","바알 서신","Carta Vaal","Письмо ваал","Carta vaal","จดหมายวาล์","瓦爾信函","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",-1,[],[],23168,"","","",1,"","","",0
219,"Metadata/NPC/Info/VaalLetters/VaalLetter_12","Vaal Letter","Lettre vaal","Brief der Vaal","ヴァールの手紙","바알 서신","Carta Vaal","Письмо ваал","Carta vaal","จดหมายวาล์","瓦爾信函","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",-1,[],[],-9519,"","","",1,"","","",0
220,"Metadata/NPC/Act7/SinTown","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC","","","","","","","","","","","","",7,[72],[73],4086,"","",1,1,"","M","",0
221,"Metadata/NPC/Act7/SinRalakesh","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC",2394,"","","","","","","","","","","",7,[72],[73],-13287,"","",1,1,"","M","",0
222,"Metadata/NPC/Act7/SinGruthkul","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC",2396,"","","","","","","","","","","",7,[72],[73],27715,"","",1,1,"","M","",0
223,"Metadata/NPC/Act7/SinArakaali","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC",2398,"","","","","","","","","","","",7,[72],[73],-7443,"","",1,1,"","M","",0
224,"Metadata/NPC/Act7/SinMaligaro","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC","","","","","","","","","","","","",7,[72],[73],-3808,"","",1,1,"","M","",0
225,"Metadata/NPC/Act7/Weylam","Weylam Roth","Weylam Roth","Weylam Roth","ウェイラム・ロス","웨일럼 로스","Weylam Roth","Вейлам Рот","Weylam Roth","เวย์แลม รอธ","威廉羅斯","Metadata/NPC/NPC","","","Weylam","Weylam","Weylam","ウェイラム","웨일럼","Weylam","Вейлам","Weylam","เวย์แลม","威廉",7,[70],[71],-889,"","",1,1,"","M","",0
226,"Metadata/NPC/Act7/YeenaTown","Yeena","Yeena","Yeena","イーナ","이이나","Yeena","Йина","Yeena","ยีนา","伊娜","Metadata/NPC/NPC","","","","","","","","","","","","",7,[8],[9],-13679,"","",1,1,17,"F","",0
227,"Metadata/NPC/Act7/YeenaVaalCity","Yeena","Yeena","Yeena","イーナ","이이나","Yeena","Йина","Yeena","ยีนา","伊娜","Metadata/NPC/NPC","","","","","","","","","","","","",7,[],[],9841,"","",1,1,"","F","",0
228,"Metadata/NPC/Act7/Eramir","Eramir","Éramir","Eramir","エラミール","에라미어","Eramir","Эрамир","Eramir","เอระเมียร์","艾米爾","Metadata/NPC/NPC","","","","","","","","","","","","",7,[6],[7],-11132,"","",1,1,"","M","",0
229,"Metadata/NPC/Act7/Helena","Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜","Metadata/NPC/NPC","",3,"","","","","","","","","","",7,[24],[25],-29089,"","",1,1,6,"F","",0
230,"Metadata/NPC/Act7/SilkSins","Silk","Fil-de-soie","Silk","シルク","실크","Silk","Шёлк","Silk","ซิลค์","斯克","Metadata/NPC/NPC","","","","Fil","","","","","","","","",7,[13],[],-26843,"","",1,1,"","M","",0
231,"Metadata/NPC/Act7/SilkArakaali","Silk","Fil-de-soie","Silk","シルク","실크","Silk","Шёлк","Silk","ซิลค์","斯克","Metadata/NPC/NPC","","","","Fil","","","","","","","","",7,[],[],-27574,"","",1,1,"","M","",0
232,"Metadata/NPC/Act8/Hargan","Hargan","Hargan","Hargan","ハーガン","하간","Hargan","Харган","Hargan","ฮาร์แกน","賀根","Metadata/NPC/Act3/Hargan","","","","","","","","","","","","",8,[14],[15],-20904,"","",1,1,7,"M","",0
233,"Metadata/NPC/Act8/Maramoa","Maramoa","Maramoa","Maramoa","マラモア","마라모아","Maramoa","Марамоа","Maramoa","มารามัว","馬拉莫","Metadata/NPC/Act3/Maramoa","","","","","","","","","","","","",8,[18],[19],30830,"","",1,1,"","F","",0
234,"Metadata/NPC/Act8/ClarissaTown","Clarissa","Clarissa","Clarissa","クラリッサ","클라리사","Clarissa","Кларисса","Clarissa","แคลร์ริสซา","卡爾麗莎","Metadata/NPC/NPC","","","","","","","","","","","","",8,[22],[23],-3802,"","",1,1,18,"F","",0
235,"Metadata/NPC/Act8/ClarissaQuay","Clarissa","Clarissa","Clarissa","クラリッサ","클라리사","Clarissa","Кларисса","Clarissa","แคลร์ริสซา","卡爾麗莎","Metadata/NPC/NPC","","","","","","","","","","","","",8,[],[],-23170,"","",1,1,"","F","",0
236,"Metadata/NPC/Act8/Tolman","Tolman","Tolman","Tolman","トールマン","톨먼","Tolman","Толман","Tolman","โทลแมน","托爾曼","Metadata/NPC/NPC","","","","","","","","","","","","",8,[],[],16048,"","",1,1,"","M","",0
237,"Metadata/NPC/Act8/SinTown","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC","","","","","","","","","","","","",8,[72],[73],5435,"","",1,1,"","M","",0
238,"Metadata/NPC/Act8/SinDoedre","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC","","","","","","","","","","","","",8,[72],[73],-9728,"","",1,1,"","M","",0
239,"Metadata/NPC/Act8/SinYugul","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC",2399,"","","","","","","","","","","",8,[72],[73],4470,"","",1,1,"","M","",0
240,"Metadata/NPC/Act8/SinSolarisLunaris","Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪","Metadata/NPC/NPC",2400,"","","","","","","","","","","",8,[72],[73],13230,"","",1,1,"","M","",0
241,"Metadata/NPC/Act5/Avarius","Avarius","Avarius","Avarius","アヴェリアス","아배리우스","Avarius","Аварий","Avarius","อาวาริอุส","伊爾莉斯","Metadata/NPC/NPC","","","","","","","","","","","","",5,[],[],1892,"","",1,1,"","M","",0
242,"Metadata/NPC/Act5/Innocence","Innocence","Innocence","Innocence","イノセンス","이노센스","Innocence","Невинность","Inocencia","อินโนเซน","善","Metadata/NPC/NPC","","","","","","","","","","","","",5,[],[],-23738,"","",1,1,"","M","",0
243,"Metadata/NPC/Info/RalakeshGlyph","Ode to Ralakesh","Ode à Ralakesh","Ode an Ralakesh","ララケシュへの叙情歌","랄라케쉬의 송가","Ode a Ralakesh","Ода Ралакешу","Oda a Ralakesh","บทกวีสรรเสริญแด่ราลาเคช","歌頌芮勒蓋許","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",7,[],[],7989,"","","",1,"","","",0
244,"Metadata/NPC/Info/SilkLetter","Love Letter","Lettre d'amour","Liebesbrief","ラブレター","연애 편지","Carta de Amor","Письмо Шёлка","Carta de amor","จดหมายรัก","情書","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",7,[],[],19213,"","","",1,"","","",0
245,"Metadata/NPC/Info/MaligaroTome","Maligaro's Manifesto","Manifeste de Maligaro","Maligaros Manifest","マリガロの声明書","말리가로의 성명서","Manifesto de Maligaro","Обращение Малигаро","Manifiesto de Malígaro","แถลงการณ์ของมาลิกาโร","馬雷葛蘿的宣言","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",7,[],[],13083,"","","",1,"","","",0
246,"Metadata/NPC/Info/ArakaaliGlyph1","Shrine to Arakaali","Autel dédié à Arakaali","Arakaalis Schrein","アラカーリの祠","아라칼리의 성소","Altar para Arakaali","Алтарь Аракаали","Santuario a Arakaali","แท่นบูชาแด่อาราคาลี","祀奉艾爾卡莉","Metadata/NPC/Info/StoryGlyphBase",3058,"","","","","","","","","","","",7,[],[],13158,"","","",1,"","","",0
247,"Metadata/NPC/Info/ArakaaliGlyph2","Shrine to Arakaali","Autel dédié à Arakaali","Arakaalis Schrein","アラカーリの祠","아라칼리의 성소","Altar para Arakaali","Алтарь Аракаали","Santuario a Arakaali","แท่นบูชาแด่อาราคาลี","祀奉艾爾卡莉","Metadata/NPC/Info/StoryGlyphBase",3058,"","","","","","","","","","","",7,[],[],-28844,"","","",1,"","","",0
248,"Metadata/NPC/Info/ArakaaliGlyph3","Shrine to Arakaali","Autel dédié à Arakaali","Arakaalis Schrein","アラカーリの祠","아라칼리의 성소","Altar para Arakaali","Алтарь Аракаали","Santuario a Arakaali","แท่นบูชาแด่อาราคาลี","祀奉艾爾卡莉","Metadata/NPC/Info/StoryGlyphBase",3058,"","","","","","","","","","","",7,[],[],-25433,"","","",1,"","","",0
249,"Metadata/NPC/Info/ArakaaliGlyph4","Shrine to Arakaali","Autel dédié à Arakaali","Arakaalis Schrein","アラカーリの祠","아라칼리의 성소","Altar para Arakaali","Алтарь Аракаали","Santuario a Arakaali","แท่นบูชาแด่อาราคาลี","祀奉艾爾卡莉","Metadata/NPC/Info/StoryGlyphBase",3058,"","","","","","","","","","","",7,[],[],7503,"","","",1,"","","",0
250,"Metadata/NPC/Info/ArakaaliGlyph5","Shrine to Arakaali","Autel dédié à Arakaali","Arakaalis Schrein","アラカーリの祠","아라칼리의 성소","Altar para Arakaali","Алтарь Аракаали","Santuario a Arakaali","แท่นบูชาแด่อาราคาลี","祀奉艾爾卡莉","Metadata/NPC/Info/StoryGlyphBase",3058,"","","","","","","","","","","",7,[],[],-31215,"","","",1,"","","",0
251,"Metadata/NPC/Info/UtulaGlyph1","Kitava's Hunger I","Kitava, l'Affamé I","Kitavas Hunger I","キタヴァの飢え I","키타바의 굶주림 I","Fome de Kitava I","Голод Китавы I","El hambre de Kitava I","ความหิวโหยของคิทาวา 1","奇塔弗的饑餓 I","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",5,[],[],-17811,"","","",1,"","","",0
252,"Metadata/NPC/Info/UtulaGlyph2","Kitava's Hunger II","Kitava, l'Affamé II","Kitavas Hunger II","キタヴァの飢え II","키타바의 굶주림 II","Fome de Kitava II","Голод Китавы II","El hambre de Kitava II","ความหิวโหยของคิทาวา 2","奇塔弗的饑餓 II","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",5,[],[],23233,"","","",1,"","","",0
253,"Metadata/NPC/Info/UtulaGlyph3","Kitava's Hunger III","Kitava, l'Affamé III","Kitavas Hunger III","キタヴァの飢え III","키타바의 굶주림 III","Fome de Kitava III","Голод Китавы III","El hambre de Kitava III","ความหิวโหยของคิทาวา 3","奇塔弗的饑餓 III","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",5,[],[],-22213,"","","",1,"","","",0
254,"Metadata/NPC/Info/DominusPrisonOrders","Order of Protection","Ordre de protection","Schutzanordnung","保護命令書","보호 명령","Ordem de Proteção","Приказ о защите","Orden de protección","คำสั่งคุ้มครอง","保護令","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",1,[],[],281,"","","",1,"","","",0
255,"Metadata/NPC/Info/ShavronneManifesto","Shavronne's Manifesto","Manifeste de Shavronne","Shavronnes Manifest","シャヴロンの声明書","샤브론의 성명서","Manifesto da Shavronne","Обращение Шавронн","Manifiesto de Shavronne","แถลงการณ์ของแชฟรอนน์","薛朗的宣言","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],-23185,"","","",1,"","","",0
256,"Metadata/NPC/Info/AbberathGlyph","Primitive Carving","Gravures primitives","Primitive Schnitzarbeit","原始的な彫刻","원시적인 조각","Escultura Primitiva","Первобытное послание","Tallado primitivo","หินสลักดึกดำบรรพ์","原始石雕","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],18511,"","","",1,"","","",0
257,"Metadata/NPC/Info/RyslathaGlyph","Worn Carving","Gravures primitives","Verwitterte Schnitzarbeit","摩耗した彫刻","낡은 조각","Escultura Desgastada","Потёртое послание","Tallado desgastado","หินสลักสึกกร่อน","腐朽石雕","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],13014,"","","",1,"","","",0
258,"Metadata/NPC/Info/TukohamaGlyph","Karui Carving","Gravures karuies","Karui-Schnitzarbeit","カルイの彫刻","카루이 조각","Escultura Karui","Послание каруи","Tallado karui","หินสลักคารุย","卡魯石雕","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],-1931,"","","",1,"","","",0
259,"Metadata/NPC/Info/BrineKingGlyph1","Message in a Bottle","Message en bouteille","Flaschenpost","ビンに詰め込まれたメッセージ","병 안의 서신","Mensagem na Garrafa","Послание в бутылке","Mensaje en una botella","จดหมายในขวดแก้ว","瓶中信","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],-8573,"","","",1,"","","",0
260,"Metadata/NPC/Info/BrineKingGlyph2","Leatherbound Logbook","Journal de bord relié de cuir","Ledergebundenes Logbuch","革装の航海日誌","가죽 제본 항해 일지","Diário de Bordo de Couro","Журнал в кожаной обложке","Registro forrado en cuero","สมุดปูมเรือปกหนัง","皮革日誌","Metadata/NPC/Info/StoryGlyphBase",2391,"","","","","","","","","","","",6,[],[],29311,"","","",1,"","","",0
261,"Metadata/NPC/Info/BrineKingGlyph3","Letter Fragment","Fragment de lettre","Brieffragment","破れた手紙","편지 조각","Fragmento de Carta","Обрывок письма","Fragmento de carta","ชิ้นส่วนจดหมาย","信件碎片","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],-27425,"","","",1,"","","",0
262,"Metadata/NPC/Info/BrineKingGlyph4","Templar Report","Rapport de templier","Templerbericht","テンプラーの報告","템플러 보고서","Relatório Templário","Отчет жрецов","Reporte templario","รายงานเทมพลาร์","聖堂報告","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],-15126,"","","",1,"","","",0
263,"Metadata/NPC/Info/BrineKingGlyph5","Shrine to the Brine King","Autel dédié au Roi des Embruns","Schrein des Gischtkönigs","海水の王の神殿","염수왕의 성소","Altar para o Rei da Salmoura","Алтарь Морского царя","Santuario al Rey del mar","แท่นบูชาแด่ราชันน้ำเค็ม","祀奉海洋之王","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",6,[],[],32312,"","","",1,"","","",0
264,"Metadata/NPC/Info/DoedreManifesto","Doedre's Manifesto","Manifeste de Doedre","Doedres Manifest","ドードリの声明書","도이드리의 성명서","Manifesto de Doedre","Обращение Доэдре","Manifiesto de Doedre","แถลงการณ์ของโดเอดรี","德瑞的宣言","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",8,[],[],5960,"","","",1,"","","",0
