"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456","string_456 (French)","string_456 (German)","string_456 (Japanese)","string_456 (Korean)","string_456 (Portuguese)","string_456 (Russian)","string_456 (Spanish)","string_456 (Thai)","string_456 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","Achievement","MultiPartAchievement","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","AilmentThreshold","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777","MonsterCategory"
1987,"Metadata/Monsters/BloodElemental/WbBloodElementalMinion",464,16,3,6,9,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/TormentedCharlatanElementalMinion","[6883,4207]",1,"","",65,2,6,1,11,0,"[819,74,780,774,816,764,30,29,765,118,794,801,55]",100,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Vengeful Blood","Sang vengeur","Rachsüchtiges Blut","復讐の血","복수의 피","Sangue Vingativo","Зов мести","Sangre vengativa","โลหิตเคียดแค้น","復仇之血",85,85,1500,[],[],"","","","",0,[],[37629],[],"",1,6,100,0,0,100,61829,"","","M","N","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,85,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1988,"Metadata/Monsters/BloodElemental/BloodlinesCongealedMudBloodElemental",453,16,4,6,13,"[""Metadata/Monsters/WaterElemental/WaterElemental.act""]","[""Metadata/Monsters/WaterElemental/Mud/MudBloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodlinesCongealedBloodElemental","[4211,10403]",1,"","",130,4,6,1,11,0,"[34,819,74,780,774,797,141,816,764,120,30,29,765,801,55]",200,[],105,105,700,500,0,"[403,161,4285,4330,3053]","Metadata/Monsters/BloodElemental/BloodlinesCongealedMudBloodElemental.ais",[],"",5,"Congealed Mud","Boue coagulée","Erstarrter Matsch","凝固した泥","굳은 진흙","Lama Congelada","Запёкшийся грязевик","Lodo cuajado","โคลนที่ข้นแข็ง","凝結之泥",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,16602,"","","F","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1989,"Metadata/Monsters/BloodElemental/BloodElementalPietyEmerge",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmergePiety",[6883],1,"","",100,3,6,1,11,0,"[819,74,780,774,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Blood Elemental","Élémentaire de sang","Blutelementar","ブラッドエレメンタル","피의 정령","Elemental de Sangue","Элементаль крови","Elemental de sangre","ธาตุโลหิต","血元素",153,102,1500,[],[],"","","","",0,[],[37629],[719],"",1,6,100,0,0,100,33903,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/misc/blank_once.ao","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1990,"Metadata/Monsters/BloodElemental/BloodElementalPietyEmergeStandalone",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmergePiety",[6883],1,"","",100,3,6,1,11,0,"[819,74,780,774,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Blood Elemental","Élémentaire de sang","Blutelementar","ブラッドエレメンタル","피의 정령","Elemental de Sangue","Элементаль крови","Elemental de sangre","ธาตุโลหิต","血元素",153,102,1500,[],[],"","","","",0,[],[37629],[719],"",1,6,100,0,0,100,24621,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/misc/blank_once.ao","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1991,"Metadata/Monsters/BloodElemental/ProphecyBloodElemental",457,16,4,6,9,"[""Metadata/Monsters/BloodElemental/ProphecyBloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/ProphecyBloodElemental",[],1,"","",130,4,6,1,11,0,"[34,819,74,780,774,797,141,816,764,30,29,765,32,118,801,55]",200,[],105,105,700,500,0,"[403,1640,75]","Metadata/Monsters/BloodElemental/ProphecyBloodElemental.ais",[],"",1,"Fated Coagulate","Coagulé prédestiné","Prophezeite Gerinnung","フェイティドコアギュレート","예견된 응고","Coágulo Profetizado","Сгусток из пророчества","Coágulo sangriento","ร่างเลือดต้องชะตา","宿凝血靈",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,47235,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1992,"Metadata/Monsters/BloodElemental/ProphecyBloodElementalStandalone",457,16,4,6,9,"[""Metadata/Monsters/BloodElemental/ProphecyBloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/ProphecyBloodElementalStandalone",[],1,"","",130,4,6,1,11,0,"[34,819,74,780,774,141,816,764,30,29,765,32,118,801,55]",200,[],105,105,700,500,0,"[403,1640,75]","Metadata/Monsters/BloodElemental/ProphecyBloodElemental.ais",[],"",1,"Fated Coagulate","Coagulé prédestiné","Prophezeite Gerinnung","フェイティドコアギュレート","예견된 응고","Coágulo Profetizado","Сгусток из пророчества","Coágulo sangriento","ร่างเลือดต้องชะตา","宿凝血靈",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,32765,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1993,"Metadata/Monsters/WaterElemental/WaterElementalPure",423,20,3,6,13,"[""Metadata/Monsters/WaterElemental/Temple/TempleEle.act""]","[""Metadata/Monsters/WaterElemental/Temple/TempleEle.ao""]","Metadata/Monsters/WaterElemental/WaterElementalHidden",[],1,"","",100,3,6,1,11,0,"[175,34,819,767,74,126,791,816,796,764,30,29,765,125,801,123,55]",135,[],105,105,700,500,0,"[411,87]","Metadata/Monsters/WaterElemental/WaterElemental.ais",[],"",9,"Holy Water","Eau bénite","Weihwasser","聖なる水","성수","Água Benta","Святая вода","Agua bendita","น้ำมนต์","聖水之靈",113,108,1500,[],[],"","","","",0,[],[],[704],"",1,6,100,0,0,100,29023,"","","F","N","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1994,"Metadata/Monsters/WaterElemental/WaterElementalPureStandalone__",423,20,3,6,13,"[""Metadata/Monsters/WaterElemental/Temple/TempleEle.act""]","[""Metadata/Monsters/WaterElemental/Temple/TempleEle.ao""]","Metadata/Monsters/WaterElemental/WaterElemental",[],1,"","",100,3,6,1,11,0,"[175,34,819,767,74,126,791,816,764,30,29,765,125,801,123,55]",135,[],105,105,700,500,0,"[411,87]","Metadata/Monsters/WaterElemental/WaterElemental.ais",[],"",9,"Holy Water","Eau bénite","Weihwasser","聖なる水","성수","Água Benta","Святая вода","Agua bendita","น้ำมนต์","聖水之靈",113,108,1500,[],[],"","","","",0,[],[],[704],"",1,6,100,0,0,100,50461,"","","F","N","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1995,"Metadata/Monsters/Undying/CityStalkerMale",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[],1,"","",115,3,6,6,1,0,"[56,806,777,774,48,796,803,764,31,29,765,118,77]",100,[],70,105,700,500,0,[403],"Metadata/Monsters/CityStalkers/CityStalkerMelee.ais",[],"",2,"Undying Untouchable","Intouchable nonmourant","Unvergänglicher Unantastbarer","不死の賤民","산 송장 최강","Intocável Perpétuo","Бессмертный неприкасаемый","Intocable imperecedero","Undying Untouchable","不朽戒士",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,49804,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
1996,"Metadata/Monsters/Undying/CityStalkerMale2",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[],1,"","",115,3,6,6,1,0,"[34,56,806,777,774,48,768,796,803,764,31,29,765,32,118,77]",100,[],70,105,700,500,0,"[403,901]","Metadata/Monsters/CityStalkers/CityStalkerSpark.ais",[],"",2,"Undying Subject","Sujet nonmourant","Unvergänglicher Untertan","不死の被験体","산 송장 숭배자","Cobaia Perpétua","Бессмертный испытуемый","Individuo imperecedero","Undying Subject","不朽信徒",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,46803,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
1997,"Metadata/Monsters/Undying/CityStalkerMale2Hellscape",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[],1,"","",115,3,6,6,1,0,"[34,56,806,777,774,48,768,803,764,31,29,765,32,118,77]",100,[],70,105,700,500,0,"[403,901]","Metadata/Monsters/CityStalkers/CityStalkerSpark.ais",[],"",2,"Undying Subject","Sujet nonmourant","Unvergänglicher Untertan","不死の被験体","산 송장 숭배자","Cobaia Perpétua","Бессмертный испытуемый","Individuo imperecedero","Undying Subject","不朽信徒",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,50797,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",1
1998,"Metadata/Monsters/Undying/CityStalkerMale3",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/MaleNoSurge.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1NoSurge.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[5054],1,"","",115,3,6,6,1,0,"[34,56,806,777,774,48,768,796,803,764,31,29,765,32,118,77]",100,[],70,105,700,500,0,"[403,4847]","Metadata/Monsters/CityStalkers/CityStalkerStormcall.ais",[],"",2,"Undying Inductor","Inducteur nonmourant","Unvergänglicher Induktor","不死の誘導者","산 송장 수여자","Indutor Perpétuo","Бессмертный индуктор","Inductor imperecedero","Undying Inductor","不朽傳教士",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,39741,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
1999,"Metadata/Monsters/Undying/CityStalkerMale3Hellscape",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/MaleNoSurge.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1NoSurge.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[5054],1,"","",115,3,6,6,1,0,"[34,56,806,777,774,48,768,803,764,31,29,765,32,118,77]",100,[],70,105,700,500,0,"[403,4847]","Metadata/Monsters/CityStalkers/CityStalkerStormcall.ais",[],"",2,"Undying Inductor","Inducteur nonmourant","Unvergänglicher Induktor","不死の誘導者","산 송장 수여자","Indutor Perpétuo","Бессмертный индуктор","Inductor imperecedero","Undying Inductor","不朽傳教士",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,22,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",1
2000,"Metadata/Monsters/Undying/CityStalkerMale4",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/Male2.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[5054],1,"","",115,3,6,6,1,0,"[34,56,806,777,774,48,796,803,764,31,29,765,118,77]",100,[],70,105,700,500,0,"[403,5332]","Metadata/Monsters/CityStalkers/CityStalkerBladeVortex.ais",[],"",2,"Undying Shredder","Déchiqueteur nonmourant","Unvergänglicher Zerfetzer","不死の破砕者","산 송장 파괴자","Retalhador Perpétuo","Бессмертный кромсатель","Desgarrador imperecedero","Undying Shredder","不朽毀滅者",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,33462,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2001,"Metadata/Monsters/Undying/CityStalkerMale5",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[],1,"","",115,3,6,6,1,0,"[56,806,777,774,48,796,803,764,31,29,765,118,77]",100,[],70,105,700,500,0,[403],"Metadata/Monsters/CityStalkers/CityStalkerMelee.ais",[],"",2,"Undying Untouchable","Intouchable nonmourant","Unvergänglicher Unantastbarer","不死の賤民","산 송장 최강","Intocável Perpétuo","Бессмертный неприкасаемый","Intocable imperecedero","Undying Untouchable","不朽戒士",125,100,1245,[],[],"","","","",0,[],[],[],1,1,4,27,0,0,27,15927,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2002,"Metadata/Monsters/Undying/CityStalkerMaleHoly",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/MaleHoly.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[],1,"","",115,3,6,6,1,0,"[34,56,766,806,777,774,48,796,803,764,31,29,765,118,77]",100,[],70,105,700,500,0,"[403,16]","Metadata/Monsters/CityStalkers/CityStalkerHolyFireball.ais",[],"",2,"Undying Champion","Champion nonmourant","Unvergänglicher Streiter","不死のチャンピオン","산 송장 용사","Campeão Perpétuo","Бессмертный защитник","Campeón imperecedero","Undying Champion","不朽頭目",125,100,1245,[],[],"","","","",0,[],[],[],1,1,3,100,3,100,27,23818,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2003,"Metadata/Monsters/Undying/CityStalkerMaleTotem",551,37,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/MaleTotem.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalker",[],1,"","",115,3,6,6,1,0,"[56,806,777,774,48,796,803,764,31,29,765,118,77]",100,[],70,105,700,500,0,"[403,4055]","Metadata/Monsters/CityStalkers/CityStalkerBarrageTotem.ais",[],"",2,"Undying Engineer","Ingénieur nonmourant","Unvergänglicher Ingenieur","不死のエンジニア","산 송장 기술자","Engenheiro Perpétuo","Бессмертный инженер","Ingeniero imperecedero","Undying Engineer","爆肝工程師",125,100,1245,[],[],"","","","",0,[],[],[],1,1,2,100,1,75,27,32259,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2004,"Metadata/Monsters/Undying/CityStalkerMaleMapBossBazaar",568,48,3,6,12,"[""Metadata/Monsters/CityStalkers/Male/MaleMaceDagger.act""]","[""Metadata/Monsters/CityStalkers/Male/MapBossSculptor.ao""]","Metadata/Monsters/CityStalkers/CityStalkerMapBossBazaar","[4134,13595,23583]",1,"","",161,4,6,3,1,100,"[821,56,806,775,780,774,48,797,764,825,31,765,32,118,77,805]",200,[],105,105,700,500,0,"[416,5655,6017,6018,2885,2952]","Metadata/Monsters/CityStalkers/CityStalkerMapBossBazaar.ais",[],"",2,"Ancient Sculptor","Sculpteur ancien","Uralter Bildhauer","古代の彫刻家","고대의 조각가","Escultor Ancião","Древний скульптор","Escultor antiguo","ประติมากรโบราณ","遠古雕塑者",328,400,1425,[7783],[13007],"",12,7,"",0,[],[],[],"",1,6,100,0,0,100,441,"","","M","M","","","M","MS","M","","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2005,"Metadata/Monsters/Undying/CityStalkerMaleMapBossBazaarStandalone",568,48,3,6,12,"[""Metadata/Monsters/CityStalkers/Male/MaleMaceDagger.act""]","[""Metadata/Monsters/CityStalkers/Male/MapBossSculptor.ao""]","Metadata/Monsters/CityStalkers/CityStalkerMapBossBazaarStandalone","[4134,13595,23583]",1,"","",161,4,6,3,1,100,"[821,56,806,775,780,774,48,797,764,31,765,32,118,826,77,805]",200,[],105,105,700,500,0,"[416,5655,2885]","Metadata/Monsters/CityStalkers/CityStalkerMapBossBazaar.ais",[],"",2,"Ancient Sculptor","Sculpteur ancien","Uralter Bildhauer","古代の彫刻家","고대의 조각가","Escultor Ancião","Древний скульптор","Escultor antiguo","ประติมากรโบราณ","遠古雕塑者",328,400,1425,[7783],[13007],"",12,7,"",0,[],[],[],"",1,6,100,0,0,100,9631,"","","M","M","","","M","MS","M","","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2006,"Metadata/Monsters/Undying/CityStalkerMaleMapBossBazaarElder",568,48,3,6,10,"[""Metadata/Monsters/CityStalkers/Male/MaleMaceDagger.act""]","[""Metadata/Monsters/CityStalkers/Male/MapBossSculptor.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[4134,13595,23583]",1,"","",161,4,3,3,1,100,"[821,56,827,806,775,780,774,48,797,830,31,118,77,805]",200,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",2,"Ancient Sculptor","Sculpteur ancien","Uralter Bildhauer","古代の彫刻家","고대의 조각가","Escultor Ancião","Древний скульптор","Escultor antiguo","ประติมากรโบราณ","遠古雕塑者",328,400,1425,[7783],[13007],"",12,7,"",0,[],[],[],"",1,6,100,0,0,100,22988,"","","M","M","","","M","MS","M","","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2007,"Metadata/Monsters/Undying/CityStalkerMaleMapBossPier",569,48,3,6,16,"[""Metadata/Monsters/CityStalkers/Male/MaleMaceDagger.act""]","[""Metadata/Monsters/CityStalkers/Male/MapBossArchitect.ao""]","Metadata/Monsters/CityStalkers/CityStalkerMapBossPier","[4134,12652,12647,23583]",1,"","",161,4,21,3,1,100,"[821,56,806,780,774,48,797,764,825,31,765,32,118,77,805]",200,[],105,105,700,500,0,"[416,2885,4085]","Metadata/Monsters/CityStalkers/CityStalkerMapBossPier.ais",[],"",2,"Ancient Architect","Architecte ancien","Uralter Architekt","古代の建築家","고대의 건축가","Arquiteto Ancião","Древний зодчий","Arquitecto antiguo","สถาปนิกโบราณ","遠古建築師",328,340,1425,[7783],[7783],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,53625,"","","M","M","","","M","MS","M","","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,340,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2008,"Metadata/Monsters/Undying/CityStalkerMaleMapBossPierStandalone",569,48,3,6,16,"[""Metadata/Monsters/CityStalkers/Male/MaleMaceDagger.act""]","[""Metadata/Monsters/CityStalkers/Male/MapBossArchitect.ao""]","Metadata/Monsters/CityStalkers/CityStalkerMapBossPierStandalone","[4134,12652,12647,23583]",1,"","",161,4,6,3,1,100,"[821,56,806,780,774,48,797,764,31,765,32,118,826,77,805]",200,[],105,105,700,500,0,"[416,2885,4085]","Metadata/Monsters/CityStalkers/CityStalkerMapBossPier.ais",[],"",2,"Ancient Architect","Architecte ancien","Uralter Architekt","古代の建築家","고대의 건축가","Arquiteto Ancião","Древний зодчий","Arquitecto antiguo","สถาปนิกโบราณ","遠古建築師",328,340,1425,[7783],[7783],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,44798,"","","M","M","","","M","MS","M","","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,340,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
2009,"Metadata/Monsters/Undying/CityStalkerMaleMapBossPierElder",569,48,3,6,10,"[""Metadata/Monsters/CityStalkers/Male/MaleMaceDagger.act""]","[""Metadata/Monsters/CityStalkers/Male/MapBossArchitect.ao""]","Metadata/Monsters/CityStalkers/CityStalkerMapBossPierElderClone","[4134,12652,12647,23583]",1,"","",161,4,3,3,1,100,"[821,56,827,806,780,774,48,797,830,31,118,77,805]",200,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",2,"Ancient Architect","Architecte ancien","Uralter Architekt","古代の建築家","고대의 건축가","Arquiteto Ancião","Древний зодчий","Arquitecto antiguo","สถาปนิกโบราณ","遠古建築師",328,340,1425,[7783],[7783],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,1213,"","","M","M","","","M","MS","M","","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,340,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",1
