"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
158,50,19,[5657],3,"Congratulations! You earned the Sanctum Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Sanctum ! Plus vous réussirez de défis, plus il grandira !","Du hast das Sanctum-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere davon zu erhalten!","おめでとうございます！Forbidden Sanctumトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 성역 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns! Você recebeu o Totem do Sanctum Proibido!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Святилища!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Sanctum!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้ครอบครองเสาอนุสรณ์ Sanctum แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","恭喜！你獲得聖域圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole29"
159,50,12,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Handschuhe' freigespielt!","おめでとうございます！\n第二段階の勝利のグローブを獲得しました！","축하합니다!\n승리의 장갑이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Luvas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных перчаток!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes Victoriosos!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的手部外觀：鬪陣勝利！","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 2)","Gants de la Victoire (Palier 2)","Glorreiche Handschuhe (Level 2)","勝利のグローブ（ティア2）","승리의 장갑 (2등급)","Luvas Vitoriosas (Tier 2)","Победоносные перчатки (2 уровень)","Guantes Victoriosos (nivel 2)","ถุงมือ Victorious (ระดับ 2)","手部外觀：鬪陣勝利（T2）",""
160,50,14,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Stiefel' freigespielt!","おめでとうございます！\n第二段階の勝利のブーツを獲得しました！","축하합니다!\n승리의 장화가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Botas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных сапог!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas Victoriosas!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的腳部外觀：鬪陣勝利！","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 2)","Bottes de la Victoire (Palier 2)","Glorreiche Stiefel (Level 2)","勝利のブーツ（ティア2）","승리의 장화 (2등급)","Botas Vitoriosas (Tier 2)","Победоносные сапоги (2 уровень)","Botas Victoriosas (nivel 2)","รองเท้า Victorious (ระดับ 2)","腳部外觀：鬪陣勝利（T2）",""
161,50,16,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreicher Helm' freigespielt!","おめでとうございます！\n第二段階の勝利のヘルメットを獲得しました！","축하합니다!\n승리의 투구가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Elmo Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного шлема!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco Victorioso!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的頭部外觀：鬪陣勝利！","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 2)","Casque de la Victoire (Palier 2)","Glorreicher Helm (Level 2)","勝利のヘルメット（ティア2）","승리의 투구 (2등급)","Elmo Vitorioso (Tier 2)","Победоносный шлем (2 уровень)","Casco Victorioso (nivel 2)","หมวก Victorious (ระดับ 2)","頭部外觀：鬪陣勝利（T2）",""
162,50,18,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Körperrüstung' freigespielt!","おめでとうございます！\n第二段階の勝利のアーマーを獲得しました！","축하합니다!\n승리의 갑옷이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Peitoral Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного нательного доспеха!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura Victoriosa!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的身體外觀：鬪陣勝利！","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 2)","Armure de la Victoire (Palier 2)","Glorreiche Körperrüstung (Level 2)","勝利のアーマー（ティア2）","승리의 갑옷 (2등급)","Peitoral Vitorioso (Tier 2)","Победоносный нательный доспех (2 уровень)","Armadura Victoriosa (nivel 2)","เสื้อเกราะ Victorious (ระดับ 2)","身體外觀：鬪陣勝利（T2）",""
163,50,20,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Handschuhe' freigespielt!","おめでとうございます！\n第三段階の勝利のグローブを獲得しました！","축하합니다!\n승리의 장갑이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Luvas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных перчаток!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes Victoriosos!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的手部外觀：鬪陣勝利！","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 3)","Gants de la Victoire (Palier 3)","Glorreiche Handschuhe (Level 3)","勝利のグローブ（ティア3）","승리의 장갑 (3등급)","Luvas Vitoriosas (Tier 3)","Победоносные перчатки (3 уровень)","Guantes Victoriosos (nivel 3)","ถุงมือ Victorious (ระดับ 3)","手部外觀：鬪陣勝利（T3）",""
164,50,22,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Stiefel' freigespielt!","おめでとうございます！\n第三段階の勝利のブーツを獲得しました！","축하합니다!\n승리의 장화가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Botas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных сапог!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas Victoriosas!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的腳部外觀：鬪陣勝利！","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 3)","Bottes de la Victoire (Palier 3)","Glorreiche Stiefel (Level 3)","勝利のブーツ（ティア3）","승리의 장화 (3등급)","Botas Vitoriosas (Tier 3)","Победоносные сапоги (3 уровень)","Botas Victoriosas (nivel 3)","รองเท้า Victorious (ระดับ 3)","腳部外觀：鬪陣勝利（T3）",""
165,50,24,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreicher Helm' freigespielt!","おめでとうございます！\n第三段階の勝利のヘルメットを獲得しました！","축하합니다!\n승리의 투구가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Elmo Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного шлема!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco Victorioso!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的頭部外觀：鬪陣勝利！","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 3)","Casque de la Victoire (Palier 3)","Glorreicher Helm (Level 3)","勝利のヘルメット（ティア3）","승리의 투구 (3등급)","Elmo Vitorioso (Tier 3)","Победоносный шлем (3 уровень)","Casco Victorioso (nivel 3)","หมวก Victorious (ระดับ 3)","頭部外觀：鬪陣勝利（T3）",""
166,50,26,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Körperrüstung' freigespielt!","おめでとうございます！\n第三段階の勝利のアーマーを獲得しました！","축하합니다!\n승리의 갑옷이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Peitoral Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного нательного доспеха!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura Victoriosa!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的身體外觀：鬪陣勝利！","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 3)","Armure de la Victoire (Palier 3)","Glorreiche Körperrüstung (Level 3)","勝利のアーマー（ティア3）","승리의 갑옷 (3등급)","Peitoral Vitorioso (Tier 3)","Победоносный нательный доспех (3 уровень)","Armadura Victoriosa (nivel 3)","เสื้อเกราะ Victorious (ระดับ 3)","身體外觀：鬪陣勝利（T3）",""
167,50,29,[],0,"Congratulations!\nYou earned the final tier of the Victorious Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants de la Victoire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Glorreiche Handschuhe' freigespielt!","おめでとうございます！\n最終段階の勝利のグローブを獲得しました！","축하합니다!\n승리의 장갑이 최종 등급에 도달했습니다!","Parabéns! Você ganhou outro tier das Luvas Vitoriosas!","Поздравляем!\nВы получили последний уровень победоносных перчаток!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes Victoriosos!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Victorious ระดับสุดท้ายแล้ว!","恭喜！你獲得另一階級的手部外觀：鬪陣勝利！","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 4)","Gants de la Victoire (Palier 4)","Glorreiche Handschuhe (Level 4)","勝利のグローブ（ティア4）","승리의 장갑 (4등급)","Luvas Vitoriosas (Tier 4)","Победоносные перчатки (4 уровень)","Guantes Victoriosos (nivel 4)","ถุงมือ Victorious (ระดับ 4)","手部外觀：鬪陣勝利（T4）",""
