"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","HASH32","Text2","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
865,6,"Shade of Solaris",[0],[0],1891233779,"Shade of Solaris","Ombre de Solaris","Schatten von Solaris","ソラリスの日陰","솔라리스의 그늘","Sombra de Solaris","Тень Солярис","Sombra de Solaris","Shade of Solaris","日耀之影","","F","M","","","F","FS","F","",""
866,6,"The Maelstrom Cell",[0],[0],3463172406,"The Maelström Cell","La Cellule du Maelström","Die Mahlstromzelle","渦の監房","마엘스트롬 감옥","Cela do Redemoinho","Обитель вихря","La cápsula de la vorágine","The Maelström Cell","魔暴細胞","","F","F","","","F","FS","F","",""
867,6,"The Brine Crown",[0],[0],3152850321,"The Brine Crown","La Couronne des Embruns","Die Gischtkrone","ブラインクラウン","염수 왕관","Coroa da Salmoura","Солёная корона","La corona salina","The Brine Crown","海王冠冕","","F","F","","","F","FS","F","",""
868,6,"Sin's Rebirth",[0],[0],1824461621,"Sin's Rebirth","Le Péché réincarné","Sins Wiedergeburt","シンの復活","씬의 부활","Renascimento do Pecado","Возрождение Греха","Renacimiento del Pecado","Sin's Rebirth","再生的罪惡","","M","F","","","M","NS","M","",""
869,6,"Light of Lunaris",[0],[0],3616346453,"Light of Lunaris","Lumière de Lunaris","Licht von Lunaris","ルナリスの光","루나리스의 빛","Luz de Lunaris","Свет Лунарис","Luz de Lunaris","Light of Lunaris","月影之耀","","F","N","","","M","MS","F","",""
870,6,"Kitava's Feast",[0],[0],1055546575,"Kitava's Feast","Festin de Kitava","Kitavas Festmahl","キタヴァの祝宴","키타바의 연회","Banquete de Kitava","Пир Китавы","Banquete de Kitava","Kitava's Feast","奇塔弗之盛宴","","M","N","","","M","MS","M","",""
871,6,"Duskdawn",[0],[0],249023619,"Duskdawn","Aubuscule","Dämmergrauen","ダスクドーン","황혼의 아침","Manhã Sombria","Сумеречный рассвет","Amanecer del anochecer","Duskdawn","宵曉","","M","N","","","F","MS","M","",""
872,6,"Replica Duskdawn",[0],[0],3256568121,"Replica Duskdawn","Réplique d'Aubuscule","Replik: Dämmergrauen","ダスクドーン（レプリカ）","황혼의 아침 모조품","Réplica: Manhã Sombria","Копия Сумеречного рассвета","Amanecer del anochecer (réplica)","Replica Duskdawn","贗品．宵曉","","F","F","","","F","FS","M","",""
873,6,"Perseverance",[0],[0],4287403900,"Perseverance","Persévérance","Beharrlichkeit","忍耐力","인내","Perseverança","Упорство","Perseverancia","Perseverance","恆毅意志","","F","F","","","F","NS","F","",""
874,6,"Arakaali's Fang",[0],[0],3392105801,"Arakaali's Fang","Croc d'Arakaali","Arakaalis Fangzahn","アラカーリの牙","아라칼리의 송곳니","Presa de Arakaali","Клык Аракаали","Colmillo de Arakaali","Arakaali's Fang","艾爾卡莉之牙","","M","M","","","F","MS","M","",""
875,6,"Gruthkul's Pelt",[0],[0],844945481,"Gruthkul's Pelt","Pelage de Gruthkul","Gruthkuls Pelz","グラスクルの毛皮","그루스컬의 가죽","Couro de Gruthkul","Шкура Граткул","Piel de Gruthkul","Gruthkul's Pelt","葛魯斯寇真皮","","M","M","","","M","FS","F","",""
876,6,"Presence of Chayula",[0],[0],1206245207,"Presence of Chayula","Présence de Chayula","Chayulas Gegenwart","チャユラの存在","차율라의 존재","Presença de Chayula","Присутствие Чаюлы","Presencia de Chayula","Presence of Chayula","夏烏拉之印","","F","F","","","F","NS","F","",""
877,6,"Weylam's War Chest",[0],[0],2055478090,"Weylam's War Chest","Trésor de guerre de Weylam","Weylams Kriegstruhe","ウェイラムの軍資金","웨일럼의 군자금 상자","Baú Bélico de Weylam","Резерв Вейлама","Arca de guerra de Weylam","Weylam's War Chest","威廉戰匣","","M","F","","","M","MS","F","",""
878,6,"Collateral Damage",[0],[0],514120477,"Collateral Damage","Dommage collatéral","Kollateralschaden","巻き添え被害","부가적 피해","Dano Colateral","Сопутствующий риск","Daño colateral","Collateral Damage","戰殤","","M","M","","","M","MS","M","",""
879,6,"Sudden Ignition",[0],[0],4288046102,"Sudden Ignition","Combustion subite","Plötzliches Entzünden","突然の発火","기습적인 점화","Combustão Repentina","Внезапная вспышка","Ignición súbita","Sudden Ignition","急遽點燃","","F","N","","","F","FS","F","",""
880,6,"Overwhelming Odds",[0],[0],2156085855,"Overwhelming Odds","À Un contre Cent","Überwältigende Unterlegenheit","圧倒的な不利","압도적인 역경","Possibilidades Esmagadoras","Подавляющее превосходство","Posibilidades abrumadoras","Overwhelming Odds","絕對壓制","","M","F","","","FP","NS","FP","",""
881,6,"First Snow",[0],[0],90435121,"First Snow","Premières neiges","Der erste Schnee","初雪","첫눈","Primeira Nevasca","Первый снег","Primera nieve","First Snow","初雪","","FP","M","","","F","MS","F","",""
882,6,"Omen on the Winds",[0],[0],1187452372,"Omen on the Winds","Présage porté par les vents","Omen der Winde","風に乗った前兆","바람에 실린 전조","Presságio dos Ventos","Знамение ветров","Presagio en los vientos","Omen on the Winds","乘風之兆","","M","N","","","M","NS","M","",""
883,6,"Wildfire",[0],[0],3394819326,"Wildfire","Feu de forêt","Wildfeuer","野火","도깨비불","Fogo Selvagem","Степной пожар","Fuego salvaje","Wildfire","燐火","","M","N","","","M","MS","M","",""
884,6,"Fight for Survival",[0],[0],3719008556,"Fight for Survival","Lutte pour la survie","Kampf ums Überleben","生き残るための戦い","처절한 분투","Luta pela Sobrevivência","Борьба за жизнь","Pelea por sobrevivir","Fight for Survival","存戰","","F","M","","","F","FS","F","",""
885,6,"Might and Influence",[0],[0],1910649376,"Might and Influence","Pouvoir et Influence","Macht und Einfluss","力と勢力","권력과 영향력","Poder e Influência","Сила и влияние","Poder e influencia","Might and Influence","強權之勢","","M","F","","","M","NP","M","",""
886,6,"Frozen Trail",[0],[0],808872014,"Frozen Trail","Sillage gelé","Eisiger Pfad","凍った小道","얼어붙은 길","Trilha de Gelo","Мёрзлый путь","Rastro congelado","Frozen Trail","跡凍","","M","M","","","F","MS","M","",""
887,6,"Ring of Blades",[0],[0],3863593503,"Ring of Blades","Cercle de lames","Arena der Schwerter","刃の輪","칼날 경기장","Círculo de Lâminas","Кольцо клинков","Anillo de filos","Ring of Blades","環形刃","","M","F","","","M","NS","M","",""
888,6,"Boundless Grasp",[0],[0],2549184730,"Boundless Grasp","Prise illimitée","Grenzenloses Verständnis","果てしない掌握","끝없는 장악","Domínio Sem Limites","Безграничная власть","Apretón ilimitado","Boundless Grasp","無邊抑制","","F","N","","","M","FS","M","",""
889,6,"Inevitability",[0],[0],2984031707,"Inevitability","Inévitabilité","Unumgänglichkeit","不可避","필연","Inevitabilidade","Неизбежность","Inevitabilidad","Inevitability","必然","","F","F","","","F","FS","F","",""
890,6,"Winter Burial",[0],[0],3734495032,"Winter Burial","Inhumation hivernale","Winterliches Begräbnis","冬の埋葬","한겨울의 장례식","Enterro Invernal","Зимнее погребение","Entierro invernal","Winter Burial","冬葬","","F","N","","","M","NS","M","",""
891,6,"Bisco's Leash",[0],[0],1527811786,"Bisco's Leash","Laisse de Bisco","Biscos Leine","ビスコのリード","비스코의 가죽끈","Correia de Bisco","Привязь Биско","Correa de Bisco","Bisco's Leash","畢斯寇繫帶","","F","F","","","F","FS","F","",""
892,6,"Spreading Rot",[0],[0],883958653,"Spreading Rot","Pourriture prolifère","Ausbreitende Fäulnis","広がる腐敗","퍼져가는 부패","Podridão Contagiosa","Гангрена","Podredumbre expansiva","Spreading Rot","拓蝕","","F","F","","","F","FS","F","",""
893,6,"Garukhan's Flight",[0],[0],3286079309,"Garukhan's Flight","Envol de Garukhan","Garukhans Flucht","ガルカンの飛行","가루칸의 비행","Voo de Garukhan","Полёт Гарухан","Huida de Garukhan","Garukhan's Flight","卡洛翰之影","","M","F","","","M","MS","F","",""
894,6,"Prospero's Vault",[0],[0],2846043681,"Prospero's Vault","Coffre-fort de Prospéro","Prosperos Gewölbe","プロスペロの金庫","프로스페로의 금고","Cofre de Prospero","Хранилище Проспера","Bóveda de Prospero","Prospero's Vault","普洛斯彼羅金庫","","M","N","","","M","NS","F","",""
895,6,"Debeon's Dirge",[0],[0],3813495166,"Debeon's Dirge","Hymne funèbre de Débéon","Debeons Klagelied","デビオンの悲歌","데비온의 장송곡","Endecha de Debeon","Панихида Дибиона","Música fúnebre de Debeon","Debeon's Dirge","狄恩的輓歌","","M","N","","","F","FS","F","",""
896,6,"The Wise Oak",[0],[0],448376597,"The Wise Oak","Le Chêne érudit","Der weise Eich","賢明な大樹","지혜의 참나무","O Sábio Carvalho","Мудрый дуб","El roble sabio","The Wise Oak","哲櫟","","M","M","","","M","MS","M","",""
897,6,"Violent Dead",[0],[0],1688941545,"Violent Dead","Violence des morts","Ungestüme Tote","狂暴な死者","난폭한 망자","Mortos Violentos","Ярость мертвецов","Muertos violentos","Violent Dead","亡者之殘","","F","MP","","","MP","FS","MP","",""
898,6,"Hazardous Research",[0],[0],3827404682,"Hazardous Research","Recherches dangereuses","Riskante Forschung","危険な研究","위험한 연구","Pesquisa Arriscada","Опасная наука","Investigación peligrosa","Hazardous Research","危機學","","FP","F","","","F","FS","F","",""
899,6,"Tidebreaker",[0],[0],3547547707,"Tidebreaker","Brise-marées","Wellenbrecher","タイドブレーカー","물결 분쇄기","Divisor de Águas","Волнолом","Destructor de marea","Tidebreaker","破浪者","","M","N","","","M","MS","M","",""
900,6,"Martyr of Innocence",[0],[0],1607926559,"Martyr of Innocence","Martyre d'Innocence","Märtyrer des Innocence","イノセンスの殉教者","결백한 순교자","Mártir de Innocence","Мученик Невинности","Mártir de Inocencia","Martyr of Innocence","烈士之淨","","M","N","","","M","MS","M","",""
901,6,"Bloodbond",[0],[0],249025230,"Bloodbond","Lien du sang","Blutsbande","ブラッドボンド","피붙이","Vínculo Sanguíneo","Общая плоть","Lazo de sangre","Bloodbond","血肉結合","","M","F","","","M","FS","M","",""
902,6,"Legacy Relic",[0],[0],3303108130,"Legacy Relic","Relique d'Héritage","Vermächtnis-Relikt","レガシーの遺物","물려받은 유물","Relíquia Legado","Реликтовое наследие","Reliquia de legado","วัตถุตกทอดโบราณ","不朽遺產","","F","N","","","F","NS","F","",""
903,6,"Timeworn Relic",[0],[0],2261956645,"Timeworn Chest","Coffre érodé par le temps","Abgewetzte Truhe","古びた宝箱","오래된 상자","Baú Gasto pelo Tempo","Ветхий сундук","Cofre deteriorado","หีบคร่ำครึ","古朽秘寶","","M","F","","","M","MS","M","",""
904,6,"Vaal Relic",[0],[0],217923226,"Vaal Repository","Réserve des Vaal","Vaal-Behältnis","ヴァールの宝物庫","바알의 보고","Repositório Vaal","Хранилище ваал","Arca vaal","หีบวัตถุโบราณวาล์","瓦爾資料庫","","F","N","","","M","NS","F","",""
905,6,"Forgotten Relic",[0],[0],27816932,"Forgotten Guilt","Culpabilité oubliée","Vergessene Schuld","忘れ去られた罪悪感","잊혀진 죄책감","Culpa Esquecida","Забытая вина","Remordimiento olvidado","ความรู้สึกผิดที่ถูกลืม","被遺忘的罪惡","","F","F","","","F","FS","M","",""
906,6,"Visceral Relic",[0],[0],3168894319,"Visceral Remnant","Vestige viscéral","Fleischlicher Überrest","内臓の残骸","본능적인 잔해","Resto Visceral","Внутриутробный след","Remanente visceral","ซากติดตา","臟器殘骸","","M","M","","","M","MS","M","",""
907,6,"Shiny Relic",[0],[0],928074312,"Shiny Toy Box","Coffre à jouets scintillant","Glänzende Spielzeugkiste","輝く玩具箱","반짝이는 장난감 상자","Caixa de Brinquedos Brilhante","Блестящая коробка для игрушек","Caja de juguetes brillante","กล่องของเล่นแวววาว","閃亮的玩具盒","","M","F","","","F","N","F","",""
908,6,"Archive Relic",[0],[0],3795880987,"Archive Cache","Cache d'archives","Verstecktes Archiv","記録保管箱","서고 은닉함","Baú de Arquivos","Тайный архив","Alijo de archivos","หีบบันทึกจดหมายเหตุ","暫存文案","","F","N","","","M","MS","M","",""
909,6,"Oubliette Relic",[0],[0],2427888588,"What Little Remains","Le Peu qu'il reste","Das Wenige, was bleibt","微かな残り","얼마 남지 않은 흔적","O Pouco que Restar","Малочисленные останки","Lo poco que queda","สิ่งที่หลงเหลือเพียงเล็กน้อย","剩無","","M","N","","","M","MP","M","",""
910,6,"Cosmic Relic",[0],[0],1627159774,"A Father's Love","L'Amour d'un père","Die Liebe eines Vaters","父の愛","아버지의 사랑","Amor de Pai","Отцовская любовь","El amor de un padre","ความรักจากพ่อ","父愛","","M","F","","","M","FS","M","",""
911,6,"Decaying Relic",[0],[0],293456320,"Silent Legacy","Héritage silencieux","Stummes Vermächtnis","無言の遺産","은밀한 유산","Legado Silencioso","Безмолвное наследие","Legado silencioso","มรดกอันเงียบงัน","沉默不朽","","M","N","","","M","NS","M","",""
912,6,"Lonely Relic",[0],[0],925418778,"Moment of Peace","Moment de paix","Moment des Friedens","平穏の瞬間","평화의 순간","Momento de Paz","Момент спокойствия","Momento de paz","Moment of Peace","安寧之刻","","M","M","","","M","MS","M","",""
913,6,"Reverent Relic",[0],[0],2689301778,"Moment of Truth","Moment de vérité","Moment der Wahrheit","真実の瞬間","진실의 순간","Momento da Verdade","Момент истины","Momento de verdad","Moment of Truth","真相之刻","","M","M","","","M","MS","M","",""
914,6,"Traumatic Relic",[0],[0],11114330,"Moment of Forgiveness","Moment de pardon","Moment der Vergebung","赦しの瞬間","용서의 순간","Momento do Perdão","Момент прощения","Momento de perdón","Moment of Forgiveness","寬恕之刻","","M","M","","","M","MS","M","",""
915,6,"Voidborn Relic",[0],[0],330926672,"Voidborn Chest","Coffre Néangendré","Truhe des Leerengeborenen","ヴォイドボーンチェスト","공허의 시초 상자","Peitoral do Nascido do Vácuo","Сундук Рождённого Пустотой","Cofre nacido del vacío","หีบห้วงว่าง","虛誕保險箱","","M","F","","","M","MS","M","",""
916,6,"Ryslatha's Coil",[0],[0],1053528581,"Ryslatha's Coil","Spire de Ryslatha","Ryslathas Schlinge","リスラーサのコイル","리슬라사의 감개","Bobina de Ryslatha","Моток Рюслаты","Espiral de Ryslatha","Ryslatha's Coil","瑞斯拉薩之纏","","F","F","","","F","MS","F","",""
917,6,"Speaker's Wreath",[0],[0],2196122777,"Speaker's Wreath","Couronne de l'orateur","Kranz des Redners","話し手の花冠","연설가의 화관","Coroa do Locutor","Венец Говорящего","Corona del Orador","Speaker's Wreath","預言家桂冠","","F","M","","","F","MS","F","",""
918,6,"Ahn's Contempt",[0],[0],3224200653,"Ahn's Contempt","Dédain d'Ahn","Ahns Verachtung","アンの軽蔑","안의 경멸","Desprezo de Ahn","Презрение Ахна","Desdén de Ahn","Ahn's Contempt","漢恩的蔑視","","M","F","","","M","NS","M","",""
