"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
706,"statue_alternating_buffs_item_rarity","",1,"","","[24,10]",1,3,"","","","",29,644,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,10]",[],"","","","","",[],"",[],[],1,[]
707,"statue_alternating_buffs_item_quantity","",1,"","","[466,11]",1,3,"","","","",29,646,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,11]",[],"","","","","",[],"",[],[],1,[]
708,"unique_flask_witchfire_brew","You are dealing increased Damage over Time","","","Witchfire Brew",[1964],1,3,"","","",1,29,666,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1964],[],"","","","","",[],"",[],[],1,[]
709,"unique_flask_dying_sun","You have increased Area of Effect, and fire additional Projectiles","","","Dying Sun","[423,167,14890]",1,3,"","","",1,29,670,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[423,167,14890]",[],"","","","","",[],"",[],[],1,[]
710,"atlas_lightning_golem_buff","","","","","[466,70,210]",1,3,"","","",1,29,669,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,70,210]",[],"","","","","",[],"",[],[],1,[]
711,"aura_atlas_gold_pile","You are dealing increased damage","","","Treasure Pile",[4856],1,3,"","","","",29,645,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4856],[],"","","","","",[],"",[],[],1,[]
712,"hallowed_ground_boss_invulnerability","",1,"","","[134,388,712]","",3,"","","","",29,667,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,388,712]",[],"","","","","",[],"",[],[4],1,[]
713,"elementalist_all_damage_chills","All of your damage Chills.","","","Chilling Conflux",[4822],1,3,"","","",1,29,594,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4822],[],"","","","","",[],"",[],[],1,[]
714,"elementalist_all_damage_shocks","All of your damage Shocks.","","","Shocking Conflux","[4823,648]",1,3,"","","",1,29,595,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[4823,648]",[],"","","","","",[],"",[],[],1,[]
715,"elementalist_all_damage_ignites","All of your damage Ignites.","","","Igniting Conflux","[4824,598]",1,3,"","","",1,29,596,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[4824,598]",[],"","","","","",[],"",[],[],1,[]
716,"elementalist_all_damage_chills_shocks_ignites","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3825,648,598]",1,3,"","","",1,29,593,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[3825,648,598]",[],"","","","","",[],"",[],[],1,[]
717,"shaper_minions_buff","",1,"","",[466],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
718,"map_poisoned_while_moving","",1,"","",[4839],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","PoisonedWhileMoving","","","","",7,"","",0,[],"","",[],"",[],[],[4839],[],"","","","","",[],"",[],[],1,[]
719,"map_damage_taken_while_stationary","",1,"","",[4868],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","DamageTakenWhileStationary","","","","",7,"","",0,[],"","",[],"",[],[],[4868],[],"","","","","",[],"",[],[],1,[]
720,"map_damage_taken","",1,"","",[466],1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
721,"ground_haste","You have increased Action Speed from the Slipstream.","","","Slipstream",[338],1,3,"","","","",29,671,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[4],1,[]
722,"damage_taken_on_200_mana_spent","",1,"","",[466],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
723,"mass_summon_ravens","",1,"","",[466],"",3,"","","","",29,680,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
724,"damage_and_damage_taken","",1,"","","[24,466]","",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,466]",[],"","","","","",[],"",[],[],1,[]
725,"map_damage_and_damage_taken_while_stationary","",1,"","","[4963,4964]","",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","DamageAndDamageTakenWhileStationary",1,"","","",7,"","",0,[],"","",[],"",[],[],"[4963,4964]",[],"","","","","",[],"",[],[],1,[]
726,"ground_tar_gold","Your movement speed is reduced while standing in liquid gold","","","Liquid Gold",[171],1,3,"","","","",29,681,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[4],1,[]
727,"strongbox_enrage","","","","","[728,11,171,70,24,118]",1,3,"","","","",29,654,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[728,11,171,70,24,118]",[],"","","","","",[],"",[],[],1,[]
728,"cover_in_ash","Movement speed [Slow|Slowed] and takes increased [Fire] damage","","","Covered In Ash","[5061,2028]","",3,"","","","",29,682,1,"",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],"[5061,2028]",[],"","",1,"","",[],"",[],[3],3,[]
729,"empowering_howl","","","","Empowering Howl",[435],"",3,"","","","",29,683,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[435],[],"","","","","",[],"",[],[],1,[]
730,"new_new_blade_vortex","You have blades in a Blade Vortex around you",1,"","Blade Vortex",[4771],1,1,1,"",4890,"",29,544,1,"",6,"",1,1,"",0,"","NewBladeVortexBuff",1,"","","",2,"","",0,[],"","",[],"",[],[],[4771],[],"","","","","",[],"",[],[],1,[]
731,"have_summoned_golem_in_past_8_seconds","",1,"","",[4950],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4950],[],"","","","","",[],"",[],[],1,[]
732,"golem_summoned_in_past_8_seconds","",1,"","",[24],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
733,"elementalist_shaper_of_desolation_cooldown","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"","","","",0,"","ElementalistDesolationBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
734,"new_blight","You are taking Chaos Damage Over Time","","","Blight",[],1,3,"","","",1,29,556,1,1,2,"",1,1,"",0,"","BlightBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
735,"monster_consume_charges","",1,"","Monster Consume",[],"",4,"",4987,4986,"",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
736,"player_tencent_asset_lock_bonus","You have increased item rarity.","","","Asset Lock Buff",[147],"",3,"","","","",29,684,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[147],[],"","","","","",[],"",[],[],1,[]
737,"player_tencent_no_asset_lock","You have not activated your Asset Lock. If you do so, it'll provide an increase to item rarity.","","","Asset Lock Inactive",[],"",3,"","","","",29,685,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
738,"tencent_tas_lock","You are currently in 60 second safe mode. You may not perform sensitive operations yet.","","","TAS Lock",[],"",3,"","","","",29,686,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
739,"blizzard_enemy","You are chilled and significantly less accurate while in the Snowstorm.","","","Snowstorm",[974],"",3,"","","","",29,687,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[974],[],"","","","","",[],"",[],[],1,[]
740,"blizzard_ally","The snowstorm protects you. You have a chance to avoid damage while in it.","","","Snow Cloak","[466,6987]",1,3,"","","","",29,687,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,6987]",[],"","","","","",[],"",[],[],1,[]
741,"monster_convert_on_death","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","MonsterConvertOnDeathBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
742,"breach_team_warp_buff","","","","","[56,171,466]",1,3,"","","",1,29,690,1,"",18,"",1,1,"",0,"","BreachTeamWarpBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[56,171,466]",[],"","","","","",[],"",[],[],1,[]
743,"breach_discharge_aura","",1,"","","[1898,1899,1901,3031]",1,3,"","","","",29,689,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1898,1899,1901,3031]",[],"","","","","",[],"",[],[],1,[]
744,"breach_discharge","","","","","[22049,20268,1039,135]",1,1,1,"","","",29,292,1,1,18,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[22049,20268,1039,135]",[],"","","","","",[],"",[],[],1,[]
745,"have_dealt_non_crit_recently","",1,"","",[4998],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4998],[],"","","","","",[],"",[],[],1,[]
746,"have_frozen_enemy_recently","",1,"","",[5014],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5014],[],"","","","","",[],"",[],[],1,[]
747,"number_of_shocked_enemies_killed_recently","",1,"","",[],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
748,"track_movement","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","TrackMovementBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
749,"envy_chaos_damage","Grants additional Chaos Damage","",1,"Envy Aura","[66,67,1592,1593,1039,24,1895,439]",1,3,"","","","",29,167,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[66,67,1592,1593,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
750,"fire_beam_max_damage_stacks","",1,"","",[],1,3,"","","","",29,673,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
751,"rhoa_enrage","",1,"","","[1895,171,24]",1,3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[1895,171,24]",[],"","","","","",[],"",[],[],1,[]
752,"fire_beam_resistance_stacks","",1,"","",[],1,3,"","","",1,29,0,1,"",2,"",1,1,"",0,"","FireBeamResistanceBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
753,"doedre2_red_aura","You are taking 10% increased damage for each stack of Red Effluent.","","","Red Effluent",[466],1,1,1,"","","",29,716,1,"",2,"",1,1,"",10,"","","","","","",2,"","",0,[],"","",[98],"",[],[],[466],[],"","","","","",[0],"",[],[],1,[]
754,"doedre2_green_aura","You and your Minions are dealing 7% less damage for each stack of Green Effluent.","","","Green Effluent",[5737],1,1,1,"","","",29,717,1,"",2,"",1,1,"",10,"","","","","","",2,"","",0,[],"","",[98],"",[],[],[5737],[],"","","","","",[0],"",[],[],1,[]
755,"doedre2_purple_aura","You are 7% slower for each stack of Purple Effluent.","","","Purple Effluent",[338],1,1,1,"","","",29,718,1,"",2,"",1,1,"",10,"","","","","","",2,"","",0,[],"","",[98],"",[],[],[338],[],"","","","","",[0],"",[],[],1,[]
756,"doedre2_red_buff","","","","RED BUFF",[466],1,1,1,"","","",29,713,1,"",2,1,1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
757,"doedre2_green_buff","","","","GREEN BUFF",[24],1,1,1,"","","",29,714,1,"",2,1,1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
758,"doedre2_purple_buff","","","","PURPLE BUFF","[171,210,70]",1,1,1,"","","",29,715,1,"",2,1,1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[171,210,70]",[],"","","","","",[],"",[],[],1,[]
759,"abberaths_hooves_display_buff","Create a small explosion with each step, dealing fire damage in an area around you.","","","Abberath's Fury",[],"",3,"","","","",29,692,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
760,"avarius_divine_beam_damage","You are taking fire damage over time.","","","Divine Beam",[1966],1,3,"","","",1,29,694,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
761,"avarius_divine_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","Divine Beam",[],1,1,"","","",1,29,693,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
762,"avarius_statue_buff","",1,"","","[134,712,4486,338,3614]","",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,712,4486,338,3614]",[],"","","","","",[],"",[],[],1,[]
763,"spider_god_spiders","You have reduced movement speed while covered in webs.","","","Covered in Webs",[171],"",1,"","","","",29,732,1,"",2,"",1,1,"",10,"","","","","","",2,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
764,"number_of_chests_opened_recently","",1,"","",[],1,1,"","",5184,1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
765,"have_shattered_recently","",1,"","",[5231],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5231],[],"","","","","",[],"",[],[],1,[]
766,"additional_ignite","You're on fire","","","Ignited",[7651],"",1,"","","",1,29,2,"","",2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[7651],[13893],"","","","","",[],"",[],[],1,[]
767,"unique_flask_the_basics","",1,"","The Basics","[5251,5252]",1,3,"","","",1,29,0,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[5251,5252]",[],"","","","","",[],"",[],[],1,[]
768,"classic_prophecy_quantity","","","","ProphecyQuantity",[11],"",3,"","","","",29,697,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11],[],"","","","","",[],"",[],[],1,[]
769,"tukohama_shield","","","","","[134,388]","",3,"","","","",29,695,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,388]",[],"","","","","",[],"",[],[],1,[]
770,"ground_tar_net","Your movement speed is reduced while standing in a net","","","Net Throw",[171],1,3,"","","","",29,696,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[4],1,[]
771,"offering_blood","You have increased Damage, and are Regenerating Life","","","Blood Offering","[119,24]",1,3,"","","",1,29,311,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[119,24]",[],"","","","","",[],"",[],[],1,[]
772,"have_blocked_spell_recently","",1,"","",[5328],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5328],[],"","","","","",[],"",[],[],1,[]
773,"have_used_a_fire_skill_recently","",1,"","",[5358],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5358],[],"","","","","",[],"",[],[],1,[]
774,"brutus_empowered","",1,"","","[171,466]",1,3,"","","","",29,698,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,466]",[],"","","","","",[],"",[],[],1,[]
775,"unique_victarios_flight_movement_velocity","You and your allies have increased movement speed","","","Victario's Flight",[171],1,3,"","","","",29,699,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
776,"intimidated_aura","You are Intimidated, increasing Damage taken and reducing Damage dealt","","","Intimidated","[466,24]",1,3,"","","","",29,1227,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,24]",[],"","","","","",[],"",[],[],1,[]
777,"brine_king_tide","You are caught in the tide, which slows you and deals cold damage over time.","","","Tidal Wave","[1968,338]",1,3,"","","","",29,728,1,"",2,"",1,1,"",0,"","BrineKingTide","","","","",7,"","",0,[],"","",[],"",[],[],"[1968,338]",[],"","","","","",[],"",[],[],1,[]
778,"energy_shield_has_started_recharging_recently","",1,"","",[5630],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5630],[],"","","","","",[],"",[],[],1,[]
779,"ground_devouring_darkness","You are taking Physical Damage over time.","","","Devouring Darkness",[346],1,3,"","","","",29,722,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[89],"",[],[],[346],[],"","","","","",[0],"",[],[4],1,[]
780,"have_stopped_taking_damage_over_time_recently","",1,"","",[6413],"",9,"","","",1,29,0,1,"",1,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[6413],[],"","","","","",[],"",[],[],1,[]
781,"have_been_frozen_recently","",1,"","",[],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[5645],[],[],"","","","","",[],"",[],[],1,[]
782,"have_been_stunned_recently","",1,"","",[5642],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5642],[],"","","","","",[],"",[],[],1,[]
783,"tukohama_god_stationary_buff","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","TukohamaGodStationaryBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
784,"ryslatha_god_life_flask_charges_gain","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","RyslathaGodLifeFlaskCharges","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
785,"tangmazu_god_curses_have_no_effect_on_you_cooldown","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","TangmazuGodCursesNoEffectBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
786,"curses_have_no_effect_on_you","",1,"","",[1275],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[1275],[],"","","","","",[],"",[],[],1,[]
787,"infested","Parasites burst from your body and drain your flask charges.","","","Infested",[],1,3,"","","",1,29,723,1,"",2,"",1,1,"",0,"","InfestedBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
788,"despair_bear_buff","Gruthkul's Despair consumes you. You are slowed, take more damage and have reduced light radius.","","","Gruthkul's Despair","[338,466,1208]","",1,1,"","","",29,724,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[338,466,1208]",[],"","","","","",[],"",[],[],1,[]
789,"fearless","You cannot be harmed or die while fearless. You destroy manifestations of fear when near them.",1,"","Fearless","[388,134,171]",1,3,"","","","",29,731,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[388,134,171]",[],"","","","","",[],"",[],[],1,[]
790,"frog_orb_aura","You are taking Cold Damage over time for each manifestation of fear near you.","","","Fearful",[1968],1,1,1,"","","",29,725,1,"",2,1,1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
791,"frog_orb_aura_map","You are taking Cold Damage over time for each manifestation of fear near you.","","","Fearful",[1968],1,1,1,"","","",29,725,1,"",2,1,1,1,"",0,"","","","","","",2,"","",0,[],"","",[92],"",[],[],[1968],[],"","","","","",[0],"",[],[],1,[]
792,"frog_orb_aura_minions","You are taking Cold Damage over time for each manifestation of fear near you.","","","Fearful",[1968],1,1,1,"","","",29,725,1,"",2,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
793,"water_orb_aura","You are taking Cold Damage over time for each manifestation of fear near you.","","","Fearful",[1968],1,1,1,"","","",29,726,1,"",2,1,1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
794,"stolen_mods_inspired_learning","You have taken the mod of a slain Rare Monster for yourself","","","Inspired Learning",[],1,1,1,"","","",29,294,1,"",15,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
795,"stolen_mods_leaguestone","You have taken the mods of a slain Rare Monster for yourself","","","Nemesis Leaguestone",[],1,1,"","","","",29,294,1,"",15,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
796,"abberath_minion_buff","","","","","[466,435]",1,3,"","","","",29,727,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,435]",[],"","","","","",[],"",[],[],1,[]
797,"herald_of_ash_burning","You have been affected by an enemy's Herald of Ash, dealing Fire Damage over time to you","","","Burning",[1966],"",3,"","","",1,29,179,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[0],1,[]
