"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid"
200,7583,"[""Metadata/Terrain/Doodads/TempleDungeon/torture_longtable5.ao"",""Metadata/Terrain/Doodads/TempleDungeon/templedoodads_torture_longtable2.ao"",""Metadata/Terrain/Doodads/TempleDungeon/templedoodads_torture_longtable3.ao"",""Metadata/Terrain/Doodads/TempleDungeon/templedoodads_torture_longtable1.ao"",""Metadata/Terrain/Doodads/TempleDungeon/templedoodads_torture_longtable4.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/templedoodads_torture_longtable1.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/templedoodads_torture_longtable2.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/templedoodads_torture_longtable4.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",41,0,"","",1,""
201,7584,"[""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/gold_torture_urn_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/gold_torture_urn_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/gold_torture_urn_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/gold_torture_urn_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/gold_torture_urn_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/torture_urn_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/torture_urn_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/torture_urn_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/torture_urn_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tolman_chair_torture_urn/torture_urn_v01_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",41,0,"","",1,""
202,7585,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_bulbpalm_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_bulbpalm_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_bulbpalm_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_bulbpalm_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",57,0,"","",1,""
203,7586,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palm_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palm_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palm_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palm_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",57,0,"","",1,""
204,7587,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_redgreen_palm_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_redgreen_palm_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_redgreen_palm_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_redgreen_palm_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",57,0,"","",1,""
205,7588,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palmgroup_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palmgroup_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palmgroup_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_palmgroup_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",57,0,"","",1,""
206,7589,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_raphia_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_raphia_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_raphia_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_raphia_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",57,0,"","",1,""
207,7590,"[""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_ravenal_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_ravenal_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_ravenal_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Trees/ruinedcity_tree_ravenal_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",57,0,"","",1,""
208,7591,"[""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_debris_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_debris_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_debris_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_debris_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_debris_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",16,0,"","",1,""
209,7592,"[""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_stone_slab_wagon_v02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_stone_slab_wagon_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_liquid_container_wagon_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_liquid_container_wagon_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_liquid_container_wagon_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_stone_slab_wagon_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_stone_slab_wagon_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_stone_slab_wagon_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_stone_slab_wagon_v02_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[30],1,"",16,0,"","",1,""
210,7593,"[""Metadata/Terrain/Doodads/RuinedCity/Wagons/stone_slab_wagon_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/stone_slab_wagon_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_body1.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_body2.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/wagon_body3.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/travel_wagon_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/liquid_container_wagon_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[30],1,"",16,0,"","",1,""
211,7594,"[""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v02_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Wagons/axis_travel_wagon_v02_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[30],1,"",16,0,"","",1,""
212,7595,"[""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[19,10]",1,"",100,0,"","",1,""
213,7596,"[""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_08.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_09.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_10.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v02_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v02_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v02_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v04_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v04_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v04_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v04_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v04_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[19,10,9]",1,"",100,0,"","",1,""
214,7597,"[""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v03_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v03_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v03_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v03_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",100,0,"","",1,""
215,7598,"[""Metadata/Terrain/Doodads/RuinedCity/Tents/tent_small_folded_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tents/tent_small_folded_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tents/tent_small_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[22],1,"",16,0,"","",1,""
216,7599,"[""Metadata/Terrain/Doodads/RuinedCity/Tents/tent_mid_round_v01_01_BarracksTent01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tents/tent_mid_round_v01_02_BarracksTent03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tents/BarracksTent02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Tents/tent_mid_square_v02_03_doodad.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[22],1,"",16,0,"","",1,""
217,7600,"[""Metadata/Terrain/RuinedCity/Features/Balls/ballista_ball_v01_01_ballistaball2v3.ao"",""Metadata/Terrain/RuinedCity/Features/Balls/ballista_ball_v01_02_ballistaball2v2.ao"",""Metadata/Terrain/RuinedCity/Features/Balls/ballista_ball_v01_03_ballistaball2v3.ao"",""Metadata/Terrain/RuinedCity/Features/Balls/ballista_ball_v01_04_ballistaball2v2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[18],1,"",16,0,"","",1,""
218,7601,"[""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome7.ao"",""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome6.ao"",""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome5.ao"",""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome4.ao"",""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome3.ao"",""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome2.ao"",""Metadata/Terrain/Doodads/RuinedCity/Barricades/dome.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,15,0]","","",16,0,"","",1,""
219,7602,"[""Metadata/Effects/Environment/act1/vfx/groundbugs_bugblack.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,1]",1,"",28,0,"","",1,""
220,7603,"[""Metadata/Terrain/Doodads/Beach/mudflats_bugs.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,1]",1,"",28,0,"","",1,""
221,7604,"[""Metadata/Effects/Environment/act1/vfx/flies.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,1]",1,"",28,0,"","",1,""
222,7605,"[""Metadata/Effects/Environment/act1/vfx/wasp_swarm_mud.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,1]",1,"",28,0,"","",1,""
223,7606,"[""Metadata/Terrain/Doodads/Beach/ledge_wind.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16]",1,"",28,0,"","",1,""
224,7607,"[""Metadata/Chests/Cannibal/cannibalchest01.ao"",""Metadata/Chests/Cannibal/cannibalchest02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,""
225,7608,"[""Metadata/Chests/Cannibal/cannibalchest03.ao"",""Metadata/Chests/Cannibal/cannibalchest04.ao"",""Metadata/Chests/Cannibal/cannibalchest05.ao"",""Metadata/Chests/Cannibal/cannibalchest06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,""
226,7609,"[""Metadata/Chests/GoldPots/DarkPot1.ao"",""Metadata/Chests/GoldPots/DarkPot2v1.ao"",""Metadata/Chests/GoldPots/DarkPot2v2.ao"",""Metadata/Chests/GoldPots/DarkPot3.ao"",""Metadata/Chests/GoldPots/DarkPot4v1.ao"",""Metadata/Chests/GoldPots/DarkPot4v2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",110,0,"","",1,""
227,7610,"[""Metadata/Chests/GoldPots/GoldPot1.ao"",""Metadata/Chests/GoldPots/GoldPot2v1.ao"",""Metadata/Chests/GoldPots/GoldPot2v2.ao"",""Metadata/Chests/GoldPots/GoldPot3.ao"",""Metadata/Chests/GoldPots/GoldPot4v1.ao"",""Metadata/Chests/GoldPots/GoldPot4v2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",110,0,"","",1,""
228,7611,"[""Metadata/Chests/GoldPots/GoldPotBroken1.ao"",""Metadata/Chests/GoldPots/GoldPotBroken2v1.ao"",""Metadata/Chests/GoldPots/GoldPotBroken2v2.ao"",""Metadata/Chests/GoldPots/GoldPotBroken3.ao"",""Metadata/Chests/GoldPots/GoldPotBroken4v1.ao"",""Metadata/Chests/GoldPots/GoldPotBroken4v2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",24,0,"","",1,""
229,7612,"[""Metadata/Chests/Sarcophagi/ChurchSarcophagus1.ao"",""Metadata/Chests/Sarcophagi/ChurchSarcophagus2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",32,0,"","",1,""
230,7613,"[""Metadata/Chests/Sarcophagi/Sarcophagus1.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_sarcophagus_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_sarcophagus_v01_02.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_sarcophagus_v01_01.ao"",""Metadata/Terrain/Doodads/IncaDungeon/incursion_old_sarcophagus_v01_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",116,0,"","",1,""
231,7614,"[""Metadata/Chests/TribalChests/TribalChest1.ao"",""Metadata/Chests/TribalChests/TribalChest2.ao"",""Metadata/Chests/TribalChests/TribalChest3.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",54,0,"","",1,""
232,7615,"[""Metadata/Chests/VaalChests/VaalChest.ao"",""Metadata/Chests/VaalChests/VaalChest_hideout.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[11,0]","","",116,0,"","",1,""
233,7616,"[""Metadata/Chests/WeaponArmourRack/weaponrack.ao"",""Metadata/Chests/WeaponArmourRack/armourrack.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[24],1,"",16,0,"","",1,""
234,7617,"[""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_01_01_track07.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_01_02_track02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_01_03_track03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_01_04_track04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_01_05_track05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_01_07_track06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_03_04_track01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Marble/industrialdocks_rails_connection_01_07_track07.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",101,0,"","",1,""
235,7618,"[""Metadata/Terrain/Doodads/Encampment/fireplace.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[17,0]","","",45,0,"","",1,""
236,7619,"[""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_skin_rug.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_skin_blanket.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_skin_blanket1.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_skin_roll.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[18],1,"",45,0,"","",1,""
237,7620,"[""Metadata/Terrain/Doodads/CTF/SupporterPackFlag01.ao"",""Metadata/Terrain/Doodads/CTF/SupporterPackFlag01_2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[31,0]","","",91,0,"","",1,""
238,7621,"[""Metadata/Terrain/Doodads/CTF/SupporterPackFlag02.ao"",""Metadata/Terrain/Doodads/CTF/SupporterPackFlag02_2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[31,0]","","",91,0,"","",1,""
239,7622,"[""Metadata/Terrain/Doodads/CTF/SupporterPackFlag03.ao"",""Metadata/Terrain/Doodads/CTF/SupporterPackFlag03_2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[31,0]","","",91,0,"","",1,""
240,7623,"[""Metadata/Terrain/Doodads/CTF/SupporterPackFlag04.ao"",""Metadata/Terrain/Doodads/CTF/SupporterPackFlag04_2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[31,0]","","",91,0,"","",1,""
241,7624,"[""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v02_02_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v06_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v07_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v07_02_doodad.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[22],1,"",45,0,"","",1,""
242,7625,"[""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v03_01_tent.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v04_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v08_01_doodad.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[22],1,"",45,0,"","",1,""
243,7626,"[""Metadata/Terrain/Doodads/RuinedCity/GardenWall/StreampoolsColumn01.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/StreampoolsColumn02.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/StreampoolsColumn03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",57,0,"","",1,""
244,7627,"[""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_path_v01_01_gardenpath01.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_path_v01_02_gardenpath02.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_path_v02_01_gardenpath03.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_path_v03_01_gardenpath04.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_path_v04_01_gardenpath05.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_path_v05_01_gardenpath06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",57,0,"","",1,""
245,7628,"[""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_road_trim_01_01_gardenroadtrim01.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_road_trim_01_02_gardenroadtrim02.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_road_trim_01_03_gardenroadtrim03.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_road_trim_02_01_gardenroadtrim04.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_road_trim_03_01_gardenroadtrim05.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/garden_road_trim_04_01_gardenroadtrim06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",57,0,"","",1,""
246,7629,"[""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall06.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall05.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall07.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall01.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall02.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall03.ao"",""Metadata/Terrain/Doodads/RuinedCity/GardenWall/GardenLowWall04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",57,0,"","",1,""
247,7630,"[""Metadata/Terrain/Doodads/IncaDungeon/letter.ao"",""Metadata/Terrain/Doodads/IncaDungeon/letter1.ao"",""Metadata/Terrain/Doodads/IncaDungeon/letter2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",116,0,"","",1,""
248,7631,"[""Metadata/Terrain/Doodads/RuinedCity/Market_debris/market_thinwall_fill_01_01_market_column_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Market_debris/market_thinwall_fill_01_02_market_column_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Market_debris/market_thinwall_fill_01_03_market_column_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,"",101,0,"","",1,""
249,7632,"[""Metadata/Terrain/Doodads/Prison/dungeon_prison_high_chair.ao"",""Metadata/Terrain/Doodads/Prison/dungeon_prison_stool.ao"",""Metadata/Terrain/Doodads/Prison/dungeon_prison_broken_stool_v02.ao"",""Metadata/Terrain/Doodads/Prison/dungeon_prison_broken_stool_v03.ao"",""Metadata/Terrain/Doodads/Prison/dungeon_prison_broken_stool_v04.ao"",""Metadata/Terrain/Doodads/Prison/dungeon_prison_broken_stool_v05.ao"",""Metadata/Terrain/Doodads/Prison/dungeon_prison_broken_stool_v06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",41,0,"","",1,""
250,7633,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v01_08.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v02_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v03_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepile_v03_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,""
