"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]","bool"
5819,"cold_damage_+%_if_you_have_used_a_fire_skill_recently","","","",1,"","","","","",1,-26979209,[],"","","",1,[],[],""
5820,"fire_damage_+%_if_you_have_used_a_cold_skill_recently","","","",1,"","","","","",1,-1123301109,[],"","","",1,[],[],""
5821,"track_have_used_a_cold_skill_recently","","","",4,"","",1,"","","",773419771,[],"","","","",[36],[],""
5822,"have_used_a_cold_skill_recently","","","",4,"","","","","",1,-9274401,[],"","","","",[],[],""
5823,"support_maim_chance_physical_damage_+%_final","","","",1,"","","","","",1,-222321697,[],"","","",1,[],[],""
5824,"support_brutality_physical_damage_+%_final","","","",1,"","","","","",1,-2015792560,[],"","","",1,[],[],""
5825,"summon_specific_monsters_in_front_offset",1,"","",3,"","","","","",1,559980633,[],"","","",1,[],[],""
5826,"trap_and_mine_damage_penetrates_%_elemental_resistance","","","",1,"","","","","",1,2060084411,[],"","","",1,[],[],""
5827,"cooldown_speed_+%_per_additional_player",1,"","",1,"","","","","",1,-832190697,[],"","","",1,[],[],""
5828,"total_damage_taken_per_minute_to_mana",1,"","",3,"",1,1,"","",1,-1973157841,[],"","","",1,[0],[],""
5829,"enemies_that_hit_you_with_attack_recently_attack_speed_+%","","","",1,"","","","","",1,1780109084,[],"","","",1,[],[],""
5830,"vaal_skill_soul_cost_+%",1,"","",1,"",1,"","","",1,-284542870,[],"","","",1,[],[],""
5831,"has_attacker_projectile_attack_conditional_damage_stats",1,"","",4,"","",1,"","","",1194084377,[],"","","","",[],[],""
5832,"has_attacker_conditional_damage_stats",1,"","",4,"","",1,"","","",-553040689,[],"","","","",[],[],""
5833,"has_attacker_projectile_conditional_damage_stats",1,"","",4,"","",1,"","","",662459734,[],"","","","",[],[],""
5834,"number_of_projectiles_override",1,"","",3,"",1,"","","",1,678048259,[],"","","",1,[],[],""
5835,"map_pantheon_flask_capture_boss_soul","","","",4,"","","","","",1,1839438928,[],"","","","",[],[],""
5836,"physical_damage_over_time_taken_+%_while_moving","","","",1,"","","","","",1,-1486441660,[],"","","",1,[],[],""
5837,"physical_damage_reduction_%_if_only_one_enemy_nearby","","","",1,"","","","","",1,1808669417,[],"","","",1,[],[],""
5838,"take_half_area_damage_from_hit_%_chance","","","",1,"","","","","",1,-26160427,[],"","","",1,[],[],""
5839,"elemental_damage_taken_+%_if_not_hit_recently","","","",1,"","","","","",1,-1382591760,[],"","","",1,[],[],""
5840,"self_take_no_extra_damage_from_critical_strikes_if_have_been_crit_recently","","","",4,"","","","","",1,1090241242,[],"","","","",[],[],""
5841,"have_been_crit_recently","","","",4,"","","","","",1,910045766,[],"","","","",[],[],""
5842,"track_have_been_crit_recently",1,"","",4,"","",1,"","","",2097232138,[],"","","","",[36],[],""
5843,"avoid_ailments_%_from_crit","","","",1,"","","","","",1,-579256571,[],11,"","",1,[],[],""
5844,"physical_damage_reduction_%_per_nearby_enemy","","","",1,"","","","","",1,586453566,[],"","","",1,[],[],""
5845,"movement_speed_+%_per_nearby_enemy","","","",1,"","","","","",1,-634136744,[],"","","",1,[],[],""
5846,"base_avoid_projectiles_%_chance","","","",1,"","","","","",1,-1735895327,[],"","","",1,[],[],""
5847,"prevent_projectile_chaining_%_chance","","","",1,"","","","","",1,-1057692155,[],"","","",1,[],[],""
5848,"avoid_chained_projectile_%_chance","","","",1,"","","","","",1,-596297105,[],"","","",1,[],[],""
5849,"cold_damage_taken_+%_if_have_been_hit_recently","","","",1,"","","","","",1,1524690065,[],"","","",1,[],[],""
5850,"virtual_self_take_no_extra_damage_from_critical_strikes","","","",1,"","",1,"","","",-424561297,[],"","","",1,[0],[],""
5851,"projectile_spread_radius_per_additional_projectile",1,"","",3,"",1,"","","",1,1428395638,[],"","","",1,[],[],""
5852,"trigger_cascade_number_of_spikes",1,"","",3,"",1,"","","",1,-1878792780,[],"","","",1,[],[],""
5853,"trigger_cascade_ms_between_spikes",1,"","",3,"",1,"","","",1,190896935,[],"","","",1,[],[],""
5854,"cast_on_trigger_cascade_event_%",1,"","",1,"","","","","",1,524518946,[],"",1,"",1,[],[],""
5855,"trigger_cascade_behaviour_variation",1,"","",3,"",1,"","","",1,755484445,[],"","","","",[],[],""
5856,"garukhan_number_of_tornadoes",1,"","",3,"","","","","",1,-817035934,[],"","","",1,[],[],""
5857,"map_pack_subindex_override",1,"","",3,"","","","","",1,-233605577,[],"","","","",[],[],""
5858,"map_boss_override",1,"","",3,"","","","","",1,615984608,[],"","","","",[],[],""
5859,"map_daily_mission_master_level","","","",2,"","","","","",1,333167665,[],"","","","",[],[],""
5860,"number_of_nearby_enemies","","","",3,"","","","","",1,-57379701,[],"","","",1,[],[],""
5861,"track_number_of_nearby_enemies",1,"","",4,"","",1,"","","",-1699793910,[],"","","","",[36],[],""
5862,"volatile_flameblood_spawn_monster_on_death_variation",1,"","",3,"","","","","",1,-705773090,[],"","","","",[],[],""
5863,"attack_minimum_added_physical_damage_with_weapons","","","",3,"","","","","",1,-700914963,[],"","","",1,[],[],""
5864,"attack_maximum_added_physical_damage_with_weapons","","","",3,"","","","","",1,1542889918,[],"","","",1,[],[],""
5865,"trigger_on_projectile_loop_count",1,"","",3,"","","","","",1,1160688638,[],"","","",1,[],[],""
5866,"trigger_on_projectile_death",1,"","",4,"","","","","",1,-61946445,[],"","","","",[],[],""
5867,"base_number_of_beast_minions_allowed","","","",3,"","","","","",1,-1510199737,[],"","","",1,[],[],""
5868,"number_of_beast_minions_allowed",1,"","",3,"",1,1,"","",1,-1276127449,[],"","","",1,[33],[],""
5869,"local_display_grants_summon_beast_companion","",1,"",3,"","","","","",1,-125823947,[],"","","","",[],[],""
5870,"molten_shell_explosion_cooldown_ms","","","",3,"","","","","",1,1110401074,[],"","","",1,[],[],""
5871,"tornado_movement_velocity_+%",1,"","",1,"",1,"","","",1,1626764054,[],"","","",1,[],[],""
5872,"monster_aggro_radius_+%",1,"","",1,"","","","","",1,-2049279958,[],"","","",1,[],[],""
5873,"ground_ice_art_variation",1,"","",3,"",1,"","","",1,1948564461,[],"","","","",[],[],""
5874,"virtual_additional_projectiles_fire_parallel_x_dist",1,"","",3,"",1,1,"","",1,-1264868267,[],"","","",1,[32],[],""
5875,"additional_projectiles_fire_parallel_y_dist",1,"","",3,"",1,"","","",1,107325740,[],"","","",1,[],[],""
5876,"trigger_cascade_A",1,"","",3,"",1,"","","",1,-1100135230,[],"","","",1,[],[],""
5877,"trigger_cascade_B",1,"","",3,"",1,"","","",1,1003475518,[],"","","",1,[],[],""
5878,"trigger_cascade_C",1,"","",3,"",1,"","","",1,1411930044,[],"","","",1,[],[],""
5879,"trigger_cascade_D",1,"","",3,"",1,"","","",1,-1169103210,[],"","","",1,[],[],""
5880,"trigger_cascade_angle",1,"","",3,"",1,"","","",1,120209148,[],"","","",1,[],[],""
5881,"local_use_skill_on_hit_%","",1,1,1,"","","",5882,5883,1,201788478,[],"","","",1,[],[],""
5882,"main_hand_use_skill_on_hit_%","",1,"",1,"","","","","",1,-1510061573,[],"","","",1,[],[],1
5883,"off_hand_use_skill_on_hit_%","",1,"",1,"","","","","",1,-233110518,[],"","","",1,[],[],1
5884,"skill_has_trigger_from_unique_item",1,"","",4,"","","","","",1,370839928,[],"",1,"","",[],[],""
5885,"local_display_use_level_X_abyssal_cry_on_hit","","","",3,"","","","","",1,518101500,[],"","","","",[],[],""
5886,"accelerate_min",1,"","",3,"","","","","",1,769672712,[],"","","",1,[],[],""
5887,"accelerate_max",1,"","",3,"","","","","",1,322342800,[],"","","",1,[],[],""
5888,"accelerate_time",1,"","",3,"","","","","",1,-307307292,[],"","","",1,[],[],""
5889,"skill_is_minion_skill",1,"","",4,"","","","","",1,-1869809491,[],"",1,"","",[],[],""
5890,"minion_skill_mana_cost_+%","","","",1,"","","","","",1,1268004823,[],12,1,"",1,[],[],""
5891,"local_display_grants_skill_doryanis_touch_level","",1,"",3,"","","","","",1,1390916664,[],"","","","",[],[],""
5892,"trigger_cascade_target_variation",1,"","",3,"",1,"","","",1,1158650549,[],"","","","",[],[],""
5893,"trigger_cascade_number_of_arms",1,"","",3,"",1,"","","",1,386763352,[],"","","",1,[],[],""
5894,"trigger_cascade_angle_between_arms",1,"","",3,"",1,"","","",1,1535339939,[],"","","",1,[],[],""
5895,"support_ruthless_big_hit_max_count",1,"","",1,"","","","","",1,-1677110596,[],"","","",1,[],[],""
5896,"stun_base_duration_override_ms",1,"","",3,"","","","","",1,-48783586,[],"","","",1,[],[],""
5897,"support_scion_onslaught_on_killing_blow_%_chance",1,"","",1,"","","","","",1,-1278687840,[],"","","",1,[],[],""
5898,"support_scion_onslaught_on_killing_blow_duration_ms","","","",3,"","","","","",1,1870393808,[],"","","",1,[],[],""
5899,"support_arcane_surge_gain_buff_on_%_of_maximum_mana_use_threshold","","","",1,"","","","","",1,2063702548,[],"","","",1,[],[],""
5900,"support_arcane_surge_gain_buff_on_mana_use_threshold","","","",1,"","",1,"","",1,1837180803,[],"","","",1,[1],[],""
5901,"support_arcane_surge_duration_ms",1,"","",3,"","",1,"","",1,-95336569,[],"","","",1,[34],[],""
5902,"support_arcane_surge_base_duration_ms","","","",3,"","","","","",1,418554872,[],"",1,"",1,[],[],""
5903,"hidden_monster_can_have_auras",1,"","",4,"","","","","",1,957180138,[],"","","","",[],[],""
5904,"projectile_number_of_targets_to_pierce",1,"","",3,"",1,1,"","",1,1856646417,[],"","","",1,[32],[],""
5905,"arrow_number_of_targets_to_pierce",1,"","",3,"",1,1,"","",1,2076261880,[],"","","",1,[32],[],""
5906,"projectile_base_number_of_targets_to_pierce",1,"","",3,"","","","","",1,193423113,[],6,"","",1,[],[],""
5907,"arrow_base_number_of_targets_to_pierce","","","",3,"","","","","",1,-1450168904,[],18,"","",1,[],[],""
5908,"arrows_always_pierce",1,"","",4,"",1,1,"","",1,1461636431,[],"","","","",[32],[],""
5909,"base_arrows_always_pierce","","","",4,"","","","","",1,-829772704,[],"","","","",[],[],""
5910,"virtual_always_pierce","","","",4,"",1,1,"","",1,-1705859625,[],"","","","",[32],[],""
5911,"support_ignite_prolif_ignite_effect_+%_final","","","",1,"","","","","",1,1902338922,[],"","","",1,[],[],""
5912,"virtual_damaging_ailment_effect_+%_final","","","",1,"","",1,"","","",14570647,[],"","","",1,[16],[],""
5913,"projectiles_always_pierce_you",1,"","",4,"",1,"","","",1,589139115,[],"","","","",[],[],""
5914,"arrow_damage_+%_vs_pierced_targets",1,"","",1,"","","","","",1,2110716013,[],1,"","",1,[],[],""
5915,"projectiles_pierce_x_additional_targets_while_you_have_phasing","","","",3,"","","","","",1,1266214888,[],"","","",1,[],[],""
5916,"quiver_projectiles_pierce_1_additional_target","","","",4,"","","","","",1,-560132395,[],"","","","",[],[],""
5917,"quiver_projectiles_pierce_2_additional_targets","","","",4,"","","","","",1,-1766185642,[],"","","","",[],[],""
5918,"quiver_projectiles_pierce_3_additional_targets","","","",4,"","","","","",1,-742032763,[],"","","","",[],[],""
5919,"projectiles_pierce_all_nearby_targets",1,"","",4,"",1,"","","",1,-1064674097,[],"","","","",[],[],""
5920,"projectiles_pierce_1_additional_target_per_10_stat_value","","","",3,"","","","","",1,233280155,[],"","","",1,[],[],""
5921,"projectiles_pierce_1_additional_target_per_15_stat_value","","","",3,"","","","","",1,308748314,[],"","","",1,[],[],""
5922,"talisman_implicit_projectiles_pierce_1_additional_target_per_10","","","",3,"","","","","",1,1387367751,[],"","","",1,[],[],""
5923,"bladefall_width_+%",1,"","",1,"",1,"","","",1,-198885548,[],"","","",1,[],[],""
5924,"lightning_strike_additional_pierce_per_10_old",1,"","",3,"","","","","",1,506104415,"[""lightning_strike"",""vaal_new_lightning_strike"",""new_lightning_strike"",""new_new_lightning_strike""]","","","",1,[],[],""
5925,"lightning_strike_additional_pierce",1,"","",3,"","","","","",1,1279506854,"[""lightning_strike"",""vaal_new_lightning_strike"",""new_lightning_strike"",""new_new_lightning_strike""]","","","",1,[],[],""
5926,"lightning_trap_additional_pierce_per_10_old",1,"","",3,"","","","","",1,1786050390,[],"","","",1,[],[],""
5927,"lightning_trap_additional_pierce",1,"","",3,"","","","","",1,-1373121790,[],"","","",1,[],[],""
5928,"support_poison_poison_effect_+%_final",1,"","",1,"","","","","",1,1852628631,[],"","","",1,[],[],""
5929,"attacks_chance_to_poison_%_on_max_frenzy_charges",1,"","",1,"","","","","",1,1255817372,[],"","","",1,[],[],""
5930,"chance_to_poison_%_vs_cursed_enemies",1,"","",1,"","","","","",1,-1407100137,[],"","","",1,[],[],""
5931,"virtual_chance_to_poison_on_hit_with_attacks_%",1,"","",1,"","",1,"","","",-872255524,[],"","","",1,[2],[],""
5932,"support_innervate_buff_duration_ms",1,1,"",3,"","",1,"","",1,-691863087,[],"","","",1,[34],[],""
5933,"support_innervate_buff_base_duration_ms","","","",3,"","","","","",1,1288323430,[],"",1,"",1,[],[],""
5934,"local_unique_jewel_spark_projectiles_nova_with_40_int_in_radius","",1,"",3,"","","","","",1,1384753876,[],"","","",1,[],[],""
5935,"spark_projectiles_nova",1,"","",3,"","","","","",1,1162818849,"[""spark"",""unique_earthbound_triggered_spark"",""vaal_spark"",""monster_spark""]","","","",1,[],[],""
5936,"local_unique_jewel_spark_number_of_additional_projectiles_with_40_int_in_radius","",1,"",3,"","","","","",1,-48883406,[],"","","",1,[],[],""
5937,"spark_number_of_additional_projectiles",1,"","",3,"","","","","",1,-937081041,"[""spark"",""unique_earthbound_triggered_spark"",""vaal_spark"",""monster_spark""]","","","",1,[],[],""
5938,"local_unique_jewel_blight_hinder_enemy_chaos_damage_taken_+%_with_40_int_in_radius","",1,"",1,"","","","","",1,-1638945353,[],"","","",1,[],[],""
5939,"blight_hinder_enemy_chaos_damage_taken_+%",1,"","",1,"","","","","",1,-1415908938,"[""blight_channel"",""vaal_blight""]","","","",1,[],[],""
5940,"local_unique_jewel_blight_hinder_duration_+%_with_40_int_in_radius","",1,"",1,"","","","","",1,-746629212,[],"","","",1,[],[],""
5941,"local_unique_jewel_split_arrow_projectiles_fire_in_parallel_x_dist_with_40_dex_in_radius","",1,"",3,"","","","","",1,526569486,[],"","","",1,[],[],""
5942,"split_arrow_projectiles_fire_in_parallel_x_dist",1,"","",3,"","","","","",1,522528963,"[""split_arrow"",""vaal_split_arrow""]","","","",1,[],[],""
5943,"local_unique_jewel_split_arrow_projectiles_fire_in_parallel_y_dist_with_40_dex_in_radius","",1,"",3,"","","","","",1,-191508069,[],"","","",1,[],[],""
5944,"split_arrow_projectiles_fire_in_parallel_y_dist",1,"","",3,"","","","","",1,1016000238,"[""split_arrow"",""vaal_split_arrow""]","","","",1,[],[],""
5945,"local_unique_jewel_fire_trap_number_of_additional_traps_to_throw_with_40_dex_in_radius","",1,"",3,"","","","","",1,924590466,[],"","","",1,[],[],""
5946,"fire_trap_number_of_additional_traps_to_throw",1,"","",3,"","","","","",1,-666483352,"[""trap_ground_fire""]","","","",1,[],[],""
5947,"piercing_projectiles_critical_strike_chance_+%",1,"","",1,"","","","","",1,-835925883,[],"","","",1,[],[],""
5948,"arrow_damage_+50%_vs_pierced_targets",1,"","",4,"","","","","",1,1862767183,[],"","","","",[],[],""
5949,"arrows_pierce_additional_target","","","",4,"","","","","",1,-2115616189,[],"","","","",[],[],""
5950,"ice_shot_additional_pierce_per_10_old",1,"","",3,"","","","","",1,-1170781659,"[""ice_shot"",""vaal_ice_shot""]","","","",1,[],[],""
5951,"local_unique_jewel_ice_shot_additional_pierce_per_10_old_with_40_dex_in_radius",1,1,"",3,"","","","","",1,1305731924,[],"","","",1,[],[],""
5952,"virtual_cooldown_modifier_ms",1,"","",3,"",1,1,"","",1,419689227,[],"","","",1,[1],[],""
5953,"base_cooldown_modifier_ms","","","",3,"","","","","",1,-927009867,[],"",1,"",1,[],[],""
5954,"summon_skeletons_cooldown_modifier_ms",1,"","",3,"","","","","",1,-1567493174,"[""summon_skeletons""]","",1,"",1,[],[],""
5955,"trigger_cascade_use_contact_points",1,"","",4,"",1,"","","",1,-1302927269,[],"","","","",[],[],""
5956,"arrows_pierce_1_additional_target_per_10_stat_value","","","",3,"","","","","",1,843584640,[],"","","",1,[],[],""
5957,"summon_skeletons_additional_warrior_skeleton_%_chance","","","",1,"","","","","",1,-224397529,[],"","","",1,[],[],""
5958,"map_spawn_harbingers",1,"","",4,"","","","","",1,-387478493,[],"","","","",[],[],""
5959,"map_num_extra_harbingers",1,"","",3,"","","","","",1,-1198502496,[],"","","",1,[],[],""
5960,"map_packs_are_lunaris",1,"","",4,"","","","","",1,-1972706583,[],"","","","",[],[],""
5961,"map_packs_are_solaris",1,"","",4,"","","","","",1,1232608467,[],"","","","",[],[],""
5962,"map_packs_are_ghosts",1,"","",4,"","","","","",1,191055752,[],"","","","",[],[],""
5963,"skeletal_chains_no_minions_radius_+","","","",3,"","","","","",1,1814919094,[],"","","",1,[],[],""
5964,"skeletal_chains_no_minions_targets_self","","","",4,"","","","","",1,-1642552348,[],"","","","",[],[],""
5965,"ice_shot_pierce_+",1,"","",3,"","","","","",1,2031537548,"[""ice_shot"",""vaal_ice_shot""]","","","",1,[],[],""
5966,"local_unique_jewel_ice_shot_pierce_+_with_40_dex_in_radius","",1,"",3,"","","","","",1,1377043333,[],"","","",1,[],[],""
5967,"non_damaging_ailment_effect_+%","","","",1,"","","","","",1,565791412,[],2,"","",1,[],[],""
5968,"bleeding_stacks_up_to_x_times",1,"","",3,"","","","","",1,960400375,[],"","","",1,[],[],""
5969,"energy_shield_recharge_start_when_stunned",1,"","",4,"",1,"","","",1,1514386946,[],"","","","",[],[],""
5970,"bleeding_no_extra_damage_while_target_is_moving","","","",4,"","","","","",1,-856855769,[],"","","","",[],[],""
5971,"track_which_enemies_hit_index","","","",3,"","","","","",1,-680276419,[],"","","","",[],[],""
5972,"track_skill_used_index","","","",3,"","","","","",1,-1068789166,[],"","","","",[],[],""
5973,"skill_behaviour_variation",1,"","",3,"",1,"","","",1,563914950,[],"",1,"","",[],[],""
5974,"trigger_skill_restriction","","","",3,"","","","","",1,338532669,[],"",1,"",1,[],[],""
5975,"prophecy_monster_spawn_level",1,"","",3,"","","","","",1,1077238438,[],"","","",1,[],[],""
5976,"number_of_skeletons_allowed_per_2_old","","","",3,"","","","","",1,-1031997129,[],"","","",1,[],[],""
5977,"cast_on_trigger_cascade_event",1,"","",4,"","","","","",1,-291038331,[],"",1,"","",[],[],""
5978,"spark_skill_effect_duration_+%",1,"","",1,"","","","","",1,1564790257,"[""spark"",""unique_earthbound_triggered_spark"",""vaal_spark"",""monster_spark""]","","","",1,[],[],""
5979,"additional_critical_strike_chance_permyriad_while_at_maximum_power_charges","","","",3,"","","","","",1,1518025266,[],"","","",1,[],[],""
5980,"object_inherent_spell_damage_+%_final_per_power_charge","","","",1,"","","","","",1,-780137851,[],"","","",1,[],[],""
