"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","i32","i32","i32","i32","i32","[rid]","string","[rid]","string","rid","string","i32","i32","i32","[rid]","[rid]","rid","rid","rid","rid","i32","[rid]","[rid]","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","rid","i32","i32","i32","bool","bool","bool","i32","i32","f32","string","i32","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","bool","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","f32","f32","bool","[string]","rid","i32","i32","i32","rid","bool","i32","bool"
491,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordCorroded_",228,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[581,3460,3461,572,3547,3462,3463]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5080,5251]","",0,"Faridun Bladedancer",110,110,1500,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,1342217149,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3825205248,3825205248,-469762048,1097,-33554432,-16843010,-16843010,-16843010,3372154622,3825205248,-469762048,1097,167772160,1342177280,0,281060,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
492,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordCorrodedPatrol",228,45,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[581,3460,3461,572,3547,3462,3463]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5080,5251]","stance2",0,"Faridun Bladedancer",110,110,1500,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,1342190028,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3724541952,3724541952,-570425344,1099,-33554432,-16843010,-16843010,-16843010,3372154622,3724541952,-570425344,1099,0,1342177280,0,281566,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",1,"",0,0,0,0,"",0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
493,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerCorroded__",229,41,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,4,0,0,0,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[581,3547]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5080,5251]","",0,"Faridun Wind-slicer",105,105,1500,[15132],[15132],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,1342226460,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2181038080,2181038080,-2113929216,1101,-33554432,-16843010,-16843010,-16843010,3372154622,2181038080,-2113929216,1101,167772160,1342177280,0,281986,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,103,1028443341,0,1,0,""
494,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerCorrodedPatrol_",229,45,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,4,0,0,0,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[581,3547]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5080,5251]","stance2",0,"Faridun Wind-slicer",105,105,1500,[15132],[15132],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,1342234364,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,805306368,805306368,805306368,1103,-33554432,-16843010,-16843010,-16843010,3372154622,805306368,805306368,1103,0,1342177280,0,282416,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",1,"",0,0,0,0,"",0,"",1,1,"",[],286,4,103,1028443341,0,1,0,""
495,"Metadata/Monsters/Mutewind/MutewindWomanJavelinCorroded",226,46,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,0,0,0,1,0,"[723,755,71,48,713,31,29,714,32,118,1029]",105,[],105,105,700,500,0,"[581,4688,4856,4855,4857,3547]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5080,5253]","",0,"Faridun Javelineer",105,105,1500,[15127],[],15128,77,"","",0,[],[],[],"",1,4,122,0,0,135,1342239130,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,167772160,167772160,167772160,1105,-33554432,-16843010,-16843010,-16843010,3372154622,167772160,167772160,1105,167772160,1342177280,0,282890,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,103,1028443341,0,1,0,""
496,"Metadata/Monsters/Mutewind/MutewindWomanJavelinCorrodedPatrol_",226,45,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,9,0,0,0,1,0,"[723,755,71,48,31,29,714,32,118,1029]",105,[],105,105,700,500,0,"[581,4688,4856,4855,4857,3547]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5080,5253]","stance2",0,"Faridun Javelineer",105,105,1500,[15127],[],15128,77,"","",0,[],[],[],"",1,4,122,0,0,135,1342236747,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3791650816,3791650816,-503316480,1106,-33554432,-16843010,-16843010,-16843010,3372154622,3791650816,-503316480,1106,0,1342177280,0,283362,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",1,"",0,0,0,0,"",0,"",1,1,"",[],286,4,103,1028443341,0,1,0,""
497,"Metadata/Monsters/Mutewind/MutewindWomanSpearShieldCorroded_",227,37,2,6,20,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,0,0,0,1,0,"[71,48,754,713,1087,31,714,118,1029]",110,[],105,105,700,500,0,"[581,3547,4974,4975]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5080,5248,5204]","",0,"Faridun Infantry",110,110,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,1342183498,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2785017856,2785017856,-1509949440,1108,-33554432,-16843010,-16843010,-16843010,3372154622,2785017856,-1509949440,1108,167772160,1342177280,0,283814,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
498,"Metadata/Monsters/Mutewind/MutewindWomanSpearShieldCorrodedPatrol",227,37,2,6,19,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,9,0,0,0,1,0,"[71,48,754,713,1087,31,714,118,1029]",110,[],105,105,700,500,0,"[581,3547,4974,4975]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5080,5248,5204]","stance2",0,"Faridun Infantry",110,110,1500,[15129],[15136],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,1342179421,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1946157056,1946157056,1946157056,1110,-33554432,-16843010,-16843010,-16843010,3372154622,1946157056,1946157056,1110,0,1342177280,0,284276,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",1,"",0,0,0,0,"",0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
499,"Metadata/Monsters/Mutewind/MutewindBoyCorroded",233,41,1,5,7,"[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.act""]","[""Metadata/Monsters/Mutewind/BanditBoy/CorMutewindBanditBoy.ao"",""Metadata/Monsters/Mutewind/BanditBoy/CorMutewindBanditBoyNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy",[],1,"","",100,2,6,4,0,0,0,1,0,"[1024,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[581,3547]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ais",[],"",0,"Faridun Neophyte",80,80,1320,[15133],[15133],"",9,9,"",0,[],[],[],"",1,4,114,0,0,135,1342202771,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3221225472,3221225472,-1073741824,1112,-33554432,-16843010,-16843010,-16843010,3372154622,3221225472,-1073741824,1112,167772160,1342177280,0,284864,0,"","","",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,3,80,1028443341,0,1,0,""
500,"Metadata/Monsters/Mutewind/MutewindGirlCorroded_",234,42,1,4,11,"[""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.act""]","[""Metadata/Monsters/Mutewind/BanditGirl/CorMutewindBanditGirl.ao"",""Metadata/Monsters/Mutewind/BanditGirl/CorMutewindBanditGirlNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl",[],1,"","",100,2,6,0,0,0,0,1,0,"[1020,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[581,647,648,4881,4882]","Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.ais",[],"",0,"Faridun Fledgling",80,80,1500,[15131],[],"",57,"","",0,[],[],[],"",1,4,114,0,0,135,1342216951,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,939524096,939524096,939524096,1115,-33554432,-16843010,-16843010,-16843010,3372154622,939524096,939524096,1115,167772160,1342177280,0,285496,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,3,80,1028443341,0,1,0,""
501,"Metadata/Monsters/FaridunLizards/FaridunLizard_",235,44,2,6,14,"[""Metadata/Monsters/FaridunLizards/FaridunLizard.act""]","[""Metadata/Monsters/FaridunLizards/FaridunLizards.ao"",""Metadata/Monsters/FaridunLizards/FaridunLizards_Wild.ao""]","Metadata/Monsters/FaridunLizards/FaridunLizard",[],1,"","",100,2,6,-16843010,-16843010,-16843010,-16843010,17,0,"[724,72,755,713,31,29,714,118,50]",110,[],105,105,700,500,0,"[578,2464]","Metadata/Monsters/FaridunLizards/FaridunLizard.ais","[5080,5247]","",0,"Rhex",110,110,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342225945,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2550136832,2550136832,-1744830464,1118,-33554432,-16843010,-16843010,-16843010,3372154622,2550136832,-1744830464,1118,167772160,1342177280,0,286360,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,3,105,1028443341,0,1,0,""
502,"Metadata/Monsters/FaridunLizards/FaridunLizard_Armoured_",236,44,2,6,14,"[""Metadata/Monsters/FaridunLizards/FaridunLizard.act""]","[""Metadata/Monsters/FaridunLizards/FaridunLizards_Armoured_01.ao"",""Metadata/Monsters/FaridunLizards/FaridunLizards_Armoured_02.ao""]","Metadata/Monsters/FaridunLizards/FaridunLizard",[],1,"","",100,2,6,-16843010,-16843010,-16843010,-16843010,17,0,"[724,72,755,713,30,31,714,118,50]",110,[],105,105,700,500,0,"[578,2464]","Metadata/Monsters/FaridunLizards/FaridunLizard.ais","[5080,5247]","",0,"Armoured Rhex",121,110,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342189593,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,301989888,301989888,301989888,1121,-33554432,-16843010,-16843010,-16843010,3372154622,301989888,301989888,1121,167772160,1342177280,0,286994,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,3,105,1028443341,0,1,0,""
503,"Metadata/Monsters/Mutewind/MutewindManDualSwordGrim",230,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/GrimCorruptedMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/GrimCorruptedMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,1,0,0,0,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[581,3547,4368,2766]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5080,5251]","",0,"Faridun Swordsman",120,120,1395,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,1342208166,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3221225472,3221225472,-1073741824,1123,-33554432,-16843010,-16843010,-16843010,3372154622,3221225472,-1073741824,1123,167772160,1342177280,0,287680,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,110,1028443341,0,1,0,""
504,"Metadata/Monsters/Mutewind/MutewindMan2HSpearGrim",231,41,3,6,24,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/BanditMan/GrimCorruptedMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/GrimCorruptedMutewindBanditManNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBandit/GrimCorruptedOldBandit.ao"",""Metadata/Monsters/Mutewind/OldBandit/GrimCorruptedOldBanditNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,9,0,0,0,1,0,"[755,71,48,713,31,714,118,1029]",120,[],105,105,700,500,0,"[581,3547,580]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5080,5253]","",0,"Faridun Spearman",120,120,1395,[15129],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,1342186991,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,973078528,973078528,973078528,1126,-33554432,-16843010,-16843010,-16843010,3372154622,973078528,973078528,1126,167772160,1342177280,0,288314,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,5,110,1028443341,0,1,0,""
505,"Metadata/Monsters/Mutewind/MutewindManSpearShieldGrim",232,40,3,6,22,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/GrimCorruptedMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/GrimCorruptedMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[10407],1,"","",110,2,6,9,0,0,0,1,0,"[755,71,48,713,1087,31,714,118,1029]",120,[],105,105,700,500,0,"[581,3547,4974,4975]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5080,5248,5245]","",0,"Faridun Heavy Infantry",120,120,1500,[15129],[15136],"",77,26,"",0,[],[5521],[],"",2,4,122,0,0,135,1342213293,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,0,0,1128,-33554432,-16843010,-16843010,-16843010,3372154622,0,0,1128,167772160,1342177280,0,288768,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,5,110,1028443341,0,1,0,""
506,"Metadata/Monsters/Mutewind/MutewindWomanSpearGrim",225,41,2,6,22,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanWPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,0,0,0,1,0,"[755,71,48,713,31,29,714,118,1029]",110,[],105,105,700,500,0,"[581,3458,3646,3459,3647,3648,3649,3547,2818,2819]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.ais","[5080,5253]","",0,"Faridun Spearwoman",110,110,1500,[15124],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,1342208243,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3556769792,3556769792,-738197504,1131,-33554432,-16843010,-16843010,-16843010,3372154622,3556769792,-738197504,1131,167772160,1342177280,0,289748,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
507,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordGrim",228,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanWPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/GrimCorruptedOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/GrimCorruptedOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,0,0,0,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[581,3460,3461,572,3547,3462,3463]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5080,5251]","",0,"Faridun Bladedancer",110,110,1500,[15130],[15130],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,1342222088,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3992977408,3992977408,-301989888,1134,-33554432,-16843010,-16843010,-16843010,3372154622,3992977408,-301989888,1134,167772160,1342177280,0,290542,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,0,-5,5,"",0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
508,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerGrim",229,41,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanWPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/GrimCorruptedMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/GrimCorruptedOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/GrimCorruptedOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,4,0,0,0,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[581,3547,4370]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5080,5251]","",0,"Faridun Wind-slicer",105,105,1500,[15132],[15132],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,1342178554,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2516582400,2516582400,-1778384896,1136,-33554432,-16843010,-16843010,-16843010,3372154622,2516582400,-1778384896,1136,167772160,1342177280,0,290966,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,3,-5,5,"",0,"",1,1,"",[],286,4,103,1028443341,0,1,0,""
