"rownum","Id","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
3757,"MonsterRare6",23155964,65536,1067581440,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1201405952,6,9830400,9830400,0,0,0,0,0,0,0,0,3094609920,4849664,0,0,0,-1200357376,6,0,0,3094609920,-1200357376,6,4849664,0,0,0,-1200357376,6,0,0,-1200357376,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3094609920,3094609920,3094609920,4849664,0,0,0,-1200357376,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1031367045,[],"",0,0,-2080374784,1720,50331648,0,""
3758,"MonsterRare7",23432143,65536,33030144,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1197473792,6,6553600,6553600,0,0,0,0,0,0,0,0,3098542080,4849664,0,0,0,-1196425216,6,0,0,3098542080,-1196425216,6,4849664,0,0,0,-1196425216,6,0,0,-1196425216,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3098542080,3098542080,3098542080,4849664,0,0,0,-1196425216,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1800069254,[],"",0,0,-1342177280,1720,50331648,0,""
3759,"MonsterRare8",10229570,65536,11206656,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1194590208,6,655360,655360,0,0,0,0,0,0,0,0,3101425664,4849664,0,0,0,-1193541632,6,0,0,3101425664,-1193541632,6,4849664,0,0,0,-1193541632,6,0,0,-1193541632,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3101425664,3101425664,3101425664,4849664,0,0,0,-1193541632,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1284070347,[],"",0,0,-335544320,1720,50331648,0,""
3760,"MonsterRare9",30329715,65536,45744128,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1190658048,6,655360,655360,0,0,0,0,0,0,0,0,3105357824,4849664,0,0,0,-1189609472,6,0,0,3105357824,-1189609472,6,4849664,0,0,0,-1189609472,6,0,0,-1189609472,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3105357824,3105357824,3105357824,4849664,0,0,0,-1189609472,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-688643268,[],"",0,0,402653184,1721,50331648,0,""
3761,"MonsterRare10",111706546,65536,129105920,0,0,0,1349910528,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1187643392,6,65536,65536,0,0,0,0,0,0,0,0,3108372480,4849664,0,0,0,-1186594816,6,0,0,3108372480,-1186594816,6,4849664,0,0,0,-1186594816,6,0,0,-1186594816,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3108372480,3108372480,3108372480,4849664,0,0,0,-1186594816,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1630448222,[],"",0,0,1174405120,1721,50331648,0,""
3762,"MonsterRare11",505299644,65536,722796544,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1184628736,6,-5242880,-5177345,65535,0,0,0,0,0,0,0,3111387136,4849664,0,0,0,-1183580160,6,0,0,3111387136,-1183580160,6,4849664,0,0,0,-1183580160,6,0,0,-1183580160,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3111387136,3111387136,3111387136,4849664,0,0,0,-1183580160,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1131332316,[],"",0,0,-2080374784,1721,50331648,0,""
3763,"MonsterRare12",726463136,65536,23724032,0,0,0,124190720,0,0,0,1244790784,0,0,0,-16908288,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1180565504,6,1966080,1966080,1966080,1966080,1966080,1966080,0,0,0,0,3114401792,4849664,0,0,0,-1180565504,6,0,0,3114401792,-1180565504,6,4849664,0,0,0,-1180565504,6,0,0,-1180565504,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3114401792,3114401792,3114401792,4849664,0,0,0,-1180565504,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2112372564,[],"",0,0,-1577058304,1721,50331648,0,""
3764,"MonsterRare13",726480962,65536,1244856320,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1178599424,6,-1966080,-1900545,65535,0,0,0,0,0,0,0,3116367872,4849664,0,0,0,-1178599424,6,0,0,3116367872,-1178599424,6,4849664,0,0,0,-1178599424,6,0,0,-1178599424,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3116367872,3116367872,3116367872,4849664,0,0,0,-1178599424,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1278513616,[],"",0,0,-1073741824,1721,50331648,0,""
3765,"MonsterRare14",726577234,65536,1334378496,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1176633344,6,-3276800,-3211265,65535,0,0,0,0,0,0,0,3118333952,4849664,0,0,0,-1176633344,6,0,0,3118333952,-1176633344,6,4849664,0,0,0,-1176633344,6,0,0,-1176633344,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3118333952,3118333952,3118333952,4849664,0,0,0,-1176633344,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,211190594,[],"",0,0,-570425344,1721,50331648,0,""
3766,"MonsterUnique1",15003612,65536,589824,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1174536192,6,49152000,49152000,0,0,0,0,0,0,0,0,3121479680,4849664,0,0,0,-1173487616,6,0,0,3121479680,-1173487616,6,4849664,0,0,0,-1173487616,6,0,0,-1173487616,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3121479680,3121479680,3121479680,4849664,0,0,0,-1173487616,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1549579136,[],"",0,0,234881024,1722,50331648,0,""
3767,"MonsterUnique2",175562280,65536,180355072,0,0,0,483065856,0,0,0,1180303360,0,0,0,1203765248,0,0,0,196608,4849664,0,196608,65536,0,-1171390464,6,183500800,183500800,393216,393216,32768000,32768000,26214400,26214400,0,0,3124625408,4849664,0,0,0,-1170341888,6,0,0,3124625408,-1170341888,6,4849664,0,0,0,-1170341888,6,0,0,-1170341888,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3124625408,3124625408,3124625408,4849664,0,0,0,-1170341888,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[607,316,322]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-919267555,[],"",0,0,1845493760,1722,50331648,0,""
3768,"MonsterUnique3",15156828,65536,720896,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1165099008,6,157286400,157286400,0,0,0,0,0,0,0,0,3130916864,4849664,0,0,0,-1164050432,6,0,0,3130916864,-1164050432,6,4849664,0,0,0,-1164050432,6,0,0,-1164050432,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3130916864,3130916864,3130916864,4849664,0,0,0,-1164050432,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1695032148,[],"",0,0,-1644167168,1722,50331648,0,""
3769,"MonsterUnique4",15082538,65536,655360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1161953280,6,347340800,347340800,0,0,0,0,0,0,0,0,3134062592,4849664,0,0,0,-1160904704,6,0,0,3134062592,-1160904704,6,4849664,0,0,0,-1160904704,6,0,0,-1160904704,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3134062592,3134062592,3134062592,4849664,0,0,0,-1160904704,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1534099291,[],"",0,0,-838860800,1722,50331648,0,""
3770,"MonsterUnique5",14851768,65536,462880768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1158807552,6,-2293760,-2228225,65535,0,0,0,0,0,0,0,3137208320,4849664,0,0,0,-1157758976,6,0,0,3137208320,-1157758976,6,4849664,0,0,0,-1157758976,6,0,0,-1157758976,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3137208320,3137208320,3137208320,4849664,0,0,0,-1157758976,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,17866664,[],"",0,0,-33554432,1722,50331648,0,""
3771,"MonsterUnique6",23193809,65536,1067581440,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1155661824,6,9830400,9830400,0,0,0,0,0,0,0,0,3140354048,4849664,0,0,0,-1154613248,6,0,0,3140354048,-1154613248,6,4849664,0,0,0,-1154613248,6,0,0,-1154613248,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3140354048,3140354048,3140354048,4849664,0,0,0,-1154613248,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-254535675,[],"",0,0,1040187392,1723,50331648,0,""
3772,"MonsterUnique7",23439961,65536,33030144,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1151467520,6,6553600,6553600,0,0,0,0,0,0,0,0,3144548352,4849664,0,0,0,-1150418944,6,0,0,3144548352,-1150418944,6,4849664,0,0,0,-1150418944,6,0,0,-1150418944,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3144548352,3144548352,3144548352,4849664,0,0,0,-1150418944,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1519513800,[],"",0,0,1845493760,1723,50331648,0,""
3773,"MonsterUnique8",111697422,65536,129105920,0,0,0,1349910528,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1148321792,6,131072,131072,65536,65536,0,0,0,0,0,0,3147694080,4849664,0,0,0,-1147273216,6,0,0,3147694080,-1147273216,6,4849664,0,0,0,-1147273216,6,0,0,-1147273216,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3147694080,3147694080,3147694080,4849664,0,0,0,-1147273216,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,386079732,[],"",0,0,-1644167168,1723,50331648,0,""
3774,"MonsterUnique9",505323984,65536,722796544,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1145176064,6,-5242880,-5177345,65535,0,0,0,0,0,0,0,3150839808,4849664,0,0,0,-1144127488,6,0,0,3150839808,-1144127488,6,4849664,0,0,0,-1144127488,6,0,0,-1144127488,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3150839808,3150839808,3150839808,4849664,0,0,0,-1144127488,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2015307281,[],"",0,0,-570425344,1723,50331648,0,""
3775,"MonsterUnique10",726408596,65536,23724032,0,0,0,124190720,0,0,0,1244790784,0,0,0,-16908288,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1140850688,6,5570560,5570560,5570560,5570560,5570560,5570560,0,0,0,0,3154116608,4849664,0,0,0,-1140850688,6,0,0,3154116608,-1140850688,6,4849664,0,0,0,-1140850688,6,0,0,-1140850688,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3154116608,3154116608,3154116608,4849664,0,0,0,-1140850688,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,759139567,[],"",0,0,0,1724,50331648,0,""
3776,"MonsterUnique11",726523163,65536,1244856320,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1138622464,6,-3276800,-3211265,65535,0,0,0,0,0,0,0,3156344832,4849664,0,0,0,-1138622464,6,0,0,3156344832,-1138622464,6,4849664,0,0,0,-1138622464,6,0,0,-1138622464,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3156344832,3156344832,3156344832,4849664,0,0,0,-1138622464,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1358013114,[],"",0,0,570425344,1724,50331648,0,""
3777,"MonsterUnique12",726573988,65536,1334378496,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1136394240,6,-4915200,-4849665,65535,0,0,0,0,0,0,0,3158573056,4849664,0,0,0,-1136394240,6,0,0,3158573056,-1136394240,6,4849664,0,0,0,-1136394240,6,0,0,-1136394240,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3158573056,3158573056,3158573056,4849664,0,0,0,-1136394240,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,495226761,[],"",0,0,1140850688,1724,50331648,0,""
3778,"MonsterUniqueT2Boss",29001438,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1133641728,6,0,0,0,0,176947200,176947200,0,0,0,0,3162374144,4849664,0,0,0,-1132593152,6,0,0,3162374144,-1132593152,6,4849664,0,0,0,-1132593152,6,0,0,-1132593152,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3162374144,3162374144,3162374144,4849664,0,0,0,-1132593152,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-234774137,[],"",0,0,2113929216,1724,50331648,0,""
3779,"MonsterUniqueT3Boss",28983577,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1129840640,6,0,0,0,0,963379200,963379200,65536,65536,0,0,3166175232,4849664,0,0,0,-1128792064,6,0,0,3166175232,-1128792064,6,4849664,0,0,0,-1128792064,6,0,0,-1128792064,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3166175232,3166175232,3166175232,4849664,0,0,0,-1128792064,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1896179565,[],"",0,0,-1207959552,1724,50331648,0,""
3780,"MonsterUniqueMiller",29002718,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1126039552,6,0,0,0,0,-173670400,-173604865,65535,0,0,0,3169976320,4849664,0,0,0,-1124990976,6,0,0,3169976320,-1124990976,6,4849664,0,0,0,-1124990976,6,0,0,-1124990976,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3169976320,3169976320,3169976320,4849664,0,0,0,-1124990976,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,708620138,[],"",0,0,-234881024,1724,50331648,0,""
3781,"MonsterUniqueMillerGamble",29095337,65536,1349910528,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1121452032,6,-65536,-1,65535,0,0,0,0,0,0,0,3174563840,4849664,0,0,0,-1120403456,6,0,0,3174563840,-1120403456,6,4849664,0,0,0,-1120403456,6,0,0,-1120403456,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3174563840,3174563840,3174563840,4849664,0,0,0,-1120403456,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-24455530,[],"",0,0,939524096,1725,50331648,0,""
3782,"MonsterUniqueAct1LifeNegative20",726410399,65536,23724032,0,0,0,124190720,0,0,0,1244790784,0,0,0,-16908288,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1116078080,6,-1310720,-1245185,-1245185,-1245185,-1245185,-1245185,65535,0,0,0,3178889216,4849664,0,0,0,-1116078080,6,0,0,3178889216,-1116078080,6,4849664,0,0,0,-1116078080,6,0,0,-1116078080,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3178889216,3178889216,3178889216,4849664,0,0,0,-1116078080,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1525754711,[],"",0,0,2046820352,1725,50331648,0,""
3783,"MonsterQuestBossAct1_",28999550,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1113063424,6,16384000,16384000,0,0,294912000,294912000,0,0,0,0,3182952448,4849664,0,0,0,-1112014848,6,0,0,3182952448,-1112014848,6,4849664,0,0,0,-1112014848,6,0,0,-1112014848,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3182952448,3182952448,3182952448,4849664,0,0,0,-1112014848,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2078868631,[],"",0,0,-1207959552,1725,50331648,0,""
3784,"MonsterQuestBossAct2",28993518,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1109131264,6,16384000,16384000,0,0,294912000,294912000,0,0,0,0,3186884608,4849664,0,0,0,-1108082688,6,0,0,3186884608,-1108082688,6,4849664,0,0,0,-1108082688,6,0,0,-1108082688,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3186884608,3186884608,3186884608,4849664,0,0,0,-1108082688,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1122641157,[],"",0,0,-201326592,1725,50331648,0,""
3785,"MonsterQuestBossAct3",29005814,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1105199104,6,16384000,16384000,0,0,327680000,327680000,0,0,0,0,3190816768,4849664,0,0,0,-1104150528,6,0,0,3190816768,-1104150528,6,4849664,0,0,0,-1104150528,6,0,0,-1104150528,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3190816768,3190816768,3190816768,4849664,0,0,0,-1104150528,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1990058347,[],"",0,0,805306368,1726,50331648,0,""
3786,"MonsterQuestBossAct4__",29010892,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1101004800,6,16384000,16384000,0,0,360448000,360448000,0,0,0,0,3195011072,4849664,0,0,0,-1099956224,6,0,0,3195011072,-1099956224,6,4849664,0,0,0,-1099956224,6,0,0,-1099956224,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3195011072,3195011072,3195011072,4849664,0,0,0,-1099956224,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,680100677,[],"",0,0,1879048192,1726,50331648,0,""
3787,"MonsterQuestBossAct5",29000041,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1097072640,6,16384000,16384000,0,0,983040000,983040000,0,0,0,0,3198943232,4849664,0,0,0,-1096024064,6,0,0,3198943232,-1096024064,6,4849664,0,0,0,-1096024064,6,0,0,-1096024064,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3198943232,3198943232,3198943232,4849664,0,0,0,-1096024064,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1276693873,[],"",0,0,-1409286144,1726,50331648,0,""
3788,"MonsterQuestBossAct6",29013013,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1093140480,6,16384000,16384000,0,0,393216000,393216000,0,0,0,0,3202875392,4849664,0,0,0,-1092091904,6,0,0,3202875392,-1092091904,6,4849664,0,0,0,-1092091904,6,0,0,-1092091904,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3202875392,3202875392,3202875392,4849664,0,0,0,-1092091904,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-757111094,[],"",0,0,-402653184,1726,50331648,0,""
3789,"MonsterQuestBossAct7",29030428,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1089208320,6,16384000,16384000,0,0,393216000,393216000,0,0,0,0,3206807552,4849664,0,0,0,-1088159744,6,0,0,3206807552,-1088159744,6,4849664,0,0,0,-1088159744,6,0,0,-1088159744,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3206807552,3206807552,3206807552,4849664,0,0,0,-1088159744,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1485611152,[],"",0,0,603979776,1727,50331648,0,""
3790,"MonsterQuestBossAct8",29005499,65536,589824,0,0,0,720896,0,0,0,655360,0,0,0,1382744064,0,0,0,196608,4849664,0,196608,65536,0,-1085276160,6,16384000,16384000,0,0,393216000,393216000,0,0,0,0,3210739712,4849664,0,0,0,-1084227584,6,0,0,3210739712,-1084227584,6,4849664,0,0,0,-1084227584,6,0,0,-1084227584,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3210739712,3210739712,3210739712,4849664,0,0,0,-1084227584,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1660941381,[],"",0,0,1610612736,1727,50331648,0,""
