"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","string","CostTypes","bool","[i32]","i32"
1611,"CGEPerennialKingCorpseGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,7,0,"",1678,[],"",[],1,[],-1
1612,"CGEVoodooKing2CorrptedBloodDegen","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,15,0,"",1679,[],"",[],1,[],-1
1613,"CGEVoodooKing2SummonFrogSwamp","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,3,0,"",1680,[],"",[],1,[],-1
1614,"CGEVoodooKing2RatSwarmDeath","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1681,[],"",[],1,[],-1
1615,"CGEBitterGuyColdGroundDegen","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,8,0,"",1682,[],"",[],1,[],-1
1616,"CGEMudBurrowerVomit","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1683,[],"",[],1,[],-1
1617,"CGEQueenOfFilthFilth","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1684,[],"",[],1,[],-1
1618,"CGEVaalGoliathLivingDestabilisedGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,3,0,"",1685,[],"",[],1,[],-1
1619,"CGEDoryaniIonCannon","",[],"",[],[],"",0,"",2,1000,238,"","",[],33,"","",[],"","",0,0,0,"",1686,[],"",[],1,[],-1
1620,"CGEDoryaniIonCannonTriggered","",[],"",[],[],"",0,"",2,1000,238,"","",[],33,"","",[],"","",0,0,0,"",1686,[],"",[],1,[],-1
1621,"CGEQuillCrabCausticGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1687,[],"",[],1,[],-1
1622,"CGEMarakethSanctumSentinelsStatueDaemonChillingGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,1,0,"",1688,[],"",[],1,[],-1
1623,"CGEMarakethSanctumSentinelsStatueDaemonBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1689,[],"",[],1,[],-1
1624,"CGEViperNapuatziGasGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1690,[],"",[],1,[],-1
1625,"CGBreachEliteFallenLunarisMonsterChaosQuicksand","",[],"",[],[],"",0,"",2,1000,311,"","",[],36,"","",[],"","",0,13,0,"",1691,[],"",[],1,[],-1
1626,"CGEScorpionBossPoisonGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1692,[],"",[],1,[],-1
1627,"CGECannibalGiantCausticGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1693,[],"",[],1,[],-1
1628,"CGEFungusMushroomGroundEffect","",[],"",[],[],"",0,"",2,1000,238,"","",[],36,"","",[],"","",0,2,0,"",1694,[],"",[],1,[],-1
1629,"CGEQuillCrabFireGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1695,[],"",[],1,[],-1
1630,"CGEScorpionBossQuicksand","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,14,0,"",1696,[],"",[],1,[],-1
1631,"CGESanctumQuicksand","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,14,0,"",1697,[],"",[],1,[],-1
1632,"CGESanctumQuicksandLarge","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,14,0,"",1698,[],"",[],1,[],-1
1633,"CGETheTrialMasterSpearSlamBloodDegen","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,16,0,"",1699,[],"",[],1,[],-1
1634,"CGEVultureRegurgGasCloud","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1700,[],"",[],1,[],-1
1635,"CGEScorpionBossGasTrap","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1701,[],"",[],1,[],-1
1636,"CGESanctumGasTrap","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1702,[],"",[],1,[],-1
1637,"CGEVolatileScarabExplode","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,7,0,"",1703,[],"",[],1,[],-1
1638,"CGERitualDwellerBloodGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,37,0,"",1704,[],"",[],1,[],-1
1639,"CGERitualRatTornadoPlaguedGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,3,0,"",1705,[],"",[],1,[],-1
1640,"CGETriheadBatPoisonGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1706,[],"",[],1,[],-1
1641,"CGESanctumBlackStriderWeb","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,44,0,"",1707,[],"",[],1,[],-1
1642,"CGEHellscapeFleshBossCastGroundEffect","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,15,0,"",1708,[],"",[],1,[],-1
1643,"CGEHellscapePaleBossLightning","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,7,0,"",1709,[],"",[],1,[],-1
1644,"CGESpiresBurrowerImpactSanctumQuicksand","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,14,0,"",1710,[],"",[],1,[],-1
1645,"CGEManaEssenceManaBlastTrapShockedGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,7,0,"",1711,[],"",[],1,[],-1
1646,"CGECasterEssenceShockedGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,7,0,"",1712,[],"",[],1,[],-1
1647,"CGECasterEssenceBurningGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,0,0,"",1713,[],"",[],1,[],-1
1648,"CGECasterEssenceChillGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,8,0,"",1714,[],"",[],1,[],-1
1649,"CGEUltimatumDaemonBloodGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,37,0,"",1715,[],"",[],1,[],-1
1650,"CGEBreachBossHeadFireballGround","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,0,0,"",1716,[],"",[],1,[],-1
1651,"CGEqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1717,[],"",[],1,[],-1
1652,"LivingBloodGroundSmall","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,37,0,"",1718,[],"",[],1,[],-1
1653,"LivingBloodGroundMedium","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,37,0,"",1719,[],"",[],1,[],-1
1654,"LivingBloodGroundLarger","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,37,0,"",1720,[],"",[],1,[],-1
1655,"LivingBloodBurstSmall","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",10027,0,0,"",1721,[],"",[],1,[],-1
1656,"LivingBloodBurstLarger","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",10027,0,0,"",1722,[],"",[],1,[],-1
1657,"FaceLastTarget","",[],"",[],[],"",0,"",2,10,245,"","",[],"","","",[],"","",0,0,0,"",1723,[],"",[],1,[],-1
1658,"WalkingDoubleSlash","",[],"",[],[],"",0,"",2,1000,249,"","",[],"","","",[],"","",0,2,0,"",1724,[],"",[],1,[],-1
1659,"WarHeroCasterGhostOrb","",[],"",[],[],"",0,"",2,1000,251,"","",[],"","","",[],"","",0,2,0,"",1725,[],"",[],1,[],-1
1660,"HydraTurretProjectile","",[],"",[],[],"",0,"",2,1000,252,"","",[],"","","",[],"","",0,0,0,"",1726,[],"",[],1,[],-1
1661,"DeliriumFireDemonMiniFlamenado","",[],"",[],[],"",0,"",2,1000,51,"","",[],"","","",[],"","",2,0,0,"",1727,[],"",[],1,[],-1
1662,"HarvestScorpionBurrow","",[],"",[],[],"",0,"",2,830,255,"","",[],"","","",[],"","",3,3,0,"",1728,[],"",[],1,[],-1
1663,"HarvestPlatedScorpionBurrow","",[],"",[],[],"",0,"",2,1000,255,"","",[],"","","",[],"","",3,4,0,"",1729,[],"",[],1,[],-1
1664,"GoreChargerCharge","",[],"",[],[],"",0,"",2,800,4,"","",[],"","","",[],"","",2,1,0,"",1730,[],"",[],1,[],-1
1665,"GoreChargerMountCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",8,1,0,"",1730,[],"",[],1,[],-1
1666,"VaalConstructGolemLightningCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",7,1,0,"",1731,[],"",[],1,[],-1
1667,"TCIgnadukBroomChargeNoEnd","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",3,0,0,"",1732,[],"",[],1,[],-1
1668,"TCIgnadukBroomChargeNoStartNoEnd","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",4,0,0,"",1733,[],"",[],1,[],-1
1669,"TCIgnadukBroomChargeNoStart","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",6,0,0,"",1734,[],"",[],1,[],-1
1670,"TCSavageBruteClawCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",5,0,0,"",1735,[],"",[],1,[],-1
1671,"TCBloodElementalGush","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",10,0,0,"",1736,[],"",[],1,[],-1
1672,"TCIgnadukBroomChargeCrash","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",4,0,0,"",1733,[],"",[],1,[],-1
1673,"TCTamedGoblinBeastGoblinRelease","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",12,0,0,"",1737,[],"",[],1,[],-1
1674,"BloodFeverBoarCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",14,1,0,"",1738,[],"",[],1,[],-1
1675,"BloodFeverBoarChargeTopple","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",13,0,0,"",1739,[],"",[],1,[],-1
1676,"TCBaronBossHumanImpale","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",15,0,0,"",1740,[],"",[],1,[],-1
1677,"TCTwilghtOrderSoldierCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",16,0,0,"",1741,[],"",[],1,[],-1
1678,"TCIceGoblinCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",17,0,0,"",1742,[],"",[],1,[],-1
1679,"TCPrimordialHoundCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",18,0,0,"",1743,[],"",[],1,[],-1
1680,"TCCockroachManCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",19,0,0,"",1744,[],"",[],1,[],-1
1681,"TCLieutenantBruteCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",20,0,0,"",1745,[],"",[],1,[],-1
1682,"TCGladiatorPitbull","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",21,0,0,"",1746,[],"",[],1,[],-1
1683,"TCIgnadukBroomChargeIntro","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",22,0,0,"",1733,[],"",[],1,[],-1
1684,"TCRathbreakerDrivebyCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",23,0,0,"",1747,[],"",[],1,[],-1
1685,"TCQuadrillaCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",24,0,0,"",1748,[],"",[],1,[],-1
1686,"TCBaronBossHowlChargeOut","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",26,0,0,"",1749,[],"",[],1,[],-1
1687,"TCHarborBossCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",27,0,0,"",1750,[],"",[],1,[],-1
1688,"TCFallenStag","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",28,0,0,"",1751,[],"",[],1,[],-1
1689,"TCFallenGodChaosCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",29,0,0,"",1752,[],"",[],1,[],-1
1690,"TCExplodingPigCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",32,0,0,"",1753,[],"",[],1,[],-1
1691,"TCJavelinCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",33,0,0,"",1754,[],"",[],1,[],-1
1692,"TCSwollenMillerCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",34,0,0,"",1755,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_MonsterBluntSG",[],1,[],-1
1693,"TCSwollenMillerChargeEnraged","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",40,0,0,"",1756,[],"",[],1,[],-1
1694,"TCCrowbell","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",35,0,0,"",1757,[],"",[],1,[],-1
1695,"TCChaosGodRangedFodder","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",36,0,0,"",1758,[],"",[],1,[],-1
1696,"TCChaosGodTriceratops","",[],"",[],[],"",0,"",2,1000,4,"","",[],125,"","",[],"","",37,0,0,"",1759,[],"",[],1,[],-1
1697,"TCGoldenOnesUnarmedCharge","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",38,0,0,"",1760,[],"",[],1,[],-1
1698,"TCAncestralLeagueKaruiHulk","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",41,0,0,"",1761,[],"",[],1,[],-1
1699,"TCqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,4,"","",[],"","","",[],"","",0,0,0,"",1762,[],"",[],1,[],-1
1700,"SummonSpecificBarrelsArchnemesisWealthUrn","",[],"",[],[],"",0,"",2,1000,256,"","",[],"","","",[],"","",0,0,0,"",1763,[],"",[],1,[],-1
1701,"SummonSpecificBarrelsArchnemesisWealthUrnEmpty","",[],"",[],[],"",0,"",2,1000,256,"","",[],"","","",[],"","",0,0,0,"",1764,[],"",[],1,[],-1
1702,"MonsterModGlacialPrison","",[],"",[],[],"",0,"",2,100,257,"","",[],"","","",[],"","",2,3,0,"",1765,[],"",[],1,[],-1
1703,"ChangeToStance1","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1767,[],"",[],1,[],-1
1704,"ChangeToStance3","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1766,[],"",[],1,[],-1
1705,"ChangeToStance4","",[],"",[],[],"",0,"",2,1000,262,"","",[],"","","",[],"","",0,0,0,"",1766,[],"",[],1,[],-1
1706,"ChangeToStance5","",[],"",[],[],"",0,"",2,1000,263,"","",[],"","","",[],"","",0,0,0,"",1766,[],"",[],1,[],-1
1707,"ChangeToStance4HeistThugMinibossEnrage","",[],"",[],[],"",0,"",2,1500,262,"","",[],"","","",[],"","",0,0,0,"",1768,[],"",[],1,[],-1
1708,"ChangeToStance1HeistThugMinibossCalmDown","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1769,[],"",[],1,[],-1
1709,"DoryaniChangeToStance1LowCooldown","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1770,[],"",[],1,[],-1
1710,"DoryaniChangeToStance2LowCooldown","",[],"",[],[],"",0,"",2,1000,260,"","",[],"","","",[],"","",0,0,0,"",1771,[],"",[],1,[],-1
1711,"ChangeToStance1Immediate","",[],"",[],[],"",0,"",2,1000,264,"","",[],"","","",[],"","",0,0,0,"",1772,[],"",[],1,[],-1
1712,"ChangeToStance2Immediate","",[],"",[],[],"",0,"",2,1000,265,"","",[],"","","",[],"","",0,0,0,"",1773,[],"",[],1,[],-1
1713,"ChangeToStance3Immediate","",[],"",[],[],"",0,"",2,1000,266,"","",[],"","","",[],"","",0,0,0,"",1774,[],"",[],1,[],-1
1714,"CTSPerennialKingStance2","",[],"",[],[],"",0,"",2,1500,260,"","",[],"","","",[],"","",0,0,0,"",1775,[],"",[],1,[],-1
1715,"CTSPerennialKingStance3","",[],"",[],[],"",0,"",2,2000,261,"","",[],"","","",[],"","",0,0,0,"",1776,[],"",[],1,[],-1
1716,"CTS1BossFightStart","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1777,[],"",[],1,[],-1
1717,"CTS4BlackJaw","",[],"",[],[],"",0,"",2,1000,262,"","",[],"","","",[],"","",0,0,0,"",1778,[],"",[],1,[],-1
1718,"CTS1SnakeLady","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1779,[],"",[],1,[],-1
1719,"CTS1EelBoss","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1780,[],"",[],1,[],-1
1720,"CTS3EelBoss","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1781,[],"",[],1,[],-1
1721,"CTS2VaalCyborgShieldGenerator","",[],"",[],[],"",0,"",2,1000,260,"","",[],"","","",[],"","",0,0,0,"",1803,[],"",[],1,[],-1
1722,"CTS2VaalCyborgShieldGeneratorNoCooldown","",[],"",[],[],"",0,"",2,1000,260,"","",[],"","","",[],"","",0,0,0,"",1803,[],"",[],1,[],-1
1723,"CTS1PerennialKingEndMultistab","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1803,[],"",[],1,[],-1
1724,"CTS3PerennialKingMultistab","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1803,[],"",[],1,[],-1
1725,"CTS3PrisonerBossFront","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1782,[],"",[],1,[],-1
1726,"CTS3PrisonerBossBack","",[],"",[],[],"",0,"",2,1000,261,"","",[],101,"","",[],"","",0,0,0,"",1782,[],"",[],1,[],-1
1727,"CTS4PrisonerBossFront","",[],"",[],[],"",0,"",2,1000,262,"","",[],"","","",[],"","",0,0,0,"",1783,[],"",[],1,[],-1
1728,"CTS4PrisonerBossBack","",[],"",[],[],"",0,"",2,1000,262,"","",[],101,"","",[],"","",0,0,0,"",1783,[],"",[],1,[],-1
1729,"CTS3MidwifeBoss","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","",1,[],"","",0,0,0,"",1784,[],"",[],1,[],-1
1730,"CTS5PerennialKingSandstorm","",[],"",[],[],"",0,"",2,1000,263,"","",[],"","","",[],"","",0,0,0,"",1785,[],"",[],1,[],-1
1731,"CTS1PerennialKingEndSandstorm","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1786,[],"",[],1,[],-1
1732,"CTS3SunWorshipperEnrageDash","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1787,[],"",[],1,[],-1
1733,"CTS1SunWorshipperEnrageDash","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1788,[],"",[],1,[],-1
1734,"CTS1VaalForgeMasterClose","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1789,[],"",[],1,[],-1
1735,"CTS3ChaosGodOwlBossTornadoForm","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1790,[],"",[],1,[],-1
1736,"CTS1ChaosGodOwlBossExitTornadoForm","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1791,[],"",[],1,[],-1
1737,"CTS5ChimeraBossGroundToOffscreen","",[],"",[],[],"",0,"",2,1000,263,"","",[],"","","",[],"","",0,0,0,"",1792,[],"",[],1,[],-1
1738,"CTS5ChimeraBossGroundToOffscreenNoCooldown","",[],"",[],[],"",0,"",2,1000,263,"","",[],"","","",[],"","",0,0,0,"",1792,[],"",[],1,[],-1
1739,"CTS4ChimeraBossPillarToGround","",[],"",[],[],"",0,"",2,1000,262,"","",[],"","","",[],"","",0,0,0,"",1793,[],"",[],1,[],-1
1740,"CTS5ChimeraBossPillarToOffscreen","",[],"",[],[],"",0,"",2,1000,263,"","",[],"","","",[],"","",0,0,0,"",1794,[],"",[],1,[],-1
1741,"CTS1ChimeraBossCollapsedPillarToGround","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1795,[],"",[],1,[],-1
1742,"CTS1ChimeraBossOffScreenToGround","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1796,[],"",[],1,[],-1
1743,"CTS3ChimeraBossOffScreenToPillar","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1797,[],"",[],1,[],-1
1744,"CTS1Generic","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1798,[],"",[],1,[],-1
1745,"CTS2Generic","",[],"",[],[],"",0,"",2,1000,260,"","",[],"","","",[],"","",0,0,0,"",1799,[],"",[],1,[],-1
1746,"CTS3Generic","",[],"",[],[],"",0,"",2,1000,261,"","",[],"","","",[],"","",0,0,0,"",1800,[],"",[],1,[],-1
1747,"CTS4Generic","",[],"",[],[],"",0,"",2,1000,262,"","",[],"","","",[],"","",0,0,0,"",1801,[],"",[],1,[],-1
1748,"CTS5Generic","",[],"",[],[],"",0,"",2,1000,263,"","",[],"","","",[],"","",0,0,0,"",1802,[],"",[],1,[],-1
1749,"CTSqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,259,"","",[],"","","",[],"","",0,0,0,"",1803,[],"",[],1,[],-1
1750,"RootedGrowingGround","",[],"",[],[],"",0,"",2,1000,267,"","",[],"","","",[],"","",0,2,0,"",1804,[],"",[],1,[],-1
1751,"DelveSpiderWeb","",[],"",[],[],"",0,"",2,1500,268,"","",[],"","","",[],"","",0,1,0,"",1805,[],"",[],1,[],-1
1752,"ReviveSpecificMonstersTimeScientist","",[],"",[],[],"",0,"",2,1000,269,"","",[],33,"","",[],"","",0,5,0,"",1806,[],"",[],1,[],-1
1753,"SkeletonCannonBoneMortar","",[],"",[],[],"",0,"",2,1500,271,"","",[],"","","",[],"","",0,3,0,"",1807,[],"",[],1,[],-1
1754,"BetrayalMassSkeletonBoneMortar","",[],"",[],[],"",0,"",2,1000,271,"","",[],"","","",[],"","",0,5,0,"",1808,[],"",[],1,[],-1
1755,"SkeletonCannonBoneNova","",[],"",[],[],"",0,"",2,1500,272,"","",[],"","","",[],"","",0,0,0,"",1809,[],"",[],1,[],-1
1756,"MeleeThrustAttackCultistIncursion","",[],"",[],[],"",0,"",2,1000,276,"","",[],"","","",[],"","",0,5,0,"",1810,[],"",[],1,[],-1
1757,"MeleeThrustAttackIncursionFire","",[],"",[],[],"",0,"",2,1000,276,"","",[],"","","",[],"","",0,4,0,"",1811,[],"",[],1,[],-1
1758,"IncursionChaosArchitectProjectile1","",[],"",[],[],"",0,"",2,1000,277,"","",[],"","","",[],"","",3,4,0,"",1812,[],"",[],1,[],-1
1759,"IncursionChaosArchitectProjectile2","",[],"",[],[],"",0,"",2,1000,277,"","",[],"","","",[],"","",3,4,0,"",1813,[],"",[],1,[],-1
1760,"IncursionChaosArchitectProjectile3","",[],"",[],[],"",0,"",2,1000,277,"","",[],"","","",[],"","",3,4,0,"",1814,[],"",[],1,[],-1
1761,"IncursionChaosArchitectProjectile4","",[],"",[],[],"",0,"",2,1000,277,"","",[],"","","",[],"","",3,4,0,"",1815,[],"",[],1,[],-1
1762,"IncursionChaosArchitectProjectile5","",[],"",[],[],"",0,"",2,1000,277,"","",[],"","","",[],"","",3,4,0,"",1816,[],"",[],1,[],-1
1763,"IncursionChaosArchitectProjectile6","",[],"",[],[],"",0,"",2,1000,277,"","",[],"","","",[],"","",3,4,0,"",1817,[],"",[],1,[],-1
1764,"BalbalaGlaiveProjectileLeft","",[],"",[],[],"",0,"",2,1000,277,"","",[],46,"","",[],"","",1,10,0,"",1818,[],"",[],1,[],-1
1765,"BalbalaGlaiveProjectileRight","",[],"",[],[],"",0,"",2,1000,277,"","",[],113,"","",[],"","",2,10,0,"",1819,[],"",[],1,[],-1
1766,"SpookyGhostLightningBounce","",[],"",[],[],"",0,"",2,1500,173,"","",[],27,"","",[],"","",0,0,1091,"",1820,[],"",[],1,[],-1
1767,"IncursionSummonAnimatedWeapon","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",1821,[],"",[],1,[],-1
1768,"BetrayalSummonBanner","",[],"",[],[],"",0,"",2,1070,183,"","",[],"","","",[],"","",0,0,0,"",1822,[],"",[],1,[],-1
1769,"IncursionMeteorUpheaval","",[],"",[],[],"",0,"",2,2500,288,"","",[],"","","",[],"","",0,1,0,"",1823,[],"",[],1,[],-1
1770,"IncursionMeteorUpheavalUltimate","",[],"",[],[],"",0,"",2,2500,288,"","",[],"","","",[],"","",1,2,0,"",1824,[],"",[],1,[],-1
1771,"OssuaryWitchRemoteHandSlam","",[],"",[],[],"",0,"",2,2500,290,"","",[],34,"","",[],"","",1,2,0,"",1825,[],"",[],1,[],-1
1772,"TeleportMastodonNecromancerBoss","",[],"",[],[],"",0,"",2,1000,291,"","",[],111,"","",[],"","",1,-1,0,"",1826,[],"",[],1,[],-1
1773,"TeleportHeistCultistProject","",[],"",[],[],"",0,"",2,1200,291,"","",[],100,"","",[],"","",1,-1,0,"",1827,[],"",[],1,[],-1
1774,"TeleportHellscapePaleElite","",[],"",[],[],"",0,"",2,1000,291,"","",[],111,"","",[],"","",1,-1,0,"",1828,[],"",[],1,[],-1
1775,"TeleportHellscapePaleEliteForwards","",[],"",[],[],"",0,"",2,1000,291,"","",[],111,"","",[],"","",1,-1,0,"",1829,[],"",[],1,[],-1
1776,"TeleportHellscapePaleEliteToAlly","",[],"",[],[],"",0,"",2,1000,291,"","",[],111,"","",[],"","",1,-1,0,"",1830,[],"",[],1,[],-1
1777,"TeleportTrialMasterBoss","",[],"",[],[],"",0,"",2,1500,254,"","",[],111,"","",[],"","",0,4,0,"",1831,[],"",[],1,[],-1
1778,"TeleportDesertPhantasm","",[],"",[],[],"",0,"",2,1000,291,"","",[],24,"","",[],"","",1,-1,0,"",1832,[],"",[],1,[],-1
1779,"AddBuffToTargetBlightNPCTowerBuff","",[],"",[],[],"",0,"",2,1170,293,"","",[],21,"","",[],"","",11,0,0,"",1833,[],"",[],1,[],-1
1780,"ArchnemesisAddBuffEchoistMonster","",[],"",[],[],"",0,"",2,200,293,"","",[],"","","",[],"","",48,0,0,"",1834,[],"",[],1,[],-1
1781,"ArchnemesisAddBuffEchoistPlayer","",[],"",[],[],"",0,"",2,200,293,"","",[],"","","",[],"","",48,0,0,"",1835,[],"",[],1,[],-1
