"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","f32","[rid]","bool"
1567,"MinerExcavateElemental","",[],[],[],1,0.055,0,[],""
1568,"SkeletonCannonMortar","","[603,488,2378]","[2428,3086,645,3085,5851,5553]","[5,15,-40,8,5,-40]",3.5,0.055,0.014,[],""
1569,"MonsterWaitShort","",[],[349],[1000],1,0.055,0,[],""
1570,"MonsterWaitVeryShort","",[],[349],[500],1,0.055,0,[],""
1571,"MonsterWaitVeryShortWithLongerCooldown","",[],[349],[750],1,0.055,0,[],""
1572,"ExpeditionApparitionColdBeam","",[],"[2615,16719]","[-40,100]",2.75,0.1,0.0175,[],""
1573,"GoatmanWait","",[],[349],[300],1,0.055,0,[],""
1574,"GoatmanWait2","",[],[349],[800],1,0.055,0,[],""
1575,"SkeletonFrostBlades","",[],"[167,3067,1066]","[2,14,40]",1,0.055,0,[],""
1576,"RisenArbalestSnipe","","[816,488]","[762,1065]","[1021,60]",1,0.055,0,[],""
1577,"RisenArbalestSnipeSanctum","","[816,488]","[762,1065,17546]","[1021,60,10]",1,0.055,0,[],""
1578,"SanctumRinSnipe","","[488,4385,816]","[1066,1878,762]","[50,-25,158]",1,0.1,0,[],""
1579,"LegionKaruiArcherSnipe","","[488,4385,816]","[1066,1878,762]","[75,-50,69]",1,0.055,0,[],""
1580,"SlaveCatcherNetThrow","","[603,488,2876]","[762,2428,645,349,4760,171,167]","[5,20,-50,2000,2,-80,2]",1.6,0.1,0.0175,[],""
1581,"GhostPirateBladeVortex","","[603,1678]","[349,3202,208,5553]","[5000,5,2,20]",0.595,0.1,0.0175,[],""
1582,"GhostPirateBladeVortexSpectre","","[603,1678]","[349,3202,208,5553]","[5000,5,2,20]",0.595,0.1,0.0175,[],""
1583,"LbRetractableTrap","","[666,17965]","[4462,4463,3068,9472]","[25,15,16,-90]",1.5,0.1,0.0175,[],""
1584,"BoneStalkerEarthquake","",[603],"[349,3247,5553,17749,17752]","[1800,25,-20,18,28]",1,0.055,0,[],""
1585,"TombStalkerEarthquake","","[603,2289]","[349,3247,5553,17749,17752]","[1800,25,-20,18,28]",1,0.055,0,[],""
1586,"NessaCrabTriggeredEarthquake","","[603,9343]","[349,3247,3067,5553,17749,17752]","[100,300,-11,-40,18,28]",1,0.055,0,[],""
1587,"ReviveAfterDuration","",[],"[349,1742]","[6000,100]",1,0.055,0,[],""
1588,"SummonAnimatedSwordIncursion","","[4415,6468]","[310,762,2428,1067,5834,5553]","[-20,51,10,50,1,30]",2.5,0.1,0.0175,[],""
1589,"SlaverTaunt","",[],[],[],1,0.055,0,[],""
1590,"BetrayalOriathSunder","",[603],"[3687,1878,1781,5553]","[-85,-45,120,-50]",1,0.055,0,[],""
1591,"IncursionPipeCausticGround","",[],"[349,4424,5553]","[4000,6,-60]",2.6,0.1,0.0175,[],""
1592,"BetrayalTotemCastGroundEffect","",[],"[349,5553]","[10000,25]",0.6,0.1,0.0175,[],""
1593,"BarrelCastGroundEffectBurningGroundSmall","",[],"[5553,349]","[-40,4500]",6.6667,0.1,0.0175,[],""
1594,"DeliriumLightningDemonShockedGroundUnique","",[],"[349,6105]","[8000,25]",1,0.1,0.0175,[],""
1595,"HarvestVultureCausticGroundOnSummon","",[],"[4424,349,5553]","[8,6000,50]",5.5,0.1,0.0175,[],""
1596,"HeistSnipeAttachedPoisonGas","",[],"[4424,349,5553]","[9,2000,-50]",1.3,0.1,0.0175,[],""
1597,"HeistCultistYellowCanisterGround","",[],"[349,171,4760,5553]","[5000,-60,3,-25]",2.4,0.1,0.0175,[],""
1598,"HeistMilitaryMinibossFlameWallGroundInner","",[],"[5553,349]","[-70,1750]",2.4,0.1,0.0175,[],""
1599,"HeistMilitaryMinibossFlameWallGroundOuter","",[],"[5553,349]","[-70,1000]",2.4,0.1,0.0175,[],""
1600,"HeistMilitaryMinibossFlameWallGroundCenter","",[],"[5553,349]","[-70,2500]",2.4,0.1,0.0175,[],""
1601,"CGEHeistThugTarGround","",[],"[349,171,5553]","[6000,-20,-30]",5,0.1,0.0175,[],""
1602,"CGEHeistRobotGolemBurningGround","",[],"[5553,349]","[-50,2000]",2.4,0.1,0.0175,[],""
1603,"CGEExpeditionZombie","",[],"[4653,423,349]","[12,-25,4000]",1.2999,0.1,0.0175,[],""
1604,"CGEArchnemesisShockedGround","",[],"[6105,9655,349,5553]","[30,4,16000,25]",1,0.055,0,[],""
1605,"CGEArchnemesisShockedGroundParent","",[],"[6105,9655,349,5553]","[30,1007,4000,0]",1,0.055,0,[],""
1606,"CGEArchnemesisBurningGround","",[],"[3451,5553,349]","[0,0,6000]",17,0.1,0.0175,[],""
1607,"CGEArchnemesisBurningGroundParent","",[],"[3451,5553,349]","[1022,0,4000]",13.25,0.1,0.0175,[],""
1608,"CGEArchnemesisColdSnapGround","",[],"[4653,16719,5553,349]","[14,200,30,9000]",14,0.1,0.0175,[],""
1609,"CGEArchnemesisColdSnapGroundParent","",[],"[4653,16719,5553,349]","[1011,200,0,4000]",12,0.1,0.0175,[],""
1610,"CGEArchnemesisCausticGround","",[],"[4424,5553,349]","[10,-30,5000]",10,0.1,0.0175,[],""
1611,"CGEArchnemesisFlameWalkerGround","",[],"[3451,5553,349]","[1023,0,5000]",17,0.1,0.0175,[],""
1612,"CGEArchnemesisFrostWalkerGround","",[],"[5873,5553,349,16719]","[1007,0,8000,100]",1,0.055,0,[],""
1613,"CGEArchnemesisLightningWalkerGround","",[],"[9655,5553,349,6105]","[4,0,8000,30]",1,0.055,0,[],""
1614,"CGEMonsterModGlacialPrison","",[],"[16719,349]","[200,3000]",1,0.055,0,[],""
1615,"CGEConsumeBossOrbDrippings","",[1879],"[9655,5553]","[5,-50]",1,0.055,0,[],""
1616,"CGEWetaColdSnapGround","",[],"[4653,16719,349,5553]","[15,100,5000,-25]",1.375,0.1,0.0175,[],""
1617,"CGECannibalShamanSwampGround","",[],"[4424,5553,349]","[1003,-15,10000]",10,0.1,0.0175,[],""
1618,"CGESnakeLadySnakeChargedSpit","",[],"[4424,5553,349]","[1004,-50,3000]",8,0.1,0.0175,[],""
1619,"CGETrenchHagVortex","",[],"[4653,423,349,645]","[1001,-25,4000,-35]",10,0.1,0.0175,[],""
1620,"CGELegionaireSmokeGround","",[],"[349,11709,423]","[10000,1000,0]",1,0.055,0,[],""
1621,"CGELegionaireCausticGround","",[],"[4424,349]","[1005,5000]",8,0.1,0.0175,[],""
1622,"CGEVaalZealotBloodGround","",[11885],"[14009,349,5553]","[1000,6500,-20]",11,0.1,0.0175,[],""
1623,"CGEViperNapuatziSnakeGroundDegen","",[],"[4424,349,1742]","[1005,15000,100]",7,0.1,0.0175,[],""
1624,"CGEBloodBatherFireGround","",[],"[5553,349,3451]","[-45,3000,1004]",3.25,0.1,0.0175,[],""
1625,"CGEBloodPriestBoilingBlood","",[],"[349,14009,5553]","[3000,1003,-25]",12,0.1,0.0175,[],""
1626,"CGECenobiteMushroomCloud","",[],"[4424,349,5553]","[1006,5000,-40]",7,0.1,0.0175,[],""
1627,"CGEVaalHumanoidCannonNapalm","",[],"[5553,349,3451]","[-20,8000,1019]",3.25,0.1,0.0175,[],""
1628,"CGEVaalHumanoidCannonNapalmSmall","",[],"[5553,349,3451]","[-60,6000,1019]",3.25,0.1,0.0175,[],""
1629,"CGEQuillCrabTropicalChill","",[603],"[5553,349,5873]","[-50,7000,1000]",2.4,0.1,0.0175,[],""
1630,"CGESpittingSnakeCaustic","",[],"[4424,5553,349]","[1007,-65,3000]",7,0.1,0.0175,[],""
1631,"CGEIllFatedCausticPollen","",[],"[5553,349,4424]","[0,6000,1008]",7.5,0.1,0.0175,[],""
1632,"CGEPlantCausticPollen","",[],"[5553,349,4424]","[0,6000,1008]",7.5,0.1,0.0175,[],""
1633,"CGEGoblinGiantBossSulphiteVomit","",[],"[4653,5553,349]","[1002,70,22500]",12,0.1,0.0175,[],""
1634,"CGEArenaBeastBossSulpurGas","",[],"[5553,349,17561]","[-50,10000,1]",12,0.1,0.0175,[],""
1635,"CGESirenBossGeyser","",[],"[4653,5553,349,3416]","[1003,-58,15000,200]",5.1,0.1,0.0175,[],""
1636,"CGESudokuTotemColdSnap","",[],"[4653,5553,349]","[1004,150,12000]",3,0.1,0.0175,[],""
1637,"CGESudokuTotemMoltenPopGround","",[],"[3451,5553,349]","[1006,0,5000]",3,0.1,0.0175,[],""
1638,"GCEBloodFeverDrunkStuned","",[],"[5553,349,4424]","[-30,6000,1010]",7,0.1,0.0175,[],""
1639,"GCEBloodFeverDrunkDeath","",[],"[5553,349,4424]","[0,6000,1012]",7,0.1,0.0175,[],""
1640,"CGEParasiteHostVomit","",[],"[5553,349,4424]","[0,6000,1011]",10,0.1,0.0175,[],""
1641,"CGEBloodFeverBloaterPustules","",[],"[5553,349,4424]","[0,6000,1010]",2.5,0.1,0.0175,[],""
1642,"CGEBagLadyCausticGround","",[],"[5553,349,4424]","[15,6000,1013]",10,0.1,0.0175,[],""
1643,"CGEBaronBossHumanExpandingSwordZone","",[],"[4653,5553,349]","[1005,125,30000]",1,0.055,0,[],""
1644,"CGERootedSporeLightning","",[],"[5553,349,17561]","[-50,6000,1000]",9.5,0.1,0.0175,[],""
1645,"CGERootedSporeLightningStun","",[],"[5553,349,17561]","[-30,4000,1000]",9.5,0.1,0.0175,[],""
1646,"CGECreepingHumanVomit","",[],"[5553,349,4424]","[-33,3500,1014]",9,0.1,0.0175,[],""
1647,"CGECocoonSporeRelease","",[11885],"[349,17561]","[4500,1000]",10,0.1,0.0175,[],""
1648,"CGEWormsMaggotPool","",[],"[349,17609,3736]","[4000,1000,35]",10,0.1,0.0175,[],""
1649,"CGEIceWendigoColdBreath","",[],"[349,5873]","[10000,1000]",1,0.055,0,[],""
1650,"CGEForsakenSonBurningGround","",[1879],"[3451,5553,2615]","[1002,150,150]",10,0.1,0.0175,[],""
1651,"CGEChimeraBossFireSpray","",[],"[5553,349,3451,2615]","[0,20000,1008,200]",3,0.1,0.0175,[],""
1652,"CGEChimeraBossIceBreath","",[],"[5553,349,4653]","[0,20000,1006]",1.5,0.1,0.0175,[],""
1653,"CGEChimeraBossLightningBreath","",[],"[5553,349,9655,2615]","[-60,5000,0,200]",1,0.055,0,[],""
1654,"CGEChimeraUltimatumBossLightningBreath","",[1879],"[5553,9655,2615]","[-60,0,200]",1,0.055,0,[],""
1655,"CGEChimeraBossPoisonSpray","",[],"[5553,349,4424]","[-50,10000,1015]",22,0.1,0.0175,[],""
1656,"CGEMutantBirdPeckDetritus","",[],"[14009,5553,349]","[1002,50,15000]",30,0.1,0.0175,[],""
1657,"CGEStarFishSpitCausticGround","",[],"[5553,349,4424,171]","[-25,5000,1016,-15]",10,0.1,0.0175,[],""
1658,"CGEFallenGodBossFireBeam","",[],"[5553,349,3451]","[-31,10000,1009]",4,0.1,0.0175,[],""
1659,"CGEFallenGodBossExaltSkybeam","",[1879],"[5553,349,3451]","[0,10000,1010]",3,0.1,0.0175,[],""
1660,"CGEFountainStatueBossGoop","",[11885],"[5553,349,17561]","[0,120000,1002]",3,0.1,0.0175,[],""
1661,"CGEFountainStatueBossGoopExpanding","",[],"[5553,349,17561]","[0,120000,1003]",3,0.1,0.0175,[],""
1662,"CGEFallenFireBeam","",[],"[5553,349,3451]","[-35,10000,1015]",3,0.1,0.0175,[],""
1663,"CGEFallenGodBossChaosChargeFire","",[],"[5553,349,3451]","[-70,4000,1014]",3,0.1,0.0175,[],""
1664,"CGEExecratusAlchemistGround1","",[],"[5553,349,3451]","[-25,10000,1012]",2.15,0.1,0.0175,[],""
1665,"CGEExecratusAlchemistGround2","",[],"[5553,349,3451]","[-25,10000,1013]",2.15,0.1,0.0175,[],""
1666,"CGEBabyBossWalkVomit","",[11885],"[5553,349,4424]","[0,35000,1017]",10,0.1,0.0175,[],""
1667,"CGERudjaPoisonGas","",[],"[5553,349,4424,2615]","[0,4000,1018,200]",10,0.1,0.0175,[],""
1668,"CGERudjaTar","",[],"[5553,349,15226,20169,18442,18443]","[-25,10000,2001,-60,10,10]",9,0.391,0.0115,[],""
1669,"CGEWifeGhostflameBurning","",[],"[5553,349,3451]","[-40,10000,1016]",4.5,0.1,0.0175,[],""
1670,"CGETitanBossFissureFire","",[],"[5553,349,3451]","[-80,1000,1001]",12.5,0.391,0.0115,[],""
1671,"GCEInfectedMercIncendiaryBolt","",[],"[5553,349,3451]","[-35,6000,1005]",1,0.055,0,[],""
1672,"CGEGiantSnakeBossVomit","",[18001],"[17749,349,4424,171,2615]","[25,21000,1019,-30,200]",10,0.1,0.0175,[],""
1673,"GCEGiantSnakeBossHeadSlamBurningGround","",[],"[17749,349,3451,2615]","[30,29000,1017,100]",4,0.1,0.0175,[],""
1674,"GCEGiantSnakeBossBurningGround","",[18001],"[17749,349,3451,2615]","[16,30000,1017,150]",4,0.1,0.0175,[],""
1675,"CGEViperNapuatziSpear","",[1879],"[5553,4424]","[-5,1020]",22,0.1,0.0175,[],""
1676,"CGEWitchHutHagIceRune","",[],"[4653,349,5553,16719]","[1008,12000,0,200]",8,0.1,0.0175,[],""
1677,"CGEGiantSkeletonSnakeBossFlameGeyser","",[],"[5553,349,3451,2615]","[-60,3000,1018,100]",6.5,0.1,0.0175,[],""
1678,"CGEPerennialKingCorpseGround","",[],[9655],[1004],1,0.055,0,[],""
1679,"CGEVoodooKing2CorrptedBloodDegen","",[],"[14009,2615]","[1003,40]",20,0.1,0.0175,[],""
1680,"CGEVoodooKing2SummonFrogSwamp","",[],"[5553,349,4760,171]","[-50,4000,7,-60]",1,0.055,0,[],""
1681,"CGEVoodooKing2RatSwarmDeath","",[],"[5553,349,4424]","[-65,3000,1021]",10,0.1,0.0175,[],""
1682,"CGEBitterGuyColdGroundDegen","",[],"[4653,349,5553,16719]","[1010,30000,-30,100]",8,0.1,0.0175,[],""
1683,"CGEMudBurrowerVomit","",[],"[17749,349,4424]","[15,10000,1000]",15,0.1,0.0175,[],""
1684,"CGEQueenOfFilthFilth","",[],"[349,4424]","[6000,1025]",15,0.1,0.0175,[],""
1685,"CGEVaalGoliathLivingDestabilisedGround","",[1879],"[5553,171,4760]","[-35,-50,1001]",1,0.055,0,[],""
1686,"CGEDoryaniIonCannon","","[12824,19136]","[17749,349,3451]","[16,10000,1020]",30,0.1,0.0175,[],""
1687,"CGEQuillCrabCausticGround","",[603],"[5553,349,4424]","[-50,4000,1000]",10,0.1,0.0175,[],""
1688,"CGEMarakethSanctumSentinelsStatueDaemonChillingGround","",[603],"[5553,16719,5873,349]","[-25,200,1005,6000]",17.5,0.1,0.0175,[],""
1689,"CGEMarakethSanctumSentinelsStatueDaemonBurningGround","",[603],"[5553,3451,349]","[60,1021,8000]",17.5,0.1,0.0175,[],""
1690,"CGEViperNapuatziGasGround","",[],"[5553,4424,349]","[-40,1023,6000]",15,0.1,0.0175,[],""
1691,"CGBreachEliteFallenLunarisMonsterChaosQuicksand","",[],"[349,7503,5553]","[7500,14,-10]",1,0.055,0,[],""
1692,"CGEScorpionBossPoisonGround","",[],"[5553,4424,349]","[-30,1026,8000]",10,0.1,0.0175,[],""
1693,"CGECannibalGiantCausticGround","",[],"[5553,4424,349]","[0,1003,8000]",10,0.1,0.0175,[],""
1694,"CGEFungusMushroomGroundEffect","",[],"[5553,4424,349]","[60,1024,8000]",1,0.055,0,[],""
1695,"CGEQuillCrabFireGround","",[603],"[5553,349]","[-40,4000]",10,0.1,0.0175,[],""
1696,"CGEScorpionBossQuicksand","",[],"[5553,7503,349]","[0,1000,30000]",1,0.055,0,[],""
1697,"CGESanctumQuicksand","",[1879],"[5553,7503]","[0,1000]",1,0.055,0,[],""
1698,"CGESanctumQuicksandLarge","",[1879],"[5553,7503]","[100,1000]",1,0.055,0,[],""
1699,"CGETheTrialMasterSpearSlamBloodDegen","",[],"[5553,349,9525,171]","[175,3000,1000,-50]",1,0.1,0.0175,[],""
1700,"CGEVultureRegurgGasCloud","",[603],"[5553,4424,349]","[-15,1028,8000]",12.5,0.1,0.0175,[],""
1701,"CGEScorpionBossGasTrap","",[603],"[5553,4424,349]","[80,1027,15000]",15,0.1,0.0175,[],""
1702,"CGESanctumGasTrap","",[603],"[5553,4424,349]","[80,1027,5000]",15,0.1,0.0175,[],""
1703,"CGEVolatileScarabExplode","",[1879],"[9655,5553,1687]","[1006,-25,1001]",1,0.055,0,[],""
1704,"CGERitualDwellerBloodGround","",[603],"[349,2615]","[4500,-40]",8,0.22,0.013,[],""
1705,"CGERitualRatTornadoPlaguedGround","",[603],"[5553,349,4424]","[-25,5000,1027]",17.5,0.1,0.0175,[],""
1706,"CGETriheadBatPoisonGround","",[],"[5553,349,4424,2615]","[-50,4000,1029,200]",10,0.1,0.0175,[],""
1707,"CGESanctumBlackStriderWeb","",[],"[20761,171,349]","[1000,-30,6000]",1,0.055,0,[],""
1708,"CGEHellscapeFleshBossCastGroundEffect","",[],"[14009,5553,349,2615]","[3,-40,5000,-60]",3,0.055,0.0299,[],""
1709,"CGEHellscapePaleBossLightning","",[],"[6105,9655,349]","[30,3,45000]",1,0.055,0,[],""
1710,"CGESpiresBurrowerImpactSanctumQuicksand","",[],"[5553,7503,349]","[0,1000,10000]",1,0.055,0,[],""
1711,"CGEManaEssenceManaBlastTrapShockedGround","",[],"[9655,349,5553]","[1007,8000,0]",1,0.055,0,[],""
1712,"CGECasterEssenceShockedGround","",[],"[6105,9655,349,5553]","[30,1007,8000,-25]",1,0.055,0,[],""
1713,"CGECasterEssenceBurningGround","",[],"[3451,5553,349]","[1022,0,4000]",5,0.1,0.0175,[],""
1714,"CGECasterEssenceChillGround","",[],"[4653,16719,5553,349]","[1011,200,-25,8000]",1,0.055,0,[],""
1715,"CGEUltimatumDaemonBloodGround","",[603],"[349,2615]","[8000,-40]",15,0.1,0.0175,[],""
1716,"CGEBreachBossHeadFireballGround","",[603],"[5553,349]","[-40,20000]",10,0.1,0.0175,[],""
1717,"CGEqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],[],[],1,0.055,0,[],""
1718,"LivingBloodGroundSmall","",[603],"[5553,349,2615]","[-35,6000,-40]",8,0.22,0.013,[],""
1719,"LivingBloodGroundMedium","",[603],"[5553,349,2615]","[-20,6000,-40]",8,0.22,0.013,[],""
1720,"LivingBloodGroundLarger","",[603],"[5553,349,2615]","[0,6000,-40]",8,0.22,0.013,[],""
1721,"LivingBloodBurstSmall","",[603],[],[],1.8,0.22,0.013,[],""
1722,"LivingBloodBurstLarger","",[603],[5553],[15],1.8,0.22,0.013,[],""
1723,"FaceLastTarget","",[],[],[],1,0.055,0,[],""
1724,"WalkingDoubleSlash","","[603,14819]",[1878],[-22],1,0.055,0,[],""
1725,"WarHeroCasterGhostOrb","",[603],"[167,171]","[3,-85]",5.9444,0.055,0.015,[],""
1726,"HydraTurretProjectile","",[488],[2615],[-30],10,0.1,0.0175,[],""
1727,"DeliriumFireDemonMiniFlamenado","","[488,2378]","[349,762,169,310]","[3000,3,-60,-50]",2,0.1,0.0175,[],""
1728,"HarvestScorpionBurrow","",[603],"[619,1809,452,5553]","[-50,200,30,-45]",1,0.055,0,[],""
1729,"HarvestPlatedScorpionBurrow","",[603],"[619,1809,452,5553]","[-33,200,15,-45]",1,0.055,0,[],""
1730,"GoreChargerCharge","","[1808,11885]",[171],[92],1,0.055,0,[],""
1731,"VaalConstructGolemLightningCharge","","[1808,603,6895,6896,6897]","[171,1067]","[356,50]",1,0.055,0,[],""
1732,"TCIgnadukBroomChargeNoEnd","","[1808,603,6895,6896,6897,19047]",[171],[0],1,0.055,0,[],""
1733,"TCIgnadukBroomChargeNoStartNoEnd","","[1808,603,6895,6896,6897,19047]",[171],[0],1,0.055,0,[],""
1734,"TCIgnadukBroomChargeNoStart","","[1808,603,6895,6896,6897,19047]",[171],[0],1,0.055,0,[],""
1735,"TCSavageBruteClawCharge","","[1808,603,6895,6896,6897]",[171],[200],1,0.055,0,[],""
1736,"TCBloodElementalGush","","[1808,603,6895,6896,6897]",[171],[0],1,0.055,0,[],""
1737,"TCTamedGoblinBeastGoblinRelease","","[1808,603,6895,6896,6897]",[171],[0],1,0.055,0,[],""
1738,"BloodFeverBoarCharge","","[1808,603,6895,6896,6897,104]",[171],[149],1,0.055,0,[],""
1739,"BloodFeverBoarChargeTopple","","[1808,603,6895,6896,6897,104]",[171],[149],1,0.055,0,[],""
1740,"TCBaronBossHumanImpale","","[1808,603,6895,6896,6897,104,11885]",[],[],1,0.055,0,[],""
1741,"TCTwilghtOrderSoldierCharge","","[1808,603,6895,6896,6897,104,11885]",[171],[0],1,0.055,0,[],""
1742,"TCIceGoblinCharge","","[1808,603,6895,6896,6897,104,11885]",[],[],1,0.055,0,[],""
1743,"TCPrimordialHoundCharge","","[1808,603,6895,6896,6897,104]",[171],[0],1,0.055,0,[],""
1744,"TCCockroachManCharge","","[1808,603,6895,6896,6897,104,11885]",[],[],1,0.055,0,[],""
1745,"TCLieutenantBruteCharge","","[1808,603,6895,6896,6897,104,11885]",[171],[225],1,0.055,0,[],""
1746,"TCGladiatorPitbull","","[1808,603,6895,6896,6897,104,11885]",[171],[0],1,0.055,0,[],""
1747,"TCRathbreakerDrivebyCharge","","[1808,603,6895,6896,6897,104,11885]",[],[],1,0.055,0,[],""
1748,"TCQuadrillaCharge","","[1808,610]",[452],[10],1,0.055,0,[],""
1749,"TCBaronBossHowlChargeOut","","[1808,610]",[],[],1,0.055,0,[],""
1750,"TCHarborBossCharge","",[1808],[],[],1,0.055,0,[],""
1751,"TCFallenStag","","[1808,603,6895,6896,6897,11885]",[],[],1,0.055,0,[],""
1752,"TCFallenGodChaosCharge","","[1808,603,6895,6896,6897,11885]",[1065],[50],1,0.055,0,[],""
1753,"TCExplodingPigCharge","","[1808,603,6895,6896,6897,104]",[171],[149],1,0.055,0,[],""
1754,"TCJavelinCharge","","[1808,603,6895,6896,6897,104]",[171],[260],1,0.055,0,[],""
1755,"TCSwollenMillerCharge","","[1808,2876,6897,18671]","[16265,171]","[50,16]",1,0.055,0,[],""
1756,"TCSwollenMillerChargeEnraged","","[1808,2876,6897,18671]","[16265,171]","[50,16]",1,0.055,0,[],""
1757,"TCCrowbell","","[1808,603,18672]",[],[],1,0.055,0,[],""
1758,"TCChaosGodRangedFodder","","[1808,603]",[],[],1,0.055,0,[],""
1759,"TCChaosGodTriceratops","","[1808,603]",[1067],[50],1,0.055,0,[],""
1760,"TCGoldenOnesUnarmedCharge","",[603],[171],[333],1,0.055,0,[],""
1761,"TCAncestralLeagueKaruiHulk","","[1808,603,18671,11885]",[],[],1,0.055,0,[],""
1762,"TCqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],[],[],1,0.055,0,[],""
1763,"SummonSpecificBarrelsArchnemesisWealthUrn","",[],[850],[3],1,0.055,0,[],""
1764,"SummonSpecificBarrelsArchnemesisWealthUrnEmpty","",[],[850],[4],1,0.055,0,[],""
1765,"MonsterModGlacialPrison","",[],"[349,499,5553]","[5000,315,50]",1,0.055,0,[],""
1766,"ChangeToStance","",[],[],[],1,0.055,0,[],""
1767,"ChangeToStance1","",[],[],[],1,0.055,0,[],""
1768,"ChangeToStance4HeistThugMinibossEnrage","",[],[],[],1,0.055,0,[],""
1769,"ChangeToStance1HeistThugMinibossCalmDown","",[],[],[],1,0.055,0,[],""
1770,"DoryaniChangeToStance1LowCooldown","",[],[],[],1,0.055,0,[],""
1771,"DoryaniChangeToStance2LowCooldown","",[],[],[],1,0.055,0,[],""
1772,"ChangeToStance1Immediate","",[],[],[],1,0.055,0,[],""
1773,"ChangeToStance2Immediate","",[],[],[],1,0.055,0,[],""
1774,"ChangeToStance3Immediate","",[],[],[],1,0.055,0,[],""
1775,"CTSPerennialKingStance2","",[],[],[],1,0.055,0,[],""
1776,"CTSPerennialKingStance3","",[],[],[],1,0.055,0,[],""
1777,"CTS1BossFightStart","",[11885],[],[],1,0.055,0,[],""
1778,"CTS4BlackJaw","",[11885],[],[],1,0.055,0,[],""
1779,"CTS1SnakeLady","",[11885],[],[],1,0.055,0,[],""
1780,"CTS1EelBoss","",[11885],[],[],1,0.055,0,[],""
1781,"CTS3EelBoss","",[11885],[],[],1,0.055,0,[],""
1782,"CTS3PrisonerBoss","","[11885,12824,6895,6896]",[],[],1,0.055,0,[],""
1783,"CTS4PrisonerBoss","","[11885,12824,6895,6896]",[],[],1,0.055,0,[],""
1784,"CTS3MidwifeBoss","","[11885,12824,6895,6896,6897]",[],[],1,0.055,0,[],""
1785,"CTS5PerennialKingSandstorm","",[11885],[],[],1,0.055,0,[],""
1786,"CTS1PerennialKingEndSandstorm","",[11885],[],[],1,0.055,0,[],""
1787,"CTS3SunWorshipperEnrageDash","",[11885],[],[],1,0.055,0,[],""
1788,"CTS1SunWorshipperEnrageDash","",[11885],[],[],1,0.055,0,[],""
1789,"CTS1VaalForgeMasterClose","",[11885],[],[],1,0.055,0,[],""
1790,"CTS3ChaosGodOwlBossTornadoForm","",[11885],[],[],1,0.055,0,[],""
1791,"CTS1ChaosGodOwlBossExitTornadoForm","",[11885],[],[],1,0.055,0,[],""
1792,"CTS5ChimeraBossGroundToOffscreen","",[11885],[],[],1,0.055,0,[],""
1793,"CTS4ChimeraBossPillarToGround","",[11885],[],[],1,0.055,0,[],""
1794,"CTS5ChimeraBossPillarToOffscreen","",[11885],[],[],1,0.055,0,[],""
1795,"CTS1ChimeraBossCollapsedPillarToGround","",[11885],[],[],1,0.055,0,[],""
1796,"CTS1ChimeraBossOffScreenToGround","",[11885],[],[],1,0.055,0,[],""
1797,"CTS3ChimeraBossOffScreenToPillar","",[11885],[],[],1,0.055,0,[],""
1798,"CTS1Generic","",[11885],[],[],1,0.055,0,[],""
1799,"CTS2Generic","",[11885],[],[],1,0.055,0,[],""
1800,"CTS3Generic","",[11885],[],[],1,0.055,0,[],""
1801,"CTS4Generic","",[11885],[],[],1,0.055,0,[],""
1802,"CTS5Generic","",[11885],[],[],1,0.055,0,[],""
1803,"CTSqwe_NEW_ENTRIES_GO_ABOVE_ME","",[11885],[],[],1,0.055,0,[],""
1804,"RootedGrowingGround","",[603],"[349,3451,3736]","[10000,1001,-85]",5,0.1,0.0175,[],""
1805,"DelveSpiderWeb","",[4829],"[349,4763,5553]","[8000,50,-50]",1,0.055,0,[],""
1806,"ReviveSpecificMonstersTimeScientist","",[],[5553],[-70],1,0.055,0,[],""
1807,"SkeletonCannonBoneMortar","","[603,488]","[2428,3085,167,4971,349,762]","[543,217,1,30,10000,3]",3.5,0.055,0.014,[],""
1808,"BetrayalMassSkeletonBoneMortar","","[603,488]","[2428,3085,167,4971,349,762]","[543,217,5,360,3000,5]",1,0.1,0.0175,[],""
1809,"SkeletonCannonBoneNova","",[1738],"[167,619,316,5553]","[10,40,30,150]",1,0.055,0,[],""
1810,"MeleeThrustAttackCultistIncursion","","[603,2289]","[2615,1878]","[-25,-33]",1,0.055,0,[],""
1811,"MeleeThrustAttackIncursionFire","","[603,189]",[1065],[75],1,0.055,0,[],""
1812,"IncursionChaosArchitectProjectile1","","[488,1738]","[5624,5625,1750,310]","[-25,1000,40,-50]",0.75,0.1,0.0175,[],""
