"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName (English)","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription (English)","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
418,"replenishing_storm","Art/2DArt/BuffIcons/TempestPink.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/smlshaperseed.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/ShaperSeed.epk""]",[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
419,"echoing_storm","Art/2DArt/BuffIcons/TempestBlue.dds","[""Metadata/Effects/Environment/tempest_league/buff/echo_buff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
420,"rarity_storm","Art/2DArt/BuffIcons/TempestLightening.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
421,"massive_storm","Art/2DArt/BuffIcons/TempestRed.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
422,"tiny_storm","Art/2DArt/BuffIcons/TempestGreen.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
423,"fire_damage_storm","Art/2DArt/BuffIcons/TempestFire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff_fire.epk""]",[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
424,"cold_damage_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff_ice.epk""]",[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
425,"lightning_damage_storm","Art/2DArt/BuffIcons/TempestIce.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff_lightning.epk""]",[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
426,"smoke_trail_storm","Art/2DArt/BuffIcons/TempestBasic.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
427,"corpse_devour_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Spells/totems/spells/life_regen/affected.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
428,"projectile_nova_storm","Art/2DArt/BuffIcons/TempestTeal.dds","[""Metadata/Effects/Environment/tempest_league/buff/echo_buff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
429,"veil_storm","Art/2DArt/BuffIcons/TempestBasic.dds","[""Metadata/Effects/Environment/tempest_league/buff/veilofthenight.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
430,"voltaxic_storm","Art/2DArt/BuffIcons/TempestPurple.dds","[""Metadata/Effects/Environment/tempest_league/buff/chaosconversion.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
431,"ethereal_storm","Art/2DArt/BuffIcons/TempestTeal.dds","[""Metadata/Effects/misc/flask_effects/phase_flask/phase.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
432,"corrupted_drops_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
433,"drop_as_sell_price_storm","Art/2DArt/BuffIcons/TempestOrange.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
434,"quality_drops_storm","Art/2DArt/BuffIcons/TempestBasic.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
435,"identify_items_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
436,"elemental_damage_storm","Art/2DArt/BuffIcons/TempestPurple.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/increased_elemental/increased_ele.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/increased_elemental/increased_ele.epk""]",[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
437,"status_immunity_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/cult_elements/CultElementsAura.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
438,"soul_eater_storm","Art/2DArt/BuffIcons/TempestOrange.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
439,"exploding_storm_buff_green","","[""Metadata/Effects/Environment/tempest_league/basic_colour/green/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
440,"exploding_storm_buff_red","","[""Metadata/Effects/Environment/tempest_league/basic_colour/red/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
441,"exploding_storm_buff_blue","","[""Metadata/Effects/Environment/tempest_league/basic_colour/blue/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
442,"exploding_storm_buff_orange","","[""Metadata/Effects/Environment/tempest_league/basic_colour/orange/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
443,"exploding_storm_buff_pink","","[""Metadata/Effects/Environment/tempest_league/basic_colour/pink/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
444,"exploding_storm_buff_purple","","[""Metadata/Effects/Environment/tempest_league/basic_colour/purple/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
445,"exploding_storm_buff_teal","","[""Metadata/Effects/Environment/tempest_league/basic_colour/teal/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
446,"exploding_storm_buff_white","","[""Metadata/Effects/Environment/tempest_league/basic_colour/white/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
447,"righteous_fire_white_no_light","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/ri_firebot_white/bottom.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
448,"exploding_storm_buff_ice","","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
449,"exploding_storm_buff_fire","","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
450,"exploding_storm_buff_lightning","","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
451,"doedre_curse_zone_aura_enfeeble","Art/2DArt/SkillIcons/enfeeble.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/enfeeble.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[22],"",""
452,"doedre_curse_zone_aura_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/temporal_chains.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[19],"",""
453,"doedre_curse_zone_aura_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/vulnerability.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[23],"",""
454,"map_boss_duet_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
455,"ground_spores","Art/2DArt/BuffIcons/TentacleGroundDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
456,"culling_strike_aura","Art/2DArt/BuffIcons/UnholyMight.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
457,"increased_item_rarity_aura","Art/2DArt/BuffIcons/KingMaker2.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMakerSmlAura.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMaker_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
458,"new_phase_run","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase_run.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
459,"new_phase_run_damage","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase2.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
460,"power_charge_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[8],"",""
461,"static_tether","Art/2DArt/SkillIcons/stormcall.dds","[""Metadata/Effects/Spells/static_tether/debuff/static_tether.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
462,"cultist_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_demonic/demonicspectre.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
463,"black_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre/shadow_mirror/shadow_mirror_EPK.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
464,"daresso_enrage","","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/kneel_sheild/bloodrage_kneel_shield_combined.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
465,"frost_bomb","Art/2DArt/SkillIcons/FrostBomb.dds","[""Metadata/Effects/Spells/frost_bomb/affected_buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
466,"lightning_bomb","Art/2DArt/BuffIcons/LightningBomb.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
467,"ghost_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/GhostFire.epk""]","[""Metadata/Effects/StatusAilments/GhostFire.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
468,"haste_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
469,"vaal_haste_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/vaal_haste.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
470,"vitality_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
471,"vaal_vitality_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
472,"purity_of_elements_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
473,"vaal_purity_of_elements_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
474,"determination_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ArchDemon/ArchDemonAura/ArchDemonAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
475,"righteous_lightning","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
476,"righteous_lightning_aura","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/ri_fire/player.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
477,"talisman_monster","","[""Metadata/Effects/StatusAilments/monsters/talisman_epk.epk""]",[],[0],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
478,"sawblade_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/sawblade/sawblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
479,"inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
480,"contagion","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Spells/contagion/contagion_buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
481,"contagion_arcane","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/arcane_contagion/arcane_contagion_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
482,"thunderbolt","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/enchantment_skills/thunderbolt/charge.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
483,"siphon","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
484,"offering_of_judgement_fire","Art/2DArt/BuffIcons/Fire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
485,"hinder","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[],"",""
486,"hinder_from_item","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[],"",""
487,"wither_resistance","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
