"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
602,"elementalist_increased_fire_damage","",1,"","Ascendancy Effect (Invisible)",[42],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[42],[],"","","","","","",[],"",[]
603,"elementalist_increased_lightning_damage","",1,"","Ascendancy Effect (Invisible)",[56],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[56],[],"","","","","","",[],"",[]
604,"elementalist_increased_cold_damage","",1,"","Ascendancy Effect (Invisible)",[49],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[49],[],"","","","","","",[],"",[]
605,"elementalist_increased_elemental_damage","",1,"","Ascendancy Effect (Invisible)",[486],1,3,"","","",1,28,530,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[486],[],"","","","","","",[],"",[]
606,"elementalist_cold_penetration","",1,"","Ascendancy Effect (Invisible)",[594],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[594],[],"","","","","","",[],"",[]
607,"elementalist_fire_penetration","",1,"","Ascendancy Effect (Invisible)",[593],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[593],[],"","","","","","",[],"",[]
608,"elementalist_lightning_penetration","",1,"","Ascendancy Effect (Invisible)",[595],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[595],[],"","","","","","",[],"",[]
609,"elemental_conflux","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3960,659,611]",1,3,"","","",1,28,569,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[3960,659,611]",[],"","","","","","",[],"",[]
610,"elementalist_increased_fire_damage_taken","",1,"","Ascendancy Effect (Invisible)",[2038],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2038],[],"","","","","","",[],"",[]
611,"elementalist_increased_lightning_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3625],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[3625],[],"","","","","","",[],"",[]
612,"elementalist_increased_cold_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3624],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[3624],[],"","","","","","",[],"",[]
613,"elementalist_increased_elemental_damage_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","ElementalistIncreasedDamage","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
614,"occultist_non_chaos_to_chaos_damage","",1,"","","[1501,450,1499,1504]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[1501,450,1499,1504]",[],"","","","","","",[],"",[]
615,"occultist_nearby_enemies_chaos_cold_resist_life_regen","You have no Life Regeneration and reduced Cold and Chaos Resistance while near an Occultist","","","Void Beacon","[150,2399,146]",1,3,"","","",1,28,531,1,"",2,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[150,2399,146]",[],"","","","","","",[],"",[]
616,"occultist_no_energy_shield_recharge_delay","",1,"","",[2285],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2285],[],"","","","","","",[],"",[]
617,"izaro_elemental_fire_buff_phase1","Allies deal additional fire damage","","","",[447],1,3,"","","","",28,527,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[]
618,"izaro_elemental_fire_buff","Allies deal additional fire damage","","","Fire Damage Aura","[447,10,11]",1,3,"","","","",28,527,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[447,10,11]",[],"","","","","","",[],"",[]
619,"izaro_elemental_cold_buff_phase1","Allies deal additional cold damage","","","",[448],1,3,"","","","",28,528,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[],"",[]
620,"izaro_elemental_cold_buff","Allies deal additional cold damage","","","Cold Damage Aura","[448,10,11]",1,3,"","","","",28,528,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[448,10,11]",[],"","","","","","",[],"",[]
621,"izaro_elemental_lightning_buff_phase1","Allies deal additional lightning damage","","","",[449],1,3,"","","","",28,529,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[],"",[]
622,"izaro_elemental_lightning_buff","Allies deal additional lightning damage","","","Lightning Damage Aura","[449,10,11]",1,3,"","","","",28,529,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[449,10,11]",[],"","","","","","",[],"",[]
623,"charged_attack","Your Blade Flurry has more damage","","","Blade Flurry",[],1,4,1,14967,3971,1,28,591,1,"",6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
624,"petrify_enrage","","","","WIP","[24,1903,177]",1,3,"","","",1,28,529,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,1903,177]",[],"","","","","","",[],"",[]
625,"occultist_stacking_es_recovery_per_minute_percent","You are regenerating Energy Shield","","","Vile Bastion",[],1,3,1,"","",1,28,566,1,1,17,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
626,"izaro_chronos_statue_damage_phase1","Additional Block Chance",1,"","",[24],1,3,"","","","",28,533,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
627,"izaro_chronos_statue_damage","Additional Block Chance",1,"","","[24,10,11,1942,1941,1934,1935]",1,3,"","","","",28,533,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
628,"izaro_chronos_statue_speed_phase1","Additional Spell Block Chance",1,"","","[1903,177]",1,3,"","","","",28,534,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177]",[],"","","","","","",[],"",[]
629,"izaro_chronos_statue_speed","Additional Spell Block Chance",1,"","","[1903,177,10,11,1942,1941,1934,1935]",1,3,"","","","",28,534,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177,10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
630,"izaro_chronos_statue_damage_taken_phase1","",1,"","",[477],1,3,"","","","",28,535,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
631,"izaro_chronos_statue_damage_taken","",1,"","","[477,10,11,1942,1941,1934,1935]",1,3,"","","","",28,535,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
632,"izaro_gargoyles_damage_buff_phase1","Izaro deals increased Damage",1,"","Izaro Damage",[24],1,3,"","","","",28,536,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
633,"izaro_gargoyles_damage_buff","Izaro deals increased Damage",1,"","Izaro Damage","[24,10,11]",1,3,"","","","",28,536,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,10,11]",[],"","","","","","",[],"",[]
634,"izaro_gargoyles_speed_buff_phase1","Izaro attacks, casts, and moves faster",1,"","Izaro Speed","[1903,177]",1,3,"","","","",28,538,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177]",[],"","","","","","",[],"",[]
635,"izaro_gargoyles_speed_buff","Izaro attacks, casts, and moves faster",1,"","Izaro Speed","[1903,177,10,11]",1,3,"","","","",28,538,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177,10,11]",[],"","","","","","",[],"",[]
636,"izaro_gargoyles_damage_taken_buff_phase1","Izaro takes reduced Damage",1,"","Izaro Damage Taken",[477],1,3,"","","","",28,540,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
637,"izaro_gargoyles_damage_taken_buff","Izaro takes reduced Damage",1,"","Izaro Damage Taken","[477,10,11]",1,3,"","","","",28,540,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,10,11]",[],"","","","","","",[],"",[]
638,"izaro_pedestals_physical_damage_reduction_buff_phase 1","Increased Physical Damage Reduction",1,"","",[1034],1,3,"","","","",28,333,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1034],[],"","","","","","",[],"",[]
639,"izaro_pedestals_physical_damage_reduction_buff","Increased Physical Damage Reduction",1,"","","[1034,10,11]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1034,10,11]",[],"","","","","","",[],"",[]
640,"izaro_pedestals_physical_damage_buff_phase 1","Increased Physical Damage",1,"","",[26],1,3,"","","","",28,334,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[26],[],"","","","","","",[],"",[]
641,"izaro_pedestals_physical_damage_buff","Increased Physical Damage",1,"","","[26,10,11]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,10,11]",[],"","","","","","",[],"",[]
642,"izaro_pedestals_additional_energy_shield_phase 1","Additional Energy Shield",1,"","",[563],1,3,"","","","",28,335,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[563],[],"","","","","","",[],"",[]
643,"izaro_pedestals_additional_energy_shield","Additional Energy Shield",1,"","","[563,10,11]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[563,10,11]",[],"","","","","","",[],"",[]
644,"izaro_charge","","","","","[70,216,11793,1034,141,554]",1,4,1,4139,4091,"",28,545,1,"",3,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],1,[],[],"[70,216,11793,1034,141,554]",[],"","","","","","",[],"",[]
645,"izaro_super_charge","","","","Super Frenzy Charges",[],1,4,1,4139,4091,"",28,545,1,"",3,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
646,"offering_spirit","You have increased Critical Strike Chance and additional Critical Strike Multiplier","","","Spirit Offering","[554,95]",1,3,"","","",1,28,290,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[554,95]",[],"","","","","","",[],"",[]
647,"totem_aura_chieftain","You deal less damage, and take increased Fire and Physical damage while near a Chieftain's totems","","","Moon's Presence","[4469,2038,545]",1,3,"","","","",28,550,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[4469,2038,545]",[],"","","","","","",[],"",[]
648,"guardian_share_charges_with_party_members_in_aura","You share Charges with Party Members in this Aura","","","Harmony of Purpose",[4518],1,3,"","","",1,28,563,1,1,1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4518],[],"","","","","","",[],"",[]
649,"guardian_conduit_aura_enemies","You can't gain Charges","","","Harmony of Purpose",[4138],1,3,"","","",1,28,564,1,1,2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4138],[],"","","","","","",[],"",[]
650,"guardian_dispel_cooldown","",1,"","",[],1,3,"","","","",28,0,1,"",17,"","","","",0,"","GuardianDispelBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
651,"guardian_life_regen","",1,"","",[451],1,3,"","","",1,28,575,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[]
652,"izaro_disrupter_inactive","",1,"","","[860,398,701,140,1303]","",3,"","","","",28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[1002,1408]","[860,398,701,140,1303]",[],"","","","","","",[],"",[]
653,"izaro_buff_loot_bonus","",1,"","","[10,11]","",1,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11]",[],"","","","","","",[],"",[]
654,"melee_ancestor_totem_attack_speed","You have more Attack Speed.","","","Ancestral Protector","[4396,70]","",3,"","","","",28,1872,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17089],"[4396,70]",[],"","","","","","",[],"",[]
655,"slash_ancestor_totem_phys_added_as_fire","",1,"","",[447],"",3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17089],[447],[],"","","","","","",[],"",[]
656,"slam_ancestor_totem_melee_damage","You deal more Melee Damage.","","","Ancestral Warchief","[4535,1360]","",3,"","","","",28,1873,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17089],"[4535,1360]",[],"","","","","","",[],"",[]
657,"guardian_cannot_be_stunned_aura","You are being granted Stun Immunity by a Guardian","","","Bastion of Hope",[701],"",3,"","","","",28,552,"","",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[701],[],"","","","","","",[],"",[]
658,"izaro_pedestal_timer_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
659,"lightning_golem_wrath","Grants additional Lightning Damage to Attacks and Spells","",1,"Lightning Golem Wrath","[59,60,1591,1592]",1,3,"","","","",28,574,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[59,60,1591,1592]",[],"","","","","","",[],"",[]
660,"chronos_statues_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
661,"damage_increase_when_killed_bleeding_enemy","",1,"","",[24],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
662,"damage_increase_when_killed_cursed_enemy","",1,"","",[24],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
663,"increased_minion_attack_and_cast_speed","",1,"","","[2090,2091]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2090,2091]",[],"","","","","","",[],"",[]
664,"increased_attack_and_cast_speed","",1,"","",[1903],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1903],[],"","","","","","",[],"",[]
665,"curse_enemy_chaos_resistance","",1,"","",[150],1,3,"","","",1,28,0,1,"",2,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[],"",[]
666,"champion_aura_increased_damage_under_fortify","An Ascendant is granting you Increased Damage while they have Fortify","","","Inspirational",[24],1,3,"","","",1,28,565,1,1,17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
667,"enrage_buff","",1,"","","[1903,177,24]",1,3,"","","","",28,558,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177,24]",[],"","","","","","",[],"",[]
668,"elemental_penetration_from_mine_detonation","",1,"","","[595,593,594]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[595,593,594]",[],"","","","","","",[],"",[]
669,"have_killed_recently","",1,"","",[4457],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4457],[],"","","","","","",[],"",[]
670,"number_of_times_have_been_hit_recently","",1,"","",[],"",3,"","","",1,28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
671,"have_been_crit_recently","",1,"","",[6159],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[6159],[],"","","","","","",[],"",[]
672,"have_crit_recently","",1,"","",[4461],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4461],[],"","","","","","",[],"",[]
673,"have_taken_attack_damage_recently","",1,"","",[4596],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4596],[],"","","","","","",[],"",[]
674,"have_taken_spell_damage_recently","",1,"","",[4598],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4598],[],"","","","","","",[],"",[]
675,"have_used_a_warcry_recently","",1,"","",[4611],"",1,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4611],[],"","","","","","",[],"",[]
676,"have_been_savage_hit_recently","",1,"","",[4594],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4594],[],"","","","","","",[],"",[]
677,"have_hit_an_enemy_recently","",1,"","",[4864],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[4864],[],"","","","","","",[],"",[]
678,"chronos_statue_life_regen","",1,"","Chronos Statue Life Regen",[451],1,2,"","","",1,28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[]
679,"perandus_gold_spectre_buff","",1,"","",[],"",3,"","","","",28,573,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
680,"perandus_chest_protection","",1,"","Protection","[477,24]",1,3,"","","",1,28,585,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,24]",[],"","","","","","",[],"",[]
681,"perandus_chest_fire_empowered","",1,"","Fire Empowered","[477,447]",1,3,"","","",1,28,586,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,447]",[],"","","","","","",[],"",[]
682,"perandus_chest_cold_empowered","",1,"","Cold Empowered","[477,448]",1,3,"","","",1,28,587,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,448]",[],"","","","","","",[],"",[]
683,"perandus_chest_lightning_empowered","",1,"","Lightning Empowered","[477,449]",1,3,"","","",1,28,588,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,449]",[],"","","","","","",[],"",[]
684,"perandus_chest_physical_empowered","",1,"","Physical Empowered","[477,26]",1,3,"","","",1,28,589,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,26]",[],"","","","","","",[],"",[]
685,"bane_of_the_loyal","The next Lieutenant you hit will be killed instantly","",1,"Bane of the Loyal",[3926],1,3,"","","",1,28,577,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3926],[],"","","","","","",[],"",[]
686,"heart_of_the_gargoyle","The next Gargoyle you hit will be killed instantly","",1,"Heart of the Gargoyle",[3928],1,3,"","","",1,28,578,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3928],[],"","","","","","",[],"",[]
687,"cube_of_absorption","The next Conduit you interact with will be disabled permanently","",1,"Cube of Absorbtion",[3929],1,3,"","","",1,28,579,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3929],[],"","","","","","",[],"",[]
688,"orb_of_elemental_essence","The next Essence you hit will be killed instantly","",1,"Orb of Elemental Essence",[3927],1,3,"","","",1,28,580,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3927],[],"","","","","","",[],"",[]
689,"rod_of_detonation","The next Font you hit will be killed instantly","",1,"Rod of Detonation",[3925],1,3,"","","",1,28,581,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3925],[],"","","","","","",[],"",[]
690,"sand_of_eternity","The next Idol you hit will no longer regenerate life","",1,"Sand of Eternity",[4162],1,3,"","","",1,28,582,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4162],[],"","","","","","",[],"",[]
691,"cogs_of_disruption","The next Charge Disruptor you use will reactivate after a short duration","",1,"Cogs of Disruption",[3931],1,3,"","","",1,28,583,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3931],[],"","","","","","",[],"",[]
692,"portal_shredder","The next Portal you hit will be killed instantly","",1,"Portal Shredder",[4164],1,3,"","","",1,28,584,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4164],[],"","","","","","",[],"",[]
