"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]"
2926,"damage_+%_while_dead",1,"","",1,"","","","","","","","","","","","","","","",1951578897,[],"","","",1,[],[]
2927,"chaos_damage_+%_per_equipped_corrupted_item",1,"","",1,"","","","","","","","","","","","","","","",958098978,[],"","","",1,[],[]
2928,"life_leech_speed_+%_per_equipped_corrupted_item",1,"","",1,"","","","","","","","","","","","","","","",-1510533106,[],"","","",1,[],[]
2929,"virtual_life_leech_speed_+%",1,"","",1,"","","","","","","","","","","",1,"","",1,-1420165227,[],"","","",1,[0],[]
2930,"mana_leech_speed_+%_per_equipped_corrupted_item",1,"","",1,"","","","","","","","","","","","","","","",-1012315333,[],"","","",1,[],[]
2931,"virtual_mana_leech_speed_+%",1,"","",1,"","","","","","","","","","","",1,"","",1,-1272176522,[],"","","",1,[0],[]
2932,"skill_is_attack",1,"","",4,"","","","","","","","","","",1,"","","",1,-1015841775,[],"",1,"","",[],[]
2933,"hundred_times_non_spell_casts_per_second",1,"","",3,"","","","","","","","","","","",1,"","",1,1048347799,[],"","","",1,[1],[]
2934,"sound_on_rare_kill_ice_whisper",1,"","",4,"","","","","","","","","","","","","","",1,-1767964940,[],"","","","",[],[]
2935,"chance_to_gain_vaal_soul_on_kill_%","","","",1,"","","","","","","","","","","","","","","",207444621,[],"","","",1,[],[]
2936,"piety_fire_form_hits_cause_stacking_damage_taken",1,"","",3,"","","","","","","","","","","","","","",1,-611598169,[],"","","",1,[],[]
2937,"vaal_skill_effect_duration_+%",1,"","",1,"","","","","","","","","","","","","","","",-100532818,[],18,"","",1,[],[]
2938,"energy_shield_protects_mana","","","",4,"","","","","","","","","","",1,"","","",1,-497092164,[],"","","","",[],[]
2939,"spend_energy_shield_for_costs_before_mana","","","",4,"","","","","","","","","","",1,"","","",1,-1091462607,[],"","","","",[],[]
2940,"vaal_skill_critical_strike_chance_+%",1,"","",1,"","","","","","","","","","","","","","","",-277960142,[],4,"","",1,[],[]
2941,"local_unique_item_limit",1,1,"",3,"","","","","","","","","","","","","","","",1891324106,[],"","","",1,[],[]
2942,"vaal_skill_critical_strike_multiplier_+",1,"","",3,"","","","","","","","","","","","","","","",1401829934,[],"","","",1,[],[]
2943,"local_display_aura_allies_have_culling_strike",1,1,"",4,"","","","","","","","","","","","","","","",-570013333,[],"","","","",[],[]
2944,"local_display_aura_allies_have_increased_item_rarity_+%",1,1,"",1,"","","","","","","","","","","","","","","",-646624936,[],"","","","",[],[]
2945,"chance_to_gain_vaal_soul_on_enemy_shatter_%",1,"","",1,"","","","","","","","","","","","","","","",-904611438,[],"","","",1,[],[]
2946,"mana_cost_+%_on_totemified_aura_skills",1,"","",1,"","","","","","","","","","","","","","","",34804669,[],"","","",1,[],[]
2947,"base_skill_is_aura_skill","","","",3,"","","","","","","","","","","","","","",1,-1680442509,[],"",1,"",1,[],[]
2948,"corrupted_gem_experience_gain_+%",1,"","",1,"","","","","","","","","","",1,"","","",1,-598920609,[],"","","",1,[],[]
2949,"active_skill_attack_damage_final_permyriad",1,"","",1,"","","","","","","","","","",1,"","","",1,-377889873,[],"",1,"",1,[],[]
2950,"fortify_duration_+%",1,"","",1,"","","","","","","","","","","","","","","",1051148923,[],11,"","",1,[],[]
2951,"support_slower_projectiles_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,-214719187,[],"","","",1,[],[]
2952,"support_elemental_proliferation_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,447438862,[],"","","",1,[],[]
2953,"flicker_strike_more_attack_speed_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,503654301,[],"","","",1,[],[]
2954,"support_minion_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,-1638564823,[],"","","",1,[],[]
2955,"life_leech_uses_chaos_damage_when_X_corrupted_items_equipped",1,"","",3,"","","","","","","","","","","","","","","",-627642514,[],"","","",1,[],[]
2956,"half_physical_bypasses_es_half_chaos_damages_es_when_X_corrupted_items_equipped",1,"","",3,"","","","","","","","","","","","","","","",-84415900,[],"","","",1,[],[]
2957,"chaos_damage_damages_energy_shield_%",1,"","",1,"","","","","","","","","","","",1,"","","",-811279850,[],"","","",1,[0],[]
2958,"physical_damage_bypass_energy_shield_%",1,"","",1,"","","","","","","","","","","",1,"","","",1024140175,[],"","","",1,[0],[]
2959,"gain_soul_eater_with_equipped_corrupted_items_on_vaal_skill_use_ms",1,"","",3,"","","","","","","","","","","","","","","",2051773437,[],"","","",1,[],[]
2960,"base_spell_lightning_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",1758661475,[],"","","",1,[],[]
2961,"wrath_aura_spell_lightning_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,1617760270,[],"","","",1,[],[]
2962,"support_slower_projectiles_projectile_speed_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,2017088092,[],"","","",1,[],[]
2963,"support_reduced_duration_skill_effect_duration_+%_final",1,"","",1,"","","","","","","","","","",1,"","","",1,1760984750,[],"","","",1,[],[]
2964,"maximum_mana_%_gained_on_kill",1,"","",1,"","","","","","","","","","","","","","","",512031894,[],"","","",1,[],[]
2965,"maximum_life_%_lost_on_kill",1,"","",1,"","","","","","","","","","","","","","","",55129256,[],"","","",1,[],[]
2966,"maximum_energy_shield_%_lost_on_kill",1,"","",1,"","","","","","","","","","","","","","","",1004478701,[],"","","",1,[],[]
2967,"passive_applies_to_minions",1,"","",4,"","","","","","","","","","","","","","","",-1445307563,[],"","","","",[],[]
2968,"chance_to_curse_self_with_punishment_on_kill_%",1,"","",1,"","","","","","","","","","","","","","","",22817236,[],"","","",1,[],[]
2969,"damage_taken_+%_while_es_full",1,"","",1,"","","","","","","","","","","","","","","",-982149730,[],"","","",1,[],[]
2970,"base_deal_no_damage","","","",4,"","","","","","","","","","","","","","","",-2037796975,[],"","","","",[],[]
2971,"voll_slam_damage_+%_final_at_centre",1,"","",1,"","","","","","","","","","","","","","","",-1486528625,[],"","","",1,[],[]
2972,"local_unique_jewel_evasion_rating_+%_per_X_dex_in_radius",1,1,"",1,"","","","","","","","","","","","","","","",-523657166,[],"","","",1,[],[]
2973,"local_unique_jewel_claw_physical_damage_+%_per_X_dex_in_radius",1,1,"",1,"","","","","","","","","","","","","","","",2122087042,[],"","","",1,[],[]
2974,"local_unique_jewel_damage_increases_applies_to_fire_damage",1,1,"",4,"","","","","","","","","","","","","","","",-1563691239,[],"","","","",[],[]
2975,"fire_sword_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",1360960847,[],1,"","",1,[],[]
2976,"fire_wand_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-2131269517,[],1,"","",1,[],[]
2977,"two_handed_melee_fire_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",916239546,[],1,"","",1,[],[]
2978,"spell_fire_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",1293816228,[],1,"","",1,[],[]
2979,"melee_fire_damage_+%_while_holding_shield",1,"","",1,"","","","","","","","","","","","","","","",-1914173261,[],1,"","",1,[],[]
2980,"fire_staff_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",43056573,[],1,"","",1,[],[]
2981,"fire_mace_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",2145111372,[],1,"","",1,[],[]
2982,"fire_damage_while_dual_wielding_+%",1,"","",1,"","","","","","","","","","","","","","","",72580003,[],1,"","",1,[],[]
2983,"fire_dagger_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-233220604,[],1,"","",1,[],[]
2984,"fire_claw_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",508083316,[],1,"","",1,[],[]
2985,"fire_bow_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",744788674,[],1,"","",1,[],[]
2986,"fire_axe_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",1971898943,[],1,"","",1,[],[]
2987,"fire_attack_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",918067087,[],1,"","",1,[],[]
2988,"one_handed_melee_fire_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",334783287,[],1,"","",1,[],[]
2989,"melee_fire_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-2009468471,[],1,"","",1,[],[]
2990,"fire_damage_over_time_+%",1,"","",1,"","","","","","","","","","","","","","","",940020970,[],1,"","",1,[],[]
2991,"local_unique_jewel_physical_damage_increases_applies_to_cold_damage",1,1,"",4,"","","","","","","","","","","","","","","",1812739271,[],"","","","",[],[]
2992,"cold_sword_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",205425124,[],1,"","",1,[],[]
2993,"cold_wand_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-1116636825,[],1,"","",1,[],[]
2994,"two_handed_melee_cold_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",893611539,[],1,"","",1,[],[]
2995,"spell_cold_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-199878252,[],1,"","",1,[],[]
2996,"melee_cold_damage_+%_while_holding_shield",1,"","",1,"","","","","","","","","","","","","","","",1752718159,[],1,"","",1,[],[]
2997,"cold_staff_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-1301281407,[],1,"","",1,[],[]
2998,"cold_mace_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",209490134,[],1,"","",1,[],[]
2999,"cold_damage_while_dual_wielding_+%",1,"","",1,"","","","","","","","","","","","","","","",-945108919,[],1,"","",1,[],[]
3000,"cold_dagger_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",388878949,[],1,"","",1,[],[]
3001,"cold_claw_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",980803162,[],1,"","",1,[],[]
3002,"cold_bow_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",290938239,[],1,"","",1,[],[]
3003,"cold_axe_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-1937685772,[],1,"","",1,[],[]
3004,"cold_attack_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",1974932994,[],1,"","",1,[],[]
3005,"one_handed_melee_cold_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",953952993,[],1,"","",1,[],[]
3006,"melee_cold_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",-368496825,[],1,"","",1,[],[]
3007,"cold_damage_over_time_+%",1,"","",1,"","","","","","","","","","","","","","","",576121651,[],1,"","",1,[],[]
3008,"additional_staff_block_%","","","",3,"","","","","","","","","","","","","","","",-2036289860,[],"","","",1,[],[]
3009,"local_unique_jewel_cold_damage_increases_applies_to_physical_damage",1,1,"",4,"","","","","","","","","","","","","","","",808286262,[],"","","","",[],[]
3010,"local_unique_jewel_one_additional_maximum_lightning_damage_per_X_dex",1,1,"",3,"","","","","","","","","","","","","","","",-1115276988,[],"","","",1,[],[]
3011,"local_unique_jewel_additional_life_per_X_int_in_radius",1,1,"",3,"","","","","","","","","","","","","","","",503023564,[],"","","",1,[],[]
3012,"local_unique_jewel_chaos_damage_+%_per_X_int_in_radius",1,1,"",3,"","","","","","","","","","","","","","","",132395031,[],"","","",1,[],[]
3013,"local_unique_jewel_chill_freeze_duration_-%_per_X_dex_in_radius",1,1,"",3,"","","","","","","","","","","","","","","",-617010213,[],"","","",1,[],[]
3014,"local_unique_jewel_dex_and_int_apply_to_str_melee_damage_bonus_in_radius",1,1,"",4,"","","","","","","","","","","","","","","",2024937370,[],"","","","",[],[]
3015,"melee_damage_bonus_attributes_from_jewels",1,"","",3,"","","","","","","","","","",1,"","","",1,1943707060,[],"","","",1,[],[]
3016,"kaom_number_of_spawners_triggered","","","",3,"","","","","","","","","","","","","","","",1905320254,[],"","","",1,[],[]
3017,"melee_damage_vs_bleeding_enemies_+%","","","",1,"","","","","","","","","","","","","","",1,-64993875,[],"","","",1,[],[]
3018,"number_of_active_buffs",1,"","",3,"","","","","","","","","","","","","","","",1987994674,[],"","","",1,[],[]
3019,"fire_mortar_second_hit_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,-1544164599,[],"","","",1,[],[]
3020,"support_trap_and_mine_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,1989831186,[],"","","",1,[],[]
3021,"active_skill_minion_added_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,377989004,[],"",1,"",1,[],[]
3022,"minion_added_damage_+%_final_from_skill","","","",1,"","","","","","","","","","","","","","","",-1619161582,[],"","","",1,[],[]
3023,"newpunishment_melee_physical_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","","",1853391156,[],"","","",1,[],[]
3024,"physical_damage_+%_while_life_leeching",1,"","",1,"","","","","","","","","","","","","","","",440037319,[],"","","",1,[],[]
3025,"spell_staff_damage_+%",1,"","",1,"","","","","","","","","","","","","","","",1627525224,[],1,"","",1,[],[]
3026,"spell_damage_+%_while_holding_shield",1,"","",1,"","","","","","","","","","","","","","","",-1027844846,[],1,"","",1,[],[]
3027,"spell_damage_+%_while_dual_wielding",1,"","",1,"","","","","","","","","","","","","","","",886096780,[],1,"","",1,[],[]
3028,"cyclone_places_ground_fire_damage_per_minute",1,"","",3,"","","","","","","","","","","","","","","",2031530517,[],"","","",1,[],[]
3029,"newpunishment_melee_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,54783361,[],"","","",1,[],[]
3030,"newpunishment_attack_speed_+%",1,"","",1,"","","","","","","","","","","","","","",1,-1029175025,[],"","","",1,[],[]
3031,"base_strength_and_dexterity","","","",3,"","","","","","","","","","","","","","","",-882518668,[],18,"","",1,[],[]
3032,"base_strength_and_intelligence","","","",3,"","","","","","","","","","","","","","","",1721752889,[],18,"","",1,[],[]
3033,"base_dexterity_and_intelligence","","","",3,"","","","","","","","","","","","","","","",992207572,[],18,"","",1,[],[]
3034,"base_physical_damage_%_of_maximum_life_to_deal_per_minute",1,"","",1,"","","","","","","","","","","","","","",1,-663902404,[],"","","",1,[],[]
3035,"has_fortify",1,"","",4,"","","","","","","","","","","","","","","",-861877225,[],"","","","",[],[]
3036,"physical_damage_reduction_rating_+%_while_fortify_is_active",1,"","",1,"","","","","","","","","","","","","","","",-697720339,[],9,"","",1,[],[]
3037,"evasion_rating_+%_while_onslaught_is_active",1,"","",1,"","","","","","","","","","","","","","","",1009478280,[],9,"","",1,[],[]
3038,"melee_physical_damage_+%_while_fortify_is_active",1,"","",1,"","","","","","","","","","","","","","","",-842991250,[],1,"","",1,[],[]
3039,"local_unique_jewel_unarmed_damage_+%_per_X_dex_in_radius",1,1,"",3,"","","","","","","","","","","","","","","",852976299,[],"","","",1,[],[]
3040,"increased_critical_strike_chance_buff_for_x_milliseconds_on_placing_a_totem",1,"","",3,"","","","","","","","","","","","","","","",-1239486422,[],4,"","",1,[],[]
3041,"%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy",1,"","",1,"","","","","","","","","","","","","","",1,-957050546,[],16,"","",1,[],[]
3042,"%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy",1,"","",1,"","","","","","","","","","","","","","",1,-1619616523,[],16,"","",1,[],[]
3043,"totem_critical_strike_chance_+%",1,"","",1,"","","","","","","","","","","","","","","",1561601545,[],13,"","",1,[],[]
3044,"totem_critical_strike_multiplier_+",1,"","",3,"","","","","","","","","","","","","","","",2053158230,[],13,"","",1,[],[]
3045,"damage_+%_per_active_curse_on_self",1,"","",1,"","","","","","","","","","","","","","","",-1037931901,[],"","","",1,[],[]
3046,"map_force_topology","","","",3,"","","","","","","","","","","","","","","",71953428,[],"","","","",[],[]
3047,"maximum_life_leech_rate_%_per_minute",1,"","",1,"","","","","","","","","","","","","","","",1310526004,[],7,"","",1,[],[]
3048,"maximum_mana_leech_rate_%_per_minute",1,"","",1,"","","","","","","","","","","","","","","",-1532652076,[],8,"","",1,[],[]
3049,"chill_enemy_when_hit_duration_ms",1,"","",3,"","","","","","","","","","","","","","",1,1947695018,[],"","","",1,[],[]
3050,"ice_crash_third_hit_damage_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,-1475250660,[],"","","",1,[],[]
3051,"newpunishment_applied_buff_duration_ms",1,"","",3,"","","","","","","","","","","","","","",1,-1057119791,[],"","","",1,[],[]
3052,"recover_X_life_on_block",1,"","",3,"","","","","","","","","","","","","","","",-1288247234,[],7,"","",1,[],[]
