"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement"
553,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricBoots",40,2,2,"Vampiric Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,404,1170798256,[],"","","",[],[],"","","","","","","",[]
554,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricGloves",40,2,2,"Vampiric Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,405,1100716713,[],"","","",[],[],"","","","","","","",[]
555,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricHelmet",40,2,2,"Vampiric Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,406,1310609370,[],"","","",[],[],"","","","","","","",[]
556,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantBody",40,2,2,"Verdant Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,407,-1732898580,[],"","","",[],[],"","","","","","","",[]
557,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantBoots",40,2,2,"Verdant Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,408,-1315240369,[],"","","",[],[],"","","","","","","",[]
558,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantGloves",40,2,2,"Verdant Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,409,721942942,[],"","","",[],[],"","","","","","","",[]
559,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantHelmet",40,2,2,"Verdant Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,410,-1873404958,[],"","","",[],[],"","","","","","","",[]
560,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualHornsRed",40,2,2,"Invasion Ritual Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,411,1864203194,[],"","","",[],[],"","","","","","","",[]
561,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualHornsBlue",40,2,2,"Ambush Ritual Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,412,1871715541,[],"","","",[],[],"","","","","","","",[]
562,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphWings",40,2,2,"Seraph Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,424,-1313757287,[],"","","",[],[],"","","","","","","",[]
563,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonWings",40,2,2,"Tentacle Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,423,-2076867287,[],"","","",[],[],"","","","","","","",[]
564,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworks",40,1,1,"Win Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,413,-477431909,[],"","","",[],[],"","","","","","","",[]
565,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksSingapore",40,1,1,"Red and White Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,414,-1112958732,[],"","","",[],[],"","","","","","","",[]
566,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksRedWhiteBlue",40,1,1,"Red, White and Blue Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,415,1553618416,[],"","","",[],[],"","","","","","","",[]
567,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksGore",40,1,1,"Gore Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,416,1827298495,[],"","","",[],[],"","","","","","","",[]
568,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcticAurora",40,1,1,"Northern Light Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,417,-1102878240,[],"","","",[],[],"","","","","","","",[]
569,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksBrazil",40,1,1,"Carnival Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,418,1147953860,[],"","","",[],[],"","","","","","","",[]
570,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksSoulercoaster",40,1,1,"Dark Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,419,1882529991,[],"","","",[],[],"","","","","","","",[]
571,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksClassic",40,1,1,"Classic Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,420,-746767990,[],"","","",[],[],"","","","","","","",[]
572,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionHallowedFireworks",40,2,2,"Hallowed Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,421,1178027478,[],"","","",[],[],"","","","","","","",[]
573,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFrigidFireworks",40,2,2,"Frigid Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,422,-472782473,[],"","","",[],[],"","","","","","","",[]
574,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBandana",40,1,1,"Bandana","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,425,162869365,[],"","","",[],[],"","","","","","","",[]
575,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBandanaEffect",40,1,1,"Bandana Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,425,52558872,[],"","","",[],[],"","","","","","","",[]
576,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag1",40,2,2,"Apprentice Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,427,1221568994,[],"","","",[],[],"","","","","","","",[]
577,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag2",40,2,2,"Journeyman Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,428,392421149,[],"","","",[],[],"","","","","","","",[]
578,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag3",40,2,2,"Master Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,429,896438485,[],"","","",[],[],"","","","","","","",[]
579,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag4",40,2,2,"Grandmaster Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,430,676002890,[],"","","",[],[],"","","","","","","",[]
580,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBadgeOfAnguish",40,2,2,"Badge of Anguish","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,434,-224936330,[],"","","",[],[],"","","","","","","",[]
581,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBadgeOfMirth",40,2,2,"Badge of Mirth","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,435,772218496,[],"","","",[],[],"","","","","","","",[]
582,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBadgeOfSkulls",40,2,2,"Badge of Skulls","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,436,-1159372763,[],"","","",[],[],"","","","","","","",[]
583,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAddersClaw",40,2,2,"Adder's Claw","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,437,1102496669,[],"","","",[],[],"","","","","","","",[]
584,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCryptSword",40,2,2,"Crypt Sword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,438,-1102678293,[],"","","",[],[],"","","","","","","",[]
585,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGargoyleAxe",40,2,2,"Gargoyle Axe","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,439,-1957085396,[],"","","",[],[],"","","","","","","",[]
586,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDevourerMaul",40,2,2,"Devourer Maul","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,440,-2026646219,[],"","","",[],[],"","","","","","","",[]
587,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRunicBlade",40,2,2,"Runic Blade","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,441,-1305004012,[],"","","",[],[],"","","","","","","",[]
588,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcOfCourage",40,2,2,"Arc of Courage","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,442,2121202299,[],"","","",[],[],"","","","","","","",[]
589,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcOfDefiance",40,2,2,"Arc of Defiance","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,443,1710144887,[],"","","",[],[],"","","","","","","",[]
590,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLioneyesHead",40,1,1,"Lioneye Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,444,-836188087,[],"","","",[],[],"","","","","","","",[]
591,"Metadata/Items/MicrotransactionItemEffects/MasterArmour1Body",40,2,2,"Apprentice Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,445,-513019371,[],"","","",[],[],"","","","","","","",[]
592,"Metadata/Items/MicrotransactionItemEffects/MasterArmour1Helmet",40,2,2,"Apprentice Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,446,607503283,[],"","","",[],[],"","","","","","","",[]
593,"Metadata/Items/MicrotransactionItemEffects/MasterArmour1Boots",40,2,2,"Apprentice Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,447,1563748250,[],"","","",[],[],"","","","","","","",[]
594,"Metadata/Items/MicrotransactionItemEffects/MasterArmour1Gloves",40,2,2,"Apprentice Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,448,1601055024,[],"","","",[],[],"","","","","","","",[]
595,"Metadata/Items/MicrotransactionItemEffects/MasterArmour2Body",40,2,2,"Journeyman Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,449,1431649717,[],"","","",[],[],"","","","","","","",[]
596,"Metadata/Items/MicrotransactionItemEffects/MasterArmour2Helmet",40,2,2,"Journeyman Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,450,2051503078,[],"","","",[],[],"","","","","","","",[]
597,"Metadata/Items/MicrotransactionItemEffects/MasterArmour2Boots",40,2,2,"Journeyman Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,451,1748632390,[],"","","",[],[],"","","","","","","",[]
598,"Metadata/Items/MicrotransactionItemEffects/MasterArmour2Gloves",40,2,2,"Journeyman Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,452,-1793496397,[],"","","",[],[],"","","","","","","",[]
599,"Metadata/Items/MicrotransactionItemEffects/MasterArmour3Body",40,2,2,"Master Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,453,540700981,[],"","","",[],[],"","","","","","","",[]
600,"Metadata/Items/MicrotransactionItemEffects/MasterArmour3Helmet",40,2,2,"Master Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,454,-1778767894,[],"","","",[],[],"","","","","","","",[]
601,"Metadata/Items/MicrotransactionItemEffects/MasterArmour3Boots",40,2,2,"Master Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,455,1178739647,[],"","","",[],[],"","","","","","","",[]
602,"Metadata/Items/MicrotransactionItemEffects/MasterArmour3Gloves",40,2,2,"Master Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,456,251491212,[],"","","",[],[],"","","","","","","",[]
603,"Metadata/Items/MicrotransactionItemEffects/MasterArmour4Body",40,2,2,"Grandmaster Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,457,-1208201235,[],"","","",[],[],"","","","","","","",[]
604,"Metadata/Items/MicrotransactionItemEffects/MasterArmour4Helmet",40,2,2,"Grandmaster Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,458,354415830,[],"","","",[],[],"","","","","","","",[]
605,"Metadata/Items/MicrotransactionItemEffects/MasterArmour4Boots",40,2,2,"Grandmaster Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,459,1180533583,[],"","","",[],[],"","","","","","","",[]
606,"Metadata/Items/MicrotransactionItemEffects/MasterArmour4Gloves",40,2,2,"Grandmaster Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,460,-158945457,[],"","","",[],[],"","","","","","","",[]
607,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphSword",40,2,2,"Seraph Sword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,461,697701292,[],"","","",[],[],"","","","","","","",[]
608,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantHalo",40,2,2,"Challenger's Golden Halo","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,462,-1658228216,[],"","","",[],[],"","","","","","","",[]
609,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverHalo",40,2,2,"Challenger's Silver Halo","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,463,-1526445364,[],"","","",[],[],"","","","","","","",[]
610,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRazorAxe",40,2,2,"Razor Axe","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,464,1099827656,[],"","","",[],[],"","","","","","","",[]
611,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHussarWings",40,2,2,"Hussar Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,465,-1768184648,[],"","","",[],[],"","","","","","","",[]
612,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKaomsMask",40,1,1,"Kaom Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,466,-2119309449,[],"","","",[],[],"","","","","","","",[]
613,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSwordfishIceSpear",40,1,1,"Swordfish Ice Spear Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,467,-1011247582,[],"","","",[],[],"","","","","","","",[]
614,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicReave",40,1,1,"Demonic Reave Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,468,-730534459,[],"","","",[],[],"","","","","","","",[]
615,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicFlameblast",40,1,1,"Demonic Flameblast Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,469,61706632,[],"","","",[],[],"","","","","","","",[]
616,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet2_1",40,1,1,"Sabretooth Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,470,768946394,[],"","","",[],[],"","","","","","","",[]
617,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet2_2",40,1,1,"Corrupted Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,471,-361449409,[],"","","",[],[],"","","","","","","",[]
618,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet2_3",40,1,1,"Rhoa Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,472,-1657546676,[],"","","",[],[],"","","","","","","",[]
619,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet2_4",40,1,1,"Cow Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,473,-886842304,[],"","","",[],[],"","","","","","","",[]
620,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBloodSkull",40,1,1,"Gore Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,474,1931234323,[],"","","",[],[],"","","","","","","",[]
621,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphShield",40,2,2,"Seraph Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,475,846745195,[],"","","",[],[],"","","","","","","",[]
622,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPumpkinHead",40,1,1,"Jack-o'-Lantern","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,476,944787153,[],"","","",[],[],"","","","","","","",[]
623,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWitchHat",40,1,1,"Witch Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,477,-1475415404,[],"","","",[],[],"","","","","","","",[]
624,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMaskMarylene",40,2,2,"Marylene Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,478,1718869474,[],"","","",[],[],"","","","","","","",[]
625,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMaskOndar",40,2,2,"Ondar Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,479,1462993593,[],"","","",[],[],"","","","","","","",[]
626,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMaskVictario",40,2,2,"Victario Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,480,1617923021,[],"","","",[],[],"","","","","","","",[]
627,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionFlareDischarge",40,1,1,"Flare Discharge Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,481,-269801414,[],"","","",[],[],"","","","","","","",[]
628,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWandEagleOrb",40,2,2,"Eagle Claw Wand","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,482,-131641256,[],"","","",[],[],"","","","","","","",[]
629,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWandSerpentEgg",40,2,2,"Serpent Egg Wand","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,483,1849805303,[],"","","",[],[],"","","","","","","",[]
630,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWandSteamPowered",40,2,2,"Steam-powered Wand","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,484,-127676429,[],"","","",[],[],"","","","","","","",[]
631,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFlickerStrikeNinja",40,1,1,"Vapour Flicker Strike Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,485,-1321448865,[],"","","",[],[],"","","","","","","",[]
632,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFlickerStrikeNecro",40,1,1,"Ghost Flicker Strike Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,486,-1936799315,[],"","","",[],[],"","","","","","","",[]
633,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticPortal",40,2,2,"Arctic Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,487,-776059801,[],"","","",[],[],"","","","","","","",[]
634,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSteampunkHelmet",40,2,2,"Steam-powered Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,488,-1260520640,[],"","","",[],[],"","","","","","","",[]
