"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
1503,"AscendancyGladiator6","Art/2DArt/SkillIcons/passives/Gladiator/GLADBlockChance.dds","[1081,70]",2,4,0,0,1675,"Attack Speed, Block Chance","Vitesse d'attaque ; Chances de blocage","Angriffsgeschwindigkeit, Blockchance","アタックスピードおよびブロック率","공격 속도, 막기 확률","Velocidade de Ataque, Chance de Bloqueio","Скорость атаки, шанс блока","Velocidad de ataque, probabilidad de bloqueo","ความเร็วในการโจมตี, โอกาสบล็อค","攻擊速度、格擋率",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1504,"AscendancyGladiator7","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolence.dds","[3409,7486]",10,20,0,0,27864,"Gratuitous Violence","Violence gratuite","Willkürliche Gewalt","理由なき暴力","불필요한 폭력","Violência Gratuita","Беспричинное насилие","Violencia gratuita","Gratuitous Violence","免費暴力",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",2561,0,0,0,0,"",[3409],0,[],""
1505,"AscendancyGladiator8","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodInEyes.dds","[7484,3564,6086,3626]",25,100,10,50,15616,"Blood in the Eyes","Du Sang dans les yeux","Blut in den Augen","瞳に映る血","피맺힌 눈","Sangue nos Olhos","Кровавая пелена","Sangre en los ojos","Blood in the Eyes","血之眼",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",12801,12800,12800,0,0,"","[3626,17847,17848]",0,[],""
1506,"AscendancyGladiator9","Art/2DArt/SkillIcons/passives/Gladiator/GLADOutmatchOutlast.dds","[3570,3697,4726,4727]",25,25,10,-10,52575,"Outmatch and Outlast","Surpasser et Survivre","Übertreffen und Überdauern","より強く、より長く","승자생존","Predominar e Prevalecer","Превзойти и пережить","Aventajar y sobrevivir","Outmatch and Outlast","完美勝出",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",2561,-2560,255,0,0,"","[4726,4727]",0,[],""
1507,"AscendancyGladiator10","Art/2DArt/SkillIcons/passives/Gladiator/GLADPainForged.dds","[1081,7485,7474]",10,1,1,0,8419,"Painforged","Forgé par la douleur","Schmerzgestählt","苦痛に鍛えられし者","고통의 대장간","Forjado na Dor","Закалённый болью","Forjado con dolor","Painforged","痛苦鑄造",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",1281,256,0,0,0,"","[491,7485]",0,[],""
1508,"AscendancyGladiator11","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliation.dds","[15262,15258]",1,1,0,0,63490,"Violent Retaliation","Représailles violentes","Gewalttätiger Gegenschlag","激しい報復","격렬한 보복","Retaliação Violenta","Неистовое возмездие","Represalia violenta","Violent Retaliation","暴力復仇",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",257,0,0,0,0,"",[17850],0,[],""
1509,"AscendancyGladiator12","Art/2DArt/SkillIcons/passives/Gladiator/GLADVersitileCombatant.dds","[491,15338]",10,10,0,0,2598,"Reigning Veteran","Combattant polyvalent","Meisterkämpfer","支配するベテラン","지배적인 역전 용사","Veterano Predominante","Действующий чемпион","Veterano reinante","Reigning Veteran","在位老鳥",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",12801,0,0,0,0,"",[17849],0,[],""
1510,"AscendancyGladiator13","Art/2DArt/SkillIcons/passives/Gladiator/GLADSpeedAoE.dds","[70,177]",4,4,0,0,14726,"Attack Speed, Movement Speed","Vitesse d'attaque ; Vitesse de déplacement","Angriffsgeschwindigkeit, Bewegungsgeschwindigkeit","アタックスピードおよび移動スピード","공격 속도, 이동 속도","Velocidade de Ataque, Velocidade de Movimento","Скорость атаки, скорость передвижения","Velocidad de ataque, velocidad de movimiento","ความเร็วในการโจมตี, ความเร็วในการเคลื่อนที่","攻擊速度、移動速度",[],"","","","","","","","","","","","","","","",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1511,"AscendancyGladiator14","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodAndSand.dds","[9775,9779,9777,9778]",10,2,25,100,758,"Arena Challenger","Aspirant de l'Arène","Herausforderer","闘技場の挑戦者","투기장의 도전자","Desafiante da Arena","Претендент арены","Retador de arena","Arena Challenger","競技場挑戰者",[],"",1,"","","","","","","","","","","",6954,"",10,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",2561,256,6400,25600,0,"","[9775,9779,9777,9778]",0,[],""
1512,"AscendancyChampion1","Art/2DArt/SkillIcons/passives/Champion/AnETaunt.dds","[1074,2783]",15,20,0,0,6982,"Armour and Evasion, Taunt Duration","Armure et Évasion ; Durée de la Provocation","Rüstung und Ausweichen, Spottdauer","アーマー・回避力および挑発持続時間","방어도 및 회피, 도발 지속시간","Armadura e Evasão, Duração de Provocar","Броня, уклонение и длительность провокации","Armadura y evasión, duración de provocación","ค่าเกราะและการหลบหลีก, ระยะเวลายั่วยุ","護甲和閃避、嘲諷持續時間",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1513,"AscendancyChampion2","Art/2DArt/SkillIcons/passives/Champion/AnETaunt.dds","[1074,2783]",15,20,0,0,61478,"Armour and Evasion, Taunt Duration","Armure et Évasion ; Durée de la Provocation","Rüstung und Ausweichen, Spottdauer","アーマー・回避力および挑発持続時間","방어도 및 회피, 도발 지속시간","Armadura e Evasão, Duração de Provocar","Броня, уклонение и длительность провокации","Armadura y evasión, duración de provocación","ค่าเกราะและการหลบหลีก, ระยะเวลายั่วยุ","護甲和閃避、嘲諷持續時間",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1514,"AscendancyChampion3","Art/2DArt/SkillIcons/passives/Champion/AnEFortify.dds","[1074,9649]",15,10,0,0,60508,"Armour and Evasion, Attack Damage while Fortified","Armure et Évasion ; Dégâts des attaques pendant Renforcement","Rüstung und Ausweichen, Angriffsschaden während Verstärken","アーマー・回避力および堅牢化時アタックダメージ","방어도 및 회피, 방어 상승 상태에서 공격 피해","Armadura e Evasão, Dano de Ataque Enquanto Fortificado","Броня и уклонение, урон от атак под действием Укрепления","Armadura y evasión, daño de ataques mientras tienes Fortificar","ค่าเกราะและการหลบหลีก, ความเสียหายโจมตีขณะตั้งมั่น","護甲和閃避、護體時攻擊傷害",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1515,"AscendancyChampion4","Art/2DArt/SkillIcons/passives/Champion/AnEFortify.dds","[1074,9649]",15,10,0,0,35185,"Armour and Evasion, Attack Damage while Fortified","Armure et Évasion ; Dégâts des attaques pendant Renforcement","Rüstung und Ausweichen, Angriffsschaden während Verstärken","アーマー・回避力および堅牢化時アタックダメージ","방어도 및 회피, 방어 상승 상태에서 공격 피해","Armadura e Evasão, Dano de Ataque Enquanto Fortificado","Броня и уклонение, урон от атак под действием Укрепления","Armadura y evasión, daño de ataques mientras tienes Fortificar","ค่าเกราะและการหลบหลีก, ความเสียหายโจมตีขณะตั้งมั่น","護甲和閃避、護體時攻擊傷害",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1516,"AscendancyChampion5","Art/2DArt/SkillIcons/passives/Champion/AnEAura.dds","[1074,3835]",15,5,0,0,25111,"Armour and Evasion, Aura Effect","Armure et Évasion ; Effet des Auras","Rüstung und Ausweichen, Aurawirkung","アーマー・回避力およびオーラ効果","방어도 및 회피, 오라 효과","Armadura e Evasão, Efeito da Aura","Броня, уклонение и эффект аур","Armadura y evasión, efecto de auras","ค่าเกราะและการหลบหลีก, ผลของออร่า","護甲和閃避、光環效果",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1517,"AscendancyChampion6","Art/2DArt/SkillIcons/passives/Champion/AnEAttDamage.dds","[1074,2603]",15,10,0,0,43725,"Armour and Evasion, Attack Damage","Armure et Évasion ; Dégâts des attaques","Rüstung und Ausweichen, Angriffsschaden","アーマー・回避力およびアタックダメージ","방어도 및 회피, 공격 피해","Armadura e Evasão, Dano de Ataque","Броня и уклонение, урон от атак","Armadura y evasión, daño de ataques","ค่าเกราะและการหลบหลีก, ความเสียหายโจมตี","護甲和閃避、攻擊傷害",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1518,"AscendancyChampion7","Art/2DArt/SkillIcons/passives/Champion/Fortitude.dds",[14844],20,0,0,0,31700,"Fortitude","Fortitude","Innere Stärke","不屈の精神","강건함","Fortitude","Стойкость","Fortaleza","Fortitude","堅忍",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[27],"","",0,"","",0,"","","","Unstoppable Hero","Héros incoercible","Unaufhaltsamer Held","止まらぬ英雄","무적의 영웅","Herói Implacável","Несокрушимый герой","Héroe imparable","Unstoppable Hero","不敗英雄",257,0,0,0,0,"",[18212],0,[],""
1519,"AscendancyChampion8","Art/2DArt/SkillIcons/passives/Champion/Unstopable.dds","[3414,7482,7483]",20,1,500,0,33940,"Unstoppable Hero","Héros incoercible","Unaufhaltsamer Held","止まらぬ英雄","무적의 영웅","Herói Incontrolável","Несокрушимый герой","Héroe imparable","Unstoppable Hero","不敗英雄",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","Fortitude","Fortitude","Innere Stärke","不屈の精神","강건함","Robustez","Стойкость","Fortaleza","Fortitude","堅忍",2561,0,0,0,0,"",[14844],0,[28],""
1520,"AscendancyChampion9_","Art/2DArt/SkillIcons/passives/Champion/Conqueror.dds","[3408,4694,4761]",100,-10,-20,0,35750,"Conqueror","Conquérant","Eroberer","征服者","정복자","Conquistador","Завоеватель","Conquistador","Conqueror","征服者",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",257,-5120,255,0,0,"","[18215,4761]",0,[498],""
1521,"AscendancyChampion10","Art/2DArt/SkillIcons/passives/Champion/WorthyFoe.dds","[3415,7603]",20,1,0,0,56967,"Worthy Foe","Un Adversaire digne de ce nom","Würdiger Gegner","ふさわしい相手","호적수","Inimigo Digno","Достойный противник","Adversario digno","Worthy Foe","可敬的對手",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",2049,256,0,0,0,"","[3415,7603]",0,[],""
1522,"AscendancyChampion11","Art/2DArt/SkillIcons/passives/Champion/Inpirational.dds","[8684,3835,8704,9651]",1,30,40,6,11412,"Inspirational","Source d'inspiration","Inspirierend","鼓舞","격려","Inspirador","Вдохновенный","Inspirador","Inspirational","啟發",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",257,10240,0,0,0,"","[8684,8704]",0,[],""
1523,"AscendancyChampion12","Art/2DArt/SkillIcons/passives/Champion/FirstStrikeLastFall.dds","[4749,7599,7600,9650]",1,20,1,25,27604,"First to Strike, Last to Fall","Premier au combat, Dernier à terre","Bis zum bitteren Ende","先手必勝","선수필승","Primeiro a Bater, Último a Cair","Бьёт первым, погибает последним","Primero en golpear, Último en caer","First to Strike, Last to Fall","嗜戰如命",[],"",1,"","","","","","","","","","","",6954,"",11,"",[123],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",2561,256,6400,0,0,"","[7599,7600,9650]",0,[],""
1524,"AscendancyChampion13","Art/2DArt/SkillIcons/passives/Champion/ImpalePassive.dds","[1074,8413]",15,10,0,0,41433,"Armour and Evasion, Impale Chance","Armure et Évasion ; Chances d'Empaler","Rüstung und Ausweichen, Chance auf Aufspießen","アーマー・回避力および串刺し確率","방어도 및 회피, 꿰뚫기 확률","Armadura e Evasão, Chance de Empalar","Броня и уклонение, шанс Прокола","Armadura y evasión, probabilidad de empalamiento","ค่าเกราะและการหลบหลีก, โอกาสทิ่มแทง","護甲和閃避、穿刺機率",[],"","","","","","","","","","","","","","","",11,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1525,"AscendancyChampion14","Art/2DArt/SkillIcons/passives/Champion/ImpalePassiveNotable.dds","[8414,8685]",1,1000,0,0,13374,"Master of Metal","Maître du métal","Meister des Metalls","金属の支配者","금속의 대가","Mestre do Metal","Мастер металла","Maestro del metal","Master of Metal","鐵金剛",[],"",1,"","","","","","","","","","","",6954,"",11,"",[],0,"","",0,[31],"","",0,"","",0,"","","","","","","","","","","","","",257,0,0,0,0,"",[8414],0,[],""
1526,"AscendancyInquisitor1","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAttackCasteSpeed.dds","[486,1903]",10,4,0,0,43193,"Elemental Damage, Attack and Cast Speed","Dégâts élémentaires ; Vitesse d'attaque et d'incantation","Elementarschaden, Angriffs- und Zaubergeschwindigkeit","元素ダメージおよびアタック・キャストスピード","원소 피해, 공격 및 시전 속도","Dano Elemental, Velocidade de Ataque e Conjuração","Урон от стихий, скорость атаки и сотворения чар","Daño elemental, velocidad de ataque y de lanzamiento de hechizos","ความเสียหายธาตุ, ความเร็วในการโจมตีและร่าย","元素傷害、攻擊和施放速度",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
1527,"AscendancyInquisitor2","Art/2DArt/SkillIcons/passives/Inquistitor/IncreasedElementalDamageAvoidElementalStatusEffects.dds","[486,451]",10,30,0,0,57222,"Elemental Damage, Life Regeneration","Dégâts élémentaires ; Régénération de Vie","Elementarschaden, Lebensregeneration","元素ダメージおよびライフ自動回復","원소 피해, 생명력 재생","Dano Elemental, Regeneração de Vida","Урон от стихий, регенерация здоровья","Daño elemental, regeneración de vida","ความเสียหายธาตุ, การฟื้นฟูพลังชีวิต","元素傷害、生命回復速度",[],"","","","","","","","","","","","","","","",12,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
