"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","i32","Text2 (English)","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection (English)","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
762,6,"Death's Door",[0],[0],-340409797,"Death's Door","Les Portes de la Mort","Schwelle des Todes","死の扉","죽음의 문턱","Porta da Morte","Порог смерти","Puerta de la muerte","Death's Door","死亡大門","","","","","","","","","",""
763,6,"Reach of the Council",[0],[0],1132430080,"Reach of the Council","Portée du Conseil","Einfluss des Rates","評議会の射程","의회의 역량","Extensão do Conselho","Охват Совета","Alcance del consejo","Reach of the Council","議會之觸","","","","","","","","","",""
764,6,"Breath of the Council",[0],[0],-1360073866,"Breath of the Council","Souffle du Conseil","Atem des Rates","評議会の息","의회의 숨결","Suspiro do Conselho","Дыхание Совета","Aliento del consejo","Breath of the Council","議會之息","","","","","","","","","",""
765,6,"Voidheart",[0],[0],-705738252,"Voidheart","Cœur du Néant","Leerenherz","ヴォイドハート","공허의 심장","Coração Vazio","Пустое сердце","Corazón del vacío","Voidheart","虛空心靈","","","","","","","","","",""
766,6,"Cragfall",[0],[0],-1275044390,"Cragfall","Chute de rocs","Steinschlag","クラグフォール","바위 폭포","Queda do Penhasco","Падение скалы","Golpe de roca","Cragfall","落石","","","","","","","","","",""
767,6,"The Signal Fire",[0],[0],-292283038,"The Signal Fire","Le Brasier de signalement","Das Signalfeuer","狼煙","봉화","O Fogo Sinalizador","Сигнальный огонь","La bengala","The Signal Fire","狼煙","","","","","","","","","",""
768,6,"Ngamahu Tiki",[0],[0],218874151,"Ngamahu Tiki","Tiki de Ngamahu","Ngamahu Tiki","ナマフ・ティキ","나마후 티키","Ngamahu Tiki","Нгамаху Тики","Ngamahu Tiki","Ngamahu Tiki","拿瑪乎蒂基","","","","","","","","","",""
769,6,"Hrimburn",[0],[0],-583569318,"Hrimburn","Brûlure d'Algide","Hrimbrand","フリムバーン","흐림번","Queima-Hrim","Ожог Хрима","Quemadura de Hrim","Hrimburn","李姆本","","","","","","","","","",""
770,6,"Martyr's Crown",[0],[0],1511889867,"Martyr's Crown","La Couronne du martyr","Krone des Märtyrers","殉教者の冠","순교자의 왕관","Coroa do Mártir","Венец мученика","Corona del mártir","Martyr's Crown","烈士之冠","","","","","","","","","",""
771,6,"Ezomyte Hold",[0],[0],510049696,"Ezomyte Hold","Fort ézomyte","Besitz der Ezomyten","エゾマイトの掌握","에조미어의 방호","Posse Ezomita","Опора эзомита","Permanencia ezomita","Ezomyte Hold","艾茲麥之握","","","","","","","","","",""
772,6,"Deidbellow",[0],[0],1939652025,"Deidbellow","Hurlement du Trépas","Totenläute","ディードベロー","죽음의 괘종","Rugido Mórbido","Набат мёртвых","Bramido de Deid","Deidbellow","喪吼","","","","","","","","","",""
773,6,"Thirst for Horrors",[0],[0],-311729580,"Thirst for Horrors","Soif d'Horreurs","Gier nach Schrecken","恐怖の渇望","공포에 대한 갈증","Sede por Horrores","Жажда кошмаров","Ansias de horrores","Thirst for Horrors","顫慄之飢","","","","","","","","","",""
774,6,"The Oak",[0],[0],-999450115,"The Oak","L'Orme","Die Eiche","オーク","참나무","O Carvalho","Дуб","El roble","The Oak","橡樹","","","","","","","","","",""
775,6,"Kaltensoul",[0],[0],-255411023,"Kaltensoul","Kaltenâme","Kaltenseele","カルテンソウル","붙잡은 영혼","Alma de Kalten","Кальтенсоул","Alma de frío","Kaltensoul","冰霜之魂","","","","","","","","","",""
776,6,"The Gryphon",[0],[0],756241344,"The Gryphon","Le Griffon","Der Greif","グリフォン","그리폰","O Grifo","Грифон","El grifo","The Gryphon","獅鷲","","","","","","","","","",""
777,6,"The Cauteriser",[0],[0],260565616,"The Cauteriser","Le Cautérisateur","Der Kauterisierer","コーテライザー","소각로","O Cauterizador","Прижигатель","El cauterizador","The Cauteriser","燒灼器","","","","","","","","","",""
778,6,"Doomfletch's Prism",[0],[0],1859974014,"Doomfletch's Prism","Prisme de Flèchefuneste","Verhängnisfeders Prisma","ドゥームフレッチのプリズム","죽음의 깃의 분광기","Prisma da Flecha da Ruína","Призма Стрел рока","Prisma de pluma de ruina","Doomfletch's Prism","滅世之獄","","","","","","","","","",""
779,6,"Silverbough",[0],[0],-130874127,"Silverbough","Pamprargent","Silberast","シルバーバゥ","은빛 나뭇가지","Galho de Prata","Серебряный прут","Rama de plata","Silverbough","銀枝","","","","","","","","","",""
780,6,"The Tempest",[0],[0],1530315987,"The Tempest","La Tempête","Der Sturm","暴風雨","폭풍","A Tempestade","Шторм","La tempestad","The Tempest","暴風雨","","","","","","","","","",""
781,6,"Hrimnor's Dirge",[0],[0],-655891183,"Hrimnor's Dirge","Chant funèbre de Hrimnor","Hrimnors Klagelied","フリムノーの悲歌","흐림노르의 만가","Lamúria de Hrimnor","Панихида Гримнора","Música fúnebre de Hrimnor","Hrimnor's Dirge","雷姆諾的輓歌","","","","","","","","","",""
782,6,"Amplification Rod",[0],[0],5528892,"Amplification Rod","Tige d'Amplification","Stab der Ausdehnung","拡大の杖","증폭 막대","Vara da Amplificação","Прут увеличения","Vara de amplificación","Amplification Rod","增幅杖","","","","","","","","","",""
783,6,"Realm Ender",[0],[0],227046355,"Realm Ender","Annihilateur de Royaumes","Weltenzerstörer","レルムエンダー","종결자","Destruidor do Reino","Губитель бытия","Destructor de reinos","Realm Ender","魂界終結","","","","","","","","","",""
784,6,"Queen's Escape",[0],[0],-1439496592,"Queen's Escape","Fuite de la Reine","Flucht der Königin","女王の逃亡","여왕의 탈주","Fuga da Rainha","Бегство царицы","Escape de la reina","Queen's Escape","逃亡女王","","","","","","","","","",""
785,6,"The Plaguemaw's Offering",[0],[0],-358014684,"The Plaguemaw's Offering","L'Offrande de la Gueulepeste","Opfer des Pestschlunds","プレイグモーの捧げ物","역병 나락의 공물","A Oferenda da Mandíbula Infestada","Дар Моровой Пасти","Ofrenda de Las fauces de plaga","The Plaguemaw's Offering","疫病之奉獻","","","","","","","","","",""
786,6,"Kaom's Way",[0],[0],-46954818,"Kaom's Way","Voie de Kaom","Kaoms Weg","カオムの道","카옴의 길","Caminho de Kaom","Путь Каома","Tradición de Kaom","Kaom's Way","岡姆之路","","","","","","","","","",""
787,6,"Praxis",[0],[0],1667986705,"Praxis","Praxis","Praxis","プラクシス","관습","Praxis","Праксис","Praxis","Praxis","普拉克斯","","","","","","","","","",""
788,6,"Kondo's Pride",[0],[0],2002931431,"Kondo's Pride","Fierté de Kondo","Kondos Stolz","コンドウの誇り","콘도의 자부심","Orgulho de Kondo","Гордыня Кондо","Orgullo de Kondo","Kondo's Pride","剛多的虛榮","","","","","","","","","",""
789,6,"Valyrium",[0],[0],-984610481,"Valyrium","Valyrium","Valyrium","ヴァリリウム","발리륨","Valyrium","Валириум","Valyrium","Valyrium","戰日","","","","","","","","","",""
790,6,"The Brass Dome",[0],[0],-1852840269,"The Brass Dome","Le Dôme de cuivre","Messingkuppel","真鍮のドーム","황동 철갑","A Cúpula de Bronze","Латунный свод","Domo de bronce","The Brass Dome","堅銅戰罩","","","","","","","","","",""
791,6,"Brain Rattler",[0],[0],891552531,"Brain Rattler","Secoueur de Cervelle","Hirnschleuder","脳揺らし","요동치는 두뇌","Brandir Cerebral","Мозготряс","Devanador de cerebros","Brain Rattler","腦亂者","","","","","","","","","",""
792,6,"Razor of the Seventh Sun",[0],[0],739336036,"Razor of the Seventh Sun","Rasoir du Septième Soleil","Klinge der siebten Sonne","七番目の太陽の刃","날카로운 일곱 번째 태양","Navalha do Sétimo Sol","Лезвие Седьмого солнца","Navaja del séptimo sol","Razor of the Seventh Sun","七日鋒","","","","","","","","","",""
793,6,"Eye of Innocence",[0],[0],2143259832,"Eye of Innocence","Œil d'Innocence","Auge des Innocence","イノセンスの目","결백의 눈","Olho de Innocence","Око Невинности","Ojo de Inocencia","Eye of Innocence","無罪之眼","","","","","","","","","",""
794,6,"Slivertongue",[0],[0],466275112,"Slivertongue","Languécharde","Spaltzunge","スリヴァータン","슬리버텅","Língua das Serpentes","Змеиный язык","Lengua fragmentada","Slivertongue","裂舌","","","","","","","","","",""
795,6,"Obscurantis",[0],[0],-714356729,"Obscurantis","Obscurantis","Obscurantis","オブスキュランティス","몽매주의","Obscurantis","Мракобес","Obscurantis","Obscurantis","朦朧詭面","","","","","","","","","",""
796,6,"Snakepit",[0],[0],-340530758,"Snakepit","Fosse à Serpents","Schlangengrube","スネークピット","뱀 구덩이","Ninho das Cobras","Серпентарий","Trampa de serpientes","Snakepit","蛇巢","","","","","","","","","",""
797,6,"The Scourge",[0],[0],931710212,"The Scourge","La Calamité","Die Geißel","スカージ","재앙","O Flagelo","Иго","El azote","The Scourge","災害","","","","","","","","","",""
798,6,"Cospri's Malice",[0],[0],-605873626,"Cospri's Malice","Malveillance de Cospri","Cospris Bosheit","コスプリの悪意","코스프리의 장난","Maldade de Cospri","Беда Коспри","Malicia de Cospri","Cospri's Malice","卡斯普里的怨恨","","","","","","","","","",""
799,6,"Starforge",[0],[0],1581975269,"Starforge","Forgétoile","Sternenschmiede","スターフォージ","별의 탄생","Forja Estelar","Звёздный горн","Forja estelar","Starforge","核星","","","","","","","","","",""
800,6,"Unending Hunger",[0],[0],1849090216,"Unending Hunger","Faim inassouvissable","Endloser Hunger","終わらぬ飢え","끝없는 허기","Fome Eterna","Неутолимый голод","Hambre inagotable","Unending Hunger","無盡飢餓","","","","","","","","","",""
801,6,"Voidwalker",[0],[0],711043592,"Voidwalker","Marcheurs du Néant","Leerenwanderer","ヴォイドウォーカー","공허 보행자","Caminhante do Vazio","Пустоход","Caminante del vacío","Voidwalker","虛空行者","","","","","","","","","",""
802,6,"Replica Voidwalker",[0],[0],1872341885,"Replica Voidwalker","Réplique des Marcheurs du Néant","Replik: Leerenwanderer","ヴォイドウォーカー（レプリカ）","공허 보행자 모조품","Réplica: Caminhante do Vazio","Копия Пустохода","Caminante del vacío (réplica)","Replica Voidwalker","贗品．虛空行者","","","","","","","","","",""
803,6,"Shaper's Touch",[0],[0],-1858218865,"Shaper's Touch","La Main du Façonneur","Berührung des Schöpfers","シェイパーの接触","쉐이퍼의 손길","Toque do Criador","Касание Создателя","Toque del Creador","Shaper's Touch","塑者之觸","","","","","","","","","",""
804,6,"The Warden's Brand",[0],[0],2121301869,"The Warden's Brand","Marque du Geôlier","Brandzeichen des Wärters","刑務所長の焼き印","간수의 낙인","A Marca do Carcereiro","Клеймо смотрителя","La marca del guardián","The Warden's Brand","獄使之印","","","","","","","","","",""
805,6,"Witchfire Brew",[0],[0],1984206815,"Witchfire Brew","Infusion de Feu de sorcière","Hexengebräu","ウィッチファイヤーの醸造","불타는 마녀의 술","Infusão das Bruxas em Chamas","Отвар ведьмовского огня","Brebaje de fuego de bruja","Witchfire Brew","巫火秘釀","","","","","","","","","",""
806,6,"Dying Sun",[0],[0],-1605560018,"Dying Sun","Soleil mourant","Sterbende Sonne","死にゆく太陽","죽어가는 해","Sol Moribundo","Умирающее солнце","Sol agonizante","Dying Sun","滅日","","","","","","","","","",""
807,6,"The Putrid Cloister",[0],[0],-1527442685,"The Putrid Cloister","Le Cloître putride","Das faulige Kloster","邪悪な学園","악취 나는 수도원","O Claustro Pútrido","Тлетворная обитель","El claustro pútrido","The Putrid Cloister","腐臭迴廊","","","","","","","","","",""
808,6,"Atziri's Vessel",[0],[0],1862519512,"Atziri's Vessel","Réceptacle d'Atziri","Atziris Gefäß","アトジリの器","앗지리의 그릇","Urna de Atziri","Сосуд Атзири","Vasija de Atziri","Atziri's Vessel","阿茲里容器","","","","","","","","","",""
809,6,"Hallowed Ground",[0],[0],-1130767531,"Hallowed Ground","La Nuit des masques","Nacht des Grauens","聖地","거룩한 대지","Terras Sagradas","Священная земля","Una noche de terror","Hallowed Ground","萬聖之地","","","","","","","","","",""
810,6,"Breach Box",[0],[0],-764053537,"Breach Box","Boîte de brèche","Riss-Kiste","ブリーチの箱","균열의 상자","Caixa da Fenda","Коробка Разлома","Caja de fisura","Breach Box","裂痕匣盒","","","","","","","","","",""
811,6,"Primordial Harmony",[0],[0],645442286,"Primordial Harmony","Harmonie primordiale","Urzeitliche Harmonie","原初の調和","태고의 조화","Harmonia Primordial","Первородная гармония","Armonía primordial","Primordial Harmony","先祖和諧","","","","","","","","","",""
812,6,"Primordial Might",[0],[0],-910860958,"Primordial Might","Puissance primordiale","Urzeitliche Macht","原初の力","태고의 완력","Poder Primordial","Первородная мощь","Poder primordial","Primordial Might","先祖力量","","","","","","","","","",""
813,6,"Replica Primordial Might",[0],[0],-1528386313,"Replica Primordial Might","Réplique de Puissance primordiale","Replik: Urzeitliche Macht","原初の力（レプリカ）","태고의 완력 모조품","Réplica: Poder Primordial","Копия Первородной мощи","Poder primordial (réplica)","Replica Primordial Might","贗品．先祖力量","","","","","","","","","",""
814,6,"Primordial Eminence",[0],[0],2145917868,"Primordial Eminence","Supériorité primordiale","Urzeitliches Ansehen","原初の卓越","태고의 고귀","Eminência Primordial","Первородное господство","Eminencia primordial","Primordial Eminence","先祖卓越","","","","","","","","","",""
815,6,"The Anima Stone",[0],[0],-1359965224,"The Anima Stone","La Pierre d'anima","Anima-Stein","魂の石","생명의 돌","A Pedra Anima","Камень внутренней сути","La piedra de alma","The Anima Stone","聚魂石","","","","","","","","","",""
816,6,"The Coming Calamity",[0],[0],-2119469187,"The Coming Calamity","Le Désastre annoncé","Das nahende Unheil","迫り来る災難","다가오는 대재난","Futura Calamidade","Грядущее бедствие","La calamidad en camino","The Coming Calamity","災難臨頭","","","","","","","","","",""
