"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName (English)","SupportSkillName (French)","SupportSkillName (German)","SupportSkillName (Japanese)","SupportSkillName (Korean)","SupportSkillName (Portuguese)","SupportSkillName (Russian)","SupportSkillName (Spanish)","SupportSkillName (Thai)","SupportSkillName (Traditional Chinese)","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","[rid]"
491,6495,9848,0,0,100,"[32,11,16]","","","Supports skills which create brands.","Modifie les aptitudes qui créent des Symboles.","Unterstützt Fertigkeiten, die Zeichen erzeugen.","ブランドを生成するスキルをサポートする。","낙인 생성 스킬에 적용됩니다.","Suporta habilidades que criam runas.","Усиливает умения, создающие клейма.","Asiste habilidades que crean marcas.","ใช้เสริมสกิลที่สร้าง ตราเวท","輔助製造烙印的技能。",13884,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,9,[0]
492,6496,9857,100,0,0,"[27,9,16]","","","Supports warcry skills.","Modifie les aptitudes de cri de guerre.","Unterstützt Kriegsschrei-Fertigkeiten.","ウォークライスキルをサポートする。","함성 스킬에 적용됩니다.","Suporta habilidades de clamor.","Усиливает умения боевых кличей.","Asiste habilidades de gritos de guerra.","ใช้เสริม สกิลคำราม","輔助戰吼技能。",13882,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,9,[0]
493,6497,9990,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
494,6498,9994,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,10,[0]
495,6499,9997,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
496,6500,9999,0,40,60,"[47,11,25,4,14,15,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,10,[0]
497,6501,10001,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,0,[0]
498,6502,10002,0,0,100,"[11,25,4,14,15,2,46]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,10,[0]
499,6503,10003,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,1,[0]
500,6504,10012,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.","Modifie les malédictions de calamité, leur permettant ainsi de déclencher Explosion de fatalité lorsque la calamité arrive à terme. Ne peut pas modifier les malédictions qui sont déclenchées ou transformées en aura.","Unterstützt Verhexungs-Fertigkeiten, die 'Unheilvolle Explosion' auslösen, sobald die Verhexung ausläuft. Kann keine Verhexungen unterstützen, die ausgelöst oder als Aura angewendet werden.","呪術スキルをサポートし、呪術の効果終了時にドゥームブラストをトリガーする。トリガーされる呪いスキルおよびオーラ化した呪いスキルはサポートできない。","사술 저주 스킬에 적용됩니다. 사술이 만료될 때 멸망 폭발을 일으킵니다. 오라의 형태로 발동되거나 적용되는 저주 스킬에는 적용되지 않습니다.","Suporta habilidades de maldições feitiço, fazendo com que elas ativem Explosão Destrutiva quando o feitiço terminar. Não pode suportar feitiços ativados ou aplicados como uma aura.","Усиливает умения проклятий порчи. При удалении усиленной порчи срабатывает Роковой взрыв. Не усиливает срабатывающие порчи и порчи, накладываемые в качестве ауры.","Asiste habilidades de maldición de maleficio, y hace que activen Explosión de perdición cuando expira el maleficio. No puede asistir habilidades de maldición que se activan o se aplican como un aura.","ใช้เสริม สกิลคำสาปสะกด ทำให้คำสาปเหล่านี้ทริกเกอร์ ระเบิดหายนะ เมื่อ สาปสะกด จบลง ไม่สามารถเสริม สกิลคำสาป ที่ถูกทริกเกอร์หรือ คำสาปที่ร่ายเป็นออร่า ได้","輔助咒術技能，當咒術結束時使這些技能觸發厄運枯萎。不能輔助被觸發或以光環施放的咒術。",13886,10014,"","","","","","","","","","","",1,"","","","",1,"","","","",3,9,[0]
501,6505,10025,0,0,100,"[11,25,4,14,3,42]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
502,6506,10026,0,40,60,"[11,16,5,4]","","","Supports projectile spells you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.","Modifie les sorts à projectiles que vous lancez vous-même. Ne peut pas modifier les aptitudes déclenchées, vaal, instantanées ou canalisées, ni les aptitudes à réservation, qui créent des créatures ou qui sont utilisées par des totems, des pièges, ou des mines.","Unterstützt Projektilzauber, die Ihr selbst wirkt. Kann keine Vaal-, Totem-, Fallen-, Minen-, Kanalisierungs-, auslösbare, sofort gewirkte oder Fertigkeiten mit Reservierungskosten unterstützen oder Fertigkeiten, die Kreaturen erzeugen.","使用者自身でキャストする投射物スペルをサポートする。トリガーされるスキル、ヴァールスキル、即時発動スキル、チャネリングスキル、リザーブするスキル、ミニオンを生成するスキルおよびトーテム、トラップ、マインで使用されるスキルはサポートできない。","직접 시전하는 투사체 주문에 적용됩니다. 발동형 스킬, 바알 스킬, 즉시 시전 스킬, 집중 유지 스킬, 마나 점유 또는 소환수 생성 스킬에는 적용되지 않습니다. 또한 토템, 덫, 지뢰 스킬에도 적용되지 않습니다.","Suporta magias de projéteis conjuradas manualmente. Não pode suportar habilidades ativadas, habilidades Vaal, habilidades canalizadas, habilidades com reserva ou crie lacaios, habilidade usada por totens, armadilhas ou minas.","Усиливает чары снарядов, которые вы сотворяете сами. Не усиливает срабатывающие умения, умения ваал, мгновенные умения, поддерживаемые умения, умения с удержанием или создающие приспешников, или умения, используемые тотемами, ловушками и минами.","Asiste hechizos de proyectiles que lanzas tú. No puede asistir habilidades de activación, habilidades vaal, habilidades instantáneas, habilidades de canalización, habilidades que tengan reserva o creen esbirros, ni habilidades usadas por tótems, trampas o minas.","ใช้เสริม สกิลเวทกระสุน ที่คุณร่ายด้วยตนเอง ไม่สามารถเสริมสกิลที่ถูกทริกเกอร์, สกิลวาล์, สกิลที่ส่งผลทันที, สกิลแชนเนล, สกิลที่มีค่าสำรองหรือที่สร้างมิเนียนออกมา หรือสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้","輔助你自己施放的投射型法術。不能輔助觸發型、瓦爾、立即施放、引導施放、保留的技能，或被圖騰、陷阱或地雷使用的技能。",23668,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,9,[0]
503,6507,10196,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
504,6508,10197,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,10,[0]
505,6509,10200,0,40,60,"[11,16]","","","Supports skills that hit enemies, causing them to gain bonuses while you have resonance of all three elements, and to grant resonance of elements other than the highest one in a hit. There is a maximum of 50 Resonance for each Element. Cannot support triggered skills, instant skills, orb skills, brands, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.","Modifie les aptitudes qui touchent les ennemis. Ces aptitudes gagnent alors des bonus tant que vous avez de la Résonance avec les trois éléments. De plus, lorsque ces aptitudes touchent, vous obtenez de la Résonance avec les éléments dont les dégâts sont le moins élevé. Chaque élément peut aller jusqu'à 50 de Résonance. Ne peut pas modifier les aptitudes déclenchées, vaal, instantanées ou canalisées, ni les aptitudes à réservation, qui créent des créatures ou qui sont utilisées par des totems, des pièges, ou des mines.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen. Diese Fertigkeiten erhalten Boni, während Ihr über Resonanz von allen drei Elementen verfügt, und gewähren bei Treffer Resonanz von den Elementen, die nicht den höchsten Wert haben. Jedes Element ist bei 50 Resonanz gedeckelt. Kann keine Totem-, Fallen-, Minen-, Sphären-, Zeichen-, auslösbaren, sofort gewirkte oder Fertigkeiten mit Reservierungskosten unterstützen. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","敵にヒットを与えるスキルをサポートする。3つすべての元素のレゾナンスを持っている間使用したスキルにボーナスを付与し、与えたヒットに含まれない元素のレゾナンスを付与する。各元素の最大レゾナンスは50。トリガーされるスキル、即時発動スキル、オーブスキル、ブランドスキル、リザーブするスキルおよびトーテム、トラップ、マインで使用されるスキルはサポートできない。ミニオンのスキルには影響しない。","적을 적중시키는 스킬에 적용되어, 세 원소의 공명이 모두 있는 동안 보너스를 부여하고, 명중 시에 가장 높은 원소를 제외한 다른 원소들에 공명을 부여합니다. 각 원소의 공명의 한도는 50입니다. 발동형 스킬, 즉시 시전 스킬, 보주 스킬, 낙인 스킬, 점유가 있는 스킬에는 적용되지 않습니다. 또한 토템, 덫, 지뢰 스킬이나 소환수가 사용하는 스킬에도 적용되지 않습니다.","Suporta habilidades que acertam inimigos, fazendo com que eles ganhem bônus enquando você possuir ressonância de todos os três tipos de elementos, e concede ressonância dos elementos diferentes do maior no acerto. Existe um máximo de 50 de Ressonância para cada Elemento. Não pode suportar habilidades ativadas, instantâneas, de orbe, marcas, habilidades com reserva ou habilidades usadas por totens, armadilhas ou minas. Não pode modificar as habilidades de lacaios.","Усиливает умения, наносящие удары по врагам, повышая их эффективность, пока на вас действует Резонанс всех трёх стихий, и даруя Резонанс стихий, отличных от основной стихии удара. Максимум Резонанса каждой стихии равен 50. Не усиливает срабатывающие умения, мгновенные умения, умения сфер, клейма, умения с удержанием или умения, используемые тотемами, ловушками и минами. Не усиливает умения приспешников.","Asiste habilidades que golpean enemigos y hace que ganen bonificaciones mientras tengas resonancia de los tres elementos. Además, otorga resonancia de los elementos a aquellos elementos que no sean el que más daño inflige en un golpe. Hay un máximo de 50 de resonancia para cada elemento. No puede asistir habilidades de activación, habilidades instantáneas, habilidades de orbe, marcas, habilidades que tengan una reserva, ni habilidades usadas por tótems, trampas o minas. No puede modificar las habilidades de los esbirros.","ใช้เสริมสกิลที่ปะทะศัตรู ทำให้สกิลนั้นได้รับโบนัสขณะที่คุณมี การสั่นพ้อง ของทั้งสามธาตุ และให้การสั่นพ้องของสองธาตุที่ไม่ได้มีความเสียหายมากที่สุดเมื่อปะทะ แต่ละธาตุมี การสั่นพ้อง ได้สูงสุด 50 ระดับ ไม่สามารถเสริม สกิลที่ถูกทริกเกอร์, สกิลที่ส่งผลทันที, สกิลลูกแก้ว, ตราเวท, สกิลที่มีค่าสำรอง หรือสกิลที่ใช้งานโดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助可擊中敵人的技能，當你有全部三元素的共鳴給予他們加成，並在擊中時給予非最高共鳴的元素共鳴。每個元素最多有 50 共鳴。不能輔助觸發型技能、立即施放技能、球體技能、烙印、有保留的技能或被圖騰、陷阱或地雷使用的技能。無法調整召喚物的技能。",23813,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,6,[0]
